﻿Title:,"Table 5 - Finances and people"
Subtitle:,"Academic years 2015/16 to 2022/23"
Reference ID:,DT042 Table 5
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-5
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-5.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,Choose a value... 
,Region of HE provider,Choose a value... 
,Academic year,2018/19 
Search:,


"UKPRN","HE provider","Total income (£)","Teaching income (£)","Research income (£)","Other non-residential income (£)","Non-residential income total (£)","Total expenditure (£)"
"10007788","The University of Cambridge","2,192,053,000","377,636,000","716,762,000","1,084,852,000","2,179,250,000","2,307,504,000"
"10003324","The Institute of Cancer Research","167,398,000","31,888,000","83,364,000","52,146,000","167,398,000","143,342,000"
"10001143","Canterbury Christ Church University","126,078,000","103,295,000","3,791,000","7,736,000","114,822,000","130,314,000"
"10007814","Cardiff University","538,500,000","294,993,000","158,561,000","55,791,000","509,345,000","644,833,000"
"10007854","Cardiff Metropolitan University","106,845,000","83,419,000","3,816,000","12,838,000","100,073,000","106,667,000"
"10007141","The University of Central Lancashire","234,838,000","187,822,000","11,426,000","26,591,000","225,839,000","249,822,000"
"10007848","University of Chester","127,251,000","103,986,000","3,875,000","9,983,000","117,844,000","124,080,000"
"10007137","The University of Chichester","55,522,000","42,783,000","2,127,000","3,362,000","48,272,000","59,328,000"
"10001478","City, University of London","244,080,000","208,392,000","21,859,000","11,164,000","241,415,000","279,533,000"
"10001653","Conservatoire for Dance and Drama","22,983,000","22,973,000","0","10,000","22,983,000","22,810,000"
"10007761","Courtauld Institute of Art","29,917,000","8,900,000","2,796,000","17,530,000","29,226,000","23,640,000"
"10001726","Coventry University","402,042,000","333,399,000","15,246,000","27,622,000","376,267,000","388,905,000"
"10007822","Cranfield University","183,209,000","81,704,000","58,313,000","30,618,000","170,635,000","207,117,000"
"10006427","University for the Creative Arts","66,175,000","56,031,000","612,000","3,084,000","59,727,000","66,432,000"
"10007842","University of Cumbria","59,575,000","51,774,000","655,000","4,647,000","57,076,000","64,388,000"
"10001883","De Montfort University","245,290,000","225,679,000","7,794,000","7,367,000","240,840,000","230,838,000"
"10007851","University of Derby","192,453,000","164,103,000","2,781,000","11,119,000","178,003,000","194,232,000"
"10007852","The University of Dundee","256,353,000","125,430,000","92,297,000","29,596,000","247,323,000","311,466,000"
"10007143","University of Durham","381,022,000","221,241,000","78,905,000","34,180,000","334,326,000","452,119,000"
"10007789","The University of East Anglia","307,634,000","177,031,000","71,927,000","30,348,000","279,306,000","360,661,000"
"10007144","The University of East London","141,711,000","116,494,000","4,383,000","9,056,000","129,933,000","139,992,000"
"10007823","Edge Hill University","123,774,000","103,469,000","2,714,000","5,193,000","111,376,000","122,843,000"
"10007772","Edinburgh Napier University","122,493,000","100,559,000","5,741,000","5,984,000","112,284,000","129,368,000"
"10007790","The University of Edinburgh","1,101,504,000","452,454,000","375,869,000","193,994,000","1,022,317,000","1,235,935,000"
"10007791","The University of Essex","246,595,000","151,112,000","39,344,000","16,845,000","207,301,000","282,355,000"
"10007792","The University of Exeter","449,278,000","270,501,000","111,368,000","42,691,000","424,560,000","525,497,000"
"10008640","Falmouth University","64,828,000","56,724,000","1,412,000","5,747,000","63,883,000","61,646,000"
"10004511","The National Film and Television School","16,376,000","11,996,000","836,000","3,544,000","16,376,000","15,866,000"
"10007762","Glasgow Caledonian University","124,326,000","104,256,000","9,592,000","4,169,000","118,017,000","132,200,000"
"10002681","Glasgow School of Art","50,555,000","29,031,000","5,060,000","14,706,000","48,797,000","52,732,000"
"10007794","The University of Glasgow","687,896,000","332,870,000","253,252,000","71,431,000","657,553,000","757,207,000"
"10007145","University of Gloucestershire","83,764,000","68,584,000","2,711,000","6,577,000","77,872,000","81,086,000"
"10002718","Goldsmiths College","132,786,000","105,270,000","12,118,000","5,805,000","123,193,000","159,258,000"
"10007146","The University of Greenwich","209,862,000","159,205,000","18,173,000","12,606,000","189,984,000","200,428,000"
"10007825","Guildhall School of Music and Drama","33,244,000","20,503,000","811,000","10,439,000","31,753,000","34,095,000"
"10040812","Harper Adams University","44,185,000","29,123,000","3,713,000","6,788,000","39,624,000","43,108,000"
"10007764","Heriot-Watt University","237,349,000","152,778,000","51,101,000","15,776,000","219,655,000","265,903,000"
"10007147","University of Hertfordshire","271,783,000","189,521,000","12,821,000","35,361,000","237,703,000","267,895,000"
"10007148","The University of Huddersfield","172,517,000","143,180,000","18,198,000","9,683,000","171,061,000","171,980,000"
"10007149","The University of Hull","193,256,000","144,643,000","19,218,000","15,037,000","178,898,000","226,957,000"
"10003270","Imperial College of Science, Technology and Medicine","1,073,754,000","372,737,000","465,226,000","179,988,000","1,017,951,000","1,129,620,000"
"10007767","Keele University","168,844,000","96,069,000","23,840,000","30,505,000","150,414,000","204,406,000"
"10007150","The University of Kent","266,435,000","178,567,000","34,078,000","17,058,000","229,703,000","326,418,000"
"10003645","King's College London","901,965,000","452,742,000","264,028,000","125,624,000","842,394,000","1,089,876,000"
"10003678","Kingston University","191,669,000","157,939,000","7,079,000","7,581,000","172,599,000","198,616,000"
"10007768","The University of Lancaster","319,420,000","165,547,000","62,690,000","54,754,000","282,991,000","353,941,000"
"10003854","Leeds Arts University","20,834,000","20,576,000","0","258,000","20,834,000","18,710,000"
"10003861","Leeds Beckett University","215,963,000","172,162,000","5,631,000","13,255,000","191,048,000","233,073,000"
"10007795","The University of Leeds","791,850,000","445,219,000","194,990,000","88,877,000","729,086,000","889,871,000"
"10003863","Leeds Trinity University","32,938,000","27,906,000","199,000","1,332,000","29,437,000","33,193,000"
"10007796","The University of Leicester","330,925,000","193,698,000","76,575,000","27,487,000","297,760,000","379,270,000"
"10007151","The University of Lincoln","165,801,000","134,724,000","12,560,000","7,844,000","155,128,000","165,255,000"
"10003956","Liverpool Hope University","52,298,000","43,879,000","1,505,000","1,324,000","46,708,000","50,638,000"
"10003957","Liverpool John Moores University","221,558,000","199,023,000","17,153,000","4,004,000","220,180,000","219,801,000"
"10003945","The Liverpool Institute for Performing Arts","12,146,000","10,822,000","0","952,000","11,774,000","11,184,000"
"10006842","The University of Liverpool","577,660,000","351,609,000","127,175,000","67,391,000","546,175,000","645,303,000"
"10003958","Liverpool School of Tropical Medicine","242,674,000","9,079,000","87,639,000","145,956,000","242,674,000","254,916,000"
"10007162","University of the Arts, London","321,630,000","272,220,000","5,050,000","14,347,000","291,617,000","310,447,000"
"10007769","London Business School","166,428,000","142,193,000","5,172,000","17,499,000","164,864,000","178,625,000"
"10007797","University of London (Institutes and activities)","175,154,000","71,325,000","2,750,000","57,483,000","131,558,000","196,628,000"
"10004048","London Metropolitan University","87,662,000","79,236,000","1,656,000","6,714,000","87,606,000","98,205,000"
"10004078","London South Bank University","181,044,000","140,119,000","6,353,000","23,697,000","170,169,000","161,779,000"
"10004063","London School of Economics and Political Science","420,802,000","269,458,000","51,347,000","59,030,000","379,835,000","411,721,000"
"10007771","London School of Hygiene and Tropical Medicine","247,505,000","29,780,000","186,706,000","30,518,000","247,004,000","267,847,000"
"10004113","Loughborough University","311,816,000","182,090,000","56,745,000","23,382,000","262,217,000","356,153,000"
"10004180","The Manchester Metropolitan University","336,080,000","285,796,000","16,226,000","12,948,000","314,970,000","338,266,000"
"10007798","The University of Manchester","1,097,892,000","544,242,000","394,224,000","104,838,000","1,043,304,000","1,192,958,000"
"10004351","Middlesex University","212,175,000","170,876,000","9,036,000","23,028,000","202,940,000","206,344,000"
"10007799","Newcastle University","570,606,000","301,007,000","144,084,000","100,232,000","545,323,000","621,934,000"
"10007138","The University of Northampton","125,427,000","105,958,000","1,814,000","4,574,000","112,346,000","141,894,000"
"10001282","University of Northumbria at Newcastle","254,158,000","207,395,000","15,342,000","19,830,000","242,567,000","269,608,000"
"10004775","Norwich University of the Arts","24,065,000","22,316,000","267,000","1,127,000","23,710,000","19,297,000"
"10007154","University of Nottingham","701,233,000","398,528,000","173,300,000","82,889,000","654,717,000","792,000,000"
"10004797","The Nottingham Trent University","313,001,000","276,205,000","11,746,000","16,309,000","304,260,000","317,209,000"
"10007773","The Open University","449,185,000","387,380,000","22,450,000","39,355,000","449,185,000","560,184,000"
"10004930","Oxford Brookes University","202,887,000","141,986,000","10,941,000","19,870,000","172,797,000","206,452,000"
"10007774","The University of Oxford","2,450,136,000","401,014,000","770,682,000","1,272,549,000","2,444,245,000","2,582,239,000"
"10005127","Arts University Plymouth","15,372,000","14,770,000","0","602,000","15,372,000","16,671,000"
"10007801","University of Plymouth","241,479,000","175,260,000","20,912,000","36,239,000","232,411,000","254,867,000"
"10007155","The University of Portsmouth","261,096,000","226,271,000","14,960,000","12,362,000","253,593,000","246,341,000"
"10005337","Queen Margaret University, Edinburgh","39,518,000","28,386,000","3,900,000","1,982,000","34,268,000","45,562,000"
"10007775","Queen Mary University of London","483,857,000","279,492,000","145,437,000","37,408,000","462,337,000","526,792,000"
"10005389","Ravensbourne University London","27,727,000","26,448,000","45,000","1,234,000","27,727,000","26,579,000"
"10007802","The University of Reading","321,615,000","196,743,000","56,815,000","57,806,000","311,364,000","391,460,000"
"10005500","Robert Gordon University","91,943,000","74,239,000","5,373,000","6,929,000","86,541,000","100,078,000"
"10007776","Roehampton University","139,876,000","110,538,000","5,703,000","8,675,000","124,916,000","143,110,000"
"10005523","Rose Bruford College of Theatre and Performance","9,499,000","7,556,000","63,000","509,000","8,128,000","9,485,000"
"10007835","Royal Academy of Music","25,789,000","15,446,000","339,000","9,144,000","24,929,000","25,056,000"
"10005545","Royal Agricultural University","21,043,000","13,128,000","203,000","4,152,000","17,483,000","20,249,000"
"10007777","Royal College of Art","74,763,000","47,877,000","5,652,000","20,421,000","73,950,000","56,915,000"
"10007778","Royal College of Music","31,420,000","18,475,000","880,000","11,701,000","31,056,000","30,030,000"
"10007816","The Royal Central School of Speech and Drama","19,742,000","17,135,000","1,011,000","1,501,000","19,647,000","18,935,000"
"10005553","Royal Holloway and Bedford New College","188,683,000","122,144,000","29,453,000","9,217,000","160,814,000","223,866,000"
"10007837","Royal Northern College of Music","24,181,000","16,398,000","673,000","6,006,000","23,077,000","23,338,000"
"10007779","The Royal Veterinary College","101,372,000","47,673,000","16,729,000","33,844,000","98,246,000","108,610,000"
"10007803","The University of St. Andrews","257,448,000","122,834,000","60,235,000","39,306,000","222,375,000","284,716,000"
"10007782","St George's, University of London","91,458,000","55,696,000","15,643,000","16,776,000","88,115,000","101,723,000"
"10008026","St Mary's University College","9,144,000","8,358,000","9,000","614,000","8,981,000","8,792,000"
"10007843","St Mary's University, Twickenham","52,362,000","41,303,000","878,000","2,512,000","44,693,000","52,556,000"
"10007156","The University of Salford","209,361,000","177,106,000","12,190,000","9,092,000","198,388,000","238,100,000"
"10007780","SOAS University of London","","","","","",""
"10005700","SRUC","83,132,000","29,263,000","18,844,000","32,937,000","81,044,000","83,446,000"
"10005790","Sheffield Hallam University","286,544,000","256,009,000","14,237,000","11,732,000","281,978,000","304,148,000"
"10007157","The University of Sheffield","715,700,000","374,752,000","225,990,000","76,053,000","676,795,000","818,574,000"
"10006022","Solent University","113,203,000","92,615,000","415,000","7,841,000","100,871,000","111,912,000"
"10007158","The University of Southampton","584,310,000","282,912,000","169,639,000","89,858,000","542,409,000","654,687,000"
"10006299","Staffordshire University","119,106,000","105,461,000","2,238,000","4,694,000","112,393,000","108,954,000"
"10007804","The University of Stirling","126,001,000","74,951,000","21,659,000","8,698,000","105,308,000","157,874,000"
"10037449","University of St Mark and St John","28,471,000","22,279,000","272,000","2,985,000","25,536,000","27,830,000"
"10008010","Stranmillis University College","12,213,000","9,684,000","107,000","461,000","10,252,000","12,660,000"
"10007805","The University of Strathclyde","336,216,000","186,024,000","99,860,000","39,314,000","325,198,000","404,702,000"
"10014001","University of Suffolk","56,141,000","52,484,000","420,000","3,211,000","56,115,000","58,620,000"
"10007159","The University of Sunderland","138,030,000","126,124,000","3,193,000","6,386,000","135,703,000","146,326,000"
"10007160","The University of Surrey","315,275,000","182,824,000","61,665,000","33,658,000","278,147,000","370,512,000"
"10007806","The University of Sussex","323,650,000","209,483,000","52,487,000","21,000,000","282,970,000","344,182,000"
"10007855","Swansea University","352,333,000","181,510,000","108,571,000","34,737,000","324,818,000","394,961,000"
"10007161","Teesside University","145,054,000","124,636,000","4,805,000","10,666,000","140,107,000","141,762,000"
"10008017","Trinity Laban Conservatoire of Music and Dance","28,151,000","19,496,000","242,000","5,739,000","25,477,000","30,732,000"
"10007858","University of Wales Trinity Saint David","136,163,000","108,101,000","898,000","22,275,000","131,274,000","154,494,000"
"10007114","University of the Highlands and Islands","146,222,000","109,922,000","20,504,000","14,163,000","144,589,000","147,888,000"
"10007807","Ulster University","218,318,000","154,806,000","44,563,000","15,469,000","214,838,000","250,575,000"
"10007784","University College London","1,487,079,000","633,072,000","626,388,000","181,818,000","1,441,278,000","1,671,363,000"
"10007793","University of South Wales","198,944,000","160,914,000","9,153,000","20,685,000","190,752,000","193,455,000"
"10007163","The University of Warwick","688,522,000","368,478,000","175,232,000","97,034,000","640,744,000","764,689,000"
"10007164","University of the West of England, Bristol","284,068,000","223,487,000","19,187,000","17,374,000","260,048,000","280,846,000"
"10007800","The University of the West of Scotland","120,156,000","104,994,000","6,338,000","3,658,000","114,990,000","128,616,000"
"10006566","The University of West London","110,771,000","88,474,000","1,191,000","12,885,000","102,550,000","101,727,000"
"10007165","The University of Westminster","210,321,000","176,354,000","9,187,000","14,909,000","200,450,000","192,987,000"
"10003614","The University of Winchester","80,535,000","64,249,000","1,343,000","2,750,000","68,342,000","83,427,000"
"10007166","The University of Wolverhampton","186,549,000","147,838,000","6,164,000","24,991,000","178,993,000","183,385,000"
"10007139","University of Worcester","96,912,000","82,461,000","2,210,000","3,619,000","88,290,000","96,602,000"
"10007833","Wrexham University","35,965,000","29,512,000","358,000","3,725,000","33,595,000","36,580,000"
"10007657","Writtle University College","16,087,000","12,838,000","41,000","1,003,000","13,882,000","17,747,000"
"10007713","York St John University","70,076,000","58,184,000","732,000","1,650,000","60,566,000","67,656,000"
"10007167","The University of York","391,790,000","219,281,000","98,579,000","36,176,000","354,036,000","455,061,000"
