﻿Title:,"Table 17 - HE full-time academic staff by HE provider and contract salary"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 17
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Sex,All 
,Academic employment function,All 
,Contract levels,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE provider","Contract salary < £19,612 ","Contract salary ≥ £19,612 and < £25,941 ","Contract salary ≥ £25,941 and < £34,804 ","Contract salary ≥ £34,804 and < £46,718 ","Contract salary ≥ £46,718 and < £62,727 ","Contract salary ≥ £62,727 ","Total"
"10002681","Glasgow School of Art","0","0","0","10","60","20","95"
"10007794","The University of Glasgow","0","5","285","990","885","655","2,810"
"10007145","University of Gloucestershire","0","0","35","115","145","30","325"
"10002718","Goldsmiths College","0","0","15","55","250","120","440"
"10007146","The University of Greenwich","0","5","40","270","360","90","765"
"10007825","Guildhall School of Music and Drama","0","15","30","30","35","30","145"
"10040812","Harper Adams University","0","0","5","30","85","20","140"
"10080811","Hartpury University","10","10","40","35","20","0","115"
"10007764","Heriot-Watt University","0","0","105","215","305","155","785"
"10007147","University of Hertfordshire","0","20","60","270","420","135","905"
"10007148","The University of Huddersfield","0","0","45","270","305","115","740"
"10007149","The University of Hull","0","5","30","235","340","105","720"
"10003239","ICON College of Technology and Management","0","0","0","5","5","5","15"
"10003270","Imperial College of Science, Technology and Medicine","0","0","5","1,540","1,010","1,270","3,820"
"10013220","Institute of Art - London Limited","0","0","0","5","5","0","10"
"10035638","Institute of Contemporary Music Performance","0","0","0","5","0","5","10"
"10082570","Kaplan International Colleges U.K. Limited","0","0","70","40","0","0","115"
"10021682","Kaplan Open Learning (Essex) Limited","0","5","5","10","0","0","20"
"10007767","Keele University","0","10","30","225","225","115","605"
"10007150","The University of Kent","0","0","25","310","370","220","925"
"10003645","King's College London","0","0","150","1,235","960","1,080","3,425"
"10003678","Kingston University","0","0","10","170","380","105","665"
"10003758","LAMDA Limited","0","0","5","10","5","0","20"
"10007768","The University of Lancaster","0","5","120","380","430","255","1,190"
"10003854","Leeds Arts University","0","25","10","20","25","5","85"
"10003861","Leeds Beckett University","0","0","5","130","525","90","750"
"10034449","Leeds Conservatoire","0","0","0","5","20","0","25"
"10007795","The University of Leeds","0","0","160","1,095","1,045","630","2,925"
"10003863","Leeds Trinity University","0","0","5","65","55","15","140"
"10007796","The University of Leicester","0","0","100","430","555","275","1,360"
"10007151","The University of Lincoln","0","0","60","380","290","115","845"
"10036456","Academy of Live Technology Ltd","0","0","0","5","0","0","5"
"10003956","Liverpool Hope University","0","0","10","135","80","15","240"
"10003957","Liverpool John Moores University","0","10","85","215","730","130","1,170"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","15","15","0","30"
"10006842","The University of Liverpool","0","0","160","815","640","780","2,395"
"10003958","Liverpool School of Tropical Medicine","0","0","20","90","35","60","200"
"10007162","University of the Arts, London","0","0","15","250","310","145","715"
"10007769","London Business School","0","0","0","5","0","100","105"
"10007797","University of London (Institutes and activities)","0","0","0","15","10","30","60"
"10004036","London Film School Limited","0","0","5","15","0","0","20"
"10004048","London Metropolitan University","0","0","0","80","175","55","315"
"10004078","London South Bank University","15","5","90","255","270","70","705"
"10004063","London School of Economics and Political Science","0","0","20","245","180","525","975"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","380","180","165","725"
"10022285","London School of Management Education","0","0","10","5","5","0","15"
"10004075","London School of Theology","0","0","0","5","0","0","10"
"10008289","The London Institute of Banking & Finance","0","0","0","0","5","5","5"
"10067623","The London Interdisciplinary School Ltd","0","0","0","0","5","0","5"
"10004113","Loughborough University","0","10","190","305","480","280","1,265"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","0","20","160","445","830","180","1,635"
"10007798","The University of Manchester","0","0","490","1,340","1,040","1,120","3,990"
"10030776","St Mellitus College","0","0","5","15","5","0","20"
"10004320","The Metanoia Institute","0","0","0","0","5","5","10"
"10004351","Middlesex University","0","45","50","235","360","70","760"
"10023777","Mont Rose College of Management and Sciences","0","0","0","10","10","0","25"
"10023454","Moorlands College","0","0","0","10","0","0","10"
"10004538","Nazarene Theological College","0","0","5","0","0","0","5"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","5"
"10007799","Newcastle University","0","0","500","695","695","560","2,450"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","5","0","5","10"
"10048199","Northeastern University London","0","0","0","20","15","5","45"
"10007138","The University of Northampton","0","0","5","225","210","15","455"
"10001282","University of Northumbria at Newcastle","0","5","115","435","760","190","1,505"
"10004775","Norwich University of the Arts","0","5","50","25","25","5","110"
"10007154","University of Nottingham","10","10","545","730","740","810","2,840"
"10004797","The Nottingham Trent University","0","35","210","695","580","155","1,675"
"10007773","The Open University","0","5","10","245","610","200","1,075"
"10004930","Oxford Brookes University","0","0","70","230","290","100","690"
"10007774","The University of Oxford","0","0","715","2,450","1,010","1,785","5,950"
"10005127","Arts University Plymouth","0","5","10","15","10","5","50"
"10007801","University of Plymouth","0","5","45","230","400","100","780"
"10019178","Point Blank Music School","0","0","0","0","5","0","5"
"10007155","The University of Portsmouth","0","5","45","395","500","140","1,085"
"10005337","Queen Margaret University, Edinburgh","0","0","5","40","85","20","150"
"10007775","Queen Mary University of London","0","0","75","675","670","540","1,960"
"10009292","Royal Academy of Dramatic Art","0","0","0","15","5","10","30"
"10005389","Ravensbourne University London","0","0","10","0","30","10","50"
"10007802","The University of Reading","0","0","105","275","480","230","1,090"
"10008455","Regent College London","0","0","0","20","5","5","30"
"10005500","Robert Gordon University","0","0","15","140","215","70","440"
"10007776","Roehampton University","0","0","20","95","195","70","375"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","5","5","5","15"
"10007835","Royal Academy of Music","0","0","0","5","5","10","25"
"10005545","Royal Agricultural University","0","0","0","15","25","5","45"
"10007777","Royal College of Art","0","0","0","5","25","30","60"
"10007778","Royal College of Music","0","0","0","0","10","15","25"
"10005561","Royal Conservatoire of Scotland","0","0","0","20","25","5","50"
"10007816","The Royal Central School of Speech and Drama","0","0","0","10","30","5","45"
"10005553","Royal Holloway and Bedford New College","0","0","20","165","300","215","700"
"10007837","Royal Northern College of Music","0","0","0","0","15","10","30"
"10007779","The Royal Veterinary College","0","0","45","35","100","65","245"
"10007803","The University of St. Andrews","0","0","95","400","435","190","1,125"
"10007839","SAE Education Limited","0","5","15","10","0","0","30"
"10007782","St George's, University of London","0","0","15","90","145","75","330"
"10008026","St Mary's University College","0","0","0","5","30","5","35"
"10007843","St Mary's University, Twickenham","0","0","10","65","95","20","190"
"10007156","The University of Salford","0","0","100","195","525","65","885"
"10007780","SOAS University of London","0","0","15","70","125","65","275"
"10005700","SRUC","0","15","45","185","50","40","335"
"10005790","Sheffield Hallam University","0","0","65","375","690","160","1,290"
"10007157","The University of Sheffield","0","0","595","805","935","510","2,845"
"10006022","Solent University","0","0","10","255","140","10","420"
"10007158","The University of Southampton","0","0","335","580","545","635","2,090"
"10006093","Spurgeon's College","0","0","5","5","0","0","10"
"10006299","Staffordshire University","0","5","40","215","185","55","500"
"10007804","The University of Stirling","0","0","60","160","240","115","570"
"10037449","University of St Mark and St John","0","0","5","30","30","0","65"
"10008010","Stranmillis University College","0","0","0","0","35","5","45"
"10007805","The University of Strathclyde","0","0","230","520","490","340","1,580"
"10014001","University of Suffolk","0","0","10","100","55","5","175"
"10007159","The University of Sunderland","0","20","35","180","255","35","525"
"10007160","The University of Surrey","0","0","80","305","415","285","1,085"
"10007806","The University of Sussex","0","0","65","435","445","335","1,285"
"10007855","Swansea University","0","5","235","505","400","225","1,375"
"10083403","The Engineering and Design Institute London","0","0","0","0","0","0","0"
"10007161","Teesside University","0","45","95","215","300","70","720"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","5"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","5","20","10","35"
"10007858","University of Wales Trinity Saint David","0","0","30","140","120","15","310"
"10067648","University Academy 92 Limited","0","0","0","10","0","0","10"
"10007114","University of the Highlands and Islands","0","0","10","20","30","10","70"
"10007807","Ulster University","0","5","145","240","540","140","1,070"
"10039956","The University of Law","0","0","0","75","115","30","215"
"10007784","University College London","0","0","395","2,385","1,890","1,600","6,270"
"10007793","University of South Wales","0","5","55","320","315","80","770"
"10007163","The University of Warwick","0","0","245","650","700","605","2,200"
"10007361","Waverley Abbey College","0","0","0","0","0","0","0"
"10007164","University of the West of England, Bristol","0","0","125","400","580","125","1,235"
"10007800","The University of the West of Scotland","0","5","20","105","360","55","550"
"10006566","The University of West London","0","0","45","225","185","50","505"
"10007165","The University of Westminster","0","0","0","115","340","200","660"
"10003614","The University of Winchester","0","0","0","90","125","25","245"
"10007166","The University of Wolverhampton","0","20","55","245","455","90","870"
"10007139","University of Worcester","0","0","5","95","205","35","335"
"10007833","Wrexham University","0","0","5","65","55","10","130"
"10007657","Writtle University College","0","0","25","20","15","0","60"
"10007713","York St John University","0","0","25","115","120","15","275"
"10007167","The University of York","0","0","175","515","575","340","1,600"
"","Total","70","720","13,615","50,285","53,765","30,630","149,085"
