﻿Title:,"Table 17 - HE full-time academic staff by HE provider and contract salary"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 17
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Sex,All 
,Academic employment function,All 
,Contract levels,All 
,Academic year,2022/23 
Search:,


"UKPRN","HE provider","Contract salary < £21,197 ","Contract salary ≥ £21,197 and < £27,131 ","Contract salary ≥ £27,131 and < £36,386 ","Contract salary ≥ £36,386 and < £48,841 ","Contract salary ≥ £48,841 and < £65,578 ","Contract salary ≥ £65,578 ","Total"
"10007148","The University of Huddersfield","0","0","35","290","305","115","740"
"10007149","The University of Hull","0","0","35","250","320","110","715"
"10003239","ICON College of Technology and Management","0","0","0","15","5","5","25"
"10003270","Imperial College of Science, Technology and Medicine","0","0","0","830","1,410","1,480","3,715"
"10013220","Institute of Art - London Limited","0","0","0","0","5","5","15"
"10035638","Institute of Contemporary Music Performance","0","0","0","5","0","0","10"
"10082570","Kaplan International Colleges U.K. Limited","0","0","95","55","10","0","160"
"10021682","Kaplan Open Learning (Essex) Limited","0","5","10","10","5","0","30"
"10007767","Keele University","0","0","30","230","240","125","630"
"10007150","The University of Kent","0","0","35","300","385","250","970"
"10003645","King's College London","0","0","90","1,365","1,120","1,270","3,850"
"10003678","Kingston University","0","0","10","165","375","90","645"
"10003758","LAMDA Limited","0","0","5","10","5","0","20"
"10007768","The University of Lancaster","0","0","115","410","430","265","1,225"
"10003854","Leeds Arts University","0","25","10","25","20","5","85"
"10003861","Leeds Beckett University","0","5","65","270","505","115","955"
"10034449","Leeds Conservatoire","0","0","0","10","15","0","30"
"10007795","The University of Leeds","0","0","180","1,180","1,020","660","3,040"
"10003863","Leeds Trinity University","0","0","10","85","70","35","200"
"10082828","College of Legal Practice Limited","0","0","0","0","5","0","5"
"10007796","The University of Leicester","0","0","105","460","555","275","1,400"
"10089591","LIBF Limited","0","0","0","0","5","5","10"
"10007151","The University of Lincoln","0","10","85","405","340","120","960"
"10036456","Academy of Live Technology Ltd","0","0","0","5","0","0","10"
"10003956","Liverpool Hope University","0","0","10","150","85","25","270"
"10003957","Liverpool John Moores University","0","10","110","225","755","130","1,230"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","15","10","5","30"
"10006842","The University of Liverpool","0","0","115","800","625","905","2,440"
"10003958","Liverpool School of Tropical Medicine","0","0","25","90","40","55","210"
"10007162","University of the Arts, London","0","0","15","260","435","160","870"
"10007769","London Business School","0","0","0","5","0","95","100"
"10007797","University of London (Institutes and activities)","0","0","0","15","10","30","60"
"10004036","London Film School Limited","0","0","5","20","0","0","25"
"10004048","London Metropolitan University","0","0","5","75","190","80","350"
"10004078","London South Bank University","0","10","150","260","255","75","750"
"10004063","London School of Economics and Political Science","0","0","40","290","190","580","1,095"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","335","195","180","710"
"10022285","London School of Management Education","0","0","0","15","0","0","20"
"10004075","London School of Theology","0","0","0","5","5","0","10"
"10067623","The London Interdisciplinary School Ltd","0","0","5","5","5","0","10"
"10004113","Loughborough University","0","15","205","285","495","275","1,285"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","0","10","180","545","775","170","1,680"
"10007798","The University of Manchester","0","0","615","1,330","1,100","1,155","4,195"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0"
"10020416","Missio Dei","0","0","0","0","0","0","0"
"10030776","St Mellitus College","0","0","0","15","5","0","20"
"10004320","The Metanoia Institute","0","0","0","0","5","5","10"
"10004351","Middlesex University","0","25","30","215","330","70","665"
"10023777","Mont Rose College of Management and Sciences","0","0","0","20","10","5","40"
"10023454","Moorlands College","0","0","0","5","0","0","5"
"10001444","National Centre for Circus Arts","0","0","0","0","0","0","5"
"10004538","Nazarene Theological College","0","0","5","0","0","0","5"
"10030129","Nelson College London Ltd","0","5","5","0","0","0","10"
"10007799","Newcastle University","0","0","550","630","770","575","2,525"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","5","0","5","10"
"10048199","Northeastern University London","0","0","5","45","25","15","85"
"10007138","The University of Northampton","0","0","10","245","245","15","515"
"10008816","Northern School of Contemporary Dance","0","0","15","5","0","0","25"
"10001282","University of Northumbria at Newcastle","0","5","85","440","815","205","1,555"
"10004775","Norwich University of the Arts","0","10","50","30","30","5","125"
"10007154","University of Nottingham","0","0","525","735","795","810","2,870"
"10004797","The Nottingham Trent University","0","45","240","730","665","170","1,850"
"10007773","The Open University","0","0","10","655","635","210","1,515"
"10004930","Oxford Brookes University","0","0","60","235","300","100","695"
"10007774","The University of Oxford","0","0","720","2,380","1,090","1,810","6,005"
"10004028","The Place, London Contemporary Dance School (LCDS)","0","0","0","5","0","0","5"
"10005127","Arts University Plymouth","0","5","5","10","10","5","40"
"10007801","University of Plymouth","0","0","50","270","420","95","835"
"10019178","Point Blank Music School","0","0","0","5","5","0","10"
"10007155","The University of Portsmouth","0","0","35","420","490","140","1,085"
"10005337","Queen Margaret University, Edinburgh","0","0","0","55","95","15","165"
"10007775","Queen Mary University of London","0","5","40","675","615","730","2,065"
"10009292","Royal Academy of Dramatic Art","0","0","0","15","5","5","30"
"10005378","Rambert School","0","0","0","5","0","0","5"
"10005389","Ravensbourne University London","0","0","0","5","35","10","50"
"10007802","The University of Reading","0","0","90","260","480","245","1,075"
"10008455","Regent College London","0","0","5","50","5","5","65"
"10005500","Robert Gordon University","0","5","25","155","235","70","490"
"10007776","Roehampton University","0","5","25","95","165","55","345"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","5","10","5","20"
"10007835","Royal Academy of Music","0","0","0","5","5","10","20"
"10005545","Royal Agricultural University","0","0","5","10","15","5","35"
"10007777","Royal College of Art","0","0","0","10","45","35","90"
"10007778","Royal College of Music","0","0","0","0","10","10","25"
"10005561","Royal Conservatoire of Scotland","0","0","5","20","25","5","50"
"10007816","The Royal Central School of Speech and Drama","0","0","0","15","30","5","50"
"10005553","Royal Holloway and Bedford New College","0","0","25","175","330","220","745"
"10007837","Royal Northern College of Music","0","0","0","5","15","10","30"
"10007779","The Royal Veterinary College","0","0","30","45","80","80","235"
"10007803","The University of St. Andrews","0","0","80","395","425","200","1,105"
"10007839","SAE Education Limited","0","5","15","10","0","0","30"
"10007782","St George's, University of London","0","5","10","65","140","80","295"
"10008026","St Mary's University College","0","0","0","5","25","5","35"
"10007843","St Mary's University, Twickenham","0","0","5","85","95","15","200"
"10007156","The University of Salford","0","5","95","265","480","100","945"
"10007780","SOAS University of London","0","0","15","85","140","75","315"
"10005700","SRUC","0","5","55","210","60","45","375"
"10005790","Sheffield Hallam University","0","0","50","455","640","150","1,300"
"10007157","The University of Sheffield","0","0","270","1,070","950","560","2,855"
"10006022","Solent University","0","0","10","235","120","15","375"
"10007158","The University of Southampton","0","0","200","575","605","675","2,060"
"10088214","S P Jain London School of Management Limited","0","0","0","0","0","0","0"
"10006093","Spurgeon's College","0","0","5","5","0","0","10"
"10006299","Staffordshire University","0","0","35","265","195","55","545"
"10007804","The University of Stirling","0","0","65","165","250","100","585"
"10037449","University of St Mark and St John","0","0","5","40","30","5","80"
"10008010","Stranmillis University College","0","0","0","5","35","5","45"
"10007805","The University of Strathclyde","0","0","230","570","500","370","1,675"
"10014001","University of Suffolk","0","0","10","100","70","15","195"
"10007159","The University of Sunderland","5","10","95","340","275","35","765"
"10007160","The University of Surrey","0","0","65","280","445","325","1,115"
"10007806","The University of Sussex","0","0","40","380","475","325","1,220"
"10007855","Swansea University","0","10","265","515","430","240","1,460"
"10083403","The Engineering and Design Institute London","0","0","0","5","0","5","10"
"10007161","Teesside University","0","20","135","325","295","85","860"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","5"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","5","20","10","35"
"10007858","University of Wales Trinity Saint David","0","0","45","200","130","20","400"
"10067648","University Academy 92 Limited","0","0","5","20","5","5","30"
"10007114","University of the Highlands and Islands","0","0","0","25","30","15","75"
"10007807","Ulster University","0","0","110","250","545","160","1,065"
"10039956","The University of Law","0","0","0","125","175","50","350"
"10007784","University College London","0","0","255","2,325","1,890","1,990","6,460"
"10007793","University of South Wales","0","5","50","365","290","60","775"
"10029843","Waltham International College Limited","0","5","15","10","5","0","35"
"10007163","The University of Warwick","0","0","255","655","740","620","2,270"
"10007361","Waverley Abbey College","0","0","0","0","0","0","0"
"10007164","University of the West of England, Bristol","0","0","120","505","605","130","1,360"
"10007800","The University of the West of Scotland","0","0","20","180","375","60","635"
"10006566","The University of West London","0","5","60","220","210","50","545"
"10007165","The University of Westminster","0","0","0","140","375","215","730"
"10003614","The University of Winchester","0","0","0","110","130","35","270"
"10007166","The University of Wolverhampton","0","0","65","210","420","60","750"
"10007139","University of Worcester","0","0","5","100","200","40","345"
"10007833","Wrexham University","0","0","5","80","50","10","145"
"10007657","Writtle University College","0","0","20","30","15","0","70"
"10007713","York St John University","0","0","45","130","115","20","305"
"10007167","The University of York","0","0","210","600","615","390","1,810"
"","Total","65","665","13,215","52,780","55,930","33,335","155,995"
