﻿Title:,"Table 11 - HE staff FTE by HE provider and cost centre"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 11
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Contract marker,All (including atypical) 
,Academic year,2016/17 
Search:,


"UKPRN","HE Provider","Medicine, dentistry & health","Agriculture, forestry & veterinary science","Biological, mathematical & physical sciences","Engineering & technology","Architecture & planning","Administration & business studies","Social studies","Humanities & language based studies & archaeology","Design, creative & performing arts","Education","Total academic services","Central administration & services, staff and student facilities","Premises","Residences & catering","Total all cost centres"
"10003324","The Institute of Cancer Research","340","0","420","0","0","0","0","0","0","0","75","125","40","0","1,000"
"10001143","Canterbury Christ Church University","250","0","35","15","0","50","140","75","50","315","225","355","145","55","1,715"
"10007814","Cardiff University","1,870","0","710","360","110","195","475","335","25","125","630","725","185","180","5,920"
"10007854","Cardiff Metropolitan University","90","35","45","15","0","130","20","15","115","225","230","215","45","60","1,240"
"10007141","The University of Central Lancashire","395","0","150","100","35","90","200","70","95","110","505","370","170","60","2,355"
"10007848","University of Chester","200","5","100","60","0","85","110","105","60","130","245","375","115","75","1,665"
"10007137","The University of Chichester","25","0","0","0","0","30","25","40","105","145","55","140","70","15","650"
"10001478","City, University of London","245","0","40","195","0","290","255","10","15","25","190","540","120","0","1,930"
"10001653","Conservatoire for Dance and Drama","0","0","0","0","0","0","0","0","420","0","0","0","0","0","420"
"10007761","Courtauld Institute of Art","0","0","10","0","0","0","0","25","5","0","10","75","5","0","130"
"10001726","Coventry University","335","15","145","410","35","530","270","80","95","30","70","1,150","135","50","3,350"
"10007822","Cranfield University","0","85","45","580","0","105","30","0","0","15","0","540","75","40","1,520"
"10006427","University for the Creative Arts","0","0","0","0","15","5","100","0","265","0","75","225","35","20","740"
"10007842","University of Cumbria","185","10","20","5","0","25","25","5","50","150","85","255","65","5","880"
"10001883","De Montfort University","250","0","65","235","40","175","190","50","145","40","325","440","165","15","2,140"
"10007851","University of Derby","200","0","70","160","10","175","120","30","80","170","270","565","200","5","2,060"
"10007852","The University of Dundee","745","0","765","155","40","45","145","80","145","60","245","410","170","10","3,020"
"10007143","University of Durham","160","0","700","125","0","120","460","435","30","185","290","620","95","730","3,955"
"10007789","The University of East Anglia","570","0","485","55","0","115","300","195","45","70","205","730","265","185","3,220"
"10007144","The University of East London","150","0","50","75","35","55","155","5","80","115","95","500","45","5","1,360"
"10007823","Edge Hill University","260","0","40","45","0","50","130","50","40","385","170","285","70","80","1,610"
"10007772","Edinburgh Napier University","150","0","70","165","60","135","55","30","75","35","30","455","110","30","1,400"
"10007790","The University of Edinburgh","1,875","660","1,655","610","50","200","530","520","250","290","610","1,040","725","465","9,480"
"10007791","The University of Essex","185","0","145","100","0","155","320","160","60","0","175","565","165","0","2,030"
"10007792","The University of Exeter","535","0","580","255","0","150","410","345","25","110","220","1,070","285","200","4,180"
"10008640","Falmouth University","0","0","0","0","5","20","105","20","180","0","15","115","25","0","475"
"10004511","The National Film and Television School","0","0","0","0","0","0","25","0","0","0","0","75","10","0","110"
"10007762","Glasgow Caledonian University","340","0","65","165","80","195","80","5","15","0","195","185","135","0","1,460"
"10002681","Glasgow School of Art","0","0","0","0","25","0","0","0","140","5","25","170","45","0","405"
"10007794","The University of Glasgow","1,170","275","975","465","50","155","300","325","75","160","45","1,410","340","120","5,870"
"10007145","University of Gloucestershire","30","0","10","30","10","45","90","25","60","120","60","340","60","0","885"
"10002718","Goldsmiths College","105","0","0","75","0","30","205","70","205","50","140","245","75","5","1,200"
"10007146","The University of Greenwich","165","45","125","145","45","150","120","40","5","80","0","790","0","0","1,720"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","230","0","5","35","15","0","285"
"10040812","Harper Adams University","0","200","0","30","0","0","0","0","0","0","30","110","50","45","465"
"10007764","Heriot-Watt University","25","0","340","375","80","145","10","45","35","5","90","430","105","145","1,835"
"10007147","University of Hertfordshire","410","15","150","200","5","225","155","85","85","95","305","600","45","100","2,480"
"10007765","Heythrop College","0","0","0","0","0","0","0","35","0","0","0","35","5","0","75"
"10007148","The University of Huddersfield","225","0","80","165","45","155","80","50","130","45","245","540","130","30","1,920"
"10007149","The University of Hull","270","0","220","105","0","105","145","130","50","120","100","605","175","75","2,095"
"10003270","Imperial College of Science, Technology and Medicine","2,560","0","1,355","1,480","0","280","0","0","0","60","450","910","330","245","7,670"
"10007767","Keele University","535","0","195","65","0","55","160","70","15","15","150","275","145","160","1,840"
"10007150","The University of Kent","155","0","305","150","40","130","390","270","95","40","190","625","235","315","2,940"
"10003645","King's College London","3,105","0","495","130","0","105","625","450","45","60","485","895","190","105","6,690"
"10003678","Kingston University","275","0","140","175","50","165","160","65","215","75","150","505","5","0","1,985"
"10007768","The University of Lancaster","205","0","530","210","0","300","215","190","50","30","300","495","270","70","2,865"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","130","0","25","40","10","0","205"
"10003861","Leeds Beckett University","210","0","40","85","70","160","100","65","120","295","285","805","120","80","2,435"
"10007795","The University of Leeds","1,565","65","980","620","0","320","390","460","190","85","1,035","865","365","210","7,145"
"10003863","Leeds Trinity University","25","0","0","0","0","10","35","25","0","105","70","90","25","20","405"
"10007796","The University of Leicester","670","0","585","110","0","140","375","205","10","65","150","695","290","180","3,475"
"10007151","The University of Lincoln","180","40","145","110","25","145","185","70","135","55","140","280","35","30","1,575"
"10003956","Liverpool Hope University","45","0","20","10","0","20","50","35","50","105","45","190","40","40","650"
"10003957","Liverpool John Moores University","285","0","190","255","75","145","185","65","90","235","325","280","165","30","2,315"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","5","0","5","0","0","35","0","20","40","20","5","130"
"10006842","The University of Liverpool","1,345","410","775","320","100","165","300","230","30","45","430","555","290","230","5,220"
"10003958","Liverpool School of Tropical Medicine","420","0","0","0","0","0","0","0","0","0","0","0","0","0","420"
"10007162","University of the Arts, London","5","0","10","5","10","65","55","40","1,420","45","190","505","125","10","2,485"
"10007769","London Business School","0","0","0","0","0","100","0","0","0","0","35","595","10","0","745"
"10007797","University of London (Institutes and activities)","0","0","0","0","0","0","45","100","0","0","85","570","20","35","855"
"10004048","London Metropolitan University","45","0","55","40","35","75","105","25","50","45","140","355","10","0","985"
"10004078","London South Bank University","300","10","25","160","80","110","85","0","55","45","25","455","30","5","1,380"
"10004063","London School of Economics and Political Science","25","0","100","0","0","225","945","100","0","0","160","575","160","85","2,365"
"10007771","London School of Hygiene and Tropical Medicine","640","0","160","0","0","0","0","0","0","0","110","345","15","15","1,280"
"10004113","Loughborough University","45","0","200","785","55","220","180","50","85","125","140","615","280","245","3,025"
"10004180","The Manchester Metropolitan University","225","0","245","220","55","420","375","185","345","310","430","520","285","135","3,750"
"10007798","The University of Manchester","2,025","0","2,160","1,215","45","560","650","505","90","130","780","910","680","150","9,895"
"10004351","Middlesex University","215","0","85","145","0","180","195","15","190","95","400","225","45","5","1,800"
"10007799","Newcastle University","1,450","125","505","735","110","200","280","240","65","80","505","600","395","175","5,460"
"10007138","The University of Northampton","160","0","25","50","0","125","75","30","70","85","245","225","0","10","1,100"
"10001282","University of Northumbria at Newcastle","255","0","150","175","85","185","240","90","185","90","385","495","180","5","2,525"
"10004775","Norwich University of the Arts","0","0","0","0","5","0","45","0","80","0","40","35","25","5","235"
"10007154","University of Nottingham","1,215","185","1,120","870","70","190","335","370","10","110","435","1,300","450","335","7,000"
"10004797","The Nottingham Trent University","115","95","230","105","115","330","365","120","475","150","300","685","295","65","3,445"
"10007773","The Open University","355","0","400","510","0","305","360","500","25","400","810","1,670","120","0","5,455"
"10004930","Oxford Brookes University","220","0","120","90","145","195","165","115","50","95","175","480","90","105","2,045"
"10007774","The University of Oxford","4,140","0","2,200","880","5","345","880","920","60","260","1,075","1,520","130","0","12,410"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","130","0","20","55","15","0","220"
"10007801","University of Plymouth","595","0","335","160","30","220","120","40","125","125","170","575","145","0","2,640"
"10007155","The University of Portsmouth","290","0","235","305","55","215","315","100","100","90","330","530","115","105","2,785"
"10005337","Queen Margaret University, Edinburgh","145","0","10","0","0","45","20","0","15","0","80","115","5","0","430"
"10007775","Queen Mary University of London","1,425","0","405","345","0","115","340","300","30","0","220","595","205","90","4,065"
"10005389","Ravensbourne University London","0","0","0","0","0","0","45","0","35","0","0","120","0","0","200"
"10007802","The University of Reading","165","155","450","40","65","340","125","245","50","60","230","815","175","265","3,185"
"10005500","Robert Gordon University","185","0","35","120","35","80","95","0","55","40","30","315","125","0","1,125"
"10007776","Roehampton University","100","0","30","0","0","70","70","95","45","115","170","340","30","0","1,060"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","5","0","0","0","0","40","0","5","35","5","0","85"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","105","0","15","50","15","10","195"
"10005545","Royal Agricultural University","0","35","0","0","10","15","0","0","0","5","25","40","25","40","200"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","170","0","100","55","15","0","340"
"10007778","Royal College of Music","0","0","0","0","0","0","0","0","95","0","50","50","15","0","210"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","130","0","5","100","25","0","260"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","120","0","40","35","5","0","200"
"10005553","Royal Holloway and Bedford New College","80","0","240","80","0","120","200","150","55","0","70","325","85","90","1,490"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","80","0","10","110","10","25","230"
"10007779","The Royal Veterinary College","0","575","0","0","0","0","0","0","0","0","120","65","65","0","830"
"10007803","The University of St. Andrews","175","0","600","65","0","55","155","345","0","5","40","675","90","200","2,415"
"10007782","St George's, University of London","365","0","80","0","0","0","0","0","0","0","25","180","20","5","680"
"10008026","St Mary's University College","0","0","0","0","0","0","15","0","0","40","15","25","15","5","110"
"10007843","St Mary's University, Twickenham","35","0","20","0","0","20","30","45","15","195","30","190","45","80","700"
"10007156","The University of Salford","275","0","110","125","75","90","190","55","130","25","150","685","210","0","2,115"
"10007780","SOAS University of London","0","0","0","0","0","35","230","200","35","45","135","160","10","0","855"
"10005700","SRUC","0","530","95","55","0","15","15","0","0","15","20","235","60","20","1,060"
"10005790","Sheffield Hallam University","405","25","125","280","125","325","280","90","110","380","305","795","250","65","3,570"
"10007157","The University of Sheffield","1,090","0","765","1,385","140","170","450","300","30","80","855","705","510","140","6,620"
"10006022","Solent University","30","0","15","205","15","80","155","15","155","75","205","285","75","20","1,325"
"10007158","The University of Southampton","1,405","0","810","1,000","0","180","305","305","165","75","435","685","285","290","5,950"
"10006299","Staffordshire University","110","0","45","150","0","60","115","10","95","70","195","380","5","40","1,275"
"10007804","The University of Stirling","180","0","200","45","0","105","175","110","0","95","125","355","140","90","1,620"
"10037449","University of St Mark and St John","15","0","0","0","0","5","0","0","10","105","0","120","30","10","295"
"10008010","Stranmillis University College","0","0","0","0","0","0","0","0","0","55","10","40","25","35","165"
"10007805","The University of Strathclyde","275","0","390","830","30","235","195","95","0","175","285","635","90","85","3,320"
"10014001","University of Suffolk","75","0","15","10","0","15","40","10","25","0","5","175","15","0","385"
"10007159","The University of Sunderland","135","0","35","75","0","130","130","55","80","80","270","335","105","30","1,455"
"10007160","The University of Surrey","180","65","360","400","0","175","130","60","80","10","395","445","205","120","2,625"
"10007806","The University of Sussex","195","0","445","125","0","215","405","195","15","55","305","380","5","20","2,360"
"10007855","Swansea University","610","0","155","505","0","135","330","145","0","25","195","615","135","125","2,975"
"10007161","Teesside University","320","0","60","255","0","45","95","30","50","80","360","230","100","40","1,665"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","0","0","0","0","260","0","0","0","0","0","260"
"10007858","University of Wales Trinity Saint David","20","10","5","90","20","95","45","85","145","125","155","340","5","40","1,180"
"10007114","University of the Highlands and Islands","15","0","5","0","0","0","0","10","5","0","60","105","5","0","210"
"10007807","Ulster University","305","0","140","365","55","180","180","75","60","60","300","345","110","20","2,200"
"10007784","University College London","4,335","0","1,665","885","430","85","540","595","70","690","700","1,085","135","60","11,275"
"10007793","University of South Wales","225","0","110","190","15","110","120","65","230","100","395","335","85","65","2,050"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0","0","20","0","0","0","65","0","20","105"
"10007163","The University of Warwick","420","0","880","730","0","440","425","325","40","115","380","975","480","555","5,760"
"10007164","University of the West of England, Bristol","380","0","175","250","150","235","260","60","135","75","275","655","195","110","2,950"
"10007800","The University of the West of Scotland","200","0","110","130","0","70","110","5","30","80","165","290","100","40","1,325"
"10006566","The University of West London","170","0","10","35","5","125","80","0","175","5","105","130","5","0","850"
"10007165","The University of Westminster","55","0","105","100","145","195","215","120","175","5","245","585","80","30","2,060"
"10003614","The University of Winchester","45","0","0","0","0","65","95","105","45","140","60","170","60","95","875"
"10007166","The University of Wolverhampton","270","0","105","125","35","80","120","80","115","165","145","625","230","65","2,160"
"10007139","University of Worcester","185","0","50","20","0","50","50","35","35","205","95","270","80","50","1,125"
"10007833","Wrexham University","35","5","5","60","5","20","20","10","25","30","90","110","25","20","465"
"10007657","Writtle University College","0","125","0","0","0","0","0","0","5","10","20","65","10","15","250"
"10007713","York St John University","50","0","0","5","0","30","20","75","50","60","100","170","60","15","640"
"10007167","The University of York","410","0","840","205","0","80","350","295","100","100","240","615","145","200","3,585"
"","Total","60,745","4,300","39,045","29,920","3,800","18,085","25,320","16,690","13,440","12,915","31,790","67,720","18,745","11,295","353,815"
