﻿Title:,"Table 24 - HE staff by HE provider and nationality"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 24
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Atypical marker,Non-atypical 
,Contract marker,All (excluding atypical) 
,Mode of employment,All 
,Academic year,2022/23 
Search:,


"UKPRN","HE provider","UK","European Union","Non-European Union","Not known","Total"
"10000886","The University of Brighton","2,460","260","165","0","2,885"
"10000936","The University College of Osteopathy*","","","","",""
"10007786","The University of Bristol","6,760","1,005","920","0","8,690"
"10000961","Brunel University London","1,885","355","425","10","2,675"
"10000975","Buckinghamshire New University*","","","","",""
"10007788","The University of Cambridge","8,060","2,200","2,105","105","12,465"
"10003324","The Institute of Cancer Research","755","230","155","0","1,140"
"10001143","Canterbury Christ Church University","1,625","135","90","10","1,860"
"10007814","Cardiff University","5,800","665","610","0","7,075"
"10007854","Cardiff Metropolitan University","1,570","95","130","5","1,805"
"10001264","Central School of Ballet*","","","","",""
"10007141","The University of Central Lancashire","2,985","175","240","5","3,405"
"10024024","Central Film School London*","","","","",""
"10007848","University of Chester","1,645","65","65","0","1,780"
"10007137","The University of Chichester*","","","","",""
"10001386","Chicken Shed Theatre Company*","","","","",""
"10001478","City, University of London","2,290","530","365","5","3,190"
"10007912","Cliff College*","","","","",""
"10066502","The College of Health Ltd*","","","","",""
"10007761","Courtauld Institute of Art*","","","","",""
"10034324","Court Theatre Training Company Ltd*","","","","",""
"10001726","Coventry University","3,990","430","650","0","5,075"
"10007822","Cranfield University","1,270","220","280","0","1,770"
"10006427","University for the Creative Arts*","","","","",""
"10007842","University of Cumbria","1,080","30","25","0","1,130"
"10015688","David Game College Ltd*","","","","",""
"10001883","De Montfort University","2,435","180","385","30","3,030"
"10007851","University of Derby","2,335","125","170","0","2,630"
"10007852","The University of Dundee","2,570","305","310","25","3,210"
"10007143","University of Durham","4,145","570","730","5","5,450"
"10007789","The University of East Anglia","3,485","410","325","0","4,215"
"10007144","The University of East London","1,480","210","240","35","1,960"
"10032282","The Queen's Foundation for Ecumenical Theological Education*","","","","",""
"10007823","Edge Hill University*","","","","",""
"10007772","Edinburgh Napier University","1,495","280","185","10","1,970"
"10007790","The University of Edinburgh","10,310","3,020","2,710","20","16,055"
"10042570","Escape Studios*","","","","",""
"10007791","The University of Essex","2,110","415","455","235","3,215"
"10008173","University College of Estate Management*","","","","",""
"10007792","The University of Exeter","5,345","760","850","60","7,015"
"10008640","Falmouth University*","","","","",""
"10004511","The National Film and Television School*","","","","",""
"10022087","Futureworks*","","","","",""
"10007762","Glasgow Caledonian University","1,465","105","95","0","1,665"
"10002681","Glasgow School of Art","530","45","40","0","615"
"10007794","The University of Glasgow","6,850","1,395","1,600","0","9,850"
"10007145","University of Gloucestershire*","","","","",""
"10002718","Goldsmiths College","1,440","315","260","10","2,030"
"10007146","The University of Greenwich","1,475","255","285","5","2,020"
"10007825","Guildhall School of Music and Drama","730","85","60","0","875"
"10040812","Harper Adams University*","","","","",""
"10080811","Hartpury University","435","40","15","0","485"
"10007764","Heriot-Watt University","1,500","360","310","0","2,175"
"10007147","University of Hertfordshire","3,020","330","295","0","3,645"
"10007148","The University of Huddersfield*","","","","",""
"10007149","The University of Hull","1,890","115","135","0","2,140"
"10003239","ICON College of Technology and Management*","","","","",""
"10003270","Imperial College of Science, Technology and Medicine","5,255","1,885","1,485","5","8,625"
"10013220","Institute of Art - London Limited*","","","","",""
"10035638","Institute of Contemporary Music Performance*","","","","",""
"10082570","Kaplan International Colleges U.K. Limited*","","","","",""
"10021682","Kaplan Open Learning (Essex) Limited*","","","","",""
"10007767","Keele University","1,820","100","125","5","2,050"
"10007150","The University of Kent","2,600","395","335","0","3,330"
"10003645","King's College London","6,675","2,335","1,690","10","10,705"
"10003678","Kingston University","1,475","220","180","5","1,880"
"10003758","LAMDA Limited","135","10","15","0","155"
"10007768","The University of Lancaster","3,275","430","515","5","4,225"
"10003854","Leeds Arts University*","","","","",""
"10003861","Leeds Beckett University","2,365","155","145","0","2,670"
"10034449","Leeds Conservatoire","275","15","5","5","300"
"10007795","The University of Leeds","7,465","765","995","0","9,225"
"10003863","Leeds Trinity University","610","20","15","15","660"
"10082828","College of Legal Practice Limited*","","","","",""
"10007796","The University of Leicester","3,310","385","415","0","4,110"
"10089591","LIBF Limited*","","","","",""
"10007151","The University of Lincoln","2,095","195","240","0","2,530"
"10036456","Academy of Live Technology Ltd*","","","","",""
"10003956","Liverpool Hope University*","","","","",""
"10003957","Liverpool John Moores University*","","","","",""
"10003945","The Liverpool Institute for Performing Arts*","","","","",""
"10006842","The University of Liverpool","5,505","685","595","0","6,785"
"10003958","Liverpool School of Tropical Medicine","425","65","85","0","575"
"10007162","University of the Arts, London","3,430","630","370","30","4,460"
"10013109","London Bridge Business Academy*","","","","",""
"10007769","London Business School*","","","","",""
"10007797","University of London (Institutes and activities)*","","","","",""
"10004036","London Film School Limited*","","","","",""
"10004048","London Metropolitan University","740","115","60","20","940"
"10004078","London South Bank University*","","","","",""
"10004063","London School of Economics and Political Science","2,295","1,015","1,100","15","4,425"
"10007771","London School of Hygiene and Tropical Medicine","1,135","275","370","0","1,780"
"10022285","London School of Management Education*","","","","",""
"10004075","London School of Theology*","","","","",""
"10062810","The London School of Architecture*","","","","",""
"10067623","The London Interdisciplinary School Ltd*","","","","",""
"10004113","Loughborough University","3,080","330","370","10","3,790"
"10009612","Luther King House Educational Trust*","","","","",""
"10004180","The Manchester Metropolitan University","3,975","355","335","40","4,710"
"10007798","The University of Manchester","8,850","1,230","1,295","5","11,375"
"10023453","Matrix College of Counselling and Psychotherapy Ltd*","","","","",""
"10020416","Missio Dei*","","","","",""
"10030776","St Mellitus College*","","","","",""
"10004320","The Metanoia Institute*","","","","",""
"10004351","Middlesex University","1,155","235","150","0","1,545"
"10023777","Mont Rose College of Management and Sciences*","","","","",""
"10023454","Moorlands College*","","","","",""
"10001444","National Centre for Circus Arts*","","","","",""
"10004538","Nazarene Theological College*","","","","",""
"10030129","Nelson College London Ltd","15","0","0","0","20"
"10007799","Newcastle University","5,475","575","585","0","6,635"
"10067406","New Model Institute for Technology and Engineering (NMITE)*","","","","",""
"10048199","Northeastern University London*","","","","",""
"10007138","The University of Northampton","1,380","85","135","10","1,610"
"10008816","Northern School of Contemporary Dance*","","","","",""
"10001282","University of Northumbria at Newcastle","2,900","235","335","10","3,480"
"10004775","Norwich University of the Arts*","","","","",""
"10007154","University of Nottingham*","","","","",""
"10004797","The Nottingham Trent University*","","","","",""
"10007773","The Open University*","","","","",""
"10004930","Oxford Brookes University","2,150","290","275","0","2,715"
"10007774","The University of Oxford","8,675","2,195","2,245","1,775","14,890"
"10004028","The Place, London Contemporary Dance School (LCDS)*","","","","",""
"10005127","Arts University Plymouth*","","","","",""
"10007801","University of Plymouth*","","","","",""
"10019178","Point Blank Music School*","","","","",""
"10007155","The University of Portsmouth","3,010","370","410","150","3,940"
"10005337","Queen Margaret University, Edinburgh","445","70","35","10","560"
"10007775","Queen Mary University of London","3,785","1,170","1,110","0","6,065"
"10009292","Royal Academy of Dramatic Art*","","","","",""
"10005378","Rambert School*","","","","",""
"10005389","Ravensbourne University London","310","60","30","0","405"
"10007802","The University of Reading","2,835","470","530","0","3,835"
"10008455","Regent College London*","","","","",""
"10005500","Robert Gordon University","1,230","135","170","5","1,540"
"10007776","Roehampton University","675","120","105","0","905"
"10005523","Rose Bruford College of Theatre and Performance*","","","","",""
"10007835","Royal Academy of Music*","","","","",""
"10005545","Royal Agricultural University*","","","","",""
"10007777","Royal College of Art","590","130","95","5","820"
"10007778","Royal College of Music*","","","","",""
"10005561","Royal Conservatoire of Scotland","455","40","35","25","550"
"10007816","The Royal Central School of Speech and Drama","165","15","15","0","195"
"10005553","Royal Holloway and Bedford New College","1,685","340","245","10","2,285"
"10007837","Royal Northern College of Music","425","40","20","0","485"
"10007779","The Royal Veterinary College*","","","","",""
"10007803","The University of St. Andrews","2,345","395","375","5","3,115"
"10007839","SAE Education Limited*","","","","",""
"10007782","St George's, University of London","705","85","55","5","850"
"10008026","St Mary's University College","50","90","5","0","145"
"10007843","St Mary's University, Twickenham","700","100","60","5","860"
"10007156","The University of Salford","2,200","135","175","0","2,515"
"10007780","SOAS University of London","665","170","290","15","1,140"
"10005700","SRUC","1,010","85","60","20","1,175"
"10005790","Sheffield Hallam University","4,025","170","290","15","4,505"
"10007157","The University of Sheffield","6,735","600","815","0","8,150"
"10006022","Solent University","790","50","55","0","895"
"10007158","The University of Southampton","4,725","725","780","20","6,245"
"10088214","S P Jain London School of Management Limited*","","","","",""
"10006093","Spurgeon's College*","","","","",""
"10006299","Staffordshire University","1,690","60","85","0","1,835"
"10007804","The University of Stirling","1,735","300","205","5","2,245"
"10037449","University of St Mark and St John","335","5","10","0","350"
"10008010","Stranmillis University College*","","","","",""
"10007805","The University of Strathclyde","3,620","455","460","0","4,535"
"10014001","University of Suffolk","550","45","30","0","625"
"10007159","The University of Sunderland","2,080","105","150","60","2,390"
"10007160","The University of Surrey","2,415","370","440","0","3,225"
"10007806","The University of Sussex","2,515","480","490","20","3,505"
"10007855","Swansea University","3,245","260","345","10","3,860"
"10083403","The Engineering and Design Institute London*","","","","",""
"10007161","Teesside University","1,825","60","190","0","2,070"
"10082743","ThinkSpace Education Limited*","","","","",""
"10008017","Trinity Laban Conservatoire of Music and Dance*","","","","",""
"10007858","University of Wales Trinity Saint David","1,420","80","120","15","1,635"
"10067648","University Academy 92 Limited*","","","","",""
"10007114","University of the Highlands and Islands","300","25","5","0","335"
"10007807","Ulster University*","","","","",""
"10039956","The University of Law*","","","","",""
"10007784","University College London","10,190","3,170","2,635","190","16,185"
"10007793","University of South Wales","2,445","110","120","255","2,930"
"10008574","The University of Wales (central functions)","25","0","0","0","25"
"10029843","Waltham International College Limited*","","","","",""
"10007163","The University of Warwick","6,000","880","1,170","0","8,050"
"10007361","Waverley Abbey College*","","","","",""
"10007164","University of the West of England, Bristol","3,890","300","400","50","4,635"
"10007800","The University of the West of Scotland","1,285","110","150","10","1,555"
"10006566","The University of West London*","","","","",""
"10007165","The University of Westminster","2,165","510","235","0","2,905"
"10003614","The University of Winchester","1,125","95","85","15","1,320"
"10007166","The University of Wolverhampton*","","","","",""
"10007139","University of Worcester","1,810","120","60","0","1,990"
"10007833","Wrexham University","500","15","15","0","535"
"10007657","Writtle University College*","","","","",""
"10007713","York St John University","880","35","60","5","980"
"10007167","The University of York*","","","","",""
"","Total","","","","",""
