﻿Title:,"Table 24 - HE staff by HE provider and nationality"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 24
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Atypical marker,Non-atypical 
,Contract marker,All (excluding atypical) 
,Mode of employment,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE provider","UK","European Union","Non-European Union","Not known","Total"
"10007774","The University of Oxford","8,655","2,355","2,065","1,250","14,325"
"10005127","Arts University Plymouth*","","","","",""
"10007801","University of Plymouth*","","","","",""
"10019178","Point Blank Music School*","","","","",""
"10007155","The University of Portsmouth","2,850","340","280","55","3,525"
"10005337","Queen Margaret University, Edinburgh","400","55","25","5","485"
"10007775","Queen Mary University of London","3,400","1,155","845","0","5,400"
"10009292","Royal Academy of Dramatic Art*","","","","",""
"10005389","Ravensbourne University London","335","55","25","0","415"
"10007802","The University of Reading","3,005","515","445","0","3,965"
"10008455","Regent College London*","","","","",""
"10005500","Robert Gordon University","1,115","115","125","0","1,355"
"10007776","Roehampton University","745","150","85","0","980"
"10005523","Rose Bruford College of Theatre and Performance*","","","","",""
"10007835","Royal Academy of Music*","","","","",""
"10005545","Royal Agricultural University*","","","","",""
"10007777","Royal College of Art","425","65","45","0","535"
"10007778","Royal College of Music*","","","","",""
"10005561","Royal Conservatoire of Scotland","410","35","35","25","505"
"10007816","The Royal Central School of Speech and Drama","145","15","20","0","180"
"10005553","Royal Holloway and Bedford New College","1,565","320","215","10","2,110"
"10007837","Royal Northern College of Music","445","45","20","0","505"
"10007779","The Royal Veterinary College","860","115","70","0","1,050"
"10007803","The University of St. Andrews","2,230","385","340","0","2,955"
"10007839","SAE Education Limited*","","","","",""
"10007782","St George's, University of London","790","95","45","15","945"
"10008026","St Mary's University College","55","95","5","0","150"
"10007843","St Mary's University, Twickenham","690","95","60","10","850"
"10007156","The University of Salford","2,060","130","125","0","2,310"
"10007780","SOAS University of London","575","160","210","15","965"
"10005700","SRUC","935","80","30","40","1,085"
"10005790","Sheffield Hallam University","3,890","170","190","20","4,270"
"10007157","The University of Sheffield","6,340","610","710","0","7,660"
"10006022","Solent University","955","55","45","0","1,055"
"10007158","The University of Southampton","4,510","730","710","20","5,970"
"10006093","Spurgeon's College*","","","","",""
"10006299","Staffordshire University","1,490","60","55","0","1,605"
"10007804","The University of Stirling","1,505","210","115","10","1,845"
"10037449","University of St Mark and St John","315","10","5","0","330"
"10008010","Stranmillis University College*","","","","",""
"10007805","The University of Strathclyde","3,385","440","365","0","4,190"
"10014001","University of Suffolk","495","40","25","0","560"
"10007159","The University of Sunderland","1,740","65","70","45","1,920"
"10007160","The University of Surrey","2,360","410","405","0","3,170"
"10007806","The University of Sussex","2,455","530","470","35","3,490"
"10007855","Swansea University","3,070","250","315","25","3,660"
"10083403","The Engineering and Design Institute London*","","","","",""
"10007161","Teesside University","1,660","65","100","0","1,830"
"10082743","ThinkSpace Education Limited*","","","","",""
"10008017","Trinity Laban Conservatoire of Music and Dance*","","","","",""
"10007858","University of Wales Trinity Saint David","1,175","50","75","15","1,315"
"10067648","University Academy 92 Limited*","","","","",""
"10007114","University of the Highlands and Islands","305","20","10","0","335"
"10007807","Ulster University*","","","","",""
"10039956","The University of Law*","","","","",""
"10007784","University College London","9,545","3,195","2,160","60","14,955"
"10007793","University of South Wales","2,410","100","110","45","2,665"
"10008574","The University of Wales (central functions)","25","0","0","0","25"
"10007163","The University of Warwick","5,565","880","870","25","7,345"
"10007361","Waverley Abbey College*","","","","",""
"10007164","University of the West of England, Bristol","3,540","275","255","60","4,130"
"10007800","The University of the West of Scotland","1,175","80","80","5","1,340"
"10006566","The University of West London*","","","","",""
"10007165","The University of Westminster","2,015","470","200","0","2,685"
"10003614","The University of Winchester","1,040","90","55","10","1,195"
"10007166","The University of Wolverhampton","2,180","95","130","0","2,410"
"10007139","University of Worcester","1,930","130","35","0","2,095"
"10007833","Wrexham University","470","10","10","0","495"
"10007657","Writtle University College*","","","","",""
"10007713","York St John University","835","35","30","0","895"
"10007167","The University of York*","","","","",""
"","Total","","","","",""
