﻿Title:,"Table 17 - HE full-time academic staff by HE provider and contract salary"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 17
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Sex,All 
,Academic employment function,All 
,Contract levels,All 
,Academic year,2019/20 
Search:,


"UKPRN","HE provider","Contract salary < £19,202 ","Contract salary ≥ £19,202 and < £25,482 ","Contract salary ≥ £25,482 and < £34,189 ","Contract salary ≥ £34,189 and < £45,892 ","Contract salary ≥ £45,892 and < £61,618 ","Contract salary ≥ £61,618 ","Total"
"10007805","The University of Strathclyde","0","0","240","475","475","310","1,500"
"10014001","University of Suffolk","0","0","5","95","50","5","155"
"10007159","The University of Sunderland","0","20","35","150","265","40","515"
"10007160","The University of Surrey","0","0","75","285","395","275","1,025"
"10007806","The University of Sussex","0","0","45","430","420","350","1,250"
"10007855","Swansea University","0","5","225","535","400","240","1,405"
"10007161","Teesside University","0","35","50","185","300","75","645"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","20","10","30"
"10007858","University of Wales Trinity Saint David","0","0","30","120","120","15","285"
"10007114","University of the Highlands and Islands","0","0","10","20","30","10","75"
"10007807","Ulster University","0","0","145","220","535","135","1,035"
"10039956","The University of Law","0","0","0","60","110","25","195"
"10007784","University College London","0","5","385","2,350","1,505","1,795","6,035"
"10007793","University of South Wales","0","10","50","320","325","90","795"
"10008574","The University of Wales (central functions)","0","0","0","0","0","5","5"
"10007163","The University of Warwick","0","0","270","665","640","625","2,195"
"10007164","University of the West of England, Bristol","0","0","125","370","580","125","1,195"
"10007800","The University of the West of Scotland","0","5","15","80","365","50","520"
"10006566","The University of West London","0","5","35","120","175","50","375"
"10007165","The University of Westminster","0","0","0","75","335","200","615"
"10003614","The University of Winchester","0","0","0","70","150","40","265"
"10007166","The University of Wolverhampton","0","40","35","220","450","90","830"
"10007139","University of Worcester","0","0","10","95","205","35","345"
"10007833","Wrexham University","0","0","5","65","50","10","125"
"10007657","Writtle University College","0","0","20","20","15","0","55"
"10007713","York St John University","0","0","20","115","115","15","265"
"10007167","The University of York","0","0","185","510","575","325","1,595"
"","Total","65","700","14,220","48,860","52,080","30,850","146,780"
