﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2022/23 
Search:,


"UKPRN","HE Provider","Abertawe - Swansea","Blaenau Gwent - Blaenau Gwent","Bro Morgannwg - The Vale of Glamorgan","Caerdydd - Cardiff","Caerffili - Caerphilly","Casnewydd - Newport","Castell-Nedd Port Talbot - Neath Port Talbot","Conwy - Conwy","Gwynedd - Gwynedd","Merthyr Tudful - Merthyr Tydfil","Pen-Y-Bont Ar Ogwr - Bridgend","Powys - Powys","Rhondda, Cynon, Taff - Rhondda, Cynon, Taff","Sir Benfro - Pembrokeshire","Sir Ceredigion - Ceredigion","Sir Ddinbych - Denbighshire","Sir Fynwy - Monmouthshire","Sir Gaerfyrddin - Carmarthenshire","Sir Y Fflint - Flintshire","Sir Ynys Môn - Isle of Anglesey","Tor-Faen - Torfaen","Wrecsam - Wrexham","Wales (unitary authority unknown)","Total Wales","Total"
"10007811","Bishop Grosseteste University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","2,060"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","440"
"10006841","The University of Bolton","0","0","5","10","0","0","0","5","5","0","0","0","0","0","0","5","5","0","10","5","0","5","0","60","9,175"
"10000385","The Arts University Bournemouth","5","0","5","15","5","0","0","0","0","0","0","5","5","5","5","0","5","5","0","0","0","5","0","65","3,310"
"10000824","Bournemouth University","10","0","10","25","10","25","0","5","5","0","10","10","10","5","5","5","10","10","0","0","0","5","0","170","15,130"
"10031982","BPP University","5","0","5","10","5","10","5","0","0","0","5","5","5","0","0","0","5","0","5","5","0","5","0","80","8,300"
"10007785","The University of Bradford","0","0","0","10","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","5","0","35","8,360"
"10000886","The University of Brighton","15","0","15","15","15","5","10","5","5","5","5","10","15","10","10","0","10","10","5","5","5","5","0","170","15,135"
"10000936","The University College of Osteopathy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","420"
"10007786","The University of Bristol","205","10","115","280","55","120","50","20","10","15","70","60","70","65","40","10","120","115","30","5","30","15","0","1,510","22,275"
"10028216","Brit College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","900"
"10023464","Trinity College Bristol","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145"
"10000961","Brunel University London","10","0","10","20","0","0","5","0","5","0","5","0","5","5","0","0","5","5","5","0","0","5","0","95","10,235"
"10000975","Buckinghamshire New University","10","0","5","15","0","5","5","5","0","0","5","5","10","0","0","5","0","5","5","0","0","5","0","85","20,365"
"10007787","The University of Buckingham","0","0","0","5","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","30","2,530"
"10019368","London College of Business Studies","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","245"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","45"
"10007788","The University of Cambridge","40","0","25","55","15","15","10","10","10","5","15","20","10","20","5","10","25","10","15","5","5","15","0","335","15,665"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125"
"10003324","The Institute of Cancer Research","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","330"
"10001143","Canterbury Christ Church University","5","0","0","5","0","10","5","0","0","0","0","5","5","5","0","0","0","0","20","0","0","5","0","65","30,890"
"10007814","Cardiff University","715","155","790","3,355","585","615","300","115","210","165","520","255","850","300","165","90","315","640","100","70","280","120","15","10,730","26,325"
"10007854","Cardiff Metropolitan University","320","135","400","1,995","485","395","190","40","75","95","350","125","570","160","95","25","180","295","30","25","180","45","0","6,205","10,100"
"10057213","CEG UFP Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10001264","Central School of Ballet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80"
"10007141","The University of Central Lancashire","5","0","10","15","10","5","0","15","20","0","5","10","5","5","5","15","5","5","30","20","5","20","0","210","20,695"
"10024024","Central Film School London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115"
"10007848","University of Chester","15","0","0","15","5","10","5","175","60","0","5","100","10","10","15","185","5","10","600","65","5","360","0","1,655","11,145"
"10007137","The University of Chichester","5","0","5","10","10","0","5","5","0","5","0","5","10","0","5","0","5","5","5","0","5","0","0","85","5,645"
"10001386","Chicken Shed Theatre Company","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","185"
"10026921","Christ the Redeemer College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250"
"10010213","The City College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","285"
"10001478","City, University of London","10","0","5","15","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","10","80","14,710"
"10007912","Cliff College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","115"
"10066502","The College of Health Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","10","295"
"10023442","The College of Osteopaths","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"10020038","Commonwealth College of Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10081618","The Council of the Inns of Court","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","205"
"10007761","Courtauld Institute of Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","410"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40"
"10001726","Coventry University","15","0","5","40","5","15","5","5","10","5","5","10","15","5","0","0","10","15","5","5","5","5","0","200","19,110"
"10007822","Cranfield University","5","0","5","5","5","10","0","0","0","0","5","5","0","5","0","0","10","0","5","0","0","0","0","65","2,590"
"10006427","University for the Creative Arts","5","0","5","10","5","5","5","5","0","0","5","5","5","10","0","5","0","10","5","5","5","5","0","100","7,590"
"10007842","University of Cumbria","5","0","0","5","5","5","5","10","5","0","5","5","0","5","5","5","5","5","15","5","0","10","0","105","9,815"
"10026767","Dartington Hall Trust (The)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110"
"10015688","David Game College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","355"
"10001883","De Montfort University","25","5","15","35","20","20","15","15","20","15","20","15","15","10","10","5","20","20","15","10","10","20","0","355","18,090"
"10007851","University of Derby","10","0","10","20","5","10","0","10","20","5","10","10","5","10","5","15","5","10","25","5","5","15","0","225","18,030"
"10007852","The University of Dundee","10","0","5","10","0","5","0","5","5","0","0","0","0","0","0","5","0","5","5","0","0","0","0","60","12,790"
"10007143","University of Durham","20","5","15","40","10","0","5","25","10","0","15","20","10","10","10","20","30","10","30","5","5","20","0","320","15,470"
"10067355","Dyson Technical Training Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80"
"10007789","The University of East Anglia","10","5","5","20","10","5","5","5","15","5","10","15","15","5","10","5","5","15","10","0","5","10","0","185","15,490"
"10007144","The University of East London","10","0","10","10","5","5","5","5","5","5","5","5","5","0","5","5","0","5","5","5","5","10","0","110","12,095"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","280"
"10007823","Edge Hill University","5","0","5","0","5","5","0","55","15","0","0","15","0","5","0","50","0","0","90","25","0","60","0","345","13,845"
"10007772","Edinburgh Napier University","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","11,160"
"10007790","The University of Edinburgh","25","0","15","50","10","10","5","25","15","0","0","15","10","10","10","10","20","10","10","10","0","25","0","290","22,480"
"10022047","Empire College London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","670"
"10007791","The University of Essex","0","0","0","15","5","5","0","0","5","0","5","5","5","5","0","5","5","5","0","5","0","5","0","75","11,500"
"10008173","University College of Estate Management","5","0","5","10","5","0","0","5","0","0","5","5","5","5","5","0","0","5","0","0","0","0","0","70","3,095"
"10002313","ESCP Europe Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007792","The University of Exeter","95","15","125","210","75","60","35","10","10","10","60","60","85","40","30","10","80","50","15","0","30","15","0","1,110","24,610"
"10008640","Falmouth University","15","5","15","35","10","10","5","5","15","5","15","15","25","15","15","0","15","15","10","5","5","5","0","255","6,970"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","230"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","405"
"10022087","Futureworks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","425"
"10042500","Global Banking School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,190"
"10007762","Glasgow Caledonian University","0","0","0","10","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","0","0","35","15,750"
"10002681","Glasgow School of Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","1,660"
"10007794","The University of Glasgow","5","0","5","35","10","5","0","5","10","0","5","5","5","5","10","5","5","5","5","5","5","10","0","155","24,510"
"10007145","University of Gloucestershire","30","5","30","65","40","50","10","0","5","5","25","30","30","15","10","5","40","20","5","0","30","5","0","450","7,215"
"10002718","Goldsmiths College","5","0","0","15","0","0","0","0","0","0","0","5","5","5","5","5","0","5","0","0","0","0","0","65","5,705"
"10030408","Gower College Swansea","15","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","40","40"
"10007146","The University of Greenwich","5","0","5","20","5","10","5","5","5","0","5","0","5","0","0","5","5","5","5","5","5","0","0","95","17,080"
"10007825","Guildhall School of Music and Drama","0","0","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","760"
"10040812","Harper Adams University","5","0","5","15","5","0","0","25","20","0","5","75","5","25","25","15","25","35","20","15","0","15","0","340","4,960"
"10080811","Hartpury University","15","5","10","20","10","15","15","0","5","5","20","10","20","15","5","0","20","20","5","0","10","5","0","225","2,315"
"10007764","Heriot-Watt University","0","0","5","5","0","0","0","0","0","0","5","0","0","0","0","0","0","5","5","0","0","5","5","40","7,130"
"10007147","University of Hertfordshire","10","5","0","25","10","10","5","0","5","0","5","5","0","10","0","0","5","15","0","0","5","5","0","120","17,185"
"10007148","The University of Huddersfield","10","0","0","5","5","0","5","5","5","0","0","5","5","0","0","5","0","5","15","10","0","5","0","85","15,835"
"10007149","The University of Hull","5","0","0","5","5","5","5","0","0","0","0","5","5","5","5","0","0","5","10","0","0","5","0","65","10,945"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,490"
"10003270","Imperial College of Science, Technology and Medicine","20","0","20","75","5","10","15","5","10","0","5","5","10","5","5","5","10","10","5","5","5","5","0","230","10,720"
"10003284","Inchbald School of Design Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10013220","Institute of Art - London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","845"
"10027603","International College of Musical Theatre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10082728","INTO University Partnerships Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10067601","JSA Education Group Ltd.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10021682","Kaplan Open Learning (Essex) Limited","5","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","20","1,825"
"10007767","Keele University","20","5","10","30","5","10","5","15","15","0","10","30","5","10","5","20","5","10","40","10","0","35","0","300","11,665"
"10007150","The University of Kent","5","0","5","20","5","5","0","0","5","5","5","5","5","0","0","0","5","5","5","0","5","5","0","85","14,315"
"10003645","King's College London","25","0","30","85","20","15","10","15","5","5","10","15","20","15","10","10","25","25","10","5","5","10","0","375","25,045"
"10003678","Kingston University","5","0","10","35","0","5","0","5","5","0","5","5","5","10","0","5","5","10","5","5","0","5","0","125","14,490"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","175"
"10007768","The University of Lancaster","10","0","10","20","10","5","0","50","15","0","10","20","10","5","10","35","20","15","75","20","0","35","0","380","13,190"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","5","0","0","5","0","30","2,025"
"10003861","Leeds Beckett University","5","5","5","15","5","5","5","25","10","0","5","5","5","5","5","20","5","5","35","15","5","25","0","210","18,945"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115"
"10034449","Leeds Conservatoire","0","0","0","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","35","1,340"
"10007795","The University of Leeds","20","5","20","40","5","5","5","30","25","0","10","20","15","15","5","20","15","10","55","10","5","55","0","395","24,840"
"10003863","Leeds Trinity University","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","15","5","0","5","0","40","13,545"
"10082828","College of Legal Practice Limited","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","455"
"10007796","The University of Leicester","10","0","5","30","5","5","0","5","0","0","5","5","10","5","5","5","5","5","10","5","0","10","0","135","12,765"
"10089591","LIBF Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","320"
"10007151","The University of Lincoln","5","5","5","15","5","5","5","5","5","0","5","15","5","5","5","5","10","5","10","5","5","10","0","135","16,270"
"10036456","Academy of Live Technology Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","170"
"10003956","Liverpool Hope University","5","0","0","10","0","0","5","25","15","0","0","10","5","0","5","20","0","5","35","10","0","25","0","180","5,055"
"10003957","Liverpool John Moores University","10","10","5","45","20","20","10","200","260","0","0","60","15","10","20","270","5","20","335","170","10","295","0","1,790","25,950"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","5","0","0","0","5","0","0","0","5","0","0","0","5","0","0","5","0","0","5","0","40","735"
"10006842","The University of Liverpool","35","5","35","110","20","30","15","100","75","0","15","70","20","25","30","105","30","35","155","40","5","100","0","1,065","21,605"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","10","185"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","0","0","0","330","185","0","0","20","0","0","0","180","0","0","25","95","0","20","0","865","875"
"10007162","University of the Arts, London","15","0","5","30","5","10","5","5","10","0","10","10","10","10","5","5","10","10","10","5","5","10","0","185","10,635"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","430"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","835"
"10007797","University of London (Institutes and activities)","5","0","5","10","5","0","5","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","50","3,080"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10004036","London Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
"10015506","The London College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","915"
"10004048","London Metropolitan University","10","0","5","15","0","5","0","0","5","0","5","0","0","0","0","0","0","0","5","0","0","5","0","60","11,820"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145"
"10004078","London South Bank University","15","0","5","10","0","5","5","0","0","0","0","5","5","0","0","0","5","0","5","0","0","0","0","75","14,730"
"10004063","London School of Economics and Political Science","5","0","10","25","5","5","0","5","5","0","0","0","5","5","0","5","5","0","5","5","5","0","0","90","4,635"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","490"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","715"
"10004075","London School of Theology","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","270"
"10004079","London Studio Centre","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","265"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
"10067623","The London Interdisciplinary School Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90"
"10004113","Loughborough University","30","0","35","70","15","20","5","20","5","0","10","20","20","15","15","10","25","20","30","10","10","20","0","400","15,140"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","65"
"10042679","International Business College Manchester Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10004180","The Manchester Metropolitan University","25","5","15","55","15","15","15","125","50","0","10","45","25","15","10","90","15","20","150","30","10","110","0","860","34,430"
"10007798","The University of Manchester","60","5","45","140","25","45","15","95","50","5","35","45","35","15","20","85","45","35","90","35","10","85","0","1,025","28,300"
"10009527","Istituto Marangoni Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","75"
"10030776","St Mellitus College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","345"
"10004320","The Metanoia Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","455"
"10004351","Middlesex University","5","0","5","5","5","5","0","0","0","0","5","5","5","0","0","5","0","5","5","0","0","5","0","60","12,465"
"10032277","The Minster Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180"
"10049370","MLA College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","100"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","380"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","685"
"10023454","Moorlands College","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","165"
"10055902","Multiverse","0","0","0","5","0","5","0","0","0","0","0","5","5","0","0","0","0","0","5","0","0","0","0","35","5,170"
"10001444","National Centre for Circus Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","45"
"10000216","All Nations Christian College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,650"
