﻿Title:,"Table 11 - HE staff FTE by HE provider and cost centre"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 11
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Contract marker,All (including atypical) 
,Academic year,2018/19 
Search:,


"UKPRN","HE Provider","Medicine, dentistry & health","Agriculture, forestry & veterinary science","Biological, mathematical & physical sciences","Engineering & technology","Architecture & planning","Administration & business studies","Social studies","Humanities & language based studies & archaeology","Design, creative & performing arts","Education","Total academic services","Central administration & services, staff and student facilities","Premises","Residences & catering","Total all cost centres"
"10003957","Liverpool John Moores University","275","0","240","300","75","175","205","70","85","255","360","260","145","35","2,470"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","5","0","5","0","0","40","0","20","45","15","5","135"
"10006842","The University of Liverpool","1,390","410","825","360","115","205","350","250","25","15","695","455","295","200","5,600"
"10003958","Liverpool School of Tropical Medicine","520","0","0","0","0","0","0","0","0","0","0","0","0","0","520"
"10007162","University of the Arts, London","0","0","5","5","15","60","105","0","1,575","0","225","585","120","15","2,720"
"10007769","London Business School","0","0","0","0","0","105","0","0","0","0","40","645","15","0","810"
"10007797","University of London (Institutes and activities)","0","0","0","0","0","0","50","95","0","0","80","670","10","20","925"
"10004048","London Metropolitan University","45","0","55","40","30","55","85","15","65","50","265","165","5","0","875"
"10004078","London South Bank University","290","10","20","170","85","110","80","0","65","35","30","485","15","5","1,400"
"10004063","London School of Economics and Political Science","35","0","120","0","0","240","1,045","145","0","0","210","675","315","150","2,930"
"10007771","London School of Hygiene and Tropical Medicine","865","0","175","0","0","0","0","0","0","0","0","355","15","10","1,420"
"10004113","Loughborough University","60","0","210","760","65","230","195","55","85","120","170","710","250","260","3,165"
"10004180","The Manchester Metropolitan University","240","0","245","215","75","385","390","195","340","285","505","665","285","110","3,935"
"10007798","The University of Manchester","2,140","0","2,180","1,235","55","525","670","480","100","140","845","1,060","655","155","10,245"
"10004351","Middlesex University","200","0","95","140","0","185","195","5","175","90","375","225","30","5","1,725"
"10007799","Newcastle University","1,505","100","550","700","115","220","315","275","75","85","490","695","395","160","5,675"
"10007138","The University of Northampton","170","0","30","55","5","135","80","25","70","95","245","235","0","10","1,150"
"10001282","University of Northumbria at Newcastle","275","0","170","195","90","225","235","105","180","100","400","555","180","10","2,720"
"10004775","Norwich University of the Arts","0","0","0","5","5","0","60","0","90","0","35","40","25","5","265"
"10007154","University of Nottingham","1,160","200","1,085","900","55","195","355","400","15","115","425","1,430","450","325","7,110"
"10004797","The Nottingham Trent University","140","125","255","150","125","370","395","115","445","160","285","835","330","70","3,795"
"10007773","The Open University","400","0","400","580","0","320","360","470","35","360","750","1,725","110","0","5,505"
"10004930","Oxford Brookes University","230","0","110","95","145","185","160","110","50","100","150","510","75","85","2,000"
"10007774","The University of Oxford","4,540","0","2,230","945","5","390","935","960","55","285","1,095","1,545","200","0","13,180"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","125","0","20","60","20","0","225"
"10007801","University of Plymouth","595","0","325","140","30","155","115","40","120","90","150","620","145","0","2,525"
"10007155","The University of Portsmouth","290","0","215","315","60","230","335","90","95","95","335","550","95","70","2,770"
"10005337","Queen Margaret University, Edinburgh","140","0","10","0","0","40","20","0","15","0","70","115","5","0","415"
"10007775","Queen Mary University of London","1,520","0","445","390","0","130","385","300","25","0","200","675","195","105","4,375"
"10005389","Ravensbourne University London","0","0","0","0","0","0","50","0","50","0","0","120","0","0","225"
"10007802","The University of Reading","190","170","440","45","70","405","130","250","55","55","250","915","235","135","3,355"
"10005500","Robert Gordon University","200","0","35","135","35","75","95","0","55","40","30","355","125","0","1,190"
"10007776","Roehampton University","95","0","35","0","0","55","85","105","45","105","150","280","30","0","975"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","5","0","0","0","0","30","0","5","25","0","0","70"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","115","0","15","60","20","5","215"
"10005545","Royal Agricultural University","0","45","0","0","10","15","0","0","0","5","35","55","20","40","225"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","170","0","115","80","20","0","385"
"10007778","Royal College of Music","0","0","0","0","0","0","0","0","100","0","50","50","20","0","225"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","150","5","10","105","25","0","285"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","110","0","45","30","5","0","195"
"10005553","Royal Holloway and Bedford New College","75","0","210","70","0","115","220","155","55","0","170","390","105","95","1,660"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","80","0","10","115","10","20","235"
"10007779","The Royal Veterinary College","0","630","0","0","0","0","0","0","0","0","130","70","70","5","905"
"10007803","The University of St. Andrews","200","0","600","65","0","60","165","395","0","0","240","385","225","230","2,565"
"10007782","St George's, University of London","420","0","90","0","0","0","0","0","0","0","25","205","20","5","765"
"10008026","St Mary's University College","0","0","0","0","0","0","10","0","0","40","15","25","15","5","110"
"10007843","St Mary's University, Twickenham","30","0","10","0","0","15","20","25","20","140","40","215","35","70","615"
"10007156","The University of Salford","285","0","115","130","75","85","190","50","145","25","325","535","215","0","2,180"
"10007780","SOAS University of London","0","0","0","0","0","45","210","175","35","40","115","230","85","0","935"
"10005700","SRUC","0","630","65","35","0","20","0","0","0","10","15","170","60","20","1,020"
"10005790","Sheffield Hallam University","350","25","120","260","100","270","300","80","120","365","460","935","210","75","3,670"
"10007157","The University of Sheffield","1,085","0","740","1,610","155","205","460","285","30","75","915","700","475","110","6,845"
"10006022","Solent University","35","0","10","170","15","75","125","10","145","80","165","225","60","20","1,130"
"10007158","The University of Southampton","1,300","0","780","935","0","160","290","285","150","70","435","775","270","215","5,670"
"10006299","Staffordshire University","110","0","40","115","0","50","105","10","85","65","125","400","5","40","1,150"
"10007804","The University of Stirling","165","0","205","40","0","100","190","110","0","85","100","380","120","95","1,580"
"10037449","University of St Mark and St John","15","0","0","0","0","10","0","0","5","100","0","110","25","0","265"
"10008010","Stranmillis University College","0","0","0","0","0","0","0","0","0","55","5","45","20","30","155"
"10007805","The University of Strathclyde","290","0","410","920","25","250","190","105","0","220","315","640","95","110","3,575"
"10014001","University of Suffolk","85","0","20","15","0","20","40","5","25","0","10","200","15","0","430"
"10007159","The University of Sunderland","180","0","30","85","0","130","120","45","60","90","335","360","80","35","1,560"
"10007160","The University of Surrey","175","95","375","460","0","190","130","70","90","10","425","490","205","140","2,855"
"10007806","The University of Sussex","220","0","465","145","0","240","425","200","20","65","335","425","10","20","2,565"
"10007855","Swansea University","675","0","225","700","0","180","375","150","0","15","240","735","125","120","3,545"
"10007161","Teesside University","295","0","75","235","0","45","90","30","50","70","425","220","100","40","1,670"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","0","0","0","0","280","0","0","0","0","0","280"
"10007858","University of Wales Trinity Saint David","20","5","5","80","20","135","55","80","135","115","140","255","25","75","1,140"
"10007114","University of the Highlands and Islands","50","0","10","0","0","0","0","10","0","0","70","145","5","0","300"
"10007807","Ulster University","325","0","140","395","55","180","175","45","60","70","425","360","95","0","2,320"
"10007784","University College London","4,465","0","1,710","940","530","95","585","625","70","735","735","1,305","150","40","11,975"
"10007793","University of South Wales","210","0","115","155","15","90","115","20","215","125","445","335","65","75","1,980"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0","0","15","0","0","0","45","0","20","80"
"10007163","The University of Warwick","445","0","875","975","0","465","405","345","45","120","410","1,065","555","515","6,225"
"10007164","University of the West of England, Bristol","395","0","170","275","165","270","305","80","130","75","285","775","225","65","3,215"
"10007800","The University of the West of Scotland","195","0","75","130","0","85","95","0","25","95","150","270","90","35","1,260"
"10006566","The University of West London","175","0","10","55","5","130","75","0","195","5","140","145","5","0","945"
"10007165","The University of Westminster","50","0","90","90","120","180","160","85","120","5","165","450","55","25","1,595"
"10003614","The University of Winchester","55","0","0","5","0","65","100","100","40","140","70","180","60","95","910"
"10007166","The University of Wolverhampton","265","0","115","120","45","90","130","75","100","145","130","720","205","60","2,200"
"10007139","University of Worcester","175","0","45","20","0","40","55","30","35","200","105","270","80","45","1,090"
"10007833","Wrexham University","40","5","0","50","5","10","20","5","30","25","85","110","25","5","415"
"10007657","Writtle University College","0","115","0","0","0","0","0","0","5","5","20","55","5","15","225"
"10007713","York St John University","55","0","10","10","0","40","50","70","55","60","120","190","75","15","740"
"10007167","The University of York","465","0","850","220","0","100","405","295","105","100","310","770","140","185","3,945"
"","Total","63,555","4,660","39,685","31,860","4,010","19,185","26,635","16,955","13,795","12,605","34,555","72,815","19,170","10,850","370,335"
