﻿Title:,"Table 17 - HE full-time academic staff by HE provider and contract salary"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 17
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Sex,All 
,Academic employment function,All 
,Contract levels,All 
,Academic year,2016/17 
Search:,


"UKPRN","HE provider","Contract salary < £18,412 ","Contract salary ≥ £18,412 and < £24,565 ","Contract salary ≥ £24,565 and < £32,958 ","Contract salary ≥ £32,958 and < £44,240 ","Contract salary ≥ £44,240 and < £59,400 ","Contract salary ≥ £59,400 ","Total"
"10007798","The University of Manchester","0","0","605","1,490","960","1,125","4,185"
"10004351","Middlesex University","0","45","55","225","350","95","775"
"10007799","Newcastle University","5","10","505","680","595","530","2,325"
"10007138","The University of Northampton","0","0","0","180","245","30","450"
"10001282","University of Northumbria at Newcastle","0","20","100","250","705","140","1,215"
"10004775","Norwich University of the Arts","0","0","35","20","20","5","85"
"10007154","University of Nottingham","10","25","615","715","695","845","2,900"
"10004797","The Nottingham Trent University","0","25","100","375","495","125","1,125"
"10007773","The Open University","0","0","15","165","505","195","885"
"10004930","Oxford Brookes University","0","0","50","185","285","110","630"
"10007774","The University of Oxford","0","0","850","2,445","965","1,605","5,870"
"10005127","Arts University Plymouth","0","5","15","30","10","5","65"
"10007801","University of Plymouth","0","10","80","265","490","165","1,010"
"10007155","The University of Portsmouth","0","5","65","385","475","135","1,065"
"10005337","Queen Margaret University, Edinburgh","0","0","5","35","110","15","160"
"10007775","Queen Mary University of London","0","5","95","580","580","480","1,740"
"10005389","Ravensbourne University London","0","0","0","0","30","15","45"
"10007802","The University of Reading","0","5","130","250","470","230","1,080"
"10005500","Robert Gordon University","0","5","10","95","230","80","415"
"10007776","Roehampton University","0","5","20","120","195","65","400"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","5","20","5","25"
"10007835","Royal Academy of Music","0","0","0","5","5","10","20"
"10005545","Royal Agricultural University","0","0","0","20","25","5","50"
"10007777","Royal College of Art","0","0","5","0","10","30","45"
"10007778","Royal College of Music","0","0","0","5","10","15","25"
"10005561","Royal Conservatoire of Scotland","0","0","0","20","25","0","50"
"10007816","The Royal Central School of Speech and Drama","0","0","0","15","25","5","45"
"10005553","Royal Holloway and Bedford New College","0","0","10","155","295","185","650"
"10007837","Royal Northern College of Music","0","0","0","0","15","10","25"
"10007779","The Royal Veterinary College","0","0","45","50","110","45","245"
"10007803","The University of St. Andrews","0","0","90","340","370","200","1,005"
"10007782","St George's, University of London","0","0","10","65","90","65","230"
"10008026","St Mary's University College","0","0","0","0","35","5","40"
"10007843","St Mary's University, Twickenham","5","0","5","190","115","20","330"
"10007156","The University of Salford","0","0","85","185","480","75","825"
"10007780","SOAS University of London","0","0","0","55","190","100","345"
"10005700","SRUC","0","5","50","150","45","15","270"
"10005790","Sheffield Hallam University","0","0","35","365","745","145","1,290"
"10007157","The University of Sheffield","0","15","470","795","845","550","2,675"
"10006022","Solent University","0","0","15","270","165","10","465"
"10007158","The University of Southampton","0","0","420","680","575","645","2,315"
"10006299","Staffordshire University","0","5","40","150","230","45","465"
"10007804","The University of Stirling","5","0","45","215","240","105","610"
"10037449","University of St Mark and St John","0","0","0","20","45","5","75"
"10008010","Stranmillis University College","0","0","0","5","35","5","45"
"10007805","The University of Strathclyde","0","5","240","390","430","275","1,340"
"10014001","University of Suffolk","0","0","0","85","40","5","135"
"10007159","The University of Sunderland","0","15","30","110","220","45","415"
"10007160","The University of Surrey","0","0","60","280","345","255","940"
"10007806","The University of Sussex","5","0","65","415","400","260","1,145"
"10007855","Swansea University","0","5","185","410","355","205","1,160"
"10007161","Teesside University","0","25","30","150","370","65","635"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","5","20","5","30"
"10007858","University of Wales Trinity Saint David","0","5","15","170","145","20","355"
"10007114","University of the Highlands and Islands","0","0","5","5","10","10","35"
"10007807","Ulster University","0","0","110","160","525","130","930"
"10007784","University College London","0","15","370","2,380","1,650","1,160","5,575"
"10007793","University of South Wales","5","5","50","260","410","95","825"
"10008574","The University of Wales (central functions)","0","0","5","10","10","10","30"
"10007163","The University of Warwick","0","5","295","565","565","565","1,995"
"10007164","University of the West of England, Bristol","0","0","80","250","550","135","1,020"
"10007800","The University of the West of Scotland","0","0","5","75","375","40","500"
"10006566","The University of West London","0","0","20","135","135","30","325"
"10007165","The University of Westminster","0","0","5","405","325","220","960"
"10003614","The University of Winchester","0","0","5","85","150","30","270"
"10007166","The University of Wolverhampton","0","0","10","145","480","85","720"
"10007139","University of Worcester","0","0","5","100","235","30","370"
"10007833","Wrexham University","0","0","10","60","75","10","155"
"10007657","Writtle University College","0","0","25","20","20","0","65"
"10007713","York St John University","0","0","30","85","100","25","245"
"10007167","The University of York","0","0","165","450","505","305","1,430"
"","Total","105","755","13,830","45,810","49,870","28,040","138,405"
