﻿Title:,"Table 1 - HE student enrolments by HE provider"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Entrant marker,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2021/22 
Search:,


"UKPRN","HE provider","England","Scotland","Wales","Northern Ireland","Other UK","Total UK","European Union","Non-European Union","Total Non-UK","Not known","Total"
"10013220","Institute of Art - London Limited","55","0","0","0","0","55","40","145","185","0","240"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0","0","75","80","0","80"
"10035638","Institute of Contemporary Music Performance","780","5","10","5","5","800","205","75","280","0","1,080"
"10082728","INTO University Partnerships Limited","0","0","0","0","0","0","0","100","100","0","100"
"10029682","The Islamic College","65","0","0","0","0","65","0","0","0","0","65"
"10067601","JSA Education Group Ltd.","15","0","0","0","0","20","0","0","0","0","20"
"10082570","Kaplan International Colleges U.K. Limited","5","0","0","0","0","5","0","800","800","0","805"
"10021682","Kaplan Open Learning (Essex) Limited","1,780","15","25","5","10","1,835","0","0","0","0","1,835"
"10007767","Keele University","10,770","50","300","80","30","11,230","215","790","1,005","0","12,235"
"10003566","Kensington College of Business","5","0","0","0","0","5","0","0","0","0","5"
"10007150","The University of Kent","14,510","30","85","45","15","14,690","925","2,510","3,430","0","18,120"
"10003645","King's College London","23,610","235","350","110","35","24,340","3,840","13,310","17,155","0","41,490"
"10003678","Kingston University","13,520","20","125","35","15","13,720","530","5,670","6,200","0","19,920"
"10003758","LAMDA Limited","185","10","10","0","0","205","25","150","175","0","380"
"10007768","The University of Lancaster","11,865","95","410","85","70","12,530","1,315","3,930","5,245","0","17,770"
"10066551","LCCM AU UK Limited","30","0","0","0","0","30","5","0","5","0","30"
"10003854","Leeds Arts University","2,040","30","30","15","10","2,125","50","165","215","0","2,340"
"10003861","Leeds Beckett University","19,665","75","220","105","35","20,095","315","2,955","3,270","0","23,365"
"10003798","Le Cordon Bleu Limited","165","0","0","0","0","170","45","340","385","0","555"
"10034449","Leeds Conservatoire","1,335","20","35","10","5","1,405","50","80","130","0","1,540"
"10007795","The University of Leeds","25,150","205","445","165","100","26,065","1,090","10,035","11,125","0","37,190"
"10003863","Leeds Trinity University","11,510","20","35","25","5","11,595","35","15","50","0","11,640"
"10082828","College of Legal Practice Limited","105","0","0","0","0","110","0","5","5","0","120"
"10007796","The University of Leicester","11,210","50","150","40","30","11,485","500","4,685","5,185","0","16,670"
"10007151","The University of Lincoln","15,390","80","130","45","15","15,660","190","2,125","2,310","0","17,975"
"10036456","Academy of Live Technology Ltd","180","0","5","0","0","190","0","0","0","0","195"
"10003956","Liverpool Hope University","4,340","15","195","715","30","5,295","155","190","345","0","5,640"
"10003957","Liverpool John Moores University","21,860","65","1,850","2,215","185","26,175","420","1,505","1,925","0","28,100"
"10003945","The Liverpool Institute for Performing Arts","680","15","40","20","5","765","55","175","225","0","990"
"10006842","The University of Liverpool","19,575","155","1,075","755","140","21,705","825","6,150","6,975","0","28,680"
"10003958","Liverpool School of Tropical Medicine","145","10","15","5","0","180","25","65","90","0","270"
"10007820","Grŵp Llandrillo Menai","10","0","900","0","0","910","0","0","0","0","910"
"10007162","University of the Arts, London","9,965","140","190","65","25","10,390","2,340","9,720","12,060","0","22,455"
"10013109","London Bridge Business Academy","200","0","0","0","0","200","0","0","0","0","200"
"10007769","London Business School","510","5","5","0","0","515","335","1,535","1,875","0","2,390"
"10030391","London Churchill College Ltd","245","0","0","0","0","245","0","0","0","0","245"
"10007797","University of London (Institutes and activities)","3,480","115","55","40","25","3,715","85","420","505","0","4,220"
"10039082","City and Guilds of London Art School","240","5","5","0","0","250","15","15","25","0","280"
"10023434","London School of Commerce & IT Limited","295","0","0","0","0","295","0","0","0","0","295"
"10004036","London Film School Limited","40","0","0","0","0","45","50","245","295","0","340"
"10015506","The London College","1,185","0","0","0","0","1,185","5","0","5","0","1,190"
"10004048","London Metropolitan University","11,720","45","65","10","30","11,860","585","985","1,575","0","13,435"
"10032594","London School of Academics Ltd","140","0","0","0","0","140","0","0","0","0","140"
"10004078","London South Bank University","16,030","25","80","20","5","16,160","545","2,480","3,025","0","19,185"
"10004063","London School of Economics and Political Science","4,260","75","95","20","5","4,455","1,970","6,550","8,520","0","12,975"
"10007771","London School of Hygiene and Tropical Medicine","520","10","5","5","0","540","80","510","585","0","1,125"
"10022285","London School of Management Education","725","0","0","0","0","725","0","0","0","0","725"
"10004075","London School of Theology","340","0","15","5","0","365","15","65","80","0","445"
"10004079","London Studio Centre","235","10","10","0","0","260","35","20","60","0","320"
"10062810","The London School of Architecture","100","0","0","5","0","110","5","0","5","0","115"
"10008289","The London Institute of Banking & Finance","275","5","0","0","0","280","10","5","15","0","295"
"10004035","The Film Education Training Trust Limited","45","0","0","0","0","50","40","65","105","0","150"
"10067623","The London Interdisciplinary School Ltd","60","0","0","0","0","65","0","0","0","0","65"
"10004113","Loughborough University","14,240","115","405","130","60","14,950","730","3,075","3,805","0","18,760"
"10009612","Luther King House Educational Trust","75","0","5","0","0","80","0","5","5","0","85"
"10004180","The Manchester Metropolitan University","32,720","140","850","305","75","34,090","575","2,315","2,890","0","36,980"
"10007798","The University of Manchester","26,390","335","1,020","425","70","28,235","2,450","15,725","18,170","0","46,410"
"10009527","Istituto Marangoni Limited","115","0","0","0","0","120","250","860","1,110","0","1,230"
"10023452","The Markfield Institute of Higher Education","125","0","0","0","0","125","0","5","5","0","130"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","130","0","0","0","0","130","0","0","0","0","130"
"10020416","Missio Dei","70","0","5","0","0","75","5","0","5","0","80"
"10030776","St Mellitus College","465","0","0","0","0","465","0","0","0","0","465"
"10004320","The Metanoia Institute","440","0","0","0","0","445","5","5","10","0","455"
"10004351","Middlesex University","14,440","70","70","25","20","14,625","1,300","3,300","4,600","0","19,225"
"10032277","The Minster Centre","175","0","0","0","0","175","0","0","0","0","175"
"10049370","MLA College","60","10","0","0","0","75","0","5","5","0","75"
"10004450","Mountview Academy of Theatre Arts","320","25","15","5","5","375","30","50","75","0","450"
"10023777","Mont Rose College of Management and Sciences","745","0","0","0","0","745","0","0","0","0","745"
"10023454","Moorlands College","165","5","5","15","0","190","5","10","15","0","200"
"10000216","All Nations Christian College","50","0","0","5","0","55","15","15","30","0","85"
"10004538","Nazarene Theological College","120","10","5","5","0","135","0","10","10","0","150"
"10030129","Nelson College London Ltd","1,630","0","0","0","0","1,630","0","0","0","0","1,630"
"10023456","Newbold College","35","0","0","0","0","35","20","10","30","0","65"
"10007799","Newcastle University","19,940","415","215","430","65","21,070","1,080","5,130","6,215","0","27,280"
"10067406","New Model Institute for Technology and Engineering (NMITE)","35","0","0","0","0","35","0","0","0","0","35"
"10048199","Northeastern University London","335","0","5","0","0","340","95","40","130","0","470"
"10008397","Norland College","240","5","10","0","0","260","10","5","10","0","270"
"10007138","The University of Northampton","11,460","45","100","30","5","11,640","255","4,210","4,465","0","16,100"
"10009614","Grŵp NPTC Group","0","0","180","0","0","180","0","0","0","0","180"
"10004740","Northern College of Acupuncture","160","5","0","0","0","165","0","0","0","0","165"
"10001282","University of Northumbria at Newcastle","23,455","235","175","640","55","24,560","1,080","6,930","8,010","0","32,570"
"10004775","Norwich University of the Arts","2,535","5","15","15","5","2,575","65","120","185","0","2,760"
"10007154","University of Nottingham","28,210","120","460","130","55","28,975","980","7,305","8,285","0","37,260"
"10004797","The Nottingham Trent University","34,320","65","310","100","70","34,860","1,130","5,465","6,595","0","41,455"
"10007773","The Open University","107,965","21,200","14,875","7,360","10","151,410","225","205","430","0","151,840"
"10023445","ICOM","30","0","0","0","0","30","0","0","0","0","30"
"10004930","Oxford Brookes University","13,770","90","290","45","75","14,270","865","2,470","3,335","0","17,605"
"10007774","The University of Oxford","16,905","460","445","145","75","18,030","2,415","6,845","9,265","0","27,290"
"10066143","Paris Dauphine International","0","0","0","0","0","0","175","5","180","0","180"
"10006243","St Patrick's International College","80","0","0","0","0","80","0","0","0","0","80"
"10005127","Arts University Plymouth","980","0","25","10","5","1,025","20","15","35","0","1,060"
"10007801","University of Plymouth","15,920","60","560","115","80","16,740","495","1,860","2,355","0","19,095"
"10019178","Point Blank Music School","570","10","0","10","0","585","85","100","190","0","775"
"10007155","The University of Portsmouth","19,120","70","370","95","60","19,715","1,025","5,760","6,785","0","26,500"
"10083476","The Prince's Foundation","10","0","0","0","0","15","0","5","5","0","20"
"10005337","Queen Margaret University, Edinburgh","525","4,315","55","120","50","5,065","785","400","1,185","0","6,250"
"10007775","Queen Mary University of London","16,780","90","180","50","10","17,110","1,740","7,200","8,935","0","26,045"
"10025197","University Centre Quayside Limited","145","0","5","0","0","150","0","0","0","0","150"
"10009292","Royal Academy of Dramatic Art","145","0","0","0","0","150","15","25","40","0","195"
"10005544","Royal Academy of Dance","100","0","5","0","0","105","10","5","20","0","125"
"10005389","Ravensbourne University London","2,240","0","20","10","0","2,270","160","155","315","0","2,585"
"10005470","Richmond, The American International University in London","225","0","0","0","0","225","120","350","465","0","695"
"10007802","The University of Reading","14,655","135","525","60","90","15,460","920","3,010","3,925","0","19,390"
"10086591","Regent's University London Limited","420","0","0","0","0","420","350","1,095","1,445","0","1,865"
"10021100","Regents Theological College","140","0","15","5","5","165","0","0","5","0","165"
"10023871","Results Consortium Limited","105","0","0","0","0","105","0","0","0","0","105"
"10062833","Raindance Educational Services Limited","30","0","0","0","0","30","5","5","10","0","40"
"10008455","Regent College London","3,100","0","5","0","0","3,100","0","60","60","0","3,160"
"10005500","Robert Gordon University","515","10,885","25","55","15","11,500","860","2,610","3,470","0","14,970"
"10007776","Roehampton University","8,565","15","45","20","5","8,645","385","3,305","3,685","0","12,335"
"10005523","Rose Bruford College of Theatre and Performance","860","25","30","5","5","930","55","125","180","0","1,105"
"10007835","Royal Academy of Music","350","25","25","5","0","410","130","250","380","0","790"
"10005545","Royal Agricultural University","970","30","30","15","5","1,055","40","145","185","0","1,240"
"10007777","Royal College of Art","660","15","15","5","0","695","235","1,645","1,880","0","2,575"
"10007778","Royal College of Music","405","25","15","5","0","450","200","340","540","0","995"
"10005561","Royal Conservatoire of Scotland","200","630","5","15","5","860","140","240","385","0","1,245"
"10007816","The Royal Central School of Speech and Drama","735","15","35","10","0","795","75","215","290","0","1,085"
"10005553","Royal Holloway and Bedford New College","9,655","25","130","25","30","9,870","645","1,970","2,610","0","12,480"
"10007837","Royal Northern College of Music","510","40","25","10","10","600","70","205","275","0","870"
"10007779","The Royal Veterinary College","1,695","40","70","20","5","1,835","90","665","755","0","2,590"
"10007803","The University of St. Andrews","2,935","3,165","120","145","25","6,395","985","4,440","5,425","0","11,820"
"10007839","SAE Education Limited","545","95","5","5","5","655","30","60","90","0","745"
"10007782","St George's, University of London","4,455","15","50","15","10","4,540","65","220","285","0","4,825"
"10008026","St Mary's University College","0","0","0","1,000","0","1,000","40","0","40","0","1,040"
"10007843","St Mary's University, Twickenham","4,760","30","85","60","20","4,950","295","650","945","0","5,895"
"10007156","The University of Salford","20,435","80","365","195","15","21,090","395","3,930","4,325","0","25,415"
"10021256","The Salvation Army","30","5","0","0","0","40","0","0","0","0","40"
"10008362","London School of Science and Technology Limited","215","0","0","0","0","215","0","0","0","0","215"
"10007780","SOAS University of London","4,045","50","40","15","15","4,165","530","1,600","2,130","0","6,295"
"10005700","SRUC","120","1,535","10","10","0","1,680","20","5","25","0","1,700"
"10005790","Sheffield Hallam University","28,870","95","220","100","45","29,330","345","4,860","5,205","0","34,535"
"10007157","The University of Sheffield","19,305","110","355","75","55","19,900","1,140","9,825","10,960","0","30,860"
"10023458","The Sherwood Psychotherapy Training Institute Limited","215","0","0","0","0","215","0","0","0","0","215"
"10006022","Solent University","7,565","25","115","25","35","7,760","1,120","1,185","2,305","0","10,070"
"10007158","The University of Southampton","14,560","65","380","90","65","15,160","1,335","7,300","8,635","0","23,795"
"10006093","Spurgeon's College","260","5","5","0","0","270","5","5","10","0","280"
"10006299","Staffordshire University","16,990","135","400","135","35","17,690","165","610","770","0","18,460"
"10008098","Study Group","0","0","0","0","0","0","15","3,025","3,040","0","3,040"
"10007804","The University of Stirling","1,030","9,140","35","420","30","10,660","1,290","2,945","4,235","0","14,895"
"10037449","University of St Mark and St John","2,760","5","80","15","10","2,865","15","10","30","0","2,890"
"10008010","Stranmillis University College","0","0","0","1,305","0","1,305","20","0","20","0","1,325"
"10007805","The University of Strathclyde","1,525","18,520","70","265","0","20,375","870","4,435","5,305","35","25,715"
"10014001","University of Suffolk","13,160","5","35","10","5","13,210","1,225","120","1,345","0","14,555"
"10007159","The University of Sunderland","14,755","105","40","80","5","14,985","710","4,280","4,990","0","19,975"
"10007160","The University of Surrey","11,370","60","145","55","40","11,665","950","2,955","3,910","0","15,575"
"10007806","The University of Sussex","13,820","45","120","40","110","14,140","1,185","4,540","5,725","0","19,865"
"10007855","Swansea University","7,970","40","9,925","50","30","18,010","825","3,450","4,270","10","22,290"
"10083403","The Engineering and Design Institute London","20","0","0","0","0","20","0","0","0","0","25"
"10007161","Teesside University","16,265","145","105","55","5","16,570","170","5,955","6,125","0","22,695"
"10082743","ThinkSpace Education Limited","80","5","0","0","0","90","0","0","0","0","90"
"10008017","Trinity Laban Conservatoire of Music and Dance","870","35","20","20","5","950","190","205","390","0","1,340"
"10007858","University of Wales Trinity Saint David","6,150","30","7,930","25","5","14,140","270","640","910","0","15,045"
"10068157","University Centre Peterborough","730","5","5","0","0","745","5","0","5","0","750"
"10007114","University of the Highlands and Islands","320","9,310","30","20","5","9,685","195","125","320","0","10,005"
"10007807","Ulster University","1,140","90","75","21,185","5","22,500","1,280","5,880","7,160","0","29,660"
"10039956","The University of Law","12,790","60","350","50","40","13,290","300","1,645","1,945","0","15,235"
"10007784","University College London","21,905","245","405","100","30","22,685","4,400","19,745","24,145","0","46,830"
"10007793","University of South Wales","5,460","115","13,165","90","10","18,840","660","3,765","4,425","0","23,270"
"10029843","Waltham International College Limited","10","0","0","0","0","10","0","0","0","0","10"
"10007163","The University of Warwick","17,205","125","335","70","30","17,760","2,170","8,890","11,065","0","28,825"
"10007361","Waverley Abbey College","235","0","5","0","0","245","5","0","5","0","250"
"10007164","University of the West of England, Bristol","26,355","70","2,685","95","70","29,275","970","6,925","7,895","0","37,170"
"10007800","The University of the West of Scotland","945","14,020","10","40","5","15,020","390","4,660","5,050","0","20,070"
"10032288","West Dean College","235","0","0","0","0","240","10","30","40","0","280"
"10006566","The University of West London","14,425","65","120","90","5","14,710","1,485","2,500","3,990","0","18,695"
"10007165","The University of Westminster","13,760","25","75","20","5","13,885","1,605","5,425","7,035","0","20,915"
"10003614","The University of Winchester","7,515","5","95","35","95","7,745","120","415","535","0","8,280"
"10007166","The University of Wolverhampton","18,040","60","155","45","10","18,310","140","1,795","1,935","0","20,250"
"10007139","University of Worcester","8,545","15","325","25","10","8,915","330","655","985","0","9,900"
"10007833","Wrexham University","2,215","45","3,805","35","15","6,115","325","1,050","1,375","0","7,490"
"10007657","Writtle University College","760","5","5","5","0","780","30","20","50","0","830"
"10007713","York St John University","6,435","35","55","35","20","6,585","85","1,265","1,355","0","7,935"
"10007167","The University of York","16,775","185","365","95","95","17,515","660","5,245","5,905","0","23,420"
"","Total","1,807,295","194,170","110,360","66,095","4,640","2,182,565","120,145","555,060","675,200","90","2,857,855"
