﻿Title:,"Table 8 - HE academic staff by HE provider and highest qualification held"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE Provider","Doctorate","Other higher degree","Other postgraduate qualification","First degree","Other undergraduate qualification","Other","Unknown","Total academic staff"
"10032282","The Queen's Foundation for Ecumenical Theological Education","15","0","0","0","0","0","0","15"
"10007823","Edge Hill University","415","335","145","100","15","5","10","1,025"
"10007772","Edinburgh Napier University","635","125","140","90","20","10","10","1,025"
"10007790","The University of Edinburgh","3,135","360","985","985","205","390","2,375","8,430"
"10042570","Escape Studios","5","10","5","5","0","0","0","30"
"10007791","The University of Essex","825","245","115","40","15","5","310","1,560"
"10008173","University College of Estate Management","30","40","20","5","0","0","0","100"
"10007792","The University of Exeter","2,235","225","405","810","30","50","160","3,915"
"10008640","Falmouth University","85","170","70","85","10","15","5","445"
"10004511","The National Film and Television School","5","10","15","30","10","10","5","80"
"10022087","Futureworks","0","0","10","5","5","0","0","20"
"10007762","Glasgow Caledonian University","460","200","60","95","10","5","0","825"
"10002681","Glasgow School of Art","35","100","20","75","5","0","5","240"
"10007794","The University of Glasgow","3,510","425","155","1,510","25","80","90","5,795"
"10007145","University of Gloucestershire","255","215","120","80","15","5","0","695"
"10002718","Goldsmiths College","500","445","85","115","25","10","75","1,260"
"10007146","The University of Greenwich","715","260","240","10","0","0","20","1,245"
"10007825","Guildhall School of Music and Drama","75","215","210","225","60","45","0","835"
"10040812","Harper Adams University","85","40","40","65","15","10","5","260"
"10080811","Hartpury University","40","60","25","50","10","10","0","205"
"10007764","Heriot-Watt University","800","65","25","20","5","0","50","965"
"10007147","University of Hertfordshire","820","905","170","290","30","30","0","2,250"
"10007148","The University of Huddersfield","640","165","25","10","5","0","0","845"
"10007149","The University of Hull","615","80","195","65","25","10","5","990"
"10003239","ICON College of Technology and Management","15","10","5","0","0","0","0","30"
"10003270","Imperial College of Science, Technology and Medicine","3,730","595","25","100","0","10","80","4,540"
"10057622","The School of Information Risk Management","0","0","5","0","0","0","0","10"
"10013220","Institute of Art - London Limited","15","0","0","0","0","0","0","20"
"10035638","Institute of Contemporary Music Performance","0","5","5","0","0","0","0","15"
"10082728","INTO University Partnerships Limited","0","120","70","5","0","0","0","200"
"10082570","Kaplan International Colleges U.K. Limited","90","260","85","50","10","0","15","510"
"10021682","Kaplan Open Learning (Essex) Limited","10","15","5","5","0","0","0","30"
"10007767","Keele University","505","110","185","130","20","5","0","955"
"10007150","The University of Kent","815","275","55","125","15","5","15","1,305"
"10003645","King's College London","3,335","1,785","390","490","45","55","90","6,200"
"10003678","Kingston University","470","120","140","80","20","65","110","1,000"
"10003758","LAMDA Limited","0","15","15","35","5","0","5","75"
"10007768","The University of Lancaster","1,440","310","235","195","30","110","0","2,320"
"10003854","Leeds Arts University","25","85","20","30","5","0","0","170"
"10003861","Leeds Beckett University","680","330","330","170","25","25","0","1,555"
"10034449","Leeds Conservatoire","20","55","25","40","5","5","20","170"
"10007795","The University of Leeds","2,615","570","150","300","35","105","165","3,940"
"10003863","Leeds Trinity University","120","65","40","30","0","5","5","265"
"10082828","College of Legal Practice Limited","0","0","5","0","0","0","0","10"
"10007796","The University of Leicester","1,180","415","30","280","5","40","10","1,960"
"10089591","LIBF Limited","5","10","10","5","5","5","0","40"
"10007151","The University of Lincoln","765","470","145","200","40","30","5","1,655"
"10036456","Academy of Live Technology Ltd","0","0","5","5","0","0","0","15"
"10003956","Liverpool Hope University","215","60","25","20","0","5","0","330"
"10003957","Liverpool John Moores University","925","545","155","145","25","5","30","1,830"
"10031239","LMA","0","0","10","15","0","0","5","35"
"10003945","The Liverpool Institute for Performing Arts","5","25","15","35","5","5","0","95"
"10006842","The University of Liverpool","2,080","645","165","255","25","30","120","3,325"
"10003958","Liverpool School of Tropical Medicine","170","45","15","10","0","0","0","245"
"10007162","University of the Arts, London","485","600","550","335","35","20","775","2,800"
"10007769","London Business School","105","0","5","0","0","0","0","110"
"10007797","University of London (Institutes and activities)","85","5","5","0","0","0","0","100"
"10004036","London Film School Limited","5","15","10","10","0","5","0","40"
"10004048","London Metropolitan University","235","150","95","35","15","10","5","555"
"10004078","London South Bank University","330","240","290","120","30","20","185","1,215"
"10004063","London School of Economics and Political Science","945","515","95","145","10","5","210","1,920"
"10007771","London School of Hygiene and Tropical Medicine","600","235","165","25","5","5","20","1,050"
"10022285","London School of Management Education","10","0","10","0","0","0","0","20"
"10004075","London School of Theology","20","0","0","0","0","0","0","25"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","5"
"10067623","The London Interdisciplinary School Ltd","10","5","0","0","0","0","0","20"
"10004113","Loughborough University","1,160","115","215","115","30","20","40","1,690"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","1,110","410","575","315","60","120","30","2,620"
"10007798","The University of Manchester","3,985","855","190","205","50","20","0","5,310"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0","0"
"10020416","Missio Dei","0","0","0","0","0","0","0","5"
"10030776","St Mellitus College","20","5","5","0","0","0","0","30"
"10004320","The Metanoia Institute","25","30","20","10","0","0","5","90"
"10004351","Middlesex University","395","160","150","100","15","5","0","820"
"10023777","Mont Rose College of Management and Sciences","10","20","5","5","0","0","0","40"
"10023454","Moorlands College","5","10","0","0","0","0","0","20"
"10001444","National Centre for Circus Arts","0","0","5","15","5","0","0","30"
"10004538","Nazarene Theological College","15","0","0","0","0","0","0","20"
"10030129","Nelson College London Ltd","0","0","10","5","0","0","0","15"
"10007799","Newcastle University","2,135","330","60","305","15","185","0","3,030"
"10067406","New Model Institute for Technology and Engineering (NMITE)","10","5","5","5","0","0","0","20"
"10048199","Northeastern University London","145","5","10","5","0","0","0","165"
"10007138","The University of Northampton","340","370","110","160","45","15","5","1,050"
"10008816","Northern School of Contemporary Dance","0","5","5","5","0","0","0","20"
"10001282","University of Northumbria at Newcastle","1,350","225","75","120","10","15","5","1,810"
"10004775","Norwich University of the Arts","25","70","75","90","5","5","0","275"
"10007154","University of Nottingham","2,985","475","125","245","10","10","5","3,855"
"10004797","The Nottingham Trent University","1,030","790","400","470","30","45","115","2,880"
"10007773","The Open University","2,730","1,900","445","320","50","0","50","5,495"
"10004930","Oxford Brookes University","595","295","310","225","45","80","80","1,625"
"10007774","The University of Oxford","5,540","1,080","115","435","20","20","15","7,220"
"10004028","The Place, London Contemporary Dance School (LCDS)","10","5","10","0","5","5","0","35"
"10005127","Arts University Plymouth","5","50","20","25","0","5","0","110"
"10007801","University of Plymouth","830","240","320","205","60","10","90","1,755"
"10019178","Point Blank Music School","5","20","20","30","15","10","0","95"
"10007155","The University of Portsmouth","900","255","275","130","25","30","135","1,755"
"10005337","Queen Margaret University, Edinburgh","125","70","60","50","5","5","20","335"
"10007775","Queen Mary University of London","1,610","500","80","70","20","20","1,440","3,745"
"10009292","Royal Academy of Dramatic Art","0","15","20","15","10","5","5","65"
"10005378","Rambert School","0","5","0","0","5","0","0","15"
"10005389","Ravensbourne University London","45","65","70","55","20","5","5","260"
"10007802","The University of Reading","1,090","190","215","60","15","5","70","1,645"
"10008455","Regent College London","95","80","85","0","0","5","0","265"
"10005500","Robert Gordon University","235","200","115","105","20","5","5","685"
"10007776","Roehampton University","225","80","55","30","5","5","25","425"
"10005523","Rose Bruford College of Theatre and Performance","15","35","15","30","5","5","0","95"
"10007835","Royal Academy of Music","30","75","35","80","45","15","25","305"
"10005545","Royal Agricultural University","20","0","25","0","0","0","0","55"
"10007777","Royal College of Art","145","125","80","15","5","10","80","460"
"10007778","Royal College of Music","40","30","60","80","45","25","15","300"
"10005561","Royal Conservatoire of Scotland","45","40","135","80","25","10","30","365"
"10007816","The Royal Central School of Speech and Drama","25","5","40","15","0","5","0","90"
"10005553","Royal Holloway and Bedford New College","885","190","65","95","5","5","10","1,260"
"10007837","Royal Northern College of Music","45","65","115","60","15","10","5","325"
"10007779","The Royal Veterinary College","165","30","60","25","5","10","5","300"
"10007803","The University of St. Andrews","1,160","115","0","65","0","5","0","1,345"
"10007839","SAE Education Limited","5","20","10","15","5","0","0","60"
"10007782","St George's, University of London","225","40","125","40","5","5","15","455"
"10008026","St Mary's University College","20","40","5","0","0","0","0","65"
"10007843","St Mary's University, Twickenham","145","115","110","75","10","15","10","480"
"10007156","The University of Salford","510","245","220","220","35","25","50","1,300"
"10007780","SOAS University of London","355","90","105","10","5","5","40","615"
"10005700","SRUC","175","40","85","80","50","25","60","520"
"10005790","Sheffield Hallam University","870","535","365","195","25","15","145","2,155"
"10007157","The University of Sheffield","2,620","665","100","275","35","15","80","3,795"
"10006022","Solent University","135","125","135","85","40","10","0","535"
"10007158","The University of Southampton","2,095","265","260","130","30","10","5","2,800"
"10088214","S P Jain London School of Management Limited","5","0","0","0","0","0","0","5"
"10006093","Spurgeon's College","10","5","0","0","0","0","0","15"
"10006299","Staffordshire University","275","260","165","230","70","25","30","1,055"
"10007804","The University of Stirling","565","175","125","90","10","15","30","1,015"
"10037449","University of St Mark and St John","40","65","15","15","0","0","0","135"
"10008010","Stranmillis University College","35","30","5","5","0","0","0","75"
"10007805","The University of Strathclyde","1,395","245","90","160","10","10","95","2,005"
"10014001","University of Suffolk","115","75","45","40","5","0","0","285"
"10007159","The University of Sunderland","340","400","185","110","30","20","445","1,535"
"10007160","The University of Surrey","1,195","230","105","100","15","10","5","1,660"
"10007806","The University of Sussex","1,060","510","50","180","15","20","195","2,035"
"10007855","Swansea University","860","305","170","195","25","60","130","1,740"
"10083403","The Engineering and Design Institute London","10","0","5","0","0","0","0","15"
"10007161","Teesside University","475","330","125","130","15","20","0","1,095"
"10082743","ThinkSpace Education Limited","0","5","0","0","0","0","0","10"
"10008017","Trinity Laban Conservatoire of Music and Dance","45","65","80","90","20","20","20","350"
"10007858","University of Wales Trinity Saint David","385","255","155","95","20","10","40","965"
"10067648","University Academy 92 Limited","10","10","20","5","0","0","0","45"
"10007114","University of the Highlands and Islands","50","15","5","10","0","0","0","80"
"10007807","Ulster University","805","280","115","225","10","5","0","1,440"
"10039956","The University of Law","80","155","375","10","0","0","0","625"
"10007784","University College London","2,245","305","90","60","0","10","7,635","10,350"
"10007793","University of South Wales","430","410","315","250","70","30","355","1,860"
"10029843","Waltham International College Limited","10","10","25","0","0","0","0","45"
"10007163","The University of Warwick","2,345","385","310","130","30","35","545","3,780"
"10007361","Waverley Abbey College","5","10","0","0","0","0","0","20"
"10007164","University of the West of England, Bristol","980","525","390","390","55","50","80","2,470"
"10007800","The University of the West of Scotland","405","160","120","65","15","5","25","795"
"10006566","The University of West London","335","375","165","135","30","45","0","1,080"
"10007165","The University of Westminster","640","570","360","255","45","40","65","1,980"
"10003614","The University of Winchester","290","225","85","90","15","15","25","750"
"10007166","The University of Wolverhampton","270","225","85","125","5","15","55","770"
"10007139","University of Worcester","195","255","160","115","10","5","5","740"
"10007833","Wrexham University","55","70","60","40","10","5","0","240"
"10007657","Writtle University College","15","0","60","10","15","10","10","115"
"10007713","York St John University","250","95","85","55","5","5","5","505"
"10007167","The University of York","1,700","380","90","60","5","5","410","2,655"
"","Total","127,200","44,405","24,320","22,935","3,355","3,450","21,255","246,930"
