﻿Title:,"Table 6 - Tuition fees and education contracts analysed by HE provider, domicile, mode, level, source"
Subtitle:,"Academic years 2016/17 to 2023/24"
Reference ID:,DT031 Table 6
Data source:,HESA / OfS
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-6
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-6.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Source of fee,Total 
,Academic year,2019/20 
,Financial Year End,All 
Search:,


"","","","","(£000s)",""
"UKPRN","HE Provider","Financial Year End","Total Home fees","Total Rest of UK fees","Total UK fees","Total EU fees","Total UK and EU fees","Total Non-EU fees","Total HE course fees","Total research training support grants","Non-credit bearing course fees","FE course fees","Total tuition fees and education contracts"
"10000936","The University College of Osteopathy","2020-07-31","","","2,605","511","3,116","209","3,325","0","92","17","3,434"
"10007786","The University of Bristol","2020-07-31","","","157,876","9,761","167,637","114,449","282,086","27,949","5,513","0","315,548"
"10028216","Brit College","2019-12-31","","","1,666","0","1,666","0","1,666","0","0","0","1,666"
"10023464","Trinity College Bristol","2019-08-31","","","1,443","0","1,443","134","1,577","0","0","0","1,577"
"10000961","Brunel University London","2020-07-31","","","78,423","10,732","89,155","45,778","134,933","1,587","1,533","0","138,053"
"10000975","Buckinghamshire New University","2020-07-31","","","92,876","6,015","98,891","943","99,834","0","0","0","99,834"
"10010308","Cambridge Arts and Sciences Limited","2019-08-31","","","167","146","313","850","1,163","0","0","15,896","17,059"
"10007788","The University of Cambridge","2020-07-31","","","117,104","33,162","150,266","139,121","289,387","31,163","13,927","0","334,477"
"10032072","The Cambridge Theological Federation","2019-08-31","","","0","0","0","0","0","0","0","0","0"
"10003324","The Institute of Cancer Research","2020-07-31","","","663","101","764","103","867","1,867","80","0","2,814"
"10001143","Canterbury Christ Church University","2020-07-31","","","85,367","5,490","90,857","2,628","93,485","0","0","0","93,485"
"10007814","Cardiff University","2020-07-31","63,125","106,962","170,087","10,519","180,606","96,404","277,010","9,446","10,549","0","297,005"
"10007854","Cardiff Metropolitan University","2020-07-31","38,749","24,859","63,608","2,054","65,662","17,399","83,061","823","0","295","84,179"
"10057213","CEG UFP Limited","2019-08-31","","","0","0","0","37,506","37,506","0","0","0","37,506"
"10007141","The University of Central Lancashire","2020-07-31","","","137,785","5,361","143,146","38,390","181,536","0","0","1,135","182,671"
"10024024","Central Film School London","2019-09-30","","","403","357","760","368","1,128","0","233","0","1,361"
"10007848","University of Chester","2020-07-31","","","80,583","1,465","82,048","9,488","91,536","0","2,261","0","93,797"
"10007137","The University of Chichester","2020-07-31","","","36,482","1,252","37,734","1,909","39,643","0","122","0","39,765"
"10001386","Chicken Shed Theatre Company","2020-03-31","","","498","0","498","0","498","0","0","0","498"
"10001546","The College of Integrated Chinese Medicine","2019-11-30","","","1,001","0","1,001","0","1,001","0","112","0","1,113"
"10001419","Christie's Education Limited","2019-12-31","","","335","642","977","446","1,423","0","270","0","1,693"
"10026921","Christ the Redeemer College","2020-07-31","","","553","0","553","0","553","0","0","0","553"
"10010213","The City College","2020-06-30","","","1,027","0","1,027","0","1,027","0","0","0","1,027"
"10001478","City, University of London","2020-07-31","","","83,659","24,858","108,517","79,943","188,460","221","7,195","0","195,876"
"10007912","Cliff College","2019-08-31","","","513","0","513","21","534","0","183","0","717"
"10066502","The College of Health Ltd","2019-08-31","","","0","0","0","0","0","0","0","0","0"
"10023442","The College of Osteopaths","2019-08-31","","","0","0","0","0","0","0","0","0","0"
"10001653","Conservatoire for Dance and Drama","2020-07-31","","","5,190","1,578","6,768","3,157","9,925","0","0","0","9,925"
"10081618","The Council of the Inns of Court","2019-12-31","","","0","0","0","0","0","0","0","0","0"
"10007761","Courtauld Institute of Art","2020-07-31","","","2,576","1,055","3,631","2,654","6,285","0","36","0","6,321"
"10034324","Court Theatre Training Company Ltd","2019-08-31","","","377","43","420","0","420","0","0","0","420"
"10001726","Coventry University","2020-07-31","","","174,935","31,918","206,853","127,805","334,658","0","5,872","0","340,530"
"10007822","Cranfield University","2020-07-31","","","23,866","7,845","31,711","28,471","60,182","0","12,554","0","72,736"
"10006427","University for the Creative Arts","2020-07-31","","","32,597","3,815","36,412","16,731","53,143","0","1,263","829","55,235"
"10007842","University of Cumbria","2020-07-31","","","41,290","946","42,236","931","43,167","0","1,147","0","44,314"
"10015688","David Game College Ltd","2020-01-31","","","0","0","0","0","0","0","0","6,663","6,663"
"10001883","De Montfort University","2020-07-31","","","147,515","19,204","166,719","51,109","217,828","0","2,167","57","220,052"
"10007851","University of Derby","2020-07-31","","","119,241","8,787","128,028","14,174","142,202","0","829","862","143,893"
"10007852","The University of Dundee","2020-07-31","16,510","12,762","29,272","3,278","32,550","37,500","70,050","3,440","592","0","74,082"
"10007143","University of Durham","2020-07-31","","","106,866","9,422","116,288","100,873","217,161","7,175","4,874","0","229,210"
"10067355","Dyson Technical Training Limited","2019-12-31","","","0","0","0","0","0","0","0","0","0"
"10007789","The University of East Anglia","2020-07-31","","","108,701","7,801","116,502","36,659","153,161","3,163","2,401","0","158,725"
"10007144","The University of East London","2020-07-31","","","90,191","4,541","94,732","28,701","123,433","24","892","0","124,349"
"10032282","The Queen's Foundation for Ecumenical Theological Education","2019-08-31","","","1,817","0","1,817","21","1,838","0","0","0","1,838"
"10007823","Edge Hill University","2020-07-31","","","94,990","373","95,363","2,283","97,646","0","252","0","97,898"
"10007772","Edinburgh Napier University","2020-07-31","13,711","3,974","17,685","3,466","21,151","26,290","47,441","0","3,591","0","51,032"
"10007790","The University of Edinburgh","2020-07-31","38,380","64,874","103,254","20,444","123,698","244,784","368,482","16,179","5,922","0","390,583"
"10022047","Empire College London Limited","2020-03-31","","","757","0","757","0","757","0","0","0","757"
"10042570","Escape Studios","2019-12-31","","","7,728","232","7,960","115","8,075","0","999","0","9,074"
"10007791","The University of Essex","2020-07-31","","","85,850","20,278","106,128","40,356","146,484","98","424","0","147,006"
"10008173","University College of Estate Management","2020-07-31","","","10,045","164","10,209","2,443","12,652","0","0","820","13,472"
"10002313","ESCP Europe Business School","2019-12-31","","","497","6,238","6,735","1,738","8,473","0","0","0","8,473"
"10002344","European School of Osteopathy","2019-08-31","","","45","0","45","0","45","0","0","0","45"
"10007792","The University of Exeter","2020-07-31","","","156,783","10,843","167,626","87,574","255,200","6,860","3,068","0","265,128"
"10008640","Falmouth University","2020-07-31","","","43,148","4,903","48,051","2,770","50,821","0","0","0","50,821"
"10045476","Met Film School Limited","2019-09-30","","","2,115","1,725","3,840","1,019","4,859","0","0","0","4,859"
"10004511","The National Film and Television School","2020-07-31","","","2,092","1,470","3,562","1,308","4,870","0","1,036","0","5,906"
"10022087","Futureworks","2019-08-31","","","3,028","88","3,116","0","3,116","0","110","0","3,226"
"10042500","Global Banking School Limited","2020-02-28","","","1,480","0","1,480","0","1,480","0","0","0","1,480"
"10007762","Glasgow Caledonian University","2020-07-31","23,361","2,077","25,438","2,409","27,847","10,013","37,860","79","3,654","0","41,593"
"10002681","Glasgow School of Art","2020-07-31","2,206","3,427","5,633","1,480","7,113","10,465","17,578","0","792","0","18,370"
"10007794","The University of Glasgow","2020-07-31","36,530","19,738","56,268","10,420","66,688","161,663","228,351","11,906","8,669","0","248,926"
"10007145","University of Gloucestershire","2020-07-31","","","53,937","1,290","55,227","4,236","59,463","0","1,087","0","60,550"
"10002718","Goldsmiths College","2020-07-31","","","55,817","6,645","62,462","34,260","96,722","1,299","2,195","0","100,216"
"10007146","The University of Greenwich","2020-07-31","","","101,012","11,165","112,177","38,138","150,315","0","1,745","0","152,060"
"10007825","Guildhall School of Music and Drama","2020-07-31","","","6,730","1,517","8,247","3,178","11,425","0","3,974","0","15,399"
"10040812","Harper Adams University","2020-07-31","","","17,960","439","18,399","1,793","20,192","0","0","0","20,192"
"10080811","Hartpury University","2020-07-31","","","14,118","751","14,869","1,106","15,975","0","46","488","16,509"
"10007764","Heriot-Watt University","2020-07-31","11,722","11,596","23,318","3,595","26,913","93,000","119,913","3,041","1,346","0","124,300"
"10007147","University of Hertfordshire","2020-07-31","","","127,071","5,474","132,545","40,478","173,023","262","1,967","0","175,252"
"10007148","The University of Huddersfield","2020-07-31","","","98,366","3,102","101,468","29,027","130,495","127","4,057","0","134,679"
"10007149","The University of Hull","2020-07-31","","","97,487","3,176","100,663","22,995","123,658","525","230","0","124,413"
"10003239","ICON College of Technology and Management","2019-09-30","","","7,517","0","7,517","0","7,517","0","0","0","7,517"
"10003270","Imperial College of Science, Technology and Medicine","2020-07-31","","","64,356","34,402","98,758","202,015","300,773","29,144","7,801","0","337,718"
"10003284","Inchbald School of Design Limited","2020-07-31","","","221","50","271","192","463","0","605","0","1,068"
"10013220","Institute of Art - London Limited","2019-08-31","","","811","2,004","2,815","4,086","6,901","0","1,095","0","7,996"
"10067388","The Institute of Ismaili Studies","2019-12-31","","","0","0","0","0","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","2020-05-31","","","4,499","1,847","6,346","765","7,111","0","102","0","7,213"
"10082728","INTO University Partnerships Limited","2020-07-31","","","0","0","0","2,229","2,229","0","0","21,986","24,215"
"10029682","The Islamic College","2019-08-31","","","573","3","576","30","606","0","46","0","652"
"10067601","JSA Education Group Ltd.","2020-07-31","","","0","0","0","0","0","0","0","0","0"
"10082570","Kaplan International Colleges U.K. Limited","2019-12-28","","","10","95","105","4,934","5,039","0","77,191","0","82,230"
"10021682","Kaplan Open Learning (Essex) Limited","2019-12-31","","","3,473","674","4,147","3,669","7,816","0","0","0","7,816"
"10007767","Keele University","2020-07-31","","","72,429","1,815","74,244","7,226","81,470","0","41","0","81,511"
"10007150","The University of Kent","2020-07-31","","","109,378","10,292","119,670","39,569","159,239","1,121","1,176","0","161,536"
"10003645","King's College London","2020-07-31","","","148,151","38,457","186,608","203,269","389,877","10,106","28,845","0","428,828"
"10008325","KLC School of Design","2019-08-31","","","3,531","100","3,631","236","3,867","0","0","0","3,867"
"10003678","Kingston University","2020-07-31","","","99,867","5,978","105,845","45,074","150,919","0","2,500","332","153,751"
"10003758","LAMDA Limited","2020-07-31","","","1,550","202","1,752","2,014","3,766","0","787","0","4,553"
"10007768","The University of Lancaster","2020-07-31","","","79,020","12,130","91,150","79,863","171,013","1,429","540","0","172,982"
"10003854","Leeds Arts University","2020-07-31","","","17,217","509","17,726","2,242","19,968","0","95","347","20,410"
"10003861","Leeds Beckett University","2020-07-31","","","150,459","2,807","153,266","11,355","164,621","22","1,283","0","165,926"
"10003798","Le Cordon Bleu Limited","2019-12-31","","","1,485","1,474","2,959","4,286","7,245","0","1,402","0","8,647"
"10034449","Leeds Conservatoire","2020-07-31","","","10,495","532","11,027","908","11,935","0","201","0","12,136"
"10007795","The University of Leeds","2020-07-31","","","198,045","10,491","208,536","196,251","404,787","13,139","14,387","0","432,313"
"10003863","Leeds Trinity University","2020-07-31","","","30,911","333","31,244","72","31,316","0","25","0","31,341"
"10082828","College of Legal Practice Limited","2020-06-30","","","0","0","0","0","0","0","0","0","0"
"10007796","The University of Leicester","2020-07-31","","","91,163","6,475","97,638","66,376","164,014","3,968","4,016","0","171,998"
"10007151","The University of Lincoln","2020-07-31","","","113,640","1,629","115,269","14,379","129,648","0","921","313","130,882"
"10036456","Academy of Live Technology Ltd","2019-12-31","","","0","0","0","0","0","0","0","0","0"
"10003956","Liverpool Hope University","2020-07-31","","","37,352","1,140","38,492","825","39,317","0","2,434","0","41,751"
"10003957","Liverpool John Moores University","2020-07-31","","","172,827","2,978","175,805","17,330","193,135","13","5,141","0","198,289"
"10003945","The Liverpool Institute for Performing Arts","2020-07-31","","","6,229","416","6,645","2,384","9,029","0","482","0","9,511"
"10006842","The University of Liverpool","2020-07-31","","","153,747","8,731","162,478","136,159","298,637","9,517","9,162","0","317,316"
"10003958","Liverpool School of Tropical Medicine","2020-07-31","","","1,190","324","1,514","1,217","2,731","791","579","0","4,101"
"10007162","University of the Arts, London","2020-07-31","","","76,242","21,763","98,005","135,719","233,724","0","24,907","15,964","274,595"
"10013109","London Bridge Business Academy","2019-12-31","","","1,141","0","1,141","0","1,141","0","0","0","1,141"
"10007769","London Business School","2020-07-31","","","20,458","18,206","38,664","60,264","98,928","0","32,520","0","131,448"
"10007797","University of London (Institutes and activities)","2020-07-31","","","6,547","5,671","12,218","51,275","63,493","0","524","0","64,017"
"10039082","City and Guilds of London Art School","2019-08-31","","","989","170","1,159","95","1,254","0","0","695","1,949"
"10023434","London School of Commerce & IT Limited","2020-03-31","","","880","0","880","0","880","0","0","0","880"
"10004036","London Film School Limited","2019-08-31","","","717","1,110","1,827","2,636","4,463","0","0","0","4,463"
"10015506","The London College","2019-08-31","","","5,804","55","5,859","0","5,859","0","0","0","5,859"
"10015506","The London College","2020-07-31","","","7,001","98","7,099","0","7,099","0","0","0","7,099"
"10004048","London Metropolitan University","2020-07-31","","","65,419","5,091","70,510","6,131","76,641","0","2,504","0","79,145"
"10032594","London School of Academics Ltd","2020-03-31","","","661","0","661","0","661","0","0","0","661"
"10004078","London South Bank University","2020-07-31","","","97,758","4,011","101,769","15,075","116,844","0","3,952","2,846","123,642"
"10004063","London School of Economics and Political Science","2020-07-31","","","44,404","30,839","75,243","128,315","203,558","0","24,553","0","228,111"
"10007771","London School of Hygiene and Tropical Medicine","2020-07-31","","","2,730","847","3,577","16,218","19,795","19","1,964","0","21,778"
"10022285","London School of Management Education","2019-08-31","","","854","808","1,662","0","1,662","0","0","0","1,662"
"10004075","London School of Theology","2019-08-31","","","1,654","92","1,746","345","2,091","0","85","0","2,176"
"10004079","London Studio Centre","2019-08-31","","","3,480","457","3,937","277","4,214","0","161","0","4,375"
"10062810","The London School of Architecture","2020-06-30","","","536","148","684","8","692","0","0","0","692"
"10008289","The London Institute of Banking & Finance","2020-07-31","","","1,239","27","1,266","127","1,393","0","2","11,926","13,321"
"10004035","The Film Education Training Trust Limited","2020-01-31","","","581","420","1,001","296","1,297","0","613","0","1,910"
"10067623","The London Interdisciplinary School Ltd","2020-07-31","","","0","0","0","0","0","0","0","0","0"
"10004113","Loughborough University","2020-07-31","","","103,517","6,439","109,956","60,901","170,857","0","3,796","168","174,821"
"10009612","Luther King House Educational Trust","2019-08-31","","","274","0","274","34","308","0","0","0","308"
"10004180","The Manchester Metropolitan University","2020-07-31","","","237,943","9,908","247,851","25,996","273,847","0","996","154","274,997"
"10007798","The University of Manchester","2020-07-31","","","192,437","25,740","218,177","267,278","485,455","201","19,110","0","504,766"
"10009527","Istituto Marangoni Limited","2020-06-30","","","1,722","4,176","5,898","9,181","15,079","0","456","0","15,535"
"10023452","The Markfield Institute of Higher Education","2019-12-31","","","324","56","380","0","380","0","21","0","401"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","2019-08-31","","","403","0","403","0","403","0","0","0","403"
"10020416","Missio Dei","2020-06-30","","","264","0","264","8","272","0","0","0","272"
"10030776","St Mellitus College","2020-07-31","","","3,086","6","3,092","0","3,092","0","182","24","3,298"
"10004320","The Metanoia Institute","2019-08-31","","","1,440","172","1,612","5","1,617","0","0","0","1,617"
"10004351","Middlesex University","2020-07-31","","","89,277","22,421","111,698","41,866","153,564","0","9,087","0","162,651"
"10032277","The Minster Centre","2019-12-31","","","423","0","423","0","423","0","837","0","1,260"
"10004450","Mountview Academy of Theatre Arts","2019-08-31","","","3,988","206","4,194","707","4,901","0","790","0","5,691"
"10023777","Mont Rose College of Management and Sciences","2019-08-31","","","6,467","0","6,467","0","6,467","0","0","0","6,467"
"10023454","Moorlands College","2020-06-30","","","1,335","44","1,379","30","1,409","0","16","3","1,428"
"10000216","All Nations Christian College","2019-08-31","","","261","84","345","83","428","0","170","0","598"
"10053304","Navitas UK Holdings Limited","2020-06-30","","","0","0","0","0","0","0","0","0","0"
"10004538","Nazarene Theological College","2020-06-30","","","662","29","691","250","941","0","47","0","988"
"10030129","Nelson College London Ltd","2020-07-31","","","7,023","0","7,023","0","7,023","0","0","0","7,023"
"10023456","Newbold College","2019-12-31","","","295","226","521","287","808","0","261","0","1,069"
"10007799","Newcastle University","2020-07-31","","","158,727","13,861","172,588","108,910","281,498","4,415","2,263","0","288,176"
"10045289","St Nicholas Montessori Training Limited","2019-08-31","","","135","0","135","17","152","0","191","372","715"
"10067406","New Model Institute for Technology and Engineering (NMITE)","2020-07-31","","","0","0","0","0","0","0","0","0","0"
"10048199","Northeastern University London","2020-06-30","","","983","725","1,708","175","1,883","0","0","0","1,883"
"10008397","Norland College","2020-07-31","","","3,803","144","3,947","40","3,987","0","0","0","3,987"
"10007138","The University of Northampton","2020-07-31","","","69,968","2,970","72,938","18,929","91,867","0","4,068","0","95,935"
"10004740","Northern College of Acupuncture","2020-06-30","","","1,060","9","1,069","12","1,081","0","13","0","1,094"
"10001282","University of Northumbria at Newcastle","2020-07-31","","","162,841","9,908","172,749","40,985","213,734","841","2,024","0","216,599"
"10004775","Norwich University of the Arts","2020-07-31","","","19,136","795","19,931","1,301","21,232","0","0","0","21,232"
"10007154","University of Nottingham","2020-07-31","","","209,279","12,185","221,464","148,455","369,919","12,483","6,585","0","388,987"
"10004797","The Nottingham Trent University","2020-07-31","","","230,131","8,576","238,707","42,959","281,666","0","710","4,525","286,901"
"10010227","Oak Hill College","2020-07-31","","","997","39","1,036","26","1,062","0","25","0","1,087"
"10007773","The Open University","2020-07-31","","","305,844","13,062","318,906","9,528","328,434","1,296","929","0","330,659"
"10004930","Oxford Brookes University","2020-07-31","","","101,123","6,187","107,310","24,517","131,827","0","948","391","133,166"
"10007774","The University of Oxford","2020-07-31","","","116,347","28,454","144,801","157,356","302,157","50,555","39,771","0","392,483"
"10066143","Paris Dauphine International","2020-07-31","","","57","1,718","1,775","171","1,946","0","0","0","1,946"
"10005127","Arts University Plymouth","2020-07-31","","","10,517","214","10,731","173","10,904","0","89","59","11,052"
"10007801","University of Plymouth","2020-07-31","","","121,588","4,020","125,608","17,382","142,990","582","328","0","143,900"
"10019178","Point Blank Music School","2019-12-31","","","2,438","692","3,130","1,230","4,360","0","2,195","0","6,555"
"10007155","The University of Portsmouth","2020-07-31","","","153,110","10,602","163,712","55,523","219,235","97","3,783","0","223,115"
"10083476","The Prince's Foundation","2020-03-31","","","17","4","21","76","97","0","0","0","97"
"10005337","Queen Margaret University, Edinburgh","2020-07-31","5,941","1,546","7,487","3,745","11,232","2,686","13,918","0","0","0","13,918"
"10007775","Queen Mary University of London","2020-07-31","","","117,956","15,722","133,678","129,660","263,338","0","4,833","0","268,171"
"10025197","University Centre Quayside Limited","2020-02-28","","","254","0","254","0","254","0","0","1,206","1,460"
"10009292","Royal Academy of Dramatic Art","2020-07-31","","","1,489","135","1,624","282","1,906","0","1,158","0","3,064"
"10005544","Royal Academy of Dance","2020-07-31","","","552","161","713","47","760","0","0","0","760"
"10005389","Ravensbourne University London","2020-07-31","","","18,395","1,379","19,774","2,545","22,319","0","25","354","22,698"
"10005470","Richmond, The American International University in London","2020-06-30","","","3,273","2,183","5,456","12,955","18,411","0","0","0","18,411"
"10007802","The University of Reading","2020-07-31","","","103,029","8,934","111,963","69,088","181,051","4,237","1,837","0","187,125"
"10021100","Regents Theological College","2019-09-30","","","867","21","888","0","888","0","81","0","969"
"10023871","Results Consortium Limited","2020-03-31","","","0","0","0","0","0","0","0","893","893"
"10062833","Raindance Educational Services Limited","2019-10-31","","","82","0","82","0","82","0","0","0","82"
"10008455","Regent College London","2020-07-31","","","5,929","0","5,929","0","5,929","0","0","0","5,929"
"10005500","Robert Gordon University","2020-07-31","16,509","1,842","18,351","2,269","20,620","13,542","34,162","111","653","0","34,926"
"10007776","Roehampton University","2020-07-31","","","94,686","3,654","98,340","8,294","106,634","0","1,852","0","108,486"
"10020436","Royal School of Needlework (The)","2019-08-31","","","0","0","0","0","0","0","227","648","875"
"10005523","Rose Bruford College of Theatre and Performance","2020-07-31","","","5,429","368","5,797","890","6,687","0","448","0","7,135"
"10007835","Royal Academy of Music","2020-07-31","","","4,015","1,756","5,771","4,189","9,960","0","882","0","10,842"
"10005545","Royal Agricultural University","2020-07-31","","","8,237","297","8,534","1,262","9,796","0","1,310","0","11,106"
"10007777","Royal College of Art","2020-07-31","","","5,307","4,436","9,743","40,093","49,836","0","0","0","49,836"
"10007778","Royal College of Music","2020-07-31","","","3,903","1,655","5,558","6,647","12,205","0","1,913","0","14,118"
"10005561","Royal Conservatoire of Scotland","2020-07-31","1,455","2,087","3,542","641","4,183","4,239","8,422","0","2,155","0","10,577"
"10007816","The Royal Central School of Speech and Drama","2020-07-31","","","6,540","1,237","7,777","3,652","11,429","0","705","0","12,134"
"10005553","Royal Holloway and Bedford New College","2020-07-31","","","68,531","7,694","76,225","36,640","112,865","6,208","540","0","119,613"
"10007837","Royal Northern College of Music","2020-07-31","","","5,423","730","6,153","4,576","10,729","0","1,160","0","11,889"
"10007779","The Royal Veterinary College","2020-07-31","","","13,614","755","14,369","18,078","32,447","754","925","0","34,126"
"10007803","The University of St. Andrews","2020-07-31","6,350","22,772","29,122","4,472","33,594","69,857","103,451","2,992","2,776","0","109,219"
"10007839","SAE Education Limited","2020-06-30","","","3,738","968","4,706","423","5,129","0","205","0","5,334"
"10007782","St George's, University of London","2020-07-31","","","29,780","549","30,329","8,039","38,368","305","139","0","38,812"
"10008026","St Mary's University College","2020-07-31","3,887","0","3,887","0","3,887","0","3,887","0","0","0","3,887"
"10007843","St Mary's University, Twickenham","2020-07-31","","","30,381","3,545","33,926","4,027","37,953","0","632","0","38,585"
"10007156","The University of Salford","2020-07-31","","","142,030","3,882","145,912","16,265","162,177","746","1,693","0","164,616"
"10021256","The Salvation Army","2020-03-31","","","0","0","0","0","0","0","0","0","0"
"10007780","SOAS University of London","2020-07-31","","","22,798","6,621","29,419","31,636","61,055","0","2,102","0","63,157"
"10005700","SRUC","2020-07-31","3,677","265","3,942","78","4,020","58","4,078","0","0","38","4,116"
"10005790","Sheffield Hallam University","2020-07-31","","","205,104","5,052","210,156","23,130","233,286","300","251","1,765","235,602"
"10007157","The University of Sheffield","2020-07-31","","","137,540","9,465","147,005","178,091","325,096","19,270","9,866","0","354,232"
"10023458","The Sherwood Psychotherapy Training Institute Limited","2019-08-31","","","857","0","857","0","857","0","217","41","1,115"
"10006022","Solent University","2020-07-31","","","58,783","15,576","74,359","7,393","81,752","15","4,380","883","87,030"
"10007158","The University of Southampton","2020-07-31","","","114,530","13,036","127,566","111,223","238,789","18,362","9,321","0","266,472"
"10006093","Spurgeon's College","2019-08-31","","","797","7","804","9","813","0","211","0","1,024"
"10006093","Spurgeon's College","2020-07-31","","","593","3","596","9","605","0","276","0","881"
"10006299","Staffordshire University","2020-07-31","","","88,711","1,703","90,414","4,365","94,779","0","657","0","95,436"
"10008098","Study Group","2019-12-31","","","0","0","0","32,277","32,277","0","0","83,066","115,343"
