﻿Title:,"Table 8 - Expenditure - breakdown by HE provider, activity, HESA cost centre and academic year"
Subtitle:,"Academic years 2015/16 to 2023/24"
Reference ID:,DT031 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Search by HE provider
,Country of HE provider,All 
,Region of HE provider,All 
,HESA cost centre group,Total expenditure 
,HESA cost centre,Total expenditure 
,Academic year,2020/21 
,Financial Year End,All 
Search:,


"","","","","Activity (£000s)",""
"UKPRN","HE Provider","Financial Year End","Academic staff costs","Other staff costs","Total staff costs","Restructuring costs","Other operating expenses","Depreciation and amortisation","Interest and other finance costs","Total expenditure"
"10001546","The College of Integrated Chinese Medicine","2020-11-30","0","436","436","0","703","19","9","1,167"
"10026921","Christ the Redeemer College","2021-07-31","95","135","230","0","461","32","27","750"
"10010213","The City College","2021-06-30","207","156","363","0","439","8","0","810"
"10001478","City, University of London","2021-07-31","84,277","71,864","156,141","749","76,611","16,097","3,023","252,621"
"10007912","Cliff College","2020-08-31","395","718","1,113","0","1,387","155","7","2,662"
"10066502","The College of Health Ltd","2020-08-31","93","93","186","0","109","0","0","295"
"10023442","The College of Osteopaths","2020-08-31","377","189","566","0","304","7","2","879"
"10001653","Conservatoire for Dance and Drama","2021-07-31","0","699","699","27","15,419","5","0","16,150"
"10081618","The Council of the Inns of Court","2020-12-31","710","831","1,541","0","1,299","16","0","2,856"
"10007761","Courtauld Institute of Art","2021-07-31","3,259","6,670","9,929","0","10,162","1,801","41","21,933"
"10034324","Court Theatre Training Company Ltd","2020-08-31","89","22","111","0","371","2","1","485"
"10001726","Coventry University","2021-07-31","110,017","111,588","221,605","0","163,881","33,626","14,556","433,668"
"10007822","Cranfield University","2021-07-31","40,528","63,333","103,861","0","75,684","16,787","1,587","197,919"
"10006427","University for the Creative Arts","2021-07-31","15,941","27,276","43,217","135","32,228","3,505","990","80,075"
"10007842","University of Cumbria","2021-07-31","21,638","19,757","41,395","-98","17,724","3,990","1,248","64,259"
"10026767","Dartington Hall Trust (The)","2020-08-31","517","10,336","10,853","385","11,822","545","195","23,800"
"10015688","David Game College Ltd","2021-01-31","2,428","2,240","4,668","0","4,419","623","285","9,995"
"10001883","De Montfort University","2021-07-31","77,216","72,650","149,866","483","65,280","17,223","7,274","240,126"
"10007851","University of Derby","2021-07-31","55,409","59,791","115,200","47","59,089","17,745","3,461","195,542"
"10007852","The University of Dundee","2021-07-31","86,946","71,704","158,650","0","90,999","18,075","1,820","269,544"
"10007143","University of Durham","2021-07-31","122,365","94,114","216,479","0","112,516","40,715","4,088","373,798"
"10067355","Dyson Technical Training Limited","2020-12-31","245","1,507","1,752","0","357","73","0","2,182"
"10007789","The University of East Anglia","2021-07-31","110,506","75,493","185,999","0","95,654","28,977","5,293","315,923"
"10007144","The University of East London","2021-07-31","41,668","42,857","84,525","-1,037","65,472","5,461","2,016","156,437"
"10032282","The Queen's Foundation for Ecumenical Theological Education","2020-08-31","892","363","1,255","0","770","265","0","2,290"
"10007823","Edge Hill University","2021-07-31","41,082","40,731","81,813","0","28,700","7,488","3,262","121,263"
"10007772","Edinburgh Napier University","2021-07-31","42,685","43,971","86,656","758","37,679","6,388","2,281","133,762"
"10007790","The University of Edinburgh","2021-07-31","347,770","269,473","617,243","0","360,257","63,144","19,422","1,060,066"
"10022047","Empire College London Limited","2021-03-31","161","70","231","0","253","11","0","495"
"10042570","Escape Studios","2020-12-31","1,789","4,306","6,095","31","7,969","1,579","803","16,477"
"10007791","The University of Essex","2021-07-31","76,535","65,092","141,627","0","111,089","14,532","6,078","273,326"
"10008173","University College of Estate Management","2021-07-31","4,344","7,122","11,466","4","3,750","301","22","15,543"
"10002313","ESCP Europe Business School","2020-12-31","2,722","3,468","6,190","0","3,817","264","16","10,287"
"10002344","European School of Osteopathy","2020-08-31","836","926","1,762","0","990","115","18","2,885"
"10007792","The University of Exeter","2021-07-31","191,177","107,525","298,702","0","154,216","53,754","6,243","512,915"
"10008640","Falmouth University","2021-07-31","13,947","17,390","31,337","17","28,442","3,911","596","64,303"
"10045476","Met Film School Limited","2020-09-30","975","2,812","3,787","0","4,852","72","3","8,714"
"10004511","The National Film and Television School","2021-07-31","2,202","4,258","6,460","0","7,976","1,578","87","16,101"
"10022087","Futureworks","2020-08-31","1,171","391","1,562","0","1,638","81","2","3,283"
"10042500","Global Banking School Limited","2021-02-28","3,159","2,093","5,252","0","19,567","148","0","24,967"
"10007762","Glasgow Caledonian University","2021-07-31","51,995","42,740","94,735","33","34,850","5,670","1,440","136,728"
"10002681","Glasgow School of Art","2021-07-31","12,228","14,227","26,455","4,404","12,785","2,642","394","46,680"
"10007794","The University of Glasgow","2021-07-31","238,429","166,610","405,039","0","248,871","33,622","8,288","695,820"
"10007145","University of Gloucestershire","2021-07-31","24,914","26,537","51,451","185","20,264","6,928","1,505","80,333"
"10002718","Goldsmiths College","2021-07-31","48,677","41,767","90,444","0","35,089","12,343","1,737","139,613"
"10007146","The University of Greenwich","2021-07-31","63,230","53,378","116,608","163","89,452","8,180","7,328","221,731"
"10007825","Guildhall School of Music and Drama","2021-03-31","10,622","5,384","16,006","0","9,479","0","0","25,485"
"10040812","Harper Adams University","2021-07-31","13,628","11,708","25,336","0","11,337","4,087","957","41,717"
"10080811","Hartpury University","2021-07-31","10,739","15,858","26,597","0","13,052","2,828","1,150","43,627"
"10007764","Heriot-Watt University","2021-07-31","58,551","61,947","120,498","3,164","88,360","15,749","5,099","232,870"
"10007147","University of Hertfordshire","2021-07-31","84,856","75,030","159,886","0","116,273","17,286","3,732","297,177"
"10007148","The University of Huddersfield","2021-07-31","59,005","56,702","115,707","437","42,804","13,198","2,589","174,735"
"10007149","The University of Hull","2021-07-31","56,485","43,216","99,701","1,141","50,852","28,841","1,673","182,208"
"10003239","ICON College of Technology and Management","2020-09-30","654","535","1,189","0","3,674","56","1","4,920"
"10003270","Imperial College of Science, Technology and Medicine","2021-07-31","350,803","242,441","593,244","1,957","356,078","85,518","19,577","1,056,374"
"10003284","Inchbald School of Design Limited","2021-07-31","329","171","500","0","541","4","128","1,173"
"10013220","Institute of Art - London Limited","2020-08-31","1,330","963","2,293","0","5,072","86","99","7,550"
"10067388","The Institute of Ismaili Studies","2020-12-31","4,895","2,267","7,162","0","7,998","96","0","15,256"
"10035638","Institute of Contemporary Music Performance","2021-05-31","1,859","3,149","5,008","0","3,825","279","113","9,225"
"10082728","INTO University Partnerships Limited","2021-07-31","6,964","33,435","40,399","0","40,785","4,276","5,876","91,336"
"10029682","The Islamic College","2020-08-31","451","91","542","0","263","122","1","928"
"10067601","JSA Education Group Ltd.","2021-07-31","132","18","150","0","167","0","0","317"
"10082570","Kaplan International Colleges U.K. Limited","2020-12-26","12,307","24,869","37,176","0","79,308","4,135","164","120,783"
"10021682","Kaplan Open Learning (Essex) Limited","2020-12-31","509","1,968","2,477","0","5,638","158","77","8,350"
"10007767","Keele University","2021-07-31","48,066","39,039","87,105","0","54,077","10,700","3,709","155,591"
"10007150","The University of Kent","2021-07-31","71,263","68,590","139,853","2,174","77,579","23,454","5,481","248,541"
"10003645","King's College London","2021-07-31","334,885","224,476","559,361","0","330,046","58,339","16,376","964,122"
"10008325","KLC School of Design","2020-08-31","948","893","1,841","0","1,703","95","2","3,641"
"10003678","Kingston University","2021-07-31","58,526","60,216","118,742","539","57,282","15,487","7,981","200,031"
"10003758","LAMDA Limited","2021-07-31","2,153","2,879","5,032","47","5,518","1,221","170","11,988"
"10007768","The University of Lancaster","2021-07-31","100,772","78,334","179,106","1,471","94,858","27,995","6,627","310,057"
"10003854","Leeds Arts University","2021-07-31","7,341","6,577","13,918","0","5,967","1,733","293","21,911"
"10003861","Leeds Beckett University","2021-07-31","65,429","71,509","136,938","2,963","76,208","27,170","8,204","251,483"
"10003798","Le Cordon Bleu Limited","2020-12-31","1,460","1,196","2,656","0","4,459","573","316","8,004"
"10034449","Leeds Conservatoire","2021-07-31","4,804","4,784","9,588","0","4,994","903","315","15,800"
"10007795","The University of Leeds","2021-07-31","244,960","186,926","431,886","0","242,812","77,699","12,384","764,781"
"10003863","Leeds Trinity University","2021-07-31","11,037","14,870","25,907","0","11,441","3,016","758","41,122"
"10082828","College of Legal Practice Limited","2021-06-30","21","551","572","0","863","1","0","1,436"
"10007796","The University of Leicester","2021-07-31","110,258","76,348","186,606","0","93,101","26,275","3,073","309,055"
"10007151","The University of Lincoln","2021-07-31","65,397","42,621","108,018","0","66,814","10,339","3,718","188,889"
"10036456","Academy of Live Technology Ltd","2020-12-31","303","576","879","0","810","92","1","1,782"
"10003956","Liverpool Hope University","2021-07-31","16,651","16,494","33,145","0","10,392","4,271","1,239","49,047"
"10003957","Liverpool John Moores University","2021-07-31","95,223","56,302","151,525","0","63,983","14,141","5,837","235,486"
"10003945","The Liverpool Institute for Performing Arts","2021-07-31","3,752","3,955","7,707","0","3,042","930","19","11,698"
"10006842","The University of Liverpool","2021-07-31","195,278","132,658","327,936","2,478","179,113","50,466","11,825","571,818"
"10003958","Liverpool School of Tropical Medicine","2021-07-31","17,306","20,106","37,412","0","165,807","2,041","287","205,547"
"10007162","University of the Arts, London","2021-07-31","74,856","136,656","211,512","0","115,866","4,224","4,649","336,251"
"10013109","London Bridge Business Academy","2020-12-31","57","76","133","0","620","2","0","755"
"10007769","London Business School","2021-07-31","36,653","46,095","82,748","-509","51,423","12,731","2,054","148,447"
"10007797","University of London (Institutes and activities)","2021-07-31","6,959","51,308","58,267","0","103,403","8,902","3,126","173,698"
"10039082","City and Guilds of London Art School","2020-08-31","1,306","162","1,468","0","1,095","54","0","2,617"
"10023434","London School of Commerce & IT Limited","2021-03-31","193","122","315","0","2,410","6","0","2,731"
"10004036","London Film School Limited","2020-08-31","1,542","971","2,513","0","2,150","945","0","5,608"
"10015506","The London College","2021-07-31","736","596","1,332","0","3,528","26","0","4,886"
"10004048","London Metropolitan University","2021-07-31","30,894","29,758","60,652","622","45,197","6,580","2,324","115,375"
"10032594","London School of Academics Ltd","2021-03-31","79","73","152","0","193","4","0","349"
"10004078","London South Bank University","2021-07-31","45,640","65,438","111,078","3,500","65,256","11,251","4,818","195,903"
"10004063","London School of Economics and Political Science","2021-07-31","115,662","88,136","203,798","0","109,086","15,492","9,038","337,414"
"10007771","London School of Hygiene and Tropical Medicine","2021-07-31","65,217","50,478","115,695","0","111,610","7,082","845","235,232"
"10022285","London School of Management Education","2020-08-31","492","337","829","0","1,177","70","1","2,077"
"10004075","London School of Theology","2020-08-31","1,010","1,049","2,059","0","1,299","236","1","3,595"
"10004079","London Studio Centre","2020-08-31","436","840","1,276","0","2,806","307","2","4,391"
"10062810","The London School of Architecture","2021-06-30","123","173","296","0","551","27","0","874"
"10008289","The London Institute of Banking & Finance","2021-07-31","598","7,581","8,179","0","9,080","177","4","17,440"
"10004035","The Film Education Training Trust Limited","2021-01-31","243","705","948","0","1,202","41","2","2,193"
"10067623","The London Interdisciplinary School Ltd","2021-07-31","395","841","1,236","0","1,006","14","1","2,257"
"10004113","Loughborough University","2021-07-31","89,129","85,955","175,084","5,559","85,413","31,190","5,230","302,476"
"10009612","Luther King House Educational Trust","2020-08-31","203","433","636","0","472","66","15","1,189"
"10004180","The Manchester Metropolitan University","2021-07-31","117,318","121,402","238,720","0","101,788","16,213","5,157","361,878"
"10007798","The University of Manchester","2021-07-31","342,023","237,504","579,527","3,899","350,373","84,262","20,815","1,038,876"
"10009527","Istituto Marangoni Limited","2021-06-30","2,454","1,158","3,612","0","7,339","731","0","11,682"
"10023452","The Markfield Institute of Higher Education","2020-12-31","253","85","338","0","215","1","0","554"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","2020-08-31","135","33","168","0","174","7","0","349"
"10020416","Missio Dei","2021-06-30","121","693","814","23","782","74","0","1,693"
"10030776","St Mellitus College","2021-07-31","1,001","0","1,001","0","2,396","9","1","3,407"
"10004320","The Metanoia Institute","2020-08-31","1,593","1,652","3,245","0","981","87","0","4,313"
"10004351","Middlesex University","2021-07-31","67,247","54,990","122,237","0","66,917","13,189","6,298","208,641"
"10032277","The Minster Centre","2020-12-31","699","351","1,050","0","531","9","0","1,590"
"10004450","Mountview Academy of Theatre Arts","2020-08-31","3,155","1,598","4,753","0","1,810","461","768","7,792"
"10023777","Mont Rose College of Management and Sciences","2020-08-31","1,458","1,104","2,562","0","3,081","509","0","6,152"
"10023454","Moorlands College","2021-06-30","850","539","1,389","0","744","97","0","2,230"
"10000216","All Nations Christian College","2020-08-31","366","438","804","0","564","106","0","1,474"
"10053304","Navitas UK Holdings Limited","2021-06-30","4,243","8,956","13,199","0","30,787","204","140","44,330"
"10004538","Nazarene Theological College","2021-06-30","353","368","721","0","566","29","25","1,341"
"10030129","Nelson College London Ltd","2021-07-31","367","1,782","2,149","0","5,165","189","22","7,525"
"10023456","Newbold College","2020-12-31","957","1,256","2,213","30","1,096","328","0","3,667"
"10007799","Newcastle University","2021-07-31","188,203","135,875","324,078","0","167,883","32,797","5,845","530,603"
"10045289","St Nicholas Montessori Training Limited","2020-08-31","657","244","901","2","1,232","8","0","2,143"
"10067406","New Model Institute for Technology and Engineering (NMITE)","2021-07-31","1,313","1,655","2,968","39","3,809","110","32","6,958"
"10048199","Northeastern University London","2021-06-30","2,838","2,745","5,583","0","8,457","23","4","14,067"
"10008397","Norland College","2021-07-31","726","2,005","2,731","0","1,431","284","0","4,446"
"10007138","The University of Northampton","2021-07-31","35,093","35,597","70,690","0","41,601","11,433","11,162","134,886"
"10004740","Northern College of Acupuncture","2021-06-30","275","242","517","0","595","8","0","1,120"
"10001282","University of Northumbria at Newcastle","2021-07-31","107,540","73,668","181,208","0","93,746","20,426","6,248","301,628"
"10004775","Norwich University of the Arts","2021-07-31","6,276","7,264","13,540","0","6,130","1,152","265","21,087"
"10007154","University of Nottingham","2021-07-31","240,082","152,790","392,872","0","241,159","43,956","5,727","683,714"
"10004797","The Nottingham Trent University","2021-07-31","113,217","115,226","228,443","0","88,723","23,650","9,006","349,822"
"10007773","The Open University","2021-07-31","168,344","185,970","354,314","38,970","118,000","7,618","919","519,821"
"10004930","Oxford Brookes University","2021-07-31","57,098","64,165","121,263","0","64,160","17,081","8,169","210,673"
"10007774","The University of Oxford","2021-07-31","516,212","572,596","1,088,808","0","1,085,452","120,677","37,221","2,332,158"
"10066143","Paris Dauphine International","2021-07-31","490","339","829","0","1,366","33","1","2,229"
"10005127","Arts University Plymouth","2021-07-31","4,672","6,348","11,020","0","3,532","915","333","15,800"
"10007801","University of Plymouth","2021-07-31","72,385","70,971","143,356","0","64,738","17,431","6,369","231,894"
"10019178","Point Blank Music School","2020-12-31","878","1,822","2,700","0","2,824","111","0","5,635"
"10007155","The University of Portsmouth","2021-07-31","90,316","77,777","168,093","0","78,423","17,933","5,104","269,553"
"10083476","The Prince's Foundation","2021-03-31","1,280","5,676","6,956","0","4,722","2,157","110","13,945"
"10005337","Queen Margaret University, Edinburgh","2021-07-31","13,906","13,062","26,968","0","12,298","5,071","1,545","45,882"
"10007775","Queen Mary University of London","2021-07-31","182,113","112,155","294,268","0","164,809","27,005","7,801","493,883"
"10025197","University Centre Quayside Limited","2021-02-28","1,173","0","1,173","0","370","25","0","1,568"
"10009292","Royal Academy of Dramatic Art","2021-07-31","2,607","3,784","6,391","17","5,844","777","0","13,029"
"10005544","Royal Academy of Dance","2021-07-31","791","10,022","10,813","0","5,463","465","117","16,858"
"10005389","Ravensbourne University London","2021-07-31","7,818","9,786","17,604","0","9,249","1,633","357","28,843"
"10005470","Richmond, The American International University in London","2021-06-30","4,029","3,687","7,716","297","12,272","683","684","21,652"
"10007802","The University of Reading","2021-07-31","96,968","84,995","181,963","0","99,466","29,481","5,461","316,371"
"10086591","Regent's University London Limited","2021-06-30","6,299","7,381","13,680","1,571","12,113","1,611","8","28,983"
"10021100","Regents Theological College","2020-09-30","502","33,160","33,662","0","25,367","1,524","2,396","62,949"
"10023871","Results Consortium Limited","2021-03-31","231","150","381","0","527","2","0","910"
"10062833","Raindance Educational Services Limited","2020-10-31","0","60","60","0","123","2","1","186"
"10008455","Regent College London","2021-07-31","3,601","4,020","7,621","723","11,993","573","13","20,923"
"10005500","Robert Gordon University","2021-07-31","38,280","29,028","67,308","0","26,107","10,174","2,136","105,725"
"10007776","Roehampton University","2021-07-31","32,640","31,042","63,682","0","62,157","7,476","5,360","138,675"
"10020436","Royal School of Needlework (The)","2020-08-31","460","748","1,208","15","873","10","0","2,106"
"10005523","Rose Bruford College of Theatre and Performance","2021-07-31","3,100","2,475","5,575","0","6,064","410","46","12,095"
"10007835","Royal Academy of Music","2021-07-31","6,935","6,109","13,044","0","9,647","1,766","73","24,530"
"10005545","Royal Agricultural University","2021-07-31","3,484","6,621","10,105","0","7,202","1,004","231","18,542"
"10007777","Royal College of Art","2021-07-31","15,328","14,567","29,895","0","29,507","4,053","295","63,750"
"10007778","Royal College of Music","2021-07-31","6,934","8,167","15,101","0","8,862","2,572","226","26,761"
"10005561","Royal Conservatoire of Scotland","2021-07-31","10,212","9,332","19,544","0","4,720","928","0","25,192"
"10007816","The Royal Central School of Speech and Drama","2021-07-31","5,670","6,983","12,653","0","5,905","1,157","435","20,150"
"10005553","Royal Holloway and Bedford New College","2021-07-31","63,153","37,268","100,421","0","53,514","20,742","4,554","179,231"
"10007837","Royal Northern College of Music","2021-07-31","6,987","7,855","14,842","0","6,355","1,781","332","23,310"
"10007779","The Royal Veterinary College","2021-07-31","25,345","34,982","60,327","0","32,190","8,286","1,685","102,488"
"10007803","The University of St. Andrews","2021-07-31","85,214","64,983","150,197","0","78,024","16,211","5,429","249,861"
"10007839","SAE Education Limited","2021-06-30","2,471","1,538","4,009","0","3,335","1,393","457","9,194"
"10007782","St George's, University of London","2021-07-31","26,753","26,978","53,731","0","24,249","6,378","1,004","85,362"
"10008026","St Mary's University College","2021-07-31","3,001","3,529","6,530","0","1,908","337","171","8,946"
"10007843","St Mary's University, Twickenham","2021-07-31","16,403","19,752","36,155","0","11,664","4,306","420","52,545"
"10007156","The University of Salford","2021-07-31","59,613","64,737","124,350","0","70,745","14,116","4,954","214,165"
"10021256","The Salvation Army","2021-03-31","228","91,279","91,507","0","97,194","10,282","240","199,223"
"10007780","SOAS University of London","2021-07-31","25,645","23,348","48,993","1,215","22,703","5,392","290","78,593"
"10005700","SRUC","2021-07-31","15,834","30,696","46,530","19","25,653","7,858","565","80,625"
"10005790","Sheffield Hallam University","2021-07-31","105,115","91,082","196,197","0","76,597","22,207","6,449","301,450"
"10007157","The University of Sheffield","2021-07-31","233,198","157,415","390,613","0","216,787","84,658","16,410","708,468"
"10023458","The Sherwood Psychotherapy Training Institute Limited","2020-08-31","438","406","844","0","368","10","0","1,222"
"10006022","Solent University","2021-07-31","26,428","32,336","58,764","0","41,573","9,101","3,066","112,504"
"10007158","The University of Southampton","2021-07-31","175,594","146,739","322,333","0","176,627","29,476","17,731","546,167"
"10006093","Spurgeon's College","2021-07-31","781","456","1,237","0","960","26","118","2,341"
"10006299","Staffordshire University","2021-07-31","42,308","30,051","72,359","0","41,639","10,713","3,009","127,720"
"10008098","Study Group","2020-12-31","22,270","18,685","40,955","1,424","82,194","11,120","3,689","139,382"
"10007804","The University of Stirling","2021-07-31","42,777","27,191","69,968","0","31,645","8,045","3,268","112,926"
"10037449","University of St Mark and St John","2021-07-31","6,373","8,328","14,701","276","12,432","2,129","827","30,365"
"10008010","Stranmillis University College","2021-07-31","3,771","4,295","8,066","0","3,111","1,456","154","12,787"
"10007805","The University of Strathclyde","2021-07-31","103,050","109,373","212,423","1,026","104,325","37,004","2,168","356,946"
"10014001","University of Suffolk","2021-07-31","13,439","11,063","24,502","0","57,357","3,689","1,175","86,723"
"10007159","The University of Sunderland","2021-07-31","39,673","46,471","86,144","2,409","72,860","9,365","5,203","175,981"
"10007160","The University of Surrey","2021-07-31","90,749","71,431","162,180","1,074","88,080","33,457","12,216","297,007"
"10007806","The University of Sussex","2021-07-31","98,027","64,118","162,145","0","100,103","24,272","8,292","294,812"
"10007855","Swansea University","2021-07-31","77,562","99,381","176,943","5,952","116,010","26,402","7,613","332,920"
"10020381","Tavistock and Portman NHS Foundation Trust","2021-03-31","1,941","45,294","47,235","0","15,897","1,627","11","64,770"
"10083403","The Engineering and Design Institute London","2021-07-31","523","1,719","2,242","0","1,307","77","-2,064","1,562"
"10007161","Teesside University","2021-07-31","43,446","50,461","93,907","0","46,544","15,020","1,931","157,402"
"10082743","ThinkSpace Education Limited","2021-07-31","62","203","265","0","577","3","0","845"
"10008017","Trinity Laban Conservatoire of Music and Dance","2021-07-31","9,229","6,620","15,849","0","9,072","1,553","169","26,643"
"10007858","University of Wales Trinity Saint David","2021-07-31","40,619","43,926","84,545","155","66,155","11,686","3,125","165,666"
"10067648","University Academy 92 Limited","2021-07-31","656","1,219","1,875","0","2,248","418","32","4,573"
"10068157","University Centre Peterborough","2021-07-31","956","1,018","1,974","0","3,715","38","0","5,727"
"10007114","University of the Highlands and Islands","2021-07-31","6,337","11,497","17,834","68","132,285","2,292","449","152,928"
