﻿Title:,"Table 16 - HE qualifiers by HE provider and level of qualification obtained"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 16
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-16
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-16.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Academic year,2021/22 
Search:,


"UKPRN","HE provider","Doctorate research","Other postgraduate research","Master's taught","Postgraduate Certificate in Education","Other postgraduate taught","Total postgraduate","First degree","Foundation degree","HNC/HND","Professional Graduate Certificate in Education","Other undergraduate","Total undergraduate","Total"
"10004511","The National Film and Television School","0","0","135","0","135","270","0","0","0","0","0","0","270"
"10038763","ForMission Ltd","0","0","0","0","0","0","10","0","0","0","0","15","15"
"10022087","Futureworks","0","0","0","0","0","0","100","0","0","0","0","105","105"
"10042500","Global Banking School Limited","0","0","0","0","0","0","0","0","620","0","0","620","620"
"10007762","Glasgow Caledonian University","50","20","1,235","0","320","1,620","3,585","0","70","0","730","4,385","6,010"
"10002681","Glasgow School of Art","15","0","480","0","90","580","370","0","0","0","45","415","995"
"10007794","The University of Glasgow","535","85","11,850","330","975","13,780","4,320","0","0","0","415","4,735","18,515"
"10007145","University of Gloucestershire","15","10","485","105","205","820","1,560","65","0","45","360","2,025","2,850"
"10002718","Goldsmiths College","50","5","1,650","310","35","2,050","1,560","0","0","10","160","1,730","3,780"
"10030408","Gower College Swansea","0","0","0","0","0","0","0","0","0","0","15","15","15"
"10007146","The University of Greenwich","60","10","2,200","130","445","2,840","3,760","80","35","125","325","4,325","7,165"
"10007825","Guildhall School of Music and Drama","10","0","140","0","30","180","170","0","0","0","5","170","350"
"10040812","Harper Adams University","15","5","110","0","165","290","550","45","0","0","60","655","950"
"10080811","Hartpury University","0","0","80","0","45","120","435","15","0","0","175","625","750"
"10007764","Heriot-Watt University","170","10","1,295","0","170","1,645","1,975","0","0","0","240","2,215","3,860"
"10007147","University of Hertfordshire","65","10","3,285","255","915","4,535","4,450","190","0","10","590","5,245","9,780"
"10007148","The University of Huddersfield","150","80","1,775","210","430","2,645","3,670","80","0","45","505","4,300","6,945"
"10007149","The University of Hull","95","30","690","105","200","1,120","3,040","50","0","0","680","3,775","4,890"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","165","0","270","0","0","430","430"
"10003270","Imperial College of Science, Technology and Medicine","770","670","4,725","0","150","6,315","2,745","0","0","0","10","2,755","9,070"
"10013220","Institute of Art - London Limited","0","0","115","0","15","130","0","0","0","0","0","0","130"
"10067388","The Institute of Ismaili Studies","0","0","35","0","0","35","0","0","0","0","0","0","35"
"10035638","Institute of Contemporary Music Performance","0","0","60","0","5","65","215","0","25","0","60","300","365"
"10082728","INTO University Partnerships Limited","0","0","0","0","0","0","0","0","0","0","125","125","125"
"10029682","The Islamic College","0","0","5","0","0","5","0","0","0","0","5","5","10"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","0","0","0","0","0","0","480","480","480"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","75","0","115","190","95","0","0","0","125","225","410"
"10007767","Keele University","50","5","520","0","420","995","1,900","35","0","0","460","2,400","3,395"
"10003566","Kensington College of Business","0","0","0","0","0","0","15","0","5","0","0","20","20"
"10007150","The University of Kent","210","70","340","0","185","800","3,725","25","10","0","140","3,905","4,705"
"10003645","King's College London","610","15","8,285","150","1,145","10,210","5,510","0","0","0","350","5,860","16,075"
"10003678","Kingston University","65","10","2,665","185","515","3,440","3,070","235","15","0","780","4,100","7,540"
"10003758","LAMDA Limited","0","0","60","0","0","60","45","25","0","0","0","75","135"
"10007768","The University of Lancaster","285","35","1,810","0","255","2,385","3,575","0","0","0","235","3,810","6,195"
"10066551","LCCM AU UK Limited","0","0","0","0","0","0","25","0","0","0","0","30","30"
"10003854","Leeds Arts University","0","0","110","0","10","115","700","0","0","0","80","780","900"
"10003861","Leeds Beckett University","45","10","1,685","395","505","2,640","4,410","20","5","0","675","5,110","7,750"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","0","0","0","0","0","355","355","355"
"10034449","Leeds Conservatoire","0","0","35","0","0","40","370","40","0","0","20","430","465"
"10007795","The University of Leeds","590","50","5,550","0","460","6,650","6,790","50","0","0","200","7,040","13,690"
"10003863","Leeds Trinity University","10","5","230","190","260","695","705","20","0","30","245","1,005","1,695"
"10007796","The University of Leicester","245","10","1,855","135","360","2,610","2,840","0","0","15","225","3,085","5,695"
"10007151","The University of Lincoln","60","30","945","0","330","1,365","4,030","20","0","0","550","4,600","5,965"
"10036456","Academy of Live Technology Ltd","0","0","0","0","0","0","50","5","0","0","15","65","65"
"10003956","Liverpool Hope University","15","0","200","450","135","805","980","0","0","0","220","1,200","2,005"
"10003957","Liverpool John Moores University","80","10","1,585","200","1,300","3,175","5,045","65","20","0","470","5,600","8,770"
"10003945","The Liverpool Institute for Performing Arts","0","0","25","0","0","25","285","0","0","0","20","310","335"
"10006842","The University of Liverpool","415","215","2,330","0","400","3,360","6,000","0","0","0","430","6,430","9,790"
"10003958","Liverpool School of Tropical Medicine","10","0","115","0","160","285","0","0","0","0","0","0","285"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","0","0","115","110","30","25","110","390","390"
"10007162","University of the Arts, London","20","0","2,490","0","195","2,705","4,290","0","0","0","675","4,965","7,670"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","55","0","0","55","55"
"10007769","London Business School","5","0","1,460","0","0","1,465","0","0","0","0","0","0","1,465"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","40","0","0","40","40"
"10007797","University of London (Institutes and activities)","5","0","215","0","95","315","35","0","0","0","10","50","360"
"10039082","City and Guilds of London Art School","0","0","25","0","0","25","30","0","0","0","95","125","145"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","50","0","35","90","90"
"10004036","London Film School Limited","0","0","110","0","0","110","0","0","0","0","0","0","110"
"10015506","The London College","0","0","0","0","0","0","170","0","950","0","5","1,125","1,125"
"10004048","London Metropolitan University","10","5","635","115","200","960","1,525","10","0","30","530","2,095","3,055"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","95","95","95"
"10004078","London South Bank University","45","0","1,180","75","685","1,985","2,900","75","150","5","865","3,995","5,985"
"10004063","London School of Economics and Political Science","140","0","5,815","0","30","5,985","1,565","0","0","0","0","1,565","7,550"
"10007771","London School of Hygiene and Tropical Medicine","60","0","575","0","0","635","0","0","0","0","0","0","635"
"10022285","London School of Management Education","0","0","0","0","0","0","125","0","20","0","40","185","185"
"10004075","London School of Theology","10","0","15","0","5","30","55","0","0","0","15","70","100"
"10004079","London Studio Centre","0","0","10","0","0","10","85","5","0","0","0","95","105"
"10062810","The London School of Architecture","0","0","0","0","50","50","0","0","0","0","0","0","50"
"10008289","The London Institute of Banking & Finance","0","0","0","0","0","0","75","0","0","0","30","110","110"
"10004035","The Film Education Training Trust Limited","0","0","20","0","10","30","90","0","0","0","0","90","115"
"10004113","Loughborough University","235","5","2,350","65","90","2,745","3,415","0","0","0","150","3,565","6,310"
"10009612","Luther King House Educational Trust","0","0","5","0","5","15","5","0","0","0","5","5","20"
"10004180","The Manchester Metropolitan University","115","20","2,245","655","705","3,740","6,810","0","0","0","785","7,595","11,335"
"10007798","The University of Manchester","940","80","7,575","355","880","9,830","7,210","0","0","0","415","7,625","17,455"
"10009527","Istituto Marangoni Limited","0","0","160","0","0","160","200","45","0","0","35","285","440"
"10023452","The Markfield Institute of Higher Education","0","0","25","0","5","30","40","0","0","0","0","40","70"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","15","0","0","0","10","25","25"
"10020416","Missio Dei","0","15","0","0","0","15","5","0","0","0","0","5","20"
"10030776","St Mellitus College","0","0","30","0","5","35","15","0","0","0","80","95","130"
"10004320","The Metanoia Institute","0","0","75","0","10","85","40","0","0","0","0","40","125"
"10004351","Middlesex University","125","30","1,530","205","610","2,495","4,350","165","0","25","1,360","5,905","8,400"
"10032277","The Minster Centre","0","0","35","0","5","35","0","0","0","0","0","0","35"
"10049370","MLA College","0","0","0","0","0","0","5","0","0","0","0","5","5"
"10004450","Mountview Academy of Theatre Arts","0","0","105","0","0","105","90","10","0","0","5","105","210"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","280","0","135","415","415"
"10023454","Moorlands College","0","0","25","0","10","35","40","0","0","0","10","50","80"
"10000216","All Nations Christian College","0","0","10","0","0","10","20","0","0","0","15","35","45"
"10004538","Nazarene Theological College","0","0","15","0","5","20","15","0","0","0","15","30","50"
"10030129","Nelson College London Ltd","0","0","5","0","0","5","95","70","305","0","0","470","475"
"10023456","Newbold College","0","0","10","0","5","15","5","0","0","0","10","15","30"
"10007799","Newcastle University","395","300","2,995","190","510","4,395","5,425","0","0","10","500","5,935","10,330"
"10048199","Northeastern University London","0","0","20","0","0","20","45","0","0","0","0","45","65"
"10008397","Norland College","0","0","0","0","0","0","90","0","0","0","0","90","90"
"10007138","The University of Northampton","25","0","1,250","40","465","1,780","2,360","185","30","5","390","2,970","4,750"
"10009614","Grŵp NPTC Group","0","0","0","0","0","0","0","0","75","0","0","75","75"
"10004740","Northern College of Acupuncture","0","0","10","0","5","10","35","0","0","0","0","35","50"
"10001282","University of Northumbria at Newcastle","155","5","3,525","140","755","4,580","4,890","0","0","15","1,050","5,955","10,535"
"10004775","Norwich University of the Arts","0","0","60","0","15","75","625","0","0","0","75","700","775"
"10007154","University of Nottingham","635","105","3,165","195","435","4,535","7,775","0","0","0","495","8,270","12,805"
"10004797","The Nottingham Trent University","90","0","3,200","135","575","4,000","8,150","280","30","110","990","9,560","13,565"
"10007773","The Open University","105","0","1,695","105","720","2,625","10,170","190","0","0","4,265","14,625","17,250"
"10023445","ICOM","0","0","0","0","0","0","5","0","0","0","5","5","5"
"10004930","Oxford Brookes University","70","10","1,345","165","575","2,165","3,270","180","0","5","370","3,830","5,995"
"10007774","The University of Oxford","1,270","60","3,410","150","640","5,535","3,210","0","0","20","180","3,410","8,945"
"10066143","Paris Dauphine International","0","0","0","0","0","0","25","0","0","0","0","25","25"
"10006243","St Patrick's International College","0","0","0","0","0","0","0","0","180","0","0","180","180"
"10005127","Arts University Plymouth","0","0","45","0","0","45","280","0","0","0","55","335","380"
"10007801","University of Plymouth","90","20","965","85","340","1,500","3,840","85","0","90","690","4,705","6,205"
"10019178","Point Blank Music School","0","0","0","0","0","0","160","0","0","0","45","210","210"
"10007155","The University of Portsmouth","175","0","2,490","65","285","3,015","5,825","40","35","95","545","6,545","9,560"
"10083476","The Prince's Foundation","0","5","0","0","0","10","0","0","0","0","0","0","10"
"10005337","Queen Margaret University, Edinburgh","10","0","305","15","280","615","780","0","0","0","160","940","1,555"
"10007775","Queen Mary University of London","310","0","4,275","0","575","5,160","4,310","0","0","0","405","4,710","9,875"
"10025197","University Centre Quayside Limited","0","0","0","0","0","0","10","0","0","0","10","20","20"
"10009292","Royal Academy of Dramatic Art","0","0","20","0","5","25","105","45","0","0","0","150","175"
"10005544","Royal Academy of Dance","0","0","5","15","0","20","25","0","0","0","0","25","50"
"10005389","Ravensbourne University London","0","0","70","0","0","70","690","0","0","0","115","800","870"
"10005470","Richmond, The American International University in London","0","0","80","0","5","85","105","0","0","0","25","130","215"
"10007802","The University of Reading","250","40","1,870","300","670","3,135","3,315","65","0","50","180","3,610","6,745"
"10086591","Regent's University London Limited","0","0","220","0","45","270","385","0","0","0","90","475","740"
"10021100","Regents Theological College","0","0","10","0","5","20","30","0","0","0","10","40","55"
"10023871","Results Consortium Limited","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","10","0","0","15","15"
"10008455","Regent College London","0","0","0","0","0","0","305","0","800","0","0","1,110","1,110"
"10005500","Robert Gordon University","30","5","985","0","440","1,460","2,115","0","0","0","335","2,450","3,910"
"10007776","Roehampton University","60","5","970","375","130","1,540","2,490","20","0","5","355","2,870","4,415"
"10005523","Rose Bruford College of Theatre and Performance","0","0","50","0","10","60","310","0","0","0","5","315","375"
"10007835","Royal Academy of Music","5","0","160","0","25","190","105","0","0","0","10","115","305"
"10005545","Royal Agricultural University","5","0","105","0","15","125","270","50","0","0","45","370","495"
"10007777","Royal College of Art","30","0","1,060","0","5","1,095","0","0","0","0","125","125","1,225"
"10007778","Royal College of Music","5","0","210","0","50","265","100","0","0","0","10","110","375"
"10005561","Royal Conservatoire of Scotland","5","0","200","15","10","225","240","0","0","0","25","270","495"
"10007816","The Royal Central School of Speech and Drama","0","0","270","0","5","275","215","0","0","0","20","235","505"
"10005553","Royal Holloway and Bedford New College","130","50","1,215","0","205","1,605","2,540","0","0","0","100","2,640","4,245"
"10007837","Royal Northern College of Music","5","0","140","0","25","175","135","0","0","0","25","160","335"
"10007779","The Royal Veterinary College","20","5","80","0","70","180","440","45","0","0","15","505","680"
"10007803","The University of St. Andrews","205","50","1,090","0","55","1,400","1,800","0","0","0","255","2,050","3,450"
"10007839","SAE Education Limited","0","0","5","0","0","5","230","0","0","0","60","285","290"
"10007782","St George's, University of London","20","5","260","0","175","455","905","0","0","0","95","1,005","1,460"
"10008026","St Mary's University College","0","0","35","20","5","55","210","0","0","0","0","210","265"
"10007843","St Mary's University, Twickenham","15","0","575","405","80","1,075","820","105","0","0","30","955","2,030"
"10007156","The University of Salford","105","20","2,535","0","365","3,025","4,605","135","30","0","275","5,045","8,070"
"10021256","The Salvation Army","0","0","0","0","0","0","0","0","0","0","10","10","10"
"10008362","London School of Science and Technology Limited","0","0","0","0","0","0","265","0","0","0","70","335","335"
"10007780","SOAS University of London","120","0","1,105","0","65","1,290","690","0","0","0","95","780","2,070"
"10005700","SRUC","0","0","10","0","15","30","190","0","435","0","0","625","650"
"10005790","Sheffield Hallam University","70","5","2,260","655","945","3,935","5,835","80","20","10","750","6,700","10,630"
"10007157","The University of Sheffield","685","10","6,025","35","780","7,530","4,425","135","70","0","95","4,720","12,250"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","0","20","0","5","25","35","0","0","0","0","40","65"
"10006022","Solent University","5","0","760","0","155","920","2,020","155","270","0","490","2,930","3,850"
"10007158","The University of Southampton","555","45","3,630","195","220","4,645","3,585","0","0","0","205","3,790","8,435"
"10006093","Spurgeon's College","5","0","10","0","10","20","20","0","0","0","30","50","70"
"10006299","Staffordshire University","35","0","650","110","395","1,195","3,020","445","0","0","900","4,360","5,555"
"10008098","Study Group","0","0","0","0","0","0","0","0","0","0","2,225","2,225","2,225"
"10007804","The University of Stirling","80","5","1,295","0","515","1,890","1,960","0","0","0","250","2,210","4,105"
"10037449","University of St Mark and St John","0","0","105","135","110","355","585","45","0","5","80","715","1,070"
"10008010","Stranmillis University College","0","0","5","15","40","55","295","0","0","0","0","295","355"
"10007805","The University of Strathclyde","285","30","2,705","685","880","4,585","3,415","0","0","0","335","3,750","8,335"
"10014001","University of Suffolk","0","0","125","0","90","220","1,260","250","30","25","300","1,870","2,085"
"10007159","The University of Sunderland","25","5","1,375","350","545","2,295","3,875","280","5","10","735","4,910","7,205"
"10007160","The University of Surrey","215","0","1,515","0","285","2,015","3,445","0","0","0","250","3,695","5,710"
"10007806","The University of Sussex","215","0","2,010","505","320","3,045","4,020","0","0","0","120","4,140","7,190"
"10007855","Swansea University","185","65","1,650","70","450","2,420","3,795","10","0","0","670","4,475","6,895"
"10007161","Teesside University","45","0","1,775","10","1,225","3,055","2,740","275","390","20","750","4,170","7,230"
"10082743","ThinkSpace Education Limited","0","0","15","0","5","20","0","0","0","0","0","0","20"
"10008017","Trinity Laban Conservatoire of Music and Dance","5","0","145","0","20","170","240","0","0","0","35","280","445"
"10007858","University of Wales Trinity Saint David","40","20","460","250","230","1,000","1,610","115","175","60","2,105","4,065","5,065"
"10068157","University Centre Peterborough","0","0","0","0","0","0","135","30","165","0","10","345","345"
"10007114","University of the Highlands and Islands","25","5","175","115","220","540","965","0","1,315","0","920","3,200","3,735"
"10007807","Ulster University","120","0","2,470","105","1,240","3,935","4,535","0","0","0","725","5,260","9,195"
"10039956","The University of Law","0","0","3,765","0","1,150","4,915","585","0","0","0","1,230","1,820","6,730"
"10007784","University College London","1,175","320","11,750","865","1,465","15,575","5,435","0","0","0","285","5,725","21,300"
"10007793","University of South Wales","40","5","1,770","0","710","2,525","3,495","490","235","0","1,265","5,485","8,015"
"10007163","The University of Warwick","435","35","4,415","415","750","6,045","4,710","5","0","25","480","5,220","11,270"
"10007361","Waverley Abbey College","0","0","20","0","5","25","20","0","0","0","20","40","65"
"10007164","University of the West of England, Bristol","60","0","1,740","235","690","2,725","6,050","70","0","0","185","6,305","9,035"
"10007800","The University of the West of Scotland","35","0","1,440","0","620","2,090","3,000","0","0","0","360","3,355","5,450"
"10032288","West Dean College","0","0","20","0","0","20","15","30","0","0","85","135","155"
"10006566","The University of West London","25","0","880","0","225","1,130","2,460","85","0","0","170","2,715","3,845"
"10007165","The University of Westminster","55","0","2,215","0","655","2,920","3,680","25","0","0","675","4,375","7,300"
"10003614","The University of Winchester","30","5","335","295","170","835","1,810","0","0","5","235","2,050","2,885"
"10007166","The University of Wolverhampton","40","5","1,055","275","585","1,960","2,690","160","30","35","855","3,765","5,725"
"10007139","University of Worcester","15","0","385","355","230","985","1,820","430","0","25","340","2,615","3,600"
"10007833","Wrexham University","5","0","495","0","125","625","605","25","50","30","255","970","1,595"
"10007657","Writtle University College","0","0","20","0","5","30","155","0","0","0","40","195","225"
"10007713","York St John University","5","15","580","155","155","910","1,395","0","0","5","265","1,660","2,570"
"10007167","The University of York","320","50","3,595","100","620","4,685","3,875","15","0","0","505","4,390","9,080"
"","Total","22,925","4,055","276,930","22,335","64,340","390,585","439,140","9,365","7,915","1,480","71,485","529,390","919,970"
