﻿Title:,"Table 7 - HE academic staff by HE provider and employment conditions"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 7
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Activity standard occupational classification,All 
,Academic year,2016/17 
Search:,


"UKPRN","HE provider","Teaching only","Research only","Both teaching and research","Neither teaching nor research","Total academic staff"
"10007796","The University of Leicester","365","475","795","5","1,645"
"10007151","The University of Lincoln","655","55","490","0","1,205"
"10003956","Liverpool Hope University","70","0","230","0","295"
"10003957","Liverpool John Moores University","300","85","1,055","0","1,435"
"10003945","The Liverpool Institute for Performing Arts","70","0","0","0","75"
"10006842","The University of Liverpool","805","845","1,180","5","2,835"
"10003958","Liverpool School of Tropical Medicine","15","100","65","20","200"
"10007162","University of the Arts, London","1,760","0","1,515","0","3,275"
"10007769","London Business School","0","5","100","5","110"
"10007797","University of London (Institutes and activities)","20","25","40","10","95"
"10004048","London Metropolitan University","5","5","395","30","435"
"10004078","London South Bank University","835","35","240","5","1,110"
"10004063","London School of Economics and Political Science","655","415","640","0","1,705"
"10007771","London School of Hygiene and Tropical Medicine","0","350","490","0","840"
"10004113","Loughborough University","420","325","790","0","1,535"
"10004180","The Manchester Metropolitan University","930","40","1,535","50","2,555"
"10007798","The University of Manchester","910","2,215","2,075","0","5,195"
"10004351","Middlesex University","60","60","920","0","1,040"
"10007799","Newcastle University","525","1,070","1,315","0","2,910"
"10007138","The University of Northampton","205","15","530","10","755"
"10001282","University of Northumbria at Newcastle","105","70","1,210","0","1,385"
"10004775","Norwich University of the Arts","135","0","60","0","200"
"10007154","University of Nottingham","495","1,245","1,675","0","3,420"
"10004797","The Nottingham Trent University","565","0","1,310","0","1,875"
"10007773","The Open University","4,230","165","855","5","5,255"
"10004930","Oxford Brookes University","525","35","755","0","1,320"
"10007774","The University of Oxford","105","4,845","1,805","15","6,770"
"10005127","Arts University Plymouth","60","0","70","5","135"
"10007801","University of Plymouth","565","215","550","20","1,345"
"10007155","The University of Portsmouth","435","15","1,205","0","1,660"
"10005337","Queen Margaret University, Edinburgh","10","20","220","5","250"
"10007775","Queen Mary University of London","575","800","1,010","0","2,385"
"10005389","Ravensbourne University London","210","0","5","5","215"
"10007802","The University of Reading","625","390","685","0","1,700"
"10005500","Robert Gordon University","170","35","470","5","680"
"10007776","Roehampton University","270","5","265","5","545"
"10005523","Rose Bruford College of Theatre and Performance","0","0","75","0","75"
"10007835","Royal Academy of Music","265","0","30","0","295"
"10005545","Royal Agricultural University","10","0","50","5","65"
"10007777","Royal College of Art","0","30","140","0","170"
"10007778","Royal College of Music","245","5","40","0","290"
"10005561","Royal Conservatoire of Scotland","275","0","95","0","375"
"10007816","The Royal Central School of Speech and Drama","0","5","70","0","75"
"10005553","Royal Holloway and Bedford New College","585","125","510","5","1,230"
"10007837","Royal Northern College of Music","0","0","330","0","330"
"10007779","The Royal Veterinary College","70","90","130","0","295"
"10007803","The University of St. Andrews","150","365","645","0","1,165"
"10007782","St George's, University of London","215","85","140","5","450"
"10008026","St Mary's University College","20","0","40","0","60"
"10007843","St Mary's University, Twickenham","185","0","285","0","470"
"10007156","The University of Salford","115","20","855","5","995"
"10007780","SOAS University of London","445","35","300","10","790"
"10005700","SRUC","160","125","25","5","315"
"10005790","Sheffield Hallam University","410","140","1,450","0","2,005"
"10007157","The University of Sheffield","490","1,355","1,430","0","3,270"
"10006022","Solent University","290","20","435","0","745"
"10007158","The University of Southampton","575","1,065","1,385","5","3,030"
"10006299","Staffordshire University","375","0","510","5","895"
"10007804","The University of Stirling","380","130","405","0","915"
"10037449","University of St Mark and St John","0","0","90","10","100"
"10008010","Stranmillis University College","5","0","45","5","55"
"10007805","The University of Strathclyde","245","530","690","115","1,580"
"10014001","University of Suffolk","0","0","195","5","200"
"10007159","The University of Sunderland","330","10","435","5","780"
"10007160","The University of Surrey","530","300","590","0","1,425"
"10007806","The University of Sussex","685","380","795","5","1,865"
"10007855","Swansea University","450","350","620","0","1,425"
"10007161","Teesside University","35","50","645","0","730"
"10008017","Trinity Laban Conservatoire of Music and Dance","340","0","25","5","370"
"10007858","University of Wales Trinity Saint David","190","30","515","10","745"
"10007114","University of the Highlands and Islands","0","20","10","10","40"
"10007807","Ulster University","570","140","545","0","1,260"
"10007784","University College London","1,115","3,595","2,700","0","7,415"
"10007793","University of South Wales","1,020","50","725","10","1,805"
"10008574","The University of Wales (central functions)","0","15","0","25","45"
"10007163","The University of Warwick","840","835","1,175","0","2,855"
"10007164","University of the West of England, Bristol","275","125","1,215","30","1,645"
"10007800","The University of the West of Scotland","15","25","510","10","560"
"10006566","The University of West London","655","0","305","0","960"
"10007165","The University of Westminster","785","70","910","5","1,770"
"10003614","The University of Winchester","340","20","350","20","730"
"10007166","The University of Wolverhampton","180","25","635","5","840"
"10007139","University of Worcester","325","25","430","10","790"
"10007833","Wrexham University","10","5","195","20","230"
"10007657","Writtle University College","105","0","5","5","115"
"10007713","York St John University","35","0","290","0","325"
"10007167","The University of York","320","620","855","0","1,790"
"","Total","56,130","49,085","100,165","1,490","206,870"
