﻿Title:,"Table 49 - HE student enrolments by HE provider and subject of study"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 49
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2022/23 
Search:,


"UKPRN","HE provider","01 Medicine and dentistry","02 Subjects allied to medicine","03 Biological and sport sciences","04 Psychology","05 Veterinary sciences","06 Agriculture, food and related studies","07 Physical sciences","09 Mathematical sciences","10 Engineering and technology","11 Computing","13 Architecture, building and planning","26 Geography, earth and environmental studies (natural sciences)","15 Social sciences","16 Law","17 Business and management","19 Language and area studies","20 Historical, philosophical and religious studies","22 Education and teaching","23 Combined and general studies","24 Media, journalism and communications","25 Design, and creative and performing arts","26 Geography, earth and environmental studies (social sciences)","Total"
"10008899","The Ashridge (Bonar Law Memorial) Trust","0","0","0","120","0","0","0","0","0","0","0","0","0","0","635","0","0","0","0","0","0","0","755"
"10003212","Hult International Business School Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,700","0","0","0","0","0","0","0","1,700"
"10007759","Aston University","615","2,695","220","900","0","0","215","365","2,475","2,465","235","0","1,365","815","6,170","305","40","175","120","40","0","0","19,210"
"10038772","British Academy of Jewellery Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","780","0","0","0","0","0","0","0","780"
"10007857","Bangor University","170","1,700","1,705","1,210","0","295","0","0","215","345","0","395","730","505","1,765","510","340","470","0","160","200","115","10,825"
"10000571","Bath Spa University","0","160","110","620","0","0","0","0","140","315","3,470","155","460","160","6,295","445","160","1,820","0","660","2,370","0","17,335"
"10007850","The University of Bath","70","1,240","1,760","1,185","0","0","1,340","1,065","3,155","1,325","630","0","3,240","0","3,315","435","0","445","35","0","0","0","19,240"
"10007152","University of Bedfordshire","45","1,750","480","390","0","85","75","0","375","1,530","40","0","2,285","185","5,825","180","0","870","0","125","455","0","14,695"
"10005343","Queen's University Belfast","2,160","4,900","975","1,000","0","310","685","460","2,000","2,485","725","280","2,175","1,575","2,690","930","630","635","55","240","555","130","25,600"
"10037544","BIMM University","0","0","0","0","0","0","0","0","640","0","0","0","0","0","325","0","0","65","0","115","5,915","0","7,060"
"10007760","Birkbeck College","0","580","260","1,530","0","0","125","210","0","885","0","290","1,325","730","1,635","925","995","120","60","350","90","100","10,200"
"10007140","Birmingham City University","0","8,465","485","1,350","0","10","0","25","1,335","2,340","1,385","0","2,225","1,840","6,060","275","5","1,810","110","855","3,170","0","31,745"
"10006840","The University of Birmingham","3,055","3,045","2,055","1,415","0","90","1,460","800","3,860","2,050","180","990","5,050","1,840","5,615","2,035","1,980","2,090","360","65","595","75","38,710"
"10000712","University College Birmingham","0","1,035","485","0","0","1,115","0","0","45","120","315","0","530","0","2,285","0","0","160","0","0","405","0","6,490"
"10007832","Birmingham Newman University","0","335","105","200","0","0","0","15","0","30","0","0","440","100","150","70","305","990","5","0","30","0","2,775"
"10000894","Bristol Baptist College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","50"
"10007811","Bishop Grosseteste University","0","70","65","105","0","0","0","10","0","0","0","0","165","0","160","70","150","1,275","15","0","40","0","2,125"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","125","1,315","0","0","0","0","0","0","0","1,440"
"10006841","The University of Bolton","5","3,005","185","405","0","0","0","0","990","875","105","20","1,455","215","1,970","60","0","595","50","30","875","0","10,845"
"10000385","The Arts University Bournemouth","0","0","0","0","0","0","0","0","5","0","175","0","0","0","115","110","0","0","0","0","3,485","0","3,890"
"10000824","Bournemouth University","20","4,225","965","1,195","0","0","480","0","340","2,210","0","210","1,420","735","4,395","145","235","65","55","1,095","1,120","30","18,925"
"10031982","BPP University","0","925","0","100","0","0","0","0","0","950","0","0","1,435","8,490","15,550","0","0","50","5","0","0","0","27,505"
"10007785","The University of Bradford","0","5,085","400","395","0","0","275","0","960","1,105","0","0","1,550","600","2,480","0","10","0","0","40","40","0","12,925"
"10000886","The University of Brighton","705","4,195","705","670","0","0","30","75","775","715","590","220","1,760","400","2,040","465","240","1,335","120","905","1,880","45","17,870"
"10000936","The University College of Osteopathy","0","425","10","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","465"
"10007786","The University of Bristol","2,110","1,610","1,505","890","1,240","80","1,635","1,430","3,140","1,390","0","1,110","4,205","1,875","3,780","1,865","1,820","1,295","290","0","805","30","32,100"
"10028216","Brit College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","0","790","0","0","0","0","900"
"10023464","Trinity College Bristol","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","150"
"10000961","Brunel University London","120","1,450","1,415","1,205","0","0","0","285","3,260","2,135","25","310","1,505","1,160","4,105","230","80","535","80","185","285","5","18,370"
"10000975","Buckinghamshire New University","20","2,970","365","270","0","0","20","0","120","415","10","0","2,330","805","12,960","5","0","150","0","160","675","0","21,275"
"10007787","The University of Buckingham","650","115","5","305","0","0","0","0","0","320","0","0","130","310","305","85","205","1,310","5","5","15","0","3,760"
"10019368","London College of Business Studies","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","0","0","155","0","0","0","0","245"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","115","0","135"
"10007788","The University of Cambridge","1,790","770","1,090","355","395","15","1,435","1,210","2,730","760","630","905","2,325","1,080","920","2,400","2,535","1,220","35","65","260","55","22,975"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135","0","0","0","0","0","135"
"10003324","The Institute of Cancer Research","375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","375"
"10001143","Canterbury Christ Church University","155","3,370","560","695","0","65","210","25","195","490","0","5","1,465","620","20,045","305","250","2,145","330","225","600","0","31,760"
"10007814","Cardiff University","2,735","5,110","1,695","1,330","0","0","1,320","785","1,965","1,620","1,335","735","2,660","1,860","2,755","2,020","1,455","330","1,445","980","250","345","32,725"
"10007854","Cardiff Metropolitan University","0","1,310","2,235","685","0","270","0","0","265","1,025","165","0","695","295","3,895","80","0","1,370","45","75","1,140","0","13,545"
"10057213","CEG UFP Limited","0","0","0","0","0","0","10","0","170","30","0","0","30","30","770","0","0","0","5","0","5","0","1,050"
"10001264","Central School of Ballet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","0","115"
"10007141","The University of Central Lancashire","2,450","7,030","755","1,055","0","45","910","45","1,775","1,050","590","10","2,520","1,645","4,495","975","200","410","370","250","1,305","0","27,890"
"10024024","Central Film School London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135","0","0","135"
"10007848","University of Chester","515","3,180","525","705","0","720","120","45","280","430","0","115","830","595","2,535","335","420","1,390","310","135","760","0","13,940"
"10007137","The University of Chichester","0","405","730","430","0","0","0","25","140","140","0","0","695","85","465","190","185","710","0","90","1,590","0","5,885"
"10001386","Chicken Shed Theatre Company","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","0","70"
"10001546","The College of Integrated Chinese Medicine","0","185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185"
"10026921","Christ the Redeemer College","0","5","0","0","0","0","0","0","0","0","0","0","0","0","170","0","20","50","0","0","0","0","250"
"10010213","The City College","0","60","0","0","0","0","0","0","0","0","0","0","0","0","140","0","0","85","0","0","0","0","285"
"10001478","City, University of London","0","4,320","0","1,060","0","0","0","490","1,615","1,385","0","0","2,600","2,880","5,880","245","95","185","25","685","275","0","21,735"
"10007912","Cliff College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","0","0","0","0","0","120"
"10066502","The College of Health Ltd","0","355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","355"
"10023442","The College of Osteopaths","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"10020038","Commonwealth College of Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","10"
"10081618","The Council of the Inns of Court","0","0","0","0","0","0","0","0","0","0","0","0","0","215","0","0","0","0","0","0","0","0","215"
"10007761","Courtauld Institute of Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","605","0","0","0","0","0","605"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","40"
"10001726","Coventry University","0","5,605","1,325","1,350","0","60","235","350","3,455","2,065","960","135","2,795","905","12,720","255","65","980","100","475","1,425","140","35,405"
"10007822","Cranfield University","0","0","0","0","0","30","95","25","2,975","485","0","100","25","0","1,585","0","5","0","35","0","0","70","5,430"
"10006427","University for the Creative Arts","0","0","0","0","0","0","0","0","0","235","260","0","0","0","4,545","115","0","0","0","45","5,945","0","11,140"
"10007842","University of Cumbria","0","5,000","285","210","0","120","65","0","120","0","0","45","620","365","1,365","15","95","1,425","15","0","300","10","10,055"
"10026767","Dartington Hall Trust (The)","0","0","0","0","0","45","0","0","0","0","0","0","25","0","0","10","0","0","55","5","35","0","170"
"10015688","David Game College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","230","0","90","0","0","0","0","0","30","0","355"
"10001883","De Montfort University","0","4,440","65","820","0","0","660","40","1,835","2,360","510","0","3,195","1,095","8,335","265","105","350","0","590","3,200","60","27,915"
"10007851","University of Derby","0","6,590","1,115","1,295","0","0","310","50","1,555","1,095","350","270","2,345","1,005","2,585","155","115","1,515","500","310","910","0","22,070"
"10007852","The University of Dundee","2,300","3,385","550","625","0","0","350","140","585","510","480","375","735","995","2,315","555","400","1,455","110","240","1,260","0","17,365"
"10007143","University of Durham","0","0","1,070","1,075","0","0","2,340","1,160","875","715","0","750","2,720","1,340","3,630","1,855","2,660","930","340","0","330","580","22,365"
"10067355","Dyson Technical Training Limited","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0","80"
"10007789","The University of East Anglia","1,265","3,760","1,135","1,470","0","10","310","205","265","800","5","565","2,490","735","2,345","985","755","590","55","490","195","120","18,540"
"10007144","The University of East London","0","2,735","1,240","1,345","0","0","300","0","1,155","2,625","790","0","1,040","510","7,300","55","0","1,255","55","585","1,465","0","22,450"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","290","0","0","0","0","0","290"
"10007823","Edge Hill University","125","5,060","1,080","740","0","0","0","95","80","525","0","90","1,205","495","920","390","175","2,765","35","265","435","30","14,505"
"10007772","Edinburgh Napier University","0","2,985","805","300","110","0","0","0","850","2,190","915","0","845","490","3,895","360","0","145","95","440","1,095","0","15,520"
"10007790","The University of Edinburgh","2,110","1,515","2,670","1,410","970","235","1,835","1,485","2,525","2,200","990","845","4,315","1,625","2,640","2,815","3,530","1,960","835","190","1,985","430","39,110"
"10022047","Empire College London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135","0","0","50","10","0","0","0","200"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","465","0","0","0","30","195","0","0","0","10","0","0","0","695"
"10007791","The University of Essex","10","2,860","1,015","2,270","0","0","0","805","1,090","685","0","5","3,080","1,405","2,945","645","370","120","490","130","855","0","18,780"
"10008173","University College of Estate Management","0","0","0","0","0","0","0","0","0","0","2,045","0","0","0","1,060","0","0","0","0","0","0","0","3,105"
"10002313","ESCP Europe Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","865","0","0","0","0","0","0","0","865"
"10007792","The University of Exeter","1,665","1,755","2,305","2,525","0","15","635","945","1,695","1,285","0","675","3,875","1,975","5,415","2,460","2,250","1,330","645","395","325","655","32,825"
"10008640","Falmouth University","0","0","0","0","0","0","0","0","15","905","120","0","0","0","730","375","0","110","80","365","4,675","0","7,380"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","465","0","545"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","490","0","545"
"10022087","Futureworks","0","0","0","0","0","0","0","0","95","140","0","0","0","0","0","10","0","0","0","0","190","0","430"
"10042500","Global Banking School Limited","0","0","0","0","0","0","0","0","0","0","60","0","420","0","905","0","0","440","0","365","0","0","2,195"
"10007762","Glasgow Caledonian University","115","6,280","160","610","0","40","170","0","1,970","1,410","1,180","0","1,825","365","6,190","50","0","50","225","540","380","0","21,555"
"10002681","Glasgow School of Art","0","10","0","0","0","0","0","0","90","110","480","0","30","0","0","10","275","15","115","20","1,450","0","2,605"
"10007794","The University of Glasgow","3,135","1,485","1,800","1,785","835","145","1,480","975","3,385","2,495","220","1,195","3,870","1,740","4,565","2,915","2,560","3,175","65","390","1,245","290","39,755"
"10007145","University of Gloucestershire","0","1,485","750","465","0","0","0","0","145","675","150","60","860","120","1,225","135","130","615","20","260","1,255","40","8,390"
"10002718","Goldsmiths College","0","290","0","860","0","0","0","0","0","1,080","25","0","1,415","190","630","480","435","560","45","1,015","2,320","0","9,350"
"10030408","Gower College Swansea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","40"
"10007146","The University of Greenwich","0","4,880","1,400","1,395","0","730","255","160","2,055","3,270","1,125","25","1,640","800","7,750","385","90","1,480","0","120","1,105","0","28,660"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,075","0","1,075"
"10040812","Harper Adams University","0","0","130","0","465","4,255","0","0","80","20","10","30","0","0","70","0","0","15","0","0","0","0","5,070"
"10080811","Hartpury University","0","0","700","0","305","1,360","0","0","0","0","0","0","0","0","140","0","0","0","0","0","0","0","2,505"
"10007764","Heriot-Watt University","0","0","515","560","0","165","600","705","2,475","900","1,280","200","220","0","2,630","515","0","50","60","90","660","0","11,625"
"10007147","University of Hertfordshire","840","6,585","645","775","0","10","160","385","2,395","4,445","340","85","1,470","1,260","10,325","115","140","1,915","85","235","1,580","495","34,285"
"10007148","The University of Huddersfield","0","4,715","315","540","0","0","640","125","1,325","1,240","315","20","1,220","545","6,040","290","140","1,185","25","205","1,390","50","20,325"
"10007149","The University of Hull","655","2,705","660","580","0","0","405","65","1,435","1,340","15","375","2,165","655","2,165","405","255","950","10","265","240","55","15,400"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","90","0","0","35","0","830","0","0","535","0","0","0","0","1,490"
"10003270","Imperial College of Science, Technology and Medicine","4,470","615","1,600","0","0","0","2,565","1,370","7,045","1,445","0","595","0","0","2,375","10","0","115","0","50","0","0","22,255"
"10003284","Inchbald School of Design Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","30"
"10013220","Institute of Art - London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","5","200","0","0","25","0","0","350"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","90","0","0","0","0","0","95"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","0","0","0","0","40","0","0","0","0","0","75","0","0","0","30","15","1,030","0","1,190"
"10027603","International College of Musical Theatre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","15"
"10082728","INTO University Partnerships Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","0","0","0","0","0","0","0","110"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","0","0","0","0","0","110"
"10067601","JSA Education Group Ltd.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","60"
"10082570","Kaplan International Colleges U.K. Limited","0","0","20","20","0","0","0","0","140","235","30","0","25","45","530","0","0","0","0","15","0","0","1,060"
"10021682","Kaplan Open Learning (Essex) Limited","0","50","0","350","0","0","0","0","0","100","0","0","320","415","530","0","0","60","0","0","0","0","1,830"
"10007767","Keele University","990","4,450","355","745","180","0","685","145","90","740","0","400","950","530","1,375","380","235","635","25","120","45","10","13,090"
"10007150","The University of Kent","150","1,430","1,110","1,370","0","25","805","350","580","1,110","435","40","3,080","1,610","2,955","675","860","190","110","265","715","55","17,920"
"10003645","King's College London","4,225","8,180","1,175","3,015","0","0","1,010","1,120","1,240","1,640","0","305","6,335","2,185","3,740","1,665","1,935","605","455","1,630","195","400","41,045"
"10003678","Kingston University","10","4,500","315","915","0","0","585","85","1,580","1,745","855","160","1,120","255","2,750","185","130","675","75","475","2,950","60","19,410"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","365","0","365"
"10007768","The University of Lancaster","685","420","760","820","0","5","980","930","765","1,225","115","595","2,965","865","4,065","1,070","685","330","85","345","365","85","18,165"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","2,210","0","2,250"
"10003861","Leeds Beckett University","0","3,200","2,540","960","0","0","15","0","655","1,085","1,245","45","2,350","1,100","6,110","200","175","1,310","60","645","1,800","85","23,580"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500"
"10034449","Leeds Conservatoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,455","0","1,455"
"10007795","The University of Leeds","2,855","2,230","1,425","1,180","0","355","1,395","1,160","3,730","1,470","265","920","4,020","1,910","5,005","2,020","1,850","745","530","1,195","2,125","1,015","37,410"
"10003863","Leeds Trinity University","0","20","315","655","0","0","0","0","0","90","0","0","3,100","1,150","6,490","115","30","1,050","375","175","65","0","13,630"
"10082828","College of Legal Practice Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","470","0","0","0","0","0","0","0","0","470"
"10007796","The University of Leicester","1,695","850","1,280","1,055","0","0","855","475","1,215","1,585","0","375","1,960","1,635","3,120","405","610","345","0","740","0","55","18,260"
"10089591","LIBF Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","335","0","0","0","0","0","0","0","335"
"10007151","The University of Lincoln","0","2,445","1,100","1,195","0","665","835","145","810","900","295","190","1,720","765","4,745","490","700","560","0","445","1,630","75","19,710"
"10036456","Academy of Live Technology Ltd","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","155","0","170"
"10003956","Liverpool Hope University","0","65","375","485","0","0","0","45","55","305","0","90","1,080","170","565","155","270","1,245","0","150","465","10","5,520"
"10003957","Liverpool John Moores University","0","5,555","2,735","1,455","0","0","605","180","2,030","915","1,390","170","3,605","1,415","4,160","390","380","1,385","0","740","1,305","0","28,420"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0","85","0","0","0","0","0","0","0","0","0","0","0","885","0","975"
"10006842","The University of Liverpool","2,455","2,305","1,195","1,740","2,080","85","1,145","1,000","2,475","1,860","1,055","630","2,340","1,615","4,250","1,015","1,140","65","155","585","375","395","29,955"
"10003958","Liverpool School of Tropical Medicine","250","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","260"
"10007820","Grŵp Llandrillo Menai","0","205","30","0","0","20","0","0","55","45","30","0","80","0","45","5","0","70","205","25","55","0","875"
"10007162","University of the Arts, London","0","0","80","135","0","0","65","0","0","765","450","0","0","0","2,015","0","0","280","0","1,955","17,880","0","23,625"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155","0","0","0","0","0","0","0","155"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,300","0","0","0","0","0","0","0","2,300"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","835","0","0","0","0","0","0","0","835"
"10007797","University of London (Institutes and activities)","310","160","0","80","20","0","0","105","10","815","0","0","280","480","590","35","205","90","80","0","5","10","3,275"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","245","0","295"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","90","0","0","0","0","105"
"10004036","London Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","295","0","340"
"10015506","The London College","0","0","15","0","0","0","0","0","470","30","0","0","0","0","400","0","0","0","0","0","0","0","915"
"10004048","London Metropolitan University","0","1,385","370","625","0","90","150","145","130","890","420","0","3,095","470","5,205","165","5","565","0","350","1,070","0","15,135"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145","0","0","0","0","145"
"10004078","London South Bank University","50","5,810","180","630","0","90","185","0","2,360","755","2,020","0","750","630","3,065","0","5","335","0","85","920","5","17,865"
"10004063","London School of Economics and Political Science","0","0","0","425","0","0","0","1,025","0","50","0","75","6,185","1,040","2,485","65","1,090","0","0","440","0","415","13,295"
"10007771","London School of Hygiene and Tropical Medicine","210","790","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","1,040"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","0","0","0","0","120","0","510","0","0","85","0","0","0","0","715"
"10004075","London School of Theology","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","245","0","0","0","10","0","300"
"10004079","London Studio Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","325","0","330"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0","0","0","0","0","0","0","0","115"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","150","0","160"
"10067623","The London Interdisciplinary School Ltd","0","0","0","0","0","0","20","0","0","0","0","20","20","0","0","0","0","0","20","0","20","0","95"
"10004113","Loughborough University","0","325","2,345","1,060","0","0","605","680","4,835","830","725","255","2,150","0","2,830","270","215","120","0","445","1,545","205","19,435"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","70"
"10042679","International Business College Manchester Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","20"
"10004180","The Manchester Metropolitan University","35","4,995","1,855","2,260","0","250","410","245","1,000","2,925","1,195","290","3,200","1,590","9,030","1,105","700","2,395","25","920","4,565","110","39,095"
"10007798","The University of Manchester","3,715","5,255","1,750","1,950","0","0","2,560","1,910","6,135","1,955","325","1,265","5,635","1,510","6,230","2,360","1,865","1,035","110","190","960","145","46,860"
"10009527","Istituto Marangoni Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","475","0","0","0","0","195","695","0","1,360"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","70","20","0","0","0","0","95"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","80"
"10030776","St Mellitus College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","345","0","0","0","0","0","345"
"10004320","The Metanoia Institute","0","430","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","460"
"10004351","Middlesex University","20","3,560","510","785","250","0","40","50","325","1,330","60","10","1,785","1,790","4,345","65","120","825","40","140","1,845","20","17,910"
"10032277","The Minster Centre","0","180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180"
"10049370","MLA College","0","0","0","0","0","0","0","0","10","0","0","90","0","0","5","0","0","0","0","0","0","0","100"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","440","0","440"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","0","0","0","0","110","0","445","0","0","130","0","0","0","0","685"
"10023454","Moorlands College","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","25","145","5","0","0","0","0","195"
"10055902","Multiverse","0","0","0","0","0","0","0","0","0","4,015","0","0","0","0","1,155","0","0","0","0","0","0","0","5,170"
"10001444","National Centre for Circus Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","0","65"
"10000216","All Nations Christian College","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","50","0","0","0","0","0","55"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","140","0","0","0","0","0","140"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,650","0","0","0","0","0","0","0","1,650"
