﻿Title:,"Table 11 - HE staff FTE by HE provider and cost centre"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 11
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Contract marker,All (including atypical) 
,Academic year,2020/21 
Search:,


"UKPRN","HE Provider","Medicine, dentistry & health","Agriculture, forestry & veterinary science","Biological, mathematical & physical sciences","Engineering & technology","Architecture & planning","Administration & business studies","Social studies","Humanities & language based studies & archaeology","Design, creative & performing arts","Education","Total academic services","Central administration & services, staff and student facilities","Premises","Residences & catering","Total all cost centres"
"10007146","The University of Greenwich","180","80","105","160","60","160","140","35","5","75","0","785","0","0","1,785"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","295","0","5","10","10","0","325"
"10040812","Harper Adams University*","","","","","","","","","","","","","","",""
"10080811","Hartpury University","0","85","0","0","0","0","0","0","0","70","10","55","15","25","260"
"10007764","Heriot-Watt University","20","0","335","350","65","160","15","40","35","5","70","570","55","150","1,870"
"10007147","University of Hertfordshire","400","20","145","230","5","230","165","60","95","85","485","575","40","15","2,555"
"10007148","The University of Huddersfield*","","","","","","","","","","","","","","",""
"10007149","The University of Hull","295","0","150","90","0","110","120","75","35","100","50","695","120","40","1,875"
"10003239","ICON College of Technology and Management*","","","","","","","","","","","","","","",""
"10003270","Imperial College of Science, Technology and Medicine","2,640","0","1,290","1,645","0","370","0","0","0","80","375","1,180","290","135","7,995"
"10013220","Institute of Art - London Limited*","","","","","","","","","","","","","","",""
"10035638","Institute of Contemporary Music Performance*","","","","","","","","","","","","","","",""
"10082570","Kaplan International Colleges U.K. Limited*","","","","","","","","","","","","","","",""
"10021682","Kaplan Open Learning (Essex) Limited*","","","","","","","","","","","","","","",""
"10007767","Keele University","510","10","205","50","0","25","140","60","10","15","185","260","145","125","1,745"
"10007150","The University of Kent","195","0","305","140","40","145","390","215","55","35","160","605","170","300","2,755"
"10003645","King's College London","2,410","0","370","180","0","200","790","410","40","80","735","1,955","630","135","7,935"
"10003678","Kingston University","215","0","115","160","50","105","120","55","200","60","155","385","20","0","1,645"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","60","0","0","60","5","5","125"
"10007768","The University of Lancaster","230","0","580","235","5","320","225","185","75","30","350","550","265","80","3,125"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","140","0","0","5","0","0","145"
"10003861","Leeds Beckett University","185","0","30","85","65","155","110","40","105","245","245","700","135","80","2,175"
"10034449","Leeds Conservatoire","0","0","0","0","0","0","0","0","70","0","25","60","10","5","170"
"10007795","The University of Leeds","1,515","65","1,010","695","0","380","440","490","215","75","1,075","1,270","355","285","7,870"
"10003863","Leeds Trinity University","30","0","0","0","0","20","50","15","0","90","90","115","25","15","450"
"10007796","The University of Leicester","635","0","620","125","0","140","345","190","10","40","150","715","245","75","3,295"
"10007151","The University of Lincoln","240","75","175","125","25","180","215","85","140","85","160","310","35","65","1,915"
"10036456","Academy of Live Technology Ltd*","","","","","","","","","","","","","","",""
"10003956","Liverpool Hope University*","","","","","","","","","","","","","","",""
"10003957","Liverpool John Moores University*","","","","","","","","","","","","","","",""
"10003945","The Liverpool Institute for Performing Arts*","","","","","","","","","","","","","","",""
"10006842","The University of Liverpool","1,320","400","880","350","120","240","375","260","30","15","590","535","305","165","5,595"
"10003958","Liverpool School of Tropical Medicine","530","0","0","0","0","0","0","0","0","0","0","0","0","0","530"
"10007162","University of the Arts, London","0","0","0","20","20","75","125","0","1,770","0","240","620","125","45","3,035"
"10013109","London Bridge Business Academy*","","","","","","","","","","","","","","",""
"10007769","London Business School*","","","","","","","","","","","","","","",""
"10007797","University of London (Institutes and activities)*","","","","","","","","","","","","","","",""
"10004036","London Film School Limited*","","","","","","","","","","","","","","",""
"10004048","London Metropolitan University","45","0","60","40","25","65","95","15","70","55","190","205","5","0","865"
"10004078","London South Bank University*","","","","","","","","","","","","","","",""
"10004063","London School of Economics and Political Science","50","0","125","0","0","250","1,130","145","0","0","195","670","305","135","3,005"
"10007771","London School of Hygiene and Tropical Medicine","725","0","385","0","0","0","0","0","0","0","0","395","20","10","1,535"
"10022285","London School of Management Education*","","","","","","","","","","","","","","",""
"10004075","London School of Theology*","","","","","","","","","","","","","","",""
"10062810","The London School of Architecture*","","","","","","","","","","","","","","",""
"10008289","The London Institute of Banking & Finance*","","","","","","","","","","","","","","",""
"10067623","The London Interdisciplinary School Ltd*","","","","","","","","","","","","","","",""
"10004113","Loughborough University","70","0","210","730","60","205","205","40","65","115","160","750","255","260","3,125"
"10009612","Luther King House Educational Trust*","","","","","","","","","","","","","","",""
"10004180","The Manchester Metropolitan University","260","0","230","205","60","380","350","175","305","230","675","715","280","75","3,950"
"10007798","The University of Manchester","2,055","0","2,115","1,240","65","515","685","435","95","140","750","1,060","625","115","9,890"
"10030776","St Mellitus College*","","","","","","","","","","","","","","",""
"10004320","The Metanoia Institute*","","","","","","","","","","","","","","",""
"10004351","Middlesex University","190","0","90","140","0","180","190","5","175","95","330","270","25","5","1,695"
"10023777","Mont Rose College of Management and Sciences*","","","","","","","","","","","","","","",""
"10023454","Moorlands College*","","","","","","","","","","","","","","",""
"10004538","Nazarene Theological College*","","","","","","","","","","","","","","",""
"10030129","Nelson College London Ltd","0","0","0","0","0","5","0","0","0","0","0","5","0","0","15"
"10007799","Newcastle University","1,405","90","585","675","125","245","345","295","75","80","530","750","390","160","5,750"
"10067406","New Model Institute for Technology and Engineering (NMITE)*","","","","","","","","","","","","","","",""
"10048199","Northeastern University London*","","","","","","","","","","","","","","",""
"10007138","The University of Northampton","185","0","25","50","0","135","75","20","70","90","240","245","0","10","1,135"
"10001282","University of Northumbria at Newcastle","280","0","220","220","100","240","265","110","205","105","400","580","180","10","2,915"
"10004775","Norwich University of the Arts*","","","","","","","","","","","","","","",""
"10007154","University of Nottingham*","","","","","","","","","","","","","","",""
"10004797","The Nottingham Trent University*","","","","","","","","","","","","","","",""
"10007773","The Open University*","","","","","","","","","","","","","","",""
"10004930","Oxford Brookes University","250","0","105","105","160","195","155","105","60","115","135","535","70","50","2,030"
"10007774","The University of Oxford","4,635","0","2,160","950","5","420","990","1,020","60","285","1,045","1,605","215","15","13,400"
"10005127","Arts University Plymouth*","","","","","","","","","","","","","","",""
"10007801","University of Plymouth*","","","","","","","","","","","","","","",""
"10019178","Point Blank Music School*","","","","","","","","","","","","","","",""
"10007155","The University of Portsmouth","250","0","210","300","55","235","310","70","90","85","330","720","90","65","2,815"
"10005337","Queen Margaret University, Edinburgh","145","0","10","0","0","30","25","0","15","10","70","120","5","0","430"
"10007775","Queen Mary University of London","1,490","0","435","400","0","140","395","315","20","0","185","730","190","95","4,395"
"10009292","Royal Academy of Dramatic Art*","","","","","","","","","","","","","","",""
"10005389","Ravensbourne University London","0","0","0","0","0","0","50","0","60","0","5","135","10","0","255"
"10007802","The University of Reading","185","155","415","45","70","410","140","220","55","55","225","890","240","145","3,250"
"10008455","Regent College London*","","","","","","","","","","","","","","",""
"10005500","Robert Gordon University","210","0","30","135","35","75","105","0","50","40","90","295","125","0","1,185"
"10007776","Roehampton University","95","0","30","0","0","55","80","80","40","90","125","300","25","0","925"
"10005523","Rose Bruford College of Theatre and Performance*","","","","","","","","","","","","","","",""
"10007835","Royal Academy of Music*","","","","","","","","","","","","","","",""
"10005545","Royal Agricultural University*","","","","","","","","","","","","","","",""
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","200","0","130","105","20","0","455"
"10007778","Royal College of Music*","","","","","","","","","","","","","","",""
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","145","5","10","105","30","0","290"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","110","0","45","30","5","0","195"
"10005553","Royal Holloway and Bedford New College","80","0","200","95","0","120","225","140","50","0","150","385","95","90","1,635"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","85","0","10","120","10","20","245"
"10007779","The Royal Veterinary College","0","660","0","0","0","0","0","0","0","0","135","90","60","5","945"
"10007803","The University of St. Andrews","210","0","630","70","0","65","195","415","0","0","230","450","235","240","2,735"
"10007839","SAE Education Limited*","","","","","","","","","","","","","","",""
"10007782","St George's, University of London","410","0","95","0","0","0","0","0","0","0","15","235","15","5","770"
"10008026","St Mary's University College","0","0","0","0","0","0","10","0","0","40","15","25","15","5","110"
"10007843","St Mary's University, Twickenham","45","0","10","0","0","20","30","25","20","130","50","220","30","65","645"
"10007156","The University of Salford","300","0","105","140","90","85","220","40","150","30","345","510","215","5","2,245"
"10007780","SOAS University of London","0","0","0","0","0","30","185","115","30","35","120","235","70","5","825"
"10005700","SRUC","0","635","55","35","0","15","0","0","0","10","10","175","30","15","985"
"10005790","Sheffield Hallam University","315","20","115","250","85","215","255","60","135","320","580","930","245","65","3,590"
"10007157","The University of Sheffield","1,065","0","660","1,670","155","220","455","285","30","75","1,000","825","515","105","7,050"
"10006022","Solent University","45","0","10","140","15","70","95","5","120","75","130","155","45","10","915"
"10007158","The University of Southampton","1,255","0","735","865","0","190","285","255","145","60","405","820","265","200","5,485"
"10006093","Spurgeon's College*","","","","","","","","","","","","","","",""
"10006299","Staffordshire University","145","0","40","140","0","50","150","15","95","65","120","445","5","40","1,295"
"10007804","The University of Stirling","160","0","190","35","0","95","200","95","0","80","95","325","100","80","1,450"
"10037449","University of St Mark and St John","30","0","0","0","0","10","0","0","10","95","0","120","35","0","295"
"10008010","Stranmillis University College*","","","","","","","","","","","","","","",""
"10007805","The University of Strathclyde","290","0","425","1,075","30","275","220","110","0","210","340","700","95","120","3,890"
"10014001","University of Suffolk","100","0","25","20","0","20","40","10","25","5","5","225","15","0","480"
"10007159","The University of Sunderland","245","0","30","80","0","170","155","35","55","110","340","360","90","35","1,700"
"10007160","The University of Surrey","185","105","355","460","0","185","130","75","70","10","410","420","230","115","2,755"
"10007806","The University of Sussex","240","0","435","130","0","275","425","185","15","65","330","420","15","15","2,555"
"10007855","Swansea University","680","0","200","690","0","175","360","105","0","25","365","605","165","70","3,440"
"10083403","The Engineering and Design Institute London*","","","","","","","","","","","","","","",""
"10007161","Teesside University","280","0","95","230","0","70","105","25","50","60","455","230","95","30","1,730"
"10082743","ThinkSpace Education Limited*","","","","","","","","","","","","","","",""
"10008017","Trinity Laban Conservatoire of Music and Dance*","","","","","","","","","","","","","","",""
"10007858","University of Wales Trinity Saint David","15","5","0","95","10","190","90","75","115","95","125","190","95","30","1,125"
"10067648","University Academy 92 Limited*","","","","","","","","","","","","","","",""
"10007114","University of the Highlands and Islands","50","0","10","0","0","0","0","15","0","0","70","145","5","0","300"
"10007807","Ulster University*","","","","","","","","","","","","","","",""
"10039956","The University of Law*","","","","","","","","","","","","","","",""
"10007784","University College London","4,565","0","1,635","1,135","655","130","630","625","65","670","405","1,920","250","40","12,720"
"10007793","University of South Wales","220","0","100","155","15","90","135","20","195","125","365","390","65","70","1,945"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0","0","0","0","0","0","25","0","0","25"
"10007163","The University of Warwick","435","0","890","1,095","0","510","420","345","50","125","510","1,015","565","465","6,425"
"10007361","Waverley Abbey College*","","","","","","","","","","","","","","",""
"10007164","University of the West of England, Bristol","490","0","180","310","195","305","340","70","165","90","260","735","230","65","3,435"
"10007800","The University of the West of Scotland","195","0","90","120","0","100","90","0","25","105","140","260","75","30","1,230"
"10006566","The University of West London*","","","","","","","","","","","","","","",""
"10007165","The University of Westminster","60","0","85","100","135","210","185","90","135","15","145","535","55","25","1,770"
"10003614","The University of Winchester","85","0","5","10","0","55","95","80","35","135","75","180","55","95","905"
"10007166","The University of Wolverhampton","315","0","120","125","60","90","130","65","95","135","100","690","200","50","2,180"
"10007139","University of Worcester","165","0","35","20","0","40","60","25","30","195","100","250","75","40","1,040"
"10007833","Wrexham University","50","5","0","50","5","15","25","5","20","25","75","135","30","5","450"
"10007657","Writtle University College*","","","","","","","","","","","","","","",""
"10007713","York St John University","60","0","10","15","0","45","55","70","55","60","130","205","75","15","790"
"10007167","The University of York*","","","","","","","","","","","","","","",""
"","Total","","","","","","","","","","","","","","",""
