﻿Title:,"Table 8 - HE academic staff by HE provider and highest qualification held"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2017/18 
Search:,


"UKPRN","HE Provider","Doctorate","Other higher degree","Other postgraduate qualification","First degree","Other undergraduate qualification","Other","Unknown","Total academic staff"
"10040812","Harper Adams University","75","25","20","40","10","5","5","180"
"10007764","Heriot-Watt University","675","65","15","25","5","5","55","840"
"10007147","University of Hertfordshire","630","700","130","360","50","45","15","1,925"
"10007765","Heythrop College","45","0","0","0","0","0","0","45"
"10007148","The University of Huddersfield","640","245","15","10","0","0","0","920"
"10007149","The University of Hull","665","125","105","90","10","20","10","1,025"
"10003270","Imperial College of Science, Technology and Medicine","3,150","585","75","285","5","15","165","4,275"
"10007767","Keele University","505","95","125","85","15","5","0","830"
"10007150","The University of Kent","850","355","20","170","20","10","45","1,470"
"10003645","King's College London","2,805","1,490","155","395","25","15","75","4,970"
"10003678","Kingston University","505","110","90","50","10","125","130","1,015"
"10007768","The University of Lancaster","1,330","290","240","195","20","35","0","2,105"
"10003854","Leeds Arts University","10","75","35","35","5","0","0","160"
"10003861","Leeds Beckett University","535","395","265","145","15","10","10","1,375"
"10007795","The University of Leeds","2,270","545","80","280","45","165","120","3,500"
"10003863","Leeds Trinity University","75","65","15","10","0","0","5","175"
"10007796","The University of Leicester","1,025","360","15","240","5","30","0","1,675"
"10007151","The University of Lincoln","575","375","80","150","30","35","15","1,260"
"10003956","Liverpool Hope University","240","50","15","15","0","0","0","320"
"10003957","Liverpool John Moores University","750","440","115","160","40","15","25","1,545"
"10003945","The Liverpool Institute for Performing Arts","5","20","0","25","5","10","10","80"
"10006842","The University of Liverpool","1,910","550","115","250","25","15","65","2,935"
"10003958","Liverpool School of Tropical Medicine","145","45","20","5","0","0","0","215"
"10007162","University of the Arts, London","220","385","530","295","100","55","645","2,230"
"10007769","London Business School","95","5","0","10","0","0","0","115"
"10007797","University of London (Institutes and activities)","80","10","5","0","0","0","0","95"
"10004048","London Metropolitan University","155","140","80","35","5","10","5","435"
"10004078","London South Bank University","260","260","145","55","10","15","370","1,115"
"10004063","London School of Economics and Political Science","955","460","40","105","0","0","165","1,725"
"10007771","London School of Hygiene and Tropical Medicine","435","205","85","10","0","5","5","755"
"10004113","Loughborough University","1,105","115","135","100","40","25","90","1,610"
"10004180","The Manchester Metropolitan University","1,005","555","495","315","85","85","20","2,560"
"10007798","The University of Manchester","3,935","580","205","300","45","15","35","5,120"
"10004351","Middlesex University","505","225","160","145","20","10","0","1,055"
"10007799","Newcastle University","1,925","320","25","350","25","255","75","2,980"
"10007138","The University of Northampton","250","315","100","105","25","10","15","825"
"10001282","University of Northumbria at Newcastle","765","360","65","175","10","20","20","1,420"
"10004775","Norwich University of the Arts","15","65","40","75","10","0","0","205"
"10007154","University of Nottingham","2,665","420","95","175","15","15","10","3,395"
"10004797","The Nottingham Trent University","810","460","375","290","20","30","60","2,045"
"10007773","The Open University","2,315","1,840","415","355","65","0","20","5,005"
"10004930","Oxford Brookes University","505","350","185","170","35","30","130","1,415"
"10007774","The University of Oxford","5,230","855","90","415","15","15","10","6,630"
"10005127","Arts University Plymouth","10","25","60","30","5","0","0","135"
"10007801","University of Plymouth","805","195","115","125","25","5","35","1,300"
"10007155","The University of Portsmouth","885","305","255","125","25","30","60","1,690"
"10005337","Queen Margaret University, Edinburgh","85","65","10","35","5","0","65","260"
"10007775","Queen Mary University of London","1,660","685","130","125","30","55","405","3,095"
"10005389","Ravensbourne University London","20","50","75","50","10","5","0","205"
"10007802","The University of Reading","1,225","195","165","85","20","5","105","1,795"
"10005500","Robert Gordon University","220","195","140","95","20","10","15","705"
"10007776","Roehampton University","330","75","60","15","5","5","115","600"
"10005523","Rose Bruford College of Theatre and Performance","10","35","15","15","5","0","0","80"
"10007835","Royal Academy of Music","30","70","25","85","45","10","25","290"
"10005545","Royal Agricultural University","30","10","10","10","0","0","0","60"
"10007777","Royal College of Art","65","75","15","15","5","0","0","175"
"10007778","Royal College of Music","25","45","35","85","55","25","15","290"
"10005561","Royal Conservatoire of Scotland","35","25","100","105","20","15","30","325"
"10007816","The Royal Central School of Speech and Drama","20","0","30","15","0","0","0","75"
"10005553","Royal Holloway and Bedford New College","790","205","80","40","0","20","50","1,185"
"10007837","Royal Northern College of Music","45","75","105","50","25","10","5","310"
"10007779","The Royal Veterinary College","155","25","45","50","5","0","10","295"
"10007803","The University of St. Andrews","1,000","95","0","65","5","0","10","1,175"
"10007782","St George's, University of London","230","60","75","40","5","30","95","535"
"10008026","St Mary's University College","20","40","0","0","0","0","0","60"
"10007843","St Mary's University, Twickenham","135","110","55","60","10","20","35","425"
"10007156","The University of Salford","435","230","100","125","25","20","60","995"
"10007780","SOAS University of London","335","100","50","25","10","10","310","835"
"10005700","SRUC","115","30","25","25","20","5","70","295"
"10005790","Sheffield Hallam University","755","515","490","140","20","10","90","2,025"
"10007157","The University of Sheffield","2,480","415","60","205","30","15","70","3,280"
"10006022","Solent University","125","195","170","130","65","20","0","705"
"10007158","The University of Southampton","2,040","285","260","160","45","15","90","2,890"
"10006299","Staffordshire University","210","250","65","270","35","20","40","895"
"10007804","The University of Stirling","455","135","100","110","10","20","150","980"
"10037449","University of St Mark and St John","35","35","10","5","0","0","0","85"
"10008010","Stranmillis University College","25","15","5","5","0","0","0","50"
"10007805","The University of Strathclyde","1,125","230","85","115","15","5","90","1,665"
"10014001","University of Suffolk","70","75","25","15","0","0","0","190"
"10007159","The University of Sunderland","205","165","90","80","15","25","190","770"
"10007160","The University of Surrey","985","250","55","145","30","15","0","1,480"
"10007806","The University of Sussex","995","400","35","225","20","30","295","2,010"
"10007855","Swansea University","800","275","90","195","20","75","135","1,585"
"10007161","Teesside University","270","320","75","40","0","0","0","710"
"10008017","Trinity Laban Conservatoire of Music and Dance","35","75","65","135","30","35","25","405"
"10007858","University of Wales Trinity Saint David","160","195","165","130","20","5","70","745"
"10007114","University of the Highlands and Islands","45","20","5","5","0","0","0","75"
"10007807","Ulster University","695","290","85","170","20","5","0","1,265"
"10007784","University College London","5,000","925","100","345","15","45","1,245","7,675"
"10007793","University of South Wales","390","430","330","385","95","85","5","1,710"
"10008574","The University of Wales (central functions)","15","5","5","5","5","0","0","35"
"10007163","The University of Warwick","1,935","410","200","145","25","30","160","2,910"
"10007164","University of the West of England, Bristol","805","435","215","225","40","15","40","1,780"
"10007800","The University of the West of Scotland","285","145","80","85","5","0","0","600"
"10006566","The University of West London","225","380","120","150","35","80","0","990"
"10007165","The University of Westminster","505","475","190","155","40","25","215","1,610"
"10003614","The University of Winchester","295","215","75","85","15","20","20","720"
"10007166","The University of Wolverhampton","395","300","85","85","10","10","10","895"
"10007139","University of Worcester","240","365","140","140","20","5","5","915"
"10007833","Wrexham University","55","90","30","30","5","0","0","215"
"10007657","Writtle University College","20","0","40","25","10","10","0","105"
"10007713","York St John University","165","95","35","40","5","5","0","340"
"10007167","The University of York","1,380","305","70","65","5","5","25","1,860"
"","Total","114,595","40,345","17,630","19,925","3,415","3,140","12,930","211,980"
