﻿Title:,"Table 7 - HE academic staff by HE provider and employment conditions"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 7
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Activity standard occupational classification,All 
,Academic year,2017/18 
Search:,


"UKPRN","HE provider","Female","Male","Other","Total academic staff"
"10004797","The Nottingham Trent University","1,005","1,045","0","2,045"
"10007773","The Open University","2,780","2,230","0","5,005"
"10004930","Oxford Brookes University","755","655","0","1,415"
"10007774","The University of Oxford","2,720","3,910","0","6,630"
"10005127","Arts University Plymouth","70","65","0","135"
"10007801","University of Plymouth","610","690","0","1,300"
"10007155","The University of Portsmouth","765","920","0","1,690"
"10005337","Queen Margaret University, Edinburgh","180","80","0","260"
"10007775","Queen Mary University of London","1,375","1,715","0","3,095"
"10005389","Ravensbourne University London","90","120","0","205"
"10007802","The University of Reading","895","895","0","1,795"
"10005500","Robert Gordon University","365","340","0","705"
"10007776","Roehampton University","340","260","0","600"
"10005523","Rose Bruford College of Theatre and Performance","45","35","0","80"
"10007835","Royal Academy of Music","95","200","0","290"
"10005545","Royal Agricultural University","20","40","0","60"
"10007777","Royal College of Art","90","85","0","175"
"10007778","Royal College of Music","100","190","0","290"
"10005561","Royal Conservatoire of Scotland","150","180","0","325"
"10007816","The Royal Central School of Speech and Drama","45","30","0","75"
"10005553","Royal Holloway and Bedford New College","515","670","0","1,185"
"10007837","Royal Northern College of Music","130","180","0","310"
"10007779","The Royal Veterinary College","165","130","0","295"
"10007803","The University of St. Andrews","455","720","0","1,175"
"10007782","St George's, University of London","320","215","0","535"
"10008026","St Mary's University College","30","35","0","60"
"10007843","St Mary's University, Twickenham","230","195","0","425"
"10007156","The University of Salford","440","560","0","995"
"10007780","SOAS University of London","440","395","0","835"
"10005700","SRUC","140","160","0","295"
"10005790","Sheffield Hallam University","1,040","985","0","2,025"
"10007157","The University of Sheffield","1,265","2,010","0","3,280"
"10006022","Solent University","255","450","0","705"
"10007158","The University of Southampton","1,160","1,730","0","2,890"
"10006299","Staffordshire University","400","490","0","895"
"10007804","The University of Stirling","510","470","0","980"
"10037449","University of St Mark and St John","55","30","0","85"
"10008010","Stranmillis University College","35","15","0","50"
"10007805","The University of Strathclyde","575","1,090","0","1,665"
"10014001","University of Suffolk","100","90","0","190"
"10007159","The University of Sunderland","365","405","0","770"
"10007160","The University of Surrey","655","825","0","1,480"
"10007806","The University of Sussex","910","1,100","0","2,010"
"10007855","Swansea University","640","945","0","1,585"
"10007161","Teesside University","355","355","0","710"
"10008017","Trinity Laban Conservatoire of Music and Dance","190","210","0","405"
"10007858","University of Wales Trinity Saint David","415","335","0","745"
"10007114","University of the Highlands and Islands","40","35","0","75"
"10007807","Ulster University","585","675","0","1,265"
"10007784","University College London","3,580","4,095","0","7,675"
"10007793","University of South Wales","760","950","0","1,710"
"10008574","The University of Wales (central functions)","20","20","0","35"
"10007163","The University of Warwick","1,100","1,815","0","2,910"
"10007164","University of the West of England, Bristol","890","890","0","1,780"
"10007800","The University of the West of Scotland","280","320","0","600"
"10006566","The University of West London","440","550","0","990"
"10007165","The University of Westminster","810","800","0","1,610"
"10003614","The University of Winchester","400","320","0","720"
"10007166","The University of Wolverhampton","460","435","0","895"
"10007139","University of Worcester","580","335","0","915"
"10007833","Wrexham University","110","105","0","215"
"10007657","Writtle University College","65","40","0","105"
"10007713","York St John University","170","170","0","340"
"10007167","The University of York","810","1,045","0","1,860"
"","Total","97,200","114,745","35","211,980"
