﻿Title:,"Table 24 - HE staff by HE provider and nationality"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 24
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Atypical marker,Non-atypical 
,Contract marker,All (excluding atypical) 
,Mode of employment,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE provider","UK","European Union","Non-European Union","Not known","Total"
"10007772","Edinburgh Napier University","1,535","295","235","10","2,070"
"10007790","The University of Edinburgh","10,930","3,225","3,105","65","17,325"
"10042570","Escape Studios*","","","","",""
"10007791","The University of Essex","2,100","430","540","80","3,150"
"10008173","University College of Estate Management*","","","","",""
"10007792","The University of Exeter","5,565","735","995","70","7,370"
"10008640","Falmouth University*","","","","",""
"10004511","The National Film and Television School*","","","","",""
"10022087","Futureworks*","","","","",""
"10007762","Glasgow Caledonian University","1,465","110","110","0","1,685"
"10002681","Glasgow School of Art","560","50","45","5","660"
"10007794","The University of Glasgow","7,155","1,450","1,855","0","10,455"
"10007145","University of Gloucestershire*","","","","",""
"10002718","Goldsmiths College","1,520","320","305","5","2,155"
"10007146","The University of Greenwich","1,645","275","360","5","2,285"
"10007825","Guildhall School of Music and Drama","725","85","55","0","870"
"10040812","Harper Adams University*","","","","",""
"10080811","Hartpury University","445","40","20","0","500"
"10007764","Heriot-Watt University","1,555","385","390","0","2,330"
"10007147","University of Hertfordshire","3,135","360","390","0","3,885"
"10007148","The University of Huddersfield*","","","","",""
"10007149","The University of Hull","1,950","130","145","5","2,230"
"10003239","ICON College of Technology and Management*","","","","",""
"10003270","Imperial College of Science, Technology and Medicine","5,390","1,895","1,630","5","8,925"
"10057622","The School of Information Risk Management*","","","","",""
"10013220","Institute of Art - London Limited*","","","","",""
"10035638","Institute of Contemporary Music Performance*","","","","",""
"10082728","INTO University Partnerships Limited*","","","","",""
"10082570","Kaplan International Colleges U.K. Limited*","","","","",""
"10021682","Kaplan Open Learning (Essex) Limited*","","","","",""
"10007767","Keele University","1,920","105","160","0","2,190"
"10007150","The University of Kent","2,360","350","335","10","3,055"
"10003645","King's College London","6,860","2,225","1,885","0","10,975"
"10003678","Kingston University","1,450","230","195","5","1,875"
"10003758","LAMDA Limited","150","10","15","0","180"
"10007768","The University of Lancaster","3,385","460","560","5","4,410"
"10003854","Leeds Arts University*","","","","",""
"10003861","Leeds Beckett University","2,440","155","185","0","2,780"
"10034449","Leeds Conservatoire","260","15","5","0","280"
"10007795","The University of Leeds","7,925","810","1,080","0","9,815"
"10003863","Leeds Trinity University","715","25","25","10","780"
"10082828","College of Legal Practice Limited*","","","","",""
"10007796","The University of Leicester","3,465","390","500","0","4,350"
"10089591","LIBF Limited*","","","","",""
"10007151","The University of Lincoln","2,215","185","325","0","2,730"
"10036456","Academy of Live Technology Ltd*","","","","",""
"10003956","Liverpool Hope University","615","70","35","0","720"
"10003957","Liverpool John Moores University*","","","","",""
"10031239","LMA*","","","","",""
"10003945","The Liverpool Institute for Performing Arts*","","","","",""
"10006842","The University of Liverpool","5,920","740","680","0","7,340"
"10003958","Liverpool School of Tropical Medicine","435","55","90","0","585"
"10007162","University of the Arts, London","3,730","720","480","70","4,995"
"10013109","London Bridge Business Academy*","","","","",""
"10007769","London Business School*","","","","",""
"10007797","University of London (Institutes and activities)*","","","","",""
"10004036","London Film School Limited*","","","","",""
"10004048","London Metropolitan University","820","120","90","0","1,035"
"10004078","London South Bank University*","","","","",""
"10004063","London School of Economics and Political Science","2,425","1,000","1,165","25","4,610"
"10007771","London School of Hygiene and Tropical Medicine","1,125","260","385","0","1,775"
"10022285","London School of Management Education*","","","","",""
"10004075","London School of Theology*","","","","",""
"10062810","The London School of Architecture*","","","","",""
"10067623","The London Interdisciplinary School Ltd*","","","","",""
"10004113","Loughborough University","3,210","330","415","5","3,960"
"10009612","Luther King House Educational Trust*","","","","",""
"10004180","The Manchester Metropolitan University","4,150","375","420","35","4,985"
"10007798","The University of Manchester","9,155","1,235","1,385","0","11,775"
"10023453","Matrix College of Counselling and Psychotherapy Ltd*","","","","",""
"10020416","Missio Dei*","","","","",""
"10030776","St Mellitus College*","","","","",""
"10004320","The Metanoia Institute*","","","","",""
"10004351","Middlesex University","1,070","220","140","0","1,430"
"10023777","Mont Rose College of Management and Sciences*","","","","",""
"10023454","Moorlands College*","","","","",""
"10001444","National Centre for Circus Arts*","","","","",""
"10004538","Nazarene Theological College*","","","","",""
"10030129","Nelson College London Ltd","15","0","5","0","20"
"10007799","Newcastle University","5,390","540","660","0","6,590"
"10067406","New Model Institute for Technology and Engineering (NMITE)*","","","","",""
"10048199","Northeastern University London*","","","","",""
"10007138","The University of Northampton","1,435","95","185","10","1,720"
"10008816","Northern School of Contemporary Dance*","","","","",""
"10001282","University of Northumbria at Newcastle","3,045","240","385","15","3,690"
"10004775","Norwich University of the Arts*","","","","",""
"10007154","University of Nottingham*","","","","",""
"10004797","The Nottingham Trent University*","","","","",""
"10007773","The Open University*","","","","",""
"10004930","Oxford Brookes University","2,200","280","330","0","2,815"
"10007774","The University of Oxford","8,855","2,160","2,520","1,975","15,515"
"10004028","The Place, London Contemporary Dance School (LCDS)*","","","","",""
"10005127","Arts University Plymouth*","","","","",""
"10007801","University of Plymouth*","","","","",""
"10019178","Point Blank Music School*","","","","",""
"10007155","The University of Portsmouth*","","","","",""
"10005337","Queen Margaret University, Edinburgh","465","75","45","10","595"
"10007775","Queen Mary University of London","4,155","1,220","1,285","0","6,665"
"10009292","Royal Academy of Dramatic Art*","","","","",""
"10005378","Rambert School*","","","","",""
"10005389","Ravensbourne University London","340","55","40","0","435"
"10007802","The University of Reading","2,795","470","635","0","3,900"
"10008455","Regent College London*","","","","",""
"10005500","Robert Gordon University","1,280","135","170","0","1,585"
"10007776","Roehampton University","715","110","130","0","960"
"10005523","Rose Bruford College of Theatre and Performance*","","","","",""
"10007835","Royal Academy of Music*","","","","",""
"10005545","Royal Agricultural University*","","","","",""
"10007777","Royal College of Art","635","150","105","0","885"
"10007778","Royal College of Music*","","","","",""
"10005561","Royal Conservatoire of Scotland","475","40","40","15","570"
"10007816","The Royal Central School of Speech and Drama","175","15","15","0","210"
"10005553","Royal Holloway and Bedford New College","1,720","345","250","5","2,320"
"10007837","Royal Northern College of Music","435","45","25","0","505"
"10007779","The Royal Veterinary College*","","","","",""
"10007803","The University of St. Andrews","2,430","405","415","5","3,250"
"10007839","SAE Education Limited*","","","","",""
"10007782","St George's, University of London","735","90","70","0","895"
"10008026","St Mary's University College","45","105","5","0","155"
"10007843","St Mary's University, Twickenham","730","115","75","0","915"
"10007156","The University of Salford*","","","","",""
"10007780","SOAS University of London","715","170","300","10","1,195"
"10005700","SRUC","985","80","55","50","1,175"
"10005790","Sheffield Hallam University","4,030","180","320","15","4,540"
"10007157","The University of Sheffield","6,950","595","915","0","8,460"
"10006022","Solent University","715","45","65","0","830"
"10007158","The University of Southampton","5,110","780","920","10","6,815"
"10088214","S P Jain London School of Management Limited*","","","","",""
"10006093","Spurgeon's College*","","","","",""
"10006299","Staffordshire University","1,725","65","115","0","1,905"
"10007804","The University of Stirling","1,830","285","225","0","2,335"
"10037449","University of St Mark and St John","320","5","10","0","340"
"10008010","Stranmillis University College*","","","","",""
"10007805","The University of Strathclyde","3,620","470","480","0","4,570"
"10014001","University of Suffolk","560","45","45","0","650"
"10007159","The University of Sunderland","2,285","105","210","60","2,655"
"10007160","The University of Surrey","2,335","375","500","0","3,215"
"10007806","The University of Sussex","2,770","500","535","20","3,825"
"10007855","Swansea University","3,205","255","355","10","3,825"
"10083403","The Engineering and Design Institute London*","","","","",""
"10007161","Teesside University","1,940","65","235","0","2,245"
"10082743","ThinkSpace Education Limited*","","","","",""
"10008017","Trinity Laban Conservatoire of Music and Dance*","","","","",""
"10007858","University of Wales Trinity Saint David","1,525","85","160","5","1,780"
"10067648","University Academy 92 Limited*","","","","",""
"10007114","University of the Highlands and Islands","265","25","5","0","295"
"10007807","Ulster University*","","","","",""
"10039956","The University of Law*","","","","",""
"10007784","University College London","10,575","3,280","3,015","130","17,005"
"10007793","University of South Wales","2,735","130","165","25","3,055"
"10008574","The University of Wales (central functions)","25","0","0","0","25"
"10029843","Waltham International College Limited*","","","","",""
"10007163","The University of Warwick","6,350","905","1,395","0","8,645"
"10007361","Waverley Abbey College*","","","","",""
"10007164","University of the West of England, Bristol","3,875","300","435","25","4,635"
"10007800","The University of the West of Scotland","1,335","115","190","30","1,670"
"10006566","The University of West London*","","","","",""
"10007165","The University of Westminster","2,125","490","290","0","2,910"
"10003614","The University of Winchester","1,110","85","80","15","1,290"
"10007166","The University of Wolverhampton*","","","","",""
"10007139","University of Worcester","1,710","95","105","0","1,915"
"10007833","Wrexham University","550","15","15","0","585"
"10007657","Writtle University College*","","","","",""
"10007713","York St John University","985","45","90","10","1,130"
"10007167","The University of York*","","","","",""
"","Total","","","","",""
