﻿Title:,"Table 5 - Finances and people"
Subtitle:,"Academic years 2015/16 to 2022/23"
Reference ID:,DT042 Table 5
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-5
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-5.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,Choose a value... 
,Region of HE provider,Choose a value... 
,Academic year,2017/18 
Search:,


"UKPRN","HE provider","Total income (£)","Teaching income (£)","Research income (£)","Other non-residential income (£)","Non-residential income total (£)","Total expenditure (£)"
"10040812","Harper Adams University","40,655,000","27,508,000","3,272,000","5,357,000","36,137,000","40,234,000"
"10007764","Heriot-Watt University","228,303,000","148,115,000","48,413,000","13,756,000","210,284,000","220,948,000"
"10007147","University of Hertfordshire","267,466,000","185,222,000","14,344,000","33,817,000","233,383,000","264,990,000"
"10007148","The University of Huddersfield","172,891,000","145,165,000","16,434,000","9,774,000","171,373,000","159,260,000"
"10007149","The University of Hull","194,319,000","147,410,000","17,674,000","13,963,000","179,047,000","189,881,000"
"10003270","Imperial College of Science, Technology and Medicine","1,033,068,000","352,418,000","458,210,000","164,026,000","974,654,000","944,142,000"
"10007767","Keele University","166,345,000","99,138,000","24,635,000","24,191,000","147,964,000","159,491,000"
"10007150","The University of Kent","267,830,000","182,286,000","32,160,000","16,987,000","231,433,000","264,406,000"
"10003645","King's College London","841,030,000","397,327,000","263,232,000","128,423,000","788,982,000","842,425,000"
"10003678","Kingston University","192,218,000","157,489,000","7,618,000","8,936,000","174,043,000","204,818,000"
"10007768","The University of Lancaster","288,228,000","156,169,000","59,860,000","37,380,000","253,409,000","278,740,000"
"10003854","Leeds Arts University","18,571,000","18,283,000","0","288,000","18,571,000","15,210,000"
"10003861","Leeds Beckett University","218,533,000","175,390,000","6,072,000","12,577,000","194,039,000","213,050,000"
"10007795","The University of Leeds","714,584,000","393,529,000","181,925,000","80,452,000","655,906,000","704,648,000"
"10003863","Leeds Trinity University","32,712,000","28,288,000","145,000","1,195,000","29,628,000","31,760,000"
"10007796","The University of Leicester","330,365,000","194,076,000","74,274,000","27,999,000","296,349,000","328,451,000"
"10007151","The University of Lincoln","152,296,000","124,966,000","11,893,000","6,226,000","143,085,000","151,461,000"
"10003956","Liverpool Hope University","52,518,000","44,849,000","1,464,000","799,000","47,112,000","49,622,000"
"10003957","Liverpool John Moores University","214,696,000","194,515,000","14,412,000","4,176,000","213,103,000","212,218,000"
"10003945","The Liverpool Institute for Performing Arts","11,364,000","9,955,000","0","1,080,000","11,035,000","9,707,000"
"10006842","The University of Liverpool","545,739,000","329,126,000","123,070,000","63,105,000","515,301,000","519,540,000"
"10003958","Liverpool School of Tropical Medicine","232,397,000","8,732,000","82,005,000","141,660,000","232,397,000","227,448,000"
"10007162","University of the Arts, London","308,883,000","258,217,000","4,539,000","17,795,000","280,551,000","286,602,000"
"10007769","London Business School","156,514,000","133,551,000","5,112,000","16,460,000","155,123,000","147,483,000"
"10007797","University of London (Institutes and activities)","174,699,000","70,615,000","2,410,000","58,672,000","131,697,000","172,363,000"
"10004048","London Metropolitan University","94,341,000","86,525,000","1,490,000","6,300,000","94,315,000","103,852,000"
"10004078","London South Bank University","145,299,000","121,241,000","5,577,000","8,073,000","134,891,000","143,688,000"
"10004063","London School of Economics and Political Science","360,437,000","218,210,000","51,547,000","51,050,000","320,807,000","330,239,000"
"10007771","London School of Hygiene and Tropical Medicine","230,971,000","26,796,000","158,919,000","44,895,000","230,610,000","208,965,000"
"10004113","Loughborough University","300,810,000","171,950,000","60,122,000","22,105,000","254,177,000","295,499,000"
"10004180","The Manchester Metropolitan University","325,296,000","274,850,000","15,409,000","13,029,000","303,288,000","321,354,000"
"10007798","The University of Manchester","1,059,160,000","520,981,000","367,704,000","117,606,000","1,006,291,000","1,029,616,000"
"10004351","Middlesex University","204,566,000","167,739,000","10,028,000","17,519,000","195,286,000","199,051,000"
"10007799","Newcastle University","511,099,000","288,655,000","143,165,000","58,448,000","490,268,000","499,566,000"
"10007138","The University of Northampton","126,707,000","108,378,000","2,985,000","3,538,000","114,901,000","133,052,000"
"10001282","University of Northumbria at Newcastle","255,500,000","207,353,000","13,513,000","19,246,000","240,112,000","250,445,000"
"10004775","Norwich University of the Arts","23,121,000","21,464,000","199,000","902,000","22,565,000","19,179,000"
"10007154","University of Nottingham","663,989,000","374,759,000","169,739,000","74,411,000","618,909,000","638,765,000"
"10004797","The Nottingham Trent University","290,260,000","255,641,000","11,569,000","15,086,000","282,296,000","290,853,000"
"10007773","The Open University","424,057,000","363,025,000","23,359,000","37,273,000","423,657,000","449,872,000"
"10004930","Oxford Brookes University","199,577,000","142,779,000","9,618,000","17,840,000","170,237,000","210,943,000"
"10007774","The University of Oxford","2,236,923,000","377,101,000","721,266,000","1,133,442,000","2,231,809,000","2,180,482,000"
"10005127","Arts University Plymouth","16,254,000","15,457,000","0","797,000","16,254,000","16,686,000"
"10007801","University of Plymouth","248,693,000","184,372,000","21,438,000","32,733,000","238,543,000","245,602,000"
"10007155","The University of Portsmouth","245,652,000","212,133,000","14,307,000","9,219,000","235,659,000","238,897,000"
"10005337","Queen Margaret University, Edinburgh","37,034,000","26,878,000","3,413,000","1,710,000","32,001,000","42,407,000"
"10007775","Queen Mary University of London","461,916,000","271,214,000","138,327,000","35,492,000","445,033,000","448,684,000"
"10005389","Ravensbourne University London","26,971,000","25,687,000","121,000","1,163,000","26,971,000","26,622,000"
"10007802","The University of Reading","317,175,000","195,388,000","56,186,000","55,016,000","306,590,000","348,909,000"
"10005500","Robert Gordon University","93,383,000","74,080,000","4,223,000","6,794,000","85,097,000","105,989,000"
"10007776","Roehampton University","134,636,000","106,889,000","5,500,000","5,703,000","118,092,000","133,632,000"
"10005523","Rose Bruford College of Theatre and Performance","9,428,000","7,627,000","63,000","540,000","8,230,000","9,705,000"
"10007835","Royal Academy of Music","33,872,000","15,975,000","332,000","16,860,000","33,167,000","22,375,000"
"10005545","Royal Agricultural University","23,496,000","14,492,000","169,000","5,080,000","19,741,000","20,547,000"
"10007777","Royal College of Art","61,080,000","45,340,000","5,491,000","9,610,000","60,441,000","53,938,000"
"10007778","Royal College of Music","34,914,000","18,256,000","862,000","15,410,000","34,528,000","24,483,000"
"10007816","The Royal Central School of Speech and Drama","19,141,000","17,224,000","756,000","1,054,000","19,034,000","17,634,000"
"10005553","Royal Holloway and Bedford New College","173,828,000","113,146,000","26,791,000","9,093,000","149,030,000","169,581,000"
"10007837","Royal Northern College of Music","23,062,000","15,930,000","513,000","5,459,000","21,902,000","22,328,000"
"10007779","The Royal Veterinary College","91,238,000","44,627,000","15,488,000","28,225,000","88,340,000","83,325,000"
"10007803","The University of St. Andrews","250,913,000","118,646,000","61,096,000","22,883,000","202,625,000","227,389,000"
"10007782","St George's, University of London","89,658,000","53,138,000","16,454,000","17,000,000","86,592,000","87,097,000"
"10008026","St Mary's University College","8,937,000","8,098,000","28,000","670,000","8,796,000","8,529,000"
"10007843","St Mary's University, Twickenham","52,545,000","42,418,000","923,000","2,430,000","45,771,000","58,525,000"
"10007156","The University of Salford","202,183,000","176,091,000","10,699,000","9,559,000","196,349,000","194,938,000"
"10007780","SOAS University of London","92,244,000","66,463,000","13,475,000","11,587,000","91,525,000","94,818,000"
"10005700","SRUC","78,214,000","27,472,000","17,837,000","30,871,000","76,180,000","75,838,000"
"10005790","Sheffield Hallam University","276,654,000","249,161,000","13,286,000","10,007,000","272,454,000","289,750,000"
"10007157","The University of Sheffield","691,755,000","344,602,000","239,469,000","69,498,000","653,569,000","636,782,000"
"10006022","Solent University","117,682,000","98,535,000","509,000","5,589,000","104,633,000","109,480,000"
"10007158","The University of Southampton","582,747,000","291,903,000","163,014,000","85,446,000","540,363,000","554,087,000"
"10006299","Staffordshire University","114,851,000","101,306,000","2,308,000","4,649,000","108,263,000","123,468,000"
"10007804","The University of Stirling","121,090,000","72,347,000","20,511,000","8,667,000","101,525,000","122,094,000"
"10037449","University of St Mark and St John","27,043,000","21,383,000","376,000","3,495,000","25,254,000","25,684,000"
"10008010","Stranmillis University College","12,025,000","9,116,000","238,000","524,000","9,878,000","12,306,000"
"10007805","The University of Strathclyde","304,414,000","171,566,000","93,255,000","28,337,000","293,158,000","304,032,000"
"10014001","University of Suffolk","40,225,000","36,587,000","497,000","3,114,000","40,198,000","38,953,000"
"10007159","The University of Sunderland","131,215,000","121,317,000","2,870,000","4,300,000","128,487,000","131,945,000"
"10007160","The University of Surrey","297,506,000","174,245,000","57,444,000","33,311,000","265,000,000","286,208,000"
"10007806","The University of Sussex","297,348,000","190,737,000","51,347,000","18,426,000","260,510,000","293,714,000"
"10007855","Swansea University","308,265,000","178,028,000","63,110,000","39,478,000","280,616,000","296,397,000"
"10007161","Teesside University","141,179,000","121,804,000","3,904,000","10,324,000","136,032,000","132,502,000"
"10008017","Trinity Laban Conservatoire of Music and Dance","27,773,000","18,462,000","272,000","7,039,000","25,773,000","25,067,000"
"10007858","University of Wales Trinity Saint David","130,031,000","100,183,000","533,000","23,831,000","124,547,000","143,414,000"
"10007114","University of the Highlands and Islands","121,935,000","91,429,000","21,203,000","7,811,000","120,443,000","125,725,000"
"10007807","Ulster University","209,957,000","148,077,000","41,185,000","17,748,000","207,010,000","199,286,000"
"10007784","University College London","1,453,241,000","609,978,000","616,931,000","184,997,000","1,411,906,000","1,319,596,000"
"10007793","University of South Wales","184,522,000","154,251,000","6,756,000","15,712,000","176,719,000","179,634,000"
"10007163","The University of Warwick","631,524,000","339,914,000","162,742,000","84,119,000","586,775,000","576,220,000"
"10007164","University of the West of England, Bristol","271,365,000","210,791,000","18,754,000","17,736,000","247,281,000","263,723,000"
"10007800","The University of the West of Scotland","112,328,000","96,727,000","6,935,000","3,738,000","107,400,000","115,647,000"
"10006566","The University of West London","106,051,000","85,224,000","1,278,000","12,477,000","98,979,000","97,800,000"
"10007165","The University of Westminster","205,129,000","172,465,000","8,680,000","14,614,000","195,759,000","200,642,000"
"10003614","The University of Winchester","78,983,000","62,593,000","1,432,000","2,410,000","66,435,000","76,966,000"
"10007166","The University of Wolverhampton","187,338,000","151,440,000","6,131,000","21,544,000","179,115,000","178,324,000"
"10007139","University of Worcester","98,830,000","83,702,000","1,966,000","3,595,000","89,263,000","94,317,000"
"10007833","Wrexham University","35,431,000","28,371,000","734,000","4,493,000","33,598,000","35,019,000"
"10007657","Writtle University College","16,759,000","13,256,000","102,000","1,130,000","14,488,000","19,034,000"
"10007713","York St John University","64,306,000","52,201,000","722,000","1,715,000","54,638,000","60,399,000"
"10007167","The University of York","366,769,000","200,180,000","94,256,000","36,410,000","330,846,000","355,673,000"
