﻿Title:,"Table 3 - Emissions and waste"
Subtitle:,"Academic years 2015/16 to 2022/23"
Reference ID:,DT042 Table 3
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-3
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-3.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,Choose a value... 
,Region of HE provider,Choose a value... 
,Academic year,2022/23 
Search:,


"UKPRN","HE provider","Total scope 1 and 2 carbon emissions (Kg CO2e)","Total volume of wastewater (m3)","Total scope 3 carbon emissions from waste (tonnes CO2e)","Total scope 3 carbon emissions from water supply (tonnes CO2e)","Total scope 3 carbon emissions from wastewater treatment (tonnes CO2e)","Total waste mass (tonnes)"
"10000824","Bournemouth University","2,952,831.906","31,677.348","10.647","5.755","6.526","523.510"
"10007785","The University of Bradford","6,164,560.266","70,416.000","","13.120","14.184","634.225"
"10000886","The University of Brighton","6,206,108.241","95,196.040","12.455","18.553","37.196","813.063"
"10007786","The University of Bristol","25,200,721.405","381,256.590","49.000","73.005","79.438","38,276.800"
"10000961","Brunel University London","9,759,222.567","481,127.000","33.074","85.160","96.897","1,642.067"
"10000975","Buckinghamshire New University","2,538,399.821","58,318.000","","10.323","11.722","418.000"
"10007788","The University of Cambridge","50,681,984.851","330,045.300","160.000","64.909","66.927","3,132.500"
"10003324","The Institute of Cancer Research","5,032,298.856","21,798.000","4.532","3.858","4.381","213.170"
"10001143","Canterbury Christ Church University","3,972,345.165","87,526.150","","16.307","17.593","305.210"
"10007814","Cardiff University","23,843,381.868","307,272.400","","57.299","61.963","2,455.520"
"10007854","Cardiff Metropolitan University","3,063,328.411","77,818.000","12.180","14.379","15.641","729.870"
"10007141","The University of Central Lancashire","7,673,078.957","79,206.000","20.925","14.019","16.266","945.287"
"10007848","University of Chester","8,561,846.489","13,161.750","9.017","18.513","6.163","554.790"
"10007137","The University of Chichester","2,124,708.089","35,858.900","","7.006","7.208","597.223"
"10001478","City, University of London","5,451,596.650","64,290.000","27.509","12.644","44.857","1,849.000"
"10001726","Coventry University","11,716,384.905","156,113.920","52.461","27.633","31.829","5,322.841"
"10007822","Cranfield University","9,493,291.571","2,378.485","17.627","29.226","0.478","973.412"
"10006427","University for the Creative Arts","2,849,633.031","57,771.000","7.897","10.226","11.612","375.652"
"10007842","University of Cumbria","2,561,301.317","16,024.190","3.144","5.105","3.221","222.537"
"10001883","De Montfort University","5,335,166.208","60,992.850","585.895","11.364","12.260","680.203"
"10007851","University of Derby","6,671,690.879","131,127.550","15.990","24.431","26.357","712.061"
"10007852","The University of Dundee","","","0.580","22.772","",""
"10007143","University of Durham","20,681,157.968","448,670.000","34.160","68.634","91.195","1,924.949"
"10007789","The University of East Anglia","17,510,269.635","171,913.000","41.108","38.036","34.568","1,720.320"
"10007144","The University of East London","4,503,809.246","72,161.630","","13.445","14.504","765.920"
"10007823","Edge Hill University","4,453,392.099","159,187.000","","28.312","31.997","690.900"
"10007772","Edinburgh Napier University","3,325,946.957","24,925.150","17.614","4.644","5.010","648.789"
"10007790","The University of Edinburgh","62,115,360.978","341,185.000","156.000","84.770","68.578","5,954.700"
"10007791","The University of Essex","9,948,888.339","193,731.300","24.418","38.100","38.987","4,672.531"
"10007792","The University of Exeter","12,671,851.377","299,616.226","70.720","55.823","60.408","1,515.650"
"10008640","Falmouth University","2,487,653.403","57,849.489","5.140","10.778","11.628","254.710"
"10004511","The National Film and Television School","284,041.230","2,194.000","","0.671","0.441","73.000"
"10007762","Glasgow Caledonian University","5,743,540.123","27,251.000","11.000","","5.477","726.000"
"10002681","Glasgow School of Art","1,726,186.031","","5.336","2.667","","85.278"
"10007794","The University of Glasgow","29,005,489.279","281,459.300","240.000","52.441","58.741",""
"10007145","University of Gloucestershire","1,830,787.425","48,111.000","14.300","8.515","9.670","220.100"
"10002718","Goldsmiths College","2,484,080.531","47,228.300","0.000","9.291","9.493","337.160"
"10007146","The University of Greenwich","5,695,220.195","62,511.000","13.040","11.647","12.565","744.530"
"10007825","Guildhall School of Music and Drama","1,316,367.068","14,110.000","1.322","3.009","2.836","68.409"
"10007764","Heriot-Watt University","10,524,750.736","226,619.000","49.522","42.223","48.002","906.485"
"10007147","University of Hertfordshire","12,389,234.264","205,376.510","18.730","36.352","41.281","726.420"
"10007148","The University of Huddersfield","4,908,124.010","26,508.454","","4.939","5.328","307.054"
"10007149","The University of Hull","7,516,414.463","97,445.300","31.501","18.155","19.592","2,070.428"
"10003270","Imperial College of Science, Technology and Medicine","50,941,536.003","358,655.403","104.447","66.823","72.090","4,646.124"
"10007767","Keele University","6,661,418.488","204,243.000","16.010","36.151","41.059","1,907.774"
"10007150","The University of Kent","10,362,994.073","290,314.300","21.315","54.090","58.353","1,325.283"
"10003645","King's College London","26,616,163.136","359,487.600","18.084","66.978","72.257","1,114.372"
"10003678","Kingston University","5,285,623.711","35.120","1.260","18.074","0.007","1,196.869"
"10007768","The University of Lancaster","15,785,513.950","425,105.000","326.730","75.243","85.494","2,127.957"
"10003854","Leeds Arts University","616,219.329","8,249.000","2.707","1.460","1.658","71.000"
"10003861","Leeds Beckett University","5,365,005.987","45,485.250","7.600","10.734","9.189","385.860"
"10007795","The University of Leeds","44,412,744.843","739,098.682","52.200","142.183","149.660","2,586.810"
"10003863","Leeds Trinity University","1,447,086.475","26,714.950","","4.644","5.370","141.587"
"10007796","The University of Leicester","15,851,236.805","229,808.000","64.121","40.676","46.553","1,108.242"
"10007151","The University of Lincoln","6,618,698.390","156,024.000","35.412","30.149","31.361","977.850"
"10003956","Liverpool Hope University","2,439,130.201","48,272.370","4.148","8.544","9.709","382.566"
"10003957","Liverpool John Moores University","5,797,656.737","39,935.000","15.600","7.446","8.027","736.200"
"10006842","The University of Liverpool","35,073,026.177","321,676.738","34.740","58.099","64.657","2,639.156"
"10003958","Liverpool School of Tropical Medicine","1,948,946.740","3,359.850","1.473","1.055","0.675","69.236"
"10007162","University of the Arts, London","5,888,865.380","113,508.000","22.731","20.091","22.815","1,093.098"
"10007797","University of London (Institutes and activities)","3,274,072.514","52,404.850","","9.764","10.533","730.577"
"10004048","London Metropolitan University","2,830,118.740","47,917.000","","9.219","9.631","425.198"
"10004078","London South Bank University","4,365,798.665","65,229.000","10.000","12.153","13.111","302.317"
"10004063","London School of Economics and Political Science","7,422,087.504","178,033.000","19.720","31.533","36.188","1,356.198"
"10007771","London School of Hygiene and Tropical Medicine","1,602,406.972","7,166.250","1.587","3.624","1.440","74.890"
"10004113","Loughborough University","19,851,273.016","271,334.000","83.690","50.055","54.538","3,909.915"
"10004180","The Manchester Metropolitan University","8,820,375.853","136,704.300","26.890","25.745","48.199","2,372.279"
"10007798","The University of Manchester","53,373,262.678","753,082.754","64.885","133.296","151.370","2,973.410"
"10004351","Middlesex University","3,187,812.334","41,845.328","5.007","7.535","8.458","317.495"
"10007799","Newcastle University","21,546,050.001","279,572.730","55.721","52.089","56.782","2,819.924"
"10007138","The University of Northampton","3,635,838.421","92,686.291","13.000","34.245","18.630","646.229"
"10001282","University of Northumbria at Newcastle","8,685,786.612","149,627.850","23.463","27.878","30.377","1,143.373"
"10004775","Norwich University of the Arts","739,296.922","7,256.201","","1.408","1.458","339.000"
"10007154","University of Nottingham","34,517,784.730","538,907.000","157.732","105.985","113.430","3,251.050"
"10004797","The Nottingham Trent University","11,250,288.917","76,249.420","89.019","14.206","15.366","1,270.901"
"10007773","The Open University","5,088,859.327","26,387.200","","4.916","5.304","732.440"
"10004930","Oxford Brookes University","6,730,641.016","129,171.000","9,456.000","22.863","26.151","8,979.155"
"10007774","The University of Oxford","45,006,630.859","202,909.280","30.900","52.816","42.956","1,900.000"
"10007801","University of Plymouth","5,164,041.713","63,954.640","6.380","11.916","12.896","2,740.360"
"10007155","The University of Portsmouth","6,235,530.361","109,031.000","9.757","20.845","21.915","480.222"
"10005337","Queen Margaret University, Edinburgh","1,805,084.339","52,765.850","3.697","9.831","10.606","257.227"
"10007775","Queen Mary University of London","11,840,762.693","221,800.810","19.902","42.272","44.582","1,723.060"
"10007802","The University of Reading","9,102,499.157","154,416.701","20.478","30.806","31.794","1,188.960"
"10005500","Robert Gordon University","4,816,224.859","52,151.000","5.700","9.717","10.482","275.460"
"10005523","Rose Bruford College of Theatre and Performance","442,838.548","2,944.000","12.000","2.007","0.592","66.000"
"10007777","Royal College of Art","2,081,397.829","18,205.940","5.690","3.392","3.659","274.028"
"10007778","Royal College of Music","585,851.405","3,761.050","0.210","0.701","0.756","23.000"
"10007816","The Royal Central School of Speech and Drama","367,708.633","4,592.000","0.000","0.793","0.923","134.684"
"10005553","Royal Holloway and Bedford New College","7,495,216.868","232,739.100","","42.427","46.781","620.212"
"10007803","The University of St. Andrews","12,489,299.404","317,207.000","86.099","59.100","","3,537.132"
"10007782","St George's, University of London","6,035,086.228","45,988.000","6.644","8.140","15.997","430.230"
"10008026","St Mary's University College","201,246.642","5,128.000","","0.955","1.031","23.100"
"10007843","St Mary's University, Twickenham","2,018,123.111","30,991.000","","6.491","6.304","478.674"
"10007156","The University of Salford","5,642,150.489","85,221.000","8.660","15.084","17.139","456.817"
"10007780","SOAS University of London","293,238.492","4,354.700","2.454","2.202","0.875","115.328"
"10005700","SRUC","","","","","",""
"10005790","Sheffield Hallam University","6,770,680.241","65,757.000","8.470","12.252","13.264","406.000"
"10007157","The University of Sheffield","28,700,141.211","428,911.650","42.460","80.334","86.211","2,337.140"
"10006022","Solent University","2,215,511.748","58,474.400","","10.894","11.753","302.823"
"10007158","The University of Southampton","22,609,438.726","354,400.905","","66.030","71.235","7,646.435"
"10006299","Staffordshire University","3,783,980.580","43,854.000","","7.886","8.815","659.723"
"10007804","The University of Stirling","","","","27.950","","817.850"
"10037449","University of St Mark and St John","1,010,772.314","91,261.000","","17.004","18.343","192.123"
"10007805","The University of Strathclyde","21,960,914.625","176,455.000","19.760","","35.467","1,012.455"
"10014001","University of Suffolk","763,788.919","13,214.700","","2.534","2.656","149.240"
"10007159","The University of Sunderland","4,307,417.259","80,229.000","9.645","14.200","16.126","565.700"
"10007160","The University of Surrey","14,301,454.433","277,014.000","","54.443","105.172","1,230.290"
"10007806","The University of Sussex","12,365,843.033","311,755.116","32.230","58.084","62.663","1,528.970"
"10007855","Swansea University","12,142,060.814","239,135.000","29.000","44.555","48.111","1,570.000"
"10007161","Teesside University","4,758,266.382","61,737.000","0.000","10.927","12.409","2,008.068"
"10008017","Trinity Laban Conservatoire of Music and Dance","803,478.056","12,719.443","1.078","2.341","2.557","50.640"
"10007858","University of Wales Trinity Saint David","3,621,875.574","33,220.097","9,380.812","6.131","7.123","432.651"
"10007807","Ulster University","8,208,969.659","61,752.000","","11.505","13.618","471.850"
"10007784","University College London","48,081,131.793","319,431.800","43.864","59.515","64.206","2,088.780"
"10007793","University of South Wales","5,361,769.494","108,986.000","17.170","20.438","21.906","4,337.940"
"10007163","The University of Warwick","37,190,186.548","520,835.170","52.340","92.188","107.855","2,728.276"
"10007164","University of the West of England, Bristol","12,002,912.630","211,047.946","52.593","39.322","42.850","4,431.952"
"10007800","The University of the West of Scotland","3,980,554.417","49,760.000","3.200","8.998","10.218","173.115"
"10006566","The University of West London","1,773,865.259","24,661.730","3,284.000","4.365","4.957","159.572"
"10007165","The University of Westminster","6,083,485.194","123,090.000","6.341","21.787","24.741","400.822"
"10003614","The University of Winchester","2,066,469.986","62,625.000","9.052","11.668","12.704","508.770"
"10007139","University of Worcester","2,349,405.420","60,324.000","7.440","11.239","13.249","13,413.000"
"10007833","Wrexham University","2,088,261.101","20,533.000","5.340","3.825","4.127","250.930"
"10007713","York St John University","1,586,349.991","36,718.450","6.212","7.685","7.380","301.242"
"10007167","The University of York","21,312,738.183","310,049.600","31.908","57.768","62.377","1,663.465"
