﻿Title:,"Table 28 - Non-UK permanent address students by HE provider and country of permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 28
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE Provider","Austria","Belgium","Bulgaria","Canary Islands","Croatia","Cyprus (European Union)","Cyprus not otherwise specified","Czech Republic","Denmark","Estonia","Finland","France","French Guiana","Germany","Gibraltar","Greece","Guadeloupe","Hungary","Ireland","Italy","Latvia","Lithuania","Luxembourg","Malta","Martinique","Netherlands","Poland","Portugal","Romania","Réunion","Slovakia","Slovenia","Åland Islands","Spain","Sweden","European Union not otherwise specified","Total European Union","Total"
"10008899","The Ashridge (Bonar Law Memorial) Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","15"
"10003212","Hult International Business School Ltd","20","30","5","0","0","0","0","5","5","5","5","85","0","90","0","5","0","0","5","130","0","5","5","5","0","25","15","25","5","0","5","5","0","65","20","0","565","1,555"
"10007759","Aston University","0","0","5","0","0","5","0","0","0","0","0","10","0","10","0","10","0","0","15","25","5","0","5","0","0","5","5","5","5","0","0","0","0","15","5","0","125","4,415"
"10007857","Bangor University","5","5","5","0","0","5","0","0","0","0","0","60","0","20","5","10","0","0","75","20","0","5","5","5","0","5","5","0","5","0","0","0","0","15","5","0","255","2,880"
"10000571","Bath Spa University","0","5","30","0","0","0","0","5","0","0","0","25","0","10","10","10","0","0","20","15","0","5","0","0","0","10","25","5","215","0","5","0","0","25","5","0","430","1,085"
"10007850","The University of Bath","15","40","20","5","0","65","0","30","5","5","5","195","0","65","10","120","0","15","35","105","10","5","15","0","0","25","30","55","25","0","5","5","0","280","15","0","1,210","4,855"
"10007152","University of Bedfordshire","0","0","15","0","0","5","0","0","0","0","0","5","0","5","5","15","0","5","50","15","0","5","0","0","0","5","65","10","355","0","5","0","0","10","5","0","570","6,415"
"10005343","Queen's University Belfast","0","5","5","0","0","10","0","0","0","0","5","20","0","15","0","15","0","0","1,385","15","0","0","0","5","0","5","5","5","10","0","0","0","0","15","5","0","1,525","5,625"
"10037544","BIMM University","0","5","5","0","0","10","0","5","0","0","5","25","0","20","5","5","0","5","55","35","5","5","5","5","0","10","10","15","5","0","0","0","0","15","25","0","280","500"
"10007760","Birkbeck College","5","10","0","0","5","5","0","5","0","0","5","20","0","30","0","20","0","5","25","55","5","5","5","0","0","10","20","5","20","0","0","0","0","45","5","0","300","1,275"
"10007140","Birmingham City University","0","5","10","0","0","5","0","5","0","0","0","10","0","15","0","10","0","0","85","15","0","0","0","0","0","5","5","20","25","0","0","0","0","15","5","0","235","5,150"
"10006840","The University of Birmingham","5","5","5","0","5","25","0","15","5","0","5","65","0","40","5","30","0","5","80","65","5","5","10","5","0","20","20","10","40","0","15","0","0","60","5","0","565","10,010"
"10000712","University College Birmingham","0","0","0","0","10","5","0","0","0","0","0","0","0","0","0","0","0","0","15","5","5","5","0","0","0","0","5","50","15","0","5","0","0","15","0","0","140","2,955"
"10007832","Birmingham Newman University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10"
"10000894","Bristol Baptist College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10007811","Bishop Grosseteste University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","10","45"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","375"
"10006841","The University of Bolton","0","5","10","0","0","0","0","0","5","0","0","5","0","20","0","0","0","0","20","5","0","0","0","0","0","5","0","0","20","0","0","0","0","10","0","0","100","2,040"
"10000385","The Arts University Bournemouth","5","5","5","0","0","5","0","0","0","0","0","10","0","10","5","5","0","5","10","10","5","0","0","0","0","10","5","10","5","0","0","0","0","10","15","0","125","570"
"10000824","Bournemouth University","0","0","5","0","0","10","0","0","0","0","0","10","0","15","5","15","0","0","20","10","0","5","0","0","0","10","5","30","5","0","0","0","0","20","5","0","175","3,670"
"10031982","BPP University","5","5","5","0","0","10","0","0","0","0","5","20","0","10","5","10","0","5","25","15","0","5","0","0","0","5","10","5","15","0","0","0","0","15","0","0","175","23,705"
"10007785","The University of Bradford","0","5","0","0","0","0","0","0","0","0","0","5","0","10","0","5","0","0","15","0","0","0","0","0","0","5","30","5","5","0","0","0","0","5","0","0","95","3,975"
"10000886","The University of Brighton","5","10","5","0","5","20","0","5","5","0","0","30","0","25","10","25","0","5","60","20","0","0","10","5","0","10","20","10","10","0","5","0","0","45","10","0","350","2,430"
"10000936","The University College of Osteopathy","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","50"
"10007786","The University of Bristol","10","25","15","0","5","80","0","10","10","0","5","115","0","60","10","75","0","15","75","55","0","10","5","5","0","30","40","35","30","0","10","5","0","105","15","0","850","10,385"
"10023464","Trinity College Bristol","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10000961","Brunel University London","5","10","10","0","0","55","0","5","0","0","5","35","0","25","0","55","0","0","45","80","0","15","5","0","0","15","20","55","35","0","0","0","0","50","5","0","530","6,515"
"10000975","Buckinghamshire New University","0","5","5","0","0","5","0","0","0","5","0","10","0","10","0","5","0","5","45","5","0","5","0","0","0","0","25","30","110","0","5","0","0","10","0","0","290","1,070"
"10007787","The University of Buckingham","0","5","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","10","5","0","0","0","5","0","5","0","5","0","0","0","0","0","5","5","0","65","985"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","75"
"10007788","The University of Cambridge","40","50","20","0","10","60","0","30","25","10","15","190","0","285","5","45","0","70","95","110","10","25","15","0","0","80","110","20","60","0","20","5","0","125","35","0","1,565","7,310"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10003324","The Institute of Cancer Research","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","20","45"
"10001143","Canterbury Christ Church University","0","5","10","0","0","5","0","0","0","0","0","15","0","10","5","10","0","5","30","10","0","0","0","0","0","5","0","0","15","0","5","0","0","25","0","0","165","1,535"
"10007814","Cardiff University","5","10","15","0","0","75","0","10","5","0","0","60","0","30","10","60","0","10","85","25","0","5","5","5","0","10","20","10","10","0","5","0","0","40","10","0","530","6,480"
"10007854","Cardiff Metropolitan University","0","0","0","0","0","0","0","0","0","0","0","10","0","5","25","10","0","0","30","20","0","0","0","5","0","5","5","0","0","0","0","0","0","15","0","0","130","1,875"
"10057213","CEG UFP Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","765"
"10001264","Central School of Ballet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","45"
"10021550","Centre for Alternative Technology","0","0","0","0","0","0","0","0","0","0","0","5","0","10","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","35","70"
"10007141","The University of Central Lancashire","10","5","5","0","0","30","0","5","0","0","0","10","0","10","20","5","0","0","35","15","5","5","0","0","0","5","20","10","10","0","0","0","0","15","5","0","220","5,620"
"10024024","Central Film School London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","25"
"10007848","University of Chester","0","5","0","0","0","10","0","0","0","0","5","5","0","5","5","5","0","0","35","10","0","0","0","0","0","5","5","0","0","0","0","0","0","10","0","0","105","3,605"
"10007137","The University of Chichester","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","60","275"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10026921","Christ the Redeemer College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10001478","City, University of London","25","35","40","0","5","85","0","10","20","5","5","95","0","125","5","210","0","15","45","220","15","10","15","5","0","20","35","25","45","0","5","5","0","95","25","0","1,240","7,320"
"10007912","Cliff College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10066502","The College of Health Ltd","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","20","50"
"10081618","The Council of the Inns of Court","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","30"
"10007761","Courtauld Institute of Art","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","15","0","0","0","0","0","5","5","0","0","0","0","0","0","5","0","0","55","200"
"10001726","Coventry University","5","5","15","0","10","25","0","5","0","0","0","20","0","10","5","25","0","10","120","20","15","15","0","0","0","10","55","105","50","0","15","0","0","30","5","0","580","12,380"
"10007822","Cranfield University","5","5","5","0","0","0","0","0","10","0","0","185","0","20","0","25","0","5","15","30","0","0","0","5","0","10","5","10","5","0","0","0","0","70","0","0","410","2,205"
"10006427","University for the Creative Arts","0","5","5","0","0","20","0","10","0","5","0","15","0","5","0","20","0","0","5","20","5","5","5","0","0","10","5","20","15","0","0","0","0","30","10","0","230","2,510"
"10007842","University of Cumbria","0","0","0","0","0","0","0","0","0","0","0","5","0","30","0","0","0","0","45","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","110","415"
"10026767","Dartington Hall Trust (The)","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","20","30"
"10001883","De Montfort University","5","5","15","0","10","65","0","0","0","0","0","5","0","5","5","10","0","5","20","30","5","5","0","0","0","15","200","105","45","0","10","0","0","20","25","0","610","8,735"
"10007851","University of Derby","15","0","0","0","5","20","0","15","0","0","0","10","0","5","5","5","0","5","10","10","5","5","0","5","0","5","10","15","5","0","5","0","0","30","5","0","195","4,000"
"10007852","The University of Dundee","0","15","30","0","5","20","0","5","0","5","15","25","0","45","0","20","0","5","65","30","10","5","15","5","0","15","20","5","5","0","10","0","0","40","25","0","425","3,335"
"10007143","University of Durham","10","20","10","0","0","25","0","20","5","5","5","85","0","85","5","30","0","5","40","65","5","10","10","0","0","25","10","15","20","0","10","0","0","60","15","0","600","7,005"
"10007789","The University of East Anglia","5","10","5","0","0","20","0","0","0","0","5","30","0","25","0","20","0","5","25","20","5","5","5","5","0","5","15","10","5","0","0","0","0","35","5","0","260","3,425"
"10007144","The University of East London","5","0","0","0","0","5","0","0","0","0","0","20","0","15","5","5","0","0","25","15","0","0","0","0","0","5","5","5","10","0","0","0","0","10","0","0","135","8,850"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10007823","Edge Hill University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","65","840"
"10007772","Edinburgh Napier University","5","5","20","5","0","10","0","5","5","0","5","25","0","85","0","20","0","10","130","55","0","5","5","0","0","10","40","10","10","0","10","0","0","45","15","20","560","3,785"
"10007790","The University of Edinburgh","60","75","30","5","15","110","0","55","40","10","35","240","0","305","5","155","0","55","280","175","20","45","30","25","0","100","170","55","40","0","50","15","0","305","60","0","2,575","17,020"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"10007791","The University of Essex","20","15","10","0","15","125","0","15","10","5","15","180","0","35","5","30","0","5","65","65","5","10","5","5","0","15","35","25","45","0","10","0","0","45","30","0","840","5,860"
"10008173","University College of Estate Management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10002313","ESCP Europe Business School","5","5","0","0","0","0","0","0","0","0","0","325","0","25","0","5","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","615","815"
"10007792","The University of Exeter","15","30","15","0","0","10","0","10","5","0","0","200","0","95","15","40","0","10","30","75","5","5","5","10","0","25","20","40","20","0","10","0","0","105","20","0","825","7,850"
"10008640","Falmouth University","0","5","5","0","0","0","0","5","0","0","0","5","0","10","5","0","0","5","5","10","5","15","5","0","0","5","10","5","5","0","5","0","0","20","5","0","135","365"
"10045476","Met Film School Limited","5","0","5","0","0","0","0","0","5","0","0","15","0","5","0","5","0","0","5","15","0","0","0","0","0","0","5","10","0","0","0","0","0","10","10","0","95","330"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","5","10","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","50","150"
"10022087","Futureworks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5"
"10007762","Glasgow Caledonian University","5","0","15","0","0","15","0","5","0","0","0","10","0","25","0","10","0","5","70","25","5","5","0","0","0","0","10","0","0","0","0","0","0","15","0","0","220","5,690"
"10002681","Glasgow School of Art","0","0","5","0","0","10","0","0","5","0","5","15","0","5","0","10","0","0","10","5","0","0","0","0","0","0","10","5","5","0","0","0","0","5","15","0","120","900"
"10007794","The University of Glasgow","35","35","30","0","5","50","55","30","20","5","20","150","0","215","5","85","0","40","95","185","10","20","20","10","0","70","65","30","35","0","55","5","0","170","30","0","1,580","12,935"
"10007145","University of Gloucestershire","0","5","0","0","0","0","0","0","0","0","0","5","0","10","0","5","0","0","10","5","0","0","0","0","0","0","0","5","5","0","0","0","0","5","0","0","65","1,410"
"10002718","Goldsmiths College","10","10","5","0","5","0","0","5","5","0","0","40","0","50","0","15","0","5","20","40","0","5","5","0","0","10","10","10","10","0","0","0","0","25","10","0","300","3,260"
"10007146","The University of Greenwich","10","5","35","0","5","15","0","30","0","0","10","30","0","40","5","35","0","15","50","95","10","20","5","5","0","15","70","55","65","0","10","0","0","140","5","0","780","11,540"
"10007825","Guildhall School of Music and Drama","0","0","5","0","0","0","0","5","0","0","0","10","0","5","0","5","0","0","15","5","0","5","0","0","0","5","10","15","0","0","0","0","0","15","5","0","120","310"
"10040812","Harper Adams University","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","45","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","70","115"
"10080811","Hartpury University","0","0","0","0","0","5","0","0","0","0","0","15","0","10","0","0","0","0","10","10","0","0","0","0","0","10","5","0","0","0","0","0","0","5","0","0","80","220"
"10007764","Heriot-Watt University","10","15","5","0","0","5","0","5","5","0","5","200","0","50","0","15","0","5","10","30","5","5","5","0","0","5","10","5","5","0","5","0","0","55","5","0","460","4,100"
"10007147","University of Hertfordshire","0","5","5","0","0","10","0","0","10","0","0","15","0","20","5","15","0","5","75","15","0","10","0","0","0","5","20","60","15","0","5","0","0","30","5","0","335","18,895"
"10007148","The University of Huddersfield","0","0","0","0","0","25","0","0","0","0","0","15","0","15","5","10","0","0","25","15","0","5","0","0","0","0","0","5","5","0","0","0","0","5","0","0","145","3,770"
"10007149","The University of Hull","5","5","0","0","0","5","0","5","5","0","5","70","0","30","0","15","0","0","20","15","0","0","5","0","0","25","5","5","10","0","0","0","0","15","5","0","255","4,225"
"10003270","Imperial College of Science, Technology and Medicine","35","85","30","5","15","155","0","25","15","10","10","345","0","235","5","180","0","50","105","230","5","15","35","5","0","60","85","65","80","0","20","5","0","280","25","0","2,210","11,380"
"10003284","Inchbald School of Design Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15"
"10013220","Institute of Art - London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","25","115"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90"
"10035638","Institute of Contemporary Music Performance","5","15","5","0","5","0","0","5","5","10","5","20","0","15","0","5","0","5","5","45","0","0","5","0","0","0","10","10","10","0","5","0","0","25","20","0","240","440"
"10027603","International College of Musical Theatre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","15"
"10082728","INTO University Partnerships Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10067601","JSA Education Group Ltd.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","910"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007767","Keele University","0","5","0","0","5","5","0","0","5","0","0","20","0","10","5","5","0","0","25","10","0","0","0","5","0","5","5","5","5","0","0","0","0","20","0","0","145","1,200"
"10007150","The University of Kent","5","20","15","0","0","20","0","10","5","0","5","175","0","65","25","80","0","5","35","60","5","0","20","5","0","15","10","10","20","0","0","0","0","45","15","0","670","3,240"
"10003645","King's College London","50","70","35","0","10","65","0","35","20","10","25","485","0","315","10","85","0","35","115","300","15","15","20","5","0","95","70","55","65","5","20","10","0","270","35","0","2,340","14,970"
"10003678","Kingston University","10","5","10","0","0","10","0","5","5","0","0","20","0","30","25","20","0","5","45","45","5","0","5","0","0","5","10","25","5","0","0","0","0","25","10","0","325","4,410"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","225"
"10007768","The University of Lancaster","0","10","25","0","5","50","0","5","5","0","0","50","0","45","10","25","0","15","20","60","0","25","0","0","0","10","25","60","35","0","10","0","0","215","5","0","715","4,630"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","20","190"
"10003861","Leeds Beckett University","0","5","0","5","0","20","0","0","0","0","0","20","0","5","35","10","0","5","35","10","0","0","5","0","0","0","0","5","0","0","0","0","0","20","0","0","195","5,560"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","20","290"
"10034449","Leeds Conservatoire","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","25","125"
"10007795","The University of Leeds","15","20","15","5","0","55","0","20","5","5","0","65","0","45","20","35","0","10","25","40","10","15","5","5","0","15","35","15","25","0","5","0","0","55","10","0","570","13,920"
"10003863","Leeds Trinity University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","40","100"
"10082828","College of Legal Practice Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","10","65"
"10007796","The University of Leicester","5","10","5","0","0","60","0","5","5","0","5","45","0","5","0","15","0","5","10","30","0","10","5","0","0","5","25","40","10","0","0","0","0","15","5","0","330","4,340"
"10089591","LIBF Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15"
"10007151","The University of Lincoln","5","0","0","0","0","5","0","0","0","0","0","5","0","20","5","5","0","0","10","15","0","0","0","0","0","5","5","5","10","0","0","0","0","10","0","0","115","4,365"
"10036456","Academy of Live Technology Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5"
"10003956","Liverpool Hope University","0","0","5","0","0","5","0","0","0","0","0","10","0","5","60","0","0","0","45","10","0","0","0","0","0","0","5","0","5","0","0","0","0","10","5","0","180","390"
"10003957","Liverpool John Moores University","0","5","0","0","0","5","0","0","5","0","5","15","0","25","85","10","0","0","130","15","0","0","5","5","0","5","10","10","5","0","5","0","0","15","5","0","380","2,265"
"10003945","The Liverpool Institute for Performing Arts","0","0","5","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","15","5","0","55","255"
"10006842","The University of Liverpool","10","15","10","0","5","35","0","5","10","0","5","40","0","20","20","20","0","5","85","60","0","5","5","0","0","20","40","25","25","0","5","0","0","55","10","0","535","8,285"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","80"
"10007162","University of the Arts, London","25","45","20","0","5","25","0","15","10","5","15","165","0","125","0","45","0","25","60","195","15","25","10","5","0","40","70","70","45","0","20","5","0","150","35","0","1,260","12,405"
"10007769","London Business School","15","20","5","0","0","0","0","0","5","0","0","65","0","60","0","15","0","0","10","60","0","0","0","0","0","10","10","10","5","0","0","5","0","25","10","0","335","1,885"
"10007797","University of London (Institutes and activities)","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","140"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","35"
"10004036","London Film School Limited","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","5","10","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","45","270"
"10015506","The London College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10004048","London Metropolitan University","5","5","5","0","0","5","0","0","5","0","5","20","0","15","5","10","0","0","20","35","5","15","0","0","0","5","60","5","20","0","0","0","0","25","5","0","280","3,705"
"10004078","London South Bank University","0","5","5","0","5","0","0","5","5","0","0","20","0","15","0","5","0","5","35","30","10","5","0","0","0","0","5","10","20","0","0","0","0","10","15","0","220","2,960"
"10004063","London School of Economics and Political Science","45","60","10","0","5","40","0","15","30","5","15","300","0","340","0","65","0","25","40","205","0","10","30","5","0","125","75","30","25","0","10","5","0","105","25","0","1,640","8,225"
"10007771","London School of Hygiene and Tropical Medicine","0","5","0","0","0","0","0","0","0","0","0","5","0","15","0","0","0","0","10","5","0","0","0","0","0","5","0","5","0","0","0","0","0","5","0","0","60","545"
