﻿Title:,"Table 11 - HE staff FTE by HE provider and cost centre"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 11
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Contract marker,All (including atypical) 
,Academic year,2019/20 
Search:,


"UKPRN","HE Provider","Medicine, dentistry & health","Agriculture, forestry & veterinary science","Biological, mathematical & physical sciences","Engineering & technology","Architecture & planning","Administration & business studies","Social studies","Humanities & language based studies & archaeology","Design, creative & performing arts","Education","Total academic services","Central administration & services, staff and student facilities","Premises","Residences & catering","Total all cost centres"
"10007912","Cliff College*","","","","","","","","","","","","","","",""
"10001653","Conservatoire for Dance and Drama*","","","","","","","","","","","","","","",""
"10007761","Courtauld Institute of Art*","","","","","","","","","","","","","","",""
"10034324","Court Theatre Training Company Ltd*","","","","","","","","","","","","","","",""
"10001726","Coventry University","435","10","150","435","35","685","295","75","150","90","55","1,560","165","50","4,180"
"10007822","Cranfield University*","","","","","","","","","","","","","","",""
"10006427","University for the Creative Arts*","","","","","","","","","","","","","","",""
"10007842","University of Cumbria","170","10","20","5","0","40","30","5","35","110","75","235","55","5","795"
"10001883","De Montfort University","285","0","75","290","50","280","215","50","160","40","350","500","185","15","2,510"
"10007851","University of Derby","290","0","85","155","10","195","145","30","75","165","280","575","185","10","2,200"
"10007852","The University of Dundee","720","0","760","160","40","50","160","90","165","85","220","530","175","10","3,165"
"10007143","University of Durham","65","0","720","155","0","110","415","490","30","125","315","780","75","720","3,995"
"10007789","The University of East Anglia","560","15","490","75","0","135","280","230","40","55","220","885","270","190","3,450"
"10007144","The University of East London","170","0","40","65","35","50","120","5","75","105","65","585","40","5","1,360"
"10032282","The Queen's Foundation for Ecumenical Theological Education*","","","","","","","","","","","","","","",""
"10007823","Edge Hill University","290","0","45","45","0","50","125","55","50","300","215","320","85","80","1,665"
"10007772","Edinburgh Napier University","145","5","65","160","65","135","50","20","65","40","25","505","95","45","1,420"
"10007790","The University of Edinburgh","2,050","725","1,820","770","65","245","640","600","280","350","660","1,440","815","570","11,030"
"10042570","Escape Studios*","","","","","","","","","","","","","","",""
"10007791","The University of Essex","225","0","180","155","0","180","390","175","70","0","175","655","200","0","2,405"
"10008173","University College of Estate Management*","","","","","","","","","","","","","","",""
"10007792","The University of Exeter","590","0","570","265","0","180","425","370","25","80","870","1,175","255","170","4,975"
"10008640","Falmouth University*","","","","","","","","","","","","","","",""
"10004511","The National Film and Television School*","","","","","","","","","","","","","","",""
"10022087","Futureworks*","","","","","","","","","","","","","","",""
"10007762","Glasgow Caledonian University","270","0","50","130","65","170","65","5","15","0","265","320","60","0","1,415"
"10002681","Glasgow School of Art","0","0","0","0","15","0","0","0","140","10","20","180","45","0","410"
"10007794","The University of Glasgow","1,140","260","1,130","525","45","235","395","365","95","210","155","1,595","275","100","6,525"
"10007145","University of Gloucestershire*","","","","","","","","","","","","","","",""
"10002718","Goldsmiths College","105","0","0","85","0","55","235","85","255","50","120","315","160","5","1,465"
"10007146","The University of Greenwich","155","65","110","155","55","150","110","40","10","90","0","755","0","0","1,695"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","280","0","5","15","15","0","315"
"10040812","Harper Adams University*","","","","","","","","","","","","","","",""
"10080811","Hartpury University","0","75","0","0","0","0","0","0","0","65","5","55","20","25","245"
"10007764","Heriot-Watt University","20","0","310","380","70","170","15","50","40","5","65","555","60","145","1,880"
"10007147","University of Hertfordshire","420","15","160","215","5","230","175","70","90","95","390","565","40","15","2,485"
"10007148","The University of Huddersfield*","","","","","","","","","","","","","","",""
"10007149","The University of Hull","300","0","170","105","0","125","130","90","40","105","60","735","130","45","2,035"
"10003270","Imperial College of Science, Technology and Medicine","2,515","0","1,295","1,635","0","335","0","0","0","70","415","1,180","305","205","7,960"
"10035638","Institute of Contemporary Music Performance*","","","","","","","","","","","","","","",""
"10007767","Keele University","525","0","195","50","0","30","135","65","10","15","200","245","155","140","1,770"
"10007150","The University of Kent","190","0","300","160","40","145","410","255","70","40","180","645","225","280","2,950"
"10003645","King's College London","3,480","0","400","220","0","195","815","565","55","70","575","940","625","145","8,075"
"10003678","Kingston University","215","0","120","155","45","110","120","50","195","60","150","375","15","0","1,615"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","135","0","0","0","0","0","135"
"10007768","The University of Lancaster","230","0","565","240","5","330","230","195","65","30","320","585","275","85","3,155"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","155","0","30","55","15","0","255"
"10003861","Leeds Beckett University","180","0","35","85","65","155","105","45","115","240","255","720","135","85","2,220"
"10034449","Leeds Conservatoire","0","0","0","0","0","0","0","0","60","0","20","60","20","5","175"
"10007795","The University of Leeds","1,555","65","1,070","685","0","385","410","500","205","85","1,100","1,195","355","305","7,920"
"10003863","Leeds Trinity University","25","0","0","5","0","15","35","15","0","80","70","95","25","15","380"
"10007796","The University of Leicester","620","0","645","125","0","145","365","205","15","35","160","750","265","95","3,415"
"10007151","The University of Lincoln","230","65","180","120","20","180","205","85","140","80","160","320","40","45","1,870"
"10003956","Liverpool Hope University*","","","","","","","","","","","","","","",""
"10003957","Liverpool John Moores University","300","0","245","295","75","180","205","70","85","255","315","255","160","35","2,475"
"10003945","The Liverpool Institute for Performing Arts*","","","","","","","","","","","","","","",""
"10006842","The University of Liverpool","1,385","415","850","375","130","240","375","260","30","15","670","530","310","175","5,765"
"10003958","Liverpool School of Tropical Medicine","530","0","0","0","0","0","0","0","0","0","0","0","0","0","530"
"10007162","University of the Arts, London","0","0","5","15","15","70","100","0","1,635","0","85","745","155","15","2,840"
"10013109","London Bridge Business Academy*","","","","","","","","","","","","","","",""
"10007769","London Business School*","","","","","","","","","","","","","","",""
"10007797","University of London (Institutes and activities)*","","","","","","","","","","","","","","",""
"10004036","London Film School Limited*","","","","","","","","","","","","","","",""
"10004048","London Metropolitan University","40","0","60","40","30","65","95","15","70","50","210","180","5","0","865"
"10004078","London South Bank University*","","","","","","","","","","","","","","",""
"10004063","London School of Economics and Political Science","40","0","120","0","0","250","1,075","140","0","0","200","700","310","150","2,985"
"10007771","London School of Hygiene and Tropical Medicine","705","0","365","0","0","0","0","0","0","0","0","380","15","10","1,475"
"10022285","London School of Management Education*","","","","","","","","","","","","","","",""
"10004075","London School of Theology*","","","","","","","","","","","","","","",""
"10008289","The London Institute of Banking & Finance*","","","","","","","","","","","","","","",""
"10004113","Loughborough University","80","0","210","750","60","220","215","55","75","115","170","760","260","270","3,245"
"10009612","Luther King House Educational Trust*","","","","","","","","","","","","","","",""
"10004180","The Manchester Metropolitan University","245","0","240","220","65","380","370","190","325","245","645","695","275","75","3,970"
"10007798","The University of Manchester","2,150","0","2,210","1,305","60","515","680","470","100","145","860","1,130","675","155","10,460"
"10030776","St Mellitus College*","","","","","","","","","","","","","","",""
"10004320","The Metanoia Institute*","","","","","","","","","","","","","","",""
"10004351","Middlesex University","185","0","90","150","0","175","185","5","175","95","340","260","30","5","1,695"
"10023777","Mont Rose College of Management and Sciences*","","","","","","","","","","","","","","",""
"10023454","Moorlands College*","","","","","","","","","","","","","","",""
"10004538","Nazarene Theological College*","","","","","","","","","","","","","","",""
"10030129","Nelson College London Ltd","0","0","0","0","0","5","0","0","0","0","0","5","0","0","10"
"10007799","Newcastle University","1,460","95","570","715","120","250","355","285","75","85","545","695","400","205","5,860"
"10048199","Northeastern University London*","","","","","","","","","","","","","","",""
"10007138","The University of Northampton","175","0","30","55","0","145","80","25","70","90","245","230","0","10","1,155"
"10001282","University of Northumbria at Newcastle","280","0","190","200","90","220","240","115","185","105","410","540","175","10","2,765"
"10004775","Norwich University of the Arts*","","","","","","","","","","","","","","",""
"10007154","University of Nottingham*","","","","","","","","","","","","","","",""
"10004797","The Nottingham Trent University*","","","","","","","","","","","","","","",""
"10007773","The Open University*","","","","","","","","","","","","","","",""
"10004930","Oxford Brookes University","235","0","115","100","155","195","160","105","55","100","145","525","75","60","2,030"
"10007774","The University of Oxford","4,700","0","2,175","960","5","415","955","1,030","60","300","1,070","1,595","225","0","13,490"
"10005127","Arts University Plymouth*","","","","","","","","","","","","","","",""
"10007801","University of Plymouth","580","0","300","115","25","100","115","40","120","70","115","575","135","0","2,290"
"10007155","The University of Portsmouth","260","0","205","300","50","230","310","80","90","85","335","705","95","70","2,825"
"10005337","Queen Margaret University, Edinburgh","135","0","10","0","0","30","20","0","15","5","70","115","5","0","405"
"10007775","Queen Mary University of London","1,550","0","445","400","0","135","415","325","25","0","200","735","190","110","4,530"
"10009292","Royal Academy of Dramatic Art*","","","","","","","","","","","","","","",""
"10005389","Ravensbourne University London","0","0","0","0","0","0","50","0","60","0","0","130","0","0","240"
"10007802","The University of Reading","190","155","425","45","75","405","140","230","55","55","230","910","235","145","3,290"
"10005500","Robert Gordon University","205","0","35","135","40","75","100","0","55","40","90","275","120","0","1,165"
"10007776","Roehampton University","100","0","35","0","0","55","85","100","45","105","140","290","25","0","985"
"10005523","Rose Bruford College of Theatre and Performance*","","","","","","","","","","","","","","",""
"10007835","Royal Academy of Music*","","","","","","","","","","","","","","",""
"10005545","Royal Agricultural University*","","","","","","","","","","","","","","",""
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","185","0","125","95","20","0","425"
"10007778","Royal College of Music*","","","","","","","","","","","","","","",""
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","145","5","10","105","25","0","290"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","115","0","45","35","5","0","200"
"10005553","Royal Holloway and Bedford New College","85","0","200","85","0","115","225","155","55","0","150","395","105","95","1,665"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","85","0","10","115","10","20","240"
"10007779","The Royal Veterinary College","0","655","0","0","0","0","0","0","0","0","135","80","70","5","940"
"10007803","The University of St. Andrews","200","0","605","65","0","60","170","405","0","5","235","430","235","245","2,640"
"10007839","SAE Education Limited*","","","","","","","","","","","","","","",""
"10007782","St George's, University of London","385","0","95","0","0","0","0","0","0","0","20","235","15","5","750"
"10008026","St Mary's University College","0","0","0","0","0","0","10","0","0","35","15","25","15","5","110"
"10007843","St Mary's University, Twickenham","35","0","15","0","0","15","30","30","15","120","45","220","35","70","625"
"10007156","The University of Salford","295","0","115","130","85","80","210","45","150","30","345","520","215","0","2,225"
"10007780","SOAS University of London","0","0","0","0","0","35","205","150","30","40","130","240","85","15","920"
"10005700","SRUC","0","620","65","30","0","20","0","0","0","10","10","160","50","15","985"
"10005790","Sheffield Hallam University","310","20","115","235","90","220","290","65","120","335","560","910","240","70","3,580"
"10007157","The University of Sheffield","1,085","0","740","1,720","160","220","475","280","30","80","1,025","770","500","115","7,200"
"10006022","Solent University","45","0","10","160","10","70","110","5","130","80","150","185","55","10","1,015"
"10007158","The University of Southampton","1,280","0","760","885","0","185","295","280","150","70","430","785","270","205","5,600"
"10006093","Spurgeon's College*","","","","","","","","","","","","","","",""
"10006299","Staffordshire University","125","0","35","125","0","50","125","10","90","60","120","430","5","35","1,210"
"10007804","The University of Stirling","160","0","205","35","0","100","195","105","0","95","100","355","115","85","1,550"
"10037449","University of St Mark and St John","25","0","0","0","0","10","0","0","15","110","0","125","30","0","310"
"10008010","Stranmillis University College*","","","","","","","","","","","","","","",""
"10007805","The University of Strathclyde","295","0","415","985","30","265","205","110","0","220","330","695","95","115","3,760"
"10014001","University of Suffolk","90","0","20","20","0","15","35","10","20","5","10","215","15","0","455"
"10007159","The University of Sunderland","195","0","30","80","0","145","145","40","55","100","340","370","90","30","1,635"
"10007160","The University of Surrey","175","105","355","445","0","175","130","70","75","10","400","445","225","130","2,735"
"10007806","The University of Sussex","245","0","450","140","0","260","430","195","15","70","345","430","10","20","2,615"
"10007855","Swansea University","685","0","225","730","0","185","375","105","0","20","375","550","185","110","3,545"
"10007161","Teesside University","275","0","90","240","0","60","90","25","45","65","460","215","95","40","1,705"
"10008017","Trinity Laban Conservatoire of Music and Dance*","","","","","","","","","","","","","","",""
"10007858","University of Wales Trinity Saint David","15","5","0","65","10","140","65","60","125","95","120","225","100","35","1,065"
"10007114","University of the Highlands and Islands","55","0","10","5","0","0","0","15","0","0","70","145","5","0","305"
"10007807","Ulster University*","","","","","","","","","","","","","","",""
"10039956","The University of Law*","","","","","","","","","","","","","","",""
"10007784","University College London","4,555","0","1,735","1,020","590","105","615","670","70","720","795","1,370","170","40","12,445"
"10007793","University of South Wales","220","0","120","155","15","90","115","20","215","125","400","380","65","75","1,990"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0","0","10","0","0","0","40","0","0","50"
"10007163","The University of Warwick","460","0","895","1,135","0","515","430","360","50","125","395","1,125","605","535","6,630"
"10007164","University of the West of England, Bristol","435","0","175","265","180","285","290","80","155","70","290","745","230","65","3,265"
"10007800","The University of the West of Scotland","190","0","85","115","0","90","95","0","25","95","135","245","80","35","1,200"
"10006566","The University of West London*","","","","","","","","","","","","","","",""
"10007165","The University of Westminster","55","0","85","95","130","190","175","90","125","10","150","495","55","25","1,670"
"10003614","The University of Winchester","65","0","5","5","0","60","100","95","40","130","70","175","55","95","895"
"10007166","The University of Wolverhampton","290","0","115","120","50","90","130","75","95","140","130","695","200","60","2,205"
"10007139","University of Worcester","170","0","40","15","0","40","60","30","35","205","110","270","80","45","1,100"
"10007833","Wrexham University","40","5","0","55","5","10","20","5","25","25","70","120","25","5","415"
"10007657","Writtle University College*","","","","","","","","","","","","","","",""
"10007713","York St John University","60","0","10","10","0","40","60","65","50","55","130","200","75","15","765"
"10007167","The University of York*","","","","","","","","","","","","","","",""
"","Total","","","","","","","","","","","","","","",""
