﻿Title:,"Table 17 - HE full-time academic staff by HE provider and contract salary"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 17
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Sex,All 
,Academic employment function,All 
,Contract levels,All 
,Academic year,2021/22 
Search:,


"UKPRN","HE provider","Contract salary < £20,092 ","Contract salary ≥ £20,092 and < £26,341 ","Contract salary ≥ £26,341 and < £35,326 ","Contract salary ≥ £35,326 and < £47,419 ","Contract salary ≥ £47,419 and < £63,668 ","Contract salary ≥ £63,668 ","Total"
"10007772","Edinburgh Napier University","0","0","20","155","330","65","565"
"10007790","The University of Edinburgh","0","5","310","1,575","1,435","825","4,150"
"10042570","Escape Studios","0","0","0","5","15","10","35"
"10007791","The University of Essex","0","0","45","280","480","190","995"
"10008173","University College of Estate Management","0","0","5","10","15","5","30"
"10007792","The University of Exeter","0","0","250","855","675","445","2,225"
"10008640","Falmouth University","0","0","45","50","95","10","205"
"10004511","The National Film and Television School","0","0","10","5","10","15","45"
"10022087","Futureworks","0","5","15","5","0","0","20"
"10007762","Glasgow Caledonian University","0","0","10","80","430","100","620"
"10002681","Glasgow School of Art","0","0","0","15","60","20","95"
"10007794","The University of Glasgow","0","5","315","1,050","905","675","2,950"
"10007145","University of Gloucestershire","0","0","35","130","160","35","355"
"10002718","Goldsmiths College","0","0","10","60","235","110","410"
"10007146","The University of Greenwich","0","5","35","275","365","85","765"
"10007825","Guildhall School of Music and Drama","0","15","35","25","35","25","135"
"10040812","Harper Adams University","0","0","0","40","80","15","135"
"10080811","Hartpury University","5","20","45","40","25","0","135"
"10007764","Heriot-Watt University","0","0","65","215","290","155","720"
"10007147","University of Hertfordshire","0","20","75","275","415","120","910"
"10007148","The University of Huddersfield","0","0","35","295","295","115","745"
"10007149","The University of Hull","0","0","25","220","330","100","675"
"10003239","ICON College of Technology and Management","0","0","0","15","5","5","20"
"10003270","Imperial College of Science, Technology and Medicine","0","0","5","1,330","1,090","1,325","3,755"
"10013220","Institute of Art - London Limited","0","0","0","5","5","5","15"
"10035638","Institute of Contemporary Music Performance","0","0","0","5","0","0","10"
"10082570","Kaplan International Colleges U.K. Limited","0","0","85","45","5","0","130"
"10021682","Kaplan Open Learning (Essex) Limited","0","5","10","10","0","0","25"
"10007767","Keele University","0","5","35","240","225","110","615"
"10007150","The University of Kent","0","0","25","315","385","240","965"
"10003645","King's College London","0","0","125","1,240","1,045","1,190","3,600"
"10003678","Kingston University","0","0","10","175","360","105","655"
"10003758","LAMDA Limited","0","0","10","5","5","0","20"
"10007768","The University of Lancaster","0","0","135","415","435","260","1,245"
"10003854","Leeds Arts University","0","25","10","25","20","5","90"
"10003861","Leeds Beckett University","0","5","60","230","515","95","910"
"10034449","Leeds Conservatoire","0","0","0","5","20","0","25"
"10007795","The University of Leeds","0","0","180","1,095","1,000","640","2,915"
"10003863","Leeds Trinity University","0","0","5","90","50","20","165"
"10082828","College of Legal Practice Limited","0","0","0","0","0","0","5"
"10007796","The University of Leicester","0","0","90","395","545","255","1,285"
"10007151","The University of Lincoln","0","5","90","385","305","115","905"
"10036456","Academy of Live Technology Ltd","0","0","0","5","5","0","10"
"10003956","Liverpool Hope University","0","0","20","150","85","15","270"
"10003957","Liverpool John Moores University","0","10","95","215","740","120","1,185"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","15","15","0","30"
"10006842","The University of Liverpool","0","0","105","775","655","850","2,385"
"10003958","Liverpool School of Tropical Medicine","0","0","30","90","40","55","215"
"10007162","University of the Arts, London","0","0","10","195","370","160","740"
"10007769","London Business School","0","0","0","5","0","100","100"
"10007797","University of London (Institutes and activities)","0","0","0","15","10","30","50"
"10004036","London Film School Limited","0","0","5","15","0","0","25"
"10004048","London Metropolitan University","0","0","0","85","180","55","325"
"10004078","London South Bank University","0","10","80","260","270","65","685"
"10004063","London School of Economics and Political Science","0","0","35","270","185","545","1,035"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","375","190","170","735"
"10022285","London School of Management Education","0","0","0","10","0","0","15"
"10004075","London School of Theology","0","0","0","5","0","0","10"
"10008289","The London Institute of Banking & Finance","0","0","0","0","5","5","5"
"10067623","The London Interdisciplinary School Ltd","0","0","0","0","5","0","5"
"10004113","Loughborough University","0","20","215","265","485","260","1,245"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","5","10","210","495","800","160","1,680"
"10007798","The University of Manchester","0","0","550","1,400","1,065","1,145","4,160"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0"
"10030776","St Mellitus College","0","0","0","15","5","0","20"
"10004320","The Metanoia Institute","0","0","0","0","5","5","10"
"10004351","Middlesex University","0","35","40","235","345","75","730"
"10023777","Mont Rose College of Management and Sciences","0","0","5","15","10","5","35"
"10023454","Moorlands College","0","0","0","5","0","0","10"
"10004538","Nazarene Theological College","0","0","5","0","0","0","5"
"10030129","Nelson College London Ltd","0","5","5","0","0","0","10"
"10007799","Newcastle University","0","0","480","675","735","565","2,455"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","5","0","5","10"
"10048199","Northeastern University London","0","0","0","20","20","5","50"
"10007138","The University of Northampton","0","0","5","215","220","15","450"
"10001282","University of Northumbria at Newcastle","0","5","110","410","780","210","1,515"
"10004775","Norwich University of the Arts","0","10","45","25","25","5","110"
"10007154","University of Nottingham","0","5","560","730","760","800","2,855"
"10004797","The Nottingham Trent University","0","50","235","725","625","165","1,795"
"10007773","The Open University","0","0","15","245","620","225","1,105"
"10004930","Oxford Brookes University","0","5","60","250","290","100","700"
"10007774","The University of Oxford","0","0","740","2,355","1,050","1,785","5,935"
"10005127","Arts University Plymouth","0","5","10","15","10","5","45"
"10007801","University of Plymouth","0","0","50","250","395","95","790"
"10019178","Point Blank Music School","0","0","0","5","5","0","10"
"10007155","The University of Portsmouth","0","5","45","420","520","140","1,130"
"10005337","Queen Margaret University, Edinburgh","0","0","5","50","95","20","170"
"10007775","Queen Mary University of London","0","0","75","625","710","555","1,970"
"10009292","Royal Academy of Dramatic Art","0","0","5","15","5","10","30"
"10005389","Ravensbourne University London","0","0","0","0","30","10","40"
"10007802","The University of Reading","0","0","90","255","480","235","1,060"
"10008455","Regent College London","0","0","5","20","5","5","35"
"10005500","Robert Gordon University","0","5","15","170","205","65","460"
"10007776","Roehampton University","0","0","25","105","205","65","400"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","5","10","5","15"
"10007835","Royal Academy of Music","0","0","0","5","5","10","20"
"10005545","Royal Agricultural University","0","0","5","15","20","10","50"
"10007777","Royal College of Art","0","0","0","0","30","30","65"
"10007778","Royal College of Music","0","0","0","0","10","10","20"
"10005561","Royal Conservatoire of Scotland","0","0","0","20","25","5","50"
"10007816","The Royal Central School of Speech and Drama","0","0","0","10","30","5","40"
"10005553","Royal Holloway and Bedford New College","0","0","25","170","320","215","725"
"10007837","Royal Northern College of Music","0","0","0","5","15","10","30"
"10007779","The Royal Veterinary College","0","0","30","40","95","60","225"
"10007803","The University of St. Andrews","0","0","90","415","420","205","1,130"
"10007839","SAE Education Limited","0","5","15","5","0","0","25"
"10007782","St George's, University of London","0","5","15","80","150","85","330"
"10008026","St Mary's University College","0","0","0","5","25","5","35"
"10007843","St Mary's University, Twickenham","0","0","5","85","95","20","205"
"10007156","The University of Salford","0","5","90","205","475","75","850"
"10007780","SOAS University of London","0","0","15","75","135","65","295"
"10005700","SRUC","0","15","40","200","45","40","345"
"10005790","Sheffield Hallam University","0","0","60","420","670","145","1,295"
"10007157","The University of Sheffield","0","0","525","815","940","535","2,815"
"10006022","Solent University","0","0","5","245","125","10","390"
"10007158","The University of Southampton","0","0","300","555","545","630","2,030"
"10006093","Spurgeon's College","0","0","5","5","0","0","10"
"10006299","Staffordshire University","0","5","35","270","190","50","550"
"10007804","The University of Stirling","0","5","50","155","260","100","565"
"10037449","University of St Mark and St John","0","0","5","30","30","5","70"
"10008010","Stranmillis University College","0","0","0","5","35","5","40"
"10007805","The University of Strathclyde","0","0","220","540","490","365","1,615"
"10014001","University of Suffolk","0","0","10","95","70","15","190"
"10007159","The University of Sunderland","5","20","55","265","250","35","635"
"10007160","The University of Surrey","0","0","85","290","420","300","1,095"
"10007806","The University of Sussex","0","0","40","385","470","325","1,220"
"10007855","Swansea University","0","5","240","505","410","220","1,385"
"10083403","The Engineering and Design Institute London","0","0","0","0","0","5","10"
"10007161","Teesside University","0","20","105","235","295","75","730"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","5"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","5","20","10","30"
"10007858","University of Wales Trinity Saint David","0","5","45","155","120","20","340"
"10067648","University Academy 92 Limited","0","0","10","10","0","0","25"
"10007114","University of the Highlands and Islands","0","0","10","15","25","5","60"
"10007807","Ulster University","0","5","140","235","540","145","1,065"
"10039956","The University of Law","0","0","0","95","135","35","260"
"10007784","University College London","0","0","415","2,275","1,990","1,680","6,365"
"10007793","University of South Wales","0","5","40","320","325","80","770"
"10029843","Waltham International College Limited","0","0","10","5","5","0","15"
"10007163","The University of Warwick","0","0","280","635","700","625","2,240"
"10007361","Waverley Abbey College","0","0","0","0","0","0","0"
"10007164","University of the West of England, Bristol","0","0","120","465","610","110","1,300"
"10007800","The University of the West of Scotland","0","0","25","130","355","55","565"
"10006566","The University of West London","0","0","60","160","190","50","460"
"10007165","The University of Westminster","0","0","0","140","345","200","685"
"10003614","The University of Winchester","0","0","0","95","135","25","255"
"10007166","The University of Wolverhampton","0","0","60","265","475","75","875"
"10007139","University of Worcester","0","0","5","100","210","35","345"
"10007833","Wrexham University","0","0","5","75","55","10","145"
"10007657","Writtle University College","0","0","25","25","15","0","65"
"10007713","York St John University","0","0","30","110","130","20","290"
"10007167","The University of York","0","0","180","545","600","355","1,680"
"","Total","35","730","13,685","50,695","54,915","31,300","151,355"
