﻿Title:,"Table 11 - HE staff FTE by HE provider and cost centre"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 11
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Contract marker,All (including atypical) 
,Academic year,2015/16 
Search:,


"UKPRN","HE Provider","Medicine, dentistry & health","Agriculture, forestry & veterinary science","Biological, mathematical & physical sciences","Engineering & technology","Architecture & planning","Administration & business studies","Social studies","Humanities & language based studies & archaeology","Design, creative & performing arts","Education","Total academic services","Central administration & services, staff and student facilities","Premises","Residences & catering","Total all cost centres"
"10004930","Oxford Brookes University","165","0","95","70","110","130","120","95","40","80","130","740","100","110","1,990"
"10007774","The University of Oxford","4,230","0","2,200","855","5","330","870","915","50","260","905","1,685","5","0","12,305"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","110","0","15","50","15","0","195"
"10007801","University of Plymouth","570","0","335","165","35","235","120","35","125","130","175","555","145","0","2,625"
"10007155","The University of Portsmouth","250","0","235","280","55","200","300","105","100","85","320","530","110","125","2,690"
"10005337","Queen Margaret University, Edinburgh","140","0","10","0","0","40","20","0","15","0","75","115","5","0","425"
"10007775","Queen Mary University of London","1,325","0","390","355","0","95","320","285","25","0","225","535","195","95","3,845"
"10005389","Ravensbourne University London","0","0","0","0","0","0","40","0","30","0","0","105","0","0","175"
"10007802","The University of Reading","175","175","505","90","70","325","135","260","55","80","210","610","105","305","3,095"
"10005500","Robert Gordon University","195","0","40","135","40","100","105","0","60","40","30","350","110","0","1,210"
"10007776","Roehampton University","95","0","30","0","0","60","70","95","45","135","195","305","30","0","1,065"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","5","0","0","0","0","45","0","5","35","5","0","90"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","110","0","15","45","15","10","190"
"10005545","Royal Agricultural University","0","30","0","0","15","15","0","0","0","5","25","40","25","40","200"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","175","0","85","55","20","0","335"
"10007778","Royal College of Music","0","0","0","0","0","0","0","0","85","0","50","45","15","0","200"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","120","0","5","100","20","0","245"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","100","0","40","30","5","0","175"
"10005553","Royal Holloway and Bedford New College","85","0","245","65","0","125","185","150","60","0","70","325","80","95","1,485"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","70","0","10","110","10","25","220"
"10007779","The Royal Veterinary College","0","575","0","0","0","0","0","0","0","0","120","60","70","0","825"
"10007803","The University of St. Andrews","175","0","625","60","0","55","150","340","0","5","20","665","90","195","2,380"
"10007782","St George's, University of London","390","0","90","0","0","0","0","0","0","0","25","175","20","5","705"
"10008026","St Mary's University College","0","0","0","0","0","0","15","0","0","45","15","25","15","5","115"
"10007843","St Mary's University, Twickenham","30","0","15","0","0","25","25","45","20","155","25","160","40","85","620"
"10007156","The University of Salford","250","0","95","120","65","85","175","60","125","25","85","690","215","0","1,990"
"10007780","SOAS University of London","0","0","0","0","0","40","225","200","30","50","115","180","10","0","850"
"10005700","SRUC","0","540","80","50","0","10","15","0","0","40","25","260","60","20","1,095"
"10005790","Sheffield Hallam University","390","25","110","260","115","340","285","85","100","380","385","790","245","60","3,570"
"10007157","The University of Sheffield","1,120","0","760","1,360","145","160","435","305","30","80","860","665","510","145","6,580"
"10006022","Solent University","30","0","20","220","15","90","160","15","155","70","210","265","70","20","1,335"
"10007158","The University of Southampton","1,370","0","800","985","0","170","295","315","165","75","430","670","290","295","5,855"
"10006299","Staffordshire University","120","0","55","185","0","70","140","10","85","80","150","325","10","45","1,285"
"10007804","The University of Stirling","155","0","195","30","0","105","180","95","0","85","175","285","155","40","1,500"
"10037449","University of St Mark and St John","15","0","0","0","0","5","0","0","15","110","0","115","30","10","305"
"10008010","Stranmillis University College","0","0","0","0","0","0","0","0","0","50","5","40","25","30","155"
"10007805","The University of Strathclyde","265","0","385","760","30","230","170","90","0","165","275","635","90","75","3,165"
"10014001","University of Suffolk","70","0","15","10","0","15","40","10","25","0","5","175","15","0","375"
"10007159","The University of Sunderland","170","0","40","105","0","160","155","70","95","105","215","350","115","40","1,620"
"10007160","The University of Surrey","165","60","345","380","0","155","115","55","80","5","220","600","80","200","2,465"
"10007806","The University of Sussex","185","0","435","115","0","185","375","180","15","50","285","340","5","15","2,190"
"10007855","Swansea University","580","0","115","450","0","110","320","150","0","30","170","560","135","130","2,745"
"10007161","Teesside University","335","0","55","265","0","50","95","30","50","75","355","220","95","35","1,660"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","0","0","0","0","235","0","0","0","0","0","235"
"10007858","University of Wales Trinity Saint David","15","5","5","80","15","75","40","60","145","120","135","405","0","40","1,140"
"10007114","University of the Highlands and Islands","15","0","5","0","0","0","0","10","5","0","60","105","5","0","205"
"10007807","Ulster University","270","0","140","380","55","190","185","70","55","60","320","325","110","20","2,185"
"10007784","University College London","4,275","0","1,685","825","390","75","495","585","70","665","695","1,070","130","60","11,020"
"10007793","University of South Wales","220","0","110","190","15","110","115","80","215","95","165","630","110","75","2,115"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0","0","0","0","0","0","90","0","20","110"
"10007163","The University of Warwick","430","0","860","665","0","420","385","315","40","125","345","895","435","545","5,470"
"10007164","University of the West of England, Bristol","360","0","160","235","130","220","245","60","130","75","265","730","190","100","2,895"
"10007800","The University of the West of Scotland","215","0","110","135","0","80","110","5","30","75","175","295","105","40","1,380"
"10006566","The University of West London","160","0","5","35","5","135","75","0","155","0","105","125","5","0","815"
"10007165","The University of Westminster","60","0","110","100","125","210","210","130","135","5","230","565","80","30","1,995"
"10003614","The University of Winchester","40","0","0","0","0","60","85","100","45","150","60","160","55","90","850"
"10007166","The University of Wolverhampton","260","0","100","125","40","75","125","80","120","165","150","590","225","60","2,115"
"10007139","University of Worcester","170","0","50","15","0","55","50","35","35","200","95","260","75","55","1,090"
"10007833","Wrexham University","45","5","0","70","5","25","15","10","30","30","95","110","25","20","485"
"10007657","Writtle University College","0","120","0","0","0","0","0","0","10","10","20","65","10","20","250"
"10007713","York St John University","70","0","0","5","0","45","20","100","55","85","75","135","65","20","670"
"10007167","The University of York","405","0","820","215","0","70","345","285","95","90","240","585","160","175","3,485"
"","Total","59,675","4,200","38,810","29,510","3,650","17,620","25,000","16,540","12,860","13,120","30,755","65,105","18,290","11,470","346,610"
