﻿Title:,"Table 1 - Buildings and spaces"
Subtitle:,"Academic years 2015/16 to 2022/23"
Reference ID:,DT042 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-1.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,Choose a value... 
,Region of HE provider,Choose a value... 
,Academic year,2019/20 
Search:,


"UKPRN","HE provider","Total number of sites","Total number of buildings","Total site area (hectares)","Total grounds area (hectares)","Total playing fields area (hectares)","Total gross internal area (m2)","Total number of car parking spaces","Total number of cycle spaces"
"10007144","The University of East London","3","29","13.350","12.773","0.200","119,799.470","700","516"
"10007823","Edge Hill University","3","122","51.000","25.700","4.700","141,038.560","1,647","209"
"10007772","Edinburgh Napier University","11","17","35.000","10.123","0.000","110,552.350","770","677"
"10007790","The University of Edinburgh","7","458","355.000","320.000","10.926","887,032.000","2,535","5,914"
"10007791","The University of Essex","4","128","111.560","102.000","7.000","283,182.710","2,996","1,076"
"10007792","The University of Exeter","3","220","107.670","107.670","31.000","283,550.440","1,936","1,689"
"10008640","Falmouth University","2","88","22.256","19.860","0.235","74,684.327","575","329"
"10004511","The National Film and Television School","1","11","1.420","1.420","0.000","12,424.080","105","30"
"10007762","Glasgow Caledonian University","2","23","7.116","4.762","0.000","100,807.510","141","188"
"10002681","Glasgow School of Art","4","15","2.000","2.000","0.000","60,882.000","40","72"
"10007794","The University of Glasgow","18","319","220.000","81.000","23.000","473,358.180","1,628","992"
"10002718","Goldsmiths College","","","","","","82,932.960","",""
"10007146","The University of Greenwich","3","49","41.111","21.001","17.560","153,838.780","1,561","592"
"10007825","Guildhall School of Music and Drama","1","4","0.892","0.140","0.000","33,817.040","2","153"
"10007764","Heriot-Watt University","4","90","89.640","89.460","10.440","228,513.260","2,104","609"
"10007147","University of Hertfordshire","8","84","94.460","94.460","21.640","189,610.000","3,502","1,700"
"10007148","The University of Huddersfield","1","29","17.390","11.790","5.600","127,896.030","580","90"
"10007149","The University of Hull","3","98","90.160","45.870","34.930","204,533.000","1,971","1,131"
"10003270","Imperial College of Science, Technology and Medicine","11","117","138.769","118.873","24.253","570,967.000","1,408","2,713"
"10007767","Keele University","1","176","209.800","97.000","18.500","166,888.300","2,611","464"
"10007150","The University of Kent","2","395","129.360","120.160","9.900","250,850.070","2,526","1,495"
"10003645","King's College London","7","88","","5.800","20.920","434,646.722","151","1,171"
"10003678","Kingston University","5","168","50.920","23.700","21.320","168,040.030","1,761","1,589"
"10007768","The University of Lancaster","2","252","149.690","97.900","9.100","315,127.000","3,091","1,472"
"10003861","Leeds Beckett University","3","106","56.232","18.050","19.207","243,993.110","1,366","1,068"
"10007795","The University of Leeds","6","359","142.446","78.556","50.289","576,503.058","1,877","2,612"
"10003863","Leeds Trinity University","1","33","18.000","7.000","6.600","43,258.030","483","44"
"10007796","The University of Leicester","5","208","88.160","40.260","26.600","299,732.320","2,060","1,810"
"10007151","The University of Lincoln","3","91","256.818","239.418","3.232","176,833.388","1,106","1,134"
"10003956","Liverpool Hope University","3","51","19.440","9.290","2.110","84,759.000","706","201"
"10003957","Liverpool John Moores University","3","41","23.900","5.700","6.870","149,227.750","742","473"
"10006842","The University of Liverpool","7","217","246.500","83.200","18.600","497,985.000","1,890","755"
"10007162","University of the Arts, London","16","40","8.846","3.618","0.000","183,845.785","118","1,261"
"10007797","University of London (Institutes and activities)","","","","","","197,351.000","",""
"10004048","London Metropolitan University","3","7","2.534","0.375","0.000","82,223.780","25","138"
"10004063","London School of Economics and Political Science","1","44","21.180","11.680","9.500","201,884.090","56","667"
"10007771","London School of Hygiene and Tropical Medicine","6","6","2.743","","","27,429.000","","80"
"10004113","Loughborough University","2","131","120.752","93.308","28.093","323,929.220","3,636","2,228"
"10004180","The Manchester Metropolitan University","1","38","24.220","10.639","7.450","242,911.430","1,014","1,097"
"10007798","The University of Manchester","7","213","156.400","124.090","8.303","933,790.900","3,597","3,000"
"10004351","Middlesex University","4","44","10.947","6.500","3.200","91,328.900","555","188"
"10007799","Newcastle University","24","236","630.986","27.560","22.170","497,529.240","1,124","2,150"
"10007138","The University of Northampton","10","43","39.930","39.930","9.000","160,348.270","2,628","671"
"10001282","University of Northumbria at Newcastle","4","58","28.000","25.000","3.000","244,053.000","","1,132"
"10007154","University of Nottingham","4","418","230.000","543.000","48.000","678,664.480","5,079","5,162"
"10004797","The Nottingham Trent University","3","115","266.020","247.273","6.447","215,376.460","1,813","825"
"10004930","Oxford Brookes University","9","141","79.200","56.300","13.600","219,844.390","1,667","2,945"
"10007774","The University of Oxford","13","248","537.432","500.424","11.100","643,857.000","2,045","4,670"
"10007801","University of Plymouth","13","95","15.860","9.340","0.000","184,992.200","616","287"
"10007155","The University of Portsmouth","","88","70.976","20.391","25.282","181,001.180","1,092","1,546"
"10005337","Queen Margaret University, Edinburgh","1","14","14.273","13.300","0.133","46,596.580","431","283"
"10007775","Queen Mary University of London","4","89","26.509","7.219","13.000","257,146.960","220","963"
"10007802","The University of Reading","3","184","130.900","122.800","22.570","203,804.000","2,256","3,541"
"10005500","Robert Gordon University","2","28","56.202","17.000","0.000","104,787.000","1,112","288"
"10005523","Rose Bruford College of Theatre and Performance","2","9","6.000","2.000","2.000","13,246.000","116","140"
"10007816","The Royal Central School of Speech and Drama","3","8","0.620","0.620","0.000","13,269.000","2","60"
"10005553","Royal Holloway and Bedford New College","3","124","77.930","68.880","3.340","187,735.220","1,438","883"
"10007779","The Royal Veterinary College","3","143","244.000","18.000","6.000","50,752.000","784","91"
"10007803","The University of St. Andrews","1","152","53.687","44.500","22.260","271,728.170","1,045","2,003"
"10007782","St George's, University of London","1","9","2.270","0.710","0.000","70,592.170","86","409"
"10008026","St Mary's University College","1","4","","","0.000","14,646.000","184",""
"10007843","St Mary's University, Twickenham","6","53","17.230","9.930","10.000","53,057.000","274","247"
"10007156","The University of Salford","3","26","32.000","32.000","10.000","154,250.000","1,928","361"
"10007780","SOAS University of London","2","8","4.333","0.000","0.000","48,087.440","0","340"
"10005700","SRUC","10","295","","","","144,085.270","",""
"10005790","Sheffield Hallam University","3","66","34.230","20.470","8.610","198,182.640","402","692"
"10007157","The University of Sheffield","20","347","144.620","113.800","8.100","540,037.320","2,391","2,609"
"10006022","Solent University","4","40","31.130","21.160","6.350","135,553.000","709","488"
"10007158","The University of Southampton","","","","","","435,475.860","",""
"10006299","Staffordshire University","3","43","52.000","42.000","3.420","95,645.000","1,373","580"
"10007804","The University of Stirling","1","43","135.200","133.000","18.100","166,785.510","1,883","575"
"10037449","University of St Mark and St John","1","62","17.790","10.460","5.000","34,988.000","670","98"
"10007805","The University of Strathclyde","6","54","97.830","79.440","18.390","355,270.000","461","668"
"10014001","University of Suffolk","1","11","7.100","7.100","0.000","26,579.000","461","176"
"10007160","The University of Surrey","3","317","95.700","66.900","16.540","325,367.150","2,015","2,644"
"10007855","Swansea University","4","103","66.800","40.840","5.170","264,266.810","1,630","1,020"
"10007161","Teesside University","3","95","40.961","18.240","22.721","159,069.020","1,543","364"
"10008017","Trinity Laban Conservatoire of Music and Dance","3","4","1.600","0.380","0.000","18,836.600","87","32"
"10007858","University of Wales Trinity Saint David","16","119","38.180","21.060","2.970","141,278.435","1,411","170"
"10007114","University of the Highlands and Islands","63","117","53.457","53.450","","145,071.100","","100"
"10007807","Ulster University","6","78","202.229","80.000","30.670","244,571.190","4,936","377"
"10007784","University College London","","252","52.350","16.000","36.000","669,493.670","","1,694"
"10007793","University of South Wales","7","84","29.320","29.320","16.000","208,753.780","2,568","260"
"10007163","The University of Warwick","4","467","245.449","154.130","45.193","562,786.784","6,315","3,500"
"10007164","University of the West of England, Bristol","7","285","74.659","58.792","2.757","304,876.030","3,390","1,269"
"10007800","The University of the West of Scotland","6","57","45.215","21.055","3.791","129,794.830","1,483","321"
"10006566","The University of West London","6","9","2.423","2.423","0.000","51,362.350","119","192"
"10007165","The University of Westminster","11","39","27.000","11.700","10.000","162,599.900","498","351"
"10003614","The University of Winchester","3","61","13.000","8.000","4.000","71,010.000","479","250"
"10007166","The University of Wolverhampton","4","88","38.117","20.033","5.337","180,475.000","1,877","205"
"10007139","University of Worcester","9","66","87.212","72.589","23.268","94,036.780","1,117","815"
"10007833","Wrexham University","7","30","58.550","26.110","2.000","63,554.000","1,368","72"
"10007713","York St John University","9","64","32.200","22.024","6.950","79,474.507","285","782"
"10007167","The University of York","3","328","188.505","167.918","14.521","419,464.260","2,337","5,555"
