﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2015/16 
Search:,


"UKPRN","HE Provider","Channel Islands not otherwise specified","Isle of Man","Total Other UK","Not known","Total"
"10003324","The Institute of Cancer Research","0","0","0","0","260"
"10001143","Canterbury Christ Church University","25","5","30","0","15,245"
"10007814","Cardiff University","40","10","50","0","23,560"
"10007854","Cardiff Metropolitan University","10","5","25","10","9,295"
"10007141","The University of Central Lancashire","10","35","45","0","22,045"
"10007848","University of Chester","15","50","70","0","14,060"
"10007137","The University of Chichester","30","0","30","0","5,355"
"10001386","Chicken Shed Theatre Company","0","0","0","0","85"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","200"
"10001419","Christie's Education Limited","0","0","0","0","15"
"10010213","The City College","0","0","0","0","305"
"10001478","City, University of London","10","5","10","0","11,490"
"10007912","Cliff College","0","0","0","0","80"
"10013357","The Academy of Contemporary Music","5","0","5","0","800"
"10001653","Conservatoire for Dance and Drama","0","0","0","0","880"
"10007761","Courtauld Institute of Art","0","0","0","0","320"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","15"
"10001726","Coventry University","5","5","15","0","19,710"
"10007822","Cranfield University","0","0","10","5","1,880"
"10006427","University for the Creative Arts","5","0","10","0","4,110"
"10007842","University of Cumbria","5","15","20","5","8,555"
"10001883","De Montfort University","15","10","25","0","18,085"
"10007851","University of Derby","5","15","25","0","15,075"
"10007852","The University of Dundee","10","10","25","0","12,530"
"10007143","University of Durham","65","30","95","0","13,020"
"10007789","The University of East Anglia","5","15","25","5","12,120"
"10007144","The University of East London","10","0","20","10","12,335"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","235"
"10007823","Edge Hill University","10","60","65","0","15,280"
"10007772","Edinburgh Napier University","5","5","10","5","10,005"
"10007790","The University of Edinburgh","40","25","75","10","19,565"
"10022047","Empire College London Limited","0","0","0","0","130"
"10042570","Escape Studios","0","0","0","0","225"
"10007791","The University of Essex","5","0","5","0","9,335"
"10002113","East End Computing and Business College Limited","0","0","0","0","360"
"10008173","University College of Estate Management","0","0","0","0","1,100"
"10008229","EThames Graduate School Limited","0","0","0","0","560"
"10007792","The University of Exeter","100","10","115","5","16,220"
"10008640","Falmouth University","20","10","25","0","4,265"
"10033187","Fairfield School of Business Ltd","0","0","0","0","585"
"10045476","Met Film School Limited","0","0","0","0","85"
"10004511","The National Film and Television School","0","0","0","0","165"
"10038763","ForMission Ltd","0","0","0","0","175"
"10022087","Futureworks","0","0","0","0","305"
"10007762","Glasgow Caledonian University","0","0","5","0","14,535"
"10002681","Glasgow School of Art","0","0","0","0","1,400"
"10007794","The University of Glasgow","5","5","15","5","19,585"
"10007145","University of Gloucestershire","15","0","15","0","7,430"
"10002718","Goldsmiths College","10","0","10","0","6,345"
"10002735","Grafton College","0","0","0","0","345"
"10007146","The University of Greenwich","5","5","15","5","16,455"
"10007937","GSM London","0","0","0","0","6,770"
"10007825","Guildhall School of Music and Drama","5","0","5","0","630"
"10040812","Harper Adams University","5","10","10","0","5,350"
"10007764","Heriot-Watt University","5","5","10","0","7,210"
"10007147","University of Hertfordshire","10","10","40","25","20,860"
"10007765","Heythrop College","0","0","0","0","495"
"10007148","The University of Huddersfield","5","25","30","0","16,150"
"10007149","The University of Hull","5","5","10","0","13,920"
"10003239","ICON College of Technology and Management","0","0","0","0","1,260"
"10003270","Imperial College of Science, Technology and Medicine","10","0","10","0","8,515"
"10035638","Institute of Contemporary Music Performance","0","0","5","0","470"
"10029682","The Islamic College","0","0","0","0","30"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","0","515"
"10007767","Keele University","10","5","20","0","8,685"
"10003566","Kensington College of Business","0","0","0","0","320"
"10007150","The University of Kent","35","20","65","10","14,870"
"10003645","King's College London","25","5","35","0","19,995"
"10008325","KLC School of Design","0","0","0","0","140"
"10003678","Kingston University","15","5","20","0","17,180"
"10009285","Kogan Academy of Dramatic Arts","0","0","0","0","15"
"10007768","The University of Lancaster","20","35","55","0","8,590"
"10003854","Leeds Arts University","5","5","5","0","1,255"
"10003861","Leeds Beckett University","20","40","60","0","24,170"
"10007795","The University of Leeds","20","30","55","5","25,205"
"10003863","Leeds Trinity University","0","0","0","0","3,665"
"10007796","The University of Leicester","15","10","35","10","12,025"
"10007151","The University of Lincoln","10","10","15","0","12,070"
"10003956","Liverpool Hope University","10","10","20","0","4,735"
"10003957","Liverpool John Moores University","25","45","70","0","20,465"
"10003945","The Liverpool Institute for Performing Arts","5","0","5","0","560"
"10006842","The University of Liverpool","35","45","100","25","17,460"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","260"
"10007162","University of the Arts, London","20","10","30","0","9,740"
"10004060","London School of Business and Finance (UK) Limited","0","0","0","0","760"
"10013109","London Bridge Business Academy","0","0","0","0","140"
"10007769","London Business School","0","0","5","0","620"
"10030391","London Churchill College Ltd","0","0","0","0","900"
"10018361","City of London College","0","0","0","0","195"
"10007797","University of London (Institutes and activities)","0","0","0","0","125"
"10039082","City and Guilds of London Art School","0","0","0","0","85"
"10004006","London Centre of Contemporary Music","0","0","0","0","145"
"10015506","The London College","0","0","0","0","715"
"10004048","London Metropolitan University","0","5","5","0","11,115"
"10032594","London School of Academics Ltd","0","0","0","0","115"
"10004078","London South Bank University","5","0","5","0","15,705"
"10004063","London School of Economics and Political Science","10","0","10","0","3,520"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","655"
"10022285","London School of Management Education","0","0","0","0","230"
"10004075","London School of Theology","0","0","0","0","155"
"10004079","London Studio Centre","0","0","0","0","285"
"10000939","West London College","0","0","0","0","35"
"10008289","The London Institute of Banking & Finance","0","0","0","0","525"
"10004113","Loughborough University","40","25","65","0","13,460"
"10009612","Luther King House Educational Trust","0","0","0","0","60"
"10004180","The Manchester Metropolitan University","20","40","60","0","30,190"
"10007798","The University of Manchester","35","25","60","0","26,785"
"10009527","Istituto Marangoni Limited","0","0","0","0","95"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","20"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","65"
"10020416","Missio Dei","0","0","0","0","95"
"10030776","St Mellitus College","0","0","0","0","350"
"10004320","The Metanoia Institute","0","0","0","0","100"
"10004351","Middlesex University","10","0","15","0","14,255"
"10004365","Millennium Performing Arts Ltd","0","0","0","0","20"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","280"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","790"
"10023454","Moorlands College","0","0","0","0","190"
"10000216","All Nations Christian College","0","0","0","0","30"
"10004538","Nazarene Theological College","0","0","0","0","75"
"10030129","Nelson College London Ltd","0","0","0","0","830"
"10007799","Newcastle University","20","35","55","0","17,240"
"10045289","St Nicholas Montessori Training Limited","0","0","0","0","35"
"10048199","Northeastern University London","0","0","0","0","95"
"10008397","Norland College","0","0","0","0","215"
"10007138","The University of Northampton","5","5","10","0","11,515"
"10023130","Nova College of Accounting and Business Ltd","0","0","0","0","190"
"10004740","Northern College of Acupuncture","0","0","0","0","95"
"10001282","University of Northumbria at Newcastle","25","50","75","5","23,940"
"10004775","Norwich University of the Arts","5","0","5","0","1,870"
"10007154","University of Nottingham","20","25","45","0","24,875"
"10004797","The Nottingham Trent University","25","40","70","5","24,345"
"10010227","Oak Hill College","0","0","0","0","140"
"10004879","Open College of the Arts","0","0","5","0","1,145"
"10007773","The Open University","0","5","5","0","126,390"
"10023445","ICOM","0","0","0","0","55"
"10004930","Oxford Brookes University","35","5","45","0","14,625"
"10020439","Oxford Business College","0","0","0","0","20"
"10007774","The University of Oxford","25","10","40","0","16,800"
"10006243","St Patrick's International College","0","0","0","0","1,585"
"10005127","Arts University Plymouth","5","0","5","0","1,160"
"10007801","University of Plymouth","55","5","60","0","20,885"
"10019178","Point Blank Music School","0","0","0","0","25"
"10007155","The University of Portsmouth","55","5","65","5","18,255"
"10005337","Queen Margaret University, Edinburgh","5","5","10","5","4,205"
"10007775","Queen Mary University of London","10","5","25","5","11,570"
"10005544","Royal Academy of Dance","0","0","0","0","110"
"10005389","Ravensbourne University London","0","0","5","0","2,005"
"10005470","Richmond, The American International University in London","0","0","0","0","320"
"10007802","The University of Reading","30","10","60","15","10,995"
"10003331","Regent's University London","5","0","5","0","475"
"10021100","Regents Theological College","0","0","0","0","135"
"10008455","Regent College London","0","0","0","0","880"
"10005500","Robert Gordon University","5","5","10","0","10,270"
"10007776","Roehampton University","5","0","5","0","8,040"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","645"
"10007835","Royal Academy of Music","5","0","5","0","420"
"10005545","Royal Agricultural University","5","0","5","0","1,055"
"10007777","Royal College of Art","0","0","0","0","695"
"10007778","Royal College of Music","0","0","0","0","425"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","790"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","815"
"10005553","Royal Holloway and Bedford New College","10","5","20","5","7,020"
"10007837","Royal Northern College of Music","10","5","15","0","630"
"10007779","The Royal Veterinary College","0","0","0","0","1,990"
"10007803","The University of St. Andrews","10","10","20","0","5,675"
"10007839","SAE Education Limited","0","0","10","5","725"
"10007782","St George's, University of London","5","0","10","5","5,490"
"10008026","St Mary's University College","0","0","0","0","1,020"
"10007843","St Mary's University, Twickenham","10","0","10","0","5,145"
"10007156","The University of Salford","5","15","20","0","17,310"
"10021256","The Salvation Army","0","0","0","0","45"
"10008362","London School of Science and Technology Limited","0","0","0","0","1,660"
"10007780","SOAS University of London","5","5","10","0","3,140"
"10005700","SRUC","0","0","0","0","1,510"
"10005790","Sheffield Hallam University","10","40","50","0","28,210"
"10007157","The University of Sheffield","15","30","45","0","19,395"
"10053279","The Sherwood Institute","0","0","0","0","95"
"10005916","Slough Borough Council","0","0","0","0","85"
"10006022","Solent University","40","5","45","0","9,575"
"10007158","The University of Southampton","40","15","60","5","17,650"
"10006093","Spurgeon's College","0","0","0","0","155"
"10006299","Staffordshire University","10","10","40","20","14,985"
"10007804","The University of Stirling","5","5","10","0","9,555"
"10037449","University of St Mark and St John","10","0","10","0","2,290"
"10008010","Stranmillis University College","0","0","0","0","1,415"
"10022944","Stratford College London","0","0","0","0","385"
"10007805","The University of Strathclyde","0","0","0","0","17,505"
"10014001","University of Suffolk","0","0","0","0","4,910"
"10007159","The University of Sunderland","0","0","5","5","9,705"
"10007160","The University of Surrey","15","5","20","0","10,700"
"10007806","The University of Sussex","90","5","95","0","10,170"
"10007855","Swansea University","10","15","25","0","14,180"
"10007161","Teesside University","10","5","15","0","17,535"
"10037822","Tottenham Hotspur Foundation","0","0","0","0","95"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","5","0","725"
"10007858","University of Wales Trinity Saint David","0","0","5","0","9,240"
"10007114","University of the Highlands and Islands","0","0","0","0","8,140"
"10007807","Ulster University","5","0","5","0","22,845"
"10039956","The University of Law","0","0","0","0","620"
"10007784","University College London","30","10","90","50","22,160"
"10007793","University of South Wales","10","0","10","0","21,805"
"10008574","The University of Wales (central functions)","0","0","0","0","5"
"10007163","The University of Warwick","15","10","25","0","16,225"
"10007361","Waverley Abbey College","0","0","0","0","135"
"10007164","University of the West of England, Bristol","40","5","45","0","24,130"
"10007800","The University of the West of Scotland","5","0","5","0","14,195"
"10032288","West Dean College","0","0","0","0","20"
"10006566","The University of West London","0","5","5","0","8,910"
"10007165","The University of Westminster","5","5","10","0","14,010"
"10003614","The University of Winchester","95","0","100","0","7,040"
"10023290","West London College of Business and Management Sciences Limited","0","0","0","0","915"
"10007166","The University of Wolverhampton","5","0","10","0","18,200"
"10007139","University of Worcester","5","5","10","0","9,880"
"10007833","Wrexham University","0","0","0","0","5,690"
"10007657","Writtle University College","5","0","5","0","705"
"10007713","York St John University","5","10","15","0","5,525"
"10007167","The University of York","25","25","65","15","13,735"
"","Total","2,375","1395","4,225","455","1,889,005"
