﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2021/22 
Search:,


"UKPRN","HE Provider","Channel Islands not otherwise specified","Isle of Man","Total Other UK","Not known","Total"
"10026921","Christ the Redeemer College","0","0","0","0","210"
"10010213","The City College","0","0","0","0","215"
"10001478","City, University of London","5","0","5","0","14,370"
"10007912","Cliff College","0","0","0","0","125"
"10066502","The College of Health Ltd","0","0","0","0","290"
"10023442","The College of Osteopaths","0","0","0","0","80"
"10001653","Conservatoire for Dance and Drama","0","0","0","0","760"
"10081618","The Council of the Inns of Court","0","0","0","0","155"
"10007761","Courtauld Institute of Art","0","0","0","0","380"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","35"
"10001726","Coventry University","5","5","10","0","22,625"
"10007822","Cranfield University","0","0","5","5","2,715"
"10006427","University for the Creative Arts","5","0","10","5","6,760"
"10007842","University of Cumbria","10","10","25","5","9,425"
"10026767","Dartington Hall Trust (The)","0","0","0","0","90"
"10015688","David Game College Ltd","0","0","0","0","405"
"10001883","De Montfort University","5","10","35","20","20,260"
"10007851","University of Derby","5","0","5","0","18,085"
"10007852","The University of Dundee","0","10","10","0","13,990"
"10007143","University of Durham","90","30","120","0","15,475"
"10067355","Dyson Technical Training Limited","0","0","0","0","40"
"10007789","The University of East Anglia","15","5","20","0","16,035"
"10007144","The University of East London","5","0","10","0","12,830"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","335"
"10007823","Edge Hill University","25","75","100","0","14,210"
"10007772","Edinburgh Napier University","5","5","10","0","11,895"
"10007790","The University of Edinburgh","45","25","75","0","23,200"
"10022047","Empire College London Limited","0","0","0","0","180"
"10042570","Escape Studios","0","0","0","0","890"
"10007791","The University of Essex","15","0","35","20","12,205"
"10008173","University College of Estate Management","0","0","0","0","3,010"
"10002313","ESCP Europe Business School","0","0","0","0","0"
"10007792","The University of Exeter","100","15","125","5","24,330"
"10008640","Falmouth University","25","5","30","0","6,190"
"10045476","Met Film School Limited","0","0","0","0","240"
"10004511","The National Film and Television School","0","0","0","0","425"
"10038763","ForMission Ltd","0","0","0","0","40"
"10022087","Futureworks","0","0","0","0","390"
"10042500","Global Banking School Limited","0","0","0","0","1,895"
"10007762","Glasgow Caledonian University","5","0","5","0","16,480"
"10002681","Glasgow School of Art","0","0","0","0","1,580"
"10007794","The University of Glasgow","20","5","25","0","25,595"
"10007145","University of Gloucestershire","5","0","5","0","7,625"
"10002718","Goldsmiths College","5","0","5","0","6,620"
"10030408","Gower College Swansea","0","0","0","0","50"
"10007146","The University of Greenwich","10","0","40","30","16,575"
"10007825","Guildhall School of Music and Drama","0","0","5","0","760"
"10040812","Harper Adams University","10","5","15","0","5,045"
"10080811","Hartpury University","5","0","10","0","2,185"
"10007764","Heriot-Watt University","10","5","15","0","7,545"
"10007147","University of Hertfordshire","10","5","15","0","18,710"
"10007148","The University of Huddersfield","5","20","25","0","16,655"
"10007149","The University of Hull","10","10","15","0","11,490"
"10003239","ICON College of Technology and Management","0","0","0","0","1,365"
"10003270","Imperial College of Science, Technology and Medicine","5","0","5","0","10,150"
"10013220","Institute of Art - London Limited","0","0","0","0","55"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","0","0","5","5","800"
"10029682","The Islamic College","0","0","0","0","65"
"10067601","JSA Education Group Ltd.","0","0","0","0","20"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","5"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","10","5","1,835"
"10007767","Keele University","10","10","30","5","11,230"
"10003566","Kensington College of Business","0","0","0","0","5"
"10007150","The University of Kent","10","5","15","0","14,690"
"10003645","King's College London","25","5","35","0","24,340"
"10003678","Kingston University","10","5","15","0","13,720"
"10003758","LAMDA Limited","0","0","0","0","205"
"10007768","The University of Lancaster","25","40","70","0","12,530"
"10066551","LCCM AU UK Limited","0","0","0","0","30"
"10003854","Leeds Arts University","10","0","10","0","2,125"
"10003861","Leeds Beckett University","15","20","35","0","20,095"
"10003798","Le Cordon Bleu Limited","0","0","0","0","170"
"10034449","Leeds Conservatoire","5","5","5","0","1,405"
"10007795","The University of Leeds","60","40","100","0","26,065"
"10003863","Leeds Trinity University","5","0","5","0","11,595"
"10082828","College of Legal Practice Limited","0","0","0","0","110"
"10007796","The University of Leicester","10","5","30","10","11,485"
"10007151","The University of Lincoln","5","10","15","5","15,660"
"10036456","Academy of Live Technology Ltd","0","0","0","0","190"
"10003956","Liverpool Hope University","20","10","30","0","5,295"
"10003957","Liverpool John Moores University","105","75","185","0","26,175"
"10003945","The Liverpool Institute for Performing Arts","5","0","5","0","765"
"10006842","The University of Liverpool","85","45","140","10","21,705"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","180"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","910"
"10007162","University of the Arts, London","20","5","25","0","10,390"
"10013109","London Bridge Business Academy","0","0","0","0","200"
"10007769","London Business School","0","0","0","0","515"
"10030391","London Churchill College Ltd","0","0","0","0","245"
"10007797","University of London (Institutes and activities)","20","5","25","0","3,715"
"10039082","City and Guilds of London Art School","0","0","0","0","250"
"10023434","London School of Commerce & IT Limited","0","0","0","0","295"
"10004036","London Film School Limited","0","0","0","0","45"
"10015506","The London College","0","0","0","0","1,185"
"10004048","London Metropolitan University","5","0","30","25","11,860"
"10032594","London School of Academics Ltd","0","0","0","0","140"
"10004078","London South Bank University","5","0","5","0","16,160"
"10004063","London School of Economics and Political Science","5","0","5","0","4,455"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","540"
"10022285","London School of Management Education","0","0","0","0","725"
"10004075","London School of Theology","0","0","0","0","365"
"10004079","London Studio Centre","0","0","0","0","260"
"10062810","The London School of Architecture","0","0","0","0","110"
"10008289","The London Institute of Banking & Finance","0","0","0","0","280"
"10004035","The Film Education Training Trust Limited","0","0","0","0","50"
"10067623","The London Interdisciplinary School Ltd","0","0","0","0","65"
"10004113","Loughborough University","40","20","60","0","14,950"
"10009612","Luther King House Educational Trust","0","0","0","0","80"
"10004180","The Manchester Metropolitan University","40","35","75","0","34,090"
"10007798","The University of Manchester","50","20","70","0","28,235"
"10009527","Istituto Marangoni Limited","0","0","0","0","120"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","125"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","130"
"10020416","Missio Dei","0","0","0","0","75"
"10030776","St Mellitus College","0","0","0","0","465"
"10004320","The Metanoia Institute","0","0","0","0","445"
"10004351","Middlesex University","15","5","20","0","14,625"
"10032277","The Minster Centre","0","0","0","0","175"
"10049370","MLA College","0","0","0","0","75"
"10004450","Mountview Academy of Theatre Arts","5","0","5","0","375"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","745"
"10023454","Moorlands College","0","0","0","0","190"
"10000216","All Nations Christian College","0","0","0","0","55"
"10004538","Nazarene Theological College","0","0","0","0","135"
"10030129","Nelson College London Ltd","0","0","0","0","1,630"
"10023456","Newbold College","0","0","0","0","35"
"10007799","Newcastle University","45","20","65","0","21,070"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","0","35"
"10048199","Northeastern University London","0","0","0","0","340"
"10008397","Norland College","0","0","0","0","260"
"10007138","The University of Northampton","0","0","5","5","11,640"
"10009614","Grŵp NPTC Group","0","0","0","0","180"
"10004740","Northern College of Acupuncture","0","0","0","0","165"
"10001282","University of Northumbria at Newcastle","20","30","55","0","24,560"
"10004775","Norwich University of the Arts","5","5","5","0","2,575"
"10007154","University of Nottingham","40","15","55","0","28,975"
"10004797","The Nottingham Trent University","25","40","70","0","34,860"
"10007773","The Open University","5","0","10","0","151,410"
"10023445","ICOM","0","0","0","0","30"
"10004930","Oxford Brookes University","50","5","75","20","14,270"
"10007774","The University of Oxford","55","20","75","0","18,030"
"10066143","Paris Dauphine International","0","0","0","0","0"
"10006243","St Patrick's International College","0","0","0","0","80"
"10005127","Arts University Plymouth","5","0","5","0","1,025"
"10007801","University of Plymouth","80","5","80","0","16,740"
"10019178","Point Blank Music School","0","0","0","0","585"
"10007155","The University of Portsmouth","40","10","60","10","19,715"
"10083476","The Prince's Foundation","0","0","0","0","15"
"10005337","Queen Margaret University, Edinburgh","50","0","50","0","5,065"
"10007775","Queen Mary University of London","5","5","10","0","17,110"
"10025197","University Centre Quayside Limited","0","0","0","0","150"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","150"
"10005544","Royal Academy of Dance","0","0","0","0","105"
"10005389","Ravensbourne University London","0","0","0","0","2,270"
"10005470","Richmond, The American International University in London","0","0","0","0","225"
"10007802","The University of Reading","25","10","90","55","15,460"
"10086591","Regent's University London Limited","0","0","0","0","420"
"10021100","Regents Theological College","0","0","5","0","165"
"10023871","Results Consortium Limited","0","0","0","0","105"
"10062833","Raindance Educational Services Limited","0","0","0","0","30"
"10008455","Regent College London","0","0","0","0","3,100"
"10005500","Robert Gordon University","10","5","15","0","11,500"
"10007776","Roehampton University","0","0","5","0","8,645"
"10005523","Rose Bruford College of Theatre and Performance","0","0","5","5","930"
"10007835","Royal Academy of Music","0","0","0","0","410"
"10005545","Royal Agricultural University","5","0","5","0","1,055"
"10007777","Royal College of Art","0","0","0","0","695"
"10007778","Royal College of Music","0","0","0","0","450"
"10005561","Royal Conservatoire of Scotland","5","0","5","0","860"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","795"
"10005553","Royal Holloway and Bedford New College","20","0","30","10","9,870"
"10007837","Royal Northern College of Music","5","0","10","0","600"
"10007779","The Royal Veterinary College","0","0","5","0","1,835"
"10007803","The University of St. Andrews","15","10","25","0","6,395"
"10007839","SAE Education Limited","0","5","5","0","655"
"10007782","St George's, University of London","5","0","10","0","4,540"
"10008026","St Mary's University College","0","0","0","0","1,000"
"10007843","St Mary's University, Twickenham","5","0","20","15","4,950"
"10007156","The University of Salford","5","10","15","0","21,090"
"10021256","The Salvation Army","0","0","0","0","40"
"10008362","London School of Science and Technology Limited","0","0","0","0","215"
"10007780","SOAS University of London","5","0","15","5","4,165"
"10005700","SRUC","0","0","0","0","1,680"
"10005790","Sheffield Hallam University","5","35","45","0","29,330"
"10007157","The University of Sheffield","20","35","55","0","19,900"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","0","0","0","215"
"10006022","Solent University","30","5","35","0","7,760"
"10007158","The University of Southampton","60","5","65","0","15,160"
"10006093","Spurgeon's College","0","0","0","0","270"
"10006299","Staffordshire University","5","5","35","25","17,690"
"10007804","The University of Stirling","20","10","30","0","10,660"
"10037449","University of St Mark and St John","10","0","10","0","2,865"
"10008010","Stranmillis University College","0","0","0","0","1,305"
"10007805","The University of Strathclyde","0","0","0","0","20,375"
"10014001","University of Suffolk","5","0","5","0","13,210"
"10007159","The University of Sunderland","0","0","5","0","14,985"
"10007160","The University of Surrey","35","5","40","0","11,665"
"10007806","The University of Sussex","110","0","110","0","14,140"
"10007855","Swansea University","20","10","30","0","18,010"
"10083403","The Engineering and Design Institute London","0","0","0","0","20"
"10007161","Teesside University","0","5","5","0","16,570"
"10082743","ThinkSpace Education Limited","0","0","0","0","90"
"10008017","Trinity Laban Conservatoire of Music and Dance","5","0","5","0","950"
"10007858","University of Wales Trinity Saint David","5","0","5","0","14,140"
"10068157","University Centre Peterborough","0","0","0","0","745"
"10007114","University of the Highlands and Islands","5","0","5","0","9,685"
"10007807","Ulster University","0","5","5","0","22,500"
"10039956","The University of Law","30","10","40","0","13,290"
"10007784","University College London","25","5","30","0","22,685"
"10007793","University of South Wales","5","5","10","0","18,840"
"10029843","Waltham International College Limited","0","0","0","0","10"
"10007163","The University of Warwick","15","5","30","5","17,760"
"10007361","Waverley Abbey College","0","0","0","0","245"
"10007164","University of the West of England, Bristol","50","15","70","0","29,275"
"10007800","The University of the West of Scotland","0","0","5","0","15,020"
"10032288","West Dean College","0","0","0","0","240"
"10006566","The University of West London","5","0","5","0","14,710"
"10007165","The University of Westminster","5","0","5","0","13,885"
"10003614","The University of Winchester","90","0","95","0","7,745"
"10007166","The University of Wolverhampton","5","5","10","0","18,310"
"10007139","University of Worcester","5","5","10","0","8,915"
"10007833","Wrexham University","5","5","15","0","6,115"
"10007657","Writtle University College","0","0","0","0","780"
"10007713","York St John University","5","15","20","0","6,585"
"10007167","The University of York","40","55","95","0","17,515"
"","Total","2,915","1300","4,640","430","2,182,565"
