﻿Title:,"Table 3 - Emissions and waste"
Subtitle:,"Academic years 2015/16 to 2022/23"
Reference ID:,DT042 Table 3
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-3
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-3.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,Choose a value... 
,Region of HE provider,Choose a value... 
,Academic year,2019/20 
Search:,


"UKPRN","HE provider","Total scope 1 and 2 carbon emissions (Kg CO2e)","Total volume of wastewater (m3)","Total scope 3 carbon emissions from waste (tonnes CO2e)","Total scope 3 carbon emissions from water supply (tonnes CO2e)","Total scope 3 carbon emissions from wastewater treatment (tonnes CO2e)","Total waste mass (tonnes)"
"10003678","Kingston University","5,926,309.364","177,321.000","6.513","60.999","125.543","857.231"
"10007768","The University of Lancaster","15,324,546.399","273,287.000","","94.010","193.657","1,623.468"
"10003861","Leeds Beckett University","6,392,389.004","101,331.750","8,413.200","36.693","71.906","10,332.700"
"10007795","The University of Leeds","43,660,594.689","603,838.600","50.000","218.500","427.518","21,507.330"
"10003863","Leeds Trinity University","1,597,825.595","29,663.000","","10.740","21.001","149.940"
"10007796","The University of Leicester","17,020,948.572","255,729.000","22.609","87.971","","1,003.860"
"10007151","The University of Lincoln","5,759,411.593","108,645.300","11.305","41.867","76.921","14,160.240"
"10003956","Liverpool Hope University","2,534,628.403","62,256.990","5.621","21.739","44.134","268.706"
"10003957","Liverpool John Moores University","5,866,258.151","39,666.000","","13.645","28.084","496.198"
"10006842","The University of Liverpool","39,272,244.085","288,176.000","3,940.000","101.156","204.029","3,425.000"
"10007162","University of the Arts, London","6,638,595.871","100,677.995","15.697","34.633","71.280","766.748"
"10007797","University of London (Institutes and activities)","3,758,425.180","99,930.000","","34.376","70.750","802.459"
"10004048","London Metropolitan University","2,746,686.438","37,756.600","5.115","14.431","26.732","245.390"
"10004063","London School of Economics and Political Science","7,003,606.304","152,986.000","49.750","52.961","109.907","2,202.881"
"10007771","London School of Hygiene and Tropical Medicine","1,431,676.007","7,322.700","3.660","7.197","5.184","183.081"
"10004113","Loughborough University","18,642,000.945","358,667.000","52.800","88.982","253.936","2,246.494"
"10004180","The Manchester Metropolitan University","7,810,843.391","98,580.710","18.367","33.912","70.471","11,844.100"
"10007798","The University of Manchester","49,377,117.787","670,587.420","933.000","230.682","474.776","9,231.510"
"10004351","Middlesex University","3,459,484.712","30,156.620","6.720","10.374","21.517","348.680"
"10007799","Newcastle University","22,808,338.059","275,998.246","46.009","99.941","195.407","3,574.840"
"10007138","The University of Northampton","4,240,687.932","84,584.040","0.000","32.330","60.332","446.600"
"10001282","University of Northumbria at Newcastle","8,519,807.748","126,597.000","","45.842","90.693","1,009.797"
"10007154","University of Nottingham","38,907,050.861","461,372.400","36.827","176.347","365.013","2,105.008"
"10004797","The Nottingham Trent University","9,554,239.965","55,001.000","15.310","19.541","38.941","974.120"
"10004930","Oxford Brookes University","9,545,737.626","198,962.000","","68.493","141.561","799.825"
"10007774","The University of Oxford","44,948,949.263","238,966.000","0.000","120.889","176.834","1,793.000"
"10007801","University of Plymouth","5,401,228.908","57,036.000","43.590","20.653","40.837","496.510"
"10007155","The University of Portsmouth","6,323,427.476","96,457.008","15.215","36.111","68.292","454.514"
"10005337","Queen Margaret University, Edinburgh","","51,562.200","3.800","18.671","36.506","194.340"
"10007775","Queen Mary University of London","13,925,266.135","249,178.000","","117.251","176.418","1,361.760"
"10007802","The University of Reading","10,586,662.863","101,642.141","14.330","46.680","74.064","993.570"
"10005500","Robert Gordon University","5,317,785.879","58,789.000","7.400","21.391","41.623","251.646"
"10005523","Rose Bruford College of Theatre and Performance","447,884.959","5,642.060","21.000","1.951","3.995","158.000"
"10007816","The Royal Central School of Speech and Drama","391,865.367","6,038.000","0.000","2.077","4.275","91.395"
"10005553","Royal Holloway and Bedford New College","8,480,874.102","196,204.000","","67.495","138.912","701.364"
"10007779","The Royal Veterinary College","3,928,602.560","62,754.000","0.000","40.458","47.262","230.000"
"10007803","The University of St. Andrews","11,089,625.902","212,458.000","743.090","76.933","150.491","2,591.090"
"10007782","St George's, University of London","7,515,397.406","92,317.500","4.420","31.757","96.071","358.803"
"10008026","St Mary's University College","403,549.076","2,454.000","","0.889","1.737","24.580"
"10007843","St Mary's University, Twickenham","2,186,729.265","36,685.000","","14.171","26.293","839.833"
"10007156","The University of Salford","5,470,626.873","58,968.000","8.000","20.285","42.227","376.200"
"10007780","SOAS University of London","1,207,461.000","22,471.000","6.801","7.680","16.637","126.347"
"10005700","SRUC","","","","","",""
"10005790","Sheffield Hallam University","6,280,325.960","54,186.000","8.549","19.621","38.707","408.979"
"10007157","The University of Sheffield","22,530,886.445","373,555.000","31.090","137.307","264.657","3,556.230"
"10006022","Solent University","2,432,130.896","55,845.650","5.873","20.872","39.539","290.673"
"10007158","The University of Southampton","22,478,176.740","334,026.801","","120.953","236.491","2,738.882"
"10006299","Staffordshire University","4,414,466.650","49,602.000","","17.210","35.118","875.900"
"10007804","The University of Stirling","9,111,602.486","230,623.000","","60.688","163.281","1,030.000"
"10037449","University of St Mark and St John","1,595,430.738","50,559.000","2.093","22.587","35.796","100.881"
"10007805","The University of Strathclyde","20,734,540.064","159,918.000","13.717","","","683.980"
"10014001","University of Suffolk","900,780.414","18,904.020","","6.503","13.384","119.800"
"10007160","The University of Surrey","14,949,351.463","381,022.000","30.090","128.881","269.764","1,412.029"
"10007855","Swansea University","12,866,412.300","227,826.000","21.000","82.497","161.455","1,124.000"
"10007161","Teesside University","5,099,160.174","60,083.000","0.000","20.669","42.615","1,266.727"
"10008017","Trinity Laban Conservatoire of Music and Dance","835,255.053","8,306.328","278.349","2.972","5.881","278.349"
"10007858","University of Wales Trinity Saint David","3,512,568.115","14,968.580","7,687.040","5.366","11.023","369.495"
"10007114","University of the Highlands and Islands","2,828,827.271","","","","",""
"10007807","Ulster University","8,332,875.087","72,326.350","","26.190","77.509","648.570"
"10007784","University College London","49,821,607.761","474,518.052","61.792","239.923","335.959","3,083.168"
"10007793","University of South Wales","6,298,929.538","89,903.295","9.785","32.994","63.652","574.375"
"10007163","The University of Warwick","37,795,219.669","527,791.230","386.352","181.560","387.832","7,461.241"
"10007164","University of the West of England, Bristol","12,431,614.161","198,907.460","34.183","72.026","140.940","4,343.054"
"10007800","The University of the West of Scotland","2,274,348.015","54,841.450","5.960","19.828","38.828","162,713.154"
"10006566","The University of West London","1,965,896.925","27,049.688","3,046.210","9.305","19.151","137.161"
"10007165","The University of Westminster","6,555,147.353","117,749.000","11.961","40.506","86.870","610.113"
"10003614","The University of Winchester","2,057,421.617","69,559.000","7.154","23.928","49.248","352.620"
"10007166","The University of Wolverhampton","9,145,210.870","154,437.000","1,281.216","55.922","109.341","2,311.681"
"10007139","University of Worcester","2,810,363.596","60,267.000","6.200","20.732","46.628","822.840"
"10007833","Wrexham University","2,193,566.549","24,153.000","","8.746","17.154","288.630"
"10007713","York St John University","2,081,552.200","67,259.900","6.049","24.355","47.623","309.416"
"10007167","The University of York","17,429,368.280","204,386.000","29.978","74.009","144.906","1,540.949"
