﻿Title:,"Table 49 - HE student enrolments by HE provider and subject of study"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 49
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE provider","01-01-01 Medical sciences (non-specific)","01-01-02 Medicine (non-specific)","01-01-03 Medicine by specialism","01-01-04 Dentistry","01 Medicine and dentistry"
"10008640","Falmouth University","0","0","0","0","0"
"10045476","Met Film School Limited","0","0","0","0","0"
"10004511","The National Film and Television School","0","0","0","0","0"
"10022087","Futureworks","0","0","0","0","0"
"10042500","Global Banking School Limited","0","0","0","0","0"
"10007762","Glasgow Caledonian University","0","0","90","35","120"
"10002681","Glasgow School of Art","0","0","0","0","0"
"10007794","The University of Glasgow","0","2,560","245","460","3,265"
"10007145","University of Gloucestershire","0","0","0","0","0"
"10002718","Goldsmiths College","0","0","0","0","0"
"10030408","Gower College Swansea","0","0","0","0","0"
"10007146","The University of Greenwich","0","0","0","0","0"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0"
"10040812","Harper Adams University","0","0","0","0","0"
"10080811","Hartpury University","0","0","0","0","0"
"10007764","Heriot-Watt University","0","0","0","0","0"
"10007147","University of Hertfordshire","0","25","905","0","925"
"10007148","The University of Huddersfield","0","0","0","0","0"
"10007149","The University of Hull","65","620","0","0","685"
"10003239","ICON College of Technology and Management","0","0","0","0","0"
"10003270","Imperial College of Science, Technology and Medicine","0","4,455","10","0","4,470"
"10003284","Inchbald School of Design Limited","0","0","0","0","0"
"10057622","The School of Information Risk Management","0","0","0","0","0"
"10013220","Institute of Art - London Limited","0","0","0","0","0"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","0"
"10027603","International College of Musical Theatre","0","0","0","0","0"
"10082728","INTO University Partnerships Limited","0","0","0","0","0"
"10029682","The Islamic College","0","0","0","0","0"
"10067601","JSA Education Group Ltd.","0","0","0","0","0"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","0"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","0","0"
"10007767","Keele University","0","1,020","0","0","1,020"
"10007150","The University of Kent","0","210","0","0","210"
"10003645","King's College London","55","2,790","105","1,325","4,270"
"10003678","Kingston University","10","0","0","0","10"
"10003758","LAMDA Limited","0","0","0","0","0"
"10007768","The University of Lancaster","0","700","25","0","730"
"10003854","Leeds Arts University","0","0","0","0","0"
"10003861","Leeds Beckett University","0","0","0","0","0"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0"
"10034449","Leeds Conservatoire","0","0","0","0","0"
"10007795","The University of Leeds","325","1,725","55","640","2,740"
"10003863","Leeds Trinity University","0","0","0","0","0"
"10082828","College of Legal Practice Limited","0","0","0","0","0"
"10007796","The University of Leicester","65","1,515","85","0","1,665"
"10089591","LIBF Limited","0","0","0","0","0"
"10007151","The University of Lincoln","0","0","0","0","0"
"10036456","Academy of Live Technology Ltd","0","0","0","0","0"
"10003956","Liverpool Hope University","0","0","0","0","0"
"10003957","Liverpool John Moores University","0","0","0","0","0"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","0","0"
"10006842","The University of Liverpool","0","1,895","150","440","2,485"
"10003958","Liverpool School of Tropical Medicine","0","235","0","0","235"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","0"
"10007162","University of the Arts, London","0","0","0","0","0"
"10013109","London Bridge Business Academy","0","0","0","0","0"
"10007769","London Business School","0","0","0","0","0"
"10030391","London Churchill College Ltd","0","0","0","0","0"
"10007797","University of London (Institutes and activities)","0","295","0","0","295"
"10039082","City and Guilds of London Art School","0","0","0","0","0"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0"
"10004036","London Film School Limited","0","0","0","0","0"
"10015506","The London College","0","0","0","0","0"
"10004048","London Metropolitan University","0","0","0","0","0"
"10032594","London School of Academics Ltd","0","0","0","0","0"
"10004078","London South Bank University","0","0","0","65","65"
"10004063","London School of Economics and Political Science","0","0","0","0","0"
"10007771","London School of Hygiene and Tropical Medicine","95","100","10","0","205"
"10022285","London School of Management Education","0","0","0","0","0"
"10004075","London School of Theology","0","0","0","0","0"
"10004079","London Studio Centre","0","0","0","0","0"
"10062810","The London School of Architecture","0","0","0","0","0"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0"
"10067623","The London Interdisciplinary School Ltd","0","0","0","0","0"
"10004113","Loughborough University","0","0","0","0","0"
"10009612","Luther King House Educational Trust","0","0","0","0","0"
"10042679","International Business College Manchester Limited","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","0","35","0","0","35"
"10007798","The University of Manchester","210","2,710","250","510","3,675"
"10009527","Istituto Marangoni Limited","0","0","0","0","0"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0"
"10020416","Missio Dei","0","0","0","0","0"
"10030776","St Mellitus College","0","0","0","0","0"
"10004320","The Metanoia Institute","0","0","0","0","0"
"10004351","Middlesex University","40","0","5","0","45"
"10032277","The Minster Centre","0","0","0","0","0"
"10049370","MLA College","0","0","0","0","0"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0"
"10023454","Moorlands College","0","0","0","0","0"
"10055902","Multiverse","0","0","0","0","0"
"10001444","National Centre for Circus Arts","0","0","0","0","0"
"10000216","All Nations Christian College","0","0","0","0","0"
"10004538","Nazarene Theological College","0","0","0","0","0"
"10030129","Nelson College London Ltd","0","0","0","0","0"
"10023456","Newbold College","0","0","0","0","0"
"10007799","Newcastle University","390","1,940","0","480","2,810"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","0","0"
"10048199","Northeastern University London","0","0","0","0","0"
"10008397","Norland College","0","0","0","0","0"
"10007138","The University of Northampton","0","0","0","0","0"
"10009614","Grŵp NPTC Group","0","0","0","0","0"
"10008816","Northern School of Contemporary Dance","0","0","0","0","0"
"10004740","Northern College of Acupuncture","0","0","0","0","0"
"10001282","University of Northumbria at Newcastle","30","0","0","0","30"
"10004775","Norwich University of the Arts","0","0","0","0","0"
"10007154","University of Nottingham","0","2,670","240","0","2,910"
"10004797","The Nottingham Trent University","0","30","0","0","30"
"10007773","The Open University","0","0","0","0","0"
"10004930","Oxford Brookes University","65","0","55","0","120"
"10007774","The University of Oxford","310","1,280","125","0","1,715"
"10066143","Paris Dauphine International","0","0","0","0","0"
"10083464","Peking University HSBC Business School UK Campus","0","0","0","0","0"
"10004028","The Place, London Contemporary Dance School (LCDS)","0","0","0","0","0"
"10005127","Arts University Plymouth","0","0","0","0","0"
"10007801","University of Plymouth","40","920","20","565","1,540"
"10019178","Point Blank Music School","0","0","0","0","0"
"10007155","The University of Portsmouth","0","0","80","15","95"
"10083476","The Prince's Foundation","0","0","0","0","0"
"10005337","Queen Margaret University, Edinburgh","0","0","0","0","0"
"10007775","Queen Mary University of London","685","2,960","20","645","4,305"
"10025197","University Centre Quayside Limited","0","0","0","0","0"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","0"
"10005544","Royal Academy of Dance","0","0","0","0","0"
"10005378","Rambert School","0","0","0","0","0"
"10005389","Ravensbourne University London","0","0","0","0","0"
"10005470","Richmond, The American International University in London","0","0","0","0","0"
"10007802","The University of Reading","80","0","0","0","80"
"10086591","Regent's University London Limited","0","0","0","0","0"
"10021100","Regents Theological College","0","0","0","0","0"
"10023871","Results Consortium Limited","0","0","0","0","0"
"10062833","Raindance Educational Services Limited","0","0","0","0","0"
"10008455","Regent College London","0","0","0","0","0"
"10005500","Robert Gordon University","0","0","0","0","0"
"10007776","Roehampton University","0","0","0","0","0"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","0"
"10007835","Royal Academy of Music","0","0","0","0","0"
"10005545","Royal Agricultural University","0","0","0","0","0"
"10007777","Royal College of Art","0","0","0","0","0"
"10007778","Royal College of Music","0","0","0","0","0"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0"
"10005553","Royal Holloway and Bedford New College","0","0","0","0","0"
"10007837","Royal Northern College of Music","0","0","0","0","0"
"10007779","The Royal Veterinary College","0","0","0","0","0"
"10007803","The University of St. Andrews","0","750","0","0","750"
"10007839","SAE Education Limited","0","0","0","0","0"
"10007782","St George's, University of London","15","1,425","20","0","1,460"
"10008026","St Mary's University College","0","0","0","0","0"
"10007843","St Mary's University, Twickenham","0","0","0","0","0"
"10007156","The University of Salford","0","0","0","70","75"
"10021256","The Salvation Army","0","0","0","0","0"
"10008362","London School of Science and Technology Limited","0","0","0","0","0"
"10007780","SOAS University of London","0","0","0","0","0"
"10005700","SRUC","0","0","0","0","0"
"10005790","Sheffield Hallam University","0","0","0","0","0"
"10007157","The University of Sheffield","30","1,820","55","525","2,435"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","0","0","0","0"
"10006022","Solent University","0","0","0","0","0"
"10007158","The University of Southampton","0","1,445","140","0","1,590"
"10088214","S P Jain London School of Management Limited","0","0","0","0","0"
"10006093","Spurgeon's College","0","0","0","0","0"
"10006299","Staffordshire University","0","0","5","0","5"
"10008098","Study Group","0","0","0","0","0"
"10007804","The University of Stirling","0","0","0","0","0"
"10037449","University of St Mark and St John","0","0","0","0","0"
"10090767","St Padarn's Institute","0","0","0","0","0"
"10008010","Stranmillis University College","0","0","0","0","0"
"10022944","Stratford College London","0","0","0","0","0"
"10007805","The University of Strathclyde","5","0","0","0","5"
"10014001","University of Suffolk","0","0","10","10","20"
"10007159","The University of Sunderland","0","445","60","0","505"
"10007160","The University of Surrey","0","70","0","0","70"
"10007806","The University of Sussex","0","650","35","5","690"
"10007855","Swansea University","90","625","25","0","745"
"10083403","The Engineering and Design Institute London","0","0","0","0","0"
"10007161","Teesside University","0","0","10","140","150"
"10082743","ThinkSpace Education Limited","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","0"
"10007858","University of Wales Trinity Saint David","0","0","0","0","0"
"10068157","University Centre Peterborough","0","0","0","0","0"
"10007114","University of the Highlands and Islands","0","0","0","40","40"
"10007807","Ulster University","0","235","5","235","475"
"10039956","The University of Law","0","0","0","0","0"
"10024766","Union Foundation","0","0","0","0","0"
"10007784","University College London","940","3,965","195","260","5,360"
"10007793","University of South Wales","50","0","0","0","50"
"10029843","Waltham International College Limited","0","0","0","0","0"
"10007163","The University of Warwick","50","1,045","180","25","1,300"
"10007361","Waverley Abbey College","0","0","0","0","0"
"10007164","University of the West of England, Bristol","0","0","0","0","0"
"10007800","The University of the West of Scotland","0","0","0","0","0"
"10032288","West Dean College","0","0","0","0","0"
"10006566","The University of West London","0","0","0","0","0"
"10007165","The University of Westminster","0","0","0","0","0"
"10003614","The University of Winchester","0","0","0","0","0"
"10007166","The University of Wolverhampton","0","0","0","0","0"
"10007139","University of Worcester","25","45","0","0","70"
"10007833","Wrexham University","0","0","0","0","0"
"10007657","Writtle University College","0","0","0","0","0"
"10007713","York St John University","0","0","0","0","0"
"10007167","The University of York","185","585","0","0","770"
"","Total","5,125","66,985","3,980","9,420","85,510"
