﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2021/22 
Search:,


"UKPRN","HE Provider","Abertawe - Swansea","Blaenau Gwent - Blaenau Gwent","Bro Morgannwg - The Vale of Glamorgan","Caerdydd - Cardiff","Caerffili - Caerphilly","Casnewydd - Newport","Castell-Nedd Port Talbot - Neath Port Talbot","Conwy - Conwy","Gwynedd - Gwynedd","Merthyr Tudful - Merthyr Tydfil","Pen-Y-Bont Ar Ogwr - Bridgend","Powys - Powys","Rhondda, Cynon, Taff - Rhondda, Cynon, Taff","Sir Benfro - Pembrokeshire","Sir Ceredigion - Ceredigion","Sir Ddinbych - Denbighshire","Sir Fynwy - Monmouthshire","Sir Gaerfyrddin - Carmarthenshire","Sir Y Fflint - Flintshire","Sir Ynys Môn - Isle of Anglesey","Tor-Faen - Torfaen","Wrecsam - Wrexham","Wales (unitary authority unknown)","Total Wales","Total"
"10000385","The Arts University Bournemouth","5","0","5","15","5","0","0","0","0","0","5","5","0","5","5","0","0","5","0","0","0","5","0","70","3,145"
"10000824","Bournemouth University","10","0","10","25","15","20","0","5","5","0","10","10","5","5","5","0","10","10","0","0","0","5","0","160","15,180"
"10031982","BPP University","5","0","5","20","5","5","5","5","5","0","0","5","0","0","0","0","5","0","5","5","0","5","0","80","7,385"
"10007785","The University of Bradford","0","0","0","5","0","5","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","20","8,530"
"10000886","The University of Brighton","15","0","10","20","10","5","10","5","5","0","0","10","10","15","10","0","10","10","5","0","5","5","0","155","15,440"
"10000936","The University College of Osteopathy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","430"
"10007786","The University of Bristol","210","10","125","305","60","115","50","15","10","15","70","65","70","60","40","10","115","115","35","10","45","15","0","1,560","22,510"
"10028216","Brit College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10023464","Trinity College Bristol","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155"
"10000961","Brunel University London","15","0","5","30","0","5","5","0","5","0","5","0","5","10","0","0","5","10","0","0","0","0","0","105","11,650"
"10000975","Buckinghamshire New University","10","0","5","10","0","5","0","5","5","0","0","5","10","5","0","0","0","0","10","5","0","5","0","85","18,800"
"10007787","The University of Buckingham","0","0","0","5","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","25","2,325"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10007788","The University of Cambridge","40","0","25","55","5","15","5","20","15","5","15","10","10","20","5","15","20","15","25","5","0","15","0","350","15,405"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145"
"10003324","The Institute of Cancer Research","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","325"
"10001143","Canterbury Christ Church University","0","0","0","5","5","10","0","5","0","0","0","5","5","5","5","0","0","5","5","0","0","0","0","65","23,865"
"10007814","Cardiff University","710","175","800","3,395","635","635","325","120","205","170","525","260","880","295","175","100","350","645","100","70","310","115","30","11,020","26,460"
"10007854","Cardiff Metropolitan University","295","130","415","1,990","465","390","200","40","85","100","340","135","555","185","95","20","185","285","30","25","195","40","5","6,195","9,710"
"10057213","CEG UFP Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007141","The University of Central Lancashire","5","0","5","15","10","5","0","20","25","0","5","10","5","5","5","15","5","5","40","20","0","20","0","220","21,610"
"10024024","Central Film School London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"10007848","University of Chester","15","5","5","15","5","10","5","180","75","0","5","100","5","10","20","200","5","10","635","75","5","405","0","1,780","11,695"
"10007137","The University of Chichester","0","0","5","10","10","5","5","0","0","5","5","5","5","5","5","0","5","5","5","0","5","0","0","85","5,735"
"10001386","Chicken Shed Theatre Company","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","180"
"10026921","Christ the Redeemer College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","210"
"10010213","The City College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","215"
"10001478","City, University of London","10","0","5","10","5","5","0","0","0","0","0","0","5","0","0","0","0","5","0","0","0","0","45","105","14,370"
"10007912","Cliff College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","125"
"10066502","The College of Health Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","290"
"10023442","The College of Osteopaths","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80"
"10001653","Conservatoire for Dance and Drama","10","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","30","760"
"10081618","The Council of the Inns of Court","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","155"
"10007761","Courtauld Institute of Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","380"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35"
"10001726","Coventry University","30","5","10","30","5","15","10","5","5","5","15","20","15","10","5","0","10","25","10","5","10","10","0","250","22,625"
"10007822","Cranfield University","5","0","5","5","5","10","0","0","0","0","5","5","0","0","0","0","10","0","5","0","5","5","0","70","2,715"
"10006427","University for the Creative Arts","10","0","5","15","10","5","5","5","0","0","5","5","10","5","0","5","5","15","5","5","5","5","0","120","6,760"
"10007842","University of Cumbria","0","0","5","0","0","5","5","10","5","0","5","5","0","5","5","5","5","5","15","5","0","15","0","100","9,425"
"10026767","Dartington Hall Trust (The)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90"
"10015688","David Game College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","405"
"10001883","De Montfort University","25","5","10","35","15","20","15","15","5","5","15","15","20","10","5","5","15","15","15","10","15","15","0","305","20,260"
"10007851","University of Derby","10","0","15","15","10","10","5","10","15","5","10","10","5","5","10","15","10","10","25","5","0","15","0","215","18,085"
"10007852","The University of Dundee","10","0","5","15","0","5","0","5","5","0","0","0","5","0","5","5","0","5","5","0","0","0","0","70","13,990"
"10007143","University of Durham","15","0","15","40","10","0","5","30","10","0","15","20","10","15","5","15","30","10","30","10","0","25","0","305","15,475"
"10067355","Dyson Technical Training Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40"
"10007789","The University of East Anglia","5","0","5","20","5","5","5","5","5","5","5","10","10","5","10","5","5","10","5","0","5","10","0","135","16,035"
"10007144","The University of East London","10","0","5","15","5","5","5","5","5","0","5","5","5","0","0","5","0","5","5","0","0","10","0","100","12,830"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","335"
"10007823","Edge Hill University","5","0","5","5","5","0","0","55","20","0","0","10","0","5","0","55","5","0","100","30","0","50","0","355","14,210"
"10007772","Edinburgh Napier University","5","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","5","0","0","0","0","0","25","11,895"
"10007790","The University of Edinburgh","20","0","10","55","5","10","5","20","15","0","5","10","15","5","15","15","35","10","20","10","0","25","0","310","23,200"
"10022047","Empire College London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","890"
"10007791","The University of Essex","5","0","5","10","5","0","5","0","0","0","5","5","0","5","0","5","5","5","5","5","5","5","0","80","12,205"
"10008173","University College of Estate Management","5","0","5","10","5","5","0","5","0","0","5","10","5","5","0","0","0","5","0","0","0","5","0","80","3,010"
"10002313","ESCP Europe Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10007792","The University of Exeter","95","15","130","225","60","65","45","10","15","10","65","55","75","50","25","10","85","50","10","0","25","15","0","1,135","24,330"
"10008640","Falmouth University","15","5","10","35","15","10","0","5","10","0","10","10","20","10","5","0","15","10","5","0","5","5","0","215","6,190"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","425"
"10038763","ForMission Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40"
"10022087","Futureworks","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","390"
"10042500","Global Banking School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,895"
"10007762","Glasgow Caledonian University","0","0","0","10","0","5","0","0","0","0","0","0","5","5","0","0","0","5","0","0","0","0","0","35","16,480"
"10002681","Glasgow School of Art","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","15","1,580"
"10007794","The University of Glasgow","5","0","5","35","5","5","0","10","10","0","5","5","5","10","5","10","10","5","10","5","0","5","0","150","25,595"
"10007145","University of Gloucestershire","30","10","35","70","40","60","20","5","5","5","30","25","40","20","10","5","40","20","5","5","30","5","0","510","7,625"
"10002718","Goldsmiths College","5","0","5","15","0","5","0","5","5","0","0","10","5","0","5","0","5","5","0","0","5","5","0","85","6,620"
"10030408","Gower College Swansea","20","0","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","10","0","0","0","0","0","50","50"
"10007146","The University of Greenwich","5","0","5","20","5","10","5","0","0","0","5","0","5","0","0","5","5","0","0","0","5","0","0","75","16,575"
"10007825","Guildhall School of Music and Drama","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","20","760"
"10040812","Harper Adams University","5","0","5","10","0","0","10","15","15","5","10","85","5","15","30","20","20","30","20","15","5","20","0","335","5,045"
"10080811","Hartpury University","15","5","10","15","10","15","20","0","0","0","15","10","15","20","10","0","20","20","0","0","10","0","0","220","2,185"
"10007764","Heriot-Watt University","0","0","0","5","0","5","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","5","5","40","7,545"
"10007147","University of Hertfordshire","5","5","5","25","5","5","5","0","5","0","5","5","5","10","0","0","5","15","5","0","5","5","0","115","18,710"
"10007148","The University of Huddersfield","0","0","0","5","0","0","0","10","5","0","5","5","5","5","5","5","0","0","20","15","0","10","0","110","16,655"
"10007149","The University of Hull","5","0","0","5","0","5","0","5","0","0","0","5","5","5","0","5","0","5","5","0","5","5","0","65","11,490"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,365"
"10003270","Imperial College of Science, Technology and Medicine","30","0","20","55","10","10","15","5","15","0","0","5","5","10","5","5","10","10","0","0","5","5","0","230","10,150"
"10013220","Institute of Art - London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","800"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65"
"10067601","JSA Education Group Ltd.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","25","1,835"
"10007767","Keele University","20","5","10","30","5","10","5","20","20","0","5","30","5","5","5","15","10","15","35","10","5","35","0","300","11,230"
"10003566","Kensington College of Business","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007150","The University of Kent","5","0","5","15","0","5","0","5","5","0","5","5","0","5","5","0","5","5","5","0","5","5","0","85","14,690"
"10003645","King's College London","30","0","25","85","15","15","10","5","10","5","15","20","20","15","5","10","20","15","10","5","10","10","0","350","24,340"
"10003678","Kingston University","5","0","10","35","0","10","0","0","5","0","0","10","5","10","0","0","5","10","5","0","5","5","0","125","13,720"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","205"
"10007768","The University of Lancaster","15","5","15","25","10","10","5","55","25","0","15","20","10","5","10","30","25","15","65","15","0","45","0","410","12,530"
"10066551","LCCM AU UK Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","5","5","0","0","5","0","0","0","5","0","0","5","0","0","5","0","30","2,125"
"10003861","Leeds Beckett University","5","5","5","15","5","5","0","25","5","0","5","10","10","0","5","30","5","5","40","15","0","25","0","220","20,095"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170"
"10034449","Leeds Conservatoire","0","0","5","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","35","1,405"
"10007795","The University of Leeds","25","5","20","45","5","5","10","40","20","0","10","25","15","20","5","25","20","15","50","10","0","75","0","445","26,065"
"10003863","Leeds Trinity University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","5","0","35","11,595"
"10082828","College of Legal Practice Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110"
"10007796","The University of Leicester","10","0","5","20","5","5","5","5","5","0","10","10","10","5","5","5","10","10","10","0","0","10","0","150","11,485"
"10007151","The University of Lincoln","5","5","5","10","5","5","0","5","5","0","10","10","5","0","5","10","5","5","15","5","5","10","0","130","15,660"
"10036456","Academy of Live Technology Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","190"
"10003956","Liverpool Hope University","5","0","0","5","0","0","0","35","10","0","0","15","5","0","5","25","0","5","35","10","0","25","0","195","5,295"
"10003957","Liverpool John Moores University","10","10","10","35","20","15","5","250","275","0","5","60","15","15","20","255","10","15","365","170","5","290","0","1,850","26,175"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","5","0","0","0","5","5","0","0","5","0","0","0","0","0","0","5","0","0","5","0","40","765"
"10006842","The University of Liverpool","40","5","30","110","25","25","10","110","80","0","15","75","25","25","25","110","20","30","165","35","5","110","0","1,075","21,705"
"10003958","Liverpool School of Tropical Medicine","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","180"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","0","0","0","345","230","0","0","0","0","0","0","175","0","0","20","115","0","20","0","900","910"
"10007162","University of the Arts, London","20","0","10","35","5","5","5","5","10","0","5","10","10","10","5","5","10","10","5","5","5","10","0","190","10,390"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","515"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","245"
"10007797","University of London (Institutes and activities)","5","0","5","10","5","5","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","55","3,715"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","250"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","295"
"10004036","London Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
"10015506","The London College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,185"
"10004048","London Metropolitan University","10","0","5","15","0","5","0","0","5","0","5","0","0","0","0","0","0","5","0","0","0","5","0","65","11,860"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140"
"10004078","London South Bank University","15","0","5","15","5","15","5","0","0","0","5","0","5","0","0","0","5","0","5","0","0","0","0","80","16,160"
"10004063","London School of Economics and Political Science","10","0","10","20","5","5","0","5","5","0","0","5","5","0","5","0","5","5","5","5","0","0","0","95","4,455"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","540"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","725"
"10004075","London School of Theology","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","365"
"10004079","London Studio Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","260"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110"
"10008289","The London Institute of Banking & Finance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","280"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10067623","The London Interdisciplinary School Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65"
"10004113","Loughborough University","35","5","30","70","15","20","5","20","5","0","10","15","20","15","15","10","20","15","30","15","10","25","0","405","14,950"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","80"
"10004180","The Manchester Metropolitan University","30","5","20","55","5","20","20","125","45","0","10","40","20","15","10","95","20","15","135","25","5","125","5","850","34,090"
"10007798","The University of Manchester","50","5","45","140","25","35","15","105","60","5","25","50","35","20","30","85","40","30","100","35","15","70","0","1,020","28,235"
"10009527","Istituto Marangoni Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","75"
"10030776","St Mellitus College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","465"
"10004320","The Metanoia Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","445"
"10004351","Middlesex University","10","0","5","10","5","5","0","0","0","0","0","0","0","5","5","0","10","5","5","0","0","5","0","70","14,625"
"10032277","The Minster Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","175"
"10049370","MLA College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","375"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","745"
"10023454","Moorlands College","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","190"
"10000216","All Nations Christian College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","135"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,630"
"10023456","Newbold College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35"
"10007799","Newcastle University","5","0","15","25","10","5","5","15","5","0","5","10","5","5","5","20","10","10","25","5","0","20","0","215","21,070"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35"
"10048199","Northeastern University London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","340"
"10008397","Norland College","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","10","260"
