﻿Title:,"Table 8 - HE academic staff by HE provider and highest qualification held"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2018/19 
Search:,


"UKPRN","HE Provider","Doctorate","Other higher degree","Other postgraduate qualification","First degree","Other undergraduate qualification","Other","Unknown","Total academic staff"
"10080811","Hartpury University","5","20","45","5","5","0","0","80"
"10007764","Heriot-Watt University","655","75","15","30","5","5","40","820"
"10007147","University of Hertfordshire","690","760","125","300","40","40","10","1,960"
"10007148","The University of Huddersfield","685","210","20","10","0","0","0","925"
"10007149","The University of Hull","670","120","120","85","15","15","5","1,025"
"10003270","Imperial College of Science, Technology and Medicine","3,230","550","120","265","10","15","200","4,390"
"10007767","Keele University","460","100","140","85","20","5","0","805"
"10007150","The University of Kent","900","390","25","155","25","10","10","1,520"
"10003645","King's College London","2,960","1,530","155","425","30","25","95","5,220"
"10003678","Kingston University","485","105","95","45","5","120","165","1,020"
"10007768","The University of Lancaster","1,355","285","225","180","20","35","0","2,100"
"10003854","Leeds Arts University","10","80","35","35","5","0","0","170"
"10003861","Leeds Beckett University","535","355","245","135","15","10","0","1,300"
"10034449","Leeds Conservatoire","20","70","0","50","0","0","40","180"
"10007795","The University of Leeds","2,445","600","95","290","45","150","155","3,785"
"10003863","Leeds Trinity University","70","60","15","15","0","0","5","170"
"10007796","The University of Leicester","1,075","355","25","205","5","35","0","1,705"
"10007151","The University of Lincoln","610","385","105","170","30","25","10","1,335"
"10003956","Liverpool Hope University","230","45","15","15","0","0","0","305"
"10003957","Liverpool John Moores University","815","420","100","145","35","15","20","1,550"
"10003945","The Liverpool Institute for Performing Arts","5","25","0","30","5","10","5","85"
"10006842","The University of Liverpool","1,980","555","135","270","25","20","20","3,005"
"10003958","Liverpool School of Tropical Medicine","150","45","25","5","0","0","0","225"
"10007162","University of the Arts, London","215","340","615","230","80","45","685","2,215"
"10007769","London Business School","105","5","5","10","0","0","0","120"
"10007797","University of London (Institutes and activities)","80","10","10","0","0","0","0","100"
"10004048","London Metropolitan University","150","135","80","35","5","10","5","420"
"10004078","London South Bank University","305","310","155","65","15","15","265","1,125"
"10004063","London School of Economics and Political Science","930","465","30","105","0","5","190","1,725"
"10007771","London School of Hygiene and Tropical Medicine","555","245","120","15","0","5","20","965"
"10004113","Loughborough University","1,130","115","120","100","40","30","110","1,650"
"10004180","The Manchester Metropolitan University","1,040","600","515","335","90","100","40","2,725"
"10007798","The University of Manchester","3,910","615","225","260","50","15","5","5,080"
"10004351","Middlesex University","480","210","165","150","15","5","0","1,030"
"10007799","Newcastle University","2,005","335","35","340","20","245","30","3,010"
"10007138","The University of Northampton","280","285","100","115","30","10","10","835"
"10001282","University of Northumbria at Newcastle","865","335","55","165","10","20","30","1,480"
"10004775","Norwich University of the Arts","20","70","50","65","5","0","0","210"
"10007154","University of Nottingham","2,755","420","80","200","15","15","10","3,495"
"10004797","The Nottingham Trent University","845","505","365","330","25","35","75","2,185"
"10007773","The Open University","2,305","1,835","440","345","65","0","10","5,005"
"10004930","Oxford Brookes University","515","320","205","175","30","40","100","1,380"
"10007774","The University of Oxford","5,440","915","105","410","20","10","5","6,905"
"10005127","Arts University Plymouth","10","60","35","30","0","0","0","135"
"10007801","University of Plymouth","770","200","115","120","15","5","30","1,250"
"10007155","The University of Portsmouth","905","295","250","125","25","25","85","1,705"
"10005337","Queen Margaret University, Edinburgh","100","70","20","35","5","0","25","260"
"10007775","Queen Mary University of London","1,735","825","130","145","40","75","285","3,235"
"10005389","Ravensbourne University London","20","60","75","70","15","10","0","245"
"10007802","The University of Reading","1,260","225","205","90","20","5","115","1,925"
"10005500","Robert Gordon University","210","160","130","85","20","10","45","655"
"10007776","Roehampton University","340","75","60","15","5","5","70","570"
"10005523","Rose Bruford College of Theatre and Performance","5","25","10","20","5","0","5","70"
"10007835","Royal Academy of Music","30","70","25","90","45","10","25","305"
"10005545","Royal Agricultural University","30","10","10","10","0","0","0","60"
"10007777","Royal College of Art","65","70","15","15","5","0","5","175"
"10007778","Royal College of Music","30","40","35","80","50","25","15","280"
"10005561","Royal Conservatoire of Scotland","40","20","110","100","15","10","35","340"
"10007816","The Royal Central School of Speech and Drama","30","0","35","15","0","5","5","85"
"10005553","Royal Holloway and Bedford New College","815","175","70","40","0","15","40","1,150"
"10007837","Royal Northern College of Music","45","80","105","50","25","10","5","325"
"10007779","The Royal Veterinary College","175","25","60","30","10","5","10","315"
"10007803","The University of St. Andrews","1,035","100","0","80","0","0","10","1,225"
"10007782","St George's, University of London","230","60","90","45","5","25","105","565"
"10008026","St Mary's University College","20","40","5","0","0","0","0","65"
"10007843","St Mary's University, Twickenham","115","90","65","55","10","20","40","395"
"10007156","The University of Salford","465","230","125","125","20","20","55","1,035"
"10007780","SOAS University of London","335","95","50","25","10","5","185","700"
"10005700","SRUC","115","30","35","40","35","15","130","405"
"10005790","Sheffield Hallam University","795","535","480","170","20","10","115","2,130"
"10007157","The University of Sheffield","2,545","475","65","265","30","20","100","3,495"
"10006022","Solent University","135","190","195","95","60","15","0","685"
"10007158","The University of Southampton","1,965","255","235","150","40","15","70","2,735"
"10006299","Staffordshire University","205","225","70","220","30","10","15","775"
"10007804","The University of Stirling","445","140","85","105","10","20","240","1,045"
"10037449","University of St Mark and St John","35","35","10","10","0","0","0","90"
"10008010","Stranmillis University College","35","15","5","5","0","0","0","55"
"10007805","The University of Strathclyde","1,175","220","80","110","20","5","90","1,695"
"10014001","University of Suffolk","80","85","30","25","5","0","0","225"
"10007159","The University of Sunderland","205","185","105","95","15","40","305","940"
"10007160","The University of Surrey","1,000","235","55","135","30","15","0","1,470"
"10007806","The University of Sussex","1,005","465","35","220","20","30","225","2,000"
"10007855","Swansea University","855","280","110","210","25","85","165","1,730"
"10007161","Teesside University","285","315","80","35","0","0","0","720"
"10008017","Trinity Laban Conservatoire of Music and Dance","40","75","90","130","30","35","25","425"
"10007858","University of Wales Trinity Saint David","150","200","165","130","20","5","75","750"
"10007114","University of the Highlands and Islands","60","20","5","10","0","0","0","95"
"10007807","Ulster University","720","290","95","175","15","5","0","1,300"
"10007784","University College London","3,970","780","110","300","15","45","2,480","7,700"
"10007793","University of South Wales","420","425","330","360","95","70","35","1,730"
"10008574","The University of Wales (central functions)","15","5","5","5","5","0","0","30"
"10007163","The University of Warwick","1,925","300","175","115","20","10","85","2,635"
"10007164","University of the West of England, Bristol","820","450","250","255","40","20","55","1,895"
"10007800","The University of the West of Scotland","280","135","80","85","15","5","5","605"
"10006566","The University of West London","255","385","120","165","30","65","0","1,015"
"10007165","The University of Westminster","520","495","260","190","50","35","90","1,645"
"10003614","The University of Winchester","305","215","60","70","15","15","25","710"
"10007166","The University of Wolverhampton","405","295","85","90","10","20","5","910"
"10007139","University of Worcester","245","370","160","155","20","5","10","965"
"10007833","Wrexham University","55","75","35","30","5","0","0","205"
"10007657","Writtle University College","15","0","40","20","15","15","0","105"
"10007713","York St John University","190","95","40","50","5","5","0","380"
"10007167","The University of York","1,455","315","75","55","5","5","30","1,935"
"","Total","116,585","40,965","18,395","19,835","3,365","3,910","14,005","217,065"
