﻿Title:,"Table 49 - HE student enrolments by HE provider and subject of study"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 49
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2021/22 
Search:,


"UKPRN","HE provider","01 Medicine and dentistry","02 Subjects allied to medicine","03 Biological and sport sciences","04 Psychology","05 Veterinary sciences","06 Agriculture, food and related studies","07 Physical sciences","09 Mathematical sciences","10 Engineering and technology","11 Computing","13 Architecture, building and planning","26 Geography, earth and environmental studies (natural sciences)","15 Social sciences","16 Law","17 Business and management","19 Language and area studies","20 Historical, philosophical and religious studies","22 Education and teaching","23 Combined and general studies","24 Media, journalism and communications","25 Design, and creative and performing arts","26 Geography, earth and environmental studies (social sciences)","Total"
"10007814","Cardiff University","2,885","5,325","1,705","1,265","0","0","1,330","845","2,115","1,760","1,465","700","2,740","1,990","3,030","1,970","1,460","400","1,335","1,090","255","335","33,985"
"10007854","Cardiff Metropolitan University","0","1,010","2,445","620","0","145","0","0","210","990","165","0","755","200","3,330","85","0","1,425","30","70","1,150","0","12,620"
"10057213","CEG UFP Limited","0","0","5","0","0","0","0","0","140","35","0","0","15","20","590","0","0","0","0","0","0","0","805"
"10007141","The University of Central Lancashire","2,055","6,965","950","1,190","0","10","995","40","1,810","1,140","570","30","2,865","1,840","4,325","1,030","270","455","10","295","1,485","0","28,325"
"10024024","Central Film School London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","0","0","125"
"10007848","University of Chester","535","3,250","525","725","0","620","125","50","280","325","0","105","905","670","2,660","365","500","1,585","190","135","775","0","14,325"
"10007137","The University of Chichester","0","305","825","320","0","0","0","30","135","110","0","0","615","55","505","195","200","780","0","90","1,820","0","5,985"
"10001386","Chicken Shed Theatre Company","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","0","85"
"10001546","The College of Integrated Chinese Medicine","0","185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185"
"10026921","Christ the Redeemer College","0","10","0","0","0","0","0","0","0","0","0","0","0","0","85","0","80","15","20","5","0","0","210"
"10010213","The City College","0","70","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","100","0","0","0","0","215"
"10001478","City, University of London","0","4,130","0","970","0","0","0","455","1,640","1,300","0","0","2,490","2,760","5,445","165","90","160","20","900","160","0","20,685"
"10007912","Cliff College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","0","0","0","0","0","125"
"10066502","The College of Health Ltd","0","345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","345"
"10023442","The College of Osteopaths","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80"
"10001653","Conservatoire for Dance and Drama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","1,095","0","1,105"
"10081618","The Council of the Inns of Court","0","0","0","0","0","0","0","0","0","0","0","0","0","165","0","0","0","0","0","0","0","0","165"
"10007761","Courtauld Institute of Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","600","0","0","0","0","0","600"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","35"
"10001726","Coventry University","0","5,665","1,145","1,630","0","65","285","300","4,340","2,155","1,090","205","3,255","1,240","13,015","265","85","990","100","620","1,645","100","38,190"
"10007822","Cranfield University","0","0","0","0","0","30","90","25","3,125","350","0","115","20","0","1,600","0","5","0","20","0","0","20","5,400"
"10006427","University for the Creative Arts","0","0","0","0","0","0","0","0","0","235","230","0","0","0","2,940","135","0","0","0","35","5,845","0","9,430"
"10007842","University of Cumbria","0","4,745","285","205","0","95","65","0","125","0","0","40","590","280","1,230","20","110","1,530","20","0","360","10","9,705"
"10026767","Dartington Hall Trust (The)","0","0","0","0","0","20","0","0","0","0","0","0","15","0","0","10","0","0","45","5","40","0","130"
"10015688","David Game College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","210","0","140","0","0","0","0","0","55","0","405"
"10001883","De Montfort University","0","4,505","70","1,010","0","0","700","55","1,765","2,435","580","0","3,235","1,470","7,175","325","145","470","0","740","3,620","40","28,335"
"10007851","University of Derby","0","5,200","1,240","1,460","0","0","375","55","1,415","920","345","285","2,315","1,015","2,545","175","140","1,625","460","400","960","5","20,955"
"10007852","The University of Dundee","2,540","3,860","565","655","0","0","350","180","615","465","485","280","705","1,100","1,860","535","430","1,640","180","235","1,315","110","18,100"
"10007143","University of Durham","0","0","1,065","1,025","0","0","2,290","1,115","875","655","0","735","2,800","1,345","3,555","1,970","2,610","990","335","0","305","560","22,230"
"10067355","Dyson Technical Training Limited","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","40"
"10007789","The University of East Anglia","1,285","3,685","1,170","1,310","0","5","425","205","240","810","5","585","2,815","730","2,210","1,130","915","710","45","490","175","185","19,130"
"10007144","The University of East London","0","2,475","1,010","1,685","0","0","165","0","855","1,965","735","0","1,380","530","5,305","60","0","1,305","5","630","1,455","0","19,550"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","340","0","0","0","0","0","340"
"10007823","Edge Hill University","115","4,845","1,130","715","0","0","0","135","70","495","0","105","1,240","460","910","480","185","2,990","20","255","510","35","14,705"
"10007772","Edinburgh Napier University","0","3,075","820","310","185","0","0","0","780","2,170","885","0","830","470","3,925","405","0","120","120","395","1,035","0","15,530"
"10007790","The University of Edinburgh","2,415","1,575","2,820","1,525","1,045","360","1,820","1,570","2,565","2,345","1,035","895","4,600","1,750","2,690","2,920","3,840","2,145","665","270","1,950","450","41,250"
"10022047","Empire College London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","0","0","55","10","0","0","0","180"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","460","0","0","0","50","415","0","0","0","20","0","0","0","940"
"10007791","The University of Essex","10","2,575","1,030","2,285","0","0","0","660","970","640","0","0","2,955","1,580","2,860","700","420","55","330","145","900","0","18,110"
"10008173","University College of Estate Management","0","0","0","0","0","0","0","0","0","0","2,040","0","0","0","970","0","0","0","0","0","0","0","3,010"
"10002313","ESCP Europe Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","605","0","0","0","0","0","0","0","605"
"10007792","The University of Exeter","1,500","1,660","2,310","2,200","0","20","665","1,075","1,640","1,145","0","655","3,945","1,990","5,150","2,645","2,335","1,500","670","325","350","700","32,465"
"10008640","Falmouth University","0","0","0","0","0","0","0","0","10","780","120","0","0","0","730","355","0","90","65","395","4,090","0","6,635"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","485","0","530"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","15","0","0","0","0","25","0","0","0","0","50","465","0","555"
"10038763","ForMission Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","40"
"10022087","Futureworks","0","0","0","0","0","0","0","0","50","125","0","0","0","0","0","0","0","0","0","0","230","0","400"
"10042500","Global Banking School Limited","0","0","0","0","0","0","0","0","0","0","20","0","360","0","1,180","0","0","215","0","115","0","0","1,895"
"10007762","Glasgow Caledonian University","130","6,525","145","565","0","40","165","0","1,875","1,215","1,215","0","1,575","365","5,060","55","0","0","255","465","400","0","20,050"
"10002681","Glasgow School of Art","0","5","0","0","0","0","0","0","85","80","435","0","35","0","0","10","255","15","130","15","1,375","0","2,440"
"10007794","The University of Glasgow","3,360","1,685","1,920","1,760","875","220","1,520","1,070","3,475","2,815","215","1,415","3,860","1,735","5,725","3,025","2,490","3,910","115","270","1,245","275","42,980"
"10007145","University of Gloucestershire","0","1,235","925","480","0","0","0","0","75","625","140","55","875","130","995","145","120","725","90","250","1,305","40","8,210"
"10002718","Goldsmiths College","0","325","0","885","0","0","0","0","0","995","35","0","1,760","150","680","510","565","700","55","980","2,245","0","9,880"
"10030408","Gower College Swansea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","50"
"10007146","The University of Greenwich","0","4,505","1,225","1,180","0","645","260","190","1,920","2,745","995","20","1,580","690","7,480","365","95","1,545","0","120","1,045","0","26,610"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,105","0","1,105"
"10040812","Harper Adams University","0","0","230","0","345","4,405","0","0","85","25","35","35","0","0","80","0","0","25","0","0","0","0","5,275"
"10080811","Hartpury University","0","0","630","0","260","1,325","0","0","0","0","0","0","0","0","140","0","0","0","0","0","0","0","2,355"
"10007764","Heriot-Watt University","0","0","470","445","0","175","595","790","2,475","780","1,245","190","235","5","2,965","575","0","55","0","0","680","0","11,680"
"10007147","University of Hertfordshire","350","7,390","715","760","0","15","150","180","2,285","4,880","320","100","1,215","1,210","7,580","125","150","2,150","100","260","1,720","290","31,940"
"10007148","The University of Huddersfield","0","4,420","320","580","0","0","590","115","1,380","1,190","335","15","1,325","555","6,415","360","155","1,290","40","220","1,520","55","20,885"
"10007149","The University of Hull","620","2,670","685","585","0","0","405","55","1,660","770","5","335","2,410","580","2,080","555","255","795","10","310","245","45","15,075"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","135","0","0","65","0","955","0","0","210","0","0","0","0","1,365"
"10003270","Imperial College of Science, Technology and Medicine","4,280","555","1,505","0","0","0","2,510","1,270","6,805","1,295","0","695","35","0","2,310","10","0","155","0","50","0","0","21,470"
"10013220","Institute of Art - London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","5","125","0","0","25","0","0","240"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","75","0","0","0","0","0","80"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","0","0","0","0","25","0","0","0","0","0","30","0","0","0","30","0","995","0","1,080"
"10082728","INTO University Partnerships Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","10","0","0","10","0","0","0","100"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","0","0","0","0","0","65"
"10067601","JSA Education Group Ltd.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","20"
"10082570","Kaplan International Colleges U.K. Limited","0","0","10","15","0","0","0","0","120","140","20","0","20","30","445","0","0","0","0","10","0","0","805"
"10021682","Kaplan Open Learning (Essex) Limited","0","35","0","385","0","0","0","0","0","65","0","0","280","410","595","0","0","65","0","0","0","0","1,835"
"10007767","Keele University","1,000","4,150","350","740","120","0","725","180","55","625","0","330","955","565","1,105","325","270","535","20","115","45","25","12,235"
"10003566","Kensington College of Business","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","5"
"10007150","The University of Kent","110","1,410","1,035","1,280","0","25","855","395","525","1,070","490","45","3,235","1,575","2,915","780","1,000","240","115","150","840","45","18,120"
"10003645","King's College London","4,205","8,055","1,120","2,850","0","0","995","1,220","1,030","1,705","0","290","6,285","2,120","4,585","1,860","2,000","650","410","1,485","195","430","41,490"
"10003678","Kingston University","10","3,615","315","995","0","0","535","120","1,690","1,760","880","155","1,250","255","3,480","205","130","815","115","610","2,940","40","19,920"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","380","0","380"
"10007768","The University of Lancaster","600","380","665","755","0","20","975","890","780","1,035","70","580","2,950","805","4,140","1,125","720","325","60","445","365","80","17,770"
"10066551","LCCM AU UK Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","30"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","2,305","0","2,340"
"10003861","Leeds Beckett University","0","3,110","2,595","990","0","0","15","0","745","980","1,295","25","2,515","1,135","5,470","235","185","1,410","10","580","2,000","80","23,365"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","555"
"10034449","Leeds Conservatoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,540","0","1,540"
"10007795","The University of Leeds","2,830","2,250","1,470","1,110","0","335","1,480","1,255","3,820","1,455","195","895","4,105","1,840","5,130","2,055","1,880","700","395","1,210","1,870","920","37,190"
"10003863","Leeds Trinity University","0","20","325","700","0","0","0","0","0","70","0","0","2,215","1,070","5,230","125","45","1,150","395","225","70","0","11,640"
"10082828","College of Legal Practice Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","120","0","0","0","0","0","0","0","0","120"
"10007796","The University of Leicester","1,625","730","1,115","890","0","0","815","510","1,370","1,465","0","250","1,730","1,415","2,540","405","690","290","5","720","0","105","16,670"
"10007151","The University of Lincoln","0","2,200","1,010","1,125","0","570","725","150","750","925","295","140","1,745","750","3,860","445","685","445","0","495","1,580","75","17,975"
"10036456","Academy of Live Technology Ltd","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","175","0","195"
"10003956","Liverpool Hope University","0","70","360","495","0","0","0","40","50","290","0","85","1,075","160","505","165","275","1,520","0","140","415","5","5,640"
"10003957","Liverpool John Moores University","0","5,395","2,295","1,460","0","190","660","215","1,920","1,025","1,325","155","3,455","1,280","4,355","410","385","1,500","0","790","1,290","0","28,100"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0","95","0","0","0","0","0","0","0","0","0","0","0","895","0","990"
"10006842","The University of Liverpool","2,470","2,260","1,225","1,490","2,135","95","1,250","1,030","2,395","1,640","955","660","2,350","1,650","3,425","1,050","1,165","55","45","520","385","430","28,680"
"10003958","Liverpool School of Tropical Medicine","190","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","270"
"10007820","Grŵp Llandrillo Menai","0","150","30","0","0","25","0","0","85","55","30","0","105","0","70","5","0","60","205","20","65","0","910"
"10007162","University of the Arts, London","0","0","80","105","0","0","65","0","0","515","450","0","0","0","1,975","0","0","280","0","1,980","16,995","0","22,455"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","0","0","0","0","0","0","200"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,390","0","0","0","0","0","0","0","2,390"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","245","0","0","0","0","0","0","0","245"
"10007797","University of London (Institutes and activities)","395","245","0","105","25","5","0","140","15","895","0","5","355","730","735","65","270","105","120","0","10","5","4,220"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","230","0","280"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","205","0","0","0","0","295"
"10004036","London Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","300","0","340"
"10015506","The London College","0","0","10","0","0","0","0","0","605","35","0","0","30","0","505","0","0","0","0","0","0","0","1,190"
"10004048","London Metropolitan University","0","1,275","410","645","0","55","145","75","115","740","440","0","2,800","500","3,985","205","0","585","5","375","1,090","0","13,435"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","0","0","0","0","140"
"10004078","London South Bank University","30","6,140","250","715","0","80","180","0","2,455","610","2,055","0","835","770","3,550","0","15","405","0","135","945","15","19,185"
"10004063","London School of Economics and Political Science","0","0","0","360","0","0","0","1,010","0","40","0","60","6,175","1,045","2,390","45","1,015","0","0","420","0","420","12,975"
"10007771","London School of Hygiene and Tropical Medicine","240","855","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","1,125"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","0","0","0","0","55","0","565","0","0","110","0","0","0","0","725"
"10004075","London School of Theology","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","445","0","0","0","0","0","445"
"10004079","London Studio Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","320","0","320"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0","0","0","0","0","0","0","0","115"
"10008289","The London Institute of Banking & Finance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","295","0","0","0","0","0","0","0","295"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","140","0","150"
"10067623","The London Interdisciplinary School Ltd","0","0","0","0","0","0","15","0","0","0","0","15","15","0","0","0","0","0","15","0","15","0","65"
"10004113","Loughborough University","0","310","2,035","1,075","0","0","605","695","4,835","765","680","260","2,145","0","2,720","215","205","95","0","530","1,385","205","18,760"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","85"
"10004180","The Manchester Metropolitan University","40","4,460","1,815","2,245","0","130","435","235","1,040","2,235","1,050","285","3,235","1,565","8,545","1,155","805","2,720","15","815","4,045","105","36,980"
"10007798","The University of Manchester","3,660","5,265","1,650","1,740","0","0","2,540","1,805","6,020","1,980","380","1,165","5,820","1,520","6,300","2,265","1,855","1,110","90","155","925","155","46,410"
"10009527","Istituto Marangoni Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","435","0","0","0","0","175","620","0","1,230"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15","95","20","0","0","0","0","130"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","80"
"10030776","St Mellitus College","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","460","0","0","0","0","0","465"
"10004320","The Metanoia Institute","0","415","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","10","0","0","0","0","455"
"10004351","Middlesex University","0","3,940","600","840","255","0","50","35","375","1,380","50","10","2,030","1,745","4,155","140","115","920","65","175","2,335","15","19,225"
"10032277","The Minster Centre","0","175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","175"
"10049370","MLA College","0","0","0","0","0","0","0","0","5","0","0","65","0","0","5","0","0","0","0","0","0","0","75"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","450","0","450"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","0","0","0","0","90","0","480","0","0","175","0","0","0","0","745"
"10023454","Moorlands College","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","10","170","5","0","0","0","0","200"
"10000216","All Nations Christian College","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","80","0","0","0","0","0","85"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","145","0","0","0","0","0","150"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,630","0","0","0","0","0","0","0","1,630"
"10023456","Newbold College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","0","0","0","0","0","65"
"10007799","Newcastle University","2,885","2,330","1,480","1,070","0","280","770","650","2,835","1,595","1,150","505","1,770","705","3,325","1,880","1,180","435","545","810","575","515","27,280"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","35"
