﻿Title:,"Table 8 - HE academic staff by HE provider and highest qualification held"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2021/22 
Search:,


"UKPRN","HE Provider","Doctorate","Other higher degree","Other postgraduate qualification","First degree","Other undergraduate qualification","Other","Unknown","Total academic staff"
"10007762","Glasgow Caledonian University","440","160","85","95","10","5","0","790"
"10002681","Glasgow School of Art","35","75","25","80","5","0","5","225"
"10007794","The University of Glasgow","3,080","290","65","1,300","25","370","120","5,255"
"10007145","University of Gloucestershire","250","200","120","80","15","10","0","675"
"10002718","Goldsmiths College","485","380","90","95","15","5","95","1,170"
"10007146","The University of Greenwich","570","220","130","10","0","0","25","955"
"10007825","Guildhall School of Music and Drama","65","225","190","230","60","45","0","820"
"10040812","Harper Adams University","80","35","30","45","10","5","20","230"
"10080811","Hartpury University","35","60","35","25","5","15","0","175"
"10007764","Heriot-Watt University","685","65","20","25","10","5","65","865"
"10007147","University of Hertfordshire","715","805","150","310","35","25","5","2,045"
"10007148","The University of Huddersfield","710","185","20","15","0","0","0","935"
"10007149","The University of Hull","580","90","140","70","20","10","0","910"
"10003239","ICON College of Technology and Management","10","5","5","0","0","0","0","25"
"10003270","Imperial College of Science, Technology and Medicine","3,175","535","155","255","5","20","300","4,440"
"10013220","Institute of Art - London Limited","15","5","0","0","0","0","0","20"
"10035638","Institute of Contemporary Music Performance","0","5","10","5","0","0","0","20"
"10082570","Kaplan International Colleges U.K. Limited","85","210","60","30","5","0","20","410"
"10021682","Kaplan Open Learning (Essex) Limited","10","5","5","0","5","0","0","25"
"10007767","Keele University","455","120","150","95","20","5","0","840"
"10007150","The University of Kent","880","340","55","125","15","10","15","1,435"
"10003645","King's College London","3,155","1,625","265","590","20","30","35","5,715"
"10003678","Kingston University","465","110","125","55","5","80","115","955"
"10003758","LAMDA Limited","0","20","10","25","5","0","0","55"
"10007768","The University of Lancaster","1,355","325","275","195","20","70","0","2,240"
"10003854","Leeds Arts University","20","90","25","30","5","0","0","170"
"10003861","Leeds Beckett University","595","335","300","155","30","25","0","1,440"
"10034449","Leeds Conservatoire","25","60","35","55","5","5","65","250"
"10007795","The University of Leeds","2,455","580","95","315","35","115","165","3,760"
"10003863","Leeds Trinity University","85","55","30","30","0","5","5","205"
"10082828","College of Legal Practice Limited","0","0","0","0","0","0","0","5"
"10007796","The University of Leicester","1,005","320","30","245","5","35","10","1,655"
"10007151","The University of Lincoln","685","370","125","160","30","30","5","1,405"
"10036456","Academy of Live Technology Ltd","0","0","5","0","0","0","0","15"
"10003956","Liverpool Hope University","225","60","25","20","0","0","0","335"
"10003957","Liverpool John Moores University","900","470","125","115","30","20","30","1,690"
"10003945","The Liverpool Institute for Performing Arts","10","30","10","35","5","10","0","100"
"10006842","The University of Liverpool","1,980","585","145","275","25","25","80","3,110"
"10003958","Liverpool School of Tropical Medicine","180","35","20","10","0","0","0","250"
"10007162","University of the Arts, London","260","305","695","225","90","205","1,890","3,670"
"10007769","London Business School","105","0","0","5","0","0","0","110"
"10007797","University of London (Institutes and activities)","65","5","5","0","0","0","0","75"
"10004036","London Film School Limited","0","15","10","10","5","5","0","40"
"10004048","London Metropolitan University","190","145","85","30","10","10","5","470"
"10004078","London South Bank University","335","270","315","100","30","20","125","1,195"
"10004063","London School of Economics and Political Science","930","505","65","135","5","5","190","1,830"
"10007771","London School of Hygiene and Tropical Medicine","625","255","160","20","5","5","20","1,090"
"10022285","London School of Management Education","5","0","5","0","0","0","0","15"
"10004075","London School of Theology","15","5","5","0","0","0","0","25"
"10062810","The London School of Architecture","0","0","5","0","0","0","0","5"
"10008289","The London Institute of Banking & Finance","5","10","5","0","0","0","0","30"
"10067623","The London Interdisciplinary School Ltd","5","5","0","0","0","0","0","10"
"10004113","Loughborough University","1,065","100","185","115","35","25","65","1,590"
"10009612","Luther King House Educational Trust","5","0","0","0","0","0","0","5"
"10004180","The Manchester Metropolitan University","1,020","450","425","260","55","90","15","2,320"
"10007798","The University of Manchester","3,965","770","220","230","65","20","0","5,280"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0","0"
"10030776","St Mellitus College","25","5","0","10","0","0","0","35"
"10004320","The Metanoia Institute","30","30","25","5","0","0","0","95"
"10004351","Middlesex University","465","185","155","115","15","5","0","935"
"10023777","Mont Rose College of Management and Sciences","10","20","5","0","0","0","0","40"
"10023454","Moorlands College","10","5","10","0","0","0","0","25"
"10004538","Nazarene Theological College","20","0","0","0","0","0","0","20"
"10030129","Nelson College London Ltd","0","0","10","0","0","0","0","10"
"10007799","Newcastle University","2,080","345","60","300","15","200","25","3,030"
"10067406","New Model Institute for Technology and Engineering (NMITE)","10","0","0","5","0","0","0","15"
"10048199","Northeastern University London","75","5","10","0","0","0","0","90"
"10007138","The University of Northampton","270","280","105","145","40","15","5","860"
"10001282","University of Northumbria at Newcastle","1,180","265","55","160","15","15","30","1,720"
"10004775","Norwich University of the Arts","20","65","60","80","5","5","0","240"
"10007154","University of Nottingham","2,810","395","70","240","5","15","10","3,540"
"10004797","The Nottingham Trent University","980","690","375","415","30","45","80","2,610"
"10007773","The Open University","2,800","2,030","480","345","55","0","85","5,800"
"10004930","Oxford Brookes University","570","310","290","205","35","70","85","1,570"
"10007774","The University of Oxford","5,410","965","90","400","20","15","45","6,945"
"10005127","Arts University Plymouth","10","55","25","30","0","0","0","120"
"10007801","University of Plymouth","785","245","260","210","45","5","80","1,635"
"10019178","Point Blank Music School","5","10","10","30","10","15","0","85"
"10007155","The University of Portsmouth","960","300","270","115","25","20","105","1,785"
"10005337","Queen Margaret University, Edinburgh","120","80","35","40","5","5","25","300"
"10007775","Queen Mary University of London","1,705","660","95","95","30","25","690","3,300"
"10009292","Royal Academy of Dramatic Art","0","15","20","20","10","5","5","75"
"10005389","Ravensbourne University London","20","60","65","50","15","5","5","225"
"10007802","The University of Reading","1,135","195","205","70","15","5","60","1,690"
"10008455","Regent College London","55","55","20","0","0","0","0","135"
"10005500","Robert Gordon University","205","150","115","95","25","10","45","640"
"10007776","Roehampton University","300","75","55","20","5","5","40","500"
"10005523","Rose Bruford College of Theatre and Performance","10","40","15","20","5","5","10","105"
"10007835","Royal Academy of Music","25","75","25","95","45","15","20","300"
"10005545","Royal Agricultural University","35","5","15","5","0","0","0","65"
"10007777","Royal College of Art","75","70","15","10","0","10","5","190"
"10007778","Royal College of Music","35","35","50","80","50","25","15","285"
"10005561","Royal Conservatoire of Scotland","40","20","130","80","10","15","45","335"
"10007816","The Royal Central School of Speech and Drama","25","0","35","15","0","5","0","85"
"10005553","Royal Holloway and Bedford New College","875","140","65","65","5","5","10","1,165"
"10007837","Royal Northern College of Music","50","65","100","55","20","10","5","310"
"10007779","The Royal Veterinary College","170","30","60","25","5","5","5","300"
"10007803","The University of St. Andrews","1,165","105","0","75","0","5","5","1,355"
"10007839","SAE Education Limited","5","15","10","15","0","0","0","50"
"10007782","St George's, University of London","225","50","95","55","5","5","50","480"
"10008026","St Mary's University College","20","40","5","0","0","0","0","60"
"10007843","St Mary's University, Twickenham","140","110","85","75","10","15","20","450"
"10007156","The University of Salford","435","230","150","160","25","20","50","1,065"
"10007780","SOAS University of London","330","65","70","10","5","5","30","515"
"10005700","SRUC","145","45","55","50","45","20","80","440"
"10005790","Sheffield Hallam University","810","500","425","185","20","10","150","2,095"
"10007157","The University of Sheffield","2,515","575","80","280","35","20","105","3,610"
"10006022","Solent University","130","160","150","85","40","10","0","575"
"10007158","The University of Southampton","1,880","260","240","130","30","15","50","2,600"
"10006093","Spurgeon's College","10","5","0","0","0","0","0","15"
"10006299","Staffordshire University","275","280","110","240","60","25","25","1,015"
"10007804","The University of Stirling","540","160","105","105","15","25","45","990"
"10037449","University of St Mark and St John","40","30","25","15","0","0","5","120"
"10008010","Stranmillis University College","35","20","10","5","0","0","0","70"
"10007805","The University of Strathclyde","1,310","270","95","130","10","5","105","1,930"
"10014001","University of Suffolk","110","80","40","35","0","0","0","275"
"10007159","The University of Sunderland","260","280","165","70","10","15","360","1,160"
"10007160","The University of Surrey","1,095","265","65","160","25","20","5","1,635"
"10007806","The University of Sussex","1,060","615","35","220","15","25","180","2,150"
"10007855","Swansea University","835","280","160","190","25","65","125","1,685"
"10083403","The Engineering and Design Institute London","10","0","0","0","0","0","0","10"
"10007161","Teesside University","355","295","85","90","15","10","0","845"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","0","5"
"10008017","Trinity Laban Conservatoire of Music and Dance","45","85","95","120","35","30","25","440"
"10007858","University of Wales Trinity Saint David","260","150","170","100","25","10","65","785"
"10067648","University Academy 92 Limited","5","15","5","0","0","0","0","30"
"10007114","University of the Highlands and Islands","55","25","5","10","0","0","0","95"
"10007807","Ulster University","835","290","105","205","20","20","0","1,480"
"10039956","The University of Law","30","100","345","10","0","0","0","480"
"10007784","University College London","5,360","580","110","145","5","175","3,210","9,585"
"10007793","University of South Wales","425","350","335","255","75","35","240","1,715"
"10029843","Waltham International College Limited","5","5","10","0","0","0","0","20"
"10007163","The University of Warwick","2,110","440","305","135","20","25","120","3,160"
"10007361","Waverley Abbey College","5","10","0","0","0","0","0","20"
"10007164","University of the West of England, Bristol","935","485","340","340","50","40","70","2,260"
"10007800","The University of the West of Scotland","330","130","90","70","20","5","5","655"
"10006566","The University of West London","360","505","245","195","40","75","0","1,420"
"10007165","The University of Westminster","570","545","345","250","45","45","75","1,875"
"10003614","The University of Winchester","300","210","80","75","20","10","30","725"
"10007166","The University of Wolverhampton","405","315","95","140","10","15","30","1,010"
"10007139","University of Worcester","190","265","120","110","10","5","5","700"
"10007833","Wrexham University","65","70","40","25","5","5","0","205"
"10007657","Writtle University College","15","0","40","20","20","20","0","115"
"10007713","York St John University","205","95","50","55","5","5","5","420"
"10007167","The University of York","1,745","315","85","55","5","5","80","2,295"
"","Total","124,315","42,520","21,760","22,080","3,275","3,775","16,290","234,020"
