﻿Title:,"Table 5 - Research grants and contracts - breakdown by source of income and HESA cost centre"
Subtitle:,"Academic years 2015/16 to 2023/24"
Reference ID:,DT031 Table 5
Data source:,HESA / OfS
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-5
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-5.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,HESA cost centre▼101 Clinical medicine,102 Clinical dentistry,103 Nursing & allied health professions,104 Psychology & behavioural sciences,105 Health & community studies,106 Anatomy & physiology,107 Pharmacy & pharmacology,108 Sports science & leisure studies,109 Veterinary science,110 Agriculture, forestry & food science,111 Earth, marine & environmental sciences,112 Biosciences,113 Chemistry,114 Physics,115 General engineering,116 Chemical engineering,117 Mineral, metallurgy & materials engineering,118 Civil engineering,119 Electrical, electronic & computer engineering,120 Mechanical, aero & production engineering,121 IT, systems sciences & computer software engineering,122 Mathematics,123 Architecture, built environment & planning,124 Geography & environmental studies,125 Area studies,126 Archaeology,127 Anthropology & development studies,128 Politics & international studies,129 Economics & econometrics,130 Law,131 Social work & social policy,132 Sociology,133 Business & management studies,134 Catering & hospitality management,135 Education,136 Continuing education,137 Modern languages,138 English language & literature,139 History,140 Classics,141 Philosophy,142 Theology & religious studies,143 Art & design,144 Music, dance, drama & performing arts,145 Media studies,201 Total academic services,202 Central administration & services,203 General educational expenditure,204 Staff & student facilities,207 Total research grants and contracts,Co-investment from external sources on funding council-funded projects (included in Heads 1 to 4 above)Research income-in-kind (included in Heads 1 to 4 above)Total academic departments,Total administration & central services
,Academic year,2021/22 
,Financial year end,All 
Search:,


"","","","","(£000s)","",""
"UKPRN","HE Provider","Financial Year End","1a Biotechnology and Biological Sciences Research Council (BBSRC)","1b Medical Research Council (MRC)","1c Natural Environment Research Council (NERC)","1d Engineering and Physical Sciences Research Council (EPSRC)","1e Economic and Social Research Council (ESRC)","1f Arts & Humanities Research Council (AHRC)","1g Science & Technology Facilities Council (STFC)","1h UK Research and Innovation","1i Other","1j Total Research Councils"
"10032282","The Queen's Foundation for Ecumenical Theological Education","2021-08-31","0","0","0","0","0","0","0","0","0","0"
"10007823","Edge Hill University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007772","Edinburgh Napier University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007790","The University of Edinburgh","2022-07-31","2,184","32,433","36","2,465","894","68","0","402","39","38,521"
"10042570","Escape Studios","2021-12-31","0","0","0","0","0","0","0","0","0","0"
"10007791","The University of Essex","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10008173","University College of Estate Management","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007792","The University of Exeter","2022-07-31","488","3,359","342","282","780","162","7","159","15","5,594"
"10008640","Falmouth University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10004511","The National Film and Television School","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10022087","Futureworks","2021-08-31","0","0","0","0","0","0","0","0","0","0"
"10007762","Glasgow Caledonian University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10002681","Glasgow School of Art","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007794","The University of Glasgow","2022-07-31","1,333","19,696","42","928","784","0","7","1,720","1","24,511"
"10007145","University of Gloucestershire","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10002718","Goldsmiths College","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007146","The University of Greenwich","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007825","Guildhall School of Music and Drama","2022-03-31","0","0","0","0","0","0","0","0","0","0"
"10040812","Harper Adams University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10080811","Hartpury University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007764","Heriot-Watt University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007147","University of Hertfordshire","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007148","The University of Huddersfield","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007149","The University of Hull","2022-07-31","2","93","0","0","0","2","0","1","1","99"
"10003239","ICON College of Technology and Management","2021-09-30","0","0","0","0","0","0","0","0","0","0"
"10003270","Imperial College of Science, Technology and Medicine","2022-07-31","3,727","30,865","1,433","2,581","345","2","0","1,420","417","40,790"
"10013220","Institute of Art - London Limited","2021-08-31","0","0","0","0","0","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","2022-05-31","0","0","0","0","0","0","0","0","0","0"
"10082570","Kaplan International Colleges U.K. Limited","2021-12-25","0","0","0","0","0","0","0","0","0","0"
"10021682","Kaplan Open Learning (Essex) Limited","2021-12-31","0","0","0","0","0","0","0","0","0","0"
"10007767","Keele University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007150","The University of Kent","2022-07-31","0","3","0","0","0","0","0","0","0","3"
"10003645","King's College London","2022-07-31","707","20,743","0","3,311","2,499","257","98","0","1,693","29,308"
"10003678","Kingston University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10003758","LAMDA Limited","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007768","The University of Lancaster","2022-07-31","32","261","13","138","148","0","0","6","37","635"
"10003854","Leeds Arts University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10003861","Leeds Beckett University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10034449","Leeds Conservatoire","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007795","The University of Leeds","2022-07-31","811","2,659","0","955","185","0","0","739","12","5,361"
"10003863","Leeds Trinity University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10082828","College of Legal Practice Limited","2022-06-30","0","0","0","0","0","0","0","0","0","0"
"10007796","The University of Leicester","2022-07-31","37","1,702","0","3","27","0","0","588","3","2,360"
"10007151","The University of Lincoln","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10036456","Academy of Live Technology Ltd","2021-12-31","0","0","0","0","0","0","0","0","0","0"
"10003956","Liverpool Hope University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10003957","Liverpool John Moores University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10003945","The Liverpool Institute for Performing Arts","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10006842","The University of Liverpool","2022-07-31","359","3,458","0","263","59","0","2","1,067","116","5,324"
"10003958","Liverpool School of Tropical Medicine","2022-07-31","709","6,275","184","803","1,786","0","0","2,958","223","12,938"
"10007162","University of the Arts, London","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10013109","London Bridge Business Academy","2021-12-31","0","0","0","0","0","0","0","0","0","0"
"10007769","London Business School","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007797","University of London (Institutes and activities)","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10004036","London Film School Limited","2021-08-31","0","0","0","0","0","0","0","0","0","0"
"10004048","London Metropolitan University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10004078","London South Bank University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10004063","London School of Economics and Political Science","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007771","London School of Hygiene and Tropical Medicine","2022-07-31","1,350","37,561","215","5,593","2,967","107","0","1,041","77","48,911"
"10022285","London School of Management Education","2021-08-31","0","0","0","0","0","0","0","0","0","0"
"10004075","London School of Theology","2021-08-31","0","0","0","0","0","0","0","0","0","0"
"10062810","The London School of Architecture","2022-06-30","0","0","0","0","0","0","0","0","0","0"
"10008289","The London Institute of Banking & Finance","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10067623","The London Interdisciplinary School Ltd","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10004113","Loughborough University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10009612","Luther King House Educational Trust","2021-08-31","0","0","0","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007798","The University of Manchester","2022-07-31","712","1,616","34","588","20","0","43","2","2,330","5,345"
"10030776","St Mellitus College","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10004320","The Metanoia Institute","2021-08-31","0","0","0","0","0","0","0","0","0","0"
"10004351","Middlesex University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10023777","Mont Rose College of Management and Sciences","2021-08-31","0","0","0","0","0","0","0","0","0","0"
"10023454","Moorlands College","2022-06-30","0","0","0","0","0","0","0","0","0","0"
"10001444","National Centre for Circus Arts","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10004538","Nazarene Theological College","2022-06-30","0","0","0","0","0","0","0","0","0","0"
"10030129","Nelson College London Ltd","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007799","Newcastle University","2022-07-31","1,407","6,156","0","475","213","24","19","0","87","8,381"
"10067406","New Model Institute for Technology and Engineering (NMITE)","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10048199","Northeastern University London","2022-06-30","0","0","0","0","0","0","0","0","0","0"
"10007138","The University of Northampton","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10008816","Northern School of Contemporary Dance","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10001282","University of Northumbria at Newcastle","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10004775","Norwich University of the Arts","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007154","University of Nottingham","2022-07-31","663","3,903","0","457","74","30","308","246","258","5,939"
"10004797","The Nottingham Trent University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007773","The Open University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10004930","Oxford Brookes University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007774","The University of Oxford","2022-07-31","3,088","45,708","20","3,271","1,280","149","0","736","313","54,565"
"10004028","The Place, London Contemporary Dance School (LCDS)","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10005127","Arts University Plymouth","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007801","University of Plymouth","2022-07-31","0","140","0","0","0","0","0","38","41","219"
"10019178","Point Blank Music School","2021-12-31","0","0","0","0","0","0","0","0","0","0"
"10007155","The University of Portsmouth","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10005337","Queen Margaret University, Edinburgh","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007775","Queen Mary University of London","2022-07-31","2,016","8,541","16","243","110","143","0","0","838","11,907"
"10009292","Royal Academy of Dramatic Art","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10005378","Rambert School","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10005389","Ravensbourne University London","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007802","The University of Reading","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10008455","Regent College London","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10005500","Robert Gordon University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007776","Roehampton University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10005523","Rose Bruford College of Theatre and Performance","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007835","Royal Academy of Music","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10005545","Royal Agricultural University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007777","Royal College of Art","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007778","Royal College of Music","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10005561","Royal Conservatoire of Scotland","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007816","The Royal Central School of Speech and Drama","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10005553","Royal Holloway and Bedford New College","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007837","Royal Northern College of Music","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007779","The Royal Veterinary College","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007803","The University of St. Andrews","2022-07-31","202","260","0","1","0","0","0","169","32","664"
"10007839","SAE Education Limited","2022-06-30","0","0","0","0","0","0","0","0","0","0"
"10007782","St George's, University of London","2022-07-31","102","1,508","3","(22)","0","0","0","18","0","1,609"
"10008026","St Mary's University College","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007843","St Mary's University, Twickenham","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007156","The University of Salford","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007780","SOAS University of London","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10005700","SRUC","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10005790","Sheffield Hallam University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007157","The University of Sheffield","2022-07-31","177","2,969","0","547","34","7","0","440","238","4,412"
"10006022","Solent University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007158","The University of Southampton","2022-07-31","480","3,771","87","503","4","0","0","393","11","5,249"
"10006093","Spurgeon's College","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10006299","Staffordshire University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007804","The University of Stirling","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10037449","University of St Mark and St John","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10008010","Stranmillis University College","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007805","The University of Strathclyde","2022-07-31","32","50","6","214","5","0","159","0","45","511"
"10014001","University of Suffolk","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007159","The University of Sunderland","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007160","The University of Surrey","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007806","The University of Sussex","2022-07-31","71","144","0","0","307","0","0","153","0","675"
"10007855","Swansea University","2022-07-31","0","1,734","0","173","2,400","0","0","287","3,667","8,261"
"10083403","The Engineering and Design Institute London","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007161","Teesside University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10082743","ThinkSpace Education Limited","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007858","University of Wales Trinity Saint David","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10067648","University Academy 92 Limited","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10068157","University Centre Peterborough","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007114","University of the Highlands and Islands","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007807","Ulster University","2022-07-31","0","0","0","0","0","0","0","0","1","1"
"10039956","The University of Law","2022-05-31","0","0","0","0","0","0","0","0","0","0"
"10007784","University College London","2022-07-31","2,557","44,548","66","1,164","4,622","21","76","0","3,206","56,260"
"10007793","University of South Wales","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10008574","The University of Wales (central functions)","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10029843","Waltham International College Limited","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007163","The University of Warwick","2022-07-31","3","188","0","48","184","(4)","0","43","12","474"
"10007361","Waverley Abbey College","2021-08-31","0","0","0","0","0","0","0","0","0","0"
"10007164","University of the West of England, Bristol","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007800","The University of the West of Scotland","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10006566","The University of West London","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007165","The University of Westminster","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10003614","The University of Winchester","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007166","The University of Wolverhampton","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007139","University of Worcester","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007833","Wrexham University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007657","Writtle University College","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007713","York St John University","2022-07-31","0","0","0","0","0","0","0","0","0","0"
"10007167","The University of York","2022-07-31","47","547","0","12","7","0","0","0","17","630"
"","Total","","32,420","363,065","3,163","33,480","23,026","1,064","736","18,181","14,912","490,047"
