﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2018/19 
Search:,


"UKPRN","HE Provider","Channel Islands not otherwise specified","Isle of Man","Total Other UK","Not known","Total"
"10007848","University of Chester","10","60","75","5","13,585"
"10007137","The University of Chichester","35","0","35","0","5,295"
"10001386","Chicken Shed Theatre Company","0","0","0","0","80"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","165"
"10001419","Christie's Education Limited","0","0","0","0","25"
"10026921","Christ the Redeemer College","0","0","0","0","45"
"10010213","The City College","0","0","0","0","285"
"10001478","City, University of London","10","5","15","0","13,045"
"10007912","Cliff College","0","0","0","0","140"
"10001653","Conservatoire for Dance and Drama","0","0","0","0","965"
"10007761","Courtauld Institute of Art","0","0","0","0","280"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","35"
"10001726","Coventry University","15","5","20","0","22,970"
"10007822","Cranfield University","5","0","10","10","2,350"
"10006427","University for the Creative Arts","10","0","15","5","5,535"
"10007842","University of Cumbria","10","10","20","0","7,235"
"10001883","De Montfort University","10","20","40","10","21,095"
"10007851","University of Derby","5","5","15","5","17,380"
"10007852","The University of Dundee","5","10","20","0","13,300"
"10007143","University of Durham","45","15","65","0","13,270"
"10007789","The University of East Anglia","10","5","20","0","14,125"
"10007144","The University of East London","5","0","5","0","11,520"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","335"
"10007823","Edge Hill University","20","50","70","0","13,495"
"10007772","Edinburgh Napier University","5","5","10","0","10,745"
"10007790","The University of Edinburgh","40","30","75","0","21,090"
"10022047","Empire College London Limited","0","0","0","0","150"
"10042570","Escape Studios","0","0","0","0","1,050"
"10007791","The University of Essex","15","0","15","0","10,880"
"10008173","University College of Estate Management","0","0","0","0","2,720"
"10007792","The University of Exeter","110","15","125","0","18,680"
"10008640","Falmouth University","15","5","20","0","5,730"
"10033187","Fairfield School of Business Ltd","0","0","85","85","885"
"10045476","Met Film School Limited","0","0","0","0","135"
"10004511","The National Film and Television School","0","0","0","0","385"
"10038763","ForMission Ltd","0","0","0","0","180"
"10022087","Futureworks","0","0","0","0","460"
"10007762","Glasgow Caledonian University","0","0","0","0","14,755"
"10002681","Glasgow School of Art","0","0","5","0","1,480"
"10007794","The University of Glasgow","10","5","15","0","21,120"
"10007145","University of Gloucestershire","5","5","10","0","7,750"
"10002718","Goldsmiths College","0","0","5","0","7,580"
"10030408","Gower College Swansea","0","0","0","0","130"
"10007146","The University of Greenwich","10","5","20","5","14,540"
"10007937","GSM London","0","0","35","35","4,610"
"10007825","Guildhall School of Music and Drama","0","0","0","0","725"
"10040812","Harper Adams University","20","5","25","0","5,115"
"10080811","Hartpury University","5","0","5","0","1,670"
"10007764","Heriot-Watt University","10","5","15","0","7,775"
"10007147","University of Hertfordshire","10","5","20","5","19,730"
"10007148","The University of Huddersfield","0","15","20","0","14,115"
"10007149","The University of Hull","5","15","25","5","13,855"
"10003239","ICON College of Technology and Management","0","0","0","0","1,485"
"10003270","Imperial College of Science, Technology and Medicine","0","0","0","0","9,040"
"10004023","London College of International Business Studies Ltd","0","0","0","0","100"
"10035638","Institute of Contemporary Music Performance","0","0","20","15","675"
"10029682","The Islamic College","0","0","0","0","65"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","0","1,115"
"10007767","Keele University","10","10","25","0","9,950"
"10003566","Kensington College of Business","0","0","0","0","495"
"10007150","The University of Kent","30","10","45","5","15,075"
"10003645","King's College London","20","5","20","0","20,510"
"10008325","KLC School of Design","0","0","0","0","170"
"10003678","Kingston University","15","5","20","0","13,495"
"10009285","Kogan Academy of Dramatic Arts","0","0","0","0","5"
"10007768","The University of Lancaster","30","45","75","0","9,770"
"10066551","LCCM AU UK Limited","0","0","0","0","195"
"10003854","Leeds Arts University","5","0","5","0","1,680"
"10003861","Leeds Beckett University","10","40","55","0","21,890"
"10034449","Leeds Conservatoire","0","0","0","0","1,090"
"10007795","The University of Leeds","35","35","70","5","27,020"
"10003863","Leeds Trinity University","0","0","0","0","3,365"
"10007796","The University of Leicester","15","15","35","5","12,870"
"10007151","The University of Lincoln","5","5","10","0","14,800"
"10003956","Liverpool Hope University","5","20","25","0","4,920"
"10003957","Liverpool John Moores University","35","65","100","0","22,255"
"10003945","The Liverpool Institute for Performing Arts","5","0","5","0","635"
"10006842","The University of Liverpool","55","50","120","15","20,980"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","245"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","1,410"
"10007162","University of the Arts, London","15","5","25","0","9,400"
"10013109","London Bridge Business Academy","0","0","5","5","185"
"10007769","London Business School","0","0","0","0","500"
"10030391","London Churchill College Ltd","0","0","0","0","885"
"10007797","University of London (Institutes and activities)","0","0","0","0","150"
"10039082","City and Guilds of London Art School","0","0","0","0","185"
"10023434","London School of Commerce & IT Limited","0","0","0","0","50"
"10015506","The London College","0","0","0","0","975"
"10004048","London Metropolitan University","5","5","10","0","8,135"
"10032594","London School of Academics Ltd","0","0","0","0","120"
"10004078","London South Bank University","5","0","5","0","15,545"
"10004063","London School of Economics and Political Science","5","0","5","0","3,855"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","565"
"10022285","London School of Management Education","0","0","0","0","375"
"10004075","London School of Theology","0","0","0","0","285"
"10004079","London Studio Centre","0","0","0","0","270"
"10062810","The London School of Architecture","0","0","0","0","60"
"10008289","The London Institute of Banking & Finance","0","0","0","0","220"
"10004035","The Film Education Training Trust Limited","0","0","0","0","10"
"10004113","Loughborough University","40","25","65","0","13,880"
"10009612","Luther King House Educational Trust","0","0","0","0","105"
"10004180","The Manchester Metropolitan University","35","40","75","0","30,450"
"10007798","The University of Manchester","55","25","85","0","25,810"
"10009527","Istituto Marangoni Limited","0","0","0","0","100"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","85"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","80"
"10020416","Missio Dei","0","0","0","0","85"
"10030776","St Mellitus College","0","0","0","0","555"
"10004320","The Metanoia Institute","0","0","0","0","345"
"10004351","Middlesex University","25","5","30","0","15,050"
"10004365","Millennium Performing Arts Ltd","0","0","0","0","95"
"10032277","The Minster Centre","0","0","0","0","140"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","340"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","1,010"
"10023454","Moorlands College","0","0","0","0","270"
"10000216","All Nations Christian College","0","0","0","0","40"
"10004538","Nazarene Theological College","0","0","0","0","160"
"10030129","Nelson College London Ltd","0","0","0","0","1,025"
"10023456","Newbold College","0","0","0","0","55"
"10007799","Newcastle University","35","35","70","5","20,335"
"10045289","St Nicholas Montessori Training Limited","0","0","0","0","45"
"10048199","Northeastern University London","0","0","0","0","110"
"10008397","Norland College","5","0","5","0","270"
"10007138","The University of Northampton","5","5","10","0","10,330"
"10009614","Grŵp NPTC Group","0","0","0","0","165"
"10004740","Northern College of Acupuncture","0","0","0","0","155"
"10001282","University of Northumbria at Newcastle","20","40","60","0","22,350"
"10004775","Norwich University of the Arts","5","0","10","0","2,135"
"10007154","University of Nottingham","10","25","35","0","25,370"
"10004797","The Nottingham Trent University","20","45","75","10","28,475"
"10010227","Oak Hill College","0","0","0","0","130"
"10007773","The Open University","5","0","10","0","122,040"
"10023445","ICOM","0","0","0","0","45"
"10004930","Oxford Brookes University","45","10","55","0","13,920"
"10020439","Oxford Business College","0","0","0","0","60"
"10007774","The University of Oxford","35","5","40","0","16,890"
"10006243","St Patrick's International College","0","0","0","0","2,850"
"10005127","Arts University Plymouth","5","0","5","0","1,340"
"10007801","University of Plymouth","85","5","90","0","17,795"
"10019178","Point Blank Music School","0","0","20","15","270"
"10007155","The University of Portsmouth","45","5","55","5","21,040"
"10005337","Queen Margaret University, Edinburgh","15","5","15","0","4,110"
"10007775","Queen Mary University of London","5","5","10","0","13,625"
"10005544","Royal Academy of Dance","5","0","5","0","110"
"10005389","Ravensbourne University London","0","5","5","0","2,180"
"10005470","Richmond, The American International University in London","0","0","0","0","330"
"10007802","The University of Reading","25","5","70","40","13,520"
"10003331","Regent's University London","0","0","0","0","430"
"10021100","Regents Theological College","0","0","0","0","220"
"10008455","Regent College London","0","0","0","0","1,025"
"10005500","Robert Gordon University","10","15","25","0","10,310"
"10007776","Roehampton University","0","0","0","0","11,465"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","610"
"10007835","Royal Academy of Music","5","0","5","0","485"
"10005545","Royal Agricultural University","0","0","0","0","1,010"
"10007777","Royal College of Art","0","0","0","0","700"
"10007778","Royal College of Music","0","0","0","0","410"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","860"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","715"
"10005553","Royal Holloway and Bedford New College","15","5","25","5","7,970"
"10007837","Royal Northern College of Music","5","5","5","0","615"
"10007779","The Royal Veterinary College","0","0","0","0","1,990"
"10007803","The University of St. Andrews","15","15","30","0","5,755"
"10007839","SAE Education Limited","0","0","0","0","575"
"10007782","St George's, University of London","5","0","5","0","4,305"
"10008026","St Mary's University College","0","0","0","0","1,025"
"10007843","St Mary's University, Twickenham","5","0","10","0","4,680"
"10007156","The University of Salford","5","15","25","0","19,010"
"10021256","The Salvation Army","0","0","0","0","35"
"10008362","London School of Science and Technology Limited","0","0","5","5","1,465"
"10007780","SOAS University of London","5","0","10","5","3,265"
"10005700","SRUC","0","0","0","0","1,680"
"10005790","Sheffield Hallam University","5","55","65","0","28,465"
"10007157","The University of Sheffield","20","35","55","0","20,115"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","0","0","0","230"
"10005916","Slough Borough Council","0","0","0","0","85"
"10006022","Solent University","30","5","35","0","8,090"
"10007158","The University of Southampton","65","5","70","0","16,030"
"10006093","Spurgeon's College","0","0","0","0","350"
"10006299","Staffordshire University","5","10","35","20","14,380"
"10007804","The University of Stirling","10","10","20","0","9,640"
"10037449","University of St Mark and St John","5","0","5","0","2,705"
"10008010","Stranmillis University College","0","0","0","0","1,520"
"10007805","The University of Strathclyde","0","0","0","0","18,485"
"10014001","University of Suffolk","0","0","0","0","7,070"
"10007159","The University of Sunderland","0","0","0","0","11,930"
"10007160","The University of Surrey","25","5","30","0","11,925"
"10007806","The University of Sussex","90","0","95","0","13,000"
"10007855","Swansea University","20","10","40","10","17,065"
"10007161","Teesside University","0","5","5","0","17,100"
"10037822","Tottenham Hotspur Foundation","0","0","0","0","25"
"10008017","Trinity Laban Conservatoire of Music and Dance","5","0","5","0","895"
"10007858","University of Wales Trinity Saint David","0","0","5","0","10,510"
"10007114","University of the Highlands and Islands","0","0","0","0","9,190"
"10007807","Ulster University","0","0","0","0","22,170"
"10039956","The University of Law","30","10","40","0","8,020"
"10007784","University College London","20","10","40","10","21,440"
"10007793","University of South Wales","5","5","10","0","19,700"
"10008574","The University of Wales (central functions)","0","0","0","0","0"
"10029843","Waltham International College Limited","0","0","0","0","45"
"10007163","The University of Warwick","20","10","35","0","16,500"
"10007361","Waverley Abbey College","0","0","0","0","165"
"10007164","University of the West of England, Bristol","25","5","35","0","25,610"
"10007800","The University of the West of Scotland","5","0","5","0","15,040"
"10032288","West Dean College","0","0","0","0","50"
"10006566","The University of West London","5","0","5","0","9,100"
"10007165","The University of Westminster","5","0","5","0","12,440"
"10003614","The University of Winchester","85","0","90","5","7,325"
"10023290","West London College of Business and Management Sciences Limited","0","0","0","0","180"
"10007166","The University of Wolverhampton","5","0","5","0","18,080"
"10007139","University of Worcester","5","5","10","0","9,435"
"10007833","Wrexham University","0","0","0","0","5,020"
"10007657","Writtle University College","0","0","0","0","690"
"10007713","York St John University","0","5","5","0","6,265"
"10007167","The University of York","25","35","60","0","15,280"
"","Total","2,575","1400","4,440","465","1,960,865"
