﻿Title:,"Table 1 - HE staff by HE provider and activity standard occupational classification"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2016/17 
Search:,


"UKPRN","HE Provider","Managers, directors and senior officials","Professional occupations","Associate professional occupations","Clerical and manual occupations","Total academic staff","Managers, directors and senior officials ","Professional occupations ","Associate professional occupations ","Administrative and secretarial occupations","Skilled trades occupations","Caring, leisure and other service occupations","Sales and customer service occupations","Process, plant and machine operatives","Elementary occupations","Total non-academic staff","Total"
"10006841","The University of Bolton","0","320","30","0","345","15","60","70","75","10","20","0","5","50","305","650"
"10000385","The Arts University Bournemouth","0","360","0","0","365","15","40","60","45","0","5","0","0","0","165","525"
"10000824","Bournemouth University","0","960","0","0","960","55","255","280","240","15","20","0","0","0","870","1,830"
"10007785","The University of Bradford","0","590","0","0","590","45","130","205","385","40","45","20","5","215","1,090","1,680"
"10000886","The University of Brighton","0","1,735","5","0","1,740","75","245","405","645","50","85","10","0","200","1,715","3,460"
"10000936","The University College of Osteopathy","0","100","0","0","100","5","5","10","20","0","0","0","0","0","40","140"
"10007786","The University of Bristol","0","3,175","5","0","3,175","195","510","810","1,050","130","35","30","25","500","3,280","6,460"
"10000961","Brunel University London","10","1,130","0","0","1,135","105","265","210","370","35","15","20","5","150","1,170","2,305"
"10000975","Buckinghamshire New University","5","440","15","0","460","20","45","80","145","25","5","10","0","15","345","805"
"10007787","The University of Buckingham","10","155","0","0","165","5","5","15","160","25","35","0","0","10","255","425"
"10007788","The University of Cambridge","10","5,955","0","0","5,965","110","1,760","1,200","1,105","125","265","0","520","335","5,420","11,380"
"10003324","The Institute of Cancer Research","0","660","5","0","665","35","105","125","85","5","10","0","5","10","380","1,050"
"10001143","Canterbury Christ Church University","5","765","35","0","800","55","145","225","435","35","85","10","0","95","1,075","1,880"
"10007814","Cardiff University","65","3,390","10","0","3,465","560","480","490","1,480","110","10","5","5","255","3,390","6,855"
"10007854","Cardiff Metropolitan University","0","740","0","0","740","40","120","225","300","20","25","0","0","70","800","1,535"
"10007141","The University of Central Lancashire","0","1,340","65","0","1,405","15","125","390","455","15","60","5","5","200","1,270","2,680"
"10007848","University of Chester","5","625","0","0","630","50","175","240","325","50","50","0","10","160","1,060","1,690"
"10007137","The University of Chichester","0","560","0","0","560","35","35","130","115","20","15","20","0","5","375","935"
"10001478","City, University of London","0","2,100","5","0","2,105","70","235","290","365","10","20","20","5","45","1,060","3,165"
"10001653","Conservatoire for Dance and Drama","0","270","0","0","270","10","125","20","100","0","10","15","0","0","285","555"
"10007761","Courtauld Institute of Art","0","40","0","0","40","5","20","15","55","0","0","0","0","0","95","135"
"10001726","Coventry University","10","2,370","25","0","2,400","140","270","235","715","20","25","55","10","180","1,640","4,045"
"10007822","Cranfield University","0","675","5","0","680","25","140","295","380","50","10","0","5","45","945","1,625"
"10006427","University for the Creative Arts","0","305","75","0","380","35","70","100","170","5","25","5","0","35","440","820"
"10007842","University of Cumbria","0","515","5","0","515","10","30","185","290","30","15","0","15","45","620","1,135"
"10001883","De Montfort University","0","1,395","0","0","1,395","65","190","460","465","20","50","10","0","155","1,425","2,825"
"10007851","University of Derby","0","1,280","30","0","1,310","55","130","245","635","40","180","0","25","195","1,500","2,810"
"10007852","The University of Dundee","0","1,425","0","0","1,425","40","355","505","560","55","50","5","5","170","1,750","3,175"
"10007143","University of Durham","0","1,700","0","0","1,700","60","535","525","800","190","160","15","5","515","2,805","4,505"
"10007789","The University of East Anglia","0","1,800","0","0","1,800","45","285","445","615","70","110","15","5","400","1,995","3,795"
"10007144","The University of East London","0","920","0","0","920","50","145","190","325","20","5","40","0","10","785","1,705"
"10007823","Edge Hill University","0","1,015","0","0","1,020","45","120","190","310","35","90","15","0","155","960","1,980"
"10007772","Edinburgh Napier University","5","905","5","0","915","25","235","175","250","35","5","5","15","80","830","1,745"
"10007790","The University of Edinburgh","5","4,575","70","0","4,650","175","1,045","1,425","1,640","140","265","25","0","950","5,660","10,310"
"10007791","The University of Essex","0","1,195","0","0","1,195","35","350","295","480","40","10","15","10","120","1,345","2,540"
"10007792","The University of Exeter","0","2,050","5","0","2,055","120","425","645","760","140","110","30","15","240","2,490","4,550"
"10008640","Falmouth University","0","275","25","0","300","10","35","30","100","0","10","0","0","40","220","520"
"10004511","The National Film and Television School","0","20","0","0","20","5","10","5","50","5","0","0","0","0","75","100"
"10007762","Glasgow Caledonian University","0","790","0","0","790","40","110","230","260","25","25","0","5","160","850","1,635"
"10002681","Glasgow School of Art","0","150","70","0","215","0","5","20","225","0","0","0","0","0","250","470"
"10007794","The University of Glasgow","5","3,825","10","0","3,840","115","670","865","1,210","115","215","20","25","525","3,755","7,595"
"10007145","University of Gloucestershire","0","650","5","0","655","35","140","245","165","10","20","0","5","30","645","1,300"
"10002718","Goldsmiths College","0","1,025","5","0","1,030","40","95","205","275","25","15","5","5","10","680","1,710"
"10007146","The University of Greenwich","10","1,200","5","0","1,215","55","190","205","440","10","10","5","10","35","955","2,170"
"10007825","Guildhall School of Music and Drama","15","650","15","0","680","15","40","20","30","5","0","0","0","5","110","790"
"10040812","Harper Adams University","0","160","0","0","160","15","60","75","70","20","25","0","0","105","375","535"
"10007764","Heriot-Watt University","0","840","0","0","840","35","180","250","380","60","40","5","10","205","1,160","2,000"
"10007147","University of Hertfordshire","5","1,715","0","0","1,720","70","195","470","360","30","65","15","185","90","1,475","3,200"
"10007765","Heythrop College","0","55","0","0","60","10","10","5","15","0","0","0","0","0","45","105"
"10007148","The University of Huddersfield","0","895","0","0","895","60","125","310","410","40","15","10","5","125","1,100","1,995"
"10007149","The University of Hull","5","1,030","0","0","1,035","15","350","190","505","60","15","0","0","250","1,380","2,415"
"10003270","Imperial College of Science, Technology and Medicine","5","4,320","5","0","4,330","295","1,480","830","840","120","95","25","10","325","4,020","8,350"
"10007767","Keele University","0","810","0","0","810","80","155","185","465","60","80","15","0","235","1,270","2,085"
"10007150","The University of Kent","0","1,425","0","0","1,425","65","255","410","750","105","80","10","20","310","2,015","3,440"
"10003645","King's College London","0","4,815","25","0","4,840","25","870","800","1,150","55","80","45","0","110","3,135","7,975"
"10003678","Kingston University","15","1,065","35","0","1,110","35","255","185","580","0","5","0","0","0","1,060","2,170"
"10007768","The University of Lancaster","5","1,925","5","0","1,930","80","270","395","545","70","75","5","10","275","1,720","3,655"
"10003854","Leeds Arts University","0","160","5","0","165","5","10","30","45","0","0","0","5","0","100","265"
"10003861","Leeds Beckett University","5","1,435","0","0","1,435","85","340","325","620","35","50","10","5","130","1,600","3,035"
"10007795","The University of Leeds","5","3,475","10","0","3,485","175","920","680","1,915","45","115","55","5","455","4,365","7,850"
"10003863","Leeds Trinity University","0","180","0","0","180","20","40","65","110","5","5","0","0","40","285","465"
"10007796","The University of Leicester","5","1,635","5","0","1,645","40","310","655","690","75","55","10","0","430","2,265","3,910"
"10007151","The University of Lincoln","0","1,205","0","0","1,205","65","155","205","320","10","5","5","0","15","780","1,980"
"10003956","Liverpool Hope University","0","295","0","0","295","20","45","60","165","25","5","0","5","95","415","715"
"10003957","Liverpool John Moores University","5","1,380","55","0","1,435","45","180","350","455","5","80","5","5","205","1,335","2,770"
"10003945","The Liverpool Institute for Performing Arts","0","75","0","0","75","5","20","15","25","10","5","5","0","20","105","175"
"10006842","The University of Liverpool","5","2,830","5","0","2,835","110","735","705","1,040","95","195","35","5","370","3,290","6,125"
"10003958","Liverpool School of Tropical Medicine","0","195","5","0","200","15","75","45","105","0","0","0","0","0","240","445"
"10007162","University of the Arts, London","0","3,275","0","0","3,275","60","180","360","610","0","5","25","0","90","1,325","4,600"
"10007769","London Business School","5","105","0","0","110","105","165","150","210","10","10","20","0","0","670","780"
"10007797","University of London (Institutes and activities)","0","95","0","0","95","110","230","235","220","5","20","5","0","0","825","920"
"10004048","London Metropolitan University","0","430","5","0","435","40","145","175","185","0","15","5","5","5","580","1,015"
"10004078","London South Bank University","5","1,040","65","0","1,110","70","105","400","220","5","35","45","0","0","880","1,995"
"10004063","London School of Economics and Political Science","0","1,705","0","0","1,705","55","545","450","470","140","60","0","0","255","1,980","3,685"
"10007771","London School of Hygiene and Tropical Medicine","0","840","0","0","840","15","335","100","105","10","0","0","0","15","585","1,425"
"10004113","Loughborough University","0","1,490","45","0","1,535","85","250","480","525","200","125","45","15","410","2,130","3,665"
"10004180","The Manchester Metropolitan University","5","2,450","105","0","2,555","110","335","555","595","35","75","5","5","330","2,055","4,610"
"10007798","The University of Manchester","10","5,190","0","0","5,195","80","1,105","1,530","1,725","180","420","155","15","290","5,500","10,695"
"10004351","Middlesex University","15","1,020","5","0","1,040","100","240","185","325","0","25","0","0","0","885","1,930"
"10007799","Newcastle University","20","2,835","55","0","2,910","130","685","625","1,125","30","15","5","0","595","3,210","6,115"
"10007138","The University of Northampton","5","750","0","0","755","50","85","200","190","0","10","20","0","10","570","1,320"
"10001282","University of Northumbria at Newcastle","0","1,385","0","0","1,385","115","345","220","390","10","60","5","0","200","1,345","2,730"
"10004775","Norwich University of the Arts","0","200","0","0","200","10","20","25","35","5","15","0","0","20","130","330"
"10007154","University of Nottingham","0","3,415","5","0","3,420","280","455","1,180","1,275","170","145","5","10","790","4,315","7,735"
"10004797","The Nottingham Trent University","0","1,870","0","0","1,875","80","375","580","660","60","30","25","0","270","2,075","3,950"
"10007773","The Open University","5","5,250","0","0","5,255","1,020","815","90","1,140","25","0","345","20","25","3,485","8,740"
"10004930","Oxford Brookes University","5","1,285","30","0","1,320","85","285","275","405","45","55","10","15","120","1,300","2,620"
"10007774","The University of Oxford","0","6,765","5","0","6,770","75","2,280","1,270","2,050","160","185","45","25","330","6,425","13,195"
"10005127","Arts University Plymouth","5","135","0","0","135","10","35","40","20","0","0","5","0","25","140","275"
"10007801","University of Plymouth","15","1,280","50","0","1,345","75","220","340","735","25","20","5","5","145","1,570","2,915"
"10007155","The University of Portsmouth","0","1,645","15","0","1,660","120","260","405","555","50","60","75","10","855","2,380","4,040"
"10005337","Queen Margaret University, Edinburgh","0","250","0","0","250","20","45","70","60","0","5","0","0","15","215","465"
"10007775","Queen Mary University of London","5","2,350","35","0","2,385","145","610","405","695","25","25","10","15","265","2,190","4,580"
"10005389","Ravensbourne University London","5","215","0","0","215","15","35","50","35","0","0","0","0","0","130","350"
"10007802","The University of Reading","20","1,680","5","0","1,700","75","445","400","745","95","55","15","5","515","2,350","4,050"
"10005500","Robert Gordon University","0","680","0","0","680","55","75","225","310","5","25","15","5","80","805","1,485"
"10007776","Roehampton University","0","530","15","0","545","15","130","115","530","20","10","0","0","70","890","1,435"
"10005523","Rose Bruford College of Theatre and Performance","5","70","0","0","75","10","5","10","30","5","0","0","0","0","60","130"
"10007835","Royal Academy of Music","0","295","0","0","295","10","30","30","25","10","0","0","0","15","125","420"
"10005545","Royal Agricultural University","0","65","5","0","65","10","20","35","35","20","0","0","0","40","155","225"
"10007777","Royal College of Art","0","170","0","0","170","20","95","40","60","0","0","0","0","5","225","395"
"10007778","Royal College of Music","0","285","0","0","290","15","30","35","45","5","0","0","0","0","130","420"
"10005561","Royal Conservatoire of Scotland","0","375","0","0","375","15","20","45","55","0","5","10","0","30","170","545"
"10007816","The Royal Central School of Speech and Drama","0","75","0","0","75","20","20","20","30","0","5","0","0","0","95","170"
"10005553","Royal Holloway and Bedford New College","0","1,225","0","0","1,230","65","265","215","225","40","15","40","5","70","940","2,170"
"10007837","Royal Northern College of Music","0","330","0","0","330","10","10","45","65","25","10","0","0","0","160","495"
"10007779","The Royal Veterinary College","0","290","0","0","295","25","80","120","175","10","160","5","5","40","625","920"
"10007803","The University of St. Andrews","0","1,165","0","0","1,165","0","385","155","465","135","120","0","0","195","1,450","2,615"
"10007782","St George's, University of London","10","440","5","0","450","65","95","70","185","0","5","5","0","0","425","875"
"10008026","St Mary's University College","0","60","0","0","60","5","5","15","25","5","5","0","0","25","90","150"
"10007843","St Mary's University, Twickenham","5","390","75","0","470","55","55","80","135","15","5","20","0","100","470","940"
"10007156","The University of Salford","5","990","0","0","995","15","270","225","470","30","35","0","0","180","1,225","2,220"
"10007780","SOAS University of London","5","785","0","0","790","40","90","50","230","5","0","0","0","0","415","1,205"
"10005700","SRUC","20","280","15","0","315","110","125","185","270","115","15","5","0","55","875","1,190"
"10005790","Sheffield Hallam University","0","2,005","0","0","2,005","170","730","630","345","45","70","30","5","330","2,345","4,350"
"10007157","The University of Sheffield","0","3,270","0","0","3,270","170","810","1,120","1,160","80","40","55","40","555","4,030","7,300"
"10006022","Solent University","0","730","20","0","745","40","125","210","320","5","65","0","0","0","770","1,515"
"10007158","The University of Southampton","5","3,015","15","0","3,030","175","825","875","990","120","55","45","10","410","3,505","6,535"
"10006299","Staffordshire University","0","860","35","0","895","60","60","175","260","35","55","10","5","45","700","1,595"
"10007804","The University of Stirling","5","900","10","0","915","30","210","285","250","40","70","0","15","175","1,080","1,995"
"10037449","University of St Mark and St John","0","100","0","0","100","10","10","45","85","10","10","5","0","60","240","340"
"10008010","Stranmillis University College","0","50","0","0","55","10","0","15","55","5","5","0","0","45","140","190"
"10007805","The University of Strathclyde","0","1,580","0","0","1,580","125","385","365","630","85","40","5","25","355","2,020","3,600"
"10014001","University of Suffolk","0","200","0","0","200","10","35","70","100","5","15","0","0","0","240","440"
"10007159","The University of Sunderland","0","725","55","0","780","55","95","225","360","25","75","40","0","90","970","1,750"
"10007160","The University of Surrey","5","1,420","0","0","1,425","95","455","370","370","90","45","10","5","205","1,640","3,070"
"10007806","The University of Sussex","0","1,860","5","0","1,865","65","250","375","515","5","20","5","0","0","1,225","3,090"
"10007855","Swansea University","5","1,390","30","0","1,425","95","435","270","650","40","30","45","5","150","1,725","3,150"
"10007161","Teesside University","0","730","0","0","730","65","185","185","400","10","40","0","5","170","1,055","1,785"
"10008017","Trinity Laban Conservatoire of Music and Dance","5","365","0","0","370","25","25","45","50","0","15","10","0","0","170","540"
"10007858","University of Wales Trinity Saint David","35","695","15","0","745","35","175","55","295","115","145","0","5","20","845","1,590"
"10007114","University of the Highlands and Islands","0","40","0","0","40","10","95","35","45","0","0","0","0","0","185","225"
"10007807","Ulster University","20","1,225","15","0","1,260","55","235","185","510","55","35","10","0","20","1,110","2,370"
"10007784","University College London","0","7,415","0","0","7,415","225","1,395","1,390","1,825","60","25","15","10","80","5,020","12,435"
"10007793","University of South Wales","5","1,780","15","5","1,805","55","145","230","465","75","40","5","10","90","1,105","2,915"
"10008574","The University of Wales (central functions)","10","30","5","0","45","5","5","10","45","5","0","0","0","10","80","120"
"10007163","The University of Warwick","0","2,855","0","0","2,855","325","785","750","870","220","150","40","20","620","3,785","6,640"
"10007164","University of the West of England, Bristol","5","1,635","5","0","1,645","60","425","350","835","30","35","15","15","225","1,995","3,640"
"10007800","The University of the West of Scotland","0","555","0","0","560","35","120","235","265","20","25","5","10","180","890","1,445"
"10006566","The University of West London","0","955","5","0","960","35","40","70","170","0","0","25","0","5","350","1,310"
"10007165","The University of Westminster","0","1,765","5","0","1,770","75","300","310","355","10","15","5","20","35","1,125","2,895"
"10003614","The University of Winchester","0","730","0","0","730","10","155","120","85","35","20","5","0","80","515","1,245"
"10007166","The University of Wolverhampton","0","840","0","0","840","70","270","340","445","50","145","35","10","265","1,625","2,465"
"10007139","University of Worcester","0","780","15","0","790","10","90","190","295","25","30","0","0","815","1,455","2,245"
"10007833","Wrexham University","0","225","0","0","230","25","60","75","80","15","10","5","0","20","290","515"
"10007657","Writtle University College","0","115","0","0","115","10","20","40","60","15","25","0","10","25","210","325"
"10007713","York St John University","10","310","5","0","325","25","40","95","190","20","10","0","0","45","430","755"
"10007167","The University of York","0","1,790","0","0","1,790","70","375","560","735","60","25","0","25","355","2,200","3,995"
"","Total","540","204,660","1,660","10","206,870","11,190","42,840","47,330","69,315","6,540","7,200","2,345","1,570","24,505","212,835","419,710"
