﻿Title:,"Table 3 - Emissions and waste"
Subtitle:,"Academic years 2015/16 to 2022/23"
Reference ID:,DT042 Table 3
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-3
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-3.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,Choose a value... 
,Region of HE provider,Choose a value... 
,Academic year,2017/18 
Search:,


"UKPRN","HE provider","Total scope 1 and 2 carbon emissions (Kg CO2e)","Total volume of wastewater (m3)","Total scope 3 carbon emissions from waste (tonnes CO2e)","Total scope 3 carbon emissions from water supply (tonnes CO2e)","Total scope 3 carbon emissions from wastewater treatment (tonnes CO2e)","Total waste mass (tonnes)"
"10007825","Guildhall School of Music and Drama","1,829,726.768","20,928.320","11,934.534","7.999","14.817","544.477"
"10040812","Harper Adams University","2,441,180.887","57,166.187","14,846.790","20.700","82.716","1,196.375"
"10007764","Heriot-Watt University","13,728,671.763","275,825.000","358.093","99.878","204.788","4,690.204"
"10007147","University of Hertfordshire","18,434,795.232","301,012.333","","106.179","213.117","1,107.030"
"10007148","The University of Huddersfield","6,612,707.127","28,805.900","","10.431","20.395","440.067"
"10007149","The University of Hull","14,038,016.730","194,535.300","98.258","70.442","137.731","7,721.575"
"10003270","Imperial College of Science, Technology and Medicine","58,539,012.146","616,960.000","109.624","215.151","436.808","6,443.160"
"10007767","Keele University","8,397,350.983","365,487.590","","125.727","259.194","1,925.510"
"10007150","The University of Kent","12,836,929.934","247,516.800","37.630","89.628","175.242","1,943.810"
"10003645","King's College London","32,663,727.023","407,367.000","54.897","140.134","289.272","3,245.908"
"10003678","Kingston University","8,247,728.742","183,764.000","38.549","63.215","130.105","3,314.632"
"10007768","The University of Lancaster","16,456,313.264","435,510.000","","149.816","308.511","2,095.340"
"10003854","Leeds Arts University","744,012.926","9,661.000","0.000","3.323","6.840","129.209"
"10003861","Leeds Beckett University","8,717,444.653","97,728.401","","35.388","69.355","1,518.020"
"10007795","The University of Leeds","45,888,768.282","643,777.627","56.290","241.493","455.795","9,444.160"
"10003863","Leeds Trinity University","1,608,726.006","32,905.670","","11.819","23.297","123.945"
"10007796","The University of Leicester","21,568,026.296","312,881.565","41.520","107.631","221.737","1,708.496"
"10007151","The University of Lincoln","6,988,363.076","71,852.162","24.067","27.464","50.871","791.681"
"10003956","Liverpool Hope University","3,565,866.760","71,381.370","7.110","24.555","50.538","325.197"
"10003957","Liverpool John Moores University","7,154,350.911","54,105.000","17.240","18.612","38.306","803.313"
"10003945","The Liverpool Institute for Performing Arts","698,411.022","5,735.800","","1.973","4.061","52.314"
"10006842","The University of Liverpool","43,024,281.773","325,305.000","39,417.000","110.640","230.316","3,359.210"
"10003958","Liverpool School of Tropical Medicine","1,447,271.833","14,507.176","2.280","6.238","10.271","74.569"
"10007162","University of the Arts, London","8,037,818.127","152,907.982","25.199","52.600","108.259","1,178.378"
"10007769","London Business School","2,911,368.664","28,084.000","","9.661","19.883","796.740"
"10007797","University of London (Institutes and activities)","7,866,226.000","166,477.000","","57.268","117.866","1,005.170"
"10004048","London Metropolitan University","3,937,137.578","77,928.000","9.847","26.807","55.173","451.750"
"10004078","London South Bank University","5,362,706.908","131,725.000","24.399","45.313","93.261","5,536.891"
"10004063","London School of Economics and Political Science","8,718,518.156","196,493.000","45.730","67.767","141.265","2,202.620"
"10007771","London School of Hygiene and Tropical Medicine","1,861,572.477","12,000.000","4.691","12.040","8.496","247.903"
"10004113","Loughborough University","20,228,124.723","363,921.000","98.950","125.189","257.656","1,922.358"
"10004180","The Manchester Metropolitan University","11,801,395.097","149,225.300","31.005","50.671","108.555","11,639.997"
"10007798","The University of Manchester","53,838,765.255","1,125,438.280","6,819.000","387.150","796.810","36,010.000"
"10004351","Middlesex University","4,536,923.601","36,930.000","9.741","12.704","26.945","484.000"
"10007799","Newcastle University","26,665,062.762","314,691.300","38.716","113.951","222.844","4,723.500"
"10007138","The University of Northampton","6,512,035.671","83,035.000","0.000","31.738","59.235","701.760"
"10001282","University of Northumbria at Newcastle","11,799,530.362","208,462.000","33.000","75.485","148.653","1,511.000"
"10004775","Norwich University of the Arts","802,809.155","6,437.000","","2.460","4.557","260.045"
"10007154","University of Nottingham","46,826,074.032","645,787.000","53.673","246.835","500.570","3,216.899"
"10004797","The Nottingham Trent University","11,354,323.948","82,561.650","23.420","29.896","58.454","1,419.738"
"10007773","The Open University","7,879,193.099","73,454.000","","28.076","52.322","1,089.000"
"10004930","Oxford Brookes University","10,552,496.826","229,790.000","","79.172","163.448","1,478.080"
"10007774","The University of Oxford","53,079,376.421","226,889.580","0.000","112.302","168.284","2,425.803"
"10005127","Arts University Plymouth","853,726.696","2,669.000","","0.918","1.890","200.200"
"10007801","University of Plymouth","7,758,273.037","70,191.000","158.000","24.146","50.160","611.670"
"10007155","The University of Portsmouth","9,321,659.377","144,913.668","17.768","60.909","102.599","804.448"
"10005337","Queen Margaret University, Edinburgh","1,916,778.609","51,188.846","2.975","18.536","36.242","141.707"
"10007775","Queen Mary University of London","16,810,104.371","168,838.000","","87.610","119.537","1,883.005"
"10005389","Ravensbourne University London","1,094,550.295","1,641.945","","0.565","1.162","91.000"
"10007802","The University of Reading","11,292,451.102","132,541.156","22.439","53.480","120.723","9,955.245"
"10005500","Robert Gordon University","6,173,293.787","65,420.000","16.800","23.802","46.317","580.743"
"10007776","Roehampton University","5,765,324.171","119,803.000","","41.212","84.821","4,578.080"
"10005523","Rose Bruford College of Theatre and Performance","567,002.364","5,238.000","22.000","1.801","3.709","157.000"
"10007835","Royal Academy of Music","753,908.781","8,089.000","","2.783","5.727","137.294"
"10005545","Royal Agricultural University","982,799.645","21,196.070","12.460","7.675","15.149","215.980"
"10007777","Royal College of Art","2,269,213.893","26,041.000","9.617","8.958","18.437","503.796"
"10007778","Royal College of Music","554,938.427","5,914.000","","2.034","4.187","31.158"
"10007816","The Royal Central School of Speech and Drama","475,338.114","6,009.500","0.000","2.067","4.255","135.077"
"10005553","Royal Holloway and Bedford New College","10,105,711.233","175,335.980","","55.244","124.138","1,645.329"
"10007837","Royal Northern College of Music","973,899.688","10,841.000","2.140","3.729","7.675","125.428"
"10007779","The Royal Veterinary College","4,384,769.676","65,015.000","0.000","28.989","48.863","464.890"
"10007803","The University of St. Andrews","14,351,583.171","246,522.000","431.650","93.667","175.316","2,726.000"
"10007782","St George's, University of London","6,593,631.376","105,039.930","2.930","36.134","74.368","469.300"
"10008026","St Mary's University College","569,492.527","1,664.000","","0.659","1.178","71.400"
"10007843","St Mary's University, Twickenham","2,341,151.364","32,199.611","0.000","12.819","23.000","985.191"
"10007156","The University of Salford","7,253,149.349","78,711.000","1,708.000","27.077","55.953","858.000"
"10007780","SOAS University of London","1,559,755.215","34,270.000","7,525.870","11.789","25.625","351.114"
"10005700","SRUC","","","","","",""
"10005790","Sheffield Hallam University","8,879,584.520","90,368.000","13.865","32.723","64.514","654.959"
"10007157","The University of Sheffield","31,945,444.828","449,612.150","60.250","165.880","318.505","36,570.410"
"10006022","Solent University","4,985,209.950","77,860.000","4,919.250","29.266","55.125","466.908"
"10007158","The University of Southampton","26,861,729.795","444,670.391","","161.018","314.827","8,407.853"
"10006299","Staffordshire University","5,177,327.369","60,000.000","","20.502","42.480","780.000"
"10007804","The University of Stirling","10,882,103.718","230,623.000","","93.596","163.281","1,500.000"
"10037449","University of St Mark and St John","1,631,687.348","34,675.000","10.551","11.928","24.550","287.877"
"10008010","Stranmillis University College","2,446,259.323","22,748.000","","8.271","16.106","77.050"
"10007805","The University of Strathclyde","22,018,461.782","155,737.000","","56.393","110.262","1,040.500"
"10014001","University of Suffolk","1,576,919.250","12,804.000","","4.894","9.065","148.556"
"10007159","The University of Sunderland","5,464,819.103","65,629.883","13.000","23.345","46.466","716.849"
"10007160","The University of Surrey","19,876,265.109","429,071.360","40.020","176.658","306.569","1,835.570"
"10007806","The University of Sussex","14,089,319.431","349,101.279","70.478","126.411","247.823","3,420.332"
"10007855","Swansea University","16,151,847.960","274,552.000","27.000","99.417","194.527","1,372.000"
"10007161","Teesside University","6,167,168.127","62,495.000","0.000","21.498","44.362","17,922.760"
"10008017","Trinity Laban Conservatoire of Music and Dance","1,026,310.313","11,367.383","278.349","3.997","8.048","278.349"
"10007858","University of Wales Trinity Saint David","5,531,362.362","48,649.528","10.630","17.442","36.183","640.770"
"10007114","University of the Highlands and Islands","6,774,818.660","","","15.265","","726.470"
"10007807","Ulster University","10,914,781.422","76,425.600","","27.674","58.407","726.010"
"10007784","University College London","58,098,946.659","421,773.698","180.117","186.580","298.616","8,576.989"
"10007793","University of South Wales","8,408,870.214","115,163.000","1,823.120","42.274","81.535","810.980"
"10007163","The University of Warwick","40,790,904.401","589,033.950","","202.627","426.170","9,407.192"
"10007164","University of the West of England, Bristol","12,644,588.026","281,123.800","73.802","101.796","199.036","1,725.191"
"10007800","The University of the West of Scotland","6,581,473.309","90,165.000","9.060","32.890","63.837","444.340"
"10006566","The University of West London","2,542,774.204","26,226.950","11.940","9.023","18.569","349.570"
"10007165","The University of Westminster","7,955,533.576","128,243.000","25.760","44.115","94.700","1,248.980"
"10003614","The University of Winchester","2,660,373.471","74,449.000","11.793","26.958","52.710","582.300"
"10007166","The University of Wolverhampton","10,968,165.550","141,552.000","1,567.329","51.256","100.219","1,453.659"
"10007139","University of Worcester","3,616,249.745","49,149.231","12.240","16.907","38.757","571.750"
"10007833","Wrexham University","2,722,149.339","16,211.000","","5.870","11.527","206.600"
"10007657","Writtle University College","1,492,514.460","22,078.800","","12.079","15.986","1,048.000"
"10007713","York St John University","3,056,962.105","65,146.250","9.500","23.589","46.126","456.808"
"10007167","The University of York","21,622,643.555","262,257.757","40.363","94.965","185.879","1,948.199"
