﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2014/15 
Search:,


"UKPRN","HE Provider","Channel Islands not otherwise specified","Isle of Man","Total Other UK","Not known","Total"
"10007150","The University of Kent","35","15","55","5","14,300"
"10003645","King's College London","30","5","30","0","20,355"
"10003678","Kingston University","25","5","30","0","17,860"
"10007768","The University of Lancaster","20","40","65","0","8,610"
"10003854","Leeds Arts University","0","0","5","0","1,145"
"10003861","Leeds Beckett University","25","40","65","0","23,955"
"10007795","The University of Leeds","20","20","45","5","24,835"
"10003863","Leeds Trinity University","0","0","0","0","3,465"
"10007796","The University of Leicester","15","5","50","30","11,940"
"10007151","The University of Lincoln","15","5","15","0","11,565"
"10003956","Liverpool Hope University","10","5","15","0","5,330"
"10003957","Liverpool John Moores University","35","40","70","0","19,360"
"10003945","The Liverpool Institute for Performing Arts","5","0","10","0","550"
"10006842","The University of Liverpool","25","40","110","40","15,850"
"10007162","University of the Arts, London","20","10","25","0","9,635"
"10004060","London School of Business and Finance (UK) Limited","0","0","0","0","2,685"
"10013109","London Bridge Business Academy","0","0","0","0","115"
"10007769","London Business School","0","0","5","5","550"
"10030391","London Churchill College Ltd","0","0","0","0","765"
"10018361","City of London College","0","0","0","0","825"
"10007797","University of London (Institutes and activities)","0","0","0","0","125"
"10004006","London Centre of Contemporary Music","0","0","0","0","130"
"10015506","The London College","0","0","0","0","745"
"10004048","London Metropolitan University","0","0","5","0","12,155"
"10032594","London School of Academics Ltd","0","0","0","0","80"
"10004078","London South Bank University","5","0","5","0","15,875"
"10004063","London School of Economics and Political Science","10","0","10","0","3,545"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","640"
"10022285","London School of Management Education","0","0","0","0","100"
"10004075","London School of Theology","0","0","0","0","175"
"10004079","London Studio Centre","0","0","0","0","270"
"10000939","West London College","0","0","0","0","35"
"10008289","The London Institute of Banking & Finance","15","0","15","0","995"
"10004113","Loughborough University","40","20","60","0","12,645"
"10004180","The Manchester Metropolitan University","15","35","50","0","29,205"
"10007798","The University of Manchester","40","25","70","5","26,380"
"10020416","Missio Dei","0","0","0","0","105"
"10030776","St Mellitus College","0","0","0","0","265"
"10004351","Middlesex University","10","0","10","0","13,175"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","290"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","655"
"10023454","Moorlands College","0","0","0","0","190"
"10004538","Nazarene Theological College","0","0","0","0","65"
"10030129","Nelson College London Ltd","0","0","0","0","1,005"
"10007799","Newcastle University","20","35","55","0","16,495"
"10008397","Norland College","0","0","0","0","135"
"10007138","The University of Northampton","15","5","20","0","11,775"
"10004740","Northern College of Acupuncture","0","0","0","0","95"
"10001282","University of Northumbria at Newcastle","25","60","85","0","23,755"
"10004775","Norwich University of the Arts","5","0","5","0","1,780"
"10007154","University of Nottingham","25","15","40","0","24,660"
"10004797","The Nottingham Trent University","25","35","75","15","23,440"
"10007773","The Open University","0","5","5","0","132,045"
"10004930","Oxford Brookes University","30","5","35","0","14,205"
"10007774","The University of Oxford","20","10","30","0","18,660"
"10006243","St Patrick's International College","0","0","0","0","3,680"
"10005127","Arts University Plymouth","0","0","0","0","950"
"10007801","University of Plymouth","55","10","65","0","23,395"
"10007155","The University of Portsmouth","65","5","70","0","17,725"
"10005337","Queen Margaret University, Edinburgh","0","5","5","0","4,165"
"10007775","Queen Mary University of London","15","5","25","5","10,690"
"10005544","Royal Academy of Dance","0","0","0","0","105"
"10005389","Ravensbourne University London","0","0","0","0","1,890"
"10005470","Richmond, The American International University in London","0","0","0","0","310"
"10007802","The University of Reading","25","10","60","25","10,475"
"10003331","Regent's University London","5","0","5","0","510"
"10021100","Regents Theological College","0","0","0","0","160"
"10008455","Regent College London","0","0","0","0","550"
"10005500","Robert Gordon University","5","0","5","0","10,510"
"10007776","Roehampton University","5","0","5","0","6,745"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","690"
"10007835","Royal Academy of Music","0","0","0","0","410"
"10005545","Royal Agricultural University","5","0","5","0","1,025"
"10007777","Royal College of Art","0","0","0","0","620"
"10007778","Royal College of Music","0","0","0","0","425"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","730"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","760"
"10005553","Royal Holloway and Bedford New College","15","5","30","10","6,775"
"10007837","Royal Northern College of Music","10","5","15","0","600"
"10007779","The Royal Veterinary College","0","5","5","0","1,850"
"10007803","The University of St. Andrews","10","10","20","0","5,635"
"10007839","SAE Education Limited","0","0","5","0","780"
"10007782","St George's, University of London","5","0","5","0","5,125"
"10008026","St Mary's University College","0","0","0","0","1,135"
"10007843","St Mary's University, Twickenham","10","5","15","0","4,980"
"10007156","The University of Salford","5","15","20","0","15,775"
"10008362","London School of Science and Technology Limited","0","0","0","0","1,530"
"10007780","SOAS University of London","0","0","5","0","3,025"
"10005700","SRUC","0","0","0","0","1,485"
"10005790","Sheffield Hallam University","10","35","50","0","28,115"
"10007157","The University of Sheffield","15","25","40","0","18,750"
"10005916","Slough Borough Council","0","0","0","0","75"
"10006022","Solent University","45","5","50","0","9,755"
"10007158","The University of Southampton","70","10","100","20","16,900"
"10006299","Staffordshire University","10","5","35","15","16,370"
"10007804","The University of Stirling","0","5","10","0","8,895"
"10037449","University of St Mark and St John","15","0","15","0","2,365"
"10008010","Stranmillis University College","0","0","0","0","1,525"
"10022944","Stratford College London","0","0","0","0","245"
"10007805","The University of Strathclyde","0","0","0","0","17,390"
"10014001","University of Suffolk","0","0","5","0","4,950"
"10007159","The University of Sunderland","0","0","0","0","9,490"
"10007160","The University of Surrey","20","5","20","0","10,230"
"10007806","The University of Sussex","85","5","85","0","9,330"
"10007855","Swansea University","10","15","20","0","13,225"
"10032299","Tech Music Schools","5","0","5","0","855"
"10007161","Teesside University","10","5","15","0","16,870"
"10037822","Tottenham Hotspur Foundation","0","0","0","0","90"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","720"
"10007858","University of Wales Trinity Saint David","5","0","5","0","9,520"
"10007114","University of the Highlands and Islands","0","0","0","0","7,610"
"10007807","Ulster University","5","0","5","0","23,195"
"10039956","The University of Law","0","0","0","0","435"
"10007784","University College London","30","5","35","0","17,255"
"10007793","University of South Wales","10","0","10","0","24,225"
"10008574","The University of Wales (central functions)","0","0","0","0","5"
"10007163","The University of Warwick","20","10","35","0","16,260"
"10007164","University of the West of England, Bristol","40","10","45","0","23,250"
"10007800","The University of the West of Scotland","0","0","5","5","13,800"
"10006566","The University of West London","0","5","5","0","8,595"
"10007165","The University of Westminster","10","5","15","0","14,370"
"10003614","The University of Winchester","105","5","110","0","7,015"
"10023290","West London College of Business and Management Sciences Limited","0","0","0","0","1,060"
"10007166","The University of Wolverhampton","5","0","5","0","17,395"
"10007139","University of Worcester","5","5","10","0","9,560"
"10007833","Wrexham University","0","0","0","0","5,080"
"10007657","Writtle University College","5","0","5","0","675"
"10007713","York St John University","5","10","15","0","5,950"
"10007167","The University of York","35","35","65","0","13,150"
"","Total","2,515","1400","4,375","460","1,873,295"
