﻿Title:,"Table 5 - Research grants and contracts - breakdown by source of income and HESA cost centre"
Subtitle:,"Academic years 2015/16 to 2023/24"
Reference ID:,DT031 Table 5
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-5
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-5.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,HESA cost centre▼101 Clinical medicine,102 Clinical dentistry,103 Nursing & allied health professions,104 Psychology & behavioural sciences,105 Health & community studies,106 Anatomy & physiology,107 Pharmacy & pharmacology,108 Sports science & leisure studies,109 Veterinary science,110 Agriculture, forestry & food science,111 Earth, marine & environmental sciences,112 Biosciences,113 Chemistry,114 Physics,115 General engineering,116 Chemical engineering,117 Mineral, metallurgy & materials engineering,118 Civil engineering,119 Electrical, electronic & computer engineering,120 Mechanical, aero & production engineering,121 IT, systems sciences & computer software engineering,122 Mathematics,123 Architecture, built environment & planning,124 Geography & environmental studies,125 Area studies,126 Archaeology,127 Anthropology & development studies,128 Politics & international studies,129 Economics & econometrics,130 Law,131 Social work & social policy,132 Sociology,133 Business & management studies,134 Catering & hospitality management,135 Education,136 Continuing education,137 Modern languages,138 English language & literature,139 History,140 Classics,141 Philosophy,142 Theology & religious studies,143 Art & design,144 Music, dance, drama & performing arts,145 Media studies,201 Total academic services,202 Central administration & services,203 General educational expenditure,204 Staff & student facilities,207 Total research grants and contracts,Co-investment from external sources on funding council-funded projects (included in Heads 1 to 4 above)Total academic departments,Total administration & central services
,Academic year,2017/18 
Search:,


"","","","","(£000s)","",""
"UKPRN","HE Provider","1a Biotechnology and Biological Sciences Research Council (BBSRC)","1b Medical Research Council (MRC)","1c Natural Environment Research Council (NERC)","1d Engineering and Physical Sciences Research Council (EPSRC)","1e Economic and Social Research Council (ESRC)","1f Arts & Humanities Research Council (AHRC)","1g Science & Technology Facilities Council (STFC)","1h Other","1i Total Research Councils"
"10001143","Canterbury Christ Church University","0","0","0","0","0","0","0","0","0"
"10007814","Cardiff University","343","7,274","0","2","75","0","0","45","7,739"
"10007854","Cardiff Metropolitan University","0","0","0","0","0","0","0","0","0"
"10007141","The University of Central Lancashire","0","0","0","0","0","0","0","0","0"
"10007848","University of Chester","0","0","0","0","0","0","0","0","0"
"10007137","The University of Chichester","0","0","0","0","0","0","0","0","0"
"10001478","City, University of London","0","0","0","0","0","0","0","0","0"
"10001653","Conservatoire for Dance and Drama","0","0","0","0","0","0","0","0","0"
"10007761","Courtauld Institute of Art","0","0","0","0","0","0","0","0","0"
"10001726","Coventry University","0","0","0","0","0","0","0","0","0"
"10007822","Cranfield University","0","0","0","0","0","0","0","0","0"
"10006427","University for the Creative Arts","0","0","0","0","0","0","0","0","0"
"10007842","University of Cumbria","0","0","0","0","0","0","0","0","0"
"10001883","De Montfort University","0","0","0","0","0","0","0","0","0"
"10007851","University of Derby","0","0","0","0","0","0","0","0","0"
"10007852","The University of Dundee","230","1,161","0","96","0","0","0","37","1,524"
"10007143","University of Durham","0","0","0","0","0","0","0","0","0"
"10007789","The University of East Anglia","85","562","0","0","20","0","0","0","667"
"10007144","The University of East London","0","0","0","0","0","0","0","0","0"
"10007823","Edge Hill University","0","0","0","0","0","0","0","0","0"
"10007772","Edinburgh Napier University","0","0","0","0","0","0","0","0","0"
"10007790","The University of Edinburgh","1,893","27,700","(12)","623","290","0","0","68","30,562"
"10007791","The University of Essex","0","0","0","0","0","0","0","0","0"
"10007792","The University of Exeter","132","1,970","169","57","364","32","2","303","3,029"
"10008640","Falmouth University","0","0","0","0","0","0","0","0","0"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0"
"10007762","Glasgow Caledonian University","0","0","0","0","0","0","0","0","0"
"10002681","Glasgow School of Art","0","0","0","0","0","0","0","0","0"
"10007794","The University of Glasgow","1,164","18,270","0","317","190","4","0","126","20,071"
"10007145","University of Gloucestershire","0","0","0","0","0","0","0","0","0"
"10002718","Goldsmiths College","0","0","0","0","0","0","0","0","0"
"10007146","The University of Greenwich","0","0","0","0","0","0","0","0","0"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","0"
"10040812","Harper Adams University","0","0","0","0","0","0","0","0","0"
"10007764","Heriot-Watt University","0","0","0","0","0","0","0","0","0"
"10007147","University of Hertfordshire","0","0","0","0","0","0","0","0","0"
"10007765","Heythrop College","0","0","0","0","0","0","0","0","0"
"10007148","The University of Huddersfield","0","0","0","0","0","0","0","0","0"
"10007149","The University of Hull","(7)","0","0","0","0","0","0","0","(7)"
"10003270","Imperial College of Science, Technology and Medicine","2,441","21,336","205","3,093","447","66","0","157","27,745"
"10007767","Keele University","0","85","0","32","0","0","0","0","117"
"10007150","The University of Kent","0","0","0","0","0","0","0","0","0"
"10003645","King's College London","1,294","14,877","0","2,397","793","0","19","314","19,694"
"10003678","Kingston University","0","0","0","0","0","0","0","0","0"
"10007768","The University of Lancaster","17","363","0","81","3","0","0","26","490"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","0"
"10003861","Leeds Beckett University","0","0","0","0","0","0","0","0","0"
"10007795","The University of Leeds","367","2,540","0","702","14","0","32","48","3,703"
"10003863","Leeds Trinity University","0","0","0","0","0","0","0","0","0"
"10007796","The University of Leicester","229","2,592","0","5","74","0","0","57","2,957"
"10007151","The University of Lincoln","0","0","0","0","0","0","0","0","0"
"10003956","Liverpool Hope University","0","0","0","0","0","0","0","0","0"
"10003957","Liverpool John Moores University","0","0","0","0","0","0","0","0","0"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0","0"
"10006842","The University of Liverpool","343","2,863","4","415","279","43","0","2","3,949"
"10003958","Liverpool School of Tropical Medicine","428","6,450","52","0","0","0","0","115","7,045"
"10007162","University of the Arts, London","0","0","0","0","0","0","0","0","0"
"10007769","London Business School","0","0","0","0","0","0","0","0","0"
"10007797","University of London (Institutes and activities)","0","0","0","0","0","0","0","0","0"
"10004048","London Metropolitan University","0","0","0","0","0","0","0","0","0"
"10004078","London South Bank University","0","0","0","0","0","0","0","0","0"
"10004063","London School of Economics and Political Science","0","0","0","0","0","0","0","0","0"
"10007771","London School of Hygiene and Tropical Medicine","1,646","22,518","27","109","1,473","0","0","209","25,982"
"10004113","Loughborough University","0","0","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","0","0","0","0","0","0","0","0","0"
"10007798","The University of Manchester","908","8,085","0","767","222","0","129","19","10,130"
"10004351","Middlesex University","0","0","0","0","0","0","0","0","0"
"10007799","Newcastle University","934","7,680","0","852","38","0","2","16","9,522"
"10007138","The University of Northampton","0","0","0","0","0","0","0","0","0"
"10001282","University of Northumbria at Newcastle","0","0","0","0","0","0","0","0","0"
"10004775","Norwich University of the Arts","0","0","0","0","0","0","0","0","0"
"10007154","University of Nottingham","337","5,244","0","178","225","21","21","(33)","5,993"
"10004797","The Nottingham Trent University","0","0","0","0","0","0","0","0","0"
"10007773","The Open University","0","0","0","0","0","0","0","0","0"
"10004930","Oxford Brookes University","0","0","0","0","0","0","0","0","0"
"10007774","The University of Oxford","2,100","46,453","195","1,717","720","0","1","693","51,879"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","0"
"10007801","University of Plymouth","70","113","74","0","7","0","0","0","264"
"10007155","The University of Portsmouth","0","0","0","0","0","0","0","0","0"
"10005337","Queen Margaret University, Edinburgh","0","0","0","0","0","0","0","0","0"
"10007775","Queen Mary University of London","896","6,104","0","138","16","0","0","1,264","8,418"
"10005389","Ravensbourne University London","0","0","0","0","0","0","0","0","0"
"10007802","The University of Reading","0","0","0","0","0","0","0","0","0"
"10005500","Robert Gordon University","0","0","0","0","0","0","0","0","0"
"10007776","Roehampton University","0","0","0","0","0","0","0","0","0"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","0","0","0","0","0"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","0"
"10005545","Royal Agricultural University","0","0","0","0","0","0","0","0","0"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","0"
"10007778","Royal College of Music","0","0","0","0","0","0","0","0","0"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","0"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","0"
"10005553","Royal Holloway and Bedford New College","0","0","0","0","0","0","0","0","0"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","0"
"10007779","The Royal Veterinary College","0","0","0","0","0","0","0","0","0"
"10007803","The University of St. Andrews","81","249","0","0","0","0","0","178","508"
"10007782","St George's, University of London","235","2,492","0","0","0","0","0","13","2,740"
"10008026","St Mary's University College","0","0","0","0","0","0","0","0","0"
"10007843","St Mary's University, Twickenham","0","0","0","0","0","0","0","0","0"
"10007156","The University of Salford","0","0","0","0","0","0","0","0","0"
"10007780","SOAS University of London","0","0","0","0","0","0","0","0","0"
"10005700","SRUC","0","0","0","0","0","0","0","0","0"
"10005790","Sheffield Hallam University","0","0","0","0","0","0","0","0","0"
"10007157","The University of Sheffield","271","2,709","0","587","13","0","0","50","3,630"
"10006022","Solent University","0","0","0","0","0","0","0","0","0"
"10007158","The University of Southampton","489","4,623","0","335","27","0","0","96","5,570"
"10006299","Staffordshire University","0","0","0","0","0","0","0","0","0"
"10007804","The University of Stirling","0","0","0","0","0","0","0","0","0"
"10037449","University of St Mark and St John","0","0","0","0","0","0","0","0","0"
"10008010","Stranmillis University College","0","0","0","0","0","0","0","0","0"
"10007805","The University of Strathclyde","0","27","0","75","0","0","67","0","169"
"10014001","University of Suffolk","0","0","0","0","0","0","0","0","0"
"10007159","The University of Sunderland","0","0","0","0","0","0","0","0","0"
"10007160","The University of Surrey","0","0","0","0","0","0","0","0","0"
"10007806","The University of Sussex","174","31","0","12","50","0","0","0","267"
"10007855","Swansea University","85","1,149","57","659","1,109","0","10","0","3,069"
"10007161","Teesside University","0","0","0","0","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","0","0","0","0","0"
"10007858","University of Wales Trinity Saint David","0","0","0","0","0","0","0","0","0"
"10007114","University of the Highlands and Islands","0","0","0","0","0","0","0","0","0"
"10007807","Ulster University","0","0","0","0","0","0","0","0","0"
"10007784","University College London","3,578","42,600","2","1,415","3,240","0","0","1,000","51,835"
"10007793","University of South Wales","0","0","0","0","0","0","0","0","0"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0","0","0","0"
"10007163","The University of Warwick","155","637","0","32","34","23","0","3","884"
"10007164","University of the West of England, Bristol","0","0","0","0","0","0","0","0","0"
"10007800","The University of the West of Scotland","0","0","0","0","0","0","0","0","0"
"10006566","The University of West London","0","0","0","0","0","0","0","0","0"
"10007165","The University of Westminster","0","0","0","0","0","0","0","0","0"
"10003614","The University of Winchester","0","0","0","0","0","0","0","0","0"
"10007166","The University of Wolverhampton","0","0","0","0","0","0","0","0","0"
"10007139","University of Worcester","0","0","0","0","0","0","0","0","0"
"10007833","Wrexham University","0","0","0","0","0","0","0","0","0"
"10007657","Writtle University College","0","0","0","0","0","0","0","0","0"
"10007713","York St John University","0","0","0","0","0","0","0","0","0"
"10007167","The University of York","99","751","0","0","0","0","0","0","850"
"","Total","25,665","328,106","991","15,522","12,174","329","297","6,210","389,294"
