﻿Title:,"Table 1 - HE staff by HE provider and activity standard occupational classification"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2015/16 
Search:,


"UKPRN","HE Provider","Managers, directors and senior officials","Professional occupations","Associate professional occupations","Clerical and manual occupations","Total academic staff","Managers, directors and senior officials ","Professional occupations ","Associate professional occupations ","Administrative and secretarial occupations","Skilled trades occupations","Caring, leisure and other service occupations","Sales and customer service occupations","Process, plant and machine operatives","Elementary occupations","Total non-academic staff","Total"
"10006841","The University of Bolton","0","300","25","0","330","15","60","70","80","5","15","0","5","50","305","635"
"10000385","The Arts University Bournemouth","0","350","0","0","355","15","30","55","40","0","5","0","0","0","145","500"
"10000824","Bournemouth University","0","935","0","0","935","50","250","300","255","10","35","0","0","10","905","1,845"
"10007785","The University of Bradford","0","625","0","0","630","55","125","230","405","45","50","20","5","230","1,165","1,800"
"10000886","The University of Brighton","0","1,795","5","0","1,800","75","345","270","650","60","100","15","5","175","1,685","3,485"
"10007786","The University of Bristol","0","3,055","0","0","3,055","180","480","820","970","140","35","20","25","515","3,185","6,240"
"10000961","Brunel University London","5","1,120","0","0","1,130","110","255","210","365","30","5","20","5","180","1,175","2,305"
"10000975","Buckinghamshire New University","5","450","10","0","465","20","50","75","165","20","5","10","0","15","360","825"
"10007787","The University of Buckingham","5","150","0","0","160","5","5","5","150","25","40","0","0","10","240","395"
"10007788","The University of Cambridge","10","5,815","0","0","5,825","105","1,670","1,145","1,090","120","255","0","520","315","5,220","11,045"
"10003324","The Institute of Cancer Research","0","650","5","0","655","35","110","130","85","5","15","0","5","10","395","1,050"
"10001143","Canterbury Christ Church University","5","720","5","0","730","55","140","250","415","35","75","10","0","90","1,065","1,795"
"10007814","Cardiff University","75","3,335","5","0","3,415","530","530","475","1,495","105","5","5","5","255","3,410","6,825"
"10007854","Cardiff Metropolitan University","0","715","0","0","715","35","115","210","290","20","30","0","0","75","780","1,495"
"10007141","The University of Central Lancashire","0","1,370","65","0","1,440","25","120","405","530","20","65","5","10","195","1,365","2,805"
"10007848","University of Chester","5","665","5","0","670","50","180","255","370","50","45","0","5","170","1,125","1,795"
"10007137","The University of Chichester","0","515","0","0","515","30","35","130","115","20","15","25","0","5","375","890"
"10001478","City, University of London","0","1,890","5","0","1,895","65","245","305","370","10","20","15","5","45","1,080","2,975"
"10001653","Conservatoire for Dance and Drama","0","250","0","0","250","10","170","20","70","0","10","20","0","0","295","545"
"10007761","Courtauld Institute of Art","0","40","0","0","45","5","15","15","45","0","0","5","0","0","85","125"
"10001726","Coventry University","10","2,215","25","0","2,250","125","295","245","675","10","30","55","10","175","1,615","3,865"
"10007822","Cranfield University","0","660","5","0","665","20","150","265","340","40","10","0","5","65","895","1,560"
"10006427","University for the Creative Arts","0","290","80","0","370","30","60","95","170","5","25","5","0","40","425","790"
"10007842","University of Cumbria","0","400","5","0","405","10","20","190","290","40","15","0","20","60","650","1,055"
"10001883","De Montfort University","0","1,295","0","0","1,300","55","180","420","490","25","50","20","5","155","1,400","2,695"
"10007851","University of Derby","0","1,260","25","0","1,285","55","135","245","780","35","175","0","20","185","1,630","2,915"
"10007852","The University of Dundee","0","1,465","5","0","1,465","40","330","485","545","65","50","5","5","190","1,710","3,175"
"10007143","University of Durham","0","1,690","0","0","1,690","65","535","510","805","190","160","15","5","530","2,815","4,505"
"10007789","The University of East Anglia","0","1,745","0","0","1,745","50","270","430","600","70","105","15","0","395","1,930","3,670"
"10007144","The University of East London","0","880","10","0","895","120","135","175","325","25","10","35","0","10","830","1,730"
"10007823","Edge Hill University","0","1,040","0","0","1,040","45","115","185","305","35","80","10","0","155","930","1,970"
"10007772","Edinburgh Napier University","5","850","5","0","865","30","250","170","275","30","5","10","15","85","870","1,730"
"10007790","The University of Edinburgh","5","4,380","75","0","4,455","155","1,015","1,420","1,555","160","250","30","5","930","5,515","9,970"
"10007791","The University of Essex","0","1,190","5","0","1,195","40","270","285","515","45","5","15","10","135","1,330","2,525"
"10007792","The University of Exeter","0","1,865","5","0","1,870","120","385","620","680","125","85","30","20","275","2,335","4,205"
"10008640","Falmouth University","0","245","20","0","265","10","35","45","105","0","10","0","0","35","235","500"
"10004511","The National Film and Television School","0","15","0","0","15","10","20","0","45","5","0","0","0","0","80","95"
"10007762","Glasgow Caledonian University","0","795","0","0","795","40","100","225","270","25","25","0","5","165","845","1,640"
"10002681","Glasgow School of Art","0","190","10","0","200","0","10","75","160","0","0","0","0","0","250","450"
"10007794","The University of Glasgow","0","3,650","10","0","3,665","130","605","810","1,145","125","215","15","25","540","3,605","7,270"
"10007145","University of Gloucestershire","0","635","5","0","635","40","145","205","230","10","10","0","5","30","670","1,310"
"10002718","Goldsmiths College","0","975","10","0","990","40","80","185","285","15","30","5","5","10","645","1,635"
"10007146","The University of Greenwich","10","1,225","5","0","1,240","55","145","250","480","10","10","5","10","35","1,000","2,240"
"10007825","Guildhall School of Music and Drama","10","605","10","0","625","25","35","30","15","5","0","0","0","0","105","730"
"10040812","Harper Adams University","0","155","0","0","155","20","60","80","70","20","25","0","0","115","385","540"
"10007764","Heriot-Watt University","0","820","5","0","825","40","175","240","345","55","40","0","10","190","1,090","1,915"
"10007147","University of Hertfordshire","5","1,485","10","0","1,505","60","325","445","295","40","60","15","195","85","1,525","3,030"
"10007765","Heythrop College","0","60","0","0","60","10","10","10","15","0","0","0","0","0","50","110"
"10007148","The University of Huddersfield","0","870","0","0","870","60","105","290","435","30","10","10","0","135","1,080","1,950"
"10007149","The University of Hull","5","1,025","0","0","1,030","20","315","200","535","60","25","0","0","300","1,460","2,485"
"10003270","Imperial College of Science, Technology and Medicine","5","4,365","5","0","4,370","270","1,515","750","815","90","85","20","10","310","3,870","8,240"
"10007767","Keele University","0","795","0","0","800","75","130","190","445","55","85","15","0","255","1,250","2,050"
"10007150","The University of Kent","0","1,990","0","0","1,990","70","235","405","720","105","70","10","20","295","1,925","3,915"
"10003645","King's College London","0","4,685","30","0","4,710","25","730","730","1,120","55","80","35","0","100","2,880","7,590"
"10003678","Kingston University","15","1,020","0","0","1,035","35","245","230","520","0","5","0","0","0","1,035","2,070"
"10007768","The University of Lancaster","0","1,870","5","0","1,880","80","255","365","525","70","70","5","5","270","1,650","3,525"
"10003854","Leeds Arts University","0","160","5","0","165","5","10","30","45","0","0","0","5","10","110","270"
"10003861","Leeds Beckett University","0","1,490","0","0","1,490","80","300","335","630","35","55","10","10","110","1,560","3,045"
"10007795","The University of Leeds","5","3,330","10","0","3,345","170","875","660","1,815","45","115","55","5","455","4,195","7,540"
"10003863","Leeds Trinity University","0","155","5","0","160","20","40","60","100","5","5","0","0","35","270","430"
"10007796","The University of Leicester","0","1,700","15","0","1,715","40","295","620","685","85","55","20","5","445","2,245","3,960"
"10007151","The University of Lincoln","0","995","0","0","995","60","135","175","310","10","10","5","0","15","720","1,715"
"10003956","Liverpool Hope University","0","280","0","0","280","20","45","65","155","20","10","0","5","95","415","695"
"10003957","Liverpool John Moores University","5","1,320","30","0","1,355","40","180","420","460","5","15","5","5","210","1,340","2,695"
"10003945","The Liverpool Institute for Performing Arts","0","60","0","0","60","5","20","15","25","10","0","10","0","20","105","165"
"10006842","The University of Liverpool","5","2,820","5","0","2,825","115","520","700","985","100","190","35","10","365","3,010","5,840"
"10003958","Liverpool School of Tropical Medicine","10","255","30","0","295","5","10","20","90","0","0","0","0","0","125","420"
"10007162","University of the Arts, London","0","2,080","5","0","2,085","75","160","475","705","0","0","20","0","100","1,535","3,625"
"10007769","London Business School","0","100","0","0","105","105","130","150","225","10","10","20","0","10","660","765"
"10007797","University of London (Institutes and activities)","0","80","0","0","80","110","210","230","210","10","10","5","0","0","785","865"
"10004048","London Metropolitan University","0","540","5","0","545","45","150","200","215","5","30","5","5","10","660","1,205"
"10004078","London South Bank University","0","870","65","0","940","40","65","310","165","5","25","50","0","0","660","1,600"
"10004063","London School of Economics and Political Science","0","1,655","0","0","1,655","55","545","445","390","150","55","0","0","255","1,900","3,560"
"10007771","London School of Hygiene and Tropical Medicine","0","795","0","0","795","10","445","25","40","10","0","0","0","15","545","1,345"
"10004113","Loughborough University","0","1,440","35","5","1,480","85","230","410","615","240","125","55","15","305","2,090","3,570"
"10004180","The Manchester Metropolitan University","0","2,360","85","0","2,445","100","290","505","590","40","80","10","5","350","1,965","4,410"
"10007798","The University of Manchester","10","5,065","0","0","5,075","80","1,080","1,575","1,710","190","435","115","15","290","5,495","10,570"
"10004351","Middlesex University","20","985","5","0","1,010","100","255","180","300","5","30","0","0","0","870","1,885"
"10007799","Newcastle University","25","2,720","5","0","2,750","135","615","680","1,110","35","20","5","0","605","3,200","5,955"
"10007138","The University of Northampton","0","790","0","0","790","55","95","195","185","0","10","20","0","10","575","1,365"
"10001282","University of Northumbria at Newcastle","0","1,385","0","0","1,385","135","390","245","470","45","75","15","10","275","1,660","3,045"
"10004775","Norwich University of the Arts","0","160","0","0","160","10","30","30","35","5","10","0","0","15","135","295"
"10007154","University of Nottingham","0","3,405","0","0","3,410","190","450","1,120","1,300","145","130","5","15","755","4,115","7,520"
"10004797","The Nottingham Trent University","0","1,735","0","0","1,735","70","310","545","625","60","25","25","0","275","1,940","3,675"
"10007773","The Open University","20","5,455","0","0","5,470","925","825","75","1,150","25","0","260","20","25","3,305","8,780"
"10004930","Oxford Brookes University","5","1,220","60","0","1,285","105","195","310","400","55","60","10","15","105","1,255","2,545"
"10007774","The University of Oxford","0","6,895","50","0","6,945","70","2,040","1,200","2,020","170","175","40","35","345","6,095","13,040"
"10005127","Arts University Plymouth","5","130","0","0","135","10","20","35","20","0","0","5","0","25","120","255"
"10007801","University of Plymouth","15","1,260","60","0","1,335","80","215","345","740","30","20","5","5","145","1,585","2,915"
"10007155","The University of Portsmouth","0","1,610","10","0","1,625","115","235","380","850","50","85","275","10","280","2,280","3,905"
"10005337","Queen Margaret University, Edinburgh","0","255","0","0","260","20","45","65","65","0","5","0","0","15","215","475"
"10007775","Queen Mary University of London","0","2,175","10","0","2,185","155","590","395","530","25","35","5","20","310","2,060","4,250"
"10005389","Ravensbourne University London","0","190","0","0","190","15","30","30","25","0","0","0","0","0","100","290"
"10007802","The University of Reading","5","1,680","0","0","1,690","95","425","400","720","95","35","10","10","475","2,265","3,955"
"10005500","Robert Gordon University","0","725","0","0","725","55","85","245","330","5","35","15","5","75","850","1,575"
"10007776","Roehampton University","5","510","10","0","520","20","110","110","325","20","10","0","0","75","670","1,195"
"10005523","Rose Bruford College of Theatre and Performance","0","75","0","0","75","10","5","10","30","5","0","0","0","0","60","135"
"10007835","Royal Academy of Music","0","290","0","0","290","10","30","25","30","10","0","0","0","15","115","405"
"10005545","Royal Agricultural University","0","60","0","0","60","15","15","35","35","15","0","0","0","40","160","225"
"10007777","Royal College of Art","0","165","0","0","165","20","100","40","60","0","0","0","0","10","230","395"
"10007778","Royal College of Music","0","280","0","0","280","15","25","35","45","10","0","0","0","0","130","410"
"10005561","Royal Conservatoire of Scotland","0","290","0","0","295","15","15","45","55","0","5","5","0","30","170","460"
"10007816","The Royal Central School of Speech and Drama","0","70","0","0","70","20","20","20","25","0","5","0","0","0","85","155"
"10005553","Royal Holloway and Bedford New College","0","1,185","0","0","1,185","55","250","200","215","40","15","40","5","80","905","2,090"
"10007837","Royal Northern College of Music","0","335","0","0","335","10","10","45","65","25","5","0","0","0","165","500"
"10007779","The Royal Veterinary College","0","295","0","0","295","25","80","115","170","10","140","5","5","45","600","895"
"10007803","The University of St. Andrews","0","1,165","0","0","1,165","0","360","150","445","135","115","0","0","200","1,405","2,570"
"10007782","St George's, University of London","5","460","5","0","470","65","120","90","165","0","5","5","0","0","450","925"
"10008026","St Mary's University College","0","60","0","0","60","5","5","15","30","5","10","0","0","25","90","155"
"10007843","St Mary's University, Twickenham","10","390","25","0","430","45","25","80","115","15","5","25","0","100","410","840"
"10007156","The University of Salford","0","920","5","0","925","20","235","195","425","30","35","0","0","175","1,120","2,045"
"10007780","SOAS University of London","5","770","0","0","775","40","100","45","245","5","0","0","0","5","435","1,210"
"10005700","SRUC","25","310","10","0","350","120","120","190","290","95","15","5","0","60","895","1,240"
"10005790","Sheffield Hallam University","0","2,070","0","0","2,070","155","695","630","370","45","75","35","5","325","2,335","4,405"
"10007157","The University of Sheffield","0","3,255","0","0","3,255","180","695","975","1,335","115","40","65","30","555","3,980","7,240"
"10006022","Solent University","0","730","20","0","750","40","120","220","310","5","60","0","0","0","755","1,505"
"10007158","The University of Southampton","0","2,975","15","0","2,995","145","750","750","970","120","50","155","15","410","3,365","6,355"
"10006299","Staffordshire University","0","895","35","0","930","65","50","170","270","10","50","10","20","100","745","1,680"
"10007804","The University of Stirling","10","920","25","0","960","35","230","285","285","45","75","0","15","150","1,125","2,080"
"10037449","University of St Mark and St John","0","110","0","0","110","10","15","45","85","5","15","5","0","60","240","350"
"10008010","Stranmillis University College","0","55","0","0","60","10","0","10","50","10","5","5","0","40","130","190"
"10007805","The University of Strathclyde","0","1,470","0","0","1,475","115","350","355","650","80","45","0","25","360","1,980","3,450"
"10014001","University of Suffolk","0","190","0","0","190","15","35","75","100","5","10","0","0","0","240","430"
"10007159","The University of Sunderland","0","810","0","0","810","60","100","295","425","35","85","20","0","100","1,125","1,935"
"10007160","The University of Surrey","5","1,330","5","0","1,340","110","370","355","370","90","45","5","5","195","1,540","2,885"
"10007806","The University of Sussex","0","1,780","5","0","1,785","65","255","330","450","5","25","5","0","0","1,130","2,915"
"10007855","Swansea University","5","1,285","30","0","1,320","105","310","305","615","35","35","60","5","165","1,635","2,950"
"10007161","Teesside University","0","745","0","0","745","65","190","175","400","10","40","0","5","170","1,050","1,800"
"10008017","Trinity Laban Conservatoire of Music and Dance","5","335","0","0","340","30","30","45","50","0","10","10","0","0","175","515"
"10007858","University of Wales Trinity Saint David","50","595","5","0","650","45","220","65","285","115","100","0","0","15","850","1,495"
"10007114","University of the Highlands and Islands","0","40","0","0","40","10","95","35","45","0","0","0","0","0","190","225"
"10007807","Ulster University","10","1,235","35","0","1,280","10","210","335","560","50","35","10","5","70","1,285","2,565"
"10007784","University College London","0","7,215","0","0","7,220","245","1,470","1,430","1,665","55","25","20","5","85","4,995","12,215"
"10007793","University of South Wales","5","1,800","5","0","1,805","55","205","305","470","70","40","10","15","270","1,435","3,245"
"10008574","The University of Wales (central functions)","10","35","5","0","50","0","0","5","45","5","5","0","0","10","75","125"
"10007163","The University of Warwick","0","2,735","0","0","2,740","335","770","630","815","260","85","40","25","605","3,570","6,310"
"10007164","University of the West of England, Bristol","5","1,595","5","0","1,610","55","385","345","845","30","35","15","15","205","1,920","3,530"
"10007800","The University of the West of Scotland","0","585","0","0","585","35","125","245","280","20","20","5","10","195","935","1,520"
"10006566","The University of West London","0","870","5","0","875","40","40","75","175","0","0","20","0","5","360","1,235"
"10007165","The University of Westminster","0","1,670","5","0","1,675","65","275","285","330","10","15","5","20","35","1,040","2,715"
"10003614","The University of Winchester","0","715","0","0","715","10","135","115","90","40","15","5","0","80","495","1,205"
"10007166","The University of Wolverhampton","0","830","0","0","830","70","255","355","435","50","125","35","10","250","1,580","2,415"
"10007139","University of Worcester","0","690","10","0","705","10","80","180","300","25","40","0","0","745","1,385","2,085"
"10007833","Wrexham University","0","265","0","0","265","25","60","75","85","20","10","5","0","20","295","560"
"10007657","Writtle University College","0","110","0","0","110","10","20","40","60","15","20","0","10","25","200","315"
"10007713","York St John University","5","320","10","0","330","25","45","95","205","20","15","0","0","55","460","790"
"10007167","The University of York","0","1,710","0","0","1,710","65","385","545","730","60","20","0","25","350","2,190","3,905"
"","Total","565","199,770","1,425","5","201,770","10,980","40,825","46,335","68,600","6,620","7,000","2,515","1,630","24,245","208,750","410,515"
