﻿Title:,"Table 8 - Expenditure - breakdown by HE provider, activity, HESA cost centre and academic year"
Subtitle:,"Academic years 2015/16 to 2023/24"
Reference ID:,DT031 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Search by HE provider
,Country of HE provider,All 
,Region of HE provider,All 
,HESA cost centre group,Total expenditure 
,HESA cost centre,Total expenditure 
,Academic year,2022/23 
,Financial Year End,All 
Search:,


"","","","","Activity (£000s)",""
"UKPRN","HE Provider","Financial Year End","Academic staff costs","Other staff costs","Total staff costs","Restructuring costs","Other operating expenses","Depreciation and amortisation","Interest and other finance costs","Total expenditure"
"10024024","Central Film School London","2022-09-30","217","398","615","0","1,078","32","0","1,725"
"10007848","University of Chester","2023-07-31","44,485","40,166","84,651","0","53,320","6,368","2,214","146,553"
"10007137","The University of Chichester","2023-07-31","20,270","16,697","36,967","458","21,235","4,870","2,386","65,916"
"10001386","Chicken Shed Theatre Company","2023-03-31","1,023","1,284","2,307","0","973","165","4","3,449"
"10001546","The College of Integrated Chinese Medicine","2022-11-30","0","509","509","0","840","20","4","1,373"
"10026921","Christ the Redeemer College","2023-07-31","176","387","563","0","757","105","49","1,474"
"10010213","The City College","2023-06-30","130","330","460","0","810","4","0","1,274"
"10001478","City, University of London","2023-07-31","84,061","69,691","153,752","499","95,287","17,365","5,296","272,199"
"10007912","Cliff College","2022-08-31","475","785","1,260","0","1,381","91","5","2,737"
"10066502","The College of Health Ltd","2022-08-31","580","584","1,164","0","1,648","110","2","2,924"
"10023442","The College of Osteopaths","2022-08-31","467","233","700","0","430","9","2","1,141"
"10020038","Commonwealth College of Excellence","2023-06-30","20","20","40","0","36","1","0","77"
"10081618","The Council of the Inns of Court","2022-12-31","754","940","1,694","0","1,497","9","0","3,200"
"10007761","Courtauld Institute of Art","2023-07-31","4,477","7,380","11,857","0","15,156","2,255","268","29,536"
"10034324","Court Theatre Training Company Ltd","2022-08-31","63","63","126","0","293","2","6","427"
"10001726","Coventry University","2023-07-31","118,450","121,088","239,538","0","208,988","35,574","13,151","497,251"
"10007822","Cranfield University","2023-07-31","52,317","54,196","106,513","0","93,401","19,586","4,438","223,938"
"10006427","University for the Creative Arts","2023-07-31","18,399","30,468","48,867","6,798","63,717","4,530","1,132","125,044"
"10007842","University of Cumbria","2023-07-31","26,353","19,797","46,150","641","21,640","5,088","409","73,928"
"10026767","Dartington Hall Trust (The)","2022-08-31","893","7,324","8,217","0","10,665","470","164","19,516"
"10015688","David Game College Ltd","2023-01-31","2,756","3,234","5,990","0","7,196","609","241","14,036"
"10001883","De Montfort University","2023-07-31","76,815","65,539","142,354","968","78,031","17,121","5,059","243,533"
"10007851","University of Derby","2023-07-31","64,197","53,179","117,376","2,174","71,551","18,629","2,968","212,698"
"10007852","The University of Dundee","2023-07-31","89,407","71,840","161,247","955","130,803","23,049","4,868","320,922"
"10007143","University of Durham","2023-07-31","149,754","90,807","240,561","0","173,428","60,053","15,090","489,132"
"10067355","Dyson Technical Training Limited","2022-12-31","628","2,519","3,147","25","1,442","76","0","4,690"
"10007789","The University of East Anglia","2023-07-31","107,548","66,934","174,482","0","120,810","35,123","8,645","339,060"
"10007144","The University of East London","2023-07-31","53,271","52,272","105,543","495","121,530","10,977","929","239,474"
"10032282","The Queen's Foundation for Ecumenical Theological Education","2022-08-31","695","490","1,185","0","1,017","261","0","2,463"
"10007823","Edge Hill University","2023-07-31","48,178","41,656","89,834","0","39,481","6,918","1,993","138,226"
"10007772","Edinburgh Napier University","2023-07-31","55,031","46,427","101,458","70","52,648","6,450","704","161,330"
"10007790","The University of Edinburgh","2023-07-31","422,320","230,681","653,001","0","461,764","85,354","27,400","1,227,519"
"10022047","Empire College London Limited","2023-03-31","143","141","284","0","339","15","0","638"
"10042570","Escape Studios","2022-12-31","4,182","4,677","8,859","508","9,380","708","0","19,455"
"10042570","Escape Studios","2023-07-31","1,912","2,284","4,196","0","3,093","10","0","7,299"
"10007791","The University of Essex","2023-07-31","78,468","79,826","158,294","0","129,852","16,288","7,874","312,308"
"10008173","University College of Estate Management","2023-07-31","4,414","9,521","13,935","0","3,412","323","98","17,768"
"10002313","ESCP Europe Business School","2022-12-31","3,739","3,819","7,558","0","5,611","277","70","13,516"
"10007792","The University of Exeter","2023-07-31","179,359","124,381","303,740","0","204,099","83,772","12,441","604,052"
"10008640","Falmouth University","2023-07-31","14,933","18,432","33,365","0","35,591","3,826","848","73,630"
"10033187","Fairfield School of Business Ltd","2023-06-30","1,136","808","1,944","0","3,759","9","0","5,712"
"10045476","Met Film School Limited","2022-09-30","2,829","3,568","6,397","0","6,802","342","46","13,587"
"10004511","The National Film and Television School","2023-07-31","2,601","6,044","8,645","0","10,491","1,879","123","21,138"
"10022087","Futureworks","2022-08-31","1,310","535","1,845","0","1,799","58","6","3,708"
"10042500","Global Banking School Limited","2023-02-28","20,692","13,741","34,433","0","89,982","2,565","0","126,980"
"10007762","Glasgow Caledonian University","2023-07-31","66,995","38,112","105,107","0","68,636","6,084","-946","178,881"
"10002681","Glasgow School of Art","2023-07-31","13,762","13,989","27,751","0","14,593","2,576","-193","44,727"
"10007794","The University of Glasgow","2023-07-31","240,298","167,463","407,761","0","364,751","41,277","17,650","831,439"
"10007145","University of Gloucestershire","2023-07-31","30,589","24,749","55,338","709","24,521","6,981","1,505","89,054"
"10002718","Goldsmiths College","2023-07-31","39,814","40,845","80,659","0","40,492","9,482","2,593","133,226"
"10007146","The University of Greenwich","2023-07-31","74,891","67,542","142,433","659","135,335","10,978","6,621","296,026"
"10007825","Guildhall School of Music and Drama","2023-03-31","12,850","11,276","24,126","0","18,016","0","0","42,142"
"10040812","Harper Adams University","2023-07-31","14,315","13,961","28,276","0","16,606","4,247","1,107","50,236"
"10080811","Hartpury University","2023-07-31","13,224","16,074","29,298","0","16,237","3,439","1,405","50,379"
"10007764","Heriot-Watt University","2023-07-31","91,448","42,144","133,592","120","124,572","22,063","7,200","287,547"
"10007147","University of Hertfordshire","2023-07-31","95,297","77,303","172,600","0","170,300","18,226","2,938","364,064"
"10020118","Higher Rhythm Limited","2023-03-31","0","271","271","0","85","56","1","413"
"10007148","The University of Huddersfield","2023-07-31","67,528","53,992","121,520","927","56,412","15,700","1,819","196,378"
"10007149","The University of Hull","2023-07-31","61,628","46,314","107,942","757","63,692","29,512","5,902","207,805"
"10003239","ICON College of Technology and Management","2022-09-30","1,433","1,097","2,530","0","4,224","89","0","6,843"
"10003270","Imperial College of Science, Technology and Medicine","2023-07-31","371,047","274,171","645,218","680","475,813","91,924","26,445","1,240,080"
"10003284","Inchbald School of Design Limited","2023-07-31","302","219","521","0","733","4","5","1,263"
"10057622","The School of Information Risk Management","2023-07-31","245","308","553","0","663","11","38","1,265"
"10013220","Institute of Art - London Limited","2022-08-31","836","1,650","2,486","0","5,466","76","100","8,128"
"10067388","The Institute of Ismaili Studies","2022-12-31","4,591","2,334","6,925","0","10,594","73","0","17,592"
"10082728","INTO University Partnerships Limited","2023-07-31","11,637","43,618","55,255","0","56,249","4,333","7,062","122,899"
"10029682","The Islamic College","2022-08-31","612","75","687","0","268","119","1","1,075"
"10067601","JSA Education Group Ltd.","2023-07-31","562","45","607","0","1,292","29","0","1,928"
"10082570","Kaplan International Colleges U.K. Limited","2022-12-31","14,883","33,141","48,024","0","86,937","5,108","25","140,094"
"10021682","Kaplan Open Learning (Essex) Limited","2022-12-31","905","3,013","3,918","0","7,919","98","0","11,935"
"10007767","Keele University","2023-07-31","55,307","41,292","96,599","0","66,116","14,006","6,815","183,536"
"10007150","The University of Kent","2023-07-31","75,391","60,304","135,695","4,080","98,830","22,708","5,048","266,361"
"10003645","King's College London","2023-07-31","303,758","295,667","599,425","0","417,183","55,745","29,346","1,101,699"
"10003678","Kingston University","2023-07-31","67,676","59,763","127,439","564","81,813","15,767","5,798","231,381"
"10003758","LAMDA Limited","2023-07-31","2,544","3,093","5,637","0","7,650","1,189","199","14,675"
"10007768","The University of Lancaster","2023-07-31","91,477","84,906","176,383","414","132,995","27,556","8,588","345,936"
"10003854","Leeds Arts University","2023-07-31","8,257","7,180","15,437","0","6,932","1,531","221","24,121"
"10003861","Leeds Beckett University","2023-07-31","70,439","71,212","141,651","1,548","73,184","20,614","7,973","244,970"
"10003798","Le Cordon Bleu Limited","2022-12-31","3,310","0","3,310","0","7,046","677","341","11,374"
"10034449","Leeds Conservatoire","2023-07-31","2,535","6,957","9,492","490","6,806","802","179","17,769"
"10007795","The University of Leeds","2023-07-31","247,765","210,069","457,834","0","364,046","69,964","20,609","912,453"
"10003863","Leeds Trinity University","2023-07-31","15,184","21,608","36,792","0","18,992","3,415","596","59,795"
"10082828","College of Legal Practice Limited","2023-06-30","1,262","0","1,262","0","1,011","6","0","2,279"
"10007796","The University of Leicester","2023-07-31","121,729","70,087","191,816","0","127,523","34,033","4,612","357,984"
"10007151","The University of Lincoln","2023-07-31","71,686","44,967","116,653","0","102,826","11,562","3,347","234,388"
"10036456","Academy of Live Technology Ltd","2022-12-31","625","731","1,356","0","951","243","0","2,550"
"10003956","Liverpool Hope University","2023-07-31","19,825","16,627","36,452","0","14,230","4,490","762","55,934"
"10003957","Liverpool John Moores University","2023-07-31","98,706","55,482","154,188","0","82,422","14,450","4,431","255,491"
"10031239","LMA","2023-06-30","3,241","14","3,255","0","8,442","522","400","12,619"
"10003945","The Liverpool Institute for Performing Arts","2023-07-31","3,965","4,422","8,387","0","3,443","990","0","12,820"
"10006842","The University of Liverpool","2023-07-31","200,646","146,792","347,438","0","247,820","51,114","18,465","664,837"
"10003958","Liverpool School of Tropical Medicine","2023-07-31","16,308","22,872","39,180","0","105,398","2,656","-335","146,899"
"10007162","University of the Arts, London","2023-07-31","95,982","155,604","251,586","0","147,259","5,812","4,940","409,597"
"10013109","London Bridge Business Academy","2022-12-31","50","95","145","0","658","6","0","809"
"10007769","London Business School","2023-07-31","42,351","47,669","90,020","0","81,075","10,572","4,034","185,701"
"10030391","London Churchill College Ltd","2022-11-30","335","671","1,006","0","684","97","27","1,814"
"10007797","University of London (Institutes and activities)","2023-07-31","6,283","44,832","51,115","0","119,476","9,367","4,566","184,524"
"10039082","City and Guilds of London Art School","2022-08-31","1,668","190","1,858","0","1,271","45","4","3,178"
"10023434","London School of Commerce & IT Limited","2023-03-31","210","159","369","0","3,717","7","0","4,093"
"10004036","London Film School Limited","2022-08-31","2,012","1,161","3,173","0","3,079","72","16","6,340"
"10015506","The London College","2023-07-31","982","563","1,545","0","3,102","25","0","4,672"
"10004048","London Metropolitan University","2023-07-31","37,641","31,816","69,457","418","67,189","9,228","1,144","147,436"
"10032594","London School of Academics Ltd","2023-03-31","89","214","303","0","316","3","0","622"
"10004078","London South Bank University","2023-07-31","67,553","44,369","111,922","1,641","88,623","11,484","4,599","218,269"
"10004063","London School of Economics and Political Science","2023-07-31","139,911","108,377","248,288","0","151,806","16,072","13,927","430,093"
"10007771","London School of Hygiene and Tropical Medicine","2023-07-31","64,694","56,530","121,224","0","137,139","22,113","2,742","283,218"
"10022285","London School of Management Education","2022-08-31","955","274","1,229","0","2,228","82","6","3,545"
"10004075","London School of Theology","2022-08-31","1,279","930","2,209","0","1,286","204","0","3,699"
"10004079","London Studio Centre","2022-08-31","529","930","1,459","0","2,955","292","1","4,707"
"10004079","London Studio Centre","2023-07-31","480","931","1,411","0","3,027","243","4","4,685"
"10062810","The London School of Architecture","2023-06-30","15","333","348","0","846","9","0","1,203"
"10004035","The Film Education Training Trust Limited","2023-01-31","532","905","1,437","0","1,781","56","0","3,274"
"10067623","The London Interdisciplinary School Ltd","2023-07-31","1,057","1,420","2,477","0","2,016","73","813","5,379"
"10004113","Loughborough University","2023-07-31","93,716","92,385","186,101","0","125,707","29,080","7,764","348,652"
"10009612","Luther King House Educational Trust","2022-08-31","214","371","585","0","525","50","7","1,167"
"10042679","International Business College Manchester Limited","2023-01-31","112","45","157","0","168","2","3","330"
"10004180","The Manchester Metropolitan University","2023-07-31","114,891","122,065","236,956","0","148,966","19,499","769","406,190"
"10007798","The University of Manchester","2023-07-31","353,805","269,506","623,311","698","486,744","95,851","31,272","1,237,876"
"10009527","Istituto Marangoni Limited","2023-06-30","3,039","1,743","4,782","0","9,811","490","0","15,083"
"10023452","The Markfield Institute of Higher Education","2022-12-31","321","107","428","0","272","1","0","701"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","2022-08-31","159","66","225","0","203","11","0","439"
"10020416","Missio Dei","2023-06-30","200","777","977","0","1,893","40","0","2,910"
"10030776","St Mellitus College","2023-07-31","602","255","857","0","2,277","20","0","3,154"
"10004320","The Metanoia Institute","2022-08-31","2,314","1,876","4,190","0","1,258","74","0","5,522"
"10004351","Middlesex University","2023-07-31","70,949","48,031","118,980","0","76,644","11,682","4,643","211,949"
"10032277","The Minster Centre","2023-06-30","724","491","1,215","0","517","10","0","1,742"
"10049370","MLA College","2022-09-30","339","645","984","0","999","71","2","2,056"
"10004450","Mountview Academy of Theatre Arts","2022-08-31","2,217","2,069","4,286","0","3,977","486","869","9,618"
"10023777","Mont Rose College of Management and Sciences","2022-08-31","1,825","1,418","3,243","0","3,044","372","15","6,674"
"10023454","Moorlands College","2023-06-30","677","538","1,215","0","720","86","0","2,021"
"10055902","Multiverse","2023-03-31","19,313","44,411","63,724","0","27,560","383","0","91,667"
"10000216","All Nations Christian College","2022-08-31","450","582","1,032","0","688","112","0","1,832"
"10053304","Navitas UK Holdings Limited","2023-06-30","5,720","13,801","19,521","0","38,083","225","0","57,829"
"10004538","Nazarene Theological College","2023-06-30","368","427","795","0","849","31","8","1,683"
"10030129","Nelson College London Ltd","2023-07-31","430","2,320","2,750","0","8,809","445","282","12,286"
"10023456","Newbold College","2022-12-31","619","1,066","1,685","0","1,987","318","0","3,990"
"10007799","Newcastle University","2023-07-31","202,719","113,124","315,843","0","214,336","33,465","9,585","573,229"
"10067406","New Model Institute for Technology and Engineering (NMITE)","2023-07-31","1,253","1,680","2,933","0","4,458","652","120","8,163"
"10048199","Northeastern University London","2023-06-30","6,255","5,989","12,244","0","21,820","1,646","10","35,720"
"10008397","Norland College","2023-07-31","798","2,544","3,342","0","2,044","256","0","5,642"
"10007138","The University of Northampton","2023-07-31","42,820","36,208","79,028","0","83,985","9,910","10,249","183,172"
"10008816","Northern School of Contemporary Dance","2023-07-31","1,063","1,733","2,796","0","1,486","202","0","4,484"
"10004740","Northern College of Acupuncture","2023-06-30","255","282","537","0","498","4","0","1,039"
"10001282","University of Northumbria at Newcastle","2023-07-31","122,347","87,948","210,295","0","133,757","20,353","4,990","369,395"
"10004775","Norwich University of the Arts","2023-07-31","7,869","7,143","15,012","0","8,645","2,167","80","25,904"
"10007154","University of Nottingham","2023-07-31","195,777","196,361","392,138","0","325,998","45,086","13,056","776,278"
"10004797","The Nottingham Trent University","2023-07-31","131,885","122,662","254,547","0","122,842","26,383","6,709","410,481"
"10007773","The Open University","2023-07-31","160,269","160,621","320,890","49,226","143,697","9,651","11,645","535,109"
"10004930","Oxford Brookes University","2023-07-31","61,355","64,967","126,322","0","87,618","18,510","5,674","238,124"
"10007774","The University of Oxford","2023-07-31","475,516","644,484","1,120,000","0","1,274,470","132,716","53,993","2,581,179"
"10066143","Paris Dauphine International","2023-07-31","449","398","847","0","1,390","33","0","2,270"
"10004028","The Place, London Contemporary Dance School (LCDS)","2023-07-31","1,846","2,668","4,514","0","3,739","368","12","8,633"
"10005127","Arts University Plymouth","2023-07-31","4,547","4,931","9,478","0","4,184","768","307","14,737"
"10007801","University of Plymouth","2023-07-31","80,869","66,905","147,774","0","79,466","19,127","5,526","251,893"
"10019178","Point Blank Music School","2022-12-31","1,858","2,568","4,426","0","3,207","143","0","7,776"
"10007155","The University of Portsmouth","2023-07-31","98,328","77,728","176,056","0","111,797","21,240","5,729","314,822"
"10083476","The Prince's Foundation","2023-03-31","1,591","7,811","9,402","0","11,055","2,529","76","23,062"
"10005337","Queen Margaret University, Edinburgh","2023-07-31","16,736","13,184","29,920","0","14,823","5,405","807","50,955"
"10007775","Queen Mary University of London","2023-07-31","202,234","128,673","330,907","0","230,263","28,843","13,293","603,306"
"10025197","University Centre Quayside Limited","2023-02-28","1,246","0","1,246","0","686","17","0","1,949"
"10009292","Royal Academy of Dramatic Art","2023-07-31","2,091","5,918","8,009","203","6,886","793","229","16,120"
"10005544","Royal Academy of Dance","2023-07-31","960","11,778","12,738","0","8,379","879","117","22,113"
"10005378","Rambert School","2023-07-31","903","508","1,411","0","1,722","193","0","3,326"
"10005389","Ravensbourne University London","2023-07-31","8,497","8,769","17,266","0","20,241","1,867","219","39,593"
"10005470","Richmond, The American International University in London","2023-06-30","3,854","4,184","8,038","158","14,006","639","2,798","25,639"
"10007802","The University of Reading","2023-07-31","95,279","88,152","183,431","0","121,548","29,003","11,015","344,997"
"10086591","Regent's University London Limited","2023-06-30","6,948","11,737","18,685","0","24,154","2,409","-3,006","42,242"
"10021100","Regents Theological College","2022-09-30","510","33,626","34,136","0","30,584","1,712","2,661","69,093"
"10023871","Results Consortium Limited","2023-07-31","438","436","874","0","1,352","7","2","2,235"
"10062833","Raindance Educational Services Limited","2022-10-31","101","121","222","0","305","3","4","534"
"10008455","Regent College London","2023-07-31","6,724","11,749","18,473","850","24,342","711","654","45,030"
"10005500","Robert Gordon University","2023-07-31","41,122","34,282","75,404","0","41,131","8,953","1,136","126,624"
"10007776","Roehampton University","2023-07-31","31,603","30,140","61,743","0","67,750","7,403","4,678","141,574"
"10020436","Royal School of Needlework (The)","2022-08-31","612","675","1,287","0","1,220","12","0","2,519"
"10005523","Rose Bruford College of Theatre and Performance","2023-07-31","4,100","2,062","6,162","0","7,714","726","10","14,612"
"10007835","Royal Academy of Music","2023-07-31","8,296","6,944","15,240","0","12,442","1,728","62","29,472"
"10005545","Royal Agricultural University","2023-07-31","2,789","6,639","9,428","0","9,656","1,057","236","20,377"
"10007777","Royal College of Art","2023-07-31","27,343","15,568","42,911","0","39,908","7,597","588","91,004"
"10007778","Royal College of Music","2023-07-31","7,409","9,282","16,691","0","12,516","2,973","234","32,414"
"10005561","Royal Conservatoire of Scotland","2023-07-31","11,394","9,215","20,609","0","6,212","938","0","27,759"
"10007816","The Royal Central School of Speech and Drama","2023-07-31","6,853","6,448","13,301","0","9,156","1,003","319","23,779"
"10005553","Royal Holloway and Bedford New College","2023-07-31","57,468","46,404","103,872","0","75,611","25,697","6,632","211,812"
"10007837","Royal Northern College of Music","2023-07-31","7,140","7,008","14,148","0","9,387","2,310","33","25,878"
"10007779","The Royal Veterinary College","2023-07-31","27,690","33,261","60,951","0","40,035","7,489","1,577","110,052"
"10007803","The University of St. Andrews","2023-07-31","80,135","69,916","150,051","0","123,834","18,325","8,322","300,532"
"10007782","St George's, University of London","2023-07-31","26,478","26,349","52,827","0","28,371","5,214","1,594","88,006"
"10008026","St Mary's University College","2023-07-31","2,902","3,725","6,627","0","2,995","369","12","10,003"
"10007843","St Mary's University, Twickenham","2023-07-31","19,207","19,138","38,345","93","13,876","4,745","229","57,288"
"10007156","The University of Salford","2023-07-31","67,766","68,659","136,425","0","92,684","15,519","3,860","248,488"
"10021256","The Salvation Army","2023-03-31","222","112,443","112,665","0","145,526","11,617","0","269,808"
"10008362","London School of Science and Technology Limited","2023-03-31","7,565","5,748","13,313","0","23,619","461","0","37,393"
"10007780","SOAS University of London","2023-07-31","27,031","23,455","50,486","325","30,509","6,778","1,588","89,686"
"10005700","SRUC","2023-07-31","23,406","30,862","54,268","0","37,955","5,230","465","97,918"
"10005790","Sheffield Hallam University","2023-07-31","115,967","92,807","208,774","0","97,058","21,788","7,309","334,929"
"10007157","The University of Sheffield","2023-07-31","239,588","176,980","416,568","0","275,593","80,749","22,074","794,984"
"10023458","The Sherwood Psychotherapy Training Institute Limited","2022-08-31","460","414","874","0","390","5","1","1,270"
"10006022","Solent University","2023-07-31","24,617","30,415","55,032","0","43,260","9,275","1,867","109,434"
"10007158","The University of Southampton","2023-07-31","178,015","154,404","332,419","0","256,653","32,020","23,134","644,226"
"10088214","S P Jain London School of Management Limited","2023-03-31","120","341","461","0","434","0","0","895"
"10006093","Spurgeon's College","2023-07-31","513","739","1,252","0","1,092","24","933","3,301"
"10006299","Staffordshire University","2023-07-31","40,700","38,756","79,456","0","60,183","12,391","873","152,903"
"10008098","Study Group","2022-12-31","22,178","13,866","36,044","28,899","82,064","11,962","3,295","162,264"
"10007804","The University of Stirling","2023-07-31","46,111","32,239","78,350","0","58,683","9,443","4,710","151,186"
"10037449","University of St Mark and St John","2023-07-31","7,776","8,046","15,822","277","13,134","2,257","547","32,037"
"10008010","Stranmillis University College","2023-07-31","3,921","4,434","8,355","0","4,184","1,370","8","13,917"
"10007805","The University of Strathclyde","2023-07-31","98,620","107,238","205,858","361","143,789","43,719","8,447","402,174"
"10014001","University of Suffolk","2023-07-31","15,067","9,852","24,919","0","95,642","6,194","1,741","128,496"
