﻿Title:,"Table 11 - HE staff FTE by HE provider and cost centre"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 11
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Contract marker,All (including atypical) 
,Academic year,2017/18 
Search:,


"UKPRN","HE Provider","Medicine, dentistry & health","Agriculture, forestry & veterinary science","Biological, mathematical & physical sciences","Engineering & technology","Architecture & planning","Administration & business studies","Social studies","Humanities & language based studies & archaeology","Design, creative & performing arts","Education","Total academic services","Central administration & services, staff and student facilities","Premises","Residences & catering","Total all cost centres"
"10003958","Liverpool School of Tropical Medicine","460","0","0","0","0","0","0","0","0","0","0","0","0","0","460"
"10007162","University of the Arts, London","0","0","10","0","15","50","70","0","1,535","0","200","530","120","40","2,565"
"10007769","London Business School","0","0","0","0","0","100","0","0","0","0","35","615","15","0","765"
"10007797","University of London (Institutes and activities)","0","0","0","0","0","0","55","85","0","0","95","635","10","25","900"
"10004048","London Metropolitan University","40","0","65","40","30","60","90","20","65","40","310","155","10","0","930"
"10004078","London South Bank University","290","10","25","170","85","100","85","0","60","45","30","490","20","5","1,425"
"10004063","London School of Economics and Political Science","30","0","110","0","0","245","1,110","105","0","0","235","675","225","170","2,915"
"10007771","London School of Hygiene and Tropical Medicine","695","0","145","0","0","0","0","0","0","0","20","350","15","5","1,235"
"10004113","Loughborough University","55","0","210","785","65","225","180","50","85","135","145","650","275","285","3,145"
"10004180","The Manchester Metropolitan University","230","0","250","210","60","375","395","185","335","285","435","605","285","130","3,790"
"10007798","The University of Manchester","2,095","0","2,110","1,200","55","530","650","490","90","125","830","980","670","150","9,975"
"10004351","Middlesex University","215","0","90","150","0","185","200","10","185","85","400","240","30","5","1,800"
"10007799","Newcastle University","1,505","120","535","690","115","210","305","260","75","70","495","620","395","170","5,570"
"10007138","The University of Northampton","160","0","30","55","5","135","80","30","70","95","245","235","0","5","1,145"
"10001282","University of Northumbria at Newcastle","260","0","145","185","85","215","255","95","180","85","385","535","180","5","2,605"
"10004775","Norwich University of the Arts","0","0","0","5","5","0","55","0","85","0","35","40","25","5","255"
"10007154","University of Nottingham","1,175","185","1,095","890","55","185","345","370","15","110","420","1,345","450","330","6,970"
"10004797","The Nottingham Trent University","120","105","255","115","130","375","395","115","510","150","300","730","310","65","3,680"
"10007773","The Open University","370","0","395","560","0","305","370","465","35","340","795","1,625","120","0","5,385"
"10004930","Oxford Brookes University","240","0","115","95","150","200","165","115","50","105","170","500","85","95","2,085"
"10007774","The University of Oxford","4,265","0","2,180","910","5","365","890","925","55","275","1,090","1,510","140","0","12,610"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","135","0","20","60","20","0","235"
"10007801","University of Plymouth","605","0","345","155","30","180","120","40","125","105","145","595","150","0","2,595"
"10007155","The University of Portsmouth","295","0","225","325","65","230","335","95","95","95","340","530","105","90","2,825"
"10005337","Queen Margaret University, Edinburgh","145","0","10","0","0","40","20","0","15","0","80","110","5","0","430"
"10007775","Queen Mary University of London","1,475","0","430","375","0","130","365","295","25","0","210","670","210","105","4,290"
"10005389","Ravensbourne University London","0","0","0","0","0","0","45","0","35","0","0","120","0","0","205"
"10007802","The University of Reading","185","165","455","45","65","380","130","245","55","60","235","880","240","170","3,305"
"10005500","Robert Gordon University","190","0","35","125","35","80","95","0","55","40","30","340","130","0","1,160"
"10007776","Roehampton University","100","0","35","0","0","70","80","115","45","115","165","390","25","0","1,140"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","5","0","0","0","0","45","0","5","25","5","0","80"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","110","0","15","55","15","10","210"
"10005545","Royal Agricultural University","0","40","0","0","10","15","0","0","0","5","30","45","25","40","210"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","160","0","105","70","20","0","350"
"10007778","Royal College of Music","0","0","0","0","0","0","0","0","95","0","55","50","20","0","220"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","135","5","10","100","25","0","275"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","110","0","45","30","5","0","190"
"10005553","Royal Holloway and Bedford New College","75","0","220","85","0","110","200","145","55","0","135","325","85","80","1,515"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","75","0","10","115","10","20","230"
"10007779","The Royal Veterinary College","0","595","0","0","0","0","0","0","0","0","125","70","70","5","865"
"10007803","The University of St. Andrews","180","0","590","70","0","60","155","370","0","5","130","605","105","200","2,465"
"10007782","St George's, University of London","460","0","85","0","0","0","0","0","0","0","20","185","20","5","770"
"10008026","St Mary's University College","0","0","0","0","0","0","10","0","0","40","15","25","15","5","115"
"10007843","St Mary's University, Twickenham","35","0","15","0","0","25","30","25","15","150","30","240","35","75","680"
"10007156","The University of Salford","275","0","110","125","70","90","185","50","130","30","315","535","210","0","2,125"
"10007780","SOAS University of London","0","0","0","0","0","40","240","200","35","45","140","185","10","0","895"
"10005700","SRUC","0","580","75","55","0","15","20","0","0","15","20","200","65","15","1,060"
"10005790","Sheffield Hallam University","390","25","125","265","110","300","295","85","115","385","375","845","205","80","3,605"
"10007157","The University of Sheffield","1,070","0","750","1,470","150","180","435","285","30","70","880","685","495","120","6,625"
"10006022","Solent University","30","0","15","180","15","70","140","10","145","80","180","275","70","20","1,235"
"10007158","The University of Southampton","1,345","0","790","980","0","165","290","300","165","70","445","725","280","225","5,785"
"10006299","Staffordshire University","115","0","45","125","0","50","130","10","95","65","160","405","5","40","1,245"
"10007804","The University of Stirling","170","0","200","40","0","95","190","110","0","80","100","345","130","90","1,545"
"10037449","University of St Mark and St John","20","0","0","0","0","5","0","0","5","85","0","105","25","0","245"
"10008010","Stranmillis University College","0","0","0","0","0","0","0","0","0","55","5","40","20","35","155"
"10007805","The University of Strathclyde","285","0","405","870","30","240","190","100","0","195","290","625","85","95","3,410"
"10014001","University of Suffolk","70","0","20","10","0","15","35","5","20","0","5","190","15","0","390"
"10007159","The University of Sunderland","150","0","35","70","0","120","115","50","70","80","300","340","100","15","1,440"
"10007160","The University of Surrey","180","85","370","425","0","190","135","65","90","10","380","545","180","135","2,785"
"10007806","The University of Sussex","220","0","480","135","0","240","430","205","20","65","325","395","5","20","2,540"
"10007855","Swansea University","655","0","185","600","0","175","350","170","0","5","230","665","140","120","3,290"
"10007161","Teesside University","305","0","65","240","0","40","95","30","50","75","395","195","95","40","1,625"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","0","0","0","0","260","0","0","0","0","0","260"
"10007858","University of Wales Trinity Saint David","20","10","5","80","20","105","45","85","135","120","145","320","5","35","1,125"
"10007114","University of the Highlands and Islands","45","0","5","0","0","0","0","10","5","0","70","125","5","0","270"
"10007807","Ulster University","315","0","145","375","45","180","185","55","60","60","305","365","105","20","2,220"
"10007784","University College London","4,430","0","1,685","910","470","90","575","605","65","735","740","1,140","135","50","11,620"
"10007793","University of South Wales","205","0","100","160","15","95","115","20","220","110","475","305","65","75","1,965"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0","0","15","0","0","0","55","0","25","95"
"10007163","The University of Warwick","430","0","870","860","0","450","425","350","40","120","405","990","510","555","6,005"
"10007164","University of the West of England, Bristol","375","0","180","265","155","250","300","75","130","70","295","745","195","70","3,105"
"10007800","The University of the West of Scotland","200","0","70","155","0","90","90","0","25","95","170","290","95","35","1,325"
"10006566","The University of West London","175","0","10","45","5","130","85","0","200","5","135","140","5","0","940"
"10007165","The University of Westminster","50","0","95","90","130","185","180","100","130","5","205","485","75","30","1,760"
"10003614","The University of Winchester","50","0","0","5","0","65","100","105","45","135","65","185","60","95","900"
"10007166","The University of Wolverhampton","270","0","105","120","40","75","125","80","115","165","140","650","225","65","2,175"
"10007139","University of Worcester","190","0","50","20","0","45","55","30","35","205","95","275","80","50","1,130"
"10007833","Wrexham University","35","5","5","50","5","15","25","10","25","25","85","105","20","5","415"
"10007657","Writtle University College","0","125","0","0","0","0","0","0","5","5","20","60","10","15","240"
"10007713","York St John University","60","0","5","5","0","30","25","70","55","60","110","175","70","15","685"
"10007167","The University of York","425","0","840","205","0","90","380","305","110","105","270","705","145","185","3,760"
"","Total","61,950","4,470","39,185","30,720","3,875","18,580","26,100","16,795","13,715","12,645","33,425","70,620","18,905","11,065","362,045"
