﻿Title:,"Table 7 - HE academic staff by HE provider and employment conditions"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 7
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Activity standard occupational classification,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE provider","Female","Male","Other","Total academic staff"
"10007803","The University of St. Andrews","550","770","0","1,325"
"10007839","SAE Education Limited","5","45","0","50"
"10007782","St George's, University of London","300","200","0","505"
"10008026","St Mary's University College","35","30","0","65"
"10007843","St Mary's University, Twickenham","250","195","0","440"
"10007156","The University of Salford","525","570","0","1,090"
"10007780","SOAS University of London","265","240","0","500"
"10005700","SRUC","225","205","0","430"
"10005790","Sheffield Hallam University","1,040","985","0","2,025"
"10007157","The University of Sheffield","1,375","2,140","5","3,520"
"10006022","Solent University","220","385","0","600"
"10007158","The University of Southampton","1,055","1,590","0","2,645"
"10006093","Spurgeon's College","5","10","0","15"
"10006299","Staffordshire University","435","460","0","895"
"10007804","The University of Stirling","470","395","0","865"
"10037449","University of St Mark and St John","70","40","0","115"
"10008010","Stranmillis University College","45","20","0","60"
"10007805","The University of Strathclyde","650","1,215","0","1,865"
"10014001","University of Suffolk","130","120","0","250"
"10007159","The University of Sunderland","500","485","0","985"
"10007160","The University of Surrey","715","860","0","1,575"
"10007806","The University of Sussex","1,035","1,130","0","2,170"
"10007855","Swansea University","685","975","5","1,665"
"10083403","The Engineering and Design Institute London","0","0","0","0"
"10007161","Teesside University","400","430","0","830"
"10082743","ThinkSpace Education Limited","0","5","0","5"
"10008017","Trinity Laban Conservatoire of Music and Dance","200","230","0","430"
"10007858","University of Wales Trinity Saint David","360","340","0","700"
"10067648","University Academy 92 Limited","5","5","0","10"
"10007114","University of the Highlands and Islands","55","40","0","95"
"10007807","Ulster University","535","905","0","1,440"
"10039956","The University of Law","280","110","0","390"
"10007784","University College London","4,305","4,795","0","9,100"
"10007793","University of South Wales","730","935","0","1,665"
"10007163","The University of Warwick","1,165","1,840","0","3,005"
"10007361","Waverley Abbey College","10","5","0","15"
"10007164","University of the West of England, Bristol","1,050","1,000","0","2,050"
"10007800","The University of the West of Scotland","320","310","0","630"
"10006566","The University of West London","530","610","0","1,140"
"10007165","The University of Westminster","915","870","0","1,785"
"10003614","The University of Winchester","375","280","0","650"
"10007166","The University of Wolverhampton","535","475","0","1,005"
"10007139","University of Worcester","465","250","0","715"
"10007833","Wrexham University","110","85","0","195"
"10007657","Writtle University College","70","40","0","110"
"10007713","York St John University","205","195","0","395"
"10007167","The University of York","955","1,115","0","2,070"
"","Total","105,440","118,695","390","224,530"
