﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE Provider","Abertawe - Swansea","Blaenau Gwent - Blaenau Gwent","Bro Morgannwg - The Vale of Glamorgan","Caerdydd - Cardiff","Caerffili - Caerphilly","Casnewydd - Newport","Castell-Nedd Port Talbot - Neath Port Talbot","Conwy - Conwy","Gwynedd - Gwynedd","Merthyr Tudful - Merthyr Tydfil","Pen-Y-Bont Ar Ogwr - Bridgend","Powys - Powys","Rhondda, Cynon, Taff - Rhondda, Cynon, Taff","Sir Benfro - Pembrokeshire","Sir Ceredigion - Ceredigion","Sir Ddinbych - Denbighshire","Sir Fynwy - Monmouthshire","Sir Gaerfyrddin - Carmarthenshire","Sir Y Fflint - Flintshire","Sir Ynys Môn - Isle of Anglesey","Tor-Faen - Torfaen","Wrecsam - Wrexham","Wales (unitary authority unknown)","Total Wales","Total"
"10000936","The University College of Osteopathy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","505"
"10007786","The University of Bristol","185","10","120","280","65","130","55","15","10","10","70","50","75","60","35","5","105","95","30","10","30","15","0","1,480","21,755"
"10028216","Brit College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","565"
"10023464","Trinity College Bristol","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120"
"10000961","Brunel University London","10","5","5","20","0","0","5","0","0","0","0","5","5","0","0","0","5","5","0","5","0","0","0","75","8,960"
"10000975","Buckinghamshire New University","5","5","5","10","0","5","5","5","0","0","5","5","0","0","0","0","0","5","0","0","0","5","0","65","18,570"
"10007787","The University of Buckingham","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","15","2,065"
"10042737","UK Business College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75"
"10019368","London College of Business Studies","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","220"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","45"
"10007788","The University of Cambridge","35","0","30","60","15","15","10","15","15","5","10","20","5","15","5","10","20","10","10","5","5","10","0","330","15,395"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10003324","The Institute of Cancer Research","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","295"
"10001143","Canterbury Christ Church University","0","0","0","5","0","10","0","0","0","0","5","0","5","0","0","0","0","5","25","0","0","5","0","70","36,840"
"10007814","Cardiff University","700","145","750","3,380","570","610","310","110","190","130","500","255","760","295","190","85","300","620","105","65","270","120","15","10,480","26,530"
"10034450","Cardiff and Vale College","0","0","25","20","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","65","65"
"10086359","Caspian School of Academics","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","210"
"10007854","Cardiff Metropolitan University","295","130","365","1,750","440","390","185","40","85","90","340","130","530","165","80","30","160","270","20","25","160","30","0","5,700","9,570"
"10057213","CEG UFP Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10001264","Central School of Ballet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80"
"10021550","Centre for Alternative Technology","0","0","0","10","0","0","0","5","5","0","0","15","5","5","10","5","5","0","0","0","0","5","0","75","455"
"10007141","The University of Central Lancashire","10","0","10","10","10","5","0","10","10","0","5","10","10","5","5","10","5","10","25","10","0","10","0","170","19,670"
"10024024","Central Film School London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","125"
"10007848","University of Chester","10","0","0","15","10","5","0","155","60","5","5","95","10","5","10","155","10","5","545","65","5","340","0","1,510","10,605"
"10007137","The University of Chichester","5","0","5","15","5","5","5","5","0","5","5","5","5","5","0","0","5","0","5","0","0","0","0","90","6,550"
"10001386","Chicken Shed Theatre Company","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","135"
"10026921","Christ the Redeemer College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","345"
"10010213","The City College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","290"
"10001478","City, University of London","10","0","10","20","0","5","5","0","0","0","5","0","0","5","0","5","0","0","5","0","0","5","0","85","15,230"
"10007912","Cliff College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","115"
"10066502","The College of Health Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","10","315"
"10041295","College Cambria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","10","0","25","25"
"10008912","Coleg Gwent","0","25","0","5","30","30","0","0","0","5","0","0","5","0","0","0","0","0","0","0","10","0","0","105","105"
"10023442","The College of Osteopaths","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10020038","Commonwealth College of Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10081618","The Council of the Inns of Court","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","335"
"10007761","Courtauld Institute of Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","430"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35"
"10001726","Coventry University","10","0","5","20","5","15","0","5","5","5","0","5","10","0","5","0","5","10","5","5","5","5","0","130","17,115"
"10007822","Cranfield University","0","0","5","5","5","5","0","0","0","0","5","5","0","5","0","0","10","5","5","0","0","0","0","60","2,805"
"10006427","University for the Creative Arts","0","0","5","5","0","0","5","0","0","0","0","5","5","5","0","0","0","0","0","0","0","5","0","40","9,265"
"10007842","University of Cumbria","10","5","5","5","5","10","5","10","0","5","0","10","5","5","0","5","5","0","15","5","5","5","0","120","9,015"
"10026767","Dartington Hall Trust (The)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10015688","David Game College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","350"
"10001883","De Montfort University","15","0","5","25","10","10","10","10","10","10","5","10","10","10","0","5","10","10","10","5","5","15","0","195","16,445"
"10007851","University of Derby","15","0","15","20","5","10","10","10","10","0","10","15","5","5","5","10","5","15","20","5","5","15","0","215","16,320"
"10007852","The University of Dundee","10","0","5","15","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","0","0","0","60","11,655"
"10007143","University of Durham","15","5","20","40","10","5","5","25","5","0","15","20","10","10","10","20","25","5","30","5","5","20","0","300","14,735"
"10067355","Dyson Technical Training Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120"
"10007789","The University of East Anglia","15","5","5","20","10","10","5","5","10","5","15","15","15","10","10","10","5","15","5","5","5","10","0","210","14,955"
"10007144","The University of East London","10","0","5","10","5","5","5","5","5","0","5","5","5","5","0","10","0","5","5","5","5","10","0","110","11,825"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250"
"10007823","Edge Hill University","10","0","5","0","5","5","0","50","15","0","0","15","5","0","0","40","0","5","90","25","0","55","0","325","13,145"
"10007772","Edinburgh Napier University","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","20","10,405"
"10007790","The University of Edinburgh","30","0","20","50","10","10","0","25","10","5","0","20","15","10","5","15","20","15","20","10","5","25","0","325","23,595"
"10022047","Empire College London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","265"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","655"
"10007791","The University of Essex","5","0","0","10","5","5","0","0","5","0","5","5","5","5","5","5","0","5","5","0","0","0","0","70","10,375"
"10008173","University College of Estate Management","5","0","5","10","5","0","5","5","0","0","5","5","5","5","5","0","5","5","0","0","0","0","0","65","3,185"
"10002313","ESCP Europe Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10007792","The University of Exeter","95","10","120","220","70","70","35","10","10","10","60","55","75","35","20","10","80","55","15","5","30","10","0","1,100","25,025"
"10008640","Falmouth University","20","5","20","35","20","10","10","10","15","5","10","25","25","20","15","0","15","15","10","0","5","5","0","290","7,550"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","200"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","415"
"10022087","Futureworks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","435"
"10042500","Global Banking School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1,790"
"10007762","Glasgow Caledonian University","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","25","16,275"
"10002681","Glasgow School of Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1,740"
"10007794","The University of Glasgow","5","0","5","30","5","5","0","5","5","0","5","5","5","5","5","5","10","10","10","5","5","10","0","140","25,105"
"10007145","University of Gloucestershire","30","5","25","50","25","40","15","0","5","5","20","15","35","15","10","5","40","15","5","0","25","5","0","375","6,825"
"10002718","Goldsmiths College","5","5","0","15","0","5","0","0","0","0","0","5","5","0","5","5","0","5","0","0","0","0","0","65","5,015"
"10030408","Gower College Swansea","15","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","30","30"
"10007146","The University of Greenwich","10","5","5","15","5","10","5","5","5","0","0","0","5","0","5","5","5","5","5","0","0","5","0","100","18,140"
"10007825","Guildhall School of Music and Drama","0","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","20","750"
"10040812","Harper Adams University","5","0","10","10","10","5","10","20","15","0","10","75","10","30","35","20","30","45","20","10","0","10","0","370","5,245"
"10080811","Hartpury University","10","5","15","20","10","15","15","0","0","5","25","10","20","20","5","0","25","20","5","0","10","5","0","240","2,315"
"10007764","Heriot-Watt University","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","5","30","6,565"
"10007147","University of Hertfordshire","10","5","5","25","10","10","0","5","5","0","5","0","5","5","0","0","5","5","5","0","5","5","0","115","15,345"
"10007148","The University of Huddersfield","10","0","5","5","5","0","5","0","10","0","0","5","5","0","0","0","0","0","10","5","0","10","0","85","16,245"
"10007149","The University of Hull","5","0","0","10","5","5","5","5","5","0","0","5","5","5","0","5","0","5","5","0","0","5","0","80","11,350"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,710"
"10003270","Imperial College of Science, Technology and Medicine","25","0","15","80","5","5","15","5","10","5","10","5","10","5","5","10","10","5","10","5","5","5","0","240","11,015"
"10003284","Inchbald School of Design Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10057622","The School of Information Risk Management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40"
"10013220","Institute of Art - London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1,410"
"10027603","International College of Musical Theatre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10082728","INTO University Partnerships Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120"
"10067601","JSA Education Group Ltd.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","90"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","20","1,770"
"10007767","Keele University","15","0","10","35","10","5","5","20","20","5","10","40","10","15","5","20","5","10","35","10","5","45","0","325","12,325"
"10007150","The University of Kent","0","0","5","15","0","5","0","0","0","0","5","10","5","5","5","0","0","0","5","0","0","5","0","75","13,945"
"10003645","King's College London","40","0","25","85","15","15","5","10","10","5","15","10","20","20","5","10","20","25","10","10","10","10","0","380","24,465"
"10003678","Kingston University","5","0","15","20","0","5","0","5","5","0","5","5","10","5","0","0","0","10","5","5","0","0","0","115","14,395"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","165"
"10007768","The University of Lancaster","10","0","15","20","5","5","0","50","15","0","10","25","15","5","5","35","20","15","65","15","0","40","0","365","13,750"
"10003854","Leeds Arts University","5","0","0","0","5","0","0","5","5","0","0","0","0","0","0","0","0","0","5","0","0","5","0","30","1,980"
"10003861","Leeds Beckett University","10","0","10","10","5","10","5","25","10","0","5","10","5","5","5","10","5","10","45","10","0","20","0","210","18,475"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10034449","Leeds Conservatoire","0","0","0","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","35","1,255"
"10007795","The University of Leeds","20","5","30","50","5","5","10","30","30","0","10","25","10","10","10","30","25","10","60","15","5","50","0","430","24,180"
"10003863","Leeds Trinity University","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","40","14,665"
"10082828","College of Legal Practice Limited","5","0","5","10","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","725"
"10007796","The University of Leicester","10","0","10","35","5","5","5","10","0","0","5","10","10","5","0","5","10","5","10","5","5","10","0","155","14,130"
"10089591","LIBF Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","680"
"10007151","The University of Lincoln","0","5","5","15","5","5","5","5","5","5","0","10","5","5","0","10","10","5","10","5","5","15","0","125","15,815"
"10036456","Academy of Live Technology Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","165"
"10003956","Liverpool Hope University","5","0","0","15","0","5","0","20","10","0","5","10","5","0","5","20","0","0","35","10","0","20","0","175","4,665"
"10003957","Liverpool John Moores University","10","5","5","40","25","15","15","185","230","0","5","80","10","15","25","240","15","15","295","165","5","290","0","1,695","24,905"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","5","0","0","5","5","0","0","0","5","5","0","0","5","0","0","5","5","0","5","0","55","810"
"10006842","The University of Liverpool","40","5","35","125","25","40","20","110","80","0","15","80","30","20","30","100","40","30","155","45","5","100","0","1,130","22,445"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","170"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","0","0","5","280","195","0","0","25","0","0","0","125","0","0","20","105","0","25","0","785","830"
"10007162","University of the Arts, London","20","0","5","35","5","10","5","5","10","0","10","5","15","5","10","5","10","10","10","5","5","5","0","190","10,390"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","370"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,325"
"10007797","University of London (Institutes and activities)","5","0","5","10","5","0","5","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","60","3,095"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","235"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10004036","London Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40"
"10015506","The London College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","815"
"10004048","London Metropolitan University","10","0","5","15","0","5","0","0","0","0","0","0","5","0","0","0","0","5","5","0","0","5","0","65","11,010"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155"
"10004078","London South Bank University","10","0","0","15","5","5","5","0","0","0","5","0","5","5","0","0","5","5","0","0","5","0","0","75","14,005"
"10004063","London School of Economics and Political Science","10","0","5","20","5","5","5","5","5","0","5","0","5","5","5","0","0","0","0","5","5","0","0","75","4,685"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","435"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","775"
"10004075","London School of Theology","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","220"
"10004079","London Studio Centre","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","265"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40"
"10067623","The London Interdisciplinary School Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145"
"10004113","Loughborough University","25","5","30","55","10","20","5","25","5","0","10","25","20","15","15","10","30","25","25","10","5","25","0","400","15,190"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10042679","International Business College Manchester Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10004180","The Manchester Metropolitan University","30","5","25","70","20","20","15","110","55","5","10","50","25","15","15","75","20","20","165","30","5","125","0","910","34,270"
"10007798","The University of Manchester","70","0","45","140","20","40","20","80","50","5","35","40","40","20","20","70","40","40","90","35","10","85","0","1,005","28,235"
"10009527","Istituto Marangoni Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10020416","Missio Dei","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","95"
"10030776","St Mellitus College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300"
"10004320","The Metanoia Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","570"
"10004351","Middlesex University","5","0","5","10","0","5","0","0","0","0","0","0","5","5","0","0","0","5","5","0","0","5","0","55","11,275"
"10032277","The Minster Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160"
"10049370","MLA College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","110"
