﻿Title:,"Table 49 - HE student enrolments by HE provider and subject of study"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 49
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE provider","15-01-01 Social sciences (non-specific)","15-01-02 Sociology","15-01-03 Social policy","15-01-04 Anthropology","15-01-05 Development studies","15-01-06 Cultural studies","15-02-01 Economics","15-03-01 Politics","15-04-01 Social work","15-04-02 Childhood and youth studies","15-04-03 Health studies","15 Social sciences"
"10031982","BPP University","0","0","20","0","0","0","0","0","0","0","1,800","1,820"
"10007785","The University of Bradford","250","180","0","0","205","0","95","340","220","155","0","1,445"
"10000886","The University of Brighton","105","620","25","0","0","0","120","200","180","60","330","1,640"
"10000936","The University College of Osteopathy","0","0","0","0","0","0","0","0","0","0","0","0"
"10007786","The University of Bristol","60","410","725","220","0","0","1,445","900","140","0","0","3,890"
"10028216","Brit College","0","0","0","0","0","0","0","0","0","0","0","0"
"10023464","Trinity College Bristol","0","0","0","0","0","0","0","0","0","0","0","0"
"10000961","Brunel University London","0","160","5","60","0","0","590","200","80","0","65","1,160"
"10000975","Buckinghamshire New University","1,485","90","0","0","0","0","0","5","190","80","330","2,185"
"10007787","The University of Buckingham","0","0","30","0","0","0","65","35","0","0","0","130"
"10042737","UK Business College Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10019368","London College of Business Studies","0","0","0","0","0","0","0","0","0","0","0","0"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007788","The University of Cambridge","25","520","35","320","100","0","795","445","0","0","0","2,240"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0"
"10003324","The Institute of Cancer Research","0","0","0","0","0","0","0","0","0","0","0","0"
"10001143","Canterbury Christ Church University","30","235","10","0","0","5","5","80","200","155","675","1,400"
"10007814","Cardiff University","345","675","55","0","0","0","705","950","90","0","5","2,830"
"10034450","Cardiff and Vale College","0","0","0","0","0","0","0","0","0","0","0","0"
"10086359","Caspian School of Academics","0","0","0","0","0","0","0","0","0","0","0","0"
"10007854","Cardiff Metropolitan University","0","125","30","0","0","0","75","0","340","60","220","845"
"10057213","CEG UFP Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10001264","Central School of Ballet","0","0","0","0","0","0","0","0","0","0","0","0"
"10021550","Centre for Alternative Technology","50","0","0","0","0","0","0","0","0","0","0","50"
"10007141","The University of Central Lancashire","140","290","125","0","0","0","0","45","990","95","730","2,415"
"10024024","Central Film School London","0","0","0","0","0","0","0","0","0","0","0","0"
"10007848","University of Chester","45","260","0","0","0","0","45","70","275","25","60","780"
"10007137","The University of Chichester","110","110","10","0","0","0","0","25","205","110","410","980"
"10001386","Chicken Shed Theatre Company","0","0","0","0","0","0","0","0","0","0","0","0"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","0","0","0","0","0","0","0","0"
"10026921","Christ the Redeemer College","0","0","0","0","0","0","0","0","0","0","0","0"
"10010213","The City College","0","0","0","0","0","0","0","0","0","0","0","0"
"10001478","City, University of London","0","770","80","0","0","35","1,255","635","0","0","135","2,910"
"10007912","Cliff College","0","0","0","0","0","0","0","0","0","0","0","0"
"10066502","The College of Health Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10041295","College Cambria","0","0","0","0","0","0","0","0","0","0","0","0"
"10008912","Coleg Gwent","0","0","0","0","0","0","0","0","0","0","0","0"
"10023442","The College of Osteopaths","0","0","0","0","0","0","0","0","0","0","0","0"
"10020038","Commonwealth College of Excellence","0","0","0","0","0","0","0","0","0","0","0","0"
"10081618","The Council of the Inns of Court","0","0","0","0","0","0","0","0","0","0","0","0"
"10007761","Courtauld Institute of Art","0","0","0","0","0","0","0","0","0","0","0","0"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10001726","Coventry University","0","390","250","0","20","5","195","235","250","160","580","2,095"
"10007822","Cranfield University","0","0","25","0","0","0","0","0","0","0","0","25"
"10006427","University for the Creative Arts","0","0","0","0","0","0","0","0","0","0","0","0"
"10007842","University of Cumbria","0","55","0","0","0","0","0","0","65","20","360","500"
"10026767","Dartington Hall Trust (The)","0","0","0","0","0","0","15","0","0","0","0","15"
"10015688","David Game College Ltd","0","0","0","0","0","0","0","180","0","0","0","180"
"10001883","De Montfort University","0","325","225","0","0","0","195","165","735","0","460","2,100"
"10007851","University of Derby","5","520","5","0","0","0","65","10","180","215","1,065","2,060"
"10007852","The University of Dundee","0","0","25","0","0","0","165","195","240","0","0","625"
"10007143","University of Durham","310","600","0","430","0","0","740","620","35","0","0","2,735"
"10067355","Dyson Technical Training Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007789","The University of East Anglia","50","160","65","20","305","15","625","375","390","0","495","2,500"
"10007144","The University of East London","10","240","25","0","40","0","45","60","240","240","10","910"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","0","0","0","0","0","0"
"10007823","Edge Hill University","30","540","110","0","0","0","0","30","170","185","100","1,160"
"10007772","Edinburgh Napier University","200","375","0","0","0","0","0","0","45","0","110","730"
"10007790","The University of Edinburgh","95","665","330","445","160","15","1,130","1,320","185","0","125","4,470"
"10022047","Empire College London Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","0","0","0"
"10007791","The University of Essex","140","565","30","5","0","0","840","555","250","505","95","2,990"
"10008173","University College of Estate Management","0","0","0","0","0","0","0","0","0","0","0","0"
"10002313","ESCP Europe Business School","0","0","0","0","0","0","0","0","0","0","0","0"
"10007792","The University of Exeter","0","410","0","135","0","0","1,760","1,475","0","0","0","3,780"
"10008640","Falmouth University","0","0","0","0","0","0","0","0","0","0","0","0"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","0","0","0"
"10022087","Futureworks","0","0","0","0","0","0","0","0","0","0","0","0"
"10042500","Global Banking School Limited","0","0","0","0","0","0","0","0","0","0","325","325"
"10007762","Glasgow Caledonian University","735","90","0","0","0","0","75","0","355","0","675","1,935"
"10002681","Glasgow School of Art","40","0","0","0","0","0","0","0","0","0","0","40"
"10007794","The University of Glasgow","60","575","395","0","85","50","1,065","1,085","95","0","50","3,460"
"10007145","University of Gloucestershire","0","285","90","0","0","0","0","20","305","0","95","795"
"10002718","Goldsmiths College","35","270","5","210","0","10","180","205","255","0","0","1,170"
"10030408","Gower College Swansea","0","0","0","0","0","0","0","0","0","0","0","0"
"10007146","The University of Greenwich","0","850","0","0","10","0","450","175","155","0","5","1,645"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","0","0","0","0"
"10040812","Harper Adams University","0","0","0","0","0","0","0","0","0","0","0","0"
"10080811","Hartpury University","0","0","0","0","0","0","0","0","0","0","0","0"
"10007764","Heriot-Watt University","0","0","0","0","0","15","220","0","0","0","0","240"
"10007147","University of Hertfordshire","5","135","65","0","0","0","110","130","295","0","660","1,400"
"10007148","The University of Huddersfield","0","345","25","0","0","0","120","5","220","145","160","1,020"
"10007149","The University of Hull","0","500","40","0","0","0","75","310","290","75","890","2,180"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","0","165","165"
"10003270","Imperial College of Science, Technology and Medicine","0","0","0","0","0","0","0","0","0","0","0","0"
"10003284","Inchbald School of Design Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10057622","The School of Information Risk Management","0","0","0","0","0","0","0","0","0","0","0","0"
"10013220","Institute of Art - London Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0","0","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","0","0","0","0","0","0","0","0"
"10027603","International College of Musical Theatre","0","0","0","0","0","0","0","0","0","0","0","0"
"10082728","INTO University Partnerships Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0"
"10067601","JSA Education Group Ltd.","0","0","0","0","0","0","0","0","0","0","0","0"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","0","0","10","10","0","0","0","20"
"10021682","Kaplan Open Learning (Essex) Limited","0","105","0","0","0","0","0","0","0","0","215","320"
"10007767","Keele University","5","330","30","0","0","0","100","165","150","0","35","815"
"10007150","The University of Kent","95","605","65","165","0","25","890","530","355","0","115","2,850"
"10003645","King's College London","350","15","570","0","465","25","1,475","3,260","0","25","105","6,295"
"10003678","Kingston University","0","330","0","0","0","0","240","35","480","0","0","1,090"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007768","The University of Lancaster","15","420","80","0","0","95","770","575","1,125","0","75","3,150"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","0","0","0","0"
"10003861","Leeds Beckett University","0","985","50","0","40","5","280","310","360","175","125","2,330"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10034449","Leeds Conservatoire","0","0","0","0","0","0","0","0","0","0","0","0"
"10007795","The University of Leeds","65","800","390","0","245","190","1,260","1,095","105","105","80","4,335"
"10003863","Leeds Trinity University","0","265","65","0","0","0","0","0","25","95","3,145","3,595"
"10082828","College of Legal Practice Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007796","The University of Leicester","0","735","65","0","0","0","745","490","0","0","140","2,175"
"10089591","LIBF Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007151","The University of Lincoln","40","640","70","0","0","0","165","310","225","0","310","1,765"
"10036456","Academy of Live Technology Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10003956","Liverpool Hope University","0","420","30","0","0","0","30","90","210","65","110","950"
"10003957","Liverpool John Moores University","15","2,630","25","175","0","0","0","165","105","110","115","3,340"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0","0","0","0","0"
"10006842","The University of Liverpool","5","730","20","0","0","0","1,000","680","0","0","5","2,440"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","0","0","0","0","0","30","75","105"
"10007162","University of the Arts, London","0","0","0","0","0","25","0","20","0","0","0","45"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10007797","University of London (Institutes and activities)","25","0","20","0","5","0","110","105","0","0","5","270"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10004036","London Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10015506","The London College","0","0","0","0","0","0","0","0","0","0","0","0"
"10004048","London Metropolitan University","5","380","50","0","0","0","65","210","295","185","1,800","2,985"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10004078","London South Bank University","0","260","0","0","0","0","130","75","205","0","60","730"
"10004063","London School of Economics and Political Science","115","650","680","300","160","0","2,045","1,860","90","0","0","5,905"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0","30","0","0","0","0","30"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","0","0","150","150"
"10004075","London School of Theology","0","0","0","0","0","0","0","0","0","0","0","0"
"10004079","London Studio Centre","0","0","0","0","0","0","0","0","0","0","0","0"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10067623","The London Interdisciplinary School Ltd","30","0","0","0","0","0","0","0","0","0","0","30"
"10004113","Loughborough University","5","460","15","0","5","5","1,085","505","0","0","0","2,075"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0"
"10042679","International Business College Manchester Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","0","1,540","10","0","0","0","445","470","605","0","230","3,300"
"10007798","The University of Manchester","25","1,135","185","295","255","80","1,875","1,355","80","0","290","5,575"
"10009527","Istituto Marangoni Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0"
"10030776","St Mellitus College","0","0","0","0","0","0","0","0","0","0","0","0"
"10004320","The Metanoia Institute","0","0","0","0","0","0","0","0","0","0","0","0"
"10004351","Middlesex University","0","320","25","0","15","0","100","70","690","120","35","1,370"
"10032277","The Minster Centre","0","0","0","0","0","0","0","0","0","0","0","0"
"10049370","MLA College","0","0","0","0","0","0","0","0","0","0","0","0"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","0"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","0","0","125","125"
"10023454","Moorlands College","0","0","0","0","0","0","0","0","10","0","0","10"
"10055902","Multiverse","0","0","0","0","0","0","0","0","0","0","0","0"
"10001444","National Centre for Circus Arts","0","0","0","0","0","0","0","0","0","0","0","0"
"10000216","All Nations Christian College","0","0","0","0","0","0","0","0","0","0","0","0"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","5","0","0","5"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10023456","Newbold College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007799","Newcastle University","85","315","30","0","0","0","810","690","0","0","0","1,925"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","0","0","0","0","0","0","0","0","0"
"10048199","Northeastern University London","0","0","0","0","0","0","35","70","0","0","0","105"
"10008397","Norland College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007138","The University of Northampton","0","275","355","0","0","0","50","65","220","135","230","1,330"
"10009614","Grŵp NPTC Group","0","0","0","0","0","0","0","30","0","0","0","30"
"10008816","Northern School of Contemporary Dance","0","0","0","0","0","0","0","0","0","0","0","0"
"10004740","Northern College of Acupuncture","0","0","0","0","0","0","0","0","0","0","0","0"
"10001282","University of Northumbria at Newcastle","110","1,785","5","0","25","0","270","245","420","165","320","3,355"
"10004775","Norwich University of the Arts","0","0","0","0","0","0","0","0","0","0","0","0"
"10007154","University of Nottingham","10","700","140","0","0","25","1,235","900","135","0","5","3,150"
"10004797","The Nottingham Trent University","165","1,275","360","0","0","30","810","440","260","360","280","3,985"
"10007773","The Open University","1,155","3,455","85","0","45","0","760","975","1,445","2,725","3,135","13,785"
"10004930","Oxford Brookes University","5","405","15","90","0","0","145","265","260","90","3,845","5,115"
"10007774","The University of Oxford","70","270","295","270","55","0","815","765","35","0","0","2,565"
"10066143","Paris Dauphine International","0","0","0","0","0","0","55","0","0","0","0","55"
"10083464","Peking University HSBC Business School UK Campus","0","0","0","0","0","0","0","0","0","0","0","0"
"10004028","The Place, London Contemporary Dance School (LCDS)","0","0","0","0","0","0","0","0","0","0","0","0"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","0","0","0","0"
"10007801","University of Plymouth","5","575","100","55","0","0","95","140","130","90","40","1,225"
"10019178","Point Blank Music School","0","0","0","0","0","0","0","0","0","0","0","0"
"10007155","The University of Portsmouth","10","1,485","365","0","50","0","290","375","575","155","0","3,310"
"10083476","The Prince's Foundation","0","0","0","0","0","0","0","0","0","0","0","0"
"10005337","Queen Margaret University, Edinburgh","0","165","115","0","0","0","0","0","0","0","0","280"
"10007775","Queen Mary University of London","15","40","0","0","0","5","1,830","1,410","0","0","0","3,300"
"10025197","University Centre Quayside Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","0","0","0","0","0","0","0","0"
"10005544","Royal Academy of Dance","0","0","0","0","0","0","0","0","0","0","0","0"
"10005378","Rambert School","0","0","0","0","0","0","0","0","0","0","0","0"
"10005389","Ravensbourne University London","0","0","0","0","0","0","0","0","0","0","0","0"
"10005470","Richmond, The American International University in London","0","0","0","0","0","0","20","85","0","0","0","105"
"10007802","The University of Reading","0","45","10","15","100","0","615","895","0","0","0","1,680"
"10086591","Regent's University London Limited","0","0","0","0","0","0","0","40","0","0","0","40"
"10021100","Regents Theological College","0","0","0","0","0","0","0","0","0","0","0","0"
"10023871","Results Consortium Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10008455","Regent College London","0","0","0","0","0","0","0","0","0","0","750","750"
"10005500","Robert Gordon University","225","5","0","0","0","0","0","0","500","0","130","860"
"10007776","Roehampton University","0","190","85","15","0","5","90","55","0","175","105","715"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","0","0","0","0","0","0","0","0"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","0","0","0","0"
"10005545","Royal Agricultural University","0","0","0","0","0","0","0","0","0","0","0","0"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","0","0","0","0"
"10007778","Royal College of Music","0","0","0","0","0","0","0","0","0","0","0","0"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","0","0","0","0"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","0","0","0","0"
"10005553","Royal Holloway and Bedford New College","95","380","5","0","0","0","690","490","170","0","5","1,840"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","0","0","0","0"
"10007779","The Royal Veterinary College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007803","The University of St. Andrews","0","15","0","245","0","5","670","960","0","0","0","1,900"
"10007839","SAE Education Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007782","St George's, University of London","0","0","0","0","25","0","0","0","0","0","180","205"
"10008026","St Mary's University College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007843","St Mary's University, Twickenham","0","115","25","0","0","0","0","30","0","15","0","185"
"10007156","The University of Salford","0","470","115","0","0","0","5","125","380","0","10","1,110"
"10021256","The Salvation Army","0","0","0","0","0","0","0","0","0","0","0","0"
"10008362","London School of Science and Technology Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007780","SOAS University of London","0","45","65","370","565","0","585","995","0","0","0","2,625"
"10005700","SRUC","0","0","0","0","0","0","0","0","0","0","0","0"
"10005790","Sheffield Hallam University","65","995","295","0","0","0","335","85","650","195","280","2,905"
"10007157","The University of Sheffield","135","730","160","5","40","0","1,025","855","165","165","65","3,345"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10006022","Solent University","0","205","35","0","0","5","0","0","120","0","100","470"
"10007158","The University of Southampton","5","330","10","25","15","10","855","600","0","0","55","1,905"
"10088214","S P Jain London School of Management Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10006093","Spurgeon's College","0","0","0","0","0","0","0","0","0","0","0","0"
"10006299","Staffordshire University","160","145","50","0","0","0","0","285","385","35","235","1,295"
"10008098","Study Group","330","0","0","0","20","0","60","90","0","0","0","500"
"10007804","The University of Stirling","60","510","110","0","0","0","180","295","170","270","25","1,615"
"10037449","University of St Mark and St John","0","65","25","0","0","0","0","0","45","5","50","195"
"10090767","St Padarn's Institute","0","0","0","0","0","0","0","0","0","0","0","0"
"10008010","Stranmillis University College","0","0","0","0","0","0","0","0","0","415","50","465"
"10022944","Stratford College London","0","0","0","0","0","0","0","0","0","0","0","0"
"10007805","The University of Strathclyde","210","30","305","0","0","0","380","465","320","310","5","2,025"
"10014001","University of Suffolk","5","110","200","0","0","0","0","0","90","145","170","725"
"10007159","The University of Sunderland","20","220","20","0","0","0","0","0","340","145","625","1,370"
"10007160","The University of Surrey","0","465","15","0","10","10","705","265","0","0","10","1,475"
"10007806","The University of Sussex","175","615","365","185","650","35","685","750","170","90","0","3,720"
"10007855","Swansea University","40","630","65","0","0","0","370","330","120","105","635","2,290"
"10083403","The Engineering and Design Institute London","0","0","0","0","0","0","0","0","0","0","0","0"
"10007161","Teesside University","15","300","0","0","0","0","20","210","740","5","355","1,655"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","0","0","0","0","0","0","0","0"
"10007858","University of Wales Trinity Saint David","0","0","70","50","0","0","0","0","45","45","2,725","2,940"
"10068157","University Centre Peterborough","0","15","5","0","0","0","0","0","0","5","0","20"
"10007114","University of the Highlands and Islands","290","195","0","0","0","80","0","10","10","860","470","1,910"
"10007807","Ulster University","165","930","125","0","0","0","260","190","855","0","210","2,730"
"10039956","The University of Law","0","290","0","0","0","0","0","45","0","0","0","335"
"10024766","Union Foundation","0","0","0","0","0","0","0","0","0","0","0","0"
"10007784","University College London","235","770","540","635","225","80","2,115","1,015","0","15","20","5,645"
"10007793","University of South Wales","70","220","190","0","0","0","0","15","220","195","315","1,225"
"10029843","Waltham International College Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007163","The University of Warwick","240","515","15","0","0","0","2,300","1,395","170","5","0","4,645"
"10007361","Waverley Abbey College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007164","University of the West of England, Bristol","35","1,705","0","0","0","0","370","235","195","0","2,635","5,170"
"10007800","The University of the West of Scotland","265","65","435","0","0","0","0","60","335","575","450","2,175"
"10032288","West Dean College","0","0","0","0","0","0","0","0","0","0","0","0"
"10006566","The University of West London","0","200","25","0","0","0","55","85","145","15","5","530"
"10007165","The University of Westminster","0","505","0","0","5","5","305","470","0","0","0","1,285"
"10003614","The University of Winchester","0","550","0","40","5","0","35","80","300","90","230","1,325"
"10007166","The University of Wolverhampton","25","190","80","0","0","0","30","30","325","220","885","1,780"
"10007139","University of Worcester","65","250","0","0","0","0","0","0","205","105","260","880"
"10007833","Wrexham University","55","115","65","10","0","0","0","5","150","40","365","805"
"10007657","Writtle University College","0","0","0","0","0","0","0","0","0","0","45","45"
"10007713","York St John University","5","340","0","0","0","0","50","125","0","90","255","870"
"10007167","The University of York","40","700","350","0","15","0","740","1,025","135","0","15","3,015"
"","Total","10,385","59,540","11,950","5,165","4,515","945","51,980","46,825","26,715","12,515","49,320","279,860"
