﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2014/15 
Search:,


"UKPRN","HE Provider","Antrim and Newtownabbey","Armagh, Banbridge and Craigavon","Belfast","Causeway Coast and Glens","Derry and Strabane","Fermanagh and Omagh","Lisburn and Castlereagh","Mid Ulster","Mid and East Antrim","North Down and Ards","Newry, Mourne and Down","Northern Ireland (district council area unknown)","Total Northern Ireland","Total"
"10008229","EThames Graduate School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","580"
"10007792","The University of Exeter","5","10","25","10","5","0","10","5","5","15","10","0","105","15,330"
"10008640","Falmouth University","0","0","5","0","0","0","5","0","0","5","5","0","20","3,975"
"10033187","Fairfield School of Business Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","585"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","0","0","0","0","165"
"10038763","ForMission Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","150"
"10022087","Futureworks","0","0","0","0","0","0","0","0","0","0","0","0","0","175"
"10007762","Glasgow Caledonian University","15","15","15","20","25","20","10","10","20","25","15","0","185","14,680"
"10002681","Glasgow School of Art","5","5","10","0","5","0","5","0","0","5","0","0","35","1,340"
"10007794","The University of Glasgow","45","60","140","55","70","45","105","30","50","85","60","0","745","19,480"
"10007145","University of Gloucestershire","5","15","10","0","5","5","10","0","5","10","10","0","80","7,475"
"10002718","Goldsmiths College","5","0","5","0","5","0","5","0","0","0","5","0","25","6,050"
"10002735","Grafton College","0","0","0","0","0","0","0","0","0","0","0","0","0","845"
"10007146","The University of Greenwich","5","5","10","5","15","5","5","5","5","10","5","0","70","17,045"
"10007937","GSM London","0","0","0","0","0","0","0","0","0","0","0","0","0","7,050"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","0","0","0","0","10","615"
"10040812","Harper Adams University","10","30","10","20","15","25","10","20","10","20","20","0","190","4,825"
"10007764","Heriot-Watt University","15","35","45","25","35","20","40","15","15","55","35","5","340","7,015"
"10007147","University of Hertfordshire","5","15","5","0","5","5","0","5","5","5","5","0","55","20,685"
"10007765","Heythrop College","0","0","0","0","0","0","0","0","0","0","0","0","5","625"
"10042194","Holborn College Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","350"
"10007148","The University of Huddersfield","5","5","0","5","5","10","5","5","5","5","5","0","50","16,400"
"10007149","The University of Hull","5","5","5","5","10","5","5","0","5","5","5","0","55","13,890"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","0","0","0","0","1,465"
"10003270","Imperial College of Science, Technology and Medicine","10","5","20","5","5","0","10","5","5","5","10","5","90","8,645"
"10007766","Institute of Education","5","0","5","0","0","0","0","0","0","0","0","0","15","4,815"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","0","0","0","0","0","0","0","0","5","525"
"10007767","Keele University","5","5","5","5","0","5","5","5","5","5","5","0","55","8,130"
"10003566","Kensington College of Business","0","0","0","0","0","0","0","0","0","0","0","0","0","270"
"10007150","The University of Kent","0","5","10","5","5","0","5","5","5","5","0","0","50","14,300"
"10003645","King's College London","5","10","25","5","5","5","20","5","10","10","10","0","110","20,355"
"10003678","Kingston University","5","5","15","10","5","0","10","5","5","10","15","0","70","17,860"
"10007768","The University of Lancaster","0","5","10","5","0","5","10","0","5","5","5","0","50","8,610"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","0","0","0","0","5","1,145"
"10003861","Leeds Beckett University","15","15","30","20","20","15","20","10","10","20","10","10","195","23,955"
"10007795","The University of Leeds","5","5","20","10","15","15","20","10","5","10","10","0","125","24,835"
"10003863","Leeds Trinity University","0","5","0","5","5","0","5","0","0","0","5","0","25","3,465"
"10007796","The University of Leicester","5","5","10","0","0","0","5","0","0","5","5","0","40","11,940"
"10007151","The University of Lincoln","0","5","5","5","5","0","5","0","0","5","5","0","30","11,565"
"10003956","Liverpool Hope University","30","50","60","50","70","60","20","40","25","15","85","0","500","5,330"
"10003957","Liverpool John Moores University","70","90","200","140","215","145","75","90","75","95","180","0","1,380","19,360"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0","0","5","0","0","10","550"
"10006842","The University of Liverpool","25","40","75","35","55","35","35","35","15","40","55","0","440","15,850"
"10007162","University of the Arts, London","5","10","10","0","5","5","0","5","0","5","5","0","50","9,635"
"10004060","London School of Business and Finance (UK) Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","2,685"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0","0","115"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","550"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","765"
"10018361","City of London College","0","0","0","0","0","0","0","0","0","0","0","0","0","825"
"10007797","University of London (Institutes and activities)","0","0","0","0","0","0","0","0","0","0","0","0","0","125"
"10004006","London Centre of Contemporary Music","0","0","0","0","0","0","0","0","0","0","0","0","0","130"
"10015506","The London College","0","0","0","0","0","0","0","0","0","0","0","0","0","745"
"10004048","London Metropolitan University","0","5","10","5","10","0","5","0","0","0","5","0","40","12,155"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","80"
"10004078","London South Bank University","0","5","0","5","5","0","5","0","5","5","0","0","35","15,875"
"10004063","London School of Economics and Political Science","5","5","5","0","0","5","0","0","5","0","0","0","30","3,545"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","640"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"10004075","London School of Theology","0","0","0","0","0","0","0","0","0","0","0","0","0","175"
"10004079","London Studio Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","270"
"10000939","West London College","0","0","0","0","0","0","0","0","0","0","0","0","0","35"
"10008289","The London Institute of Banking & Finance","0","0","0","0","0","0","0","0","0","0","0","0","5","995"
"10004113","Loughborough University","5","10","10","10","5","10","10","10","15","10","10","0","100","12,645"
"10004180","The Manchester Metropolitan University","20","25","70","35","90","50","35","15","15","20","30","0","405","29,205"
"10007798","The University of Manchester","25","30","90","30","45","35","40","30","25","40","35","0","420","26,380"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10030776","St Mellitus College","0","0","0","0","0","0","0","0","0","0","0","0","0","265"
"10004351","Middlesex University","5","0","5","5","0","0","0","0","0","5","0","0","30","13,175"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","290"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","655"
"10023454","Moorlands College","0","0","0","0","0","0","0","0","0","0","0","0","0","190"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","65"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","1,005"
"10007799","Newcastle University","35","30","85","50","50","30","55","15","35","55","35","0","470","16,495"
"10008397","Norland College","0","0","0","0","0","0","0","0","0","0","0","0","0","135"
"10007138","The University of Northampton","0","0","5","5","5","0","5","0","5","5","5","0","40","11,775"
"10004740","Northern College of Acupuncture","0","0","0","0","0","0","0","0","0","0","0","0","0","95"
"10001282","University of Northumbria at Newcastle","55","50","115","90","100","90","85","20","70","85","50","0","815","23,755"
"10004775","Norwich University of the Arts","0","0","0","0","0","0","0","0","0","0","0","0","5","1,780"
"10007154","University of Nottingham","5","15","20","10","10","10","20","5","10","15","10","0","130","24,660"
"10004797","The Nottingham Trent University","5","10","15","10","5","5","15","5","5","10","5","0","95","23,440"
"10007773","The Open University","310","405","885","215","280","165","365","185","270","415","305","5","3,800","132,045"
"10004930","Oxford Brookes University","5","0","15","10","5","5","10","5","0","10","5","0","70","14,205"
"10007774","The University of Oxford","5","10","30","10","15","10","20","10","0","15","10","0","140","18,660"
"10006243","St Patrick's International College","0","0","0","0","0","0","0","0","0","0","0","0","0","3,680"
"10005127","Arts University Plymouth","0","0","0","0","5","0","0","0","0","0","0","0","10","950"
"10007801","University of Plymouth","10","15","5","5","10","5","15","0","5","10","5","0","90","23,395"
"10007155","The University of Portsmouth","0","10","5","5","5","0","5","0","5","5","5","0","50","17,725"
"10005337","Queen Margaret University, Edinburgh","20","25","10","15","25","20","15","10","15","10","20","0","190","4,165"
"10007775","Queen Mary University of London","10","5","15","5","5","5","5","5","5","5","5","0","65","10,690"
"10005544","Royal Academy of Dance","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10005389","Ravensbourne University London","0","0","0","15","0","0","0","0","5","5","0","0","25","1,890"
"10005470","Richmond, The American International University in London","0","0","0","0","0","0","0","0","0","0","0","0","0","310"
"10007802","The University of Reading","5","5","10","5","5","5","10","5","10","5","0","0","55","10,475"
"10003331","Regent's University London","0","0","0","0","0","0","0","0","0","0","0","0","0","510"
"10021100","Regents Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","160"
"10008455","Regent College London","0","0","0","0","0","0","0","0","0","0","0","0","0","550"
"10005500","Robert Gordon University","0","15","15","10","10","5","10","5","5","10","10","0","100","10,510"
"10007776","Roehampton University","0","5","5","0","0","0","0","0","0","0","0","0","15","6,745"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","0","0","0","0","0","0","0","0","5","690"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","0","0","0","0","10","410"
"10005545","Royal Agricultural University","0","0","0","0","0","0","0","0","0","0","0","0","5","1,025"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","0","0","0","0","5","620"
"10007778","Royal College of Music","0","0","0","0","0","0","0","0","0","0","0","0","0","425"
"10005561","Royal Conservatoire of Scotland","5","0","5","0","5","0","0","5","0","0","0","0","25","730"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","0","0","0","0","10","760"
"10005553","Royal Holloway and Bedford New College","0","0","0","0","0","0","0","5","0","5","0","0","15","6,775"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","0","0","5","0","10","600"
"10007779","The Royal Veterinary College","0","5","5","0","0","5","5","0","5","0","5","0","30","1,850"
"10007803","The University of St. Andrews","20","15","30","10","5","5","25","5","10","30","10","0","175","5,635"
"10007839","SAE Education Limited","0","0","0","0","0","0","0","0","0","0","0","0","5","780"
"10007782","St George's, University of London","5","0","10","0","5","0","0","0","0","0","0","0","25","5,125"
"10008026","St Mary's University College","50","95","210","70","65","95","55","170","25","25","215","55","1,135","1,135"
"10007843","St Mary's University, Twickenham","0","5","5","5","5","5","0","5","0","0","15","0","50","4,980"
"10007156","The University of Salford","5","15","20","5","25","10","10","15","5","10","15","0","130","15,775"
"10008362","London School of Science and Technology Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","1,530"
"10007780","SOAS University of London","0","0","5","0","0","0","0","0","0","0","0","0","5","3,025"
"10005700","SRUC","0","0","5","0","0","0","0","0","0","0","0","0","10","1,485"
"10005790","Sheffield Hallam University","5","5","10","5","0","5","10","5","0","5","5","0","55","28,115"
"10007157","The University of Sheffield","5","10","20","10","15","5","15","5","5","10","15","0","115","18,750"
"10005916","Slough Borough Council","0","0","0","0","0","0","0","0","0","0","0","0","0","75"
"10006022","Solent University","5","5","10","0","5","5","5","0","5","15","10","0","60","9,755"
"10007158","The University of Southampton","5","10","20","5","5","5","15","0","15","15","5","0","100","16,900"
"10006299","Staffordshire University","10","5","10","5","10","5","10","5","10","10","5","0","80","16,370"
"10007804","The University of Stirling","25","35","35","20","15","15","20","15","45","40","25","0","285","8,895"
"10037449","University of St Mark and St John","0","0","0","0","0","0","0","0","0","0","0","0","10","2,365"
"10008010","Stranmillis University College","95","200","190","95","90","125","135","135","100","150","160","45","1,525","1,525"
"10022944","Stratford College London","0","0","0","0","0","0","0","0","0","0","0","0","0","245"
"10007805","The University of Strathclyde","15","10","25","15","10","10","15","5","15","25","5","0","155","17,390"
"10014001","University of Suffolk","0","0","0","0","0","0","0","0","0","0","5","0","5","4,950"
"10007159","The University of Sunderland","5","10","10","5","5","5","5","0","10","5","5","0","60","9,490"
"10007160","The University of Surrey","0","5","5","0","0","5","5","0","0","10","0","0","40","10,230"
"10007806","The University of Sussex","5","5","10","5","5","0","5","0","0","0","5","0","35","9,330"
"10007855","Swansea University","5","0","5","5","5","5","0","5","5","5","5","0","45","13,225"
"10032299","Tech Music Schools","0","0","0","0","0","0","0","0","0","0","0","0","5","855"
"10007161","Teesside University","5","10","10","20","20","5","0","0","10","15","10","0","115","16,870"
"10037822","Tottenham Hotspur Foundation","0","0","0","0","0","0","0","0","0","0","0","0","0","90"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","5","0","0","0","0","0","0","0","10","720"
"10007858","University of Wales Trinity Saint David","5","5","15","5","5","0","0","0","0","5","0","0","35","9,520"
"10007114","University of the Highlands and Islands","0","0","0","0","0","0","0","0","0","0","0","0","15","7,610"
"10007807","Ulster University","1,620","2,170","3,470","1,975","2,560","1,460","1,375","2,015","1,615","1,175","2,090","5","21,535","23,195"
"10039956","The University of Law","0","0","0","0","0","0","0","0","0","0","0","0","0","435"
"10007784","University College London","5","15","25","5","10","15","5","5","10","10","20","0","125","17,255"
"10007793","University of South Wales","10","10","20","5","5","5","10","5","5","10","5","0","85","24,225"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007163","The University of Warwick","5","5","20","5","5","5","10","0","5","10","5","0","75","16,260"
"10007164","University of the West of England, Bristol","5","10","10","5","10","5","15","0","5","10","5","0","75","23,250"
"10007800","The University of the West of Scotland","10","5","5","5","10","0","5","5","5","10","5","0","65","13,800"
"10006566","The University of West London","5","5","5","0","0","0","5","5","0","5","5","0","35","8,595"
"10007165","The University of Westminster","5","0","5","0","5","0","5","0","5","5","5","0","35","14,370"
"10003614","The University of Winchester","0","0","5","0","0","0","0","0","5","0","0","0","15","7,015"
"10023290","West London College of Business and Management Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","1,060"
"10007166","The University of Wolverhampton","5","0","5","5","5","5","5","0","5","0","5","0","35","17,395"
"10007139","University of Worcester","0","0","5","0","0","5","5","0","0","5","0","0","20","9,560"
"10007833","Wrexham University","0","0","0","0","0","0","0","0","0","5","0","0","20","5,080"
"10007657","Writtle University College","0","0","0","0","0","0","0","0","0","0","0","0","5","675"
"10007713","York St John University","0","5","0","5","5","5","0","0","5","0","0","0","25","5,950"
"10007167","The University of York","5","15","15","10","10","10","10","5","5","10","5","0","95","13,150"
"","Total","4,560","6,595","11,660","4,725","5,830","4,205","5,465","4,785","4,350","5,215","6,375","260","64,020","1,873,295"
