﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2018/19 
Search:,


"UKPRN","HE Provider","Abertawe - Swansea","Blaenau Gwent - Blaenau Gwent","Bro Morgannwg - The Vale of Glamorgan","Caerdydd - Cardiff","Caerffili - Caerphilly","Casnewydd - Newport","Castell-Nedd Port Talbot - Neath Port Talbot","Conwy - Conwy","Gwynedd - Gwynedd","Merthyr Tudful - Merthyr Tydfil","Pen-Y-Bont Ar Ogwr - Bridgend","Powys - Powys","Rhondda, Cynon, Taff - Rhondda, Cynon, Taff","Sir Benfro - Pembrokeshire","Sir Ceredigion - Ceredigion","Sir Ddinbych - Denbighshire","Sir Fynwy - Monmouthshire","Sir Gaerfyrddin - Carmarthenshire","Sir Y Fflint - Flintshire","Sir Ynys Môn - Isle of Anglesey","Tor-Faen - Torfaen","Wrecsam - Wrexham","Wales (unitary authority unknown)","Total Wales","Total"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","385"
"10038763","ForMission Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","180"
"10022087","Futureworks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","10","460"
"10007762","Glasgow Caledonian University","5","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","14,755"
"10002681","Glasgow School of Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","1,480"
"10007794","The University of Glasgow","5","0","5","15","5","5","0","5","10","0","5","5","5","5","0","5","10","5","5","0","0","5","0","90","21,120"
"10007145","University of Gloucestershire","30","10","30","75","40","65","25","5","5","10","45","25","45","40","10","5","60","20","10","5","30","5","0","590","7,750"
"10002718","Goldsmiths College","5","0","5","15","0","0","5","5","0","0","0","10","0","0","5","5","5","0","0","5","5","0","0","75","7,580"
"10030408","Gower College Swansea","65","0","0","0","0","0","20","0","0","5","5","5","0","10","0","0","0","25","0","0","0","0","0","130","130"
"10007146","The University of Greenwich","10","0","5","10","0","10","0","5","5","5","5","0","5","0","0","0","5","0","0","0","0","0","0","70","14,540"
"10007937","GSM London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,610"
"10007825","Guildhall School of Music and Drama","0","0","0","5","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","20","725"
"10040812","Harper Adams University","0","0","10","10","5","5","5","25","25","0","5","80","0","40","30","25","15","40","15","15","5","25","0","380","5,115"
"10080811","Hartpury University","10","0","10","15","10","15","5","5","5","0","10","10","10","15","5","0","10","15","0","0","5","5","0","165","1,670"
"10007764","Heriot-Watt University","0","0","5","5","0","5","0","5","5","0","5","0","0","0","0","0","0","5","5","0","5","5","0","55","7,775"
"10007147","University of Hertfordshire","5","0","5","30","5","5","5","0","0","0","5","10","5","5","0","5","5","5","5","0","5","5","0","100","19,730"
"10007148","The University of Huddersfield","5","0","0","5","0","0","0","15","5","0","0","5","5","0","0","15","0","5","20","5","0","10","0","105","14,115"
"10007149","The University of Hull","5","0","0","5","5","5","0","5","5","0","0","5","10","5","0","5","5","0","10","0","0","5","0","75","13,855"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,485"
"10003270","Imperial College of Science, Technology and Medicine","25","0","20","55","10","15","5","5","10","0","10","5","10","15","5","5","15","10","5","0","0","5","5","230","9,040"
"10004023","London College of International Business Studies Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","675"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1,115"
"10007767","Keele University","15","0","15","15","5","10","5","25","10","0","10","10","5","10","5","25","10","15","25","10","5","25","0","250","9,950"
"10003566","Kensington College of Business","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","495"
"10007150","The University of Kent","15","0","5","15","5","10","0","5","5","0","5","5","5","0","0","0","5","10","5","0","5","5","0","110","15,075"
"10003645","King's College London","30","0","15","55","10","20","5","5","10","0","10","10","10","15","5","5","15","25","5","0","5","5","0","275","20,510"
"10008325","KLC School of Design","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170"
"10003678","Kingston University","10","0","15","30","5","5","5","0","0","0","5","5","5","5","0","5","0","5","5","0","0","5","0","120","13,495"
"10009285","Kogan Academy of Dramatic Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007768","The University of Lancaster","10","0","10","15","10","15","0","40","25","0","10","15","5","10","10","35","5","10","60","10","0","55","0","340","9,770"
"10066551","LCCM AU UK Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","195"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","5","5","0","0","5","0","0","0","0","0","0","5","5","0","5","0","35","1,680"
"10003861","Leeds Beckett University","5","5","5","15","5","5","5","25","5","0","5","5","10","5","5","30","10","10","45","15","0","35","0","255","21,890"
"10034449","Leeds Conservatoire","0","0","0","5","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","20","1,090"
"10007795","The University of Leeds","15","5","30","40","10","10","0","40","20","0","10","20","10","15","15","35","20","15","50","15","5","60","0","435","27,020"
"10003863","Leeds Trinity University","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","25","3,365"
"10007796","The University of Leicester","5","0","10","35","10","20","5","5","5","5","20","15","15","10","10","10","10","15","10","0","5","10","0","230","12,870"
"10007151","The University of Lincoln","5","0","5","10","5","5","5","10","5","5","5","10","5","5","0","10","5","5","10","5","0","20","0","135","14,800"
"10003956","Liverpool Hope University","0","0","5","5","0","5","0","20","15","0","0","10","5","0","5","20","0","5","25","0","0","25","0","155","4,920"
"10003957","Liverpool John Moores University","5","0","5","20","10","10","5","235","205","5","5","70","5","5","15","195","5","10","305","115","0","230","0","1,460","22,255"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","0","0","0","5","5","5","0","0","0","0","0","0","0","0","5","5","5","0","5","0","35","635"
"10006842","The University of Liverpool","45","5","35","70","25","30","10","105","70","0","20","60","25","15","30","100","20","25","160","45","10","115","0","1,025","20,980"
"10003958","Liverpool School of Tropical Medicine","0","0","0","5","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","15","245"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","5","0","5","635","250","0","0","0","0","0","0","290","0","0","55","120","0","30","0","1,395","1,410"
"10007162","University of the Arts, London","10","0","10","15","0","10","5","5","10","0","5","10","5","10","5","5","5","10","5","5","0","5","0","135","9,400"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","885"
"10007797","University of London (Institutes and activities)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","150"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10015506","The London College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","975"
"10004048","London Metropolitan University","0","0","0","15","0","5","0","0","5","0","5","0","0","0","0","0","0","0","0","0","5","0","0","45","8,135"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120"
"10004078","London South Bank University","5","5","5","20","0","5","0","0","0","0","0","5","5","5","0","0","0","5","0","0","5","0","0","70","15,545"
"10004063","London School of Economics and Political Science","5","0","5","15","5","5","0","0","0","0","5","5","0","0","5","0","5","5","0","0","0","0","0","65","3,855"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","565"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","375"
"10004075","London School of Theology","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","285"
"10004079","London Studio Centre","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","270"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60"
"10008289","The London Institute of Banking & Finance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","220"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10004113","Loughborough University","30","0","30","40","15","15","10","30","15","0","10","25","20","20","10","10","25","15","25","10","15","15","0","380","13,880"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","105"
"10004180","The Manchester Metropolitan University","15","5","10","40","10","10","5","120","50","0","10","65","15","5","20","85","15","15","140","30","5","120","0","790","30,450"
"10007798","The University of Manchester","35","5","55","120","20","25","10","85","45","0","15","40","25","20","25","70","40","35","90","45","10","55","0","855","25,810"
"10009527","Istituto Marangoni Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85"
"10030776","St Mellitus College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","555"
"10004320","The Metanoia Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","345"
"10004351","Middlesex University","10","0","0","20","5","5","5","5","0","0","0","5","5","5","0","0","5","0","5","0","5","5","0","85","15,050"
"10004365","Millennium Performing Arts Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","95"
"10032277","The Minster Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140"
"10004450","Mountview Academy of Theatre Arts","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","340"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,010"
"10023454","Moorlands College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","270"
"10000216","All Nations Christian College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160"
"10030129","Nelson College London Ltd","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1,025"
"10023456","Newbold College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55"
"10007799","Newcastle University","10","0","15","20","5","5","5","20","10","0","0","10","5","10","5","25","15","0","25","10","0","30","0","230","20,335"
"10045289","St Nicholas Montessori Training Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
"10048199","Northeastern University London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110"
"10008397","Norland College","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","270"
"10007138","The University of Northampton","5","0","5","10","0","10","0","0","0","0","0","10","0","5","0","0","5","10","10","5","0","0","0","95","10,330"
"10009614","Grŵp NPTC Group","20","0","0","0","0","0","100","0","0","0","10","20","5","0","0","0","0","0","0","0","0","0","0","160","165"
"10004740","Northern College of Acupuncture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155"
"10001282","University of Northumbria at Newcastle","5","0","5","15","5","0","0","15","5","0","0","5","5","0","5","0","5","5","15","5","0","5","0","100","22,350"
"10004775","Norwich University of the Arts","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","2,135"
"10007154","University of Nottingham","20","0","20","70","15","30","5","20","15","5","15","25","10","15","15","20","25","30","40","10","15","15","0","435","25,370"
"10004797","The Nottingham Trent University","20","0","20","45","10","10","10","20","10","0","15","15","10","10","5","5","15","15","35","5","5","25","0","315","28,475"
"10010227","Oak Hill College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130"
"10007773","The Open University","560","225","425","1,100","490","470","430","320","280","150","460","410","540","375","185","275","300","445","410","180","270","315","0","8,625","122,040"
"10023445","ICOM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
"10004930","Oxford Brookes University","20","5","30","45","15","25","10","5","5","5","15","35","10","20","10","5","20","10","15","5","5","20","0","330","13,920"
"10020439","Oxford Business College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60"
"10007774","The University of Oxford","30","0","35","85","10","10","5","10","15","0","20","15","20","10","15","10","35","20","15","5","5","20","0","405","16,890"
"10006243","St Patrick's International College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,850"
