﻿Title:,"Table 8 - HE academic staff by HE provider and highest qualification held"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE Provider","Doctorate","Other higher degree","Other postgraduate qualification","First degree","Other undergraduate qualification","Other","Unknown","Total academic staff"
"10007792","The University of Exeter","1,995","220","205","585","10","30","305","3,350"
"10008640","Falmouth University","55","135","60","65","10","10","5","345"
"10004511","The National Film and Television School","5","10","15","25","5","10","0","70"
"10022087","Futureworks","0","5","10","5","5","0","0","25"
"10007762","Glasgow Caledonian University","440","145","65","90","10","5","0","755"
"10002681","Glasgow School of Art","35","70","25","85","5","0","5","220"
"10007794","The University of Glasgow","3,090","245","55","955","30","505","35","4,905"
"10007145","University of Gloucestershire","240","190","110","55","15","5","0","625"
"10002718","Goldsmiths College","500","345","95","80","20","5","70","1,110"
"10007146","The University of Greenwich","565","230","45","55","5","0","70","970"
"10007825","Guildhall School of Music and Drama","50","210","190","230","55","50","0","785"
"10040812","Harper Adams University","90","35","30","40","15","5","25","230"
"10080811","Hartpury University","10","25","60","30","10","10","0","145"
"10007764","Heriot-Watt University","640","60","20","30","10","5","190","950"
"10007147","University of Hertfordshire","675","770","145","300","30","35","5","1,960"
"10007148","The University of Huddersfield","710","180","20","15","0","0","0","925"
"10007149","The University of Hull","610","95","125","65","15","10","5","925"
"10003239","ICON College of Technology and Management","5","5","5","0","0","0","0","15"
"10003270","Imperial College of Science, Technology and Medicine","3,250","525","130","270","10","15","325","4,530"
"10013220","Institute of Art - London Limited","15","5","0","0","0","0","0","20"
"10035638","Institute of Contemporary Music Performance","0","5","10","5","0","0","0","20"
"10082570","Kaplan International Colleges U.K. Limited","60","165","45","30","5","0","45","350"
"10021682","Kaplan Open Learning (Essex) Limited","10","0","5","0","0","0","0","20"
"10007767","Keele University","455","105","145","85","25","5","0","820"
"10007150","The University of Kent","875","380","45","135","20","10","15","1,475"
"10003645","King's College London","2,925","1,255","275","475","25","55","5","5,015"
"10003678","Kingston University","475","100","105","50","5","90","135","955"
"10003758","LAMDA Limited","0","15","10","15","5","5","5","55"
"10007768","The University of Lancaster","1,345","280","210","175","20","70","0","2,100"
"10003854","Leeds Arts University","25","90","30","30","5","0","0","185"
"10003861","Leeds Beckett University","545","280","225","100","15","5","0","1,170"
"10034449","Leeds Conservatoire","20","65","20","50","5","5","70","235"
"10007795","The University of Leeds","2,460","590","95","295","45","125","165","3,770"
"10003863","Leeds Trinity University","80","50","20","25","0","0","5","180"
"10007796","The University of Leicester","1,080","330","35","215","5","30","10","1,705"
"10007151","The University of Lincoln","665","400","115","170","30","25","5","1,415"
"10036456","Academy of Live Technology Ltd","0","5","5","0","0","0","0","10"
"10003956","Liverpool Hope University","210","45","15","10","0","0","0","285"
"10003957","Liverpool John Moores University","895","430","105","130","35","15","25","1,640"
"10003945","The Liverpool Institute for Performing Arts","5","30","5","35","5","10","5","95"
"10006842","The University of Liverpool","2,000","580","135","270","30","20","50","3,085"
"10003958","Liverpool School of Tropical Medicine","165","35","25","10","0","0","0","235"
"10007162","University of the Arts, London","220","305","555","205","65","35","930","2,315"
"10007769","London Business School","110","0","0","0","0","0","0","115"
"10007797","University of London (Institutes and activities)","80","10","5","0","0","0","0","95"
"10004036","London Film School Limited","0","15","5","5","5","0","0","35"
"10004048","London Metropolitan University","180","135","95","35","10","10","5","465"
"10004078","London South Bank University","290","270","230","60","25","20","265","1,160"
"10004063","London School of Economics and Political Science","905","465","50","140","0","5","215","1,780"
"10007771","London School of Hygiene and Tropical Medicine","615","245","150","20","5","5","15","1,055"
"10022285","London School of Management Education","5","0","10","0","0","0","0","15"
"10004075","London School of Theology","15","5","0","0","0","0","0","25"
"10062810","The London School of Architecture","0","0","5","0","0","0","0","5"
"10008289","The London Institute of Banking & Finance","0","10","5","0","0","0","0","15"
"10067623","The London Interdisciplinary School Ltd","5","5","0","0","0","0","0","10"
"10004113","Loughborough University","1,100","105","135","95","45","25","90","1,595"
"10009612","Luther King House Educational Trust","5","0","0","0","0","0","0","5"
"10004180","The Manchester Metropolitan University","1,040","475","410","250","55","80","30","2,345"
"10007798","The University of Manchester","3,885","635","210","250","60","20","0","5,060"
"10030776","St Mellitus College","25","5","0","15","0","0","0","40"
"10004320","The Metanoia Institute","25","25","25","5","0","0","0","80"
"10004351","Middlesex University","480","180","160","135","15","5","0","980"
"10023777","Mont Rose College of Management and Sciences","10","15","5","5","0","0","0","30"
"10023454","Moorlands College","10","10","5","5","0","0","0","30"
"10004538","Nazarene Theological College","15","0","0","0","0","0","0","15"
"10030129","Nelson College London Ltd","0","0","5","0","0","0","0","5"
"10007799","Newcastle University","2,030","350","60","300","20","225","25","3,010"
"10067406","New Model Institute for Technology and Engineering (NMITE)","5","0","0","5","0","0","0","10"
"10048199","Northeastern University London","55","5","5","0","0","0","0","65"
"10007138","The University of Northampton","255","255","100","110","30","10","5","765"
"10001282","University of Northumbria at Newcastle","1,150","275","50","160","15","20","25","1,695"
"10004775","Norwich University of the Arts","20","70","55","70","5","0","0","225"
"10007154","University of Nottingham","2,765","395","70","230","5","15","10","3,495"
"10004797","The Nottingham Trent University","920","640","355","380","20","35","70","2,415"
"10007773","The Open University","2,455","1,815","415","325","60","0","35","5,105"
"10004930","Oxford Brookes University","560","310","245","200","35","50","85","1,480"
"10007774","The University of Oxford","5,480","950","90","390","25","15","30","6,980"
"10005127","Arts University Plymouth","10","60","30","30","0","0","0","130"
"10007801","University of Plymouth","775","245","225","185","40","5","90","1,560"
"10019178","Point Blank Music School","0","5","10","20","5","5","0","50"
"10007155","The University of Portsmouth","925","285","275","120","30","20","70","1,730"
"10005337","Queen Margaret University, Edinburgh","100","65","30","40","0","0","25","260"
"10007775","Queen Mary University of London","1,710","685","110","100","30","45","445","3,130"
"10009292","Royal Academy of Dramatic Art","0","15","20","25","10","5","5","75"
"10005389","Ravensbourne University London","25","60","80","60","15","10","5","255"
"10007802","The University of Reading","1,185","225","220","70","15","5","70","1,785"
"10008455","Regent College London","15","30","10","0","0","0","0","60"
"10005500","Robert Gordon University","200","130","115","75","15","10","45","585"
"10007776","Roehampton University","295","70","55","10","5","5","45","490"
"10005523","Rose Bruford College of Theatre and Performance","10","35","15","20","5","0","5","95"
"10007835","Royal Academy of Music","25","75","25","100","45","15","25","310"
"10005545","Royal Agricultural University","30","10","10","10","0","0","0","60"
"10007777","Royal College of Art","65","70","15","15","0","15","5","190"
"10007778","Royal College of Music","35","35","50","85","50","25","20","300"
"10005561","Royal Conservatoire of Scotland","40","20","115","80","15","15","40","315"
"10007816","The Royal Central School of Speech and Drama","30","0","35","15","0","5","0","85"
"10005553","Royal Holloway and Bedford New College","815","130","70","35","0","5","10","1,070"
"10007837","Royal Northern College of Music","45","75","105","55","25","10","5","325"
"10007779","The Royal Veterinary College","180","35","55","25","5","5","5","315"
"10007803","The University of St. Andrews","1,130","105","0","85","0","5","5","1,325"
"10007839","SAE Education Limited","10","15","15","10","0","0","0","50"
"10007782","St George's, University of London","225","55","95","45","5","15","65","505"
"10008026","St Mary's University College","20","40","5","0","0","0","0","65"
"10007843","St Mary's University, Twickenham","135","115","75","80","15","15","10","440"
"10007156","The University of Salford","460","235","150","150","25","20","50","1,090"
"10007780","SOAS University of London","300","65","45","10","5","5","70","500"
"10005700","SRUC","135","40","55","45","45","15","95","430"
"10005790","Sheffield Hallam University","785","490","440","170","20","10","120","2,025"
"10007157","The University of Sheffield","2,485","535","70","260","30","15","125","3,520"
"10006022","Solent University","125","165","170","95","40","10","0","600"
"10007158","The University of Southampton","1,895","270","245","140","30","10","55","2,645"
"10006093","Spurgeon's College","10","5","0","0","0","0","0","15"
"10006299","Staffordshire University","265","260","85","215","35","20","20","895"
"10007804","The University of Stirling","480","110","70","75","10","15","100","865"
"10037449","University of St Mark and St John","40","30","20","15","0","0","5","115"
"10008010","Stranmillis University College","30","20","10","0","0","0","0","60"
"10007805","The University of Strathclyde","1,290","250","90","125","15","5","95","1,865"
"10014001","University of Suffolk","95","85","40","30","5","0","5","250"
"10007159","The University of Sunderland","220","195","140","90","15","25","300","985"
"10007160","The University of Surrey","1,080","260","55","145","25","15","0","1,575"
"10007806","The University of Sussex","1,075","590","40","215","20","25","205","2,170"
"10007855","Swansea University","820","265","130","200","20","65","175","1,665"
"10083403","The Engineering and Design Institute London","0","0","0","0","0","0","0","0"
"10007161","Teesside University","340","295","85","80","10","15","0","830"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","0","5"
"10008017","Trinity Laban Conservatoire of Music and Dance","45","90","95","120","30","25","30","430"
"10007858","University of Wales Trinity Saint David","170","185","155","100","20","5","60","700"
"10067648","University Academy 92 Limited","5","5","0","5","0","0","0","10"
"10007114","University of the Highlands and Islands","55","25","5","10","0","0","0","95"
"10007807","Ulster University","755","300","95","235","20","25","0","1,440"
"10039956","The University of Law","20","75","295","0","0","0","0","390"
"10007784","University College London","5,725","645","115","160","5","200","2,250","9,100"
"10007793","University of South Wales","440","355","320","280","75","40","155","1,665"
"10007163","The University of Warwick","2,055","415","250","125","25","15","115","3,005"
"10007361","Waverley Abbey College","0","10","0","0","0","0","0","15"
"10007164","University of the West of England, Bristol","880","470","275","295","45","30","55","2,050"
"10007800","The University of the West of Scotland","305","130","80","75","25","5","5","630"
"10006566","The University of West London","275","420","200","160","30","55","0","1,140"
"10007165","The University of Westminster","555","515","335","225","45","40","75","1,785"
"10003614","The University of Winchester","290","185","60","65","15","10","25","650"
"10007166","The University of Wolverhampton","435","320","95","115","10","20","10","1,005"
"10007139","University of Worcester","200","285","120","100","5","0","0","715"
"10007833","Wrexham University","55","70","35","25","5","5","0","195"
"10007657","Writtle University College","15","0","35","15","20","20","0","110"
"10007713","York St John University","190","90","45","55","5","5","5","395"
"10007167","The University of York","1,580","310","90","55","5","5","25","2,070"
"","Total","122,210","40,875","19,935","20,805","3,230","3,675","13,805","224,530"
