﻿Title:,"Table 1 - HE student enrolments by HE provider"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Entrant marker,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2015/16 
Search:,


"UKPRN","HE provider","England","Scotland","Wales","Northern Ireland","Other UK","Total UK","European Union","Non-European Union","Total Non-UK","Not known","Total"
"10001478","City, University of London","11,305","60","80","35","10","11,490","2,225","5,280","7,505","0","18,995"
"10007912","Cliff College","75","0","5","0","0","80","0","0","0","0","85"
"10013357","The Academy of Contemporary Music","765","5","25","5","5","800","60","10","70","0","870"
"10001653","Conservatoire for Dance and Drama","805","35","35","5","0","880","180","250","430","0","1,310"
"10007761","Courtauld Institute of Art","305","5","5","0","0","320","80","110","190","0","505"
"10034324","Court Theatre Training Company Ltd","15","0","0","0","0","15","10","0","10","0","30"
"10001726","Coventry University","19,330","55","220","90","15","19,710","2,120","7,600","9,720","0","29,430"
"10007822","Cranfield University","1,740","55","70","10","10","1,880","955","1,145","2,100","0","3,980"
"10006427","University for the Creative Arts","4,025","15","40","20","10","4,110","335","365","695","0","4,805"
"10007842","University of Cumbria","7,850","305","105","275","20","8,555","125","105","235","0","8,790"
"10001883","De Montfort University","17,725","70","200","65","25","18,085","645","2,175","2,820","0","20,905"
"10007851","University of Derby","14,630","155","190","80","25","15,075","615","610","1,225","0","16,300"
"10007852","The University of Dundee","2,335","9,390","85","690","25","12,530","1,025","1,355","2,385","0","14,910"
"10007143","University of Durham","12,245","225","275","180","95","13,020","1,020","3,770","4,790","0","17,810"
"10007789","The University of East Anglia","11,855","40","125","75","25","12,120","785","3,240","4,025","0","16,145"
"10007144","The University of East London","12,145","35","80","50","20","12,335","455","825","1,285","10","13,630"
"10032282","The Queen's Foundation for Ecumenical Theological Education","225","5","5","0","0","235","0","0","0","0","235"
"10007823","Edge Hill University","14,625","30","335","220","65","15,280","125","135","260","0","15,540"
"10007772","Edinburgh Napier University","905","8,770","25","295","10","10,005","1,620","955","2,575","0","12,585"
"10007790","The University of Edinburgh","7,700","11,100","220","475","75","19,565","3,515","7,275","10,785","0","30,355"
"10022047","Empire College London Limited","130","0","0","0","0","130","0","0","0","0","130"
"10042570","Escape Studios","220","5","0","0","0","225","10","0","10","0","235"
"10007791","The University of Essex","9,175","35","80","40","5","9,335","1,705","2,755","4,460","0","13,795"
"10002113","East End Computing and Business College Limited","360","0","0","0","0","360","0","0","0","0","360"
"10008173","University College of Estate Management","1,035","35","30","0","0","1,100","0","0","0","0","1,100"
"10008229","EThames Graduate School Limited","560","0","0","0","0","560","0","0","0","0","560"
"10007792","The University of Exeter","15,030","125","840","110","115","16,220","1,330","4,120","5,445","0","21,670"
"10008640","Falmouth University","4,070","15","130","25","25","4,265","120","265","385","0","4,655"
"10033187","Fairfield School of Business Ltd","585","0","0","0","0","585","5","0","5","0","585"
"10045476","Met Film School Limited","80","5","0","0","0","85","40","50","90","0","175"
"10004511","The National Film and Television School","150","10","0","5","0","165","45","25","70","0","240"
"10038763","ForMission Ltd","170","5","0","0","0","175","5","0","5","0","180"
"10022087","Futureworks","300","0","5","0","0","305","10","0","10","0","315"
"10007762","Glasgow Caledonian University","625","13,700","30","175","5","14,535","700","1,345","2,045","0","16,580"
"10002681","Glasgow School of Art","440","910","15","35","0","1,400","285","375","660","0","2,060"
"10007794","The University of Glasgow","2,840","15,950","75","705","15","19,585","3,055","4,575","7,635","0","27,220"
"10007145","University of Gloucestershire","6,865","20","435","95","15","7,430","75","330","405","0","7,835"
"10002718","Goldsmiths College","6,180","45","85","30","10","6,345","785","1,395","2,180","0","8,525"
"10002735","Grafton College","345","0","0","0","0","345","15","0","15","0","360"
"10007146","The University of Greenwich","16,210","70","100","65","15","16,455","1,305","2,885","4,190","0","20,645"
"10007937","GSM London","6,765","0","0","0","0","6,770","15","80","95","0","6,860"
"10007825","Guildhall School of Music and Drama","550","35","30","10","5","630","175","130","300","0","930"
"10040812","Harper Adams University","4,495","245","425","170","10","5,350","85","140","225","0","5,575"
"10007764","Heriot-Watt University","1,730","5,055","40","375","10","7,210","940","2,310","3,250","5","10,460"
"10007147","University of Hertfordshire","20,545","75","145","60","40","20,860","840","2,940","3,780","15","24,655"
"10007765","Heythrop College","485","5","5","5","0","495","20","45","65","0","560"
"10007148","The University of Huddersfield","15,930","35","105","50","30","16,150","840","2,285","3,125","0","19,270"
"10007149","The University of Hull","13,720","45","95","50","10","13,920","630","1,755","2,385","0","16,305"
"10003239","ICON College of Technology and Management","1,260","0","0","0","0","1,260","0","0","0","0","1,260"
"10003270","Imperial College of Science, Technology and Medicine","8,050","185","180","85","10","8,515","2,765","5,760","8,520","0","17,035"
"10035638","Institute of Contemporary Music Performance","445","10","10","5","5","470","160","65","225","0","700"
"10029682","The Islamic College","30","0","0","0","0","30","0","0","0","0","30"
"10021682","Kaplan Open Learning (Essex) Limited","500","5","5","0","0","515","0","0","0","0","515"
"10007767","Keele University","8,260","50","295","60","20","8,685","185","1,255","1,440","0","10,120"
"10003566","Kensington College of Business","320","0","0","0","0","320","0","0","0","0","320"
"10007150","The University of Kent","14,600","50","120","40","65","14,870","1,810","2,985","4,795","0","19,670"
"10003645","King's College London","19,350","165","330","120","35","19,995","3,560","5,345","8,905","0","28,900"
"10008325","KLC School of Design","135","0","0","0","0","140","0","10","10","0","150"
"10003678","Kingston University","16,820","65","215","60","20","17,180","1,135","2,570","3,705","0","20,885"
"10009285","Kogan Academy of Dramatic Arts","15","0","0","0","0","15","15","0","15","0","30"
"10007768","The University of Lancaster","8,110","100","285","45","55","8,590","1,345","3,180","4,525","0","13,115"
"10003854","Leeds Arts University","1,210","10","20","10","5","1,255","15","45","65","0","1,320"
"10003861","Leeds Beckett University","23,535","125","265","180","60","24,170","400","1,355","1,750","0","25,920"
"10007795","The University of Leeds","24,480","170","360","140","55","25,205","1,270","5,315","6,585","0","31,790"
"10003863","Leeds Trinity University","3,605","5","15","35","0","3,665","30","20","55","0","3,715"
"10007796","The University of Leicester","11,520","120","295","50","35","12,025","690","3,610","4,300","0","16,325"
"10007151","The University of Lincoln","11,870","70","75","30","15","12,070","220","1,180","1,405","5","13,475"
"10003956","Liverpool Hope University","4,005","15","150","550","20","4,735","100","105","205","0","4,940"
"10003957","Liverpool John Moores University","17,470","60","1,295","1,570","70","20,465","320","1,095","1,410","0","21,875"
"10003945","The Liverpool Institute for Performing Arts","500","15","25","10","5","560","15","140","160","0","720"
"10006842","The University of Liverpool","15,905","65","945","445","100","17,460","710","6,605","7,315","0","24,775"
"10003958","Liverpool School of Tropical Medicine","220","25","10","10","0","260","30","135","165","0","425"
"10007162","University of the Arts, London","9,390","110","155","60","30","9,740","2,330","6,135","8,465","0","18,205"
"10004060","London School of Business and Finance (UK) Limited","760","0","0","0","0","760","45","35","80","0","840"
"10013109","London Bridge Business Academy","140","0","0","0","0","140","0","0","0","0","140"
"10007769","London Business School","610","5","0","0","5","620","370","1,085","1,455","0","2,075"
"10030391","London Churchill College Ltd","900","0","0","0","0","900","0","0","0","0","900"
"10018361","City of London College","195","0","0","0","0","195","0","0","0","0","195"
"10007797","University of London (Institutes and activities)","120","0","0","0","0","125","25","50","75","0","195"
"10039082","City and Guilds of London Art School","80","5","0","0","0","85","20","5","25","0","105"
"10004006","London Centre of Contemporary Music","140","0","0","0","0","145","75","25","100","0","240"
"10015506","The London College","715","0","0","0","0","715","10","20","30","0","745"
"10004048","London Metropolitan University","10,945","40","90","40","5","11,115","1,090","480","1,575","0","12,690"
"10032594","London School of Academics Ltd","115","0","0","0","0","115","0","0","0","0","115"
"10004078","London South Bank University","15,565","20","70","40","5","15,705","650","1,250","1,905","0","17,605"
"10004063","London School of Economics and Political Science","3,370","45","65","35","10","3,520","1,765","5,155","6,920","0","10,440"
"10007771","London School of Hygiene and Tropical Medicine","635","10","10","5","0","655","110","440","550","0","1,210"
"10022285","London School of Management Education","230","0","0","0","0","230","25","0","25","0","255"
"10004075","London School of Theology","150","5","5","0","0","155","10","15","20","0","180"
"10004079","London Studio Centre","255","15","10","0","0","285","25","20","45","0","330"
"10000939","West London College","35","0","0","0","0","35","45","135","180","0","210"
"10008289","The London Institute of Banking & Finance","500","10","10","0","0","525","0","0","5","0","530"
"10004113","Loughborough University","12,785","130","375","100","65","13,460","795","2,695","3,490","0","16,950"
"10009612","Luther King House Educational Trust","60","0","0","0","0","60","0","0","0","0","60"
"10004180","The Manchester Metropolitan University","28,695","140","880","415","60","30,190","1,030","1,270","2,300","0","32,485"
"10007798","The University of Manchester","25,035","305","935","455","60","26,785","2,355","10,560","12,915","0","39,700"
"10009527","Istituto Marangoni Limited","90","0","0","0","0","95","165","250","415","0","510"
"10023452","The Markfield Institute of Higher Education","20","0","0","0","0","20","0","0","5","0","25"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","65","0","0","0","0","65","0","0","0","0","65"
"10020416","Missio Dei","95","0","0","0","0","95","0","0","0","0","95"
"10030776","St Mellitus College","345","0","5","0","0","350","0","0","0","0","350"
"10004320","The Metanoia Institute","100","0","0","0","0","100","0","0","0","0","100"
"10004351","Middlesex University","14,060","70","70","35","15","14,255","1,665","3,185","4,850","0","19,110"
"10004365","Millennium Performing Arts Ltd","20","0","0","0","0","20","0","0","0","0","20"
"10004450","Mountview Academy of Theatre Arts","250","10","20","5","0","280","10","5","15","0","295"
"10023777","Mont Rose College of Management and Sciences","790","0","0","0","0","790","0","0","0","0","790"
"10023454","Moorlands College","180","0","10","0","0","190","5","0","5","0","195"
"10000216","All Nations Christian College","30","0","0","0","0","30","10","25","35","0","70"
"10004538","Nazarene Theological College","70","0","0","0","0","75","0","0","0","0","75"
"10030129","Nelson College London Ltd","830","0","0","0","0","830","0","0","0","0","830"
"10007799","Newcastle University","16,080","425","205","475","55","17,240","1,110","5,445","6,555","0","23,795"
"10045289","St Nicholas Montessori Training Limited","35","0","0","0","0","35","0","0","0","0","35"
"10048199","Northeastern University London","90","0","0","0","0","95","25","20","45","0","140"
"10008397","Norland College","200","5","10","5","0","215","0","0","5","0","215"
"10007138","The University of Northampton","11,315","50","100","40","10","11,515","330","1,135","1,470","0","12,985"
"10023130","Nova College of Accounting and Business Ltd","80","0","105","0","0","190","0","0","0","0","190"
"10004740","Northern College of Acupuncture","85","5","0","0","0","95","0","0","0","0","95"
"10001282","University of Northumbria at Newcastle","22,740","310","110","700","75","23,940","535","2,690","3,225","0","27,165"
"10004775","Norwich University of the Arts","1,845","5","10","5","5","1,870","65","65","125","0","1,995"
"10007154","University of Nottingham","24,125","100","470","140","45","24,875","1,620","5,630","7,245","0","32,125"
"10004797","The Nottingham Trent University","23,885","60","235","95","70","24,345","655","2,925","3,580","0","27,920"
"10010227","Oak Hill College","135","0","0","0","0","140","5","5","10","0","150"
"10004879","Open College of the Arts","1,040","65","25","10","5","1,145","0","0","0","0","1,145"
"10007773","The Open University","101,230","14,675","6,735","3,740","5","126,390","185","50","230","0","126,620"
"10023445","ICOM","55","0","0","0","0","55","0","0","0","0","55"
"10004930","Oxford Brookes University","14,090","75","360","55","45","14,625","990","2,250","3,240","0","17,865"
"10020439","Oxford Business College","20","0","0","0","0","20","5","25","30","0","50"
"10007774","The University of Oxford","15,840","390","395","140","40","16,800","2,675","5,380","8,055","0","24,860"
"10006243","St Patrick's International College","1,585","0","0","0","0","1,585","0","0","0","0","1,585"
"10005127","Arts University Plymouth","1,125","0","20","15","5","1,160","30","10","40","0","1,200"
"10007801","University of Plymouth","20,105","45","585","90","60","20,885","710","1,560","2,270","0","23,155"
"10019178","Point Blank Music School","25","0","0","0","0","25","0","0","0","0","30"
"10007155","The University of Portsmouth","17,675","70","390","50","65","18,255","990","2,815","3,805","0","22,060"
"10005337","Queen Margaret University, Edinburgh","530","3,455","30","175","10","4,205","755","325","1,080","0","5,285"
"10007775","Queen Mary University of London","11,205","80","185","75","25","11,570","1,740","3,830","5,565","0","17,140"
"10005544","Royal Academy of Dance","95","5","5","5","0","110","15","5","20","0","130"
"10005389","Ravensbourne University London","1,955","10","15","20","5","2,005","90","95","185","0","2,190"
"10005470","Richmond, The American International University in London","315","0","5","0","0","320","190","410","600","0","920"
"10007802","The University of Reading","10,355","35","485","60","60","10,995","920","3,065","3,985","0","14,980"
"10003331","Regent's University London","460","10","5","0","5","475","720","820","1,540","0","2,015"
"10021100","Regents Theological College","120","0","15","0","0","135","0","0","0","0","140"
"10008455","Regent College London","880","0","0","0","0","880","10","0","10","0","895"
"10005500","Robert Gordon University","850","9,285","35","90","10","10,270","1,135","1,350","2,485","0","12,755"
"10007776","Roehampton University","7,935","20","60","20","5","8,040","335","640","975","0","9,020"
"10005523","Rose Bruford College of Theatre and Performance","615","10","20","5","0","645","40","70","110","0","760"
"10007835","Royal Academy of Music","365","15","25","5","5","420","155","180","340","0","760"
"10005545","Royal Agricultural University","980","30","40","0","5","1,055","45","95","145","0","1,200"
"10007777","Royal College of Art","665","20","10","0","0","695","405","505","910","0","1,610"
"10007778","Royal College of Music","375","25","25","0","0","425","165","220","385","0","810"
"10005561","Royal Conservatoire of Scotland","200","565","5","20","0","790","130","160","290","0","1,080"
"10007816","The Royal Central School of Speech and Drama","765","20","20","10","0","815","80","150","230","0","1,045"
"10005553","Royal Holloway and Bedford New College","6,805","35","145","15","20","7,020","835","2,130","2,965","0","9,985"
"10007837","Royal Northern College of Music","520","40","40","15","15","630","90","185","275","0","905"
"10007779","The Royal Veterinary College","1,865","40","55","30","0","1,990","65","235","300","0","2,290"
"10007803","The University of St. Andrews","2,550","2,835","80","195","20","5,675","1,470","3,595","5,070","0","10,745"
"10007839","SAE Education Limited","625","75","5","5","10","725","55","35","90","0","815"
"10007782","St George's, University of London","5,380","10","55","30","10","5,490","115","320","435","0","5,925"
"10008026","St Mary's University College","0","0","0","1,020","0","1,020","20","0","20","0","1,040"
"10007843","St Mary's University, Twickenham","5,000","15","50","70","10","5,145","200","185","390","0","5,535"
"10007156","The University of Salford","16,795","65","275","155","20","17,310","955","2,250","3,205","0","20,520"
"10021256","The Salvation Army","45","0","0","0","0","45","10","0","10","0","55"
"10008362","London School of Science and Technology Limited","1,660","0","0","0","0","1,660","10","0","10","0","1,670"
"10007780","SOAS University of London","3,055","35","30","10","10","3,140","830","1,755","2,585","345","6,070"
"10005700","SRUC","70","1,415","10","20","0","1,510","55","15","70","0","1,580"
"10005790","Sheffield Hallam University","27,695","145","255","65","50","28,210","415","2,860","3,275","0","31,485"
"10007157","The University of Sheffield","18,745","115","365","115","45","19,395","1,305","7,230","8,530","0","27,925"
"10053279","The Sherwood Institute","95","0","0","0","0","95","0","0","0","0","95"
"10005916","Slough Borough Council","80","0","5","0","0","85","0","0","0","0","85"
"10006022","Solent University","9,200","65","200","70","45","9,575","1,030","680","1,710","0","11,285"
"10007158","The University of Southampton","16,930","65","495","95","60","17,650","1,655","5,570","7,225","0","24,875"
"10006093","Spurgeon's College","150","5","0","0","0","155","0","0","0","0","155"
"10006299","Staffordshire University","14,405","165","295","80","40","14,985","360","515","875","0","15,855"
"10007804","The University of Stirling","985","8,160","35","365","10","9,555","930","1,350","2,280","5","11,840"
"10037449","University of St Mark and St John","2,215","5","45","10","10","2,290","30","45","75","0","2,365"
"10008010","Stranmillis University College","5","0","0","1,410","0","1,415","25","0","25","0","1,440"
"10022944","Stratford College London","385","0","0","0","0","385","0","0","0","0","385"
"10007805","The University of Strathclyde","630","16,700","25","145","0","17,505","1,640","2,325","3,960","5","21,470"
"10014001","University of Suffolk","4,890","0","10","5","0","4,910","80","40","120","0","5,030"
"10007159","The University of Sunderland","9,575","50","25","55","5","9,705","765","2,525","3,290","0","12,995"
"10007160","The University of Surrey","10,430","50","155","45","20","10,700","1,175","3,180","4,350","0","15,050"
"10007806","The University of Sussex","9,885","30","125","35","95","10,170","1,095","3,885","4,985","0","15,155"
"10007855","Swansea University","6,020","15","8,075","40","25","14,180","590","2,670","3,265","0","17,445"
"10007161","Teesside University","16,945","325","105","140","15","17,535","280","765","1,045","0","18,575"
"10037822","Tottenham Hotspur Foundation","90","0","0","0","0","95","5","0","5","0","95"
"10008017","Trinity Laban Conservatoire of Music and Dance","640","25","45","10","5","725","175","85","260","0","985"
"10007858","University of Wales Trinity Saint David","1,435","25","7,740","35","5","9,240","180","510","690","0","9,930"
"10007114","University of the Highlands and Islands","145","7,965","15","15","0","8,140","185","95","275","0","8,415"
"10007807","Ulster University","1,495","110","45","21,190","5","22,845","1,595","715","2,310","0","25,155"
"10039956","The University of Law","590","0","25","5","0","620","10","55","65","0","685"
"10007784","University College London","21,385","215","345","125","90","22,160","4,185","10,790","14,975","0","37,135"
"10007793","University of South Wales","4,215","85","17,415","75","10","21,805","1,325","2,140","3,460","0","25,265"
"10008574","The University of Wales (central functions)","0","0","5","0","0","5","0","0","0","0","5"
"10007163","The University of Warwick","15,645","130","355","75","25","16,225","2,145","6,295","8,440","0","24,665"
"10007361","Waverley Abbey College","135","0","0","0","0","135","0","0","0","0","140"
"10007164","University of the West of England, Bristol","21,870","65","2,060","85","45","24,130","780","2,805","3,585","0","27,715"
"10007800","The University of the West of Scotland","340","13,780","10","60","5","14,195","585","770","1,360","0","15,555"
"10032288","West Dean College","20","0","0","0","0","20","5","5","10","0","30"
"10006566","The University of West London","8,745","55","80","30","5","8,910","710","785","1,500","0","10,410"
"10007165","The University of Westminster","13,840","25","90","40","10","14,010","2,110","4,075","6,190","0","20,195"
"10003614","The University of Winchester","6,840","15","70","20","100","7,040","95","405","500","0","7,540"
"10023290","West London College of Business and Management Sciences Limited","915","0","0","0","0","915","0","0","0","0","915"
"10007166","The University of Wolverhampton","17,945","75","130","40","10","18,200","380","1,205","1,590","0","19,790"
"10007139","University of Worcester","9,545","20","275","25","10","9,880","400","180","580","0","10,455"
"10007833","Wrexham University","1,345","25","4,290","25","0","5,690","545","425","970","0","6,660"
"10007657","Writtle University College","680","0","10","10","5","705","25","75","100","0","805"
"10007713","York St John University","5,425","20","35","30","15","5,525","65","390","455","0","5,980"
"10007167","The University of York","13,215","120","235","95","65","13,735","850","2,560","3,410","10","17,155"
"","Total","1,557,380","165,530","98,155","63,715","4,225","1,889,005","130,150","313,165","443,320","505","2,332,825"
