﻿Title:,"Table 7 - HE academic staff by HE provider and employment conditions"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 7
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Activity standard occupational classification,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE provider","Teaching only","Research only","Both teaching and research","Neither teaching nor research","Total academic staff"
"10007794","The University of Glasgow","2,245","1,285","1,350","25","4,905"
"10007145","University of Gloucestershire","445","35","140","5","625"
"10002718","Goldsmiths College","580","55","475","0","1,110"
"10007146","The University of Greenwich","100","85","785","0","970"
"10007825","Guildhall School of Music and Drama","675","5","30","75","785"
"10040812","Harper Adams University","155","0","55","15","230"
"10080811","Hartpury University","80","0","10","50","145"
"10007764","Heriot-Watt University","185","350","405","10","950"
"10007147","University of Hertfordshire","725","40","1,175","20","1,960"
"10007148","The University of Huddersfield","5","145","770","0","925"
"10007149","The University of Hull","450","135","335","5","925"
"10003239","ICON College of Technology and Management","10","0","5","0","15"
"10003270","Imperial College of Science, Technology and Medicine","470","2,530","1,520","10","4,530"
"10013220","Institute of Art - London Limited","0","0","20","0","20"
"10035638","Institute of Contemporary Music Performance","20","0","0","0","20"
"10082570","Kaplan International Colleges U.K. Limited","320","0","0","25","350"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","20","20"
"10007767","Keele University","270","110","440","0","820"
"10007150","The University of Kent","585","205","685","5","1,475"
"10003645","King's College London","1,340","1,785","1,890","0","5,015"
"10003678","Kingston University","50","35","870","0","955"
"10003758","LAMDA Limited","55","0","0","0","55"
"10007768","The University of Lancaster","730","405","945","20","2,100"
"10003854","Leeds Arts University","85","0","95","5","185"
"10003861","Leeds Beckett University","200","10","960","0","1,170"
"10034449","Leeds Conservatoire","210","0","0","25","235"
"10007795","The University of Leeds","840","1,185","1,745","0","3,770"
"10003863","Leeds Trinity University","25","0","155","0","180"
"10007796","The University of Leicester","475","530","700","5","1,705"
"10007151","The University of Lincoln","905","110","400","0","1,415"
"10036456","Academy of Live Technology Ltd","10","0","0","0","10"
"10003956","Liverpool Hope University","95","0","185","5","285"
"10003957","Liverpool John Moores University","425","135","1,080","0","1,640"
"10003945","The Liverpool Institute for Performing Arts","95","0","0","0","95"
"10006842","The University of Liverpool","925","920","1,235","10","3,085"
"10003958","Liverpool School of Tropical Medicine","15","135","80","5","235"
"10007162","University of the Arts, London","1,495","10","810","0","2,315"
"10007769","London Business School","0","5","110","0","115"
"10007797","University of London (Institutes and activities)","25","20","35","20","95"
"10004036","London Film School Limited","25","0","0","10","35"
"10004048","London Metropolitan University","330","0","110","20","465"
"10004078","London South Bank University","780","45","330","0","1,160"
"10004063","London School of Economics and Political Science","660","455","625","35","1,780"
"10007771","London School of Hygiene and Tropical Medicine","25","445","580","0","1,055"
"10022285","London School of Management Education","15","0","0","0","15"
"10004075","London School of Theology","0","0","20","0","25"
"10062810","The London School of Architecture","5","0","0","0","5"
"10008289","The London Institute of Banking & Finance","0","0","10","5","15"
"10067623","The London Interdisciplinary School Ltd","0","0","10","0","10"
"10004113","Loughborough University","435","285","875","0","1,595"
"10009612","Luther King House Educational Trust","0","0","5","0","5"
"10004180","The Manchester Metropolitan University","625","150","1,550","25","2,345"
"10007798","The University of Manchester","1,020","2,070","1,970","0","5,060"
"10030776","St Mellitus College","40","0","0","0","40"
"10004320","The Metanoia Institute","75","0","5","0","80"
"10004351","Middlesex University","60","40","880","0","980"
"10023777","Mont Rose College of Management and Sciences","30","0","0","0","30"
"10023454","Moorlands College","30","0","0","0","30"
"10004538","Nazarene Theological College","5","0","10","0","15"
"10030129","Nelson College London Ltd","0","0","0","5","5"
"10007799","Newcastle University","625","1,010","1,365","5","3,010"
"10067406","New Model Institute for Technology and Engineering (NMITE)","10","0","0","0","10"
"10048199","Northeastern University London","35","0","30","5","65"
"10007138","The University of Northampton","610","10","140","5","765"
"10001282","University of Northumbria at Newcastle","95","145","1,455","0","1,695"
"10004775","Norwich University of the Arts","145","5","70","0","225"
"10007154","University of Nottingham","730","1,225","1,545","0","3,495"
"10004797","The Nottingham Trent University","1,845","0","570","0","2,415"
"10007773","The Open University","3,885","140","1,075","0","5,105"
"10004930","Oxford Brookes University","605","30","845","0","1,480"
"10007774","The University of Oxford","135","4,890","1,940","15","6,980"
"10005127","Arts University Plymouth","60","0","60","10","130"
"10007801","University of Plymouth","885","190","470","15","1,560"
"10019178","Point Blank Music School","50","0","0","0","50"
"10007155","The University of Portsmouth","600","15","1,110","5","1,730"
"10005337","Queen Margaret University, Edinburgh","15","30","210","10","260"
"10007775","Queen Mary University of London","1,200","860","1,070","5","3,130"
"10009292","Royal Academy of Dramatic Art","75","0","0","0","75"
"10005389","Ravensbourne University London","230","5","20","0","255"
"10007802","The University of Reading","730","405","655","0","1,785"
"10008455","Regent College London","60","0","0","0","60"
"10005500","Robert Gordon University","70","45","470","5","585"
"10007776","Roehampton University","250","10","220","10","490"
"10005523","Rose Bruford College of Theatre and Performance","55","0","35","0","95"
"10007835","Royal Academy of Music","280","0","30","0","310"
"10005545","Royal Agricultural University","25","0","35","5","60"
"10007777","Royal College of Art","0","20","165","5","190"
"10007778","Royal College of Music","260","10","35","0","300"
"10005561","Royal Conservatoire of Scotland","190","5","115","0","315"
"10007816","The Royal Central School of Speech and Drama","45","5","35","0","85"
"10005553","Royal Holloway and Bedford New College","405","135","530","5","1,070"
"10007837","Royal Northern College of Music","295","0","30","0","325"
"10007779","The Royal Veterinary College","65","75","170","5","315"
"10007803","The University of St. Andrews","230","420","670","0","1,325"
"10007839","SAE Education Limited","50","0","0","0","50"
"10007782","St George's, University of London","275","110","115","5","505"
"10008026","St Mary's University College","25","0","35","0","65"
"10007843","St Mary's University, Twickenham","175","0","260","5","440"
"10007156","The University of Salford","220","35","830","5","1,090"
"10007780","SOAS University of London","240","45","210","5","500"
"10005700","SRUC","205","140","15","75","430"
"10005790","Sheffield Hallam University","410","185","1,430","0","2,025"
"10007157","The University of Sheffield","635","1,560","1,325","0","3,520"
"10006022","Solent University","175","15","410","0","600"
"10007158","The University of Southampton","455","950","1,235","5","2,645"
"10006093","Spurgeon's College","5","0","10","0","15"
"10006299","Staffordshire University","775","5","115","5","895"
"10007804","The University of Stirling","270","175","415","0","865"
"10037449","University of St Mark and St John","40","5","70","0","115"
"10008010","Stranmillis University College","20","0","40","0","60"
"10007805","The University of Strathclyde","340","530","735","260","1,865"
"10014001","University of Suffolk","200","5","45","5","250"
"10007159","The University of Sunderland","510","10","460","5","985"
"10007160","The University of Surrey","550","395","625","5","1,575"
"10007806","The University of Sussex","930","410","825","5","2,170"
"10007855","Swansea University","610","475","570","10","1,665"
"10083403","The Engineering and Design Institute London","0","0","0","0","0"
"10007161","Teesside University","130","65","635","0","830"
"10082743","ThinkSpace Education Limited","0","0","0","5","5"
"10008017","Trinity Laban Conservatoire of Music and Dance","410","0","20","0","430"
"10007858","University of Wales Trinity Saint David","330","25","315","25","700"
"10067648","University Academy 92 Limited","10","0","0","0","10"
"10007114","University of the Highlands and Islands","25","35","15","15","95"
"10007807","Ulster University","615","235","585","5","1,440"
"10039956","The University of Law","375","0","5","10","390"
"10007784","University College London","2,325","3,880","2,885","10","9,100"
"10007793","University of South Wales","875","75","710","5","1,665"
"10007163","The University of Warwick","1,010","815","1,180","0","3,005"
"10007361","Waverley Abbey College","15","0","0","0","15"
"10007164","University of the West of England, Bristol","525","20","1,495","10","2,050"
"10007800","The University of the West of Scotland","30","30","570","0","630"
"10006566","The University of West London","1,035","0","105","0","1,140"
"10007165","The University of Westminster","845","65","875","5","1,785"
"10003614","The University of Winchester","465","5","160","20","650"
"10007166","The University of Wolverhampton","90","50","865","0","1,005"
"10007139","University of Worcester","360","20","330","5","715"
"10007833","Wrexham University","0","0","180","10","195"
"10007657","Writtle University College","100","0","5","5","110"
"10007713","York St John University","65","0","330","0","395"
"10007167","The University of York","445","735","885","5","2,070"
"","Total","72,970","51,375","98,630","1,555","224,530"
