﻿Title:,"Table 5 - Research grants and contracts - breakdown by source of income and HESA cost centre"
Subtitle:,"Academic years 2015/16 to 2023/24"
Reference ID:,DT031 Table 5
Data source:,HESA / OfS
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-5
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-5.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,HESA cost centre▼101 Clinical medicine,102 Clinical dentistry,103 Nursing & allied health professions,104 Psychology & behavioural sciences,105 Health & community studies,106 Anatomy & physiology,107 Pharmacy & pharmacology,108 Sports science & leisure studies,109 Veterinary science,110 Agriculture, forestry & food science,111 Earth, marine & environmental sciences,112 Biosciences,113 Chemistry,114 Physics,115 General engineering,116 Chemical engineering,117 Mineral, metallurgy & materials engineering,118 Civil engineering,119 Electrical, electronic & computer engineering,120 Mechanical, aero & production engineering,121 IT, systems sciences & computer software engineering,122 Mathematics,123 Architecture, built environment & planning,124 Geography & environmental studies,125 Area studies,126 Archaeology,127 Anthropology & development studies,128 Politics & international studies,129 Economics & econometrics,130 Law,131 Social work & social policy,132 Sociology,133 Business & management studies,134 Catering & hospitality management,135 Education,136 Continuing education,137 Modern languages,138 English language & literature,139 History,140 Classics,141 Philosophy,142 Theology & religious studies,143 Art & design,144 Music, dance, drama & performing arts,145 Media studies,201 Total academic services,202 Central administration & services,203 General educational expenditure,204 Staff & student facilities,207 Total research grants and contracts,Co-investment from external sources on funding council-funded projects (included in Heads 1 to 4 above)Research income-in-kind (included in Heads 1 to 4 above)Total academic departments,Total administration & central services
,Academic year,2022/23 
,Financial year end,All 
Search:,


"","","","","(£000s)","",""
"UKPRN","HE Provider","Financial Year End","1a Biotechnology and Biological Sciences Research Council (BBSRC)","1b Medical Research Council (MRC)","1c Natural Environment Research Council (NERC)","1d Engineering and Physical Sciences Research Council (EPSRC)","1e Economic and Social Research Council (ESRC)","1f Arts & Humanities Research Council (AHRC)","1g Science & Technology Facilities Council (STFC)","1h UK Research and Innovation","1i Other","1j Total Research Councils"
"10057622","The School of Information Risk Management","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10013220","Institute of Art - London Limited","2022-08-31","0","0","0","0","0","0","0","0","0","0"
"10082570","Kaplan International Colleges U.K. Limited","2022-12-31","0","0","0","0","0","0","0","0","0","0"
"10021682","Kaplan Open Learning (Essex) Limited","2022-12-31","0","0","0","0","0","0","0","0","0","0"
"10007767","Keele University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007150","The University of Kent","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10003645","King's College London","2023-07-31","697","24,714","0","3,379","1,718","71","0","0","674","31,253"
"10003678","Kingston University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10003758","LAMDA Limited","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007768","The University of Lancaster","2023-07-31","44","(26)","11","123","45","0","0","68","35","300"
"10003854","Leeds Arts University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10003861","Leeds Beckett University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10034449","Leeds Conservatoire","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007795","The University of Leeds","2023-07-31","744","1,891","6","851","9","8","0","836","26","4,371"
"10003863","Leeds Trinity University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10082828","College of Legal Practice Limited","2023-06-30","0","0","0","0","0","0","0","0","0","0"
"10007796","The University of Leicester","2023-07-31","39","2,352","0","0","24","0","0","382","0","2,797"
"10007151","The University of Lincoln","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10036456","Academy of Live Technology Ltd","2022-12-31","0","0","0","0","0","0","0","0","0","0"
"10003956","Liverpool Hope University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10003957","Liverpool John Moores University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10031239","LMA","2023-06-30","0","0","0","0","0","0","0","0","0","0"
"10003945","The Liverpool Institute for Performing Arts","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10006842","The University of Liverpool","2023-07-31","278","3,796","0","137","140","60","0","551","93","5,055"
"10003958","Liverpool School of Tropical Medicine","2023-07-31","999","6,143","416","501","1,821","154","0","2,499","494","13,027"
"10007162","University of the Arts, London","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10013109","London Bridge Business Academy","2022-12-31","0","0","0","0","0","0","0","0","0","0"
"10007769","London Business School","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007797","University of London (Institutes and activities)","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10004036","London Film School Limited","2022-08-31","0","0","0","0","0","0","0","0","0","0"
"10004048","London Metropolitan University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10004078","London South Bank University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10004063","London School of Economics and Political Science","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007771","London School of Hygiene and Tropical Medicine","2023-07-31","882","39,523","236","5,087","773","50","1","226","62","46,840"
"10022285","London School of Management Education","2022-08-31","0","0","0","0","0","0","0","0","0","0"
"10004075","London School of Theology","2022-08-31","0","0","0","0","0","0","0","0","0","0"
"10062810","The London School of Architecture","2023-06-30","0","0","0","0","0","0","0","0","0","0"
"10067623","The London Interdisciplinary School Ltd","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10004113","Loughborough University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10009612","Luther King House Educational Trust","2022-08-31","0","0","0","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007798","The University of Manchester","2023-07-31","1,112","5,032","288","833","77","0","104","50","130","7,626"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","2022-08-31","0","0","0","0","0","0","0","0","0","0"
"10020416","Missio Dei","2023-06-30","0","0","0","0","0","0","0","0","0","0"
"10030776","St Mellitus College","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10004320","The Metanoia Institute","2022-08-31","0","0","0","0","0","0","0","0","0","0"
"10004351","Middlesex University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10023777","Mont Rose College of Management and Sciences","2022-08-31","0","0","0","0","0","0","0","0","0","0"
"10023454","Moorlands College","2023-06-30","0","0","0","0","0","0","0","0","0","0"
"10004538","Nazarene Theological College","2023-06-30","0","0","0","0","0","0","0","0","0","0"
"10030129","Nelson College London Ltd","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007799","Newcastle University","2023-07-31","1,196","8,845","0","209","238","81","10","(2)","144","10,721"
"10067406","New Model Institute for Technology and Engineering (NMITE)","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10048199","Northeastern University London","2023-06-30","0","0","0","0","0","0","0","0","0","0"
"10007138","The University of Northampton","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10008816","Northern School of Contemporary Dance","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10001282","University of Northumbria at Newcastle","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10004775","Norwich University of the Arts","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007154","University of Nottingham","2023-07-31","422","3,418","0","730","225","0","(1)","13","19","4,826"
"10004797","The Nottingham Trent University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007773","The Open University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10004930","Oxford Brookes University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007774","The University of Oxford","2023-07-31","2,458","52,286","123","3,967","732","13","0","999","839","61,417"
"10004028","The Place, London Contemporary Dance School (LCDS)","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10005127","Arts University Plymouth","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007801","University of Plymouth","2023-07-31","0","116","0","0","0","0","0","29","62","207"
"10019178","Point Blank Music School","2022-12-31","0","0","0","0","0","0","0","0","0","0"
"10007155","The University of Portsmouth","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10005337","Queen Margaret University, Edinburgh","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007775","Queen Mary University of London","2023-07-31","1,730","9,827","70","110","628","42","0","208","146","12,761"
"10009292","Royal Academy of Dramatic Art","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10005378","Rambert School","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10005389","Ravensbourne University London","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007802","The University of Reading","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10008455","Regent College London","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10005500","Robert Gordon University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007776","Roehampton University","2023-07-31","0","13","0","0","0","0","0","3","0","16"
"10005523","Rose Bruford College of Theatre and Performance","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007835","Royal Academy of Music","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10005545","Royal Agricultural University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007777","Royal College of Art","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007778","Royal College of Music","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10005561","Royal Conservatoire of Scotland","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007816","The Royal Central School of Speech and Drama","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10005553","Royal Holloway and Bedford New College","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007837","Royal Northern College of Music","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007779","The Royal Veterinary College","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007803","The University of St. Andrews","2023-07-31","138","160","0","0","0","0","0","1","31","330"
"10007782","St George's, University of London","2023-07-31","117","966","0","0","0","0","0","0","42","1,125"
"10008026","St Mary's University College","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007843","St Mary's University, Twickenham","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007156","The University of Salford","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007780","SOAS University of London","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10005700","SRUC","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10005790","Sheffield Hallam University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007157","The University of Sheffield","2023-07-31","215","4,646","23","135","0","0","0","1,045","221","6,285"
"10006022","Solent University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007158","The University of Southampton","2023-07-31","641","3,239","140","449","0","9","0","78","27","4,583"
"10088214","S P Jain London School of Management Limited","2023-03-31","0","0","0","0","0","0","0","0","0","0"
"10006093","Spurgeon's College","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10006299","Staffordshire University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007804","The University of Stirling","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10037449","University of St Mark and St John","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10008010","Stranmillis University College","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007805","The University of Strathclyde","2023-07-31","9","56","0","175","0","0","446","0","39","725"
"10014001","University of Suffolk","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007159","The University of Sunderland","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007160","The University of Surrey","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007806","The University of Sussex","2023-07-31","76","213","1","0","244","3","0","152","0","689"
"10007855","Swansea University","2023-07-31","0","1,209","0","(102)","2,193","0","0","70","708","4,078"
"10083403","The Engineering and Design Institute London","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007161","Teesside University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10082743","ThinkSpace Education Limited","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007858","University of Wales Trinity Saint David","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10067648","University Academy 92 Limited","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10068157","University Centre Peterborough","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007114","University of the Highlands and Islands","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007807","Ulster University","2023-07-31","0","0","0","0","0","0","0","0","67","67"
"10039956","The University of Law","2023-05-31","0","0","0","0","0","0","0","0","0","0"
"10007784","University College London","2023-07-31","3,191","47,665","55","1,623","3,259","79","2","0","3,182","59,056"
"10007793","University of South Wales","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10008574","The University of Wales (central functions)","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10029843","Waltham International College Limited","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007163","The University of Warwick","2023-07-31","0","827","0","27","96","6","0","45","20","1,021"
"10007361","Waverley Abbey College","2022-08-31","0","0","0","0","0","0","0","0","0","0"
"10007164","University of the West of England, Bristol","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007800","The University of the West of Scotland","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10006566","The University of West London","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007165","The University of Westminster","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10003614","The University of Winchester","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007166","The University of Wolverhampton","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007139","University of Worcester","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007833","Wrexham University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007657","Writtle University College","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007713","York St John University","2023-07-31","0","0","0","0","0","0","0","0","0","0"
"10007167","The University of York","2023-07-31","68","179","0","9","11","0","0","0","116","383"
"","Total","","29,438","384,410","4,275","27,578","16,152","974","634","14,305","9,462","487,228"
