﻿Title:,"Table 7 - HE academic staff by HE provider and employment conditions"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 7
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Activity standard occupational classification,All 
,Academic year,2016/17 
Search:,


"UKPRN","HE provider","Female","Male","Other","Total academic staff"
"10014001","University of Suffolk","110","90","0","200"
"10007159","The University of Sunderland","345","435","0","780"
"10007160","The University of Surrey","625","800","0","1,425"
"10007806","The University of Sussex","840","1,025","0","1,865"
"10007855","Swansea University","590","835","0","1,425"
"10007161","Teesside University","365","365","0","730"
"10008017","Trinity Laban Conservatoire of Music and Dance","180","190","0","370"
"10007858","University of Wales Trinity Saint David","395","350","0","745"
"10007114","University of the Highlands and Islands","15","25","0","40"
"10007807","Ulster University","570","690","0","1,260"
"10007784","University College London","3,405","4,015","0","7,415"
"10007793","University of South Wales","820","985","0","1,805"
"10008574","The University of Wales (central functions)","20","20","0","45"
"10007163","The University of Warwick","1,090","1,770","0","2,855"
"10007164","University of the West of England, Bristol","830","815","0","1,645"
"10007800","The University of the West of Scotland","255","300","0","560"
"10006566","The University of West London","455","505","0","960"
"10007165","The University of Westminster","905","860","0","1,770"
"10003614","The University of Winchester","410","320","0","730"
"10007166","The University of Wolverhampton","410","430","0","840"
"10007139","University of Worcester","505","285","0","790"
"10007833","Wrexham University","115","115","0","230"
"10007657","Writtle University College","70","45","0","115"
"10007713","York St John University","165","160","0","325"
"10007167","The University of York","775","1,015","0","1,790"
"","Total","94,475","112,395","0","206,870"
