﻿Title:,"Table 1 - HE student enrolments by HE provider"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Entrant marker,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE provider","England","Scotland","Wales","Northern Ireland","Other UK","Total UK","European Union","Non-European Union","Total Non-UK","Not known","Total"
"10031982","BPP University","9,810","85","100","40","5","10,040","175","23,525","23,705","10","33,750"
"10007785","The University of Bradford","8,220","25","30","10","5","8,290","95","3,880","3,975","0","12,265"
"10000886","The University of Brighton","13,745","35","165","95","100","14,145","350","2,080","2,430","95","16,665"
"10000936","The University College of Osteopathy","490","5","5","0","5","505","15","35","50","0","550"
"10007786","The University of Bristol","19,855","220","1,480","155","50","21,755","850","9,535","10,385","5","32,145"
"10028216","Brit College","565","0","0","0","0","565","0","0","0","0","565"
"10023464","Trinity College Bristol","120","0","0","0","0","120","0","5","5","0","125"
"10000961","Brunel University London","8,825","35","75","15","10","8,960","530","5,985","6,515","0","15,475"
"10000975","Buckinghamshire New University","18,445","25","65","25","15","18,570","290","785","1,070","30","19,670"
"10007787","The University of Buckingham","1,920","25","15","5","100","2,065","65","920","985","5","3,055"
"10042737","UK Business College Ltd","75","0","0","0","0","75","0","0","0","0","75"
"10019368","London College of Business Studies","220","0","0","0","0","220","0","0","0","0","220"
"10010308","Cambridge Arts and Sciences Limited","40","0","5","0","0","45","15","60","75","0","120"
"10007788","The University of Cambridge","14,590","290","330","165","20","15,395","1,565","5,750","7,310","5","22,710"
"10032072","The Cambridge Theological Federation","105","0","0","0","0","105","0","5","5","0","110"
"10003324","The Institute of Cancer Research","295","0","0","0","0","295","20","30","45","5","345"
"10001143","Canterbury Christ Church University","36,730","20","70","15","5","36,840","165","1,365","1,535","55","38,430"
"10007814","Cardiff University","15,630","80","10,480","260","80","26,530","530","5,945","6,480","15","33,020"
"10034450","Cardiff and Vale College","0","0","65","0","0","65","0","0","0","0","65"
"10086359","Caspian School of Academics","210","0","0","0","0","210","0","0","0","0","210"
"10007854","Cardiff Metropolitan University","3,790","20","5,700","40","20","9,570","130","1,745","1,875","0","11,445"
"10057213","CEG UFP Limited","10","0","0","0","0","10","0","765","765","0","775"
"10001264","Central School of Ballet","65","15","0","0","0","80","5","40","45","0","125"
"10021550","Centre for Alternative Technology","360","15","75","5","0","455","35","35","70","0","525"
"10007141","The University of Central Lancashire","19,195","165","170","110","30","19,670","220","5,400","5,620","15","25,300"
"10024024","Central Film School London","120","0","5","0","0","125","5","20","25","0","150"
"10007848","University of Chester","8,920","55","1,510","65","60","10,605","105","3,505","3,605","0","14,215"
"10007137","The University of Chichester","6,355","30","90","40","35","6,550","60","220","275","0","6,825"
"10001386","Chicken Shed Theatre Company","80","0","0","0","0","80","0","0","0","0","80"
"10001546","The College of Integrated Chinese Medicine","125","0","10","0","0","135","0","0","0","0","140"
"10026921","Christ the Redeemer College","345","0","0","0","0","345","0","0","0","0","345"
"10010213","The City College","290","0","0","0","0","290","0","0","0","0","290"
"10001478","City, University of London","15,030","60","85","20","35","15,230","1,240","6,080","7,320","5","22,560"
"10007912","Cliff College","90","0","5","15","0","115","0","0","0","0","115"
"10066502","The College of Health Ltd","295","5","10","0","0","315","20","25","50","0","365"
"10041295","College Cambria","0","0","25","0","0","25","0","0","0","0","25"
"10008912","Coleg Gwent","5","0","105","0","0","105","0","0","0","0","105"
"10023442","The College of Osteopaths","100","0","0","0","0","105","0","0","0","0","105"
"10020038","Commonwealth College of Excellence","105","0","0","0","0","105","0","0","0","0","105"
"10081618","The Council of the Inns of Court","315","5","10","5","0","335","5","20","30","0","360"
"10007761","Courtauld Institute of Art","410","5","5","5","0","430","55","150","200","0","630"
"10034324","Court Theatre Training Company Ltd","35","0","0","0","0","35","0","0","0","0","35"
"10001726","Coventry University","16,900","45","130","35","10","17,115","580","11,795","12,380","0","29,495"
"10007822","Cranfield University","2,690","45","60","5","0","2,805","410","1,795","2,205","15","5,025"
"10006427","University for the Creative Arts","9,080","25","40","15","105","9,265","230","2,280","2,510","5","11,775"
"10007842","University of Cumbria","8,505","195","120","155","40","9,015","110","310","415","15","9,450"
"10026767","Dartington Hall Trust (The)","40","0","0","0","10","50","20","15","30","0","80"
"10015688","David Game College Ltd","350","0","0","0","0","350","0","0","0","0","350"
"10001883","De Montfort University","16,105","45","195","45","60","16,445","610","8,125","8,735","65","25,245"
"10007851","University of Derby","15,905","105","215","65","35","16,320","195","3,805","4,000","30","20,350"
"10007852","The University of Dundee","1,520","9,745","60","320","10","11,655","425","2,910","3,335","0","14,990"
"10007143","University of Durham","13,835","270","300","220","110","14,735","600","6,410","7,005","5","21,750"
"10067355","Dyson Technical Training Limited","115","0","0","0","0","120","0","0","0","0","120"
"10007789","The University of East Anglia","14,635","45","210","45","25","14,955","260","3,160","3,425","15","18,390"
"10007144","The University of East London","11,485","75","110","45","115","11,825","135","8,715","8,850","60","20,735"
"10032282","The Queen's Foundation for Ecumenical Theological Education","250","0","0","0","0","250","0","10","10","0","260"
"10007823","Edge Hill University","12,425","25","325","255","110","13,145","65","780","840","15","14,000"
"10007772","Edinburgh Napier University","735","9,530","20","115","5","10,405","560","3,220","3,785","50","14,240"
"10007790","The University of Edinburgh","10,270","12,420","325","460","120","23,595","2,575","14,450","17,020","10","40,625"
"10022047","Empire College London Limited","265","0","0","0","0","265","0","0","0","0","265"
"10042570","Escape Studios","645","5","5","0","0","655","10","5","10","0","665"
"10007791","The University of Essex","10,135","30","70","50","85","10,375","840","5,020","5,860","40","16,270"
"10008173","University College of Estate Management","3,065","40","65","10","0","3,185","0","5","5","0","3,190"
"10002313","ESCP Europe Business School","15","0","0","0","0","15","615","205","815","0","830"
"10007792","The University of Exeter","23,425","240","1,100","145","120","25,025","825","7,025","7,850","0","32,880"
"10008640","Falmouth University","7,145","45","290","40","30","7,550","135","230","365","0","7,915"
"10045476","Met Film School Limited","195","5","5","0","0","200","95","230","330","0","530"
"10004511","The National Film and Television School","375","25","10","5","0","415","50","100","150","0","565"
"10022087","Futureworks","415","0","10","5","0","435","5","0","5","0","440"
"10042500","Global Banking School Limited","1,785","0","5","0","0","1,790","0","0","0","0","1,790"
"10007762","Glasgow Caledonian University","545","15,625","25","75","5","16,275","220","5,470","5,690","0","21,965"
"10002681","Glasgow School of Art","470","1,230","10","30","0","1,740","120","775","900","0","2,640"
"10007794","The University of Glasgow","3,990","20,300","140","650","30","25,105","1,580","11,350","12,935","80","38,125"
"10007145","University of Gloucestershire","6,420","10","375","10","10","6,825","65","1,345","1,410","0","8,235"
"10002718","Goldsmiths College","4,910","25","65","10","5","5,015","300","2,960","3,260","50","8,330"
"10030408","Gower College Swansea","0","0","30","0","0","30","0","0","0","0","30"
"10007146","The University of Greenwich","17,600","115","100","45","285","18,140","780","10,760","11,540","15","29,695"
"10007825","Guildhall School of Music and Drama","695","25","20","5","5","750","120","190","310","0","1,055"
"10040812","Harper Adams University","4,320","305","370","230","20","5,245","70","40","115","0","5,360"
"10080811","Hartpury University","2,000","35","240","30","15","2,315","80","140","220","0","2,540"
"10007764","Heriot-Watt University","955","5,350","30","205","20","6,565","460","3,640","4,100","5","10,665"
"10007147","University of Hertfordshire","15,145","40","115","35","10","15,345","335","18,565","18,895","10","34,255"
"10007148","The University of Huddersfield","16,095","25","85","35","10","16,245","145","3,625","3,770","20","20,030"
"10007149","The University of Hull","11,190","40","80","30","10","11,350","255","3,975","4,225","0","15,575"
"10003239","ICON College of Technology and Management","1,710","0","0","0","0","1,710","0","0","0","0","1,710"
"10003270","Imperial College of Science, Technology and Medicine","10,530","175","240","55","15","11,015","2,210","9,175","11,380","25","22,420"
"10003284","Inchbald School of Design Limited","15","0","0","0","0","15","5","15","15","0","30"
"10057622","The School of Information Risk Management","40","0","0","0","0","40","0","0","0","0","40"
"10013220","Institute of Art - London Limited","55","0","0","0","0","55","25","90","115","0","170"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0","0","90","90","0","90"
"10035638","Institute of Contemporary Music Performance","1,310","75","20","0","5","1,410","240","205","440","0","1,850"
"10027603","International College of Musical Theatre","25","0","0","0","0","30","10","5","15","0","45"
"10082728","INTO University Partnerships Limited","0","0","0","0","0","0","0","90","95","0","95"
"10029682","The Islamic College","115","0","0","0","0","120","0","0","0","0","120"
"10067601","JSA Education Group Ltd.","80","5","5","0","0","90","5","10","15","0","105"
"10082570","Kaplan International Colleges U.K. Limited","5","0","0","0","0","5","10","900","910","0","915"
"10021682","Kaplan Open Learning (Essex) Limited","1,725","20","20","5","5","1,770","0","0","5","0","1,775"
"10007767","Keele University","11,850","40","325","85","25","12,325","145","1,055","1,200","0","13,525"
"10007150","The University of Kent","13,750","35","75","45","45","13,945","670","2,570","3,240","5","17,190"
"10003645","King's College London","23,670","230","380","115","70","24,465","2,340","12,630","14,970","0","39,435"
"10003678","Kingston University","14,215","25","115","25","20","14,395","325","4,085","4,410","20","18,825"
"10003758","LAMDA Limited","145","10","10","0","0","165","15","205","225","0","390"
"10007768","The University of Lancaster","13,150","95","365","70","70","13,750","715","3,915","4,630","5","18,380"
"10003854","Leeds Arts University","1,910","20","30","10","10","1,980","20","170","190","0","2,170"
"10003861","Leeds Beckett University","18,040","80","210","70","75","18,475","195","5,370","5,560","0","24,040"
"10003798","Le Cordon Bleu Limited","105","0","0","0","0","105","20","270","290","0","395"
"10034449","Leeds Conservatoire","1,190","25","35","10","0","1,255","25","100","125","0","1,385"
"10007795","The University of Leeds","23,290","175","430","140","140","24,180","570","13,350","13,920","0","38,100"
"10003863","Leeds Trinity University","14,580","25","40","20","0","14,665","40","60","100","0","14,765"
"10082828","College of Legal Practice Limited","685","10","30","5","0","725","10","60","65","0","795"
"10007796","The University of Leicester","13,845","55","155","55","25","14,130","330","4,005","4,340","15","18,480"
"10089591","LIBF Limited","665","5","10","5","0","680","5","10","15","0","700"
"10007151","The University of Lincoln","15,535","50","125","30","80","15,815","115","4,250","4,365","10","20,185"
"10036456","Academy of Live Technology Ltd","155","0","5","0","0","165","5","0","5","0","170"
"10003956","Liverpool Hope University","3,970","15","175","470","30","4,665","180","210","390","0","5,055"
"10003957","Liverpool John Moores University","21,200","50","1,695","1,770","190","24,905","380","1,890","2,265","0","27,170"
"10003945","The Liverpool Institute for Performing Arts","715","15","55","20","5","810","55","195","255","0","1,065"
"10006842","The University of Liverpool","20,125","220","1,130","790","185","22,445","535","7,750","8,285","0","30,735"
"10003958","Liverpool School of Tropical Medicine","150","10","5","0","0","170","15","65","80","0","245"
"10007820","Grŵp Llandrillo Menai","45","0","785","0","0","830","0","0","0","0","830"
"10007162","University of the Arts, London","9,990","135","190","55","20","10,390","1,260","11,145","12,405","0","22,800"
"10013109","London Bridge Business Academy","150","0","0","0","0","150","0","0","0","0","150"
"10007769","London Business School","365","0","0","0","0","370","335","1,550","1,885","0","2,255"
"10030391","London Churchill College Ltd","1,325","0","0","0","0","1,325","0","0","0","0","1,325"
"10007797","University of London (Institutes and activities)","2,930","75","60","30","5","3,095","30","110","140","0","3,240"
"10039082","City and Guilds of London Art School","230","5","0","0","0","235","10","25","35","0","270"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","0","0","0"
"10004036","London Film School Limited","40","0","0","0","0","40","45","230","270","0","315"
"10015506","The London College","815","0","0","0","0","815","0","0","0","0","815"
"10004048","London Metropolitan University","10,865","50","65","10","25","11,010","280","3,425","3,705","15","14,730"
"10032594","London School of Academics Ltd","155","0","0","0","0","155","0","0","0","0","155"
"10004078","London South Bank University","13,890","20","75","15","5","14,005","220","2,745","2,960","0","16,965"
"10004063","London School of Economics and Political Science","4,475","75","75","35","20","4,685","1,640","6,585","8,225","0","12,910"
"10007771","London School of Hygiene and Tropical Medicine","415","10","5","5","0","435","60","485","545","0","980"
"10022285","London School of Management Education","775","0","0","0","0","775","0","25","25","0","795"
"10004075","London School of Theology","210","0","5","0","0","220","0","20","20","0","240"
"10004079","London Studio Centre","235","15","10","0","0","265","35","20","55","0","315"
"10062810","The London School of Architecture","110","0","0","0","0","115","5","5","5","0","120"
"10004035","The Film Education Training Trust Limited","40","0","0","0","0","40","30","85","115","0","160"
"10067623","The London Interdisciplinary School Ltd","130","5","0","0","15","145","5","0","5","0","150"
"10004113","Loughborough University","14,485","115","400","115","80","15,190","540","3,085","3,625","5","18,825"
"10009612","Luther King House Educational Trust","50","0","0","0","0","50","0","5","5","0","55"
"10042679","International Business College Manchester Limited","10","0","0","0","0","10","0","5","5","0","15"
"10004180","The Manchester Metropolitan University","32,880","120","910","280","85","34,270","400","4,820","5,225","50","39,545"
"10007798","The University of Manchester","26,430","325","1,005","390","80","28,235","1,410","17,250","18,660","25","46,915"
"10009527","Istituto Marangoni Limited","145","0","0","0","0","145","200","1,055","1,255","0","1,400"
"10023452","The Markfield Institute of Higher Education","85","0","0","0","0","85","5","10","15","0","100"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","105","0","0","0","0","105","0","0","0","0","105"
"10020416","Missio Dei","85","0","5","0","0","95","0","0","0","0","95"
"10030776","St Mellitus College","295","0","0","0","0","300","0","0","0","0","300"
"10004320","The Metanoia Institute","565","5","0","0","0","570","0","0","0","0","575"
"10004351","Middlesex University","11,145","40","55","20","15","11,275","495","3,980","4,475","110","15,855"
"10032277","The Minster Centre","160","0","0","0","0","160","0","0","0","0","165"
"10049370","MLA College","100","10","5","0","0","110","0","0","0","0","115"
"10004450","Mountview Academy of Theatre Arts","320","15","20","0","0","355","35","30","65","0","420"
"10023777","Mont Rose College of Management and Sciences","890","0","0","0","0","890","0","0","0","0","890"
"10023454","Moorlands College","140","0","5","10","0","160","15","5","20","0","180"
"10055902","Multiverse","6,455","100","60","5","0","6,625","0","0","0","0","6,625"
"10001444","National Centre for Circus Arts","50","0","5","0","0","55","5","15","20","0","75"
"10000216","All Nations Christian College","25","0","0","0","0","30","5","15","20","0","45"
"10004538","Nazarene Theological College","95","5","5","0","0","105","0","30","30","0","135"
"10030129","Nelson College London Ltd","1,770","0","0","0","0","1,770","0","0","0","0","1,770"
"10023456","Newbold College","40","0","0","0","0","45","20","25","45","0","90"
"10007799","Newcastle University","19,670","430","220","405","105","20,825","585","6,240","6,825","15","27,660"
"10067406","New Model Institute for Technology and Engineering (NMITE)","90","0","10","0","0","100","0","0","0","0","100"
"10048199","Northeastern University London","615","0","10","0","0","625","70","145","215","5","845"
"10008397","Norland College","250","5","10","0","5","270","5","10","15","0","285"
"10007138","The University of Northampton","12,230","50","130","50","0","12,460","115","3,840","3,955","0","16,420"
"10009614","Grŵp NPTC Group","0","0","185","0","0","185","0","0","0","0","185"
"10008816","Northern School of Contemporary Dance","180","10","5","0","0","200","30","30","60","0","260"
"10004740","Northern College of Acupuncture","140","5","0","0","0","150","0","0","5","0","150"
"10001282","University of Northumbria at Newcastle","21,980","210","145","535","50","22,920","460","7,225","7,685","20","30,625"
"10004775","Norwich University of the Arts","2,640","5","15","5","10","2,675","35","150","185","0","2,865"
"10007154","University of Nottingham","27,240","120","520","180","150","28,210","620","7,195","7,815","160","36,180"
"10004797","The Nottingham Trent University","30,775","50","275","90","165","31,355","505","6,680","7,185","15","38,555"
"10007773","The Open University","93,860","19,055","15,470","4,595","40","133,025","100","130","230","10","133,265"
"10004930","Oxford Brookes University","19,440","75","315","35","55","19,925","540","2,930","3,470","10","23,405"
"10007774","The University of Oxford","16,105","415","475","120","70","17,190","2,255","7,715","9,970","0","27,160"
"10066143","Paris Dauphine International","0","0","0","0","0","0","125","20","150","0","150"
"10083464","Peking University HSBC Business School UK Campus","0","0","0","0","0","0","0","45","45","0","45"
"10004028","The Place, London Contemporary Dance School (LCDS)","150","5","5","0","0","160","20","70","90","0","250"
"10005127","Arts University Plymouth","965","0","35","5","5","1,010","10","50","60","0","1,070"
"10007801","University of Plymouth","15,620","65","580","120","60","16,445","360","2,415","2,775","5","19,230"
"10019178","Point Blank Music School","655","10","15","5","0","680","65","115","180","0","860"
"10007155","The University of Portsmouth","17,425","85","315","70","40","17,935","690","5,880","6,570","20","24,525"
"10083476","The Prince's Foundation","10","0","0","0","0","10","0","15","15","0","25"
"10005337","Queen Margaret University, Edinburgh","640","4,710","35","120","25","5,530","615","685","1,300","0","6,835"
"10007775","Queen Mary University of London","16,985","80","165","45","10","17,285","1,340","7,445","8,785","10","26,080"
"10025197","University Centre Quayside Limited","160","0","5","0","0","165","0","0","0","0","165"
"10009292","Royal Academy of Dramatic Art","140","0","0","0","0","145","5","30","35","0","180"
"10005544","Royal Academy of Dance","160","10","10","5","5","185","20","10","30","0","215"
"10005378","Rambert School","100","0","0","0","0","100","20","40","60","0","160"
"10005389","Ravensbourne University London","4,165","5","20","10","0","4,200","70","2,285","2,355","0","6,555"
"10005470","Richmond, The American International University in London","205","0","0","0","0","205","90","875","965","0","1,175"
"10007802","The University of Reading","15,600","130","535","65","75","16,405","560","3,265","3,825","15","20,245"
"10086591","Regent's University London Limited","650","0","0","0","10","660","410","1,335","1,745","0","2,405"
"10021100","Regents Theological College","110","0","15","5","0","135","0","0","0","0","135"
"10023871","Results Consortium Limited","635","0","0","0","0","635","0","0","0","0","635"
"10062833","Raindance Educational Services Limited","45","0","0","0","0","45","0","10","10","0","55"
"10008455","Regent College London","4,325","0","0","0","0","4,325","5","590","595","0","4,920"
"10005500","Robert Gordon University","485","11,545","15","45","95","12,190","440","1,925","2,365","30","14,585"
"10007776","Roehampton University","6,620","5","25","15","15","6,680","170","5,190","5,360","10","12,050"
"10005523","Rose Bruford College of Theatre and Performance","730","20","25","10","5","785","40","70","110","0","895"
"10007835","Royal Academy of Music","335","20","20","10","0","390","110","295","405","0","795"
"10005545","Royal Agricultural University","810","20","30","10","5","875","30","105","135","0","1,010"
"10007777","Royal College of Art","715","10","15","5","5","745","105","2,000","2,105","0","2,850"
"10007778","Royal College of Music","420","30","25","5","0","480","125","365","490","0","970"
"10005561","Royal Conservatoire of Scotland","170","700","5","15","5","895","70","255","325","0","1,220"
"10007816","The Royal Central School of Speech and Drama","665","15","20","5","5","710","35","185","225","0","930"
"10005553","Royal Holloway and Bedford New College","10,290","25","135","25","20","10,495","450","2,025","2,480","0","12,975"
"10007837","Royal Northern College of Music","475","40","25","5","5","555","50","260","310","0","860"
"10007779","The Royal Veterinary College","1,550","35","90","15","5","1,695","80","825","905","0","2,600"
"10007803","The University of St. Andrews","2,895","3,160","115","125","20","6,315","960","4,615","5,575","5","11,895"
"10007839","SAE Education Limited","535","90","5","5","5","635","45","90","135","0","775"
"10007782","St George's, University of London","3,515","5","50","20","10","3,600","45","210","255","0","3,855"
"10008026","St Mary's University College","0","0","0","940","0","940","65","0","65","10","1,015"
"10007843","St Mary's University, Twickenham","5,795","25","110","25","10","5,965","355","875","1,230","0","7,190"
"10007156","The University of Salford","20,540","80","370","160","25","21,180","235","4,740","4,975","0","26,155"
"10021256","The Salvation Army","35","10","0","0","0","50","0","0","0","0","50"
"10008362","London School of Science and Technology Limited","160","0","0","0","0","160","0","0","0","0","160"
"10007780","SOAS University of London","4,430","30","30","5","5","4,505","295","1,485","1,780","0","6,285"
"10005700","SRUC","75","1,700","5","10","0","1,785","10","0","10","0","1,795"
"10005790","Sheffield Hallam University","27,105","55","190","60","55","27,465","185","4,570","4,755","15","32,235"
"10007157","The University of Sheffield","19,715","85","370","75","65","20,310","630","10,125","10,755","5","31,070"
"10023458","The Sherwood Psychotherapy Training Institute Limited","235","0","0","0","0","240","0","0","0","0","240"
"10006022","Solent University","7,555","20","125","20","35","7,755","355","1,510","1,865","35","9,650"
"10007158","The University of Southampton","15,005","60","395","90","65","15,615","805","9,575","10,380","0","25,995"
"10088214","S P Jain London School of Management Limited","15","0","0","0","0","15","0","25","30","0","45"
"10006093","Spurgeon's College","205","0","0","0","0","205","0","5","10","0","215"
"10006299","Staffordshire University","17,335","160","315","75","25","17,910","75","1,045","1,115","0","19,030"
"10008098","Study Group","0","0","0","0","0","0","5","1,885","1,890","0","1,890"
"10007804","The University of Stirling","970","8,250","40","275","25","9,555","710","2,585","3,295","15","12,865"
"10037449","University of St Mark and St John","2,675","10","45","5","10","2,745","85","20","105","0","2,850"
"10090767","St Padarn's Institute","60","5","145","0","0","210","0","0","0","0","210"
"10008010","Stranmillis University College","5","0","0","1,395","0","1,400","15","10","25","0","1,425"
"10022944","Stratford College London","0","0","0","0","0","0","35","0","40","0","40"
"10007805","The University of Strathclyde","1,515","16,255","70","230","205","18,275","465","4,490","4,955","35","23,265"
"10014001","University of Suffolk","13,015","5","85","10","45","13,155","490","260","750","10","13,915"
"10007159","The University of Sunderland","12,705","90","40","95","25","12,955","255","6,765","7,020","0","19,975"
"10007160","The University of Surrey","12,080","65","155","50","40","12,390","540","3,375","3,915","15","16,315"
"10007806","The University of Sussex","13,185","50","110","40","130","13,515","610","5,085","5,695","10","19,220"
"10007855","Swansea University","7,940","40","8,360","55","20","16,415","360","4,420","4,780","30","21,225"
"10083403","The Engineering and Design Institute London","115","0","0","0","0","115","0","5","5","0","120"
"10007161","Teesside University","16,210","120","120","60","15","16,520","85","8,440","8,525","0","25,045"
"10082743","ThinkSpace Education Limited","100","5","5","0","0","115","0","0","5","0","120"
"10008017","Trinity Laban Conservatoire of Music and Dance","885","35","40","15","10","980","75","245","320","0","1,300"
"10007858","University of Wales Trinity Saint David","7,805","40","6,705","15","40","14,605","60","970","1,030","25","15,660"
"10068157","University Centre Peterborough","555","5","10","0","0","570","0","0","5","0","570"
"10007114","University of the Highlands and Islands","325","8,785","25","20","0","9,160","105","125","230","145","9,530"
"10007807","Ulster University","835","75","65","20,545","10","21,535","1,960","8,415","10,375","5","31,915"
"10039956","The University of Law","13,895","85","370","45","30","14,425","290","3,555","3,845","10","18,285"
"10024766","Union Foundation","25","0","10","0","0","40","0","0","5","55","95"
"10007784","University College London","23,740","275","410","90","40","24,550","3,375","23,510","26,885","0","51,435"
"10007793","University of South Wales","4,815","95","10,475","75","10","15,470","270","6,365","6,635","1,565","23,670"
"10029843","Waltham International College Limited","10","0","0","0","0","10","0","0","0","0","10"
"10007163","The University of Warwick","18,010","125","385","55","25","18,600","1,440","9,390","10,830","0","29,435"
"10007361","Waverley Abbey College","240","0","10","0","0","250","0","0","0","0","250"
"10007164","University of the West of England, Bristol","24,780","75","2,410","105","70","27,440","580","7,760","8,345","140","35,925"
"10007800","The University of the West of Scotland","670","11,950","15","20","0","12,660","195","3,925","4,120","0","16,780"
"10032288","West Dean College","195","5","0","0","5","200","10","25","40","0","240"
"10006566","The University of West London","13,640","50","140","20","10","13,860","635","3,895","4,525","25","18,410"
"10007165","The University of Westminster","14,300","20","85","20","10","14,435","1,000","6,610","7,605","0","22,040"
"10003614","The University of Winchester","6,745","5","80","20","85","6,930","60","525","585","0","7,515"
"10007166","The University of Wolverhampton","16,970","70","190","50","15","17,290","70","2,335","2,405","5","19,700"
"10007139","University of Worcester","7,455","10","230","15","20","7,725","165","1,270","1,430","0","9,160"
"10007833","Wrexham University","2,190","30","3,825","35","10","6,095","125","2,705","2,830","60","8,990"
"10007657","Writtle University College","760","5","5","5","5","775","30","20","50","0","825"
"10007713","York St John University","7,020","35","75","25","15","7,170","110","3,625","3,740","0","10,905"
"10007167","The University of York","17,000","185","365","95","95","17,745","380","4,320","4,700","5","22,445"
"","Total","1,814,355","184,735","103,185","59,415","6,365","2,168,060","75,490","656,795","732,285","4,080","2,904,425"
