﻿Title:,"Table 8 - Expenditure - breakdown by HE provider, activity, HESA cost centre and academic year"
Subtitle:,"Academic years 2015/16 to 2023/24"
Reference ID:,DT031 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Search by HE provider
,Country of HE provider,All 
,Region of HE provider,All 
,HESA cost centre group,Total expenditure 
,HESA cost centre,Total expenditure 
,Academic year,2021/22 
,Financial Year End,All 
Search:,


"","","","","Activity (£000s)",""
"UKPRN","HE Provider","Financial Year End","Academic staff costs","Other staff costs","Total staff costs","Restructuring costs","Other operating expenses","Depreciation and amortisation","Interest and other finance costs","Total expenditure"
"10000385","The Arts University Bournemouth","2022-07-31","12,833","11,516","24,349","88","18,587","6,000","2,022","51,046"
"10000824","Bournemouth University","2022-07-31","54,215","46,528","100,743","140","57,160","13,846","4,615","176,504"
"10031982","BPP University","2021-08-31","21,805","17,283","39,088","392","41,758","796","7","82,041"
"10007785","The University of Bradford","2022-07-31","62,692","38,563","101,255","116","56,551","7,449","2,085","167,456"
"10000886","The University of Brighton","2022-07-31","73,801","65,895","139,696","324","60,277","7,977","6,638","214,912"
"10000936","The University College of Osteopathy","2022-07-31","1,761","1,388","3,149","0","1,763","294","143","5,349"
"10007786","The University of Bristol","2022-07-31","375,750","256,200","631,950","0","289,267","51,800","21,259","994,276"
"10028216","Brit College","2021-12-31","80","144","224","0","357","20","53","654"
"10023464","Trinity College Bristol","2021-08-31","383","841","1,224","0","1,117","161","53","2,555"
"10000961","Brunel University London","2022-07-31","72,401","116,066","188,467","574","99,556","17,833","5,572","312,002"
"10000975","Buckinghamshire New University","2022-07-31","17,289","23,482","40,771","15","112,188","5,952","2,540","161,466"
"10007787","The University of Buckingham","2021-12-31","9,335","7,753","17,088","0","20,884","2,184","259","40,415"
"10010308","Cambridge Arts and Sciences Limited","2021-08-31","3,617","2,672","6,289","0","10,231","172","13","16,705"
"10007788","The University of Cambridge","2022-07-31","363,178","941,995","1,305,173","0","1,010,088","130,398","-144,612","2,301,047"
"10032072","The Cambridge Theological Federation","2021-08-31","0","225","225","0","699","15","0","939"
"10003324","The Institute of Cancer Research","2022-07-31","108,046","-1,769","106,277","0","49,523","7,162","514","163,476"
"10001143","Canterbury Christ Church University","2022-07-31","44,198","35,013","79,211","246","100,780","8,446","2,523","191,206"
"10007814","Cardiff University","2022-07-31","210,793","247,201","457,994","9","212,897","40,041","14,372","725,313"
"10007854","Cardiff Metropolitan University","2022-07-31","41,367","50,137","91,504","0","38,447","4,822","3,112","137,885"
"10057213","CEG UFP Limited","2021-08-31","6,340","3,170","9,510","0","31,637","282","0","41,429"
"10001264","Central School of Ballet","2022-07-31","1,015","798","1,813","0","1,022","471","16","3,322"
"10007141","The University of Central Lancashire","2022-07-31","104,465","70,816","175,281","0","86,880","11,681","3,321","277,163"
"10024024","Central Film School London","2021-09-30","201","319","520","3","778","28","7","1,336"
"10007848","University of Chester","2022-07-31","41,051","42,075","83,126","0","47,762","8,738","2,627","142,253"
"10007137","The University of Chichester","2022-07-31","19,142","18,871","38,013","360","19,409","4,442","2,315","64,539"
"10001386","Chicken Shed Theatre Company","2022-03-31","849","1,371","2,220","0","815","158","4","3,197"
"10001546","The College of Integrated Chinese Medicine","2021-11-30","0","460","460","0","758","20","7","1,245"
"10026921","Christ the Redeemer College","2022-07-31","128","208","336","0","421","23","27","807"
"10010213","The City College","2022-06-30","90","301","391","0","591","6","0","988"
"10001478","City, University of London","2022-07-31","127,935","94,889","222,824","1,188","84,003","16,829","3,338","328,182"
"10007912","Cliff College","2021-08-31","382","802","1,184","0","1,101","60","6","2,351"
"10066502","The College of Health Ltd","2021-08-31","471","270","741","0","634","16","2","1,393"
"10023442","The College of Osteopaths","2021-08-31","426","213","639","0","322","7","2","970"
"10081618","The Council of the Inns of Court","2021-12-31","734","920","1,654","0","1,670","9","0","3,333"
"10007761","Courtauld Institute of Art","2022-07-31","3,382","10,560","13,942","0","13,880","4,739","83","32,644"
"10034324","Court Theatre Training Company Ltd","2021-08-31","99","50","149","0","314","2","1","466"
"10001726","Coventry University","2022-07-31","110,681","122,766","233,447","0","199,034","34,836","13,841","481,158"
"10007822","Cranfield University","2022-07-31","48,933","84,658","133,591","0","88,482","20,175","1,899","244,147"
"10006427","University for the Creative Arts","2022-07-31","17,364","30,600","47,964","0","44,278","3,646","1,551","97,439"
"10007842","University of Cumbria","2022-07-31","23,896","20,553","44,449","0","20,390","3,969","1,189","69,997"
"10026767","Dartington Hall Trust (The)","2021-08-31","494","6,044","6,538","0","6,686","421","157","13,802"
"10015688","David Game College Ltd","2022-01-31","2,479","2,489","4,968","0","4,976","615","212","10,771"
"10001883","De Montfort University","2022-07-31","77,699","78,923","156,622","3,966","65,309","17,528","8,046","251,471"
"10007851","University of Derby","2022-07-31","57,349","63,860","121,209","468","62,055","28,775","4,919","217,426"
"10007852","The University of Dundee","2022-07-31","122,144","96,244","218,388","0","107,639","17,386","2,020","345,433"
"10007143","University of Durham","2022-07-31","223,044","108,846","331,890","0","146,310","43,650","10,836","532,686"
"10067355","Dyson Technical Training Limited","2021-12-31","416","2,222","2,638","0","588","29","0","3,255"
"10007789","The University of East Anglia","2022-07-31","101,625","149,853","251,478","0","107,305","31,506","5,293","395,582"
"10007144","The University of East London","2022-07-31","44,616","45,943","90,559","345","80,853","8,191","1,839","181,787"
"10032282","The Queen's Foundation for Ecumenical Theological Education","2021-08-31","659","455","1,114","0","758","281","0","2,153"
"10007823","Edge Hill University","2022-07-31","45,017","44,189","89,206","0","37,404","6,921","3,143","136,674"
"10007772","Edinburgh Napier University","2022-07-31","48,403","49,827","98,230","38","47,941","6,827","1,982","155,018"
"10007790","The University of Edinburgh","2022-07-31","360,694","520,867","881,561","0","424,612","61,161","21,704","1,389,038"
"10022047","Empire College London Limited","2022-03-31","179","123","302","0","289","15","0","606"
"10042570","Escape Studios","2021-12-31","3,043","4,285","7,328","636","8,138","1,361","342","17,805"
"10007791","The University of Essex","2022-07-31","128,995","69,072","198,067","0","106,442","15,578","6,033","326,120"
"10008173","University College of Estate Management","2022-07-31","5,211","9,268","14,479","0","3,097","312","20","17,908"
"10002313","ESCP Europe Business School","2021-12-31","2,771","6,382","9,153","0","4,688","293","290","14,424"
"10007792","The University of Exeter","2022-07-31","320,668","118,267","438,935","0","181,148","59,054","6,331","685,468"
"10008640","Falmouth University","2022-07-31","14,510","19,353","33,863","18","29,053","3,904","1,182","68,020"
"10045476","Met Film School Limited","2021-09-30","2,764","2,737","5,501","0","5,741","27","41","11,310"
"10004511","The National Film and Television School","2022-07-31","2,230","4,656","6,886","0","9,813","1,718","84","18,501"
"10022087","Futureworks","2021-08-31","1,208","466","1,674","0","1,677","68","6","3,425"
"10042500","Global Banking School Limited","2022-02-28","6,651","10,693","17,344","0","46,691","1,242","-74","65,203"
"10007762","Glasgow Caledonian University","2022-07-31","59,528","47,816","107,344","0","39,460","6,095","1,350","154,249"
"10002681","Glasgow School of Art","2022-07-31","12,567","15,225","27,792","72","12,661","2,757","441","43,723"
"10007794","The University of Glasgow","2022-07-31","384,039","267,590","651,629","0","305,837","36,629","8,629","1,002,724"
"10007145","University of Gloucestershire","2022-07-31","27,860","30,289","58,149","215","21,158","7,129","1,761","88,412"
"10002718","Goldsmiths College","2022-07-31","74,398","44,110","118,508","0","37,542","12,242","1,789","170,081"
"10007146","The University of Greenwich","2022-07-31","66,637","61,748","128,385","717","111,360","10,195","7,349","258,006"
"10007825","Guildhall School of Music and Drama","2022-03-31","12,937","10,286","23,223","0","14,401","0","0","37,624"
"10040812","Harper Adams University","2022-07-31","13,318","12,890","26,208","0","13,781","4,137","2,198","46,324"
"10080811","Hartpury University","2022-07-31","12,027","18,113","30,140","0","15,201","2,981","1,257","49,579"
"10007764","Heriot-Watt University","2022-07-31","62,571","104,056","166,627","512","107,178","18,781","2,245","295,343"
"10007147","University of Hertfordshire","2022-07-31","89,300","81,253","170,553","0","139,417","18,448","3,912","332,330"
"10007148","The University of Huddersfield","2022-07-31","59,849","63,883","123,732","257","50,803","14,633","2,716","192,141"
"10007149","The University of Hull","2022-07-31","80,452","62,023","142,475","799","56,021","27,513","2,839","229,647"
"10003239","ICON College of Technology and Management","2021-09-30","982","685","1,667","0","14,763","59","0","16,489"
"10003270","Imperial College of Science, Technology and Medicine","2022-07-31","460,828","293,232","754,060","1,509","393,604","91,202","19,127","1,259,502"
"10003284","Inchbald School of Design Limited","2022-07-31","343","199","542","0","747","3","3","1,295"
"10013220","Institute of Art - London Limited","2021-08-31","1,328","833","2,161","0","3,207","-5","102","5,465"
"10067388","The Institute of Ismaili Studies","2021-12-31","4,073","2,516","6,589","0","8,969","81","0","15,639"
"10035638","Institute of Contemporary Music Performance","2022-05-31","1,965","3,681","5,646","0","3,561","375","177","9,759"
"10082728","INTO University Partnerships Limited","2022-07-31","9,788","39,772","49,560","0","48,504","4,783","-5,007","97,840"
"10029682","The Islamic College","2021-08-31","586","70","656","0","275","119","1","1,051"
"10067601","JSA Education Group Ltd.","2022-07-31","367","27","394","0","338","25","50","807"
"10082570","Kaplan International Colleges U.K. Limited","2021-12-25","13,030","27,820","40,850","0","73,867","4,410","0","119,127"
"10021682","Kaplan Open Learning (Essex) Limited","2021-12-31","638","2,331","2,969","0","7,912","68","0","10,949"
"10007767","Keele University","2022-07-31","48,969","87,382","136,351","0","71,995","11,833","4,265","224,444"
"10007150","The University of Kent","2022-07-31","73,818","126,679","200,497","1,565","98,172","21,226","5,192","326,652"
"10003645","King's College London","2022-07-31","652,820","261,090","913,910","0","406,163","59,233","17,334","1,396,640"
"10003678","Kingston University","2022-07-31","63,147","69,367","132,514","242","75,931","14,391","8,264","231,342"
"10003758","LAMDA Limited","2022-07-31","1,842","2,809","4,651","0","7,278","1,246","209","13,384"
"10007768","The University of Lancaster","2022-07-31","166,545","82,706","249,251","79","115,691","27,058","6,827","398,906"
"10003854","Leeds Arts University","2022-07-31","7,549","7,100","14,649","0","5,879","1,542","347","22,417"
"10003861","Leeds Beckett University","2022-07-31","69,032","74,151","143,183","1,061","61,054","21,712","9,306","236,316"
"10003798","Le Cordon Bleu Limited","2021-12-31","1,554","994","2,548","0","4,868","775","281","8,472"
"10034449","Leeds Conservatoire","2022-07-31","2,304","8,187","10,491","0","6,156","806","338","17,791"
"10007795","The University of Leeds","2022-07-31","353,172","289,512","642,684","0","326,080","67,710","12,478","1,048,952"
"10003863","Leeds Trinity University","2022-07-31","12,692","17,900","30,592","0","13,448","3,170","774","47,984"
"10082828","College of Legal Practice Limited","2022-06-30","771","132","903","0","1,077","3","0","1,983"
"10007796","The University of Leicester","2022-07-31","109,777","142,219","251,996","0","117,785","28,712","1,299","399,792"
"10007151","The University of Lincoln","2022-07-31","68,181","45,639","113,820","0","74,651","10,995","4,157","203,623"
"10036456","Academy of Live Technology Ltd","2021-12-31","695","528","1,223","0","1,023","119","0","2,365"
"10003956","Liverpool Hope University","2022-07-31","18,740","17,686","36,426","0","12,224","4,823","1,234","54,707"
"10003957","Liverpool John Moores University","2022-07-31","90,697","56,312","147,009","0","70,041","14,195","5,566","236,811"
"10003945","The Liverpool Institute for Performing Arts","2022-07-31","4,033","4,141","8,174","0","3,009","946","3","12,132"
"10006842","The University of Liverpool","2022-07-31","306,515","174,546","481,061","1,629","213,261","48,076","12,046","756,073"
"10003958","Liverpool School of Tropical Medicine","2022-07-31","14,464","36,436","50,900","0","150,181","2,186","47","203,314"
"10007162","University of the Arts, London","2022-07-31","84,177","151,619","235,796","0","121,039","4,912","5,655","367,402"
"10013109","London Bridge Business Academy","2021-12-31","55","108","163","0","668","4","0","835"
"10007769","London Business School","2022-07-31","40,993","78,713","119,706","0","67,330","11,793","2,775","201,604"
"10030391","London Churchill College Ltd","2021-11-30","253","645","898","0","279","79","31","1,287"
"10007797","University of London (Institutes and activities)","2022-07-31","3,156","82,272","85,428","0","111,187","8,756","2,581","207,952"
"10039082","City and Guilds of London Art School","2021-08-31","1,492","175","1,667","0","1,221","49","0","2,937"
"10023434","London School of Commerce & IT Limited","2022-03-31","255","174","429","0","2,394","6","0","2,829"
"10004036","London Film School Limited","2021-08-31","2,828","0","2,828","0","3,097","58","0","5,983"
"10015506","The London College","2022-07-31","954","653","1,607","0","3,266","22","0","4,895"
"10004048","London Metropolitan University","2022-07-31","32,854","33,908","66,762","114","49,913","6,259","2,463","125,511"
"10032594","London School of Academics Ltd","2022-03-31","80","95","175","0","223","3","0","401"
"10004078","London South Bank University","2022-07-31","46,795","66,606","113,401","1,919","67,316","9,840","5,072","197,548"
"10004063","London School of Economics and Political Science","2022-07-31","179,475","126,038","305,513","0","133,907","14,975","9,158","463,553"
"10007771","London School of Hygiene and Tropical Medicine","2022-07-31","96,959","62,965","159,924","0","122,727","7,767","855","291,273"
"10022285","London School of Management Education","2021-08-31","803","293","1,096","0","1,718","87","0","2,901"
"10004075","London School of Theology","2021-08-31","1,235","960","2,195","0","1,353","209","0","3,757"
"10004079","London Studio Centre","2021-08-31","456","873","1,329","0","2,869","295","1","4,494"
"10062810","The London School of Architecture","2022-06-30","76","244","320","0","832","5","0","1,157"
"10008289","The London Institute of Banking & Finance","2022-07-31","553","8,576","9,129","0","9,965","219","24","19,337"
"10004035","The Film Education Training Trust Limited","2022-01-31","328","831","1,159","0","1,540","35","1","2,735"
"10067623","The London Interdisciplinary School Ltd","2022-07-31","671","1,097","1,768","0","1,738","62","0","3,568"
"10004113","Loughborough University","2022-07-31","136,801","114,160","250,961","0","102,653","29,243","5,534","388,391"
"10009612","Luther King House Educational Trust","2021-08-31","203","336","539","0","276","58","-3","870"
"10004180","The Manchester Metropolitan University","2022-07-31","110,899","129,848","240,747","0","116,510","19,478","5,723","382,458"
"10007798","The University of Manchester","2022-07-31","481,511","334,700","816,211","550","400,439","78,974","20,802","1,316,976"
"10009527","Istituto Marangoni Limited","2022-06-30","2,477","1,451","3,928","0","8,696","662","0","13,286"
"10023452","The Markfield Institute of Higher Education","2021-12-31","296","99","395","0","260","1","0","656"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","2021-08-31","153","46","199","0","172","7","0","378"
"10020416","Missio Dei","2022-06-30","148","720","868","0","1,435","37","0","2,340"
"10030776","St Mellitus College","2022-07-31","863","0","863","0","2,549","20","0","3,432"
"10004320","The Metanoia Institute","2021-08-31","1,970","1,785","3,755","0","1,051","61","0","4,867"
"10004351","Middlesex University","2022-07-31","69,701","55,949","125,650","0","68,472","14,409","6,635","215,166"
"10032277","The Minster Centre","2022-06-30","1,180","628","1,808","0","706","13","0","2,527"
"10049370","MLA College","2021-09-30","467","324","791","0","657","67","4","1,519"
"10004450","Mountview Academy of Theatre Arts","2021-08-31","2,384","1,919","4,303","0","3,657","461","869","9,290"
"10023777","Mont Rose College of Management and Sciences","2021-08-31","1,685","1,050","2,735","0","2,959","538","18","6,250"
"10023454","Moorlands College","2022-06-30","809","502","1,311","0","749","92","0","2,152"
"10055902","Multiverse","2022-03-31","4,919","25,222","30,141","0","11,074","295","14","41,524"
"10001444","National Centre for Circus Arts","2022-07-31","433","1,385","1,818","0","968","17","0","2,803"
"10000216","All Nations Christian College","2021-08-31","431","466","897","0","645","107","0","1,649"
"10053304","Navitas UK Holdings Limited","2022-06-30","4,259","10,839","15,098","0","30,392","190","5","45,685"
"10004538","Nazarene Theological College","2022-06-30","655","42","697","0","708","27","11","1,443"
"10030129","Nelson College London Ltd","2022-07-31","376","2,183","2,559","0","6,444","344","51","9,398"
"10023456","Newbold College","2021-12-31","778","921","1,699","150","1,039","261","0","3,149"
"10007799","Newcastle University","2022-07-31","193,622","215,690","409,312","0","192,568","32,317","5,430","639,627"
"10067406","New Model Institute for Technology and Engineering (NMITE)","2022-07-31","1,303","1,575","2,878","171","4,496","499","65","8,109"
"10048199","Northeastern University London","2022-06-30","3,743","4,070","7,813","0","12,973","938","0","21,724"
"10008397","Norland College","2022-07-31","726","2,101","2,827","0","1,516","283","0","4,626"
"10007138","The University of Northampton","2022-07-31","37,386","40,222","77,608","0","64,489","11,338","11,324","164,759"
"10008816","Northern School of Contemporary Dance","2022-07-31","1,015","1,617","2,632","0","1,507","187","0","4,326"
"10004740","Northern College of Acupuncture","2022-06-30","265","297","562","0","585","8","0","1,155"
"10001282","University of Northumbria at Newcastle","2022-07-31","111,726","85,656","197,382","0","106,800","18,601","6,272","329,055"
"10004775","Norwich University of the Arts","2022-07-31","6,683","7,752","14,435","0","6,950","1,920","335","23,640"
"10007154","University of Nottingham","2022-07-31","414,318","169,615","583,933","0","292,314","43,701","5,399","925,347"
"10004797","The Nottingham Trent University","2022-07-31","122,076","132,856","254,932","0","105,883","24,722","10,074","395,611"
"10007773","The Open University","2022-07-31","206,302","375,568","581,870","40,811","144,619","8,901","1,303","777,504"
"10004930","Oxford Brookes University","2022-07-31","62,750","67,721","130,471","0","76,029","17,688","8,081","232,269"
"10007774","The University of Oxford","2022-07-31","787,054","748,933","1,535,987","0","1,199,080","124,721","37,538","2,897,326"
"10066143","Paris Dauphine International","2022-07-31","450","355","805","0","1,133","32","1","1,971"
"10004028","The Place, London Contemporary Dance School (LCDS)","2022-07-31","1,633","2,496","4,129","0","3,074","370","7","7,580"
"10005127","Arts University Plymouth","2022-07-31","4,699","5,826","10,525","0","3,676","795","383","15,379"
"10007801","University of Plymouth","2022-07-31","77,276","76,235","153,511","0","69,124","17,332","7,378","247,345"
"10019178","Point Blank Music School","2021-12-31","1,442","2,224","3,666","0","3,191","115","0","6,972"
"10007155","The University of Portsmouth","2022-07-31","93,096","87,378","180,474","0","90,612","19,745","-9,017","281,814"
"10083476","The Prince's Foundation","2022-03-31","1,515","7,257","8,772","0","8,663","2,291","79","19,805"
"10005337","Queen Margaret University, Edinburgh","2022-07-31","15,012","14,204","29,216","0","13,329","4,812","1,366","48,723"
"10007775","Queen Mary University of London","2022-07-31","241,015","160,392","401,407","0","194,436","26,819","8,295","630,957"
"10025197","University Centre Quayside Limited","2022-02-28","1,054","0","1,054","0","707","21","0","1,782"
"10009292","Royal Academy of Dramatic Art","2022-07-31","2,707","4,707","7,414","25","6,507","781","0","14,727"
"10005544","Royal Academy of Dance","2022-07-31","1,043","10,653","11,696","0","7,650","740","189","20,275"
"10005378","Rambert School","2022-07-31","838","423","1,261","0","1,388","119","0","2,768"
"10005389","Ravensbourne University London","2022-07-31","7,286","9,643","16,929","0","9,883","1,708","332","28,852"
"10005470","Richmond, The American International University in London","2022-06-30","5,127","3,613","8,740","15","13,767","500","1,524","24,546"
"10007802","The University of Reading","2022-07-31","138,052","122,251","260,303","0","111,043","28,915","6,274","406,535"
"10086591","Regent's University London Limited","2022-06-30","8,352","8,878","17,230","0","21,371","2,500","-1,397","39,704"
"10021100","Regents Theological College","2021-09-30","513","32,174","32,687","0","23,278","1,541","2,365","59,871"
"10023871","Results Consortium Limited","2022-07-31","446","341","787","0","634","0","1","1,422"
"10062833","Raindance Educational Services Limited","2021-10-31","0","141","141","0","201","3","0","345"
"10008455","Regent College London","2022-07-31","5,072","6,520","11,592","457","19,841","787","108","32,785"
"10005500","Robert Gordon University","2022-07-31","40,240","31,682","71,922","0","32,757","8,576","1,658","114,913"
"10007776","Roehampton University","2022-07-31","33,329","38,393","71,722","0","56,393","7,343","5,097","140,555"
"10020436","Royal School of Needlework (The)","2021-08-31","524","672","1,196","0","954","13","0","2,163"
"10005523","Rose Bruford College of Theatre and Performance","2022-07-31","2,714","2,915","5,629","17","7,100","451","44","13,241"
"10007835","Royal Academy of Music","2022-07-31","7,054","6,474","13,528","0","11,149","1,744","63","26,484"
"10005545","Royal Agricultural University","2022-07-31","3,695","6,130","9,825","0","8,210","996","223","19,254"
"10007777","Royal College of Art","2022-07-31","17,192","16,107","33,299","0","36,326","4,992","408","75,025"
"10007778","Royal College of Music","2022-07-31","7,277","11,560","18,837","0","11,048","2,886","209","32,980"
"10005561","Royal Conservatoire of Scotland","2022-07-31","10,712","10,385","21,097","0","5,932","903","0","27,932"
"10007816","The Royal Central School of Speech and Drama","2022-07-31","5,818","7,559","13,377","0","6,611","1,030","478","21,496"
"10005553","Royal Holloway and Bedford New College","2022-07-31","66,017","84,712","150,729","0","59,342","17,785","4,591","232,447"
"10007837","Royal Northern College of Music","2022-07-31","6,924","7,634","14,558","0","7,921","2,209","384","25,072"
"10007779","The Royal Veterinary College","2022-07-31","25,539","50,328","75,867","0","35,219","8,386","624","120,096"
"10007803","The University of St. Andrews","2022-07-31","140,422","68,770","209,192","0","106,963","16,829","5,446","338,430"
"10007839","SAE Education Limited","2022-06-30","2,347","2,130","4,477","0","2,410","1,311","667","8,865"
"10007782","St George's, University of London","2022-07-31","32,060","31,516","63,576","0","25,190","6,640","995","96,401"
"10008026","St Mary's University College","2022-07-31","2,873","3,802","6,675","0","2,403","346","85","9,509"
"10007843","St Mary's University, Twickenham","2022-07-31","17,538","19,043","36,581","101","12,486","4,302","457","53,927"
"10007156","The University of Salford","2022-07-31","60,997","103,360","164,357","0","80,854","14,137","4,997","264,345"
"10021256","The Salvation Army","2022-03-31","196","91,688","91,884","0","128,194","6,417","250","226,745"
"10007780","SOAS University of London","2022-07-31","41,477","37,810","79,287","197","32,148","5,810","358","117,800"
"10005700","SRUC","2022-07-31","17,340","31,270","48,610","195","31,124","8,901","587","89,417"
"10005790","Sheffield Hallam University","2022-07-31","111,402","102,583","213,985","0","86,629","22,230","7,246","330,090"
"10007157","The University of Sheffield","2022-07-31","328,344","223,826","552,170","0","251,127","73,951","15,741","892,989"
"10023458","The Sherwood Psychotherapy Training Institute Limited","2021-08-31","460","410","870","0","341","5","0","1,216"
"10006022","Solent University","2022-07-31","25,098","30,675","55,773","0","41,042","9,102","3,024","108,941"
"10007158","The University of Southampton","2022-07-31","274,454","207,996","482,450","0","206,898","31,422","17,053","737,823"
"10006093","Spurgeon's College","2022-07-31","727","423","1,150","0","900","30","219","2,299"
"10006299","Staffordshire University","2022-07-31","36,788","38,856","75,644","0","48,501","11,402","3,021","138,568"
"10008098","Study Group","2021-12-31","21,385","15,936","37,321","698","76,165","10,916","3,417","128,517"
"10007804","The University of Stirling","2022-07-31","43,739","67,343","111,082","0","45,003","9,362","3,205","168,652"
"10037449","University of St Mark and St John","2022-07-31","7,069","9,458","16,527","157","13,404","2,206","825","33,119"
"10008010","Stranmillis University College","2022-07-31","3,786","4,728","8,514","0","4,095","1,139","128","13,876"
"10007805","The University of Strathclyde","2022-07-31","164,802","190,854","355,656","257","122,270","40,294","1,964","520,441"
"10014001","University of Suffolk","2022-07-31","23,690","19,181","42,871","0","81,772","6,105","1,172","131,920"
"10007159","The University of Sunderland","2022-07-31","45,931","51,855","97,786","40","90,560","9,036","4,657","202,079"
"10007160","The University of Surrey","2022-07-31","96,657","140,291","236,948","686","94,953","34,111","10,214","376,912"
"10007806","The University of Sussex","2022-07-31","99,905","129,864","229,769","0","111,995","27,652","7,894","377,310"
"10007855","Swansea University","2022-07-31","77,530","198,875","276,405","91","134,938","28,638","7,557","447,629"
"10020381","Tavistock and Portman NHS Foundation Trust","2022-03-31","2,315","47,006","49,321","1,655","22,519","1,972","31","75,498"
"10083403","The Engineering and Design Institute London","2022-07-31","1,240","1,818","3,058","13","1,909","365","-3,818","1,527"
"10007161","Teesside University","2022-07-31","46,060","56,214","102,274","0","60,053","19,033","2,109","183,469"
"10082743","ThinkSpace Education Limited","2022-07-31","103","255","358","0","650","10","3","1,021"
"10008017","Trinity Laban Conservatoire of Music and Dance","2022-07-31","9,060","9,672","18,732","0","9,875","1,631","194","30,432"
"10007858","University of Wales Trinity Saint David","2022-07-31","43,727","67,854","111,581","246","72,942","9,635","2,781","197,185"
