﻿Title:,"Table 7 - HE academic staff by HE provider and employment conditions"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 7
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Activity standard occupational classification,All 
,Academic year,2021/22 
Search:,


"UKPRN","HE provider","Teaching only","Research only","Both teaching and research","Neither teaching nor research","Total academic staff"
"10007147","University of Hertfordshire","760","45","1,220","20","2,045"
"10007148","The University of Huddersfield","5","135","790","0","935"
"10007149","The University of Hull","445","110","350","10","910"
"10003239","ICON College of Technology and Management","20","0","5","0","25"
"10003270","Imperial College of Science, Technology and Medicine","485","2,430","1,520","10","4,440"
"10013220","Institute of Art - London Limited","0","0","20","0","20"
"10035638","Institute of Contemporary Music Performance","20","0","0","0","20"
"10082570","Kaplan International Colleges U.K. Limited","380","0","0","30","410"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","25","25"
"10007767","Keele University","325","100","415","0","840"
"10007150","The University of Kent","525","215","695","5","1,435"
"10003645","King's College London","1,915","1,890","1,910","0","5,715"
"10003678","Kingston University","50","30","875","0","955"
"10003758","LAMDA Limited","55","0","0","0","55"
"10007768","The University of Lancaster","835","455","925","20","2,240"
"10003854","Leeds Arts University","75","5","90","5","170"
"10003861","Leeds Beckett University","435","10","1,000","0","1,440"
"10034449","Leeds Conservatoire","230","0","0","25","250"
"10007795","The University of Leeds","870","1,150","1,740","0","3,760"
"10003863","Leeds Trinity University","30","0","175","0","205"
"10082828","College of Legal Practice Limited","0","0","0","0","5"
"10007796","The University of Leicester","485","495","675","0","1,655"
"10007151","The University of Lincoln","920","110","375","0","1,405"
"10036456","Academy of Live Technology Ltd","10","0","0","0","15"
"10003956","Liverpool Hope University","120","0","205","5","335"
"10003957","Liverpool John Moores University","445","145","1,100","0","1,690"
"10003945","The Liverpool Institute for Performing Arts","100","0","0","0","100"
"10006842","The University of Liverpool","960","900","1,240","10","3,110"
"10003958","Liverpool School of Tropical Medicine","10","155","80","5","250"
"10007162","University of the Arts, London","3,110","5","555","0","3,670"
"10007769","London Business School","0","5","105","0","110"
"10007797","University of London (Institutes and activities)","15","15","30","15","75"
"10004036","London Film School Limited","30","0","0","10","40"
"10004048","London Metropolitan University","300","0","155","15","470"
"10004078","London South Bank University","825","45","325","0","1,195"
"10004063","London School of Economics and Political Science","670","465","640","50","1,830"
"10007771","London School of Hygiene and Tropical Medicine","25","445","620","0","1,090"
"10022285","London School of Management Education","10","0","0","0","15"
"10004075","London School of Theology","0","0","25","0","25"
"10062810","The London School of Architecture","5","0","0","0","5"
"10008289","The London Institute of Banking & Finance","0","0","15","10","30"
"10067623","The London Interdisciplinary School Ltd","0","0","10","0","10"
"10004113","Loughborough University","480","300","810","0","1,590"
"10009612","Luther King House Educational Trust","0","0","5","0","5"
"10004180","The Manchester Metropolitan University","605","140","1,550","25","2,320"
"10007798","The University of Manchester","1,230","2,060","1,985","0","5,280"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0"
"10030776","St Mellitus College","35","0","0","0","35"
"10004320","The Metanoia Institute","90","0","5","0","95"
"10004351","Middlesex University","45","35","860","0","935"
"10023777","Mont Rose College of Management and Sciences","40","0","0","0","40"
"10023454","Moorlands College","25","0","0","0","25"
"10004538","Nazarene Theological College","10","0","10","0","20"
"10030129","Nelson College London Ltd","5","0","0","5","10"
"10007799","Newcastle University","575","1,050","1,395","5","3,030"
"10067406","New Model Institute for Technology and Engineering (NMITE)","15","0","0","0","15"
"10048199","Northeastern University London","60","0","30","5","90"
"10007138","The University of Northampton","700","10","145","5","860"
"10001282","University of Northumbria at Newcastle","85","165","1,470","0","1,720"
"10004775","Norwich University of the Arts","160","5","75","0","240"
"10007154","University of Nottingham","785","1,175","1,575","0","3,540"
"10004797","The Nottingham Trent University","1,995","0","615","0","2,610"
"10007773","The Open University","4,510","135","1,150","5","5,800"
"10004930","Oxford Brookes University","675","30","860","0","1,570"
"10007774","The University of Oxford","140","4,810","1,980","15","6,945"
"10005127","Arts University Plymouth","55","0","60","5","120"
"10007801","University of Plymouth","885","220","520","15","1,635"
"10019178","Point Blank Music School","85","0","0","0","85"
"10007155","The University of Portsmouth","630","10","1,145","0","1,785"
"10005337","Queen Margaret University, Edinburgh","25","35","230","10","300"
"10007775","Queen Mary University of London","1,390","805","1,100","5","3,300"
"10009292","Royal Academy of Dramatic Art","75","0","0","0","75"
"10005389","Ravensbourne University London","205","5","15","5","225"
"10007802","The University of Reading","650","390","650","0","1,690"
"10008455","Regent College London","135","0","0","0","135"
"10005500","Robert Gordon University","70","60","510","0","640"
"10007776","Roehampton University","285","10","200","5","500"
"10005523","Rose Bruford College of Theatre and Performance","65","0","40","0","105"
"10007835","Royal Academy of Music","270","0","30","0","300"
"10005545","Royal Agricultural University","35","0","25","5","65"
"10007777","Royal College of Art","10","20","165","0","190"
"10007778","Royal College of Music","250","5","30","0","285"
"10005561","Royal Conservatoire of Scotland","300","5","30","0","335"
"10007816","The Royal Central School of Speech and Drama","45","5","35","0","85"
"10005553","Royal Holloway and Bedford New College","480","140","535","5","1,165"
"10007837","Royal Northern College of Music","280","5","25","0","310"
"10007779","The Royal Veterinary College","75","55","170","0","300"
"10007803","The University of St. Andrews","260","425","665","0","1,355"
"10007839","SAE Education Limited","50","0","0","0","50"
"10007782","St George's, University of London","245","100","125","10","480"
"10008026","St Mary's University College","25","0","35","0","60"
"10007843","St Mary's University, Twickenham","165","0","280","0","450"
"10007156","The University of Salford","210","35","820","5","1,065"
"10007780","SOAS University of London","240","50","225","0","515"
"10005700","SRUC","210","135","20","75","440"
"10005790","Sheffield Hallam University","445","195","1,455","0","2,095"
"10007157","The University of Sheffield","745","1,500","1,365","0","3,610"
"10006022","Solent University","185","5","385","0","575"
"10007158","The University of Southampton","465","880","1,245","5","2,600"
"10006093","Spurgeon's College","5","0","10","0","15"
"10006299","Staffordshire University","895","10","100","5","1,015"
"10007804","The University of Stirling","405","190","400","0","990"
"10037449","University of St Mark and St John","10","5","100","0","120"
"10008010","Stranmillis University College","30","0","35","0","70"
"10007805","The University of Strathclyde","345","570","750","270","1,930"
"10014001","University of Suffolk","180","10","80","0","275"
"10007159","The University of Sunderland","630","10","515","5","1,160"
"10007160","The University of Surrey","595","395","645","0","1,635"
"10007806","The University of Sussex","940","405","800","5","2,150"
"10007855","Swansea University","655","475","545","10","1,685"
"10083403","The Engineering and Design Institute London","10","0","0","0","10"
"10007161","Teesside University","155","65","625","0","845"
"10082743","ThinkSpace Education Limited","5","0","0","5","5"
"10008017","Trinity Laban Conservatoire of Music and Dance","415","0","20","0","440"
"10007858","University of Wales Trinity Saint David","390","40","325","30","785"
"10067648","University Academy 92 Limited","25","0","0","0","30"
"10007114","University of the Highlands and Islands","30","35","15","15","95"
"10007807","Ulster University","635","245","595","5","1,480"
"10039956","The University of Law","465","0","5","10","480"
"10007784","University College London","2,690","3,930","2,955","10","9,585"
"10007793","University of South Wales","925","70","720","5","1,715"
"10029843","Waltham International College Limited","15","0","5","5","20"
"10007163","The University of Warwick","1,140","830","1,180","5","3,160"
"10007361","Waverley Abbey College","20","0","0","0","20"
"10007164","University of the West of England, Bristol","645","5","1,605","10","2,260"
"10007800","The University of the West of Scotland","30","35","585","0","655"
"10006566","The University of West London","1,320","0","100","0","1,420"
"10007165","The University of Westminster","945","60","870","5","1,875"
"10003614","The University of Winchester","540","10","155","20","725"
"10007166","The University of Wolverhampton","70","55","890","0","1,010"
"10007139","University of Worcester","370","15","310","5","700"
"10007833","Wrexham University","0","0","195","10","205"
"10007657","Writtle University College","110","0","0","5","115"
"10007713","York St John University","60","0","360","0","420"
"10007167","The University of York","635","760","895","5","2,295"
"","Total","81,080","51,025","100,170","1,740","234,020"
