﻿Title:,"Table 49 - HE student enrolments by HE provider and subject of study"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 49
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2021/22 
Search:,


"UKPRN","HE provider","15-01-01 Social sciences (non-specific)","15-01-02 Sociology","15-01-03 Social policy","15-01-04 Anthropology","15-01-05 Development studies","15-01-06 Cultural studies","15-02-01 Economics","15-03-01 Politics","15-04-01 Social work","15-04-02 Childhood and youth studies","15-04-03 Health studies","15 Social sciences"
"10007850","The University of Bath","90","265","155","0","170","0","1,420","725","105","0","170","3,095"
"10007152","University of Bedfordshire","105","155","485","0","0","0","45","25","290","215","1,725","3,045"
"10005343","Queen's University Belfast","30","465","75","115","0","0","455","645","460","0","0","2,250"
"10037544","BIMM University","0","0","0","0","0","0","0","0","0","0","0","0"
"10007760","Birkbeck College","45","235","175","5","45","65","470","380","5","10","0","1,430"
"10007140","Birmingham City University","75","1,025","100","0","0","10","190","0","560","225","65","2,250"
"10006840","The University of Birmingham","100","575","215","40","370","15","1,375","1,400","455","0","595","5,140"
"10000712","University College Birmingham","0","0","0","0","0","0","0","0","80","225","260","570"
"10007832","Birmingham Newman University","0","165","0","0","0","0","0","0","180","0","75","425"
"10000894","Bristol Baptist College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007811","Bishop Grosseteste University","0","30","0","0","0","0","0","0","0","90","85","200"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0"
"10006841","The University of Bolton","0","145","0","0","0","0","0","15","155","190","1,045","1,555"
"10000385","The Arts University Bournemouth","0","0","0","0","0","0","0","0","0","0","0","0"
"10000824","Bournemouth University","0","420","0","95","5","0","240","70","205","0","265","1,290"
"10031982","BPP University","0","0","5","0","0","0","0","0","0","0","355","360"
"10007785","The University of Bradford","180","245","0","0","175","0","85","210","155","165","5","1,220"
"10000886","The University of Brighton","115","650","30","0","0","0","90","55","255","60","355","1,605"
"10000936","The University College of Osteopathy","0","0","0","0","0","0","0","0","0","0","0","0"
"10007786","The University of Bristol","40","410","770","260","0","0","1,450","980","220","0","0","4,135"
"10028216","Brit College","0","0","0","0","0","0","0","0","0","0","0","0"
"10023464","Trinity College Bristol","0","0","0","0","0","0","0","0","0","0","0","0"
"10000961","Brunel University London","0","170","5","80","0","5","875","300","125","0","50","1,605"
"10000975","Buckinghamshire New University","1,235","70","0","0","0","0","0","10","255","115","285","1,965"
"10007787","The University of Buckingham","0","0","0","0","0","0","75","45","0","0","0","120"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007788","The University of Cambridge","0","540","35","320","110","0","805","515","0","0","0","2,325"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0"
"10003324","The Institute of Cancer Research","0","0","0","0","0","0","0","0","0","0","0","0"
"10001143","Canterbury Christ Church University","5","365","15","0","0","0","0","100","265","15","470","1,235"
"10007814","Cardiff University","365","550","85","0","0","0","810","835","95","5","5","2,740"
"10007854","Cardiff Metropolitan University","0","0","0","0","0","0","90","0","350","105","210","755"
"10057213","CEG UFP Limited","15","0","0","0","0","0","0","0","0","0","0","15"
"10007141","The University of Central Lancashire","225","420","185","0","0","0","15","55","1,095","150","720","2,865"
"10024024","Central Film School London","0","0","0","0","0","0","0","0","0","0","0","0"
"10007848","University of Chester","30","270","0","0","10","0","40","70","330","65","85","905"
"10007137","The University of Chichester","135","65","15","0","0","0","0","15","210","130","45","615"
"10001386","Chicken Shed Theatre Company","0","0","0","0","0","0","0","0","0","0","0","0"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","0","0","0","0","0","0","0","0"
"10026921","Christ the Redeemer College","0","0","0","0","0","0","0","0","0","0","0","0"
"10010213","The City College","0","0","0","0","0","0","0","0","0","0","0","0"
"10001478","City, University of London","0","625","90","0","0","40","1,010","595","0","0","125","2,490"
"10007912","Cliff College","0","0","0","0","0","0","0","0","0","0","0","0"
"10066502","The College of Health Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10023442","The College of Osteopaths","0","0","0","0","0","0","0","0","0","0","0","0"
"10001653","Conservatoire for Dance and Drama","0","0","0","0","0","0","0","0","0","0","0","0"
"10081618","The Council of the Inns of Court","0","0","0","0","0","0","0","0","0","0","0","0"
"10007761","Courtauld Institute of Art","0","0","0","0","0","0","0","0","0","0","0","0"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10001726","Coventry University","0","635","175","0","40","0","495","360","385","250","910","3,255"
"10007822","Cranfield University","0","0","20","0","0","0","0","0","0","0","0","20"
"10006427","University for the Creative Arts","0","0","0","0","0","0","0","0","0","0","0","0"
"10007842","University of Cumbria","10","60","0","0","0","0","0","0","70","100","355","590"
"10026767","Dartington Hall Trust (The)","0","0","0","0","0","0","15","0","0","0","0","15"
"10015688","David Game College Ltd","0","0","0","0","0","0","0","210","0","0","0","210"
"10001883","De Montfort University","0","455","570","0","0","0","285","285","1,275","0","365","3,235"
"10007851","University of Derby","5","585","5","0","0","0","60","55","285","350","970","2,315"
"10007852","The University of Dundee","5","0","15","0","0","0","170","225","285","0","0","705"
"10007143","University of Durham","370","540","0","410","0","0","775","655","55","0","0","2,800"
"10067355","Dyson Technical Training Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007789","The University of East Anglia","50","145","50","25","280","20","630","560","595","0","460","2,815"
"10007144","The University of East London","65","330","75","0","60","0","45","70","370","365","0","1,380"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","0","0","0","0","0","0"
"10007823","Edge Hill University","30","585","100","0","0","0","0","30","175","190","130","1,240"
"10007772","Edinburgh Napier University","220","365","0","0","0","0","0","0","50","0","190","830"
"10007790","The University of Edinburgh","105","630","355","460","170","15","1,185","1,370","230","0","90","4,600"
"10022047","Empire College London Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","0","0","0"
"10007791","The University of Essex","105","720","15","10","0","0","950","795","205","110","50","2,955"
"10008173","University College of Estate Management","0","0","0","0","0","0","0","0","0","0","0","0"
"10002313","ESCP Europe Business School","0","0","0","0","0","0","0","0","0","0","0","0"
"10007792","The University of Exeter","0","400","0","165","0","0","1,870","1,510","0","0","0","3,945"
"10008640","Falmouth University","0","0","0","0","0","0","0","0","0","0","0","0"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","0","0","0"
"10038763","ForMission Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10022087","Futureworks","0","0","0","0","0","0","0","0","0","0","0","0"
"10042500","Global Banking School Limited","0","0","0","0","0","0","0","0","0","0","360","360"
"10007762","Glasgow Caledonian University","710","20","5","0","0","0","35","0","335","0","475","1,575"
"10002681","Glasgow School of Art","35","0","0","0","0","0","0","0","0","0","0","35"
"10007794","The University of Glasgow","65","505","480","0","125","90","1,395","1,045","120","0","40","3,860"
"10007145","University of Gloucestershire","10","390","100","0","0","0","0","25","295","0","60","875"
"10002718","Goldsmiths College","5","440","5","340","0","70","255","335","310","0","0","1,760"
"10030408","Gower College Swansea","0","0","0","0","0","0","0","0","0","0","0","0"
"10007146","The University of Greenwich","0","770","0","0","5","0","390","195","205","0","15","1,580"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","0","0","0","0"
"10040812","Harper Adams University","0","0","0","0","0","0","0","0","0","0","0","0"
"10080811","Hartpury University","0","0","0","0","0","0","0","0","0","0","0","0"
"10007764","Heriot-Watt University","0","0","0","0","0","0","235","0","0","0","0","235"
"10007147","University of Hertfordshire","0","200","115","0","0","0","190","100","330","0","275","1,215"
"10007148","The University of Huddersfield","0","430","25","0","0","5","135","40","310","210","175","1,325"
"10007149","The University of Hull","0","585","25","0","0","0","35","285","360","130","985","2,410"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","0","65","65"
"10003270","Imperial College of Science, Technology and Medicine","0","0","35","0","0","0","0","0","0","0","0","35"
"10013220","Institute of Art - London Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0","0","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","0","0","0","0","0","0","0","0"
"10082728","INTO University Partnerships Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0"
"10067601","JSA Education Group Ltd.","0","0","0","0","0","0","0","0","0","0","0","0"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","0","0","5","15","0","0","0","20"
"10021682","Kaplan Open Learning (Essex) Limited","0","95","0","0","0","0","0","0","0","0","185","280"
"10007767","Keele University","0","440","50","0","0","0","90","230","145","0","0","955"
"10003566","Kensington College of Business","0","0","0","0","0","0","0","0","0","0","0","0"
"10007150","The University of Kent","120","810","95","230","0","30","850","675","345","0","75","3,235"
"10003645","King's College London","315","15","495","0","410","30","1,660","3,230","0","30","95","6,285"
"10003678","Kingston University","0","360","0","0","0","0","200","120","565","5","0","1,250"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007768","The University of Lancaster","15","470","85","0","0","0","605","575","1,060","0","135","2,950"
"10066551","LCCM AU UK Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","0","0","0","0"
"10003861","Leeds Beckett University","0","1,075","130","0","15","5","240","240","395","285","135","2,515"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10034449","Leeds Conservatoire","0","0","0","0","0","0","0","0","0","0","0","0"
"10007795","The University of Leeds","65","725","390","0","210","140","1,225","995","130","130","90","4,105"
"10003863","Leeds Trinity University","0","300","65","0","0","0","0","0","20","100","1,730","2,215"
"10082828","College of Legal Practice Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007796","The University of Leicester","0","590","75","0","0","0","530","425","0","0","115","1,730"
"10007151","The University of Lincoln","40","725","50","0","0","0","145","245","180","0","360","1,745"
"10036456","Academy of Live Technology Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10003956","Liverpool Hope University","10","465","35","0","0","0","20","95","255","85","105","1,075"
"10003957","Liverpool John Moores University","20","2,790","25","165","0","0","0","110","140","105","95","3,455"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0","0","0","0","0"
"10006842","The University of Liverpool","5","780","30","5","0","0","880","655","0","0","0","2,350"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","0","0","0","0","0","40","65","105"
"10007162","University of the Arts, London","0","0","0","0","0","0","0","0","0","0","0","0"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10007797","University of London (Institutes and activities)","30","0","20","0","15","0","155","100","0","0","40","355"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10004036","London Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10015506","The London College","0","0","0","0","0","0","0","0","0","0","30","30"
"10004048","London Metropolitan University","10","525","115","0","0","0","65","235","380","310","1,165","2,800"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10004078","London South Bank University","0","340","0","0","0","0","155","85","190","0","65","835"
"10004063","London School of Economics and Political Science","120","695","720","275","120","0","2,235","1,915","100","0","0","6,175"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0","35","0","0","0","0","35"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","55","0","0","55"
"10004075","London School of Theology","0","0","0","0","0","0","0","0","0","0","0","0"
"10004079","London Studio Centre","0","0","0","0","0","0","0","0","0","0","0","0"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0"
"10008289","The London Institute of Banking & Finance","0","0","0","0","0","0","0","0","0","0","0","0"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10067623","The London Interdisciplinary School Ltd","15","0","0","0","0","0","0","0","0","0","0","15"
"10004113","Loughborough University","5","315","35","0","0","5","1,205","585","0","0","0","2,145"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","200","1,340","0","0","0","0","470","410","675","0","135","3,235"
"10007798","The University of Manchester","10","1,130","220","300","295","40","2,050","1,510","110","0","160","5,820"
"10009527","Istituto Marangoni Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0"
"10030776","St Mellitus College","0","0","0","0","0","0","0","0","5","0","0","5"
"10004320","The Metanoia Institute","0","0","0","0","0","0","0","0","0","0","0","0"
"10004351","Middlesex University","0","515","60","0","30","0","155","140","895","200","40","2,030"
"10032277","The Minster Centre","0","0","0","0","0","0","0","0","0","0","0","0"
"10049370","MLA College","0","0","0","0","0","0","0","0","0","0","0","0"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","0"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","0","0","90","90"
"10023454","Moorlands College","0","0","0","0","0","0","0","0","15","0","0","15"
"10000216","All Nations Christian College","0","0","0","0","5","0","0","0","0","0","0","5"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","5","0","0","5"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10023456","Newbold College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007799","Newcastle University","60","300","10","0","0","0","755","635","0","0","10","1,770"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","0","0","0","0","0","0","0","0","0"
"10048199","Northeastern University London","0","0","0","0","0","0","25","65","0","0","0","95"
"10008397","Norland College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007138","The University of Northampton","5","380","430","0","10","0","50","90","295","115","270","1,650"
"10009614","Grŵp NPTC Group","0","0","0","0","0","0","0","30","0","0","0","30"
"10004740","Northern College of Acupuncture","0","0","0","0","0","0","0","0","0","0","0","0"
"10001282","University of Northumbria at Newcastle","125","1,975","5","0","30","0","85","230","805","0","75","3,325"
"10004775","Norwich University of the Arts","0","0","0","0","0","0","0","0","0","0","0","0"
"10007154","University of Nottingham","15","655","225","0","0","20","1,380","1,010","160","0","5","3,470"
"10004797","The Nottingham Trent University","200","1,570","240","0","0","70","790","540","425","285","275","4,390"
"10007773","The Open University","1,605","3,830","125","0","65","0","955","1,185","1,245","3,225","4,190","16,420"
"10023445","ICOM","0","0","0","0","0","0","0","0","0","0","0","0"
"10004930","Oxford Brookes University","5","405","35","135","0","0","140","340","265","115","120","1,560"
"10007774","The University of Oxford","80","270","255","260","55","0","770","735","30","0","0","2,455"
"10066143","Paris Dauphine International","0","0","0","0","0","0","65","0","0","0","0","65"
"10006243","St Patrick's International College","0","0","0","0","0","0","0","0","25","0","20","45"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","0","0","0","0"
"10007801","University of Plymouth","0","395","255","40","0","0","100","140","155","95","45","1,225"
"10019178","Point Blank Music School","0","0","0","0","0","0","0","0","0","0","0","0"
"10007155","The University of Portsmouth","20","2,065","5","0","50","55","410","505","620","210","0","3,940"
"10083476","The Prince's Foundation","0","0","0","0","0","0","0","0","0","0","0","0"
"10005337","Queen Margaret University, Edinburgh","0","215","0","0","0","0","0","0","0","0","20","235"
"10007775","Queen Mary University of London","25","35","0","0","0","0","2,385","1,365","0","0","20","3,825"
"10025197","University Centre Quayside Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","0","0","0","0","0","0","0","0"
"10005544","Royal Academy of Dance","0","0","0","0","0","0","0","0","0","0","0","0"
"10005389","Ravensbourne University London","0","0","0","0","0","0","0","0","0","0","0","0"
"10005470","Richmond, The American International University in London","0","0","0","0","0","0","15","80","0","0","0","95"
"10007802","The University of Reading","0","0","15","10","145","0","560","775","0","0","0","1,510"
"10086591","Regent's University London Limited","0","0","0","0","0","0","0","30","0","0","0","30"
"10021100","Regents Theological College","0","0","0","0","0","0","0","0","0","0","0","0"
"10023871","Results Consortium Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10008455","Regent College London","0","0","0","0","0","0","0","0","0","0","405","405"
"10005500","Robert Gordon University","240","5","0","0","0","0","0","0","600","0","95","935"
"10007776","Roehampton University","0","455","15","75","0","0","25","50","0","275","0","890"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","0","0","0","0","0","0","0","0"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","0","0","0","0"
"10005545","Royal Agricultural University","0","0","0","0","0","0","0","0","0","0","0","0"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","0","0","0","0"
"10007778","Royal College of Music","0","0","0","0","0","0","0","0","0","0","0","0"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","0","0","0","0"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","0","0","0","0"
"10005553","Royal Holloway and Bedford New College","35","420","5","0","0","0","760","535","260","0","0","2,005"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","0","0","0","0"
"10007779","The Royal Veterinary College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007803","The University of St. Andrews","5","10","0","220","15","10","650","985","0","0","0","1,900"
"10007839","SAE Education Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007782","St George's, University of London","0","0","0","0","25","0","0","0","0","0","145","170"
"10008026","St Mary's University College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007843","St Mary's University, Twickenham","0","130","15","0","0","0","0","40","0","10","0","195"
"10007156","The University of Salford","20","545","160","0","0","0","35","140","555","0","10","1,465"
"10021256","The Salvation Army","0","0","0","0","0","0","0","0","0","0","0","0"
"10008362","London School of Science and Technology Limited","0","0","10","0","0","0","0","0","0","0","0","10"
"10007780","SOAS University of London","0","75","70","360","715","0","505","975","0","0","0","2,695"
"10005700","SRUC","0","0","0","0","0","0","0","0","0","0","0","0"
"10005790","Sheffield Hallam University","75","1,170","245","0","0","0","355","120","975","235","250","3,425"
"10007157","The University of Sheffield","140","720","150","0","30","0","955","840","190","200","150","3,375"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10006022","Solent University","0","190","50","0","0","10","0","0","180","0","110","540"
"10007158","The University of Southampton","5","345","20","30","15","0","685","425","0","0","50","1,570"
"10006093","Spurgeon's College","0","0","0","0","0","0","0","0","0","0","0","0"
"10006299","Staffordshire University","175","155","90","0","0","0","0","295","375","0","165","1,255"
"10008098","Study Group","445","0","0","0","15","0","45","40","0","0","0","540"
"10007804","The University of Stirling","85","585","135","0","0","0","165","355","180","350","20","1,880"
"10037449","University of St Mark and St John","5","80","25","0","0","0","0","0","70","10","15","210"
"10008010","Stranmillis University College","0","0","0","0","0","0","0","0","0","465","50","515"
"10007805","The University of Strathclyde","145","35","255","0","0","0","350","430","375","20","5","1,620"
"10014001","University of Suffolk","15","140","450","0","0","0","0","15","100","240","180","1,140"
"10007159","The University of Sunderland","15","330","15","0","0","5","5","5","330","325","730","1,755"
"10007160","The University of Surrey","0","465","10","0","0","5","610","205","0","0","5","1,295"
"10007806","The University of Sussex","140","630","430","215","855","25","780","880","300","85","0","4,335"
"10007855","Swansea University","95","670","70","0","0","0","415","340","215","120","1,025","2,945"
"10083403","The Engineering and Design Institute London","0","0","0","0","0","0","0","0","0","0","0","0"
"10007161","Teesside University","20","355","0","0","0","0","20","110","685","0","315","1,505"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","0","0","0","0","0","0","0","0"
"10007858","University of Wales Trinity Saint David","0","0","105","85","0","0","0","0","70","20","1,725","2,005"
"10068157","University Centre Peterborough","0","60","5","0","0","0","0","0","0","0","0","65"
"10007114","University of the Highlands and Islands","330","150","0","0","0","115","0","10","0","1,135","400","2,140"
"10007807","Ulster University","140","860","185","0","0","0","250","150","935","0","210","2,730"
"10039956","The University of Law","0","175","15","0","0","0","0","30","0","0","0","215"
"10007784","University College London","215","605","505","590","75","45","2,300","1,100","0","15","10","5,460"
"10007793","University of South Wales","105","510","115","0","0","0","0","25","250","290","335","1,630"
"10029843","Waltham International College Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007163","The University of Warwick","325","410","20","0","0","0","2,430","1,325","125","0","0","4,630"
"10007361","Waverley Abbey College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007164","University of the West of England, Bristol","15","1,665","0","0","0","0","365","255","230","0","2,420","4,950"
"10007800","The University of the West of Scotland","430","30","515","0","0","0","0","315","480","735","230","2,735"
"10032288","West Dean College","0","0","0","0","0","0","0","0","0","0","0","0"
"10006566","The University of West London","0","285","10","0","0","0","65","55","165","15","80","680"
"10007165","The University of Westminster","0","595","0","0","0","0","215","460","0","0","0","1,270"
"10003614","The University of Winchester","0","645","0","35","10","0","35","90","275","135","135","1,355"
"10007166","The University of Wolverhampton","25","275","150","0","0","15","40","20","360","305","1,215","2,400"
"10007139","University of Worcester","50","220","0","0","0","0","0","5","205","125","395","1,005"
"10007833","Wrexham University","25","190","160","40","0","0","0","15","170","160","345","1,115"
"10007657","Writtle University College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007713","York St John University","10","300","0","0","0","15","30","90","0","140","20","605"
"10007167","The University of York","50","775","410","0","15","0","945","1,165","210","0","15","3,595"
"","Total","11,305","62,075","13,605","5,500","4,800","980","54,385","48,910","31,440","14,695","38,525","286,225"
