﻿Title:,"Table 17 - HE full-time academic staff by HE provider and contract salary"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 17
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Sex,All 
,Academic employment function,All 
,Contract levels,All 
,Academic year,2015/16 
Search:,


"UKPRN","HE provider","Contract salary < £18,211 ","Contract salary ≥ £18,211 and < £24,298 ","Contract salary ≥ £24,298 and < £32,600 ","Contract salary ≥ £32,600 and < £43,758 ","Contract salary ≥ £43,758 and < £58,754 ","Contract salary ≥ £58,754 ","Total"
"10007793","University of South Wales","5","0","25","185","390","95","695"
"10008574","The University of Wales (central functions)","0","0","5","5","10","10","35"
"10007163","The University of Warwick","0","5","270","540","535","565","1,920"
"10007164","University of the West of England, Bristol","0","5","75","235","565","135","1,010"
"10007800","The University of the West of Scotland","0","0","5","90","410","45","545"
"10006566","The University of West London","0","5","10","120","130","40","305"
"10007165","The University of Westminster","0","0","0","120","320","200","640"
"10003614","The University of Winchester","0","0","5","70","150","25","250"
"10007166","The University of Wolverhampton","0","0","5","135","480","90","710"
"10007139","University of Worcester","0","5","5","110","220","30","365"
"10007833","Wrexham University","0","0","5","60","90","15","170"
"10007657","Writtle University College","0","0","20","20","15","0","60"
"10007713","York St John University","0","0","30","80","120","25","255"
"10007167","The University of York","0","0","135","450","460","310","1,355"
"","Total","85","565","13,460","44,010","49,255","27,650","135,025"
