﻿Title:,"Table 11 - HE staff FTE by HE provider and cost centre"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 11
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Contract marker,All (including atypical) 
,Academic year,2021/22 
Search:,


"UKPRN","HE Provider","Medicine, dentistry & health","Agriculture, forestry & veterinary science","Biological, mathematical & physical sciences","Engineering & technology","Architecture & planning","Administration & business studies","Social studies","Humanities & language based studies & archaeology","Design, creative & performing arts","Education","Total academic services","Central administration & services, staff and student facilities","Premises","Residences & catering","Total all cost centres"
"10007785","The University of Bradford","265","0","95","110","0","75","70","25","0","0","90","465","115","0","1,305"
"10000886","The University of Brighton","390","0","110","110","50","90","165","70","140","160","170","495","165","60","2,175"
"10000936","The University College of Osteopathy*","","","","","","","","","","","","","","",""
"10007786","The University of Bristol","1,300","160","1,105","700","0","220","630","435","80","105","590","1,610","475","20","7,435"
"10000961","Brunel University London","150","0","115","350","0","110","180","45","25","55","450","375","65","85","1,995"
"10000975","Buckinghamshire New University*","","","","","","","","","","","","","","",""
"10007788","The University of Cambridge","3,210","225","2,230","1,160","105","330","520","740","30","400","935","1,335","275","25","11,520"
"10003324","The Institute of Cancer Research","305","0","490","0","0","0","0","0","0","0","105","135","40","0","1,080"
"10001143","Canterbury Christ Church University","285","0","30","30","0","45","140","40","40","185","315","325","105","90","1,620"
"10007814","Cardiff University","1,620","0","795","445","130","245","565","415","30","75","835","640","220","165","6,180"
"10007854","Cardiff Metropolitan University","95","45","35","60","0","155","15","5","115","250","235","240","40","55","1,345"
"10007141","The University of Central Lancashire","580","5","115","145","30","140","250","75","85","120","585","465","195","5","2,785"
"10024024","Central Film School London*","","","","","","","","","","","","","","",""
"10007848","University of Chester","220","0","130","50","0","85","130","80","55","135","255","395","95","55","1,695"
"10007137","The University of Chichester*","","","","","","","","","","","","","","",""
"10001386","Chicken Shed Theatre Company*","","","","","","","","","","","","","","",""
"10001478","City, University of London","335","0","30","215","0","390","335","25","15","5","320","435","115","0","2,215"
"10007912","Cliff College*","","","","","","","","","","","","","","",""
"10066502","The College of Health Ltd*","","","","","","","","","","","","","","",""
"10001653","Conservatoire for Dance and Drama*","","","","","","","","","","","","","","",""
"10007761","Courtauld Institute of Art*","","","","","","","","","","","","","","",""
"10034324","Court Theatre Training Company Ltd*","","","","","","","","","","","","","","",""
"10001726","Coventry University","500","10","135","400","40","625","305","80","135","175","80","1,535","135","60","4,220"
"10007822","Cranfield University","0","85","60","620","0","135","5","0","0","5","0","560","70","20","1,570"
"10006427","University for the Creative Arts*","","","","","","","","","","","","","","",""
"10007842","University of Cumbria","225","10","15","5","0","70","30","0","30","100","80","205","45","5","825"
"10001883","De Montfort University","310","0","80","285","50","285","230","45","160","35","370","570","180","15","2,620"
"10007851","University of Derby","310","0","80","145","10","155","145","35","65","165","180","585","140","5","2,020"
"10007852","The University of Dundee","700","0","765","170","30","80","150","80","165","80","225","510","160","10","3,135"
"10007143","University of Durham","80","0","750","185","0","130","475","565","30","140","300","855","85","720","4,310"
"10007789","The University of East Anglia","580","15","495","90","0","130","265","200","45","60","260","915","235","150","3,435"
"10007144","The University of East London","175","0","45","70","35","75","105","5","65","95","85","605","30","5","1,400"
"10032282","The Queen's Foundation for Ecumenical Theological Education*","","","","","","","","","","","","","","",""
"10007823","Edge Hill University*","","","","","","","","","","","","","","",""
"10007772","Edinburgh Napier University","150","5","65","190","70","150","55","20","70","40","20","555","80","35","1,505"
"10007790","The University of Edinburgh","1,620","660","1,720","740","70","245","620","640","310","405","600","2,345","755","480","11,215"
"10042570","Escape Studios*","","","","","","","","","","","","","","",""
"10007791","The University of Essex","270","0","195","135","0","205","405","170","75","0","180","685","190","0","2,515"
"10008173","University College of Estate Management*","","","","","","","","","","","","","","",""
"10007792","The University of Exeter","705","0","580","285","0","210","485","365","25","90","1,010","1,325","235","165","5,475"
"10008640","Falmouth University*","","","","","","","","","","","","","","",""
"10004511","The National Film and Television School*","","","","","","","","","","","","","","",""
"10022087","Futureworks*","","","","","","","","","","","","","","",""
"10007762","Glasgow Caledonian University","300","0","55","135","60","180","65","5","15","0","280","325","60","0","1,485"
"10002681","Glasgow School of Art","0","0","0","0","15","0","0","0","145","10","20","195","55","0","440"
"10007794","The University of Glasgow","1,225","260","1,180","660","35","295","495","370","95","240","235","2,245","270","55","7,665"
"10007145","University of Gloucestershire*","","","","","","","","","","","","","","",""
"10002718","Goldsmiths College","95","0","0","80","0","60","220","75","245","45","115","285","155","0","1,380"
"10007146","The University of Greenwich","195","75","105","175","55","175","150","35","5","70","0","835","0","0","1,880"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","300","0","5","10","5","0","315"
"10040812","Harper Adams University*","","","","","","","","","","","","","","",""
"10080811","Hartpury University","0","110","0","0","0","0","0","0","0","75","20","40","15","25","285"
"10007764","Heriot-Watt University","20","0","340","345","65","160","15","40","30","5","60","610","50","140","1,880"
"10007147","University of Hertfordshire","420","15","150","270","5","245","170","55","105","85","490","575","40","10","2,635"
"10007148","The University of Huddersfield*","","","","","","","","","","","","","","",""
"10007149","The University of Hull","300","0","145","95","0","115","115","70","35","90","50","715","115","35","1,880"
"10003239","ICON College of Technology and Management*","","","","","","","","","","","","","","",""
"10003270","Imperial College of Science, Technology and Medicine","2,600","0","1,295","1,630","0","385","0","0","0","75","360","1,235","290","120","7,995"
"10013220","Institute of Art - London Limited*","","","","","","","","","","","","","","",""
"10035638","Institute of Contemporary Music Performance*","","","","","","","","","","","","","","",""
"10082570","Kaplan International Colleges U.K. Limited","0","0","50","15","0","25","25","45","10","50","0","0","0","0","225"
"10021682","Kaplan Open Learning (Essex) Limited*","","","","","","","","","","","","","","",""
"10007767","Keele University","490","20","190","40","0","30","120","50","5","15","270","270","145","120","1,760"
"10007150","The University of Kent","230","0","315","155","40","155","395","220","55","40","155","615","175","285","2,835"
"10003645","King's College London","2,895","0","430","215","0","245","865","385","50","85","685","1,705","620","140","8,320"
"10003678","Kingston University","225","0","110","165","50","115","115","45","215","65","150","410","20","0","1,690"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","50","0","0","60","5","0","120"
"10007768","The University of Lancaster","235","0","580","250","5","330","230","190","75","30","350","555","275","80","3,175"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","140","0","0","5","0","0","145"
"10003861","Leeds Beckett University","200","0","40","90","80","160","115","35","125","260","240","670","130","75","2,225"
"10034449","Leeds Conservatoire","0","0","0","0","0","0","0","0","75","0","25","55","0","0","155"
"10007795","The University of Leeds","1,545","70","1,000","705","0","395","465","485","230","65","1,055","1,490","380","260","8,135"
"10003863","Leeds Trinity University","35","0","0","5","0","25","55","10","0","95","105","155","25","15","525"
"10082828","College of Legal Practice Limited*","","","","","","","","","","","","","","",""
"10007796","The University of Leicester","650","0","610","110","0","130","340","190","10","40","155","715","240","90","3,280"
"10007151","The University of Lincoln","260","70","170","125","20","180","215","85","140","85","175","330","35","70","1,960"
"10036456","Academy of Live Technology Ltd*","","","","","","","","","","","","","","",""
"10003956","Liverpool Hope University*","","","","","","","","","","","","","","",""
"10003957","Liverpool John Moores University*","","","","","","","","","","","","","","",""
"10003945","The Liverpool Institute for Performing Arts*","","","","","","","","","","","","","","",""
"10006842","The University of Liverpool","1,340","385","905","355","120","255","405","260","40","15","580","575","295","155","5,680"
"10003958","Liverpool School of Tropical Medicine","545","0","0","0","0","0","0","0","0","0","0","0","0","0","545"
"10007162","University of the Arts, London","0","0","0","35","30","125","160","0","1,700","0","235","700","120","60","3,165"
"10013109","London Bridge Business Academy*","","","","","","","","","","","","","","",""
"10007769","London Business School*","","","","","","","","","","","","","","",""
"10007797","University of London (Institutes and activities)*","","","","","","","","","","","","","","",""
"10004036","London Film School Limited*","","","","","","","","","","","","","","",""
"10004048","London Metropolitan University","45","0","60","40","20","70","100","15","75","55","190","215","5","0","895"
"10004078","London South Bank University*","","","","","","","","","","","","","","",""
"10004063","London School of Economics and Political Science","55","0","135","0","0","240","1,165","150","0","0","215","690","300","100","3,045"
"10007771","London School of Hygiene and Tropical Medicine","735","0","385","0","0","0","0","0","0","0","0","380","20","5","1,525"
"10022285","London School of Management Education*","","","","","","","","","","","","","","",""
"10004075","London School of Theology*","","","","","","","","","","","","","","",""
"10062810","The London School of Architecture*","","","","","","","","","","","","","","",""
"10008289","The London Institute of Banking & Finance*","","","","","","","","","","","","","","",""
"10067623","The London Interdisciplinary School Ltd*","","","","","","","","","","","","","","",""
"10004113","Loughborough University","60","0","210","715","60","220","210","45","85","125","155","755","250","240","3,130"
"10009612","Luther King House Educational Trust*","","","","","","","","","","","","","","",""
"10004180","The Manchester Metropolitan University","255","0","220","210","65","415","330","165","275","205","695","690","280","85","3,885"
"10007798","The University of Manchester","2,065","0","2,150","1,305","80","565","775","450","100","155","755","1,170","615","135","10,315"
"10023453","Matrix College of Counselling and Psychotherapy Ltd*","","","","","","","","","","","","","","",""
"10030776","St Mellitus College*","","","","","","","","","","","","","","",""
"10004320","The Metanoia Institute*","","","","","","","","","","","","","","",""
"10004351","Middlesex University","175","0","85","135","0","170","185","5","170","85","310","240","25","5","1,590"
"10023777","Mont Rose College of Management and Sciences*","","","","","","","","","","","","","","",""
"10023454","Moorlands College*","","","","","","","","","","","","","","",""
"10004538","Nazarene Theological College*","","","","","","","","","","","","","","",""
"10030129","Nelson College London Ltd","0","0","0","0","0","10","0","0","0","0","0","5","0","0","15"
"10007799","Newcastle University","1,420","95","570","670","130","250","360","300","80","80","540","790","395","130","5,815"
"10067406","New Model Institute for Technology and Engineering (NMITE)*","","","","","","","","","","","","","","",""
"10048199","Northeastern University London*","","","","","","","","","","","","","","",""
"10007138","The University of Northampton","190","0","30","50","5","145","75","20","75","90","255","255","0","10","1,200"
"10001282","University of Northumbria at Newcastle","300","0","230","210","95","235","250","110","205","100","425","715","175","10","3,055"
"10004775","Norwich University of the Arts*","","","","","","","","","","","","","","",""
"10007154","University of Nottingham*","","","","","","","","","","","","","","",""
"10004797","The Nottingham Trent University*","","","","","","","","","","","","","","",""
"10007773","The Open University*","","","","","","","","","","","","","","",""
"10004930","Oxford Brookes University","280","0","105","105","165","205","160","105","60","120","135","520","65","45","2,065"
"10007774","The University of Oxford","4,645","0","2,175","945","5","430","1,050","1,035","65","310","1,030","1,660","215","15","13,580"
"10005127","Arts University Plymouth*","","","","","","","","","","","","","","",""
"10007801","University of Plymouth*","","","","","","","","","","","","","","",""
"10019178","Point Blank Music School*","","","","","","","","","","","","","","",""
"10007155","The University of Portsmouth","245","0","225","290","55","245","305","70","90","95","350","790","85","60","2,905"
"10005337","Queen Margaret University, Edinburgh","150","0","15","0","0","30","25","0","20","15","75","120","5","0","450"
"10007775","Queen Mary University of London","1,475","0","460","430","0","150","410","310","20","0","190","775","215","90","4,520"
"10009292","Royal Academy of Dramatic Art*","","","","","","","","","","","","","","",""
"10005389","Ravensbourne University London","0","0","0","0","0","0","45","0","50","0","5","135","10","0","240"
"10007802","The University of Reading","200","150","380","45","75","435","150","220","55","55","225","885","245","125","3,245"
"10008455","Regent College London*","","","","","","","","","","","","","","",""
"10005500","Robert Gordon University","225","0","30","140","40","80","115","0","55","35","90","315","130","0","1,255"
"10007776","Roehampton University","110","0","30","10","0","70","75","70","35","95","135","280","25","0","935"
"10005523","Rose Bruford College of Theatre and Performance*","","","","","","","","","","","","","","",""
"10007835","Royal Academy of Music*","","","","","","","","","","","","","","",""
"10005545","Royal Agricultural University*","","","","","","","","","","","","","","",""
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","200","0","145","120","25","0","495"
"10007778","Royal College of Music*","","","","","","","","","","","","","","",""
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","145","5","5","110","30","0","295"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","115","0","50","40","5","0","215"
"10005553","Royal Holloway and Bedford New College","90","0","200","95","0","130","250","135","55","0","150","385","95","85","1,670"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","80","0","5","110","15","15","225"
"10007779","The Royal Veterinary College","0","645","0","0","0","0","0","0","0","0","125","90","55","0","920"
"10007803","The University of St. Andrews","215","0","635","70","0","60","195","415","0","0","250","490","240","230","2,800"
"10007839","SAE Education Limited*","","","","","","","","","","","","","","",""
"10007782","St George's, University of London","370","0","95","0","0","0","0","0","0","0","15","240","15","5","735"
"10008026","St Mary's University College","0","0","0","0","0","0","10","0","0","35","15","20","20","5","105"
"10007843","St Mary's University, Twickenham","45","0","10","0","0","20","30","20","20","140","50","215","25","60","635"
"10007156","The University of Salford","300","0","105","145","90","100","230","40","155","30","395","485","195","0","2,275"
"10007780","SOAS University of London","0","0","0","0","0","25","200","115","30","30","120","265","65","5","855"
"10005700","SRUC","0","655","50","35","0","15","0","0","0","10","15","185","25","10","1,000"
"10005790","Sheffield Hallam University","335","20","115","265","85","220","265","55","140","310","625","925","240","60","3,655"
"10007157","The University of Sheffield","1,080","0","645","1,660","170","220","480","300","35","80","1,030","845","530","115","7,190"
"10006022","Solent University","45","0","5","145","15","60","90","5","110","75","115","135","40","5","830"
"10007158","The University of Southampton","1,280","0","725","885","0","205","285","255","155","65","445","870","250","185","5,605"
"10006093","Spurgeon's College*","","","","","","","","","","","","","","",""
"10006299","Staffordshire University","165","0","35","135","0","50","170","15","105","70","120","470","10","40","1,390"
"10007804","The University of Stirling","180","0","185","35","0","105","205","95","0","75","110","340","90","95","1,515"
"10037449","University of St Mark and St John","40","0","0","0","0","5","0","0","10","90","0","130","30","0","305"
"10008010","Stranmillis University College*","","","","","","","","","","","","","","",""
"10007805","The University of Strathclyde","300","0","440","1,140","35","280","240","95","0","230","345","735","100","115","4,060"
"10014001","University of Suffolk","110","0","30","20","0","20","40","10","25","0","5","250","15","0","520"
"10007159","The University of Sunderland","310","0","30","90","0","205","180","35","65","135","370","365","85","35","1,905"
"10007160","The University of Surrey","205","105","360","445","0","195","140","75","70","10","345","470","220","105","2,735"
"10007806","The University of Sussex","260","0","420","135","0","275","420","170","15","65","315","445","20","15","2,545"
"10007855","Swansea University","695","0","245","715","0","190","350","120","0","40","370","590","125","40","3,475"
"10083403","The Engineering and Design Institute London*","","","","","","","","","","","","","","",""
"10007161","Teesside University","320","0","95","250","0","95","105","25","45","65","500","230","90","30","1,855"
"10082743","ThinkSpace Education Limited*","","","","","","","","","","","","","","",""
"10008017","Trinity Laban Conservatoire of Music and Dance*","","","","","","","","","","","","","","",""
"10007858","University of Wales Trinity Saint David","15","5","0","115","15","205","95","80","115","100","145","205","105","30","1,235"
"10067648","University Academy 92 Limited*","","","","","","","","","","","","","","",""
"10007114","University of the Highlands and Islands","45","0","10","0","0","0","0","20","0","0","60","135","5","0","275"
"10007807","Ulster University*","","","","","","","","","","","","","","",""
"10039956","The University of Law*","","","","","","","","","","","","","","",""
"10007784","University College London","4,575","0","1,645","1,180","705","150","670","655","65","665","430","2,045","250","45","13,070"
"10007793","University of South Wales","225","0","105","160","10","90","145","20","185","130","380","400","70","55","1,980"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0","0","0","0","0","0","25","0","0","25"
"10029843","Waltham International College Limited*","","","","","","","","","","","","","","",""
"10007163","The University of Warwick","440","0","925","1,090","0","550","450","345","50","130","570","990","570","415","6,525"
"10007361","Waverley Abbey College*","","","","","","","","","","","","","","",""
"10007164","University of the West of England, Bristol","475","0","225","335","180","355","405","80","170","115","275","635","235","55","3,545"
"10007800","The University of the West of Scotland","205","0","85","130","0","120","95","0","30","110","155","240","95","30","1,300"
"10006566","The University of West London*","","","","","","","","","","","","","","",""
"10007165","The University of Westminster","65","0","90","115","130","215","210","95","140","15","140","540","50","20","1,830"
"10003614","The University of Winchester","105","0","5","15","0","55","95","80","40","115","70","185","60","90","910"
"10007166","The University of Wolverhampton","335","0","115","100","60","95","125","60","90","135","90","625","190","40","2,050"
"10007139","University of Worcester","175","0","35","25","0","40","55","25","30","190","100","270","70","35","1,045"
"10007833","Wrexham University","60","5","5","60","5","20","25","5","20","30","80","140","30","5","490"
"10007657","Writtle University College*","","","","","","","","","","","","","","",""
"10007713","York St John University","65","0","15","10","0","55","60","70","55","55","140","220","100","10","865"
"10007167","The University of York*","","","","","","","","","","","","","","",""
"","Total","","","","","","","","","","","","","","",""
