﻿Title:,"Table 11 - HE staff FTE by HE provider and cost centre"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 11
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Contract marker,All (including atypical) 
,Academic year,2023/24 
Search:,


"UKPRN","HE Provider","Medicine, dentistry & health","Agriculture, forestry & veterinary science","Biological, mathematical & physical sciences","Engineering & technology","Architecture & planning","Administration & business studies","Social studies","Humanities & language based studies & archaeology","Design, creative & performing arts","Education","Total academic services","Central administration & services, staff and student facilities","Premises","Residences & catering","Total all cost centres"
"10004320","The Metanoia Institute*","","","","","","","","","","","","","","",""
"10004351","Middlesex University","160","0","85","110","0","135","140","15","110","75","285","205","20","5","1,350"
"10023777","Mont Rose College of Management and Sciences*","","","","","","","","","","","","","","",""
"10023454","Moorlands College*","","","","","","","","","","","","","","",""
"10001444","National Centre for Circus Arts*","","","","","","","","","","","","","","",""
"10004538","Nazarene Theological College*","","","","","","","","","","","","","","",""
"10030129","Nelson College London Ltd","0","0","0","0","0","15","0","0","0","0","0","5","0","0","20"
"10007799","Newcastle University","1,540","80","570","695","115","245","370","290","85","85","565","840","405","145","6,040"
"10067406","New Model Institute for Technology and Engineering (NMITE)*","","","","","","","","","","","","","","",""
"10048199","Northeastern University London*","","","","","","","","","","","","","","",""
"10007138","The University of Northampton","220","0","35","60","5","195","80","20","80","100","245","265","0","10","1,320"
"10008816","Northern School of Contemporary Dance*","","","","","","","","","","","","","","",""
"10001282","University of Northumbria at Newcastle","315","0","280","210","100","240","290","105","200","120","600","780","180","10","3,435"
"10004775","Norwich University of the Arts*","","","","","","","","","","","","","","",""
"10007154","University of Nottingham*","","","","","","","","","","","","","","",""
"10004797","The Nottingham Trent University*","","","","","","","","","","","","","","",""
"10007773","The Open University*","","","","","","","","","","","","","","",""
"10004930","Oxford Brookes University","300","0","105","90","175","245","140","90","55","130","130","585","70","40","2,160"
"10007774","The University of Oxford","5,055","0","2,375","980","25","485","1,135","1,005","55","360","1,150","1,790","250","15","14,675"
"10004028","The Place, London Contemporary Dance School (LCDS)*","","","","","","","","","","","","","","",""
"10005127","Arts University Plymouth*","","","","","","","","","","","","","","",""
"10007801","University of Plymouth*","","","","","","","","","","","","","","",""
"10019178","Point Blank Music School*","","","","","","","","","","","","","","",""
"10007155","The University of Portsmouth*","","","","","","","","","","","","","","",""
"10005337","Queen Margaret University, Edinburgh","165","0","5","0","0","35","25","0","20","25","95","140","5","0","510"
"10007775","Queen Mary University of London","1,750","0","490","495","0","195","485","290","25","0","380","795","295","105","5,295"
"10009292","Royal Academy of Dramatic Art*","","","","","","","","","","","","","","",""
"10005378","Rambert School*","","","","","","","","","","","","","","",""
"10005389","Ravensbourne University London","0","0","0","0","0","0","70","0","50","0","5","165","10","0","300"
"10007802","The University of Reading","200","150","365","40","70","455","155","230","50","55","250","905","250","140","3,320"
"10008455","Regent College London*","","","","","","","","","","","","","","",""
"10005500","Robert Gordon University","240","0","30","165","40","125","140","0","55","30","40","385","130","0","1,375"
"10007776","Roehampton University","115","0","20","20","0","105","55","35","15","80","160","320","30","0","960"
"10005523","Rose Bruford College of Theatre and Performance*","","","","","","","","","","","","","","",""
"10007835","Royal Academy of Music*","","","","","","","","","","","","","","",""
"10005545","Royal Agricultural University*","","","","","","","","","","","","","","",""
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","255","0","155","185","30","0","630"
"10007778","Royal College of Music*","","","","","","","","","","","","","","",""
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","150","0","10","100","40","0","300"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","120","0","50","45","5","0","220"
"10005553","Royal Holloway and Bedford New College","120","0","180","100","0","120","265","135","45","0","140","465","100","75","1,740"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","90","0","10","115","15","15","250"
"10007779","The Royal Veterinary College*","","","","","","","","","","","","","","",""
"10007803","The University of St. Andrews","230","0","660","70","0","55","180","450","0","0","410","430","275","245","2,995"
"10007839","SAE Education Limited*","","","","","","","","","","","","","","",""
"10007782","St George's, University of London","375","0","85","0","0","0","0","0","0","0","10","300","10","0","785"
"10008026","St Mary's University College","0","0","0","0","0","0","5","0","0","45","15","25","20","5","115"
"10007843","St Mary's University, Twickenham","60","0","5","5","0","25","25","20","15","140","60","225","25","60","670"
"10007156","The University of Salford*","","","","","","","","","","","","","","",""
"10007780","SOAS University of London","0","0","0","0","0","25","225","110","35","25","135","300","65","5","920"
"10005700","SRUC","0","720","45","30","0","5","0","0","0","10","15","230","25","5","1,080"
"10005790","Sheffield Hallam University","350","20","90","300","85","245","240","40","135","285","660","995","245","55","3,750"
"10007157","The University of Sheffield","1,120","0","665","1,795","185","235","550","305","35","100","1,205","875","550","120","7,750"
"10006022","Solent University","55","0","5","145","15","45","70","0","90","65","95","100","35","5","720"
"10007158","The University of Southampton","1,405","0","755","960","0","240","320","285","205","70","585","1,095","305","220","6,450"
"10088214","S P Jain London School of Management Limited*","","","","","","","","","","","","","","",""
"10006093","Spurgeon's College*","","","","","","","","","","","","","","",""
"10006299","Staffordshire University","165","0","35","125","5","50","150","10","100","100","130","460","15","45","1,385"
"10007804","The University of Stirling","185","0","200","30","0","100","205","100","0","80","125","460","100","90","1,675"
"10037449","University of St Mark and St John","50","0","0","0","0","5","0","0","5","80","0","125","20","0","285"
"10008010","Stranmillis University College*","","","","","","","","","","","","","","",""
"10007805","The University of Strathclyde","335","0","470","1,115","40","290","280","95","0","230","360","790","95","125","4,215"
"10014001","University of Suffolk","110","0","20","25","0","20","40","10","25","5","5","305","10","0","575"
"10007159","The University of Sunderland","405","0","30","95","0","300","175","30","60","130","405","460","90","40","2,225"
"10007160","The University of Surrey","250","105","395","460","0","210","155","70","70","10","280","480","225","105","2,805"
"10007806","The University of Sussex","290","0","400","175","0","315","425","140","20","75","390","675","5","50","2,955"
"10007855","Swansea University","780","0","235","610","0","220","370","115","0","45","410","640","130","30","3,585"
"10083403","The Engineering and Design Institute London*","","","","","","","","","","","","","","",""
"10007161","Teesside University","360","0","110","300","0","145","125","25","70","70","580","250","100","35","2,175"
"10082743","ThinkSpace Education Limited*","","","","","","","","","","","","","","",""
"10008017","Trinity Laban Conservatoire of Music and Dance*","","","","","","","","","","","","","","",""
"10007858","University of Wales Trinity Saint David","20","10","5","135","15","255","115","90","120","115","180","245","120","30","1,460"
"10067648","University Academy 92 Limited*","","","","","","","","","","","","","","",""
"10007114","University of the Highlands and Islands","35","0","5","5","0","0","0","15","0","0","50","125","5","0","245"
"10007807","Ulster University*","","","","","","","","","","","","","","",""
"10039956","The University of Law*","","","","","","","","","","","","","","",""
"10007784","University College London","4,620","0","1,675","1,210","775","160","715","665","70","725","410","2,560","275","70","13,930"
"10007793","University of South Wales","240","0","100","155","15","150","145","20","255","125","410","500","75","55","2,245"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0","0","0","0","0","0","20","0","0","25"
"10029843","Waltham International College Limited*","","","","","","","","","","","","","","",""
"10007163","The University of Warwick","515","0","1,045","1,195","0","635","510","385","60","125","570","1,150","620","610","7,420"
"10007361","Waverley Abbey College*","","","","","","","","","","","","","","",""
"10007164","University of the West of England, Bristol","540","0","210","355","190","330","385","65","175","105","310","760","230","65","3,715"
"10007800","The University of the West of Scotland","215","0","80","150","0","150","100","0","30","130","150","375","100","35","1,520"
"10006566","The University of West London*","","","","","","","","","","","","","","",""
"10007165","The University of Westminster","65","0","95","130","135","220","225","85","150","15","135","625","50","20","1,940"
"10003614","The University of Winchester","115","0","5","15","0","50","90","65","35","100","75","200","45","80","875"
"10007166","The University of Wolverhampton*","","","","","","","","","","","","","","",""
"10007139","University of Worcester","200","0","35","30","0","35","45","20","25","165","80","330","60","20","1,045"
"10007833","Wrexham University","90","10","0","60","5","20","20","5","20","35","80","170","30","5","550"
"10007657","Writtle University College*","","","","","","","","","","","","","","",""
"10007713","York St John University","90","0","10","30","0","120","75","70","55","65","140","280","95","15","1,040"
"10007167","The University of York*","","","","","","","","","","","","","","",""
"","Total","","","","","","","","","","","","","","",""
