﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE Provider","Antrim and Newtownabbey","Armagh, Banbridge and Craigavon","Belfast","Causeway Coast and Glens","Derry and Strabane","Fermanagh and Omagh","Lisburn and Castlereagh","Mid Ulster","Mid and East Antrim","North Down and Ards","Newry, Mourne and Down","Northern Ireland (district council area unknown)","Total Northern Ireland","Total"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","155"
"10034449","Leeds Conservatoire","0","0","5","5","0","0","0","0","0","0","0","0","15","1,385"
"10007795","The University of Leeds","15","10","30","15","10","20","15","5","10","15","5","0","155","26,385"
"10003863","Leeds Trinity University","5","5","5","0","5","5","0","0","5","0","0","0","30","7,615"
"10007796","The University of Leicester","0","5","10","5","5","0","5","5","5","5","5","0","45","11,845"
"10007151","The University of Lincoln","5","5","5","0","0","0","5","5","5","5","0","0","35","16,280"
"10003956","Liverpool Hope University","35","75","100","80","105","65","45","55","30","45","85","0","720","5,410"
"10003957","Liverpool John Moores University","150","190","300","215","300","215","135","130","125","130","250","0","2,140","25,185"
"10003945","The Liverpool Institute for Performing Arts","0","0","5","0","0","0","0","0","0","5","5","0","20","765"
"10006842","The University of Liverpool","55","50","115","65","100","45","65","45","25","60","55","0","680","21,385"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0","5","225"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","0","0","0","0","0","0","0","0","0","1,050"
"10007162","University of the Arts, London","5","5","15","5","5","5","5","5","5","5","5","0","55","9,870"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0","0","255"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","495"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10007797","University of London (Institutes and activities)","5","0","20","5","0","0","5","0","0","5","0","0","40","3,830"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0","0","215"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","385"
"10004036","London Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10015506","The London College","0","0","0","0","0","0","0","0","0","0","0","0","0","1,455"
"10004048","London Metropolitan University","5","0","0","0","0","0","0","0","0","0","0","0","10","11,230"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","190"
"10004078","London South Bank University","0","5","0","5","5","0","0","0","5","0","5","0","25","15,860"
"10004063","London School of Economics and Political Science","0","5","5","0","0","0","0","0","0","0","0","0","15","4,430"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0","5","575"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","0","0","0","0","0","645"
"10004075","London School of Theology","0","0","5","0","0","0","0","0","0","0","0","0","10","310"
"10004079","London Studio Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","270"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","90"
"10008289","The London Institute of Banking & Finance","0","0","0","0","0","0","0","0","0","0","0","0","0","255"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10004113","Loughborough University","10","15","30","10","0","5","20","10","0","25","5","0","135","14,410"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","85"
"10004180","The Manchester Metropolitan University","20","20","50","30","75","25","25","20","25","20","30","0","345","33,155"
"10007798","The University of Manchester","25","30","80","25","45","25","45","25","20","40","20","0","380","27,010"
"10009527","Istituto Marangoni Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","115"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0","0","120"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","90"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0","0","55"
"10030776","St Mellitus College","0","0","0","0","0","0","0","0","0","0","0","0","0","600"
"10004320","The Metanoia Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","410"
"10004351","Middlesex University","5","5","5","0","0","0","5","0","0","0","0","0","25","14,940"
"10032277","The Minster Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","170"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","0","5","365"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","820"
"10023454","Moorlands College","0","0","5","0","0","0","0","0","0","0","0","0","10","255"
"10000216","All Nations Christian College","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","150"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","1,460"
"10023456","Newbold College","0","0","0","0","0","0","0","0","0","0","0","0","0","60"
"10007799","Newcastle University","55","20","85","55","20","30","60","10","30","60","30","0","450","21,165"
"10045289","St Nicholas Montessori Training Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10048199","Northeastern University London","0","0","0","0","0","0","0","0","0","0","0","0","0","170"
"10008397","Norland College","0","0","0","0","0","0","0","0","0","0","0","0","0","260"
"10007138","The University of Northampton","0","5","5","5","5","0","5","5","0","5","5","0","30","11,075"
"10009614","Grŵp NPTC Group","0","0","0","0","0","0","0","0","0","0","0","0","0","195"
"10004740","Northern College of Acupuncture","0","0","0","0","0","0","0","0","0","0","0","0","0","170"
"10001282","University of Northumbria at Newcastle","30","60","80","65","80","50","75","10","25","85","35","0","600","24,705"
"10004775","Norwich University of the Arts","10","0","0","0","0","0","0","0","0","0","0","0","20","2,450"
"10007154","University of Nottingham","10","15","20","10","10","20","15","5","10","15","5","0","135","28,070"
"10004797","The Nottingham Trent University","10","15","15","5","10","10","15","5","10","10","5","0","110","33,610"
"10007773","The Open University","485","620","1,290","310","300","235","505","275","425","520","480","0","5,445","151,830"
"10023445","ICOM","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10004930","Oxford Brookes University","5","5","10","5","0","0","5","0","5","5","5","0","40","14,745"
"10020439","Oxford Business College","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007774","The University of Oxford","15","15","30","10","15","5","15","10","10","10","15","0","145","18,120"
"10006243","St Patrick's International College","0","0","0","0","0","0","0","0","0","0","0","0","0","280"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","0","0","0","0","5","1,185"
"10007801","University of Plymouth","10","15","20","10","5","10","10","5","10","10","5","0","115","16,845"
"10019178","Point Blank Music School","0","0","0","0","0","0","5","0","0","0","0","0","5","535"
"10007155","The University of Portsmouth","10","5","15","10","10","5","15","5","10","10","5","0","100","21,905"
"10083476","The Prince's Foundation","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10005337","Queen Margaret University, Edinburgh","5","10","5","10","10","10","5","5","15","15","5","0","95","4,685"
"10007775","Queen Mary University of London","5","0","15","5","5","0","10","0","0","5","5","0","50","16,080"
"10025197","University Centre Quayside Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","130"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","0","0","0","0","0","0","0","0","0","145"
"10005544","Royal Academy of Dance","0","0","0","0","0","0","0","0","0","0","0","0","5","115"
"10005389","Ravensbourne University London","0","0","0","5","0","0","0","0","5","0","0","0","10","2,195"
"10005470","Richmond, The American International University in London","0","0","0","0","0","0","0","0","0","0","0","0","0","345"
"10007802","The University of Reading","0","5","5","5","5","0","10","5","5","10","5","0","55","15,800"
"10086591","Regent's University London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","420"
"10021100","Regents Theological College","0","0","5","0","0","0","0","0","0","0","0","0","5","195"
"10023871","Results Consortium Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10008455","Regent College London","0","0","0","0","0","0","0","0","0","0","0","0","0","2,985"
"10005500","Robert Gordon University","5","10","5","0","5","5","5","5","5","5","0","0","55","11,475"
"10007776","Roehampton University","0","0","5","0","0","0","0","0","0","0","5","0","10","10,430"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","0","0","0","0","0","0","0","0","5","695"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","0","0","0","0","5","425"
"10005545","Royal Agricultural University","0","5","0","0","0","0","0","0","0","0","0","0","15","1,030"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","0","0","0","0","5","570"
"10007778","Royal College of Music","0","0","0","0","0","0","0","0","0","0","0","0","5","415"
"10005561","Royal Conservatoire of Scotland","0","0","5","5","0","0","0","0","0","0","0","0","20","870"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","0","0","0","0","5","770"
"10005553","Royal Holloway and Bedford New College","0","0","5","0","0","0","5","0","0","5","0","0","20","9,615"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","0","0","0","0","10","620"
"10007779","The Royal Veterinary College","0","0","5","0","0","5","5","0","0","0","0","0","20","1,900"
"10007803","The University of St. Andrews","10","15","25","20","5","5","15","10","15","20","5","0","150","6,355"
"10007839","SAE Education Limited","0","0","5","0","0","0","0","0","0","0","0","0","5","675"
"10007782","St George's, University of London","0","0","0","0","0","0","5","0","0","0","0","0","10","4,880"
"10008026","St Mary's University College","45","105","205","65","70","110","50","170","25","10","205","5","1,060","1,060"
"10007843","St Mary's University, Twickenham","5","5","5","0","15","10","0","5","5","5","5","0","65","4,595"
"10007156","The University of Salford","10","20","35","20","25","15","20","5","15","20","15","0","205","20,820"
"10021256","The Salvation Army","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10008362","London School of Science and Technology Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","560"
"10007780","SOAS University of London","0","0","0","0","0","0","5","0","0","0","0","0","15","3,745"
"10005700","SRUC","0","0","0","0","0","0","0","0","0","0","0","0","10","1,735"
"10005790","Sheffield Hallam University","15","15","20","10","5","5","10","15","10","15","5","5","135","30,260"
"10007157","The University of Sheffield","5","5","10","5","5","5","5","5","5","5","5","0","55","19,345"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","235"
"10006022","Solent University","0","5","5","5","0","0","0","5","5","5","5","0","40","8,440"
"10007158","The University of Southampton","5","15","20","5","0","5","10","5","10","10","5","0","85","14,665"
"10006093","Spurgeon's College","0","0","0","0","0","0","0","0","0","0","0","0","0","315"
"10006299","Staffordshire University","15","25","20","10","10","10","5","5","10","10","15","0","135","17,325"
"10007804","The University of Stirling","35","45","45","30","20","15","45","20","50","70","50","0","430","10,735"
"10037449","University of St Mark and St John","0","0","0","0","0","5","0","0","0","0","0","0","15","3,005"
"10008010","Stranmillis University College","95","180","140","75","45","105","130","90","150","155","120","5","1,290","1,295"
"10007805","The University of Strathclyde","25","15","30","20","25","10","25","10","20","50","20","0","255","19,845"
"10014001","University of Suffolk","0","0","0","0","0","0","0","0","0","0","5","0","10","11,210"
"10007159","The University of Sunderland","5","5","10","5","5","0","5","5","5","5","0","0","50","14,895"
"10007160","The University of Surrey","5","5","5","5","5","0","5","5","5","10","10","0","65","12,310"
"10007806","The University of Sussex","10","5","10","5","0","0","0","0","5","5","5","0","45","13,870"
"10007855","Swansea University","0","5","10","5","5","0","5","5","5","10","10","0","60","17,845"
"10007161","Teesside University","10","5","5","5","5","5","10","5","5","5","0","0","65","17,495"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10008017","Trinity Laban Conservatoire of Music and Dance","5","5","5","0","5","0","0","0","0","0","0","0","20","885"
"10007858","University of Wales Trinity Saint David","0","5","5","0","0","0","0","0","5","0","5","0","25","14,000"
"10068157","University Centre Peterborough","0","0","0","0","0","0","0","0","0","0","0","0","0","695"
"10007114","University of the Highlands and Islands","0","0","5","0","0","0","0","0","0","0","0","0","15","9,985"
"10007807","Ulster University","1,730","2,395","3,430","1,870","2,385","1,535","1,575","2,235","1,555","1,315","2,225","180","22,430","23,945"
"10039956","The University of Law","5","5","5","0","5","0","5","0","5","5","0","0","45","12,380"
"10007784","University College London","5","10","25","10","10","15","10","0","5","10","5","0","110","22,355"
"10007793","University of South Wales","5","10","15","5","15","5","5","5","10","5","5","0","85","19,825"
"10007163","The University of Warwick","5","10","15","5","5","0","10","5","5","10","10","0","80","17,800"
"10007361","Waverley Abbey College","0","0","0","0","0","0","0","0","0","0","0","0","0","230"
"10007164","University of the West of England, Bristol","5","10","10","10","0","0","5","5","10","5","5","0","75","28,435"
"10007800","The University of the West of Scotland","0","5","5","5","10","0","0","0","0","5","0","0","35","15,450"
"10032288","West Dean College","0","0","0","0","0","0","0","0","0","0","0","0","0","55"
"10006566","The University of West London","0","10","0","0","5","0","0","5","0","0","0","0","25","11,145"
"10007165","The University of Westminster","0","0","0","0","0","0","5","0","0","0","0","0","15","13,715"
"10003614","The University of Winchester","0","5","5","0","5","0","5","5","0","10","5","0","35","7,825"
"10007166","The University of Wolverhampton","5","5","5","0","5","5","5","0","5","5","5","0","40","17,115"
"10007139","University of Worcester","0","0","5","0","5","5","0","0","5","5","0","0","25","9,290"
"10007833","Wrexham University","5","5","0","0","5","0","0","0","0","5","0","0","20","6,525"
"10007657","Writtle University College","0","0","0","0","0","0","0","0","0","0","0","0","5","740"
"10007713","York St John University","5","0","5","5","5","5","5","0","0","10","0","0","35","6,635"
"10007167","The University of York","10","5","5","10","5","0","10","5","10","15","10","0","95","16,855"
"","Total","5,100","7,160","11,210","4,710","5,615","4,190","5,740","5,210","4,565","5,335","6,445","255","65,545","2,146,760"
