﻿Title:,"Table 24 - HE staff by HE provider and nationality"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 24
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Atypical marker,Non-atypical 
,Contract marker,All (excluding atypical) 
,Mode of employment,All 
,Academic year,2021/22 
Search:,


"UKPRN","HE provider","UK","European Union","Non-European Union","Not known","Total"
"10000975","Buckinghamshire New University*","","","","",""
"10007788","The University of Cambridge","8,065","2,310","1,980","110","12,465"
"10003324","The Institute of Cancer Research","755","235","140","0","1,135"
"10001143","Canterbury Christ Church University","1,545","135","85","5","1,765"
"10007814","Cardiff University","5,695","675","560","0","6,935"
"10007854","Cardiff Metropolitan University","1,455","85","85","5","1,625"
"10007141","The University of Central Lancashire","2,885","180","205","5","3,275"
"10024024","Central Film School London*","","","","",""
"10007848","University of Chester","1,595","60","50","0","1,705"
"10007137","The University of Chichester*","","","","",""
"10001386","Chicken Shed Theatre Company*","","","","",""
"10001478","City, University of London","2,165","525","335","5","3,035"
"10007912","Cliff College*","","","","",""
"10066502","The College of Health Ltd*","","","","",""
"10001653","Conservatoire for Dance and Drama*","","","","",""
"10007761","Courtauld Institute of Art*","","","","",""
"10034324","Court Theatre Training Company Ltd*","","","","",""
"10001726","Coventry University","3,905","425","570","0","4,900"
"10007822","Cranfield University","1,255","220","245","0","1,720"
"10006427","University for the Creative Arts*","","","","",""
"10007842","University of Cumbria","1,000","30","15","0","1,045"
"10001883","De Montfort University","2,680","200","365","30","3,280"
"10007851","University of Derby","2,275","120","135","0","2,530"
"10007852","The University of Dundee","2,570","315","300","5","3,190"
"10007143","University of Durham","3,910","510","605","5","5,035"
"10007789","The University of East Anglia","3,415","390","305","0","4,110"
"10007144","The University of East London","1,350","185","180","25","1,740"
"10032282","The Queen's Foundation for Ecumenical Theological Education*","","","","",""
"10007823","Edge Hill University*","","","","",""
"10007772","Edinburgh Napier University","1,475","255","130","10","1,870"
"10007790","The University of Edinburgh","9,940","2,890","2,265","245","15,345"
"10042570","Escape Studios*","","","","",""
"10007791","The University of Essex","2,125","430","445","65","3,065"
"10008173","University College of Estate Management*","","","","",""
"10007792","The University of Exeter","5,125","775","780","10","6,695"
"10008640","Falmouth University*","","","","",""
"10004511","The National Film and Television School*","","","","",""
"10022087","Futureworks*","","","","",""
"10007762","Glasgow Caledonian University","1,445","95","70","0","1,610"
"10002681","Glasgow School of Art","495","40","35","0","570"
"10007794","The University of Glasgow","7,055","1,380","1,350","0","9,785"
"10007145","University of Gloucestershire*","","","","",""
"10002718","Goldsmiths College","1,480","340","240","5","2,060"
"10007146","The University of Greenwich","1,400","240","225","5","1,875"
"10007825","Guildhall School of Music and Drama","785","90","60","0","935"
"10040812","Harper Adams University*","","","","",""
"10080811","Hartpury University","435","40","15","0","485"
"10007764","Heriot-Watt University","1,450","335","270","5","2,060"
"10007147","University of Hertfordshire","2,875","320","245","0","3,445"
"10007148","The University of Huddersfield*","","","","",""
"10007149","The University of Hull","1,765","115","110","0","1,990"
"10003239","ICON College of Technology and Management*","","","","",""
"10003270","Imperial College of Science, Technology and Medicine","5,180","1,915","1,450","10","8,555"
"10013220","Institute of Art - London Limited*","","","","",""
"10035638","Institute of Contemporary Music Performance*","","","","",""
"10082570","Kaplan International Colleges U.K. Limited","265","55","90","0","415"
"10021682","Kaplan Open Learning (Essex) Limited*","","","","",""
"10007767","Keele University","1,790","110","115","0","2,010"
"10007150","The University of Kent","2,540","425","335","0","3,300"
"10003645","King's College London","6,260","2,285","1,410","0","9,960"
"10003678","Kingston University","1,460","240","145","5","1,845"
"10003758","LAMDA Limited","110","10","10","0","130"
"10007768","The University of Lancaster","3,235","425","490","5","4,155"
"10003854","Leeds Arts University","160","10","0","0","175"
"10003861","Leeds Beckett University","2,365","160","120","0","2,650"
"10034449","Leeds Conservatoire","290","20","5","40","355"
"10007795","The University of Leeds","7,120","775","860","0","8,755"
"10003863","Leeds Trinity University","500","20","15","5","540"
"10082828","College of Legal Practice Limited*","","","","",""
"10007796","The University of Leicester","3,075","335","305","0","3,715"
"10007151","The University of Lincoln","1,965","175","190","5","2,335"
"10036456","Academy of Live Technology Ltd*","","","","",""
"10003956","Liverpool Hope University*","","","","",""
"10003957","Liverpool John Moores University*","","","","",""
"10003945","The Liverpool Institute for Performing Arts*","","","","",""
"10006842","The University of Liverpool","5,265","680","545","0","6,495"
"10003958","Liverpool School of Tropical Medicine","450","65","70","0","585"
"10007162","University of the Arts, London","4,075","750","390","40","5,250"
"10013109","London Bridge Business Academy*","","","","",""
"10007769","London Business School*","","","","",""
"10007797","University of London (Institutes and activities)*","","","","",""
"10004036","London Film School Limited*","","","","",""
"10004048","London Metropolitan University","700","115","55","25","895"
"10004078","London South Bank University*","","","","",""
"10004063","London School of Economics and Political Science","2,185","980","925","0","4,090"
"10007771","London School of Hygiene and Tropical Medicine","1,110","290","315","0","1,720"
"10022285","London School of Management Education*","","","","",""
"10004075","London School of Theology*","","","","",""
"10062810","The London School of Architecture*","","","","",""
"10008289","The London Institute of Banking & Finance*","","","","",""
"10067623","The London Interdisciplinary School Ltd*","","","","",""
"10004113","Loughborough University","3,055","330","335","10","3,730"
"10009612","Luther King House Educational Trust*","","","","",""
"10004180","The Manchester Metropolitan University","3,790","335","270","40","4,440"
"10007798","The University of Manchester","8,560","1,220","1,165","35","10,980"
"10023453","Matrix College of Counselling and Psychotherapy Ltd*","","","","",""
"10030776","St Mellitus College*","","","","",""
"10004320","The Metanoia Institute*","","","","",""
"10004351","Middlesex University","1,240","260","170","0","1,675"
"10023777","Mont Rose College of Management and Sciences*","","","","",""
"10023454","Moorlands College*","","","","",""
"10004538","Nazarene Theological College*","","","","",""
"10030129","Nelson College London Ltd","15","0","0","0","15"
"10007799","Newcastle University","5,375","580","510","0","6,460"
"10067406","New Model Institute for Technology and Engineering (NMITE)*","","","","",""
"10048199","Northeastern University London*","","","","",""
"10007138","The University of Northampton","1,300","90","100","10","1,500"
"10001282","University of Northumbria at Newcastle","2,750","200","290","10","3,250"
"10004775","Norwich University of the Arts*","","","","",""
"10007154","University of Nottingham*","","","","",""
"10004797","The Nottingham Trent University*","","","","",""
"10007773","The Open University*","","","","",""
"10004930","Oxford Brookes University","2,125","295","245","0","2,665"
"10007774","The University of Oxford","8,600","2,220","2,100","1,575","14,495"
"10005127","Arts University Plymouth*","","","","",""
"10007801","University of Plymouth*","","","","",""
"10019178","Point Blank Music School*","","","","",""
"10007155","The University of Portsmouth","2,980","380","340","130","3,825"
"10005337","Queen Margaret University, Edinburgh","420","65","30","5","525"
"10007775","Queen Mary University of London","3,590","1,135","920","0","5,650"
"10009292","Royal Academy of Dramatic Art*","","","","",""
"10005389","Ravensbourne University London","320","45","25","0","390"
"10007802","The University of Reading","2,925","495","455","0","3,870"
"10008455","Regent College London*","","","","",""
"10005500","Robert Gordon University","1,190","120","130","0","1,445"
"10007776","Roehampton University","730","140","90","0","965"
"10005523","Rose Bruford College of Theatre and Performance*","","","","",""
"10007835","Royal Academy of Music*","","","","",""
"10005545","Royal Agricultural University*","","","","",""
"10007777","Royal College of Art","455","70","45","5","575"
"10007778","Royal College of Music*","","","","",""
"10005561","Royal Conservatoire of Scotland","430","35","35","25","525"
"10007816","The Royal Central School of Speech and Drama","165","15","15","0","195"
"10005553","Royal Holloway and Bedford New College","1,645","320","240","10","2,215"
"10007837","Royal Northern College of Music","410","40","20","0","470"
"10007779","The Royal Veterinary College","850","110","65","0","1,020"
"10007803","The University of St. Andrews","2,295","395","360","5","3,055"
"10007839","SAE Education Limited*","","","","",""
"10007782","St George's, University of London","755","95","45","20","915"
"10008026","St Mary's University College","50","95","5","0","145"
"10007843","St Mary's University, Twickenham","705","100","60","10","870"
"10007156","The University of Salford","2,010","125","130","0","2,260"
"10007780","SOAS University of London","615","165","215","15","1,010"
"10005700","SRUC","945","90","40","25","1,105"
"10005790","Sheffield Hallam University","3,930","180","235","15","4,360"
"10007157","The University of Sheffield","6,505","595","735","0","7,835"
"10006022","Solent University","850","55","50","0","955"
"10007158","The University of Southampton","4,545","720","695","20","5,980"
"10006093","Spurgeon's College*","","","","",""
"10006299","Staffordshire University","1,635","65","65","0","1,760"
"10007804","The University of Stirling","1,625","240","165","15","2,045"
"10037449","University of St Mark and St John","335","10","5","0","350"
"10008010","Stranmillis University College*","","","","",""
"10007805","The University of Strathclyde","3,520","440","410","0","4,365"
"10014001","University of Suffolk","540","45","30","0","620"
"10007159","The University of Sunderland","1,880","90","90","60","2,115"
"10007160","The University of Surrey","2,395","390","425","0","3,210"
"10007806","The University of Sussex","2,520","505","465","25","3,520"
"10007855","Swansea University","3,115","260","315","10","3,700"
"10083403","The Engineering and Design Institute London*","","","","",""
"10007161","Teesside University","1,630","65","115","0","1,810"
"10082743","ThinkSpace Education Limited*","","","","",""
"10008017","Trinity Laban Conservatoire of Music and Dance*","","","","",""
"10007858","University of Wales Trinity Saint David","1,275","65","90","20","1,445"
"10067648","University Academy 92 Limited*","","","","",""
"10007114","University of the Highlands and Islands","300","20","10","0","330"
"10007807","Ulster University*","","","","",""
"10039956","The University of Law*","","","","",""
"10007784","University College London","9,895","3,195","2,420","145","15,660"
"10007793","University of South Wales","2,415","100","110","105","2,725"
"10008574","The University of Wales (central functions)","25","0","0","0","25"
"10029843","Waltham International College Limited*","","","","",""
"10007163","The University of Warwick","5,535","860","965","70","7,430"
"10007361","Waverley Abbey College*","","","","",""
"10007164","University of the West of England, Bristol","3,690","285","320","65","4,355"
"10007800","The University of the West of Scotland","1,185","85","100","5","1,380"
"10006566","The University of West London*","","","","",""
"10007165","The University of Westminster","2,065","480","205","0","2,750"
"10003614","The University of Winchester","1,090","95","65","5","1,255"
"10007166","The University of Wolverhampton","2,010","90","135","0","2,235"
"10007139","University of Worcester","1,660","110","45","0","1,820"
"10007833","Wrexham University","470","15","15","0","500"
"10007657","Writtle University College*","","","","",""
"10007713","York St John University","890","35","35","0","960"
"10007167","The University of York*","","","","",""
"","Total","","","","",""
